,MGH258,UKF243,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
GRN,0.012144000258245637,-0.043672283771083766,0.027085496522543988,-0.006238732492587155,-0.03127103047972914,0.0768622992023689,-0.010690380051318338,-0.033427697694896424,0.01846356756417138,0.025401181029318213,0.007560600971483157,0.056708288484501115,0.11813830479522155,-0.03996428451120952,0.02599959177442153
MIA,-0.00851855886546571,0.0596829104154612,0.05270289693375941,0.03015305178654403,-0.0006385587318172731,0.0014680956455207707,0.047205834619175914,-0.012733420819186759,,-0.023101451164350854,0.031855869716130567,0.039805562346193805,0.03166257245870215,-0.04262118499601623,0.035163126860423964
COL4A4,0.017062743866655374,0.18014057235623168,-0.03395932086636445,0.020519720505398166,-0.0031913358025927644,-0.016558211291257563,-0.017586719205015824,0.05863821053676763,,0.06013165399964098,-0.02524185138012182,-0.02704844425383447,-0.00022052436469140882,-0.026443348115474854,-0.04044043099672461
TAC1,-0.020161095512218428,-0.044018750858888754,0.0122181663628178,0.009196149210199152,0.03874740303373576,-0.0822649371597971,0.006682265653364178,-0.01544802078272829,0.010701749740043912,,,,,0.010552081815120337,0.0560404809830704
RARRES2,0.0032998363548018537,0.058179315700607796,-0.02705190449776397,-0.04653475285784356,0.01981140424181593,0.11722817393351288,-0.0018820887840070323,0.003697365448560863,-0.021333688195023123,-0.022709973344019002,0.07977598061423954,0.00612455669639873,-0.006614761592268147,-0.007738674103402907,0.02029617708304498
FGF7,-0.03469446231218629,-0.030007913874866215,0.05494877801422262,0.019778625303898463,0.014603408894887543,0.04615748327051638,0.08147625312220397,-0.002944351202991616,0.025648058032431476,-0.02864317125375499,0.06560726198627045,-0.032709343865058076,-0.016450565451182477,-0.009391943879645882,0.038920045878213225
EFNA2,,,,,,,,,,,,-0.016055731193926084,,,
HBEGF,0.02053917595606719,-0.01725625419102439,0.022900658371743182,0.028597609700830317,-0.006018826988444514,0.03461195465541051,-0.013620175151868263,-0.028753143677305068,0.03762480237592252,0.0913967417866607,0.009756861345461118,-0.01226859088733909,-0.030238659631720836,-0.039556366737700285,-0.07516174931767013
CSF3,,-0.03514687113222183,-0.02377023372547649,0.13122993168979877,0.04731129621881747,-0.017518268840159164,,,,,,-0.06452551018934313,,-0.018810744443955293,-0.017482573930729908
PI3,,0.04150482515247289,-0.02796087463310814,0.10697920743339084,-0.013433880795503235,0.019110405672397326,,,,,,-0.0565110371523461,-0.021850923169096995,-0.03827836622241666,0.006611954953306727
PCSK1N,-0.049826578900345614,-0.05752277292401206,-0.05467222288190919,-0.020915804543436983,0.00023136777518293622,-0.006254136854357349,-0.045736281862566994,0.044754452939498215,-0.011487494547612945,0.08009869257071059,0.03839621664234668,-0.06940517129524293,-0.006370215915137617,-0.0006526292836648152,-0.007343107568564998
NTS,,,,,-0.0148004275583259,0.05074948925768359,-0.020090782366590076,0.019688541316955566,-0.018120713025053633,,,-0.019560861669275516,,0.0629489755013062,0.08723913182645796
SFRP1,-0.012837896935240824,0.0018093902346413156,,0.0053763392121258195,0.03825749185714936,0.02569956130113737,-0.02163665263208312,-0.01526394617283183,0.025083935000810513,-0.07787253655217194,0.06453264651167047,-0.026018455525013768,-0.09666065829965073,0.0579439305119201,-0.025287706116405146
CXCL13,,,-0.017260002245122582,,-0.024361043736760245,,,,,,,0.008460253649966951,,-0.03068423862630998,
MICA,0.005128643309013628,0.08841243919465978,0.0026593648046419486,-0.005976508923013325,0.003766561678439028,0.02515528911499335,0.0148571874324049,-0.02645146299974109,-0.026526054765217643,-0.02772433793287057,0.0678600130221524,0.06606620744419857,0.029536710973335142,0.051277450735238456,-0.034361884414421194
TG,-0.00353462191148186,-0.028017666147108343,,-0.02304192984666851,0.004807713952960803,0.015275446738689812,-0.0008525611910702041,-0.0110464514484964,,-0.0035450077294758952,-0.03250749878420553,0.04430315272685114,,-0.015481531734199968,-0.03409435383267459
ADA,-0.028537136449991903,-0.04143355109461373,-4.553682680460144e-05,0.0457012324841939,-0.017942223095202693,0.07819550535582798,-0.027497633733063874,0.014770996948346923,-0.013528517513286866,0.010786128341693705,0.07424622728218501,0.05178424487075974,0.05666360719762796,0.03473840560488555,-0.020747093792658062
LAMC3,0.017921634247084813,-0.06507594585134445,-0.04437060788429857,0.00619998536840044,-0.0054081207188768216,0.03800375076037681,0.04330796651592194,0.004883477746331121,0.05639124660502289,-0.05696108777926816,0.044540576600558386,0.03927352548793378,0.10268735966150036,0.044804164038696005,-0.036031840259075305
CCL7,,,,-0.01665927846437475,-0.009045194517945129,,,,,,,,,,-0.018320042811515842
NGF,,-0.02024911156175151,,0.02876112745593384,-0.024163881535552816,,,,-0.018120724956340872,-0.00719834175635521,-0.00558473266041673,0.036249840530765264,,0.00436153056543939,-0.004316554286610179
TNFSF15,,-0.025050678159984442,,-0.018550921364953593,-0.02391351194849086,,,,,0.0716498689631802,0.039083494094526015,,,-0.01168114935906033,-0.009359827014070687
HMGB1,0.02342294336467423,-0.0346523949196561,0.04210496670792799,0.016852063701504796,-0.05192144087632099,0.14033583110839076,-0.05015584637228266,-0.03336735649250339,0.007065146915721599,-0.0749965843049063,-0.029480799329465155,-0.005322927169034568,-0.05773113838053156,-0.04856392882846231,0.001371024185478959
ITGB3BP,-0.02227256546402144,0.011805500666828393,0.01543897271578548,0.029634047186882246,0.004315802562907335,0.11820558645127978,0.018688010817118825,0.01021426889443057,0.034491692498041675,0.027490991830341684,0.03935187283921372,0.007644529538375129,0.02519073407995733,-0.002313262554119995,0.013147761289683825
AANAT,,-0.036293330692307196,,-0.016879442975689034,-0.021547504431237003,-0.015801952571823357,0.05670511481945942,0.07535272501651748,-0.017036146405058395,,-0.020794263503327214,0.01577102647271641,0.06411350515432133,,0.022503951718496843
RELN,-0.01935695052854956,-0.034913847508311856,-0.02676891509018076,0.031162961991439343,-0.01144346681636148,-0.04636788686709866,4.507788323094632e-05,0.025878866973482323,0.04225040599357911,0.040876285065705786,,,-0.011738626634051662,0.08957530082779117,
IL15,-0.01744409003225566,0.04654902264058077,,-0.03221694443247794,0.04464968316524379,-0.022221517137851345,-0.04328928047751121,0.015448690994361363,0.09099488273388338,0.07490541304823395,-0.03515141336476999,0.04432526528281935,0.11525603251002177,0.050784073937751625,0.029639118420869522
UTS2,,,,,,0.07624343564744915,,,,,,,,,
BSG,0.04103421333115716,0.06710954640638092,-0.049443604680061426,0.02458610917280874,-0.0015947086119653354,0.028319489026271225,0.006095078493285707,-0.01952194999232462,0.020752224435428002,-0.007817749389764586,0.08830983496389369,0.019602091920328975,0.1369750026041552,0.0026521865620358093,-0.04547940749287883
ADAMTS3,-0.01881533842134679,0.01395648392836904,,0.0387322549932685,-0.04627046586264915,0.10479566064714199,-0.021791730444162574,-0.02794549506303291,0.049965696380722596,,-0.024899013601458426,0.07249934634954343,0.022793107349593465,-0.0069691624476974166,-0.008302794670404347
CD34,0.02362113933563333,-0.06246545695898929,-0.03941366322267715,0.02201769721768965,-0.011085547244057768,0.011731207175883461,0.0012525169289350831,0.02483706548988844,0.030156187785864354,0.032699642449696746,0.1371053564442709,0.10066849379581623,0.071333152558682,0.007867954145546004,-0.04289036477147407
CCL23,,,,,,-0.017980113631864605,,,,,,,,,
PLAT,0.017493004398094064,0.044619000119237535,-0.026528719578296885,0.008161707770759483,-0.04961777041335464,0.09224558617476025,0.03717426880041372,-0.026910756351777428,-0.04314145129507371,0.0695837224929998,0.07434025752224287,0.0030535469047555065,0.06365798947739669,-0.050653636182597335,-0.0016425925735701296
NTF3,,,,,,,,0.08177713890124648,,,,0.03401436627264696,,-0.02100658544875039,
LTA,,,,-0.021351757107733915,,,0.02238214915342648,,,,,,,,-0.026087093907390106
CKLF,-0.007477614039205315,0.042881358781095814,-0.011563133425234719,0.0553551677010611,-0.06425071824642889,0.13621392184115882,-0.008008704098423403,0.02165480530020783,0.06771482516070301,0.10577566263592186,-0.0003896469149322564,0.1066917425688849,0.0111099236654801,-0.014271428947370778,-0.0029597906538627624
CD24,0.026474223255087477,0.01955945503270303,-0.03456179330139418,-0.013982238938307124,0.043883345465175465,-0.04226952023605529,0.016734608128406724,0.017282167965424547,-0.011807667690779728,-0.054810145806676265,-0.058940471774147,-0.0024347835413607377,-0.0027726006774258347,0.04715152365847849,-0.013882508405287507
HSP90AA1,0.027392895567449057,-0.017404918403149224,0.032706272040566524,0.04208195639251954,0.04221798981987579,-0.08283458417167433,0.0030737719811030507,0.01719928527259626,-0.059159634099365636,-0.02487334245564527,-0.00811915367446717,-0.10139071069595057,-0.05406849413748245,-0.026383220391482894,0.052783012800633244
BMP4,0.1961892866145083,-0.043824030613494,0.049371856211085814,0.0422354543334331,-0.022958008188761442,-0.032100513407026236,-0.02072222238659846,-0.04043958722096892,-0.027173023181288773,-0.033736906627455876,0.10063192500868975,0.017107697949218667,0.028774023789017632,-0.0404779506991451,0.017787740726946947
SCGB3A1,,,-0.02540802920466254,,-0.025660417746749386,,,-0.010740765600047678,-0.02998838520439564,-0.03906865980467801,,0.048104182578158274,,-0.024258061301871112,-0.03841223177396039
IGFBP4,-0.07085960757369672,-0.01812094247254766,-0.0752864815648276,-0.04306883986727332,-0.0348398178524905,0.017209172144715214,-0.005345827855415571,-0.033049429161662085,0.010862707322223568,0.09915011314645544,0.0314178161145983,0.011993378412594239,0.1037890550509759,-0.07189806921819221,-0.051626294927619554
RSPO4,,0.06857352424959057,,-0.023070697817544852,-0.016607987936284156,,-0.0170955607256016,-0.010740764028967736,,-0.05114290857742567,,,,-0.016336771920468608,0.12926631723016463
LEFTY2,-0.02311815447343233,0.034454149881867145,-0.07840019451316384,-0.002047514834208312,0.035353540621629584,0.04359457734009512,-0.021937813960695093,-0.011777379120193448,0.040928659834309156,,-0.026573306446894412,0.11438960201686754,0.12820584842982422,-0.022216930509136344,-0.04405831558496481
PF4,,,,0.025941464477589375,,,,,,,,-0.014716189229287765,,,0.02412210385768169
ANGPTL2,-0.014338618388581524,0.004710628510802161,-0.03710181416295686,0.02157094626536574,-0.023124071020292337,0.11575740523534875,0.036099142357995787,0.061492710904579875,0.061076702710124865,0.061646052736263404,0.016093870875293122,0.04220852988540022,0.009252665195299362,-0.049840516260714604,0.016274261832436077
LRIG2,-0.04062829645754715,0.06082221175396812,0.008523117965687993,0.030532604825274864,0.008493170927159673,0.08821346502556374,-0.012726887427064923,-0.019602973950038377,-0.019548046401596277,0.07958028273707658,0.06985419598290886,0.023380575488452782,0.04763487922279142,0.03467448129108,0.012262064125379899
ICOSLG,0.011412253196419435,0.02531546223901034,-0.034485413384014,-0.021598620553073326,0.020623091036020978,0.03848141296099584,0.025452013208594308,-0.020383964376276837,-0.0025810973500037027,0.019344061369203084,0.07133485703383857,0.025552134627580072,0.009123049193960753,0.014833657339830475,0.011003567731737112
WIF1,,-0.057565476644569326,0.026502403603990303,,-0.04954795961345896,-0.06910971706688185,-0.013192239291922002,-0.020211894078207754,0.04557805844024907,,,,,0.08304621589172488,
NPPC,8.049414383398344e-05,-0.004112619274398591,-0.015420781283921717,0.003499189744273276,-0.00776666042073859,0.004325991852129527,0.04866597980316195,-0.014927033507189871,-0.04498862064077934,0.02447725556314868,-0.024898965781411812,0.03137261563270085,0.0859806787904381,0.017842897769390166,
LYZ,-0.008023723031510555,-0.014231954536647494,-0.011063557327567707,-0.07378891686647647,-0.026953345951081748,0.06645810479073914,0.026867512744715247,-0.028540536771046607,-0.014678593368566483,0.03066056219120066,-0.0003863359236234311,0.08434732687703345,0.0677449235348278,0.0059828354474216056,0.03641750139672952
EREG,,,-0.03204052459586261,,-0.0323460711276668,,,,-0.018640930409083628,,,-0.0024036350475113827,,-0.020347724866069648,0.0030917530402679587
SPTAN1,-0.009251711949529175,0.02124425159768633,-0.07114981058359106,-0.035172318377805045,0.0014187124291667865,-0.012677997465326413,-0.00737356347259294,0.020608834582284217,-0.03140387004766649,0.03043355596208578,0.08945425353509147,0.03350014320359731,-0.02751717310022032,0.08173116411921964,0.05977828421055063
PTH2,,,,,,,,,,,,,,-0.025980909817461914,
LIPC,-0.029893725710198618,-0.005061581863114815,,0.020134350349186248,0.06462817643047596,0.016098975757714348,0.0031997040898706507,,-0.016985794709352773,0.0007488891425681603,0.020358157823205072,,-0.037043997951532896,,0.045593586869288466
COL8A1,-0.03983050471262268,0.017800763338596565,0.04009220069344743,0.026637768925904824,-0.03114299657036692,-0.004346021341389181,-0.004463306185406927,-0.03901130346076715,-0.03889337267954804,0.032146757797786356,-0.019436181285450823,0.03186770975544369,0.09283074592105107,-0.025288920916375423,-0.027797762658376614
GSTM2,-0.022663655877134946,-0.003798824624212603,-0.025691041243084863,-0.053024029298997376,-0.037194954541257354,-0.022804359920874286,-0.02474153202155707,-0.03174621465464727,0.043983874526978016,0.1707082789003963,0.07256918918649195,0.001707916975346015,0.03377938276077992,0.019514308870159442,-0.011288832280276547
SPX,0.016769292587967267,-0.022289189326080646,,-0.006641922763842686,-0.027560082600707865,-0.041536302697520164,0.02420192970648847,-0.017964631310188436,-0.012236217064730971,,0.01842749748692193,-0.01827202993067541,-0.12654248742658197,-0.04020390606548515,0.05498993623449667
MFGE8,0.00798575130481282,-0.0444927505717879,0.06525445999515764,-0.02490150235036029,0.013240769040255245,-0.013747463943062812,-0.05536297298502342,-0.0467096224691189,0.024137508870686317,0.07631204039174365,0.03329551204051691,0.01590497796870496,0.09858374484734926,0.0031504974754127434,-0.05930214032292274
TGFA,-0.016563844893365022,0.044828912018342104,0.0022710891178306914,0.01814730499474707,0.02892706186509764,0.058227021500572795,0.03093167594474028,-0.0002060934599669139,0.03663157408480791,0.011668623950123455,0.011162739542269423,-0.0015005147863197004,-0.005923777679210111,0.04114109424312809,0.010487229727161743
SLIT2,-0.024029519884992613,-0.05012991622511806,-0.01888503054036934,0.010845858019247347,0.020167114696425514,-0.02267790033588616,0.03878752679725094,-0.0034905209916681356,-0.011744241496517425,0.08629285792417635,-0.02815852830076254,0.05597287998410836,-0.01919751739624153,0.021898458917247406,-0.02037329203332813
PLTP,-0.022325788106826054,0.02889188597742101,-0.05431225338599547,-0.05005389003846543,0.0574935759501729,0.07950061019321036,0.049511535688535564,-0.020355786458842458,0.043879114779418096,-0.0034572378482538497,0.049771341558073855,0.0360822480596688,0.08309915218244704,-0.03395113041815275,-0.03210751260118697
APOD,-0.005344178199955061,-0.1426547693342597,-0.03186493899179722,-0.033072485002322766,0.05341879814865754,0.09085802556629896,-0.025905042938922835,-0.053066268303905276,0.03516462271228877,0.08541815050069712,-0.08331437775198283,0.020357217799835035,-0.08118507841701177,-0.02931187420756984,0.0260189935352188
B2M,0.029260506655148684,-0.06920232218879532,-0.03942345964952564,0.07163967699367202,-0.012179016459703347,0.09640029698875022,0.01631605598530284,0.008443865614985875,0.029831199232942383,0.02563497255682597,-0.07081460146219605,0.1259953878891037,0.1035544753764802,-0.03866415924161827,-0.03843178913407038
OMG,-0.030564153620724035,0.07366045731535607,-0.05080523849817057,0.01523451116683772,0.046180885002735185,-0.0006877040700499236,-0.0073921535072887555,-0.08312661983811839,0.08693971786820616,-0.10085097913160986,-0.014526672490485722,0.02796091000071779,-0.08794449149387984,-0.04180519626397424,0.01797021159895306
CXCL3,-0.018803033950561678,0.02712357171977955,0.09254959424704427,0.06665826669343063,-0.012858005870189341,-0.0025752210492350704,0.0008953916551328061,0.03879797960605821,-0.005467949954894335,,,0.014454596596090379,0.13420864613174413,-0.045827874724261954,-0.00659393789429704
CXCL10,-0.043395463795821106,-0.00061435090491841,,0.04606359782430128,-0.031218051419209403,0.07877024854595782,-0.03079839351363146,-0.0010005756273057317,0.038495881669580706,-0.042079678580245895,-0.03358571185592108,0.02127440985294251,0.039059706180812934,-0.022322695477465224,-0.021217250331446006
RSPO3,,,-0.02377023446689659,0.01693209995732542,-0.028673428811542417,-0.025947644011608165,-0.025820260243207868,-0.02790205126710962,-0.04003515172199999,,,0.0032362707943732693,,0.008440457394276707,-0.01859126114411462
CORT,-0.02334901754694923,-0.006149896359467471,0.002438463879761387,0.03423863116847888,0.010346214269198697,-0.04490821137925358,0.0007753013690613254,0.01835274894095362,0.06397969300915998,,,0.08840730104657216,,0.0009225131153696729,
NCAN,-0.042961857534281195,0.0360930957287662,-0.09933103666272775,-0.056235438105633834,-0.01234605685857985,0.09262741831637676,0.015075255285621127,-0.0098749365255925,-0.06174393512550918,0.10941493510201292,0.08448558027182584,0.04179195047356493,0.04101840166879581,0.032204898985417105,0.04178686082949325
PRG4,,-0.03785015855257226,-0.026578192865148505,0.019354334424921894,-0.02053007208616738,-0.022477709348556318,0.043355938727160814,,,,,0.05043215049634518,,0.004985810663832712,-0.042114216902277485
ZG16B,,,,-0.019335133096442574,,-0.02426829939269825,0.011591498592676813,,,,0.1872567233659827,,,,-0.023181301857395392
TGM2,-0.05036728954625134,-0.034070879512141806,0.05863414660259358,0.01001426811164094,-0.030092024031076525,-0.011156511997140817,-0.0006541975424766316,-0.0371273445152862,-0.026045953610984888,0.00938266801972155,-0.018181286754188324,0.05133335200179681,0.10004091946680223,0.014224060730325755,0.002643657869634083
VEGFC,0.059382638726735534,-0.027158244465089784,-0.0032153800795062014,0.019208705354936594,-0.0316025839488913,-0.02963544849547663,0.04042353419667117,-0.042587406921771716,-0.021064170197210172,-0.05000298378559798,0.01768476606288846,-0.00395140092195027,-0.012488184289473698,-0.027882241738793438,-0.006612005244640991
WNT6,,-0.034443889172755586,-0.024581788654168345,0.09332273808388904,-0.028288462811345103,0.012554425721414315,0.016324163033292444,,,,-0.021983565285778287,0.07061759873396074,,0.05062652959106177,0.02963898542623977
NRG4,,0.06547251927027942,-0.01781706851221378,-0.02027510714395677,-0.029242402917133873,0.027890400047967563,-0.022438219459064875,-0.007058644426894956,-0.02346673201613695,0.12540533535335768,,,-0.0021464154840736957,-0.021573131189777696,-0.01859126322775144
PMCH,,,,-0.028093136220347918,,,-0.017095559900556147,,,,,-0.021606664796109856,,-0.012420918235444325,0.003656366751230089
COL9A1,-0.03363299164750111,0.005611125822803379,-0.030246223377691804,-0.02117586961843703,0.010518581373592885,0.02705438714393353,-0.031302597804359934,-0.009787685355697717,-0.018382515436996434,-0.04694365719024837,-0.0038684053741585406,0.03478695947417962,-0.02795366732548789,0.017474856266265378,0.053335924025480395
GDF11,0.018319949481247644,-0.000806158394630071,-0.008991542277203961,-0.06589135736060832,-0.0003917383345332846,0.023903649548675073,0.04322369908903446,-0.008218696903764653,0.021694893693221452,-0.028385444673086756,0.09602871530616892,-0.00354295516815414,0.04549413877539456,-0.06317015527045722,0.019640677195597037
RAET1E,,,,,,,,,,,,,,,-0.020394483666354907
IL24,,,,,,,,,,,,-0.014481547074012478,,,
SORBS1,-0.055500441542192976,-0.05268771250682458,0.037328782211680456,-0.0257619545458617,-0.06486089920960988,-0.014236350037243417,0.05588591998229931,-0.025218346639578854,0.021811409103011343,0.011079752715616242,0.07127418419525017,0.0394292129329519,-0.0684963949111272,0.002472634967457229,0.02886676958701343
DLL1,0.05357239238874293,-0.050582374725506064,-0.012416789343646376,-0.011217061454742324,0.005316608011355671,0.07691005914432192,0.010016703535789383,-0.016149071066177214,-0.03968593945039407,0.06638764567910564,0.020224243873687958,0.048847512734054445,0.02695588983939785,0.037548836574961275,-0.0009268946015301395
TLN1,0.021221448836671934,0.006972458415496141,0.061805478649553595,-0.029770979675075145,-0.043631345322590866,0.05915981680626782,0.01913918516550969,-0.0011998859962885295,0.0414255543407436,0.07510638093784688,0.05354248606984043,-0.02066973957039033,0.03797435828549035,-0.02719779422658491,-0.030436362710766194
COL2A1,6.940094549432471e-05,-0.026273715387794497,,,-0.018336468821719843,-0.020747215413167798,,,,,,0.10819799742076251,,-0.010832462930939387,-0.027056568637448413
SHH,,,,0.08213234896122647,0.013822447419942461,-0.016309832233254183,0.060901206873851484,0.010722822872329275,,,,0.02504218046361465,0.05700884705304602,-0.01563460943105843,-0.011774183754433447
PON2,0.0027370551160560493,0.05325574472689841,0.02613164534850632,-0.027094726102458482,0.07984384457618564,0.07976707198425911,-0.02030296909034739,-0.020821596186981633,0.06209118439199443,0.019979177822689584,0.07507994620408878,0.09468668806850723,0.07317401793438894,-0.01022767388220709,0.04827344259619087
ICAM5,,-0.028835216425878104,-0.025408031002786154,-0.01592854120783577,-0.040978602076273865,-0.040542086394808406,0.00896409665841097,-0.022933750893350216,-0.036452894187270345,,,0.001656216351283618,,-0.00995313614849339,-0.018442803341465856
HPX,-0.024910688388675693,-0.04183919199446398,-0.02377024071601159,0.016715113886173288,-0.006478140482923814,0.019683982229538977,0.07724427047508259,0.016061772242254198,,-0.033482456801407205,-0.037884045298390706,0.10097853907313784,0.0009199037872373378,-0.01322464091319083,-0.003998586416091109
SFRP2,,-0.03420685716206579,,-0.005317440757005643,,-0.01655820641546595,-0.019102574521153735,0.0399799754075574,0.0021168122859477117,,-0.007182947936598698,0.04832651092638059,-0.036306556655073825,-0.05434255561565661,0.05920213828332365
CFC1,,,,,,,-0.014698767773490414,,-0.019148043880409606,,,,,,
CD70,,,,0.04825761610536996,,,-0.027418348410047044,,,-0.04429948743063178,,0.08184677613472412,,0.05862068494035556,-0.013333323892090793
HP,0.11310144465563786,0.0443837247871076,-0.046353946907548654,-0.013569877174770421,-0.05838902899358629,0.0010566262162144723,0.027182450529261076,0.028573476252679867,0.009067527863740304,0.10851302037473085,0.01955909879970079,0.04083857236268523,-0.030387681951374444,0.02889508297439865,-0.027810496382535212
CXCL2,-0.03006335114172235,0.003795335240883218,-0.020747447292206053,0.07352554933340463,0.022877717883399113,-0.02707899707764036,0.02056522383666678,-0.014927032338954139,0.03601600631254447,-0.016163326822476135,,0.03882809590837836,-0.03879687563775076,-0.010442475072147015,-0.004016516415805075
NPPB,,,0.008014932311158745,0.06578694141215224,,,0.029397458673151276,,,,,0.05834994908269519,,-0.018564346062611425,-0.01885876603147042
CCK,-0.021703399733124434,-0.06156285334134689,0.011206300927015755,0.022200088157457092,0.005626267852662897,-0.07043308525896376,0.024049672980266498,0.01533417192834597,-0.03043355492049642,,-0.02877104185920547,-0.007738918646059571,-0.02864581023036986,0.07887909934626464,0.04425803514772956
SEMA6A,-0.029794256966157406,-0.014888065185069478,-0.00239960774272948,-0.02055764370649682,0.00036118317556785485,0.11287253401730507,0.005246049018179616,-0.018687513442141288,0.00936977188358454,-0.04547229041407213,0.03259936451810244,-0.0034197575441534444,0.03283512216624484,0.033857792498520854,-0.0022548529336554194
IRAK4,0.0664088404607348,0.02115231447384858,0.11088024829454496,0.008562081262533496,0.02376624868287025,0.03228546120069903,-0.017804488905067896,0.0021715635217201008,0.0035213876799465253,0.021506087820175223,0.08134090943742556,0.050144848211480644,0.07249756377317568,-0.002580080125603787,-0.0029639409702145523
GSTP1,0.015195981174035526,-0.004422028757786825,-0.01258608816353845,0.04350446438289539,0.04832242757685923,0.10347627478049848,-0.017663514545929498,-0.0011173540213756381,0.02064882230865931,0.06951096716367736,-0.024125929320015515,0.08118907257463008,-0.034716506335711626,-0.001622399296768389,-0.008240015830410223
