,UKF248,UKF251,UKF255,UKF259,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH916T1
IGFL3,,,,,,,,,,,-0.015714768715583007
BMP1,0.0627667094015281,0.06628343900217258,-0.03960793826497426,0.05472069995894027,0.06354261069878955,0.0013791174787376485,0.04205237419469966,0.0225676066677439,-0.0885321759531484,0.09055291958052068,0.12453763528190698
NDP,0.018888995377305935,0.07265873789080697,-0.06327194484838469,-0.034047260708795074,-0.004824022115691776,0.04492899575518333,0.15489356180116057,0.018765479617443376,-0.011241577793508399,0.012439588847945071,0.004035205342084617
TNFSF18,-0.013569667943597836,-0.0027175608312792433,,,-0.010647509681371023,,,,-0.005075550675630651,,0.03474970518604313
IL36G,,,,,,,,-0.018834872342418162,,,
RTN4,0.02569230980296942,0.03616816033406583,-0.01657404633363384,-0.06932540225821994,-0.003209308950407637,-0.021788999702556208,-0.07031539280670966,-0.027650027503282656,0.01950907281899665,0.009880498190590583,-0.0011814336411779128
HEBP1,0.03268181441301108,0.018727173604987653,-0.01928482277764745,-0.012061543640442558,0.019445638859501044,-0.0034768357095390457,-0.009734822779822344,0.04194549565133459,0.0864307151575551,-0.003690822499543242,-0.0021069456104163024
WNT7B,-0.000653267952269043,0.06158996254315289,0.021995305211702825,0.06844240100205479,0.03852016507112008,-0.012031754999990258,-0.0008542751927901223,-0.02070169526136543,,-0.0336234450781232,0.09163087514634274
PTMA,0.04913164520024881,0.08084614876634151,0.09010183894005147,0.04694344208034758,-0.018813568424538782,-0.041158465362447966,0.10459001224763644,0.08783161955804694,-0.018731885975419412,-0.07299870665981582,0.04402492773916247
FASLG,,,,,,,,,,,0.04680986523180401
CEACAM1,0.003389465342414356,0.10302850390766619,,-0.019013466085523678,-0.016745996129576765,,,,-0.04017285380521334,-0.030154044104489405,-0.01896332715257759
PDAP1,0.010979075682859683,0.04567868006226457,0.042720394000459995,0.019349074161046267,-0.007350143521839987,-0.01788416222220519,0.051737006428208894,0.06671960135779297,-0.14197104619203038,0.05204491380634642,0.041298070210718185
QDPR,-0.06626522338732921,-0.04965782862322882,0.0565869150952791,0.008835572225443263,-0.01622837225404862,-0.04243818937933236,0.07564317048029992,-0.020442687649323735,0.0011637197351249927,-0.1464186194896874,-0.019509817116393317
POMC,0.029323511840455525,0.027187189750020935,,-0.015685195891215958,0.0755929609813584,0.00830086680856409,0.04637834004526537,-0.014357511120040627,0.07273364717724805,0.03572186266668029,0.035630183425483936
CCL18,-0.031178384389804078,,,,,,0.1601746479260526,,,-0.02137971305012635,
CCL17,,,,-0.01669895680813275,-0.013279517579130084,-0.014891939852677538,,-0.017206190606643496,,,0.12165894069888117
VEGFD,0.016225857737860252,0.025674147874684562,,-0.01860448194539237,-0.014148202783512946,-0.010923417976504776,0.06665560741304669,-0.018440407406275856,0.08565959554459461,,
TNFSF13,0.03783413208817236,,,-0.011518566672560836,,,,,,,0.00012064376839721752
WNT5A,0.02791147561152782,0.08185511714693655,0.0022477124210866293,-0.025709087203463925,0.0599570778610868,-0.03306121840766353,0.06387113633440085,0.03935544872279391,0.09598480210464266,0.0385938149702668,0.028843456266367272
CXCL8,-0.023463105804227422,-0.025471166873264728,-0.02734428780031126,0.018664840889760417,-0.021046227514663264,-0.01017236178572524,0.0331287040999347,0.02092757065936412,-0.026909728615532803,-0.037642350915895455,-0.04628875176848133
GRN,0.0968703293332431,-0.023160192179417047,0.025708053792250024,-0.004162879333683748,0.027239227627649645,-0.010653723633949128,0.06126031313585804,-0.006697639096612268,-0.08320472938831776,0.09551644579416992,0.09871592350292206
MIA,-0.029900562832412284,-0.014675018752523165,-0.04011435767517537,-0.035162400781542376,0.06688796504599498,-0.012423087497868449,0.007351628463719629,0.028251105790975523,0.055989550879236516,0.04921749757647197,0.022883561595409354
COL4A4,0.03789287155544243,0.0010515944845031857,-0.030524809507505028,-0.006781837706558818,-0.013864227203243833,-0.020869799021044303,,-0.010463523740312668,-0.04276392716383516,-0.02703063745664554,0.05339257438538545
TAC1,0.009663715852966543,-0.03310490432565626,0.04431574452684066,-0.046715248462820665,-0.015079225713212874,0.03895137283746227,,-0.043416062322967235,,,-0.01623997466914249
RARRES2,-0.036723789135993265,0.09449461720280604,-0.06144080548404739,-0.026985186781296463,-0.043104231014200564,0.06365703153433566,-0.03840741849233417,0.09689484519524152,0.03835228857893898,-0.02036516542078665,-0.013381109452613187
FGF7,,-0.03626639076343564,0.027093386893977854,-0.029600450319297197,0.012374967862519081,-0.027925779690027384,0.0021229188221651004,0.042066259823649435,-0.011801834701613494,-0.035349796718511566,-0.02833069717408927
HBEGF,0.08685613599746857,-0.0059824071555758,-0.0843163498662109,-0.019925008921128716,0.021728775760121017,0.02737467583625841,0.0011710765416694314,0.019283432557563054,-0.040295640856729535,0.06836925362443252,0.09225760630098255
CSF3,,,-0.021366206328869954,0.040394391365050415,,,-0.011683981849811181,,,,-0.013006363995479959
PI3,0.019803101547400753,,-0.050619531027615405,0.008848468822700973,,,,,,,-0.02825850802134026
PCSK1N,-0.01734393528340695,0.016644825884024265,0.1151237168262546,0.01353599772605606,0.04247226249565175,-0.014455940703299839,-0.03575049037248016,-0.06225581440356858,-0.005785575337698736,-0.04421882961946306,-0.044607594758517694
NTS,,,,,-0.015838267966539643,-0.005045309573310687,,,,,0.06626402555121207
SFRP1,0.07753320761003445,0.05117255127880179,,0.06609645994694674,-0.029408340856306232,-0.014891940002651604,0.0414033700271378,0.07269679385991096,-0.04547632752410073,0.08138980150267207,0.07007899364138435
CXCL13,,-0.014193664125215914,-0.01551439390395204,,,,0.08258355027698319,,,,
MICA,0.019789188441495215,0.024103317232822635,-0.050012550371870454,-0.07145162275802408,-0.011924983894969394,-0.0012725301878841048,0.015305524432794678,0.037816385367528384,-0.07015977258598237,0.02903845549061884,0.10066999627726989
TG,0.02999609696958999,0.05725781258081912,,0.05641668163650808,-0.013378611417638507,-0.010777232201330084,-0.017048911039696597,0.013845787272623682,0.03595907088340465,0.027119783675057376,-0.009278648218202868
ADA,0.037285316735512386,-0.0049381143640691225,0.2007332674072444,0.03339835233912521,0.03228892924285525,0.047749834000079414,0.03436729663619657,0.07423243951927747,-0.019474065312916556,0.05577583529153021,0.05574171709820385
LAMC3,0.14044734694404223,0.0210392892591362,-0.03988314014671319,-0.026588179039570007,0.018860635008062992,-0.022964665280026927,0.08985439375968378,-0.0051351145382227984,-0.09404015255558415,0.13918736473228852,0.08495835469848792
CCL7,-0.019832086352151945,,,-0.011368327169634374,,,,,,,-0.013629408699397553
NGF,0.017711564196148267,,,-0.026047741152720034,,,-0.01661369039184234,,0.04255836439295853,0.055685704621029807,0.05960283688736283
TNFSF15,,,,-0.012659188321147246,,,-0.017026757577229962,,-0.01564203687633164,0.012025998012866048,0.03557529901826766
HMGB1,0.053737429660002334,-0.000499931605591617,0.019306160827821158,0.0030737381205286456,0.004489479521135134,0.010145682884493173,0.13063530793884182,-0.02107746529349226,-0.0967455445780368,-0.03817259440163782,-0.07481367002195258
ITGB3BP,0.04970987872928765,0.05882115001929222,-0.038569200449663096,0.019772096626811408,0.022910512737376026,-0.04409188222251788,0.008162783093599689,0.12086953887410154,-0.04700634815665306,-0.014572524657694262,0.01050666152368817
AANAT,-0.01700754645514507,,,-0.011518567901915534,-0.012031463432730795,0.07953311764998446,,-0.023080458908904145,,-0.022267867339518473,-0.014420482779992904
RELN,0.01947541751278727,-0.03637273057619547,-0.024061612924057917,-0.01999365435155693,-0.015069266519482953,0.11318363435992161,,0.00092078160132073,0.031851230756222745,,
IL15,0.0275071018997801,0.014409230738999116,,-0.031706153175213365,0.05970379361472942,0.006204638296628134,0.031124932529608483,0.009691532636298425,0.0016781356504163368,-0.018650295903638134,0.029965471089362265
BSG,0.05089491892550543,0.025712009485909435,-0.023285239520721358,-0.019527879433071053,0.019317637137888328,0.02989854025277597,-0.024379326466833176,0.12927486773448707,0.058551819420210066,0.053198578691151924,0.024771946286592513
ADAMTS3,-0.0012771527918536924,0.04696380663013707,,0.0034933222783077806,-0.002042994918337636,0.011459477694712266,0.05811103490199232,-0.014687564622798955,,0.07955112452798427,-0.032607928802051746
CD34,0.10961489798084317,0.010129722405661314,0.06945371125761972,-0.0003250317799794755,-0.022576962228517645,0.05250166122183961,0.10429422605558064,0.061933186623761356,0.02691261209241751,0.05009862021114348,0.09542734692686948
PLAT,0.10994250135014734,-0.003027155929390518,0.038775104819075146,0.0010707134229517219,0.04746986612555792,0.026632183838715004,0.03943567462144414,0.01295137095898227,-0.05256666992564099,0.050418958321163616,0.08060205555291579
NTF3,,,,,,0.03686304653066816,-0.014175532232067899,,,,
LTA,,-0.028070473623821774,,0.0049700922466325535,-0.011587553160305459,,,0.056593660261946184,,,-0.01940779660295807
