,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
RARRES2,0.10409446946931658,0.05333500118954321,0.0032277604616514285,0.04177768361800301,-0.045427883195160466,0.04778541786941574,-0.006021971048046308,0.04108155033996941,0.09489962894952365,0.022688629804796013,-0.018711568085062365,-0.03467212524026269,-0.005321217949980419,0.03267558266053541,-0.016697573622530795,0.0768496974462942,-0.010852627604320948,0.016673604270973984,-0.060841394324772965,-0.014269808746509356,-0.02731318032473207,0.0027462803683812554,-0.03432463798168249,0.00517671451436932
FGF7,-0.0027645270676700967,0.03759178000700053,,0.00853222290297103,0.02069664526700151,0.03873115846394011,0.06442900643691697,0.03604739754572605,-0.020126295041107738,0.02392533063698795,-0.03119274371984602,0.03865393754992403,-0.00913412889416065,-0.028700700133267195,0.08436725775998129,-0.001244759319061653,0.09492022628715895,0.08060562250869444,0.068996815631357,0.0009536057308715775,0.019269498748397652,0.058492433003227394,-0.007387123126900373,-0.06655380558300665
EFNA2,,,,,,,,,,,,,,,,,,,0.003643514517975054,,,,,
HBEGF,0.037361403323864784,0.03346583996511831,0.005145796513322292,0.09026675216350984,-0.023870920394605418,0.00019825030892615361,-0.008532897214893182,0.09743797135236512,0.09019316450707612,0.049298406065220415,-0.04955549623832461,-0.032341401577577214,0.0292915769474021,0.07765059381628191,0.05239693538369542,-0.004098499889173619,-0.010168141028549387,-0.01767827059291312,0.014771910012940797,0.037286221479915886,0.046178392684283615,-0.04247330970949915,0.013169097476563866,0.10276225002334549
CSF3,,0.008326027483813815,,,-0.04960927568090977,-0.015678143759959993,-0.08488520220795244,,-0.019507917653004483,,,,-0.022935140296591997,,,,,-0.01840885731862326,-0.11617955492491636,,-0.0567716366520042,0.03944023919090833,0.015678501464810493,
PI3,,-0.06608306811820201,-0.0035177733197199585,,-0.06003795525681598,-0.00020849365692896912,-0.007886175060307667,,0.03555704613597343,,,,,,,0.06379491076536285,,-0.06683300492244196,-0.19572186887715168,0.041294067834692305,-0.11812130095668517,-0.01427224460805816,-0.053331473184970925,
PCSK1N,0.07173734166970774,0.04535840782626962,-0.010715549276416741,-0.03141005529719222,0.01956590274334073,-0.05467552119680102,0.0828272777809922,-0.04119830515011827,0.03485663222731576,-0.03272156689488585,0.04549355747257142,0.013409806240865813,0.027675801125281257,0.05810466816368375,-0.008274705638271446,0.019160205656163595,0.025868358558421446,-0.024614456273847313,0.058548324372302875,0.013802300506534266,0.10537173257208489,0.12644452743223386,0.07248834145414859,0.025633685915938877
NTS,,,,,,,0.07572083840041285,-0.015578140191506936,0.05661975315244203,0.016199599695559293,-0.04627469195600225,-0.0349708564440188,,,,,,-0.04640853183353261,0.032197438445935346,,0.0635269166153545,0.026417653875263913,,
SFRP1,-0.0328200509653281,0.10501809921206946,0.02589825491485689,-0.04176182474033381,,0.030001779613322014,0.020746124637247752,0.05139387994888325,0.028676613491771495,-0.044274152554035044,0.030803322499278158,-0.04621649251256305,0.017232131176414457,0.05891741794547388,0.01853094723031519,-0.07014915968207776,0.08439978968671207,0.10731958894528781,0.0865804997427699,0.08264466161607796,0.06225410569926391,-0.029926800064990478,0.018994396083551104,-0.02666373589338692
CXCL13,,,,-0.03137607832241835,0.038467775349445114,,0.03196452813526269,,,,,,0.030353074772972288,,,,,-0.04023350437396798,-0.008636480640206144,,0.003932773083119682,,0.029797615779585514,
MICA,-0.05175858759044611,0.0341202199645381,0.003290341779577746,0.021479529496280146,0.027014028051677817,0.032591558114064174,0.003095809385503022,0.05496560481494465,0.06795106065538807,-0.012924918090798803,0.03471637362758344,0.06991179805883112,0.041066601695474166,0.0601887162150559,0.08631289046301031,-0.04400560236111782,0.03121216707596551,0.0296538868414861,0.057343098432997314,-0.01841607600035283,0.03479700061184423,0.1343126661851716,0.01456039638124011,0.035662058776870016
TG,-0.02612300369217374,-0.026970035277144755,0.03299918502112013,0.020362331390912813,,-0.01838885913097471,0.029002843046179103,-0.03359998061337889,-0.029259902907205256,0.014947544786630462,-0.00372411176684633,,0.06906125019521982,0.025241425885855172,0.09739113260109418,0.00044893144597643445,-0.017366502676208068,-0.0103590327394986,0.03632280246922575,,0.010885669027612767,0.02907359768131313,-0.045957512140290965,
ADA,-0.019875807483218273,-0.039029473185643475,0.044738649028687426,-0.03861491444102375,0.11963222026330005,0.022264121368253353,0.01050193242839411,0.051942991443057335,0.06456180999540528,0.0029813959400563665,0.007036877830021405,-0.028745465283424643,0.03630235087868646,0.049899143359306,0.06690248421990228,-0.017910334427608948,-0.015881831812076263,0.00833330746013375,0.05836913944179546,0.023416884612664543,0.014595987162396289,0.02431112315270677,0.08447709456470777,0.055071715139174644
LAMC3,0.05018322053323597,-0.0007569537276128843,0.06818358479121665,0.013345027110427872,-0.029020570502909685,-0.007218978240973385,0.06856480314411946,0.04627463765990549,0.041338151971224806,-0.013837315897388432,-0.020989911154398473,0.022583917168018042,-0.04413791871735848,-0.0427511348821512,0.07338801917446101,-0.011290212805867882,0.01560868091145645,0.033041338696633824,0.05952922904659253,0.06454364662814711,0.0162590420618655,0.010784611415581976,0.009589801772843144,-0.048287374032713166
CCL7,,,-0.007507703960103489,,,-0.002802386871848888,0.016603708629064504,,,,,,,,,,,-0.036063479985850445,,,,-0.01127600864976875,-0.03876134049268323,
NGF,,-0.03917580817386918,-0.0416011271241697,,,0.023804509698261186,-0.044924619474441256,-0.019939725097654466,,,,-0.005282426755140377,0.10105473569326807,,,,0.0015108582949349546,0.02354853856894812,0.0789123294334117,,-0.029117994798559362,0.032082600189445254,-0.025987236229914674,
TNFSF15,,-0.02125356053764103,,,,-0.037405418582563334,-0.03523598192365528,0.11272557581167861,,,,,0.09048150287564077,,-0.04043618766491435,,0.03785672212218986,-0.0011752517319890182,,,0.009775540070707241,0.03736660605341281,0.014606650095670482,
HMGB1,-0.0069037041119786036,0.06578338881738854,0.03687095204170836,-0.004426359686845507,0.05377672041901191,-0.024023898560004905,-0.025376733028863653,0.02586948271675648,0.06625052731944917,0.025672447244968123,-0.006586283554869635,-0.005045705458943024,0.04883735825660136,-0.023740775216933196,-0.02300658099572578,-0.07474582246579897,-0.04838805820878304,0.04273147544363114,-0.08475172367794878,-0.06817921083418357,0.02068256329418783,-0.036564717673668354,0.05521956684546947,-0.08258765498871183
ITGB3BP,-0.02275342145881483,0.019086474702098136,-0.006852626481519252,-0.031683880756538545,0.03932211578169988,0.053825307574386264,0.03802066736971983,0.03865562709460892,0.04805745955260462,0.011262401118043828,-0.015210785187599343,0.03934468686406453,0.042854467478137065,0.06429371514164686,0.033864365571295636,-0.0058114147916900625,0.05731011417604801,0.03155670220326789,-0.0005739630192567807,-0.011414305407230364,-0.04813055715947413,0.05468332691364876,0.019675585006827805,0.12912294434342117
AANAT,,0.037743703155457296,-3.203439566783383e-05,,,-0.03358636530846409,-0.02964320870275418,,-0.01362439974572161,-0.0011593921914676106,0.031137036759175316,0.0010742680705609934,,-0.008023204628464882,,0.04527895591679974,,-0.014333681783353598,0.07326871393423978,0.03769316476772303,,-0.03078724630973551,0.0770559293275063,
RELN,-0.00012833803749163784,0.03483449563530469,-0.014659842440114954,0.0421300211907135,0.027313758574137835,-0.010694984968989166,0.06640281012021372,0.0333415577650936,-0.035534691452610255,-0.02398523333036238,-0.008181621335685669,0.08961547807966051,,0.03001716697337321,,,-0.04084370297270732,,,0.003673603324948642,-0.0338092094597188,,0.04400605926357343,0.0699356899003695
IL15,0.018186048994114197,-0.06840539813653997,0.07106448145663341,0.03296629983412338,,0.0394427582624316,-0.022629683034508654,0.03959102060671083,0.10089782269368601,-0.0015399392902822136,-0.021269506154917194,-0.034801436261615346,0.0004095139311867875,-0.03911243887983973,0.06536183083808005,-0.024072967673383516,-0.02044448931837249,0.022575393113052258,0.038419322166744506,-0.003363235466590323,-0.02644272292836472,0.05204746255658367,0.05446882855452408,
UTS2,,,,,,,,,0.07106255623307535,,,,,,0.11403151803611607,0.13191505135004306,,-0.002764249655516053,,,,,,
BSG,0.10150448730325072,-0.007136174341441774,0.06502820849972386,0.027134537917807976,0.0514921167093541,0.0015961302462348468,0.06546120558333673,0.021345024408512332,0.06909967694642088,-0.008155528443433296,-0.0069305722549876285,0.06969759766683964,0.004456942392825728,0.02234228712267788,0.02461191009963401,0.03678295025086423,-0.07491503486215519,0.0745553993010815,0.04225955626300811,0.17671226612474758,-0.09837207554650346,0.08914343130721242,0.07200731846094481,0.10157701983702057
ADAMTS3,0.08011112023086354,0.018895692919307202,0.009618242332511259,0.014395878455507284,,0.007532826112391249,-0.06079161688614036,-0.01082175086637334,0.06289873410689496,0.004031373379060309,0.037169050355290195,0.06374342238478241,-0.028655422642778528,0.017282341665501022,0.13789767620796123,-0.14378380411182007,,-0.007943722017570955,0.07876377473632602,0.07537891532215032,0.07477591883126149,0.08414749621089265,0.09766860066786723,
CD34,0.047244126908681024,0.11225562500444158,0.03451490834119176,-0.024974612270129103,0.0003543588846045753,-0.016639269114434505,0.05296244717966414,0.02765107268694062,0.049820836450863444,-0.02333693776212841,-0.011520394244369207,0.013665700497738112,0.040468730553760136,-0.0067744693990161075,0.00928744972388695,-0.08955433079329883,0.017542464144669073,0.06910001796498401,0.0654416656196433,0.042510609280290546,0.02936104181347901,0.045422322427082,0.04202048265092691,-0.06754685833444207
CCL23,,,,,,,,,-0.022579045207881614,,,,,,0.021701461078723956,,,,,,,,,
PLAT,0.037741124508183295,0.055946898360027364,0.11256178605784536,-0.03018973980046933,0.0746442251928294,0.052020975109059286,0.021579568002981102,0.08291963041055689,0.09186587081378285,-0.012260792326321877,0.04545890786510997,0.019193272324405368,0.05690677338890295,-0.05001474686899146,0.03170473931588073,-0.0439520283765322,-0.028912856418278742,0.05328250592587077,0.19960298592349698,0.154860328191857,0.10454066579023659,0.07406963217364766,0.0322529331305582,0.15204675161196873
NTF3,,,,,,,,,,,-0.019223730764395396,,-0.03111068379406945,,,,,-0.027584119374577575,0.17668732306196172,,0.10713179258875247,,,
LTA,,,,-0.023302520899364833,,0.059942893469529454,,,,-0.03622349076205248,,,,0.049029357084208344,,,,,,,,0.023193914282339117,,
CKLF,-0.02776812293376114,-0.01156844179610567,0.018140742939751583,-0.02288322374349078,0.07426756618906531,-0.015123576402458604,-0.0387964280326053,0.08933094222494173,0.042421650049689494,0.0010526017069941575,-0.008784766586267027,0.01558923530528165,0.06346318518894446,-0.02422765780027332,0.07792485521546748,0.05858324417900171,0.0430252122504597,0.12639657174082106,0.1213480622001842,-0.04989297989011218,-0.014218526271382318,0.08536420023495309,0.03130541144547448,0.1033359526440323
APELA,,,,,,,,,,,,,-0.02692454523280874,,,,,,,,,,,
CD24,-0.016431663899924048,-0.02245603814574007,0.0532499523041688,0.08764119857714583,0.06470561291446128,0.019972440403002768,0.07277587474411068,0.04932154962592692,-0.03358287409576864,0.013259086244554104,-0.009031739250109461,-0.039583442417947735,-0.00030702588020772246,0.10164282110978023,-0.04852251749782849,0.01314404309439913,0.032263023970603634,-0.05387156423222546,0.08763389944838164,0.026776839457392523,0.06817734882696741,0.08902981445753169,-0.006997657925344966,0.0004568577922066189
HSP90AA1,-0.017403452230820272,-0.057188904859565286,0.0009077970647608303,0.011487628087588457,-0.10333628118022997,-0.015831948561708355,0.02604041666787676,-0.034933066833990646,-0.07404326641348545,-0.028104414302084556,-0.013497826697362405,0.0725314732484126,0.03881639360372596,0.02331934585943564,-0.029647608509001992,-0.04832849956743566,-0.04303870567613788,-0.1921787507320749,-0.26214221854611935,0.06769341591131298,-0.042909641859350325,-0.1287725037327065,-0.07652384302193502,-0.02472510465333169
BMP4,0.026462922749503796,0.09769862863969872,-0.01588244366860373,-0.024702038147234512,-0.04221642331657419,0.029160955617516256,-0.02851020658939282,0.04589787055361875,-0.007761911021286957,0.008675176940612546,-0.0020118586567631153,0.024818163633343868,-0.045420211309672186,-0.0028731197317362015,0.059358566005140244,-0.014377158904000485,0.05115392092295261,-0.014396450940548568,0.04216269629808738,0.058989883488424814,0.05888389220929874,0.11801546367214735,-0.05751330007876187,
SCGB3A1,,,0.0005757806871072547,,-0.053027409821879784,,-0.04708545511974305,-0.0023277221519985942,,,-0.01851150522055807,-0.02969989084211268,0.009924175583520977,-0.015143726480715538,0.06229506349076215,0.020260781778524646,-0.048636298421117774,0.04947158503619799,0.07725306365475124,,-0.00298798263591057,-0.02376250890470161,-0.015722868538885326,
IGFBP4,0.05763074222479935,-0.04606707620937442,0.01894075688320071,0.03539991957792985,0.04572126692912976,-0.02512641553074457,-0.009332121385620649,0.07664050489891717,0.140549819365189,0.021252648495999553,0.06579094660407649,-0.018488162853321638,0.008261369601621247,0.03297312826672662,-0.04764859236312694,-0.062138619058451416,-0.004120721641905308,0.07951642145592869,-0.07922534753330221,0.0855521673209556,-0.08093159196260054,0.006343303069487525,0.0643800301030349,-0.027833873266731046
RSPO4,,0.04804560299170342,,0.006495790250677639,,0.017503460701409273,-0.009280309161440582,,,0.03661728119666264,-0.018511502512831672,,,-0.054255116966403796,,,-0.041885919607164236,,,,-0.0044715503267298805,0.09467414662077919,-0.00842469664134185,
LEFTY2,0.044930138713550206,0.0358487384633426,0.084614708286598,0.005318061122149526,0.11472530627356861,0.0068030911834776895,-0.0554518528456801,0.05761072371107116,0.06979782649959088,0.06081021444299814,-0.02029808890597006,-0.01955071840022159,-0.016514345194901407,-0.01978870232786911,0.02039380524507003,-0.030014299842854898,,-0.049980741271796025,0.038215495320373515,0.05840662888314467,0.036539562401699525,0.06500541868982677,0.10022463103786489,
PF4,,,-0.0029114767841586942,-0.00517906307599568,,0.014797300948294147,,,,,,,,,,,,,-0.011976375539400974,,,0.09983608309349118,-0.04821793303459539,
ANGPTL2,-0.016458082435023894,0.140030732942411,-0.0062053859890224515,0.03313684529384195,0.07009329595458749,-0.025513909621015306,-0.009009622798360123,0.14596857371089034,0.07685348012171453,0.08607045904054382,0.02529016317756368,-0.04788353359664896,-0.034879477280070216,0.04994524004349553,-0.009650506937364401,-0.01850003921102777,-0.02389729275311966,0.0667395336061244,0.15075235872556017,0.057314434908972124,0.024641480086759912,0.07676302897277087,0.09667607182926613,-0.012459823034214213
LRIG2,0.0058899163481741365,-0.038398529711362775,0.027670690140939196,-0.016787101258293833,0.00826173732605798,0.026600415459161638,-0.033057656529264866,0.0443172267901949,0.042566837683718266,-0.010945069010250571,-0.018543239041000713,0.058270945310493774,-0.005479119668062701,0.01142750181375987,-0.0510233033930128,0.048847485558516125,0.018850787400357023,0.048173226113720505,0.08988910447091446,0.07492633425804038,-0.00700681298982358,0.09173444379277235,0.05508608818583425,-0.01578012487942624
ICOSLG,-0.04707296822520313,-0.008204938882561866,0.0344659031890299,-0.019727144944993658,0.07549437452291094,-0.004209556981768762,-0.09053535479216608,0.032662714767844325,0.04537234805422529,-0.008741562840561153,0.04055698389814524,0.046472783154095865,0.011406273266610988,-0.0568652749853518,-0.01804505349173884,-0.08641398295168873,-0.054065180006060094,0.05512222143622118,0.11045152904540859,0.03547907507032591,-0.017025786164476392,0.08316851788214238,-0.008744970036489066,-0.033068947207399606
WIF1,,0.052827966951913566,-0.01583094527408959,,-0.03697745082727118,,0.04686162121814893,-0.03230899169423583,-0.0024844782295528785,-0.02297569385300577,-0.017144530526716585,0.05242333807648423,,0.00919547390730967,,,,,,,-0.03775269318870612,,-0.02188274958239724,0.07434748262651034
NPPC,0.13240598118725,0.057827934288770914,0.032042019308695255,,-0.013345927327986356,-0.002909610520984311,0.03821393326228289,-0.025322920871148746,0.0034470698346032494,0.06808931748659271,-0.014733389788549371,-0.0014643425169710545,,0.03695053716182046,-0.033712110250277996,-0.026302610677836007,0.051710046218237736,0.06751072641422319,0.056782514852824845,0.13370973582462975,0.042017621335437766,,0.04505423284869516,0.04686397571634618
LYZ,-0.08322664683512142,0.022221967093827788,0.0022393895347664738,-0.017611716782832323,-0.0009543481672341463,-0.026461452417103258,-0.04788346410322432,0.057094675656802076,0.04130195678242093,0.04193115596844873,0.03602021974558638,-0.002167473870279044,-0.005092324230833895,-0.014250843998903088,0.07567874786571176,0.013612294545523937,0.0531202152894,-0.02483013710936039,0.10141837935087956,-0.022459063915170007,0.03466314575834426,0.0317483057151509,0.019192163202658947,-0.02067496225778594
EREG,,,,,-0.0023577874978386046,,-0.03473717461596438,,,,,0.04517236413117243,-0.01931094915200901,,,,,0.00268309192804503,-0.04452800385273517,,-0.041164350997563486,-0.03986637587436974,-0.04518957323576573,
SPTAN1,0.147834656075096,0.07278320772997629,0.04592863229931394,-0.025687075212628186,0.09701905287825638,0.023291937758511967,0.0551424087354027,-0.001412426175360029,0.022747050265729457,0.01834288317313981,0.038319524505738174,0.028252180532672956,0.0031989763113278837,0.03222212343943161,0.018004912841259615,0.007093038742631898,-0.20472573030810795,-0.009408218374464062,0.04547585637407742,0.055338701993264135,0.07827394943243308,0.08346549512254768,-0.032201484863648565,0.010232944067234946
PTH2,,,,,,,,,,,,,,,,,,,,,-0.014068292605977459,,,
LIPC,-0.033445264621604194,0.040826088837379385,0.01251488318051826,-0.012113077564196712,,-0.028969633689468505,-0.010743045885380031,-0.033666346020433516,0.04930510987159391,0.010421022239559234,,-0.05560192605890687,0.039465546896621795,0.0029952870895080877,-0.03574824200989104,-0.004299760538438865,0.02728816249602502,,,0.00860290006711828,,0.05598097648658224,0.02021425147468085,
COL8A1,0.02772283307961895,0.026687234744724012,0.005589214869461619,0.06789402003228087,-0.06193808607756962,0.04155817565140538,-0.009528341411344203,0.037324933585332176,0.015557736131703604,-0.003550502077675501,-0.010549675851230948,-0.03189893313588883,-0.024985152789974718,0.03360255481544187,0.00918112622097604,-0.07458553604715354,-0.0987001975321601,0.029525398052858715,0.07337298656868421,0.08805043285514111,-0.01364265702351827,0.03995318925787257,0.034211722604048346,
GSTM2,-0.0013541909267482158,0.0649749188019168,-0.012021244712266326,-0.04644768521569694,0.044418053514949374,0.08290442633706128,-0.0076032371675218,-0.023426130354531834,0.03619444198109151,0.017807385739467163,-0.031258351499022924,0.052820836174373574,0.009065628882124806,0.09769126901111842,0.0016676570616698623,0.05598778899651561,0.10474529072336028,0.07765691183174653,0.049292054853832534,-0.006285312896670832,-0.010427273865837526,0.0525277383055125,0.0046531229199193395,
IL4,,,,,,,,,,,,,,,,0.07535481412653433,,,,,,,,
SPX,-0.060120502502996276,0.019373016624665427,0.09323420750123357,-0.029879342271230257,,-0.01468079751929738,0.025294291643233168,-0.02990361737260804,-0.03020968650402386,0.05389402269738218,-0.013148682934830016,-0.10273947323561473,,0.010322446002755488,-0.028092654244725186,,,-0.016945416556079534,0.04424706036595963,-0.061806416591328385,-0.044528349146660824,0.13474199871979026,0.0038053097060413116,-0.09239433122680274
