,ZH8811Bbulk
BMP1,0.031789731114135564
NDP,0.08738242945218905
RTN4,-0.05250907188738294
HEBP1,0.09133652884928227
WNT7B,-0.009335645767365125
PTMA,-0.003282313926990791
CEACAM1,-0.016893068691097492
PDAP1,-0.017194836438331716
QDPR,-0.024043126172038222
POMC,0.02617713200198592
CCL18,-0.019677497699195527
CCL17,0.06287326512529129
VEGFD,-0.016893068691097492
TNFSF13,0.06672337549382762
WNT5A,0.03319900569853251
CXCL8,0.01898063878443484
GRN,0.04696376545443875
MIA,0.012906768220885677
COL4A4,0.09583796958963034
RARRES2,0.014542919647726022
FGF7,0.005217373174544835
EFNA2,-0.016055731254748386
HBEGF,0.04572159332306071
CSF3,0.04374802172194971
PI3,0.018288784104332025
PCSK1N,-0.022110670528344634
NTS,-0.01956086174337595
SFRP1,0.05291233580918816
CXCL13,0.00973392544965122
MICA,0.033776738211270564
TG,-0.024091339560464466
ADA,0.007594763234769574
LAMC3,0.0869381136066213
NGF,-0.0158399152147554
HMGB1,0.06504171217667483
ITGB3BP,-0.01462991873083923
AANAT,-0.0216066656441761
IL15,0.09615824326156479
BSG,0.08996850270140361
ADAMTS3,-0.03636266824559954
CD34,0.004631623146251221
PLAT,0.014169338739353892
NTF3,0.03235095343533939
CKLF,0.03604580194855951
CD24,0.01916103976365148
HSP90AA1,-0.007421339195070637
BMP4,-0.007890760287713398
SCGB3A1,-0.003172097329033396
IGFBP4,0.07019575790521874
LEFTY2,-0.01846120625541122
PF4,-0.014716189285035616
ANGPTL2,-0.00031143899111118394
LRIG2,0.01477450621690526
ICOSLG,0.020438940066360045
NPPC,0.04869510161243528
LYZ,0.014326233515793494
EREG,0.06818388554100611
SPTAN1,-0.024705338183293377
COL8A1,0.009735641687589868
GSTM2,-0.026119804342114996
SPX,0.004690807365761536
MFGE8,0.024564319318239214
TGFA,-0.03810689909742485
SLIT2,0.0038566084516135878
PLTP,0.0316871939086636
APOD,0.026965317933615705
B2M,0.09885482820755949
OMG,-0.021848424037699085
CXCL3,0.08461661778002336
CXCL10,0.02243618077374398
RSPO3,0.112784811809123
CORT,-0.015399744120223458
NCAN,-0.019516142532095288
PRG4,-0.022723264822035516
TGM2,0.0797689314484174
VEGFC,0.023196317575245748
WNT6,0.0019900102530251667
PMCH,-0.0216066648779602
COL9A1,0.016390770122812103
GDF11,0.036335571301209096
IL24,-0.014481547128871458
SORBS1,0.007091262304986039
DLL1,-0.009317831991411629
TLN1,0.03408024943915196
COL2A1,-0.02643479410618984
SHH,-0.008831871898946554
PON2,0.05094945796379255
ICAM5,0.05019137287790999
HPX,-0.012146610703876489
SFRP2,0.07647991032640997
CD70,0.060610619799268885
HP,0.0716068075116248
CXCL2,0.11916520732363738
NPPB,0.06228574817530251
CCK,-0.020176512240299944
SEMA6A,-0.044667718470435075
IRAK4,-0.012551008482522354
GSTP1,0.014587978077160996
VCAM1,0.046845752336486135
NXPH3,0.040072464432589584
MTMR4,0.04427369632885337
LAMC2,0.06816287612025113
IL10,0.016645715007502143
SEMA4D,0.008694579800083395
TRH,-0.001733380015796421
SEMA6D,0.05300170135582649
CEL,-0.02364304598818761
PDCD1LG2,0.09036320178675271
SPINT1,0.014608912008841657
CTHRC1,0.03138343839927637
PODXL,0.11464049483079278
JAM3,0.04633151937434433
TGFB2,-0.011981764028221152
COL18A1,0.074461298189369
NODAL,-0.017888122015458047
INHBB,0.00749140494063079
LCN1,0.0307234913432974
ARF4,0.06038750355509304
CXCL14,0.030416537434135305
LIF,0.04532307186863712
IL17B,0.01880425844750957
MMP1,-0.027844014895534362
MATN1,0.054964729985500074
ADAM28,0.038607176479734696
TCN2,-0.02465656732104748
CUBN,0.0650038464600391
TIMP3,0.008442822838136568
PIGF,0.0023813527689081422
CRH,-0.007710447083015938
BDNF,0.04188078165117226
CCL5,-0.010942431955585228
GAD1,0.039991573210810455
COL14A1,0.018225019089527256
HLA-A,0.045348255918010755
FGF18,-0.026370141596287564
ADM,0.012026235523887707
GNAI2,0.021551801417536976
COL11A1,0.06980624567867402
NUCB2,-0.01430661374445488
CXCL1,0.06334760651312232
VCAN,-0.035294413024925246
MMP7,0.1020929445162767
PTPN6,0.04580164818234626
PTGS2,0.03497281753167859
CD58,0.043740057010279595
TNFSF14,0.029880468246207867
CNTN4,0.0032601258445720672
INSL3,-0.016687426714752703
MFNG,0.04184556863678359
ICAM1,0.06377972872734188
PROS1,0.017228620949946302
CLCF1,0.06788964878560004
PSAP,0.06618176760072178
EFEMP1,0.03460705085630022
C1QTNF1,0.03669652056347538
ALB,-0.0382581274470914
EFNA3,0.016576812286886216
DRAXIN,0.0803869424449161
RAET1L,-0.016893057620087647
NPTX2,0.06018191738634398
FGF11,0.012476991952369077
CD59,0.0784059726893269
COL9A2,-0.01973104647868833
DLL3,-0.0056917179691441545
LIN7C,-0.047547181083955004
GDF7,-0.01448155171691881
PSPN,0.0430653542825964
ANGPT1,0.019135000428093314
PNOC,-0.015399745795668692
L1CAM,0.02107823727299762
APOA1,0.03182077223284347
PSEN1,0.011762156626423895
CALM2,0.04166864541232792
CLEC2B,0.04593060572088856
NTNG1,0.023345492784071248
LRIG1,-0.04546638509327735
CPAMD8,0.03396788939334284
NPY,0.0848729605923021
MMP2,0.04512146273806084
PPY,0.014923505249673463
ALKAL2,0.05425472370482253
CSF1,0.06618616587700915
SEMA4C,0.01894529281320234
ICAM2,0.0347801393306057
SYTL3,0.0541988880052093
IL1A,0.029092780094342494
HLA-G,0.06609695450302902
PGF,0.03797536184593707
LGALS8,0.06780337406991771
DKK3,0.004190358652610306
COL16A1,-0.0014913329244089367
TPH1,-0.04410721286075434
TNC,0.03794906046336738
TNFSF9,0.01155899359468809
CNTN2,-0.010486847505950107
LUM,0.06791497923243793
BTC,0.02623069267229006
APOC1,-0.01644529081384064
PKM,0.04074942506623444
TNF,-0.016893062227672916
GNAS,-0.02080132871793893
BMP8B,-0.022402017870045192
LIPH,-0.018834311052232752
PTPN11,-0.06606567801458466
ADAM12,0.04217842224893916
EPO,-0.019560867834943926
EDN3,0.006389576529239856
CCL22,0.23352601432767062
CCL2,0.08477352836437031
DSCAM,0.03287507484334399
ANG,0.06054130130111693
FBLN2,0.0645832686134262
VTN,-0.013754807927244057
VEGFA,-0.012389517703654143
F10,0.08205931560214508
SERPINA1,0.07373027174006112
VWF,0.09104316651527554
GDNF,0.13534596342894276
VASP,0.05810801967257385
ADAM15,-0.0019373324176995214
WNT2,-0.020089991094212663
CALCB,0.04523973388682263
OLFM2,-0.020905767710352713
MFAP2,0.028247916354079264
HLA-C,0.10022996445368781
THBS1,0.012623183454203935
HSPA4,0.04266616194676181
LMAN1,0.020151076133951264
LYPD3,0.022175472030900444
APOE,-0.04967329012541098
SOSTDC1,-0.013049004936786407
ANXA1,0.08213332961510639
WNT2B,0.013568191888587874
AMH,0.031124426029091032
GDF10,-0.03012560899235526
EFNB3,-0.024627553029347705
LTB,0.04804511037292311
ANGPT2,0.09507499140036121
ADAM17,0.02402279136895623
LRPAP1,0.01106556255038395
NID1,0.0517271711454755
MST1,0.01280050812442504
DCN,0.09100480223254727
IGFL2,-0.01938156327893139
COL7A1,0.04018003161932161
CALR,0.01594263050846511
PIGA,-0.012615655001075596
CD200,0.010074732363232756
GRP,-0.018272031249295145
CDH1,-0.041263091812427606
LPL,-0.03941573361897371
SEMA5A,0.0074249945902767275
SEMA7A,0.038756381385603486
SEMA4G,-0.0041931203225925575
SEMA3B,0.014573824749052859
RPH3A,0.08553922976099056
JAG2,0.04428163076933887
CGN,-0.011264662391900894
GDF15,0.05512786785888657
SEMA4F,0.024712156286209347
NXPH1,-0.001411901341886811
ARF1,0.04443223796716448
EBI3,0.03334468017737728
TIMP1,0.03382876679291467
SEMA3C,0.016643866702271158
GAS6,0.009372506495183347
MEPE,0.061451414238844114
SERPINE1,-0.005668648631429677
RSPO2,-0.026232699780625965
SHBG,0.06207971382535641
LGALS3BP,0.002754624508232645
LAMB1,0.016604717650575505
SPTBN2,0.012008807465768857
COL1A2,0.10228866518074754
WNT11,0.10106127622759864
LGALS1,0.0247054466041951
BCAN,-0.0079241588573413
ANOS1,0.0025801207074853077
EDA,0.2226849081934611
FGF22,-0.01846120896630586
SHANK1,-0.02349195292960398
