,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CXCL8,,-0.15902504026975425,-0.03730566525674525,-0.03251031995951311,-0.0830132382623585,-0.0001140175707357361,-0.21498149052160145,-0.03667998980670001,-0.15308371940637897,-0.07937849107147688,-0.0520019179918095,-0.20751968593997389,-0.11751117349232451,-0.04856859453559475,-0.05003235266366935,-0.2230712303232625,0.05521052970733609
GRN,-0.06840534388443689,-0.07284396005313269,-0.05211182809233095,-0.010383487623907063,0.012535469479151897,-0.03572994933698088,-0.10995247693681434,-0.11037434555536084,-0.35573158986087594,0.007804428165260583,-0.05570555845027981,-0.3189650352105235,0.02849355210576614,-0.04727718758571062,-0.01837181553931653,0.19118313687345787,-0.09040886373747428
MIA,-0.025266092294065977,-0.04543361231801876,0.021302397222408377,0.012706583915659425,-0.043030902951090466,0.025272302396042022,-0.1211265454634231,0.005456630240930245,-0.11584647253596614,-0.07553952453065976,0.0024841638357100252,,-0.06701238961504988,-0.075500056446355,,-0.07172807610313045,
COL4A4,-0.02235534127563027,-0.005132213409985529,-0.0013013400412537773,-0.05192773564907526,0.03675009559396723,0.014545535297287134,-0.08560461406147664,-0.05391664433740259,-0.022542444629278447,0.016908495421155113,0.06564914385956601,,-0.05038853188729295,-0.009343203999891555,,-0.07890658182253328,
TAC1,0.07547975893102779,0.3148564588718798,0.15855695616316587,0.14553575508703046,0.0857451604172019,0.1346142739698949,0.3264247343632242,0.2876598443512745,0.4692014500134803,0.1617899140781462,0.10585803461848847,0.29148276482461255,0.41802617268364867,0.2097733211417964,-0.027489420498356735,0.19494085908196082,0.1144310055940584
RARRES2,0.061742247106117844,0.08643566532967537,0.033181077211814625,-0.08156034353055665,0.007069907012634808,0.08015203997161233,-0.30405871349629643,-0.12090033049695459,-0.42016387332054633,0.13090191021626182,-0.020934942497621088,-0.22295255628838817,-0.21214797457484955,-0.02290889804441664,-0.0666993448551342,-0.22251348850636435,-0.02701041187940662
FGF7,0.004381323089072696,-0.07304731619122645,,-0.012708048878346017,0.11977382466274274,-0.017641136188975,0.08500792457355898,-0.00043890209158220766,-0.07652669563925915,0.012938519164065224,0.025988741661881677,0.030415739518080808,-0.04330354029616849,-0.02878566441825395,0.051597308030974606,0.07847476598347246,0.059013882953078606
HBEGF,0.037723656142707604,-0.05605406804076469,-0.01631710256196025,-0.06568170059039613,-0.02603239032091732,-0.0045792416954277115,-0.16410589602014874,-0.13265447970850308,-0.12716443699524627,-0.18508352906249612,-0.00967833713608459,-0.21507199341747002,-0.10914042872737528,-0.004133408352580614,0.010963021011170958,-0.1396436736838181,-0.020917504291084802
CSF3,,-0.052866888134531206,,,-0.032478013097573956,-0.00747831890879575,-0.08869213446916714,,-0.0664134442141019,,,,,-0.03192490678403948,-0.012685370599710803,-0.1093149990338688,
PI3,,-0.08462173928662067,-0.030863137561141164,,0.02729687845281216,-0.0178649603603066,-0.08910875065031862,,-0.06460005744231975,,,,,-0.056886545997197634,,-0.1257986764919937,
PCSK1N,0.06738557841422017,0.3032572655740956,0.08002206711403777,0.0774375317079012,0.02609507369963403,0.01485355272785184,0.11065422035236351,0.14129755277834058,0.2661764143462048,-0.10309605817649557,0.04285507522959454,0.5246588958177425,0.4517976345841621,-0.0065199287992490015,0.05793540935000808,0.34237938268529206,0.24446122095206305
NTS,,,,,,,-0.09488645224322073,0.04343482282260165,-0.06709441195978928,-0.04912165174214183,-0.0642797057843712,-0.09338134304791106,,-0.05172153034164851,,,
SFRP1,-0.0280864820644804,-0.011985713328303785,0.004764537605714504,-0.03549676722977047,,-0.03345328425682897,0.11303554846017697,-0.08153362849539429,-0.03989635705851084,0.01391292792335335,0.005516617832593558,-0.18654826668709024,0.004745100064820324,-0.0645241421029432,0.018466945244988486,0.050495892304871864,-0.04020367545424284
CXCL13,,,,0.04729636171755912,-0.023582880398034876,,-0.024109933377071867,,,,,,,-0.028041384335066605,,-0.04712054191889379,
MICA,0.07712584488914487,-0.13684600862573845,-0.03592573894815407,-0.03656822405182242,-0.053726153491734534,0.028441139844809844,-0.022306186355336485,0.0007467765781332272,-0.12184120233693875,-0.013761584071018094,0.02974658580258065,-0.056434249201093946,-0.16616419792200218,-0.03092845889444671,-0.023424125641658175,-0.08477151775674083,0.03995676757211097
TG,-0.0017924590897742097,0.019536352955359118,0.040385441772209096,-0.03296310327232273,,-0.0361013938589041,-0.010323384284058847,0.0786064998762957,0.031166165297496762,0.0019020372157035038,0.018453475933733744,,-0.04161553482869725,-0.026274688859924726,,-0.03466586315731612,
ADA,-0.016714005519041134,0.049488244401511984,0.048279806408082326,-0.022573169581534984,0.02281493683893427,0.05050856045651529,0.008081869358762622,0.008001930397910518,-0.2855435651614342,-0.054485160357994326,0.0257935143769108,-0.2183700914202581,-0.11181914247320024,0.0038082807732139723,0.010912461192973393,-0.02525324655616053,0.10400739747786937
LAMC3,-0.02246213881840604,0.08460318542208876,-0.01365453123866529,-0.020717763657496883,0.007211269460171499,-0.02315000570015435,0.10489455625882017,-0.07263289945103418,-0.2400169216989654,-0.0947398031559302,-0.05531113452874045,-0.046425768258549924,0.032800717213481816,-0.04282322907487565,0.005071144619249887,0.02446221532189553,-0.07459499161362966
CCL7,,,-0.04652398335327799,,,-0.02610125007973271,-0.0754644300988042,,,,,,,,,-0.13715180453088946,
NGF,,-0.04115394899571369,-0.05403652046681697,,,0.043495313984452305,-0.014504175066716184,-0.011170183123198124,,,,0.1304763169828912,,-0.04690326509015896,,0.004947238529972047,
TNFSF15,,-0.038735404206545844,,,,-0.02906501855957079,0.01260462335178188,-0.030707378246771708,,,,,,-0.019824819029864542,,-0.06810570079058637,
HMGB1,-0.010205065064605707,0.0883122297352094,0.09671135042500555,-0.08707109119494062,0.09003245996958423,-0.02089970243545335,0.04093281164934401,-0.12791645110218186,-0.3183973963281691,0.0766903607591,-0.0490810808804144,-0.24619738269673475,-0.045153313921580895,-0.11270834090673375,-0.04256472703725046,0.05477573933691223,-0.0828736625589931
ITGB3BP,-0.0028480506187003327,-0.1295755572609472,0.001311435051138705,-0.010668163986268997,0.04561798419754104,0.08437228085990364,0.03741924707741869,-0.16473657175134698,-0.30501990295813813,0.015587372845469356,-0.010608554622881357,-0.052356772081922236,-0.23414949950917124,-0.02110580429451994,0.024860414080544697,-0.08746929796171012,0.04671618608349569
AANAT,,-0.013585093165953957,-0.005905106757966555,,,-0.026446197130157795,-0.015884087481085114,,0.009578194931648824,0.030374671169306887,0.0015031820762281618,-0.007010536409912007,-0.04715239058747396,,,-0.035871176488278096,
RELN,-0.01853316642918918,0.20448936721889702,-0.05647382798780654,0.01018470978473944,-0.03657520514722276,0.0069270594662264855,0.07708430897829882,0.09884658532610033,0.23711280623482314,-0.004714166347677739,0.06867135884090833,0.10814254856235889,0.08759681817339501,0.054422245972262306,0.005428156741440192,0.0827646221948545,-0.05169241199381696
IL15,-0.00324823416363093,-0.01528186550044017,0.04091531325450209,-0.02550307487412085,,0.05877393398269847,-0.03201486737177884,0.07204641630116213,-0.12841402055947218,-0.012261485779229725,-0.03364160069837784,-0.061271344913521805,-0.02106727343758307,0.03472700653746276,0.05248124531939551,-0.049145341289438836,
UTS2,,,,,,,,,-0.16028709868755658,,,,,,,,
BSG,0.018153434813912517,-0.09143748300466012,0.006483022384374608,0.010112985832421043,0.036157121900067535,0.053129441206873476,-0.06794619822486433,-0.04016437789607282,0.1918374271177293,-0.13778110260403464,0.03234680471148285,0.3510070159275148,-0.2745534526985129,0.02016959037647816,0.025583612905778763,-0.058839487051974386,0.20801902289361981
ADAMTS3,-0.009503922694318143,-0.08583002325397969,0.03065083110641498,-0.033811486295732246,,-0.005396849113949155,-0.010549025215203118,0.035059259898255875,-0.34284462694643053,-0.006128958665301588,0.007665668761793741,0.06890458111094941,0.06213756885995234,0.020427493681002815,0.018770051976631116,-0.0038237732299196323,
CD34,-0.01565326448620132,0.1694718292543595,0.00671770216584407,-0.013099517662684279,0.037188830239480275,-0.008039553611775972,0.09130041974965562,-0.06745364200108768,-0.19529935387486363,0.013953713736248544,0.025194594632138315,0.04424755543327495,0.06864708294554539,-0.013379714773980348,0.03521079674403054,-0.043372348516861545,0.025254430608946613
CCL23,,,,,,,,,-0.06816434229594824,,,,,,,,
PLAT,0.046143728062989435,-0.04449351253679993,-0.006571660370010896,-0.07319319367092646,0.01737659240894555,0.025000057163843615,-0.01971487776414039,-0.1790430555936692,-0.34739243378281076,-0.21489747229874911,-0.06498393158802104,-0.025134837821736884,-0.17550695490453028,-0.08198335011409505,-0.04179728091406238,0.019855662271050744,-0.06492393028635077
NTF3,,,,,,,,,,,-0.017741113225264518,,,-0.0321526649446248,,,
LTA,,,,0.02926942995738599,,0.0016437733935613604,,,,-0.030768123505200858,,,-0.06124577904048227,,,,
CKLF,0.01334358455943102,0.0476769686746857,0.02737445460346687,-0.015252784858783895,0.060572237668430944,0.05343654202517698,-0.06963651968353847,-0.1572843714343366,-0.41281121512298263,-0.03653142794437317,-0.07234951812209996,-0.23735487278021022,-0.29821644069906417,0.019174671723585057,0.0027655631396684634,-0.059037375501098444,-0.013923599189111393
CD24,0.039366039238075495,-0.09001031527276412,0.007520696699924204,-0.11229492407482967,0.05212489830254232,-0.048138829432612315,0.0716730090817189,-0.09466981125056946,-0.10674313387971619,0.12243086578080131,-0.10572749768261365,-0.08657708755831978,0.01594498602253979,-0.022347171252153412,0.033378913338539914,0.0795351839447086,0.08549324625349247
HSP90AA1,-0.05765017160828477,0.161610511667485,0.011793380922530449,-0.0500067552701348,-0.07904742201006296,0.01057044834851185,0.28887274994030293,0.2563445976250926,0.4687601292417626,-0.027965652256722207,-0.00959884576260064,0.5198268611081388,0.4787153191138262,-0.014566566783963633,0.06351508174165657,0.1878444632806919,0.19623758547994516
BMP4,-0.02300688643321307,0.09589953518986818,0.02253982600838296,0.05168810948200421,-0.05660965650912634,-0.048439910282739806,-0.038575578475101534,-0.10782336883497672,0.04224368841112146,0.05812903113017574,-0.00538539989012466,0.09662164930707917,0.0002273498990733763,0.016430078490648627,,-0.009546009723233537,
SCGB3A1,,,-0.020809607047560717,,-0.034715784237667593,,-0.018099722412355933,0.04227765194783139,,,-0.017030594132399483,0.0394049600740781,0.1152380780650496,0.03411637143469727,,0.0429957527233834,
IGFBP4,0.02290879204744254,-0.027919906879869814,-0.07072184624943,-0.0488042657998762,0.041486006869025434,-0.1359514193165804,-0.09082852755366226,-0.14546658695910739,-0.23197732460274437,-0.150736801914833,-0.055138979627351654,-0.1386432244871418,-0.16650637407855615,-0.08947401895562183,-0.027979887347297814,0.06304097217979665,-0.0049755228415567605
RSPO4,,-0.05027376795647111,,-0.039188619508294824,,-0.009910039692168488,-0.05001255469939999,,,0.026245500381440717,0.01309129317974148,,-0.05815945443971529,-1.3640115274278775e-05,,-0.036828898561971114,
LEFTY2,-0.02213430280559436,0.011636353722356293,0.060507839879750995,-0.024538888204395894,0.03935436654817819,-0.05726779048622619,-0.0396973439662793,-0.06836753308623611,-0.23371411124715966,-0.05482176734551752,0.007277175557816042,-0.017328322287712698,0.028736630246098883,0.07670939599974917,-0.042899061586626125,0.12043519319061159,
PF4,,,-0.04926544302962028,-0.022050638613995196,,0.0022130420514395034,,,,,,,,,,0.05563852808678973,
ANGPTL2,0.010681143993039039,-0.021013258526647267,-0.003060610637828176,0.008320988664400732,0.053304166089609244,0.006626496105566289,-0.08915947981151742,-0.26193845742408345,-0.2677655010928487,-0.0026194403362376165,-0.0036490130757144863,-0.2670926195414294,-0.38079514345336096,-0.004581475794505776,-0.06776277844079474,0.028334082677540024,-0.15031839397226623
LRIG2,0.034375881118285836,-0.0504451205895988,-0.005253615209132571,-0.02811840871856322,0.002683833624180956,0.017562338736973146,0.027049633328462858,-0.03968755682563472,-0.13941494795699957,-0.012970557984778322,-0.06314288464796504,0.06757626383540143,-0.09943251833491323,-0.002704487376615181,0.0236713311602173,0.007585694170141883,0.01982525660276212
ICOSLG,-0.029878583178480782,0.008439527706743416,0.0469670054136146,-0.03486713840791188,0.11518573861958098,0.017739017631311187,-0.05635742933990337,-0.06248766786959897,-0.20705646261049043,-0.048365150203292157,-0.03232748668214352,-0.08586932490787735,-0.1416085420967635,0.014990156061847304,-0.03746237898515737,-0.037455025463147155,-0.041597098390175474
WIF1,,0.40353466862598397,0.01814013388425464,,0.08869762669530828,,0.16037916171467395,0.18936040490629444,0.4552474920850982,0.10484027888248247,0.05739937666099477,0.2385287195361179,0.4274295021495473,0.0036758848053615417,-0.005499714189780132,0.042665470655193674,0.20817317768965102
NPPC,0.0325804464883563,0.11629659005125555,0.0717030583142261,,-0.04355382497207229,0.12369760649888761,0.10014906642447104,0.0875813311952959,0.06425629332239467,0.01780247701937402,0.03309013744971996,0.14287839712909325,-0.26153308278434556,-0.033189580573872876,-0.005943042338902986,0.15990360641769322,0.07844417414134162
LYZ,0.004926737539745997,-0.054754122489982245,-0.02857834341568977,-0.0026083352707559925,-0.01455608750214515,-0.060159720524352714,-0.17350261175786014,-0.08441562567961552,-0.25090510995953763,0.013525405922923832,-0.015527357519143345,-0.3780341316063999,-0.08870817688663739,0.09317101353367101,0.0298425871124769,0.06630351313291853,-0.06009452941210698
EREG,,,,,0.06694682943684463,,-0.06584605470438071,,,,,-0.032029063452147816,,-0.03453341368556523,,0.03907953595762426,
SPTAN1,0.032076660366973854,0.220282272612248,0.1306568336938518,0.06187344185267866,0.029148268463458797,0.016479642694433857,0.1483401888643299,0.16977886130079686,0.27001019818391175,0.0922217569500675,0.028905450453268578,0.4988132339098932,0.3484233811027949,0.040329808021078904,0.07388622904868945,0.2721011388160127,0.21968990135161018
PTH2,,,,,,,,,,,,,,0.02507402635973139,,,
LIPC,-0.02862152243239505,-0.033802959664806766,0.027119463226353176,0.017960525520438312,,0.03375466527814784,0.03493904775070759,0.06033763102056413,-0.10840774664316899,-0.02455309964626034,,-0.07138641828373711,-0.06371062791646462,,,-0.017284899010756243,
COL8A1,-0.038135416614765355,-0.2299235323679356,-0.06396788489114456,0.04906381342100649,-0.04054939208959398,0.00900567927847851,-0.13021220096724603,-0.13521795507499162,-0.11073333403364007,-0.0796024624157892,0.012376125902889702,-0.24645656798474058,-0.2553969677115523,-0.0163908921573106,-0.11068647618691277,-0.19737714318160934,
GSTM2,-0.033706298975885854,0.027834906795544255,0.0815270147289194,-0.04088616016730638,0.117715589976342,-0.030872696271933148,-0.0019461685863896212,-0.048802147199484225,-0.08367985961677976,-0.05108589252927881,-0.024551413220648976,-0.002081718867175664,-0.07206667462160087,0.05168829409534874,0.06892966079664152,-0.04801409203681753,
SPX,-0.005830589815742824,0.22214171070841315,0.027232815529304576,-0.0017913745391927144,,0.05364366008659112,0.3275994896781549,0.03553003337757468,0.1627439487893684,0.14913154342572452,-0.047036189591770514,0.11473645288376187,0.3562906150038598,0.17467426812898873,0.03580798430896533,0.09534029043969332,-0.13797442057214296
MFGE8,0.007140850510400624,-0.16780571130464517,-0.07835448043132229,-0.01699038414261068,-0.005128382413141947,0.010954268166050142,0.12775071322936712,-0.07897662129399662,-0.08413365018998352,-0.11047578700437999,-0.05214090112367783,0.08317229482932018,-0.16690535017218902,-0.046484212101011564,0.10021116943367432,-0.042239860304522585,0.10283070462078019
TGFA,-0.062372513400769415,-0.1694114504835369,0.059782831148620874,-0.06397852013289035,-0.0026925104802224447,-0.026205853970607162,-0.13374700728412997,-0.09011202472366883,-0.20002942689155115,-0.11306371776856874,-0.05249115764646245,-0.11430108441831283,-0.1548045301890878,0.00036880562342272923,0.0930790579027407,-0.016601580135304366,-0.1237434424041904
SLIT2,-0.02300688275176622,0.30112692778835637,0.04498416491483886,0.11927912183325257,0.05746821559632702,0.05073133822201884,0.15622131412362922,0.10445100604745283,0.14392041533368985,0.06751493248590014,0.032461878198066715,0.29046616172611367,0.4361363135800066,-0.009245820754016754,0.06439520540695494,-0.04174614044479589,0.2014480521608026
PLTP,-0.0222785270883041,-0.11670914146077567,0.0034169813490844796,0.003908202510248231,0.05646828933199364,-0.05934972179580871,-0.23344346628589707,-0.15104628575133888,-0.41533421907858187,0.08295635799159634,-0.12953018717824896,-0.5056999060732567,-0.07949526503803983,-0.07729306831490591,-0.031165765914961834,-0.06542813611214437,-0.1068505925891358
APOD,-0.036902041318149136,0.1803152390237276,0.010248962886338808,0.04918760979821045,0.06308339350524084,0.05802297619143193,0.010638296166925711,-0.047548186242565633,-0.4330428733817279,0.09170829209029369,-0.10255699476297607,-0.2549899058045558,0.2449333609570702,-0.05860858100430881,-0.08044682250982835,0.1422806790838833,-0.2137901496301351
B2M,0.022704836164064744,0.12212731755623728,-0.053996107146863995,0.14311745584332536,0.052603555928462394,0.013548274956387012,-0.18809302618439916,-0.2654820782309982,-0.5129795269556916,0.038587746126958325,-0.12700047114676602,-0.5721148551055677,-0.4317976765994369,-0.06472070186089002,-0.118624064324652,0.15196721805618194,-0.3512693786386699
OMG,-0.01841597610923196,0.27877917442364175,0.09464389577801711,0.05430125061395152,0.033174439563447414,0.03554149601195461,0.184184264808395,0.004237081427106002,-0.008641065846274712,0.10676057053875192,0.05617476333632818,-0.02800489629619172,0.3495005784134049,0.13150656248867976,0.09645244343788562,0.2910962788160172,-0.1907520638124942
CXCL3,-0.018002823175348896,-0.10755706664296526,-0.06666072307832693,0.008361662311729866,0.008971278954319073,0.010937148305726752,-0.14285843970803586,,-0.03450922533547612,-0.1311027997639109,5.095539316775883e-05,-0.05220500513153828,-0.04410805168613044,0.015756158200494315,0.03427677425688129,-0.20700677341898152,
CXCL10,0.018953043086102798,-0.030281204157441507,0.06738575047844238,-0.010776725923743482,,0.03252150348132582,-0.001024469326175126,0.03177250286595249,-0.34641427800175423,0.010342516320813415,-0.02464474613829991,-0.10054013975588388,-0.070093031986926,-0.008039142031761181,,0.05667222214392748,
RSPO3,,,0.05649260388630438,,0.017890074318503268,0.01998958014513144,0.21430680582015083,0.11897079886884823,0.16887918369246055,0.08297783535602218,0.06842122902486833,0.263906998230093,0.16448433111338873,0.014004960781919824,0.039396572055895446,0.08210489069706779,0.152362253487206
CORT,-0.022355340915782854,0.16706430054408403,0.005506616688273571,-0.022986836047219267,0.14004680938569863,0.04066314647910427,0.16733668040686273,0.03684519366708661,0.20463172737174307,0.04825238285175368,0.04375742451521346,0.07772701319953688,0.10868944541699913,-0.04611234123757431,-0.06984154113044846,,0.12532399269672925
NCAN,-0.003275349955225951,0.058622435205769506,0.07838169428284494,-0.001369665076112931,0.031008444914182524,-0.07582255743576463,0.3333633094349068,-0.14304450859747647,-0.14496589525528378,-0.026370966179938077,0.02384216856307352,0.250849218894218,-0.3578118281326274,0.11066681179079253,0.047314008705780446,0.2888003869658161,0.026058674568319087
PRG4,,0.04033551102097283,0.002429108095272013,,0.09761467763407893,-0.02610125414722508,0.08411658962370101,,-0.003458231752358641,-0.0557608193111983,,,-0.022185580041838574,-0.026765710708172453,,-0.04349445438375606,
ZG16B,,,-0.018121887776322163,-0.026534359711869356,,-0.030293697614478605,,,0.018429943477441982,0.009392591200190937,,,,,,-0.03404955017263117,
TGM2,-0.0327190057999145,-0.017709743253850975,-0.10311825164745753,-0.018421450087876146,0.041858944373873996,-0.026256081463545505,-0.10545413885747719,0.012339408229006074,-0.17252894793507217,-0.049928791442982186,0.04954536007203104,-0.016031867561191012,0.231792898423994,-0.05576416743771154,-0.04871983290002256,0.0737282001071938,0.04753887226732579
VEGFC,-0.022355342355172617,-0.03155500533932904,0.06643099218859017,0.015019191610208068,-0.025817546184487745,-0.03301512992857531,-0.021531077170293424,-0.03865702906040822,0.0208168351874708,0.006302623019622117,-0.044366254392326894,-0.00786887620105787,-0.01945575812996901,-0.047320719873320864,,-0.1233019594278695,
WNT6,,-0.0700031729247378,0.010865055941343023,-0.024538888848406826,-0.03847730869930569,0.03919258769258523,0.04737726823126544,-0.0362578914647386,-0.05953837966536854,-0.0569176977719819,,,0.0012540875464678886,-0.036797154056334054,,0.05533969489560113,
NRG4,,0.11996403115163506,0.011624728082243622,,0.060403515564839326,0.07509749824936555,0.11279834991398488,0.0654972812096321,-0.026400272492639862,-0.009150202513918916,0.008368991060585381,0.11898647392125067,0.03437710999337662,0.02513042493910951,,0.1298426975892994,
PMCH,,,-0.02928678849976959,,,0.05408177144913825,,,,0.009655866368144674,,,,-0.021080327682946147,,0.04508174516861315,
COL9A1,0.029299687365544353,-0.06611556157868481,0.0018446462453743941,-0.060948564936330406,-0.01623038901089656,0.028194945912679265,-0.04480097560812774,-0.17485029840071573,-0.07721245382382172,-0.01522707602258992,-0.0020909156387714386,0.11860315246641431,0.033619620733883256,-0.01751805496647455,,-0.026730507220492136,0.001593263053473941
GDF11,-0.014587973272586192,0.08120237089752635,0.05591630043016595,-0.028235865957429603,-0.03260597721141422,-0.012214025236709293,0.08295702921398918,-0.189685968205283,-0.2319234938206232,-0.06905543342496741,-0.02478293233392667,0.09467908777943917,-0.1729129768116521,-0.02116515729985911,0.04855631144143551,0.057594778406322045,0.043969440122874834
IL24,,,,,,,,,,,,,,,,-0.14407772527871504,
SORBS1,-0.010964401404277173,0.11921147047242066,0.06239014398009588,0.07070498880846571,0.05933112930229687,0.044023305110276294,-0.04521166418178291,-0.015826504462069114,-0.005562821770659376,0.09896304757659262,-0.04286910447576625,-0.11475031302252338,0.06864264218319156,-0.0705799791825687,-0.03568626428604188,0.09619816513139377,0.05505897823639832
DLL1,-0.038930495697605684,0.18893065422082414,0.05509793260029583,-0.09730339440060114,0.015680292690168657,0.015712239497470356,0.0017560529194425353,-0.20337665229077168,-0.19211895240827664,0.035173354336707846,0.02885681145210853,-0.0681587192820611,-0.1421347034373929,0.027393835226742453,-0.08923507250426473,0.01387779609907054,0.04205871032084777
TLN1,-0.03625856150112791,-0.13580234110964515,-0.04090511166756119,-0.0012559751362581097,-0.004204752033071147,0.004516941362654079,-0.1962361208014618,-0.20513365057107685,-0.405723403702753,-0.10194137135316689,-0.031817831924221586,-0.42010647367838566,-0.36155593012702286,0.04367124219335686,0.033275382823642265,-0.1159120661615273,-0.22084332026499642
COL2A1,-0.020997382295748834,0.0170281933739384,0.0318219162591605,,,,-0.042842919624993425,0.008327529636083197,-0.05510683447575818,,,,0.014106475697847475,-0.0011415905815128262,,0.01774874616630187,
SHH,,,,,,0.03691468404206215,-0.05161722076296942,0.08003518794034316,-0.03729833620862707,-0.10248132526404595,0.041819383642107535,,0.12919883594529746,0.005680858671924921,,-0.07680519983613371,
PON2,-0.02466906607917821,-0.015744006437849994,0.10933387644561031,0.08042015564791838,0.08169904271562355,0.043980197793941536,-0.01984463784482424,-0.009602950783387893,-0.4559333107707592,-0.03774241847465729,-0.06221925645658142,-0.22421745168461374,-0.292614526864754,0.12577543813154404,-0.004018765762718429,-0.11011531084698316,-0.05564168930726459
ICAM5,,0.36453097609513885,0.07789507255222819,-0.010777525962723293,0.07138427748488033,0.04650611182776693,0.33948208491268583,0.1720948134097949,0.20124709368837346,0.04489445005419167,0.08824936562389624,0.3532911370486875,0.24212105309338486,-0.0018672244015031554,-0.007447386737503364,0.14136842386737025,0.20446831225403947
