,ZH916T1,ZH916bulk,ZH916inf
HSP90AA1,-0.06009389797632188,-0.0923548532634173,0.0564490723397448
BMP4,0.013691687790350283,-0.029296779818307025,
SCGB3A1,-0.02132955157210757,-0.004773813819325259,
IGFBP4,0.02136221306684977,0.08501754214497309,-0.012762207572364723
RSPO4,0.07496686670187691,0.0509925916121648,
LEFTY2,0.08639158535356871,-0.012291991830231804,
PF4,0.00035477343625275637,0.003980651518416611,
ANGPTL2,-0.027358383898949606,0.08027976661024687,-0.06798678384870001
LRIG2,0.06686544351837884,-0.019467978777567653,0.016374978049626874
ICOSLG,0.049773916844034434,0.08427985111871988,0.03837833999164559
WIF1,,-0.023370852197344215,-0.049482275754016515
NPPC,,-0.008434551413858756,0.005858053303538898
LYZ,0.04858701324940867,-0.07468896510585361,-0.003657056503556843
EREG,-0.004115467810220835,0.08368564235462606,
SPTAN1,0.020272369242182068,0.0018666532078201077,-0.01683558966151003
LIPC,0.04962465079806338,0.1784877570909715,
COL8A1,0.03478332216522103,0.0058856967763137105,
GSTM2,-0.04109774045277733,0.015687011888947344,
SPX,0.045676288727652996,-0.0091600699104757,-0.0788165784249387
MFGE8,0.049572766184727654,0.02964918705840225,-0.0016649767005613909
TGFA,0.08570535072989624,0.04398362292939098,0.1745915684489929
SLIT2,0.07468258046090942,0.009611875261681722,0.01759343685553252
PLTP,-0.0012783197393304178,0.0026301780356468634,-0.037941783591392185
APOD,-0.024084734540595888,0.05231014426122346,0.07265763692736399
B2M,-0.06380799020994866,0.0602700054659216,-0.02155981143487264
OMG,0.11651753254475228,-0.039243682967481576,0.005598034315227616
CXCL3,0.03821707418813913,0.01161548198800676,
CXCL10,-0.02138917992860272,-0.0016471065600104893,
RSPO3,-0.020295476233023437,-0.036097046520242475,-0.028986736035122293
CORT,,,-0.030953139135030595
NCAN,0.005470866256274438,0.008144464376455928,0.033286958054870294
PRG4,0.004269849177227083,-0.02828899337710583,
ZG16B,-0.025306274665839294,0.03905883686237267,
TGM2,-0.007926982273068981,0.09734820842768294,-0.03617740976594602
VEGFC,0.059571119560599246,-0.016048546162282164,
WNT6,-0.001339030454600119,-0.017916305098480967,
NRG4,-0.020295478507662106,-0.026943374884429203,
PMCH,-0.024618166879111045,0.008524346574743392,
COL9A1,0.034745984563606835,0.027156778862168055,0.05158635158305087
GDF11,0.022865012839012558,-0.05220934767137261,0.021220588361649653
RAET1E,-0.02226399571964072,,
IL24,,-0.030121796803400255,
SORBS1,-0.00724788610241519,-0.05402664815493203,0.05689625044235262
DLL1,0.047442969656854225,0.07493522142643685,0.10283618638552341
TLN1,-0.010058082963818417,0.09647122836171126,-0.014265775151327703
COL2A1,0.04207382459992168,-0.024274534599121902,
SHH,0.03876595881272538,-0.025596779754918413,
PON2,0.07534447035969385,0.0754573391006126,-0.02940371424122238
ICAM5,0.04735628011436717,-0.029049744753110562,-0.04771778092254311
HPX,0.10308763984487783,0.17417871729935425,
SFRP2,0.08249996635997013,0.09007576127186445,-0.008496242531415635
CFC1,,-0.023840647433881874,
CD70,0.048502352866511514,-0.015227564071458555,
HP,0.0394690746072734,-0.020006711127962793,
CXCL2,-0.004062576450490088,0.032681275648097,0.038924827796288
NPPB,-0.020587502634108436,,
CCK,-0.02670754862409501,-0.0756870914353431,-0.05115614331527636
SEMA6A,0.05119667538588438,0.07356285986313496,0.12225574185264106
IRAK4,0.10048449325077796,0.02525210313843414,-0.08759215648081414
GSTP1,0.06605888250864604,0.07684007434301422,-0.019577266425468774
VCAM1,0.028282004353420837,0.017759128160142038,-0.045556469969235826
NXPH3,0.10059514552995802,0.0465359194646284,0.09136003568626212
MTMR4,0.042326266165238734,-0.009234576743686718,0.11367855836587207
LAMC2,-0.01687497561143549,-0.025945467868251085,
IL10,0.008265850749487763,-0.0228427217981386,
SEMA4D,0.03895326451372395,-0.03298210956002035,0.07531658341086078
TRH,-0.00489038254706673,0.0544031014889528,
SEMA6D,0.010199783860520027,0.049121972848360285,0.031029076397951064
CEL,0.05753899609585281,0.10201539818699802,
PDCD1LG2,0.07480731156441492,-0.08133906858794215,
SPINT1,-0.008782951407791633,0.01275060007434236,
CTHRC1,0.03571272042633413,0.05972108193163602,-0.0547842084884933
PODXL,-0.022244998888892115,0.058167316299453105,-0.11837209560121985
JAM3,0.010108074117098097,0.0650999475186924,-0.016202452270881032
TGFB2,0.03317960435880056,-0.007314673141946954,0.00848977106228722
COL18A1,-0.009960945596492791,0.06125651770748448,-0.02516325948409537
NODAL,0.007916494438907615,0.011137139165968535,
INHBB,0.054059614737750616,0.023667524775140128,-0.035173051808925396
LCN1,-0.005090665932599499,-0.018198532095177047,
ARF4,-0.05128998093010229,0.06511973977579938,0.06378859974007726
CXCL14,-0.002971165193057237,0.009599345073132077,-0.0011445719243424657
LIF,0.021679084817462304,0.08049201490504117,
IL17B,0.0020527731408602214,-0.02057594243175911,
MMP1,0.02361701836331694,0.06819897220487321,
MATN1,0.033218804276884124,0.007957768179792357,
ADAM28,0.06270505252011914,0.04282427488563731,-0.022114242579227377
TCN2,-0.0020570200806703924,0.034836803610509545,-0.03232104983027235
THPO,-0.030359825286134862,0.10025094868177797,
CUBN,0.04662245742866712,0.04935045596107461,
TIMP3,0.006056996271041461,0.10498441889439658,0.02616759711894066
PIGF,0.043936147651734064,0.06222360699197664,-0.010816038156153153
CRH,-0.03457894976784374,-0.0032948371189765726,-0.008828938015233904
BDNF,0.015858042925695846,0.05890240690667224,-0.009441312122626812
CCL5,0.0050820742160475945,0.021130778157774036,
GAD1,0.005909032964387824,-0.0299148417513366,0.00013756408153674013
COL14A1,0.050885232214848655,0.025677443223456994,
HLA-A,-0.049930347300261704,0.002052255306757168,-0.03334702225451972
FGF18,0.033322318791055024,-0.006467078572733043,
ADM,-0.005403317020963275,0.039497766491427014,0.056843886324116626
CCL15,-0.019999403191973308,,
GNAI2,-0.03752300815411926,-0.053612941399988685,-0.05959525978949967
HDC,0.1266864006918829,-0.018751054460205342,
COL11A1,0.014257584535981442,0.04160963989124219,0.0033606419443912095
NUCB2,0.0037066432859898745,-0.0071698691287699024,0.061912970841485976
FGF16,,-0.018476726548688205,
CXCL1,0.06204716787527738,0.08603770724365627,-0.033414198509220866
VCAN,-0.00021318391470670644,0.0445452900352625,-0.007288858832432558
MMP7,-0.004809180698111648,0.04083964524906979,
PTPN6,0.06414801773056093,0.040946009255270394,0.05257567654590937
PTGS2,0.012361430876107997,0.0040194087122122305,0.023629819417413687
XCL1,,0.030409463086566207,
CD58,0.013407175618375882,-0.01894794556755186,-0.06746539852990656
TNFSF14,0.052622844534818525,-0.027198555828912546,0.02915482934806672
CNTN4,-0.009466334396921405,0.03238355256698007,0.048997284296133134
INSL3,-0.012049772793281822,,
BTLA,-0.026478687406067156,,
MFNG,0.02121072119438192,0.04486215807844734,-0.07303547797684529
ICAM1,0.03667698128233578,0.03178468093698711,-0.06746039597778944
PROS1,0.039792409277847184,0.060500823047558154,0.019844753943743815
CLCF1,0.04484250762896935,0.021354462631004524,
PSAP,0.043080365752787585,-0.07188866214659993,0.006981605841168697
EFEMP1,0.010003354793233306,0.03442809689357444,-0.020517165280226218
C1QTNF1,-0.004961126936542135,0.054333282585834,0.06418358699587605
ALB,-0.0034173634753567636,0.04999949612738796,-0.05909367506242981
EFNA3,0.04170723167702214,-0.02392885550709674,0.024681685061201844
DRAXIN,0.036330798641696645,0.010459373780893576,-0.020826365690215107
NPTX2,-0.028810835597687615,0.031750782596173366,-0.012078384485770874
FGF11,0.09391391948729376,0.10426098765531291,-0.005576613490975143
CD59,-0.01412827262855833,0.024965043689417484,0.011301089111057995
COL9A2,0.10611098915114871,0.059911361608262687,0.14737407533169827
DLL3,0.05050808472916993,0.004793700646812873,0.12194974349274376
FGF5,0.03984330544097538,-7.682211659951013e-05,
LIN7C,0.03169276065482197,-0.027205261158695985,0.11831388591675142
GDF7,-0.03906156581722284,-0.02866348640357747,
PSPN,0.07318215301121431,0.022419327663654103,-0.035687846831740505
ANGPT1,0.07485233380968703,-0.02534924862962105,0.002186929358342189
PNOC,-0.02826254050536187,-0.020790535053708693,-0.05716173191109387
L1CAM,-0.008912653144536794,-0.04635096259173596,0.037137897941518824
APOA1,0.006513538566508334,0.007750570879124016,0.007423115342683646
PSEN1,0.013610469705465865,0.04582854182643939,-0.028790576476782896
CALM2,-0.02642634695324227,-0.005666779563928798,0.03521709981137743
CLEC2B,0.031031113424555844,-0.034943718224062156,0.06855098105885679
NTNG1,0.03630032805771489,-0.013916434802620855,0.02943584896392511
LRIG1,0.02542407938477723,-0.010078774321204586,0.09235761760263884
CPAMD8,-0.02869287694593758,-0.020324560178065606,-0.056813950152745936
GHRL,-0.005866988389143326,-0.017916311274908607,
NPY,0.06186744658449574,-0.07530427705708795,0.11506762085469376
MMP2,0.007047838844050667,0.04006331443313465,-0.06961440835622915
PPY,-0.04734936559429037,0.048547464892008035,
ALKAL2,0.02854989190978711,-0.029979539408315752,-0.033312683506387705
CSF1,0.05597384336458191,0.05563516835887996,0.0830170594960974
SEMA4C,0.018109041778707608,-0.04748463431889254,-0.03867117143332384
BMP8A,0.008722524751099742,,
ICAM2,0.02408165155453548,0.06599976093633372,-0.005041038011425686
SYTL3,0.020309880210655974,0.09338463530341626,
IL1A,0.03720816703262642,0.06090422313567354,-0.05832604881812255
PGF,0.013786043682954665,0.0019558811624838094,-0.0022699960494546876
LGALS8,0.007035104613110848,-0.008401482585665363,-0.000905788507040036
DKK3,0.02626216992430744,-0.044362910900016754,0.11502306604363792
COL16A1,0.08751791146078046,0.0719852871218481,-0.012370188473145255
TPH1,0.01665967862398569,-0.03038342087355417,-0.02898683003157593
TNC,0.011978877916075653,-0.003930155704172712,0.05308917317561339
TNFSF9,0.05865174803564778,-0.005265427704748681,-0.021318215283521458
C4A,-0.007761480877239473,,
CNTN2,-0.01353213214734162,-0.08183827572909255,0.007435922764299785
F7,,-0.025122304936486498,
LUM,-0.0093347200584428,0.057514826616684014,
BTC,0.013714963878936875,0.06712361671186731,
APOC1,0.0332362650480735,0.017426553376818203,-0.017469506954580074
PKM,-0.0027152661433477634,0.027250128496190237,-0.021206152071439874
TNF,0.04423812922172192,-0.019552481617293692,-0.0815839439940985
GNAS,-0.01128582978632511,-0.07538219214677173,0.03025735985513296
BMP8B,0.004423620675799619,0.008874356395799966,-0.06168891756647841
LIPH,0.028857059868156138,-0.015058819009804738,
CCL28,-0.019085151362905967,0.04138512875680087,
PTPN11,-0.00836195813019372,-0.04140868441039512,0.02774834195787833
ADAM12,0.01750729024953467,-0.04123522771646405,
EPO,0.101399092335522,,
EDN3,-0.024952025305275224,0.0013679900802761877,-0.020221684565712862
CCL22,0.02100093741211876,,
CCL2,-0.00779380305909888,0.022931148119270984,0.09436245169110347
DSCAM,-0.016559767660252495,-0.06458150726145374,0.03436745351139183
ANG,0.07382402486642037,-0.005546454017939462,
FBLN2,0.06898993597010794,0.13580405444287078,-0.02965535366858593
VTN,0.01911848100673727,0.030482939705225396,
VEGFA,-0.06278447036536633,0.021595323626266514,-0.0070168599742331155
F10,0.0092042425935493,-0.0257418337556378,
SERPINA1,-0.0040294100439373344,0.05588943135892314,0.07773623212069482
VWF,-0.010251901925436457,0.03980787091092219,0.1320735512968624
GDNF,,,-0.04101705305635281
VASP,0.02121718319572576,0.04740434528538607,-0.01413086920672842
ADAM15,0.019321181242266942,0.09757259935152356,-0.012809109805564045
WNT2,0.037751768537766434,-0.005116333179214727,
CALCB,,0.005400086943086045,
OLFM2,0.05358113305571224,0.04486923733012902,-0.10911708301537039
MFAP2,0.02699543998304084,0.00883604559448001,
HLA-C,-0.03465111721375573,0.036623823458630134,0.06453127288495786
THBS1,-0.025636598304145053,0.030833936455326196,0.013244308360470847
HSPA4,-0.045457367464832026,-0.045748354187364976,0.07329262809269498
LMAN1,0.0033974925907593575,-0.009164446975037537,0.03649052230667474
LYPD3,0.09278942748276912,0.00859427636533207,
APOE,0.012313893568450024,-0.03263320111002674,-0.08355511919838701
SOSTDC1,0.015712702653665808,0.011801307142900962,-0.030953198223241104
ANXA1,-0.021675474011084293,0.03167661752327941,0.08598781878253718
WNT2B,0.01905115752319387,0.07160530384965867,0.044974208601479916
AMH,-0.03236015802598003,-0.009440777787908323,
GDF10,-0.01285404860085273,-0.03152333206188652,0.14185482461748708
EFNB3,0.0960071106532223,-0.018799292139502346,0.10967915029214714
LTB,-0.0016086073559888991,-0.032122593705212504,0.028117000251701652
ANGPT2,-0.0023088756173332177,0.07400658361926517,0.06900140325491823
NRTN,,,-0.042981453490318934
ADAM17,-0.0003464204454995765,0.0011567701695656537,-0.041873138718311574
LRPAP1,0.023391597518554727,-0.013287408841844374,-0.06890821279817677
NID1,-0.014875217318930394,0.045132738894036004,-0.04409949744529963
MST1,0.0973825548333258,0.03485091848877604,0.05469049626724246
DCN,-0.013227070332081014,0.07282846755017776,0.07120524640238261
IGFL2,0.022208314721001755,,-0.0357262474721241
COL7A1,0.006844583540674937,0.07713231918751444,-0.03287625545746614
CALR,-0.024570665180923344,0.0824621769750219,0.003486812335044935
PIGA,-0.01303378387985701,0.05777776025062587,-0.0752013967706537
CD200,0.07229666230777311,-0.015338136535337913,0.08620985744048018
GRP,-0.024081887250771563,-0.029217548218832746,
CDH1,-0.00928088369393478,0.036621283299519296,0.060770731408247056
LPL,-0.0014270556806949847,0.11265329750109097,0.008360573487512528
SEMA5A,0.00013759315615687645,0.0358566047193457,0.01329441656546158
SEMA7A,0.048410473848247676,-0.02309669667983014,-0.045110885857665185
SEMA4G,-0.024752220312399573,0.08204349337043584,-0.03683523316293579
SEMA3B,0.014957925799653887,0.03639349358725561,0.12413646845024494
RPH3A,0.035144933233816573,-0.015013308523388134,0.004737440302587505
JAG2,0.050644642437751165,0.03594471868219636,0.16118405543585015
CGN,0.08254630255247274,0.04844548240132638,0.11268024243896617
GDF15,0.009494065617428778,0.08677187638059514,
SEMA4F,0.05679667980296638,0.010233917227130594,0.031568217936399426
NXPH1,-0.0015894133921373961,0.006970614480482205,-0.011725935421309014
ARF1,-0.02423194437083088,-0.05716876444943357,-0.0946488257182244
DSC3,0.0620117380732836,,
EBI3,0.06406349665031084,0.030667010190846333,0.05596205911517435
TIMP1,6.529364945769091e-05,0.128657595556268,0.013655729993432855
SEMA3C,0.00039531321795400744,-0.05471046061203506,0.06618980215433445
GNRH2,0.015527036254936993,,
GAS6,0.06082792204736643,-0.02094633231269427,-0.0026478631048795723
MEPE,0.0012081780470517857,-0.10098104100613414,-0.0328140614590077
SERPINE1,-0.02515956289681111,0.08237727556682473,0.01123424648028287
RSPO2,0.012380995237860263,-0.02697767867346827,0.0846412589091878
SHBG,0.04673850204003841,0.06680572726821746,
LGALS3BP,0.03890938485661617,0.0755935634058862,0.0018733931912278008
LAMB1,-0.013060802821884843,0.0690189886309398,-0.049364780509339144
SPTBN2,0.017010594995636955,0.004853037760043629,-0.06271194789695939
COL1A2,-0.03918917940135627,0.08130677621030906,0.056994722242610235
DEFB1,-0.03384875570854644,0.03660975015339045,
WNT11,-0.011357655375604878,-0.02179291459138071,
LGALS1,-0.010730181565237,0.060001402993267255,0.019449883431682812
BCAN,0.021587858332471052,0.06255208006155476,0.1111796938808097
ANOS1,0.017900085786208865,0.014848089470486383,0.011011271400084845
EDA,0.03186430090925682,-0.02586205543142859,-0.015472892542391684
FGF22,0.07850976093535215,0.0037447749520822912,-0.05149769323329048
SHANK1,0.05972801874075015,0.1224313867355265,
RAET1G,-0.025306270266258195,-0.02007024354042343,
TGFB1,0.009067863887732718,0.03233801992441435,-0.010910662999122358
MSTN,0.0454644772143731,-0.027139127542356915,0.19485403574092697
WNT4,-0.018521055440295062,0.11111216422144272,-0.03341415247502964
TNFSF4,0.06678898910971603,-0.015193472167461836,0.025674147066185562
NTN1,0.06108024392706702,0.09158101358598573,-0.012959715602423701
CXCL12,0.034530986902553545,-0.008380792903451957,0.021682301008664903
GNRH1,0.05886585235973738,0.04449908780848213,
RIMS1,0.006975342319976519,0.019135711726342496,0.07511590216385323
FGF14,0.0003324585530270541,0.0037216711031164574,-0.03737558595636943
IGF1,0.04700080494325188,0.038650256382296244,-0.0763764705902678
TNFSF10,-0.019959465874758487,-0.0018333573323246267,0.017993521842334312
GDF5,0.04739214055582641,-0.03748448331760854,
CHAD,,,-0.043937230790039854
RGMA,0.0395300312847568,0.0700271930805267,-0.1298453049562936
WNT16,0.046928166415752884,-0.0141117801279103,
CX3CL1,0.05606997709481899,-0.0035855561400905786,-0.08051306580045443
FGF1,0.044519771040956724,-0.07149037759816058,-0.031616341015914436
ALOX5AP,0.0305159010372407,0.018703439822550186,-0.008476786609922385
IL1RN,-0.0039872963912413045,-0.024410413576241366,
FGF23,,,-0.008499899734371206
NPW,0.0170633140399333,-0.0054835511658948444,-0.028986831772259622
CXCL9,0.029904365579861765,-0.055797496766250475,
ANGPTL4,-0.016197443578280794,0.06303920320867147,0.04913363692233497
OBP2A,0.048020099248349414,,
COL4A3,0.010778207776742555,-0.024058444589412177,
NRG3,0.08292838636855611,0.026038969842396963,0.09104480386581668
IL23A,-0.032909472675312974,-0.026943374142327954,
COLQ,0.06281799708395001,0.04840140071263672,0.07241318520342364
TNFSF12,0.06404012778981807,0.03260674619189724,-0.03397133017648106
DKK2,0.017487229564177777,-0.03402255553161144,
FYN,0.061909425620912895,0.05754378098884414,0.05647565715301854
ACE,-0.014270618859956728,0.003911407751692601,0.02570290127082841
IL18,0.03949040270981607,-0.017224526723512667,-0.02299415133526707
PPBP,,-0.022494184647309397,
CCL27,0.0545131827771879,-0.016454116210573567,
SERPING1,0.021576502059654546,0.027197789472039394,0.11898656304145201
AZGP1,0.08174536540630693,0.01140220361822983,0.041354061021788714
INHA,0.04333885972122162,-0.036229793296403516,-0.026159614817099865
SEMA3G,0.1208928805115228,0.06861478491629226,
COL6A1,-0.03163507554984608,0.08519791121584447,-0.07434290767727851
FGF17,-0.021718670421683482,-0.034183920481525645,-0.028304184754596843
TNFSF8,0.01169966089764238,0.015070510508265677,
FGF20,0.007685437147551637,-0.018751067455817196,
ICAM3,0.04852573362857618,0.03596096379956395,-0.04440904821245877
LAMA4,0.0020796968110982856,0.07511143777795198,0.002084743696011497
DLL4,0.0725961309905064,0.04395568171734581,-0.0415151573352081
SEMA3A,0.04583522670587133,0.03551817399159702,-0.0664557325767223
RLN2,-0.02506578232906059,-0.022028918378957287,
C5,0.03162096923508804,0.05896201046705732,-0.03379928739926709
COMP,-0.017215934514512102,,
C1QA,-0.0026920290349199422,-0.020097313877152048,-0.0018889704693540535
UTS2B,-0.02670754156888256,,
COL9A3,0.07074477845068543,0.021835902523049518,0.1343149442986609
DLK1,,-0.028134988971055794,
HGF,0.03350962736731014,0.002346778943965323,0.07004479904115767
P4HB,-0.03371181150268147,0.03629684482122225,0.06023634095758936
ADCYAP1,-0.03840014776809865,-0.04539633080882552,0.014185452009656657
GREM1,0.021154754539384108,0.037564273870261476,0.09907809858235068
EGF,0.11920005109154876,0.043045301683123344,-0.03791667157516986
VEGFB,0.01738334526274029,0.009102985081621766,-0.0015800119210064073
FARP2,0.02474585586934336,0.05603091774753464,-0.027195701864350174
LAMA2,-0.015194346043596228,0.0964101335365441,-0.039375496480627006
NRG1,-0.011682222173326285,0.11436097049036538,
SPINK1,0.026419475062213375,-0.03021570813832405,
EFEMP2,-0.0026710792159215747,0.07653986559513176,0.0005362305841419147
SELPLG,0.03664979715836834,0.03470782675694634,0.008091597767634452
HLA-E,0.024309888692550293,-0.0180723968540763,-0.028389092837428253
PTN,0.0012273915236895158,0.1384611734446439,0.05816561789602847
CD274,0.05112971286941344,0.012236785744713617,
CD14,0.0023868295867401695,0.02667648634077224,-0.07275097254508564
SFTPD,0.0383302588005789,-0.043941533184328786,0.09604907439562331
SLIT1,0.0037456297970952027,-0.051262446575650836,0.04093398085750683
CNTF,,,-0.005028312802901557
BST1,0.058967697203929026,-0.01140669942078546,-0.03791667983938426
AGTRAP,0.0375567636018064,0.05698352427315006,-0.079526774239475
LAMC1,-0.0323389830985096,0.0932909351031044,-0.041428937064088664
COL6A3,-0.00035268535597359494,0.062291968482697815,0.030199782412446554
FN1,-0.02568913638020685,0.03268358224901381,-0.07058568839918694
MIF,0.0762920020711521,0.035061875130574606,-0.055811162934632265
JAG1,-0.0008251669160167329,0.028483410512544882,-0.03587940551838223
NID2,0.015837309832630306,0.11584610603542025,0.02651833244611307
EFNB1,0.06258875041708442,0.05051956793782958,-0.02818918052006042
COL4A2,-0.03363355285946253,0.03798358701554187,0.07755342183351714
SPP1,-0.05738819832171751,0.02379897084102234,0.03940786102703833
PODXL2,0.07283552347909256,-0.05071287891134124,-0.02725503972085197
FGF9,0.05883104683924754,-0.08977794768381095,0.035854321664979504
ITIH2,0.006510087940822565,0.13476426686897008,
ADAM10,-0.04207806068762529,0.04343453208492718,0.07315712158990265
CFH,0.004948961838056139,0.05033964376534507,-0.05947515614205375
COL4A5,0.035334323041100596,0.03863276214406508,-0.02762244173735059
LTBP3,0.05998000218916636,0.04240941192521779,-0.0313240885031532
GNB3,0.014498612200947166,0.03369997528048413,
COL6A2,-0.022145084898388713,0.05973690248888471,0.10790304377373633
GDF9,-0.025564376129610936,-0.03482346133789628,0.11073028600054156
NCAM1,-0.012982967009586647,-0.0726510832069933,-0.031004806237190808
APOC2,0.039599015532485994,-0.012561226360465453,-0.003775443153056552
BST2,0.010458279202706207,0.03569153306818054,0.004925214725852608
COL5A1,0.0072950125754076825,0.02814505576087472,-0.030310379613268358
CALM3,-0.04174191423425918,-0.07831139785993069,0.05996868501680364
THBS2,0.028432219050061425,0.10362795821771022,0.1003954598056068
SERPINE2,0.023055091196639378,-0.04423855947498052,-0.009153555367291948
EFNB2,0.01485172765210408,0.023306942460667387,0.0038983007378014588
PROK1,,-0.02512227249326021,
MMP9,0.010654166030433369,0.030740665686345918,
DMP1,,-0.021313754339907235,
NPPA,-0.02715999875161722,0.023473297192065867,
APOB,0.061636968028089476,-0.025122272098814465,
C4B,-0.022797133815053498,,
NTNG2,-0.024004053333459417,-0.04186086610576432,0.04463663519120208
LAMA1,0.05190821282954421,0.09260787028761541,-0.029002008173967146
UCN,0.053656013360833414,0.04767967956913727,0.04262064423475003
ARTN,0.03012601088096991,-0.02248240875527418,
PDGFD,0.06174268721646479,0.037404492524943565,-0.006364736679370397
EDN1,0.026605082251584682,-0.013472277564902067,0.1363956360348659
ARPC5,-0.028676503090919053,0.0358269862565285,-0.006532711467340737
GSTO1,-0.02908683630441169,0.000748159977631582,-0.004643263604135746
PROK2,-0.018771021980599795,,
SYK,0.012899912681749868,-0.05523727103697575,0.036540770909233695
CD40LG,-0.02226400319184732,,
ST6GAL1,0.052803815102488535,0.0008117925465711251,0.008349761114165554
WNT3,0.04720977458202022,-0.05797163314169313,-0.05315888469757445
HSP90B1,-0.045379339390644154,-0.0009962545064025486,0.05260602444790982
ZP3,0.05286914464582741,-0.035626888348676646,0.0364179326999773
NRG2,0.06748111839513295,0.09535970156517778,-0.060610051249885846
MELTF,0.035606455482633866,-0.015190561658881831,-0.011114300290857108
NLGN1,0.025024683760479626,-0.010458869953366976,-0.09100542053807714
SLIT3,0.04682299003835418,-0.007082112412013067,-0.005480906690059664
CCL8,0.05662333649843384,0.044157696392870864,-0.01828052747439206
S100A4,-0.010457463596853796,0.03765898301576275,0.10067329308388231
TNFSF13B,-0.03821656845254963,-0.036369260697556687,-0.05011065292354863
HSPG2,0.013242149790565854,0.07353618338254524,-0.021569289530119832
FAM3C,-1.676750410473705e-05,0.03756733584532679,-0.06840183075994168
FLT3LG,0.013122929656101904,0.08493858008507521,
A2M,-0.036639836200529255,0.04106900124954993,-0.015155567153020811
VCL,-0.0013250478821377853,-0.0369947003567452,0.13060646733524617
FGF2,0.05837817199254384,-0.06380801491384756,0.17741710989291484
AGRP,,-0.018751062823714817,
CNTN3,,-0.03541030778215019,-0.026862028191946354
RNASE2,0.041247504743819996,0.1025107746283556,0.007741349129182945
ADM2,0.07583100807222298,0.028602413794906446,
GAL,-0.020875705603494825,0.05100430942135805,
IL36B,,-0.02694334863263479,
CXCL6,-0.027692268246320158,0.06485204911530737,
PDGFC,0.006825118776437074,0.02401020954736479,0.028925506985506565
COL8A2,0.011154868176663476,-0.05951467507055041,-0.03516051668064859
SPON2,-0.0033397805731619984,0.09921704927992267,
SEMA3D,,-0.03714434227373615,0.1218973717661108
BMP6,-0.001823909932639641,0.027725082476672224,
TIMP2,0.03542248265263855,0.01836324499390692,-0.014156909223185514
EFNA1,0.01694493370099401,0.01353901382024574,0.0002883293386418853
S100A12,-0.004493267129789617,-0.017629832098568055,-0.0453408525972357
TFPI,0.02515605214120503,0.05922863351797849,-0.045340844250372596
GPC3,-0.01243372041678463,0.09039402537963463,
NMU,0.1045429138923844,0.030779579590351113,
SCGB3A2,0.07073897240830478,-0.02057594656397223,
