,UKF243,UKF251,UKF259,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
POMC,-0.01377911862629811,0.03833315434821381,-0.03047349438600968,0.0027681573903977556,-0.00381277578243918,0.002782054892554949,0.022046371687286393,0.02533576882690626,0.005693975182307512,-0.04023732587804246,0.045157565404562366,0.10844674822196432,0.03298376441736587
CCL18,-0.05121817345594903,,,,,-0.0006800569735310465,,,0.17019801032838683,-0.030667102627132896,,,
CCL17,,,-0.018966972399324374,-0.01638096918431513,0.05108513812245401,,-0.02547166351543698,,,-0.011889055094357311,0.025241059573673903,-0.02039900129221801,
VEGFD,-0.0577079111936317,-0.01726765295281577,-0.021131301770307597,-0.0174525371444517,0.03429484972107981,-0.01837867866524479,-0.02729877073190572,,0.03486251322801154,,0.023663120585947474,,
TNFSF13,,,-0.013082993067677037,,,,,,,0.03663735546481083,-0.02181171796142357,0.005980645743815606,-0.018824278154541452
WNT5A,0.056717324737720176,0.05099774673906758,-0.0641402880067382,-0.046198466672657194,0.02877219684887968,0.013156536142551295,0.02877454868635822,-0.00689694345201526,0.024691189500187342,0.028241962238289862,0.016435217118718586,0.06615304270375161,0.034400368648165765
CXCL8,-0.11778560587056974,-0.016168406738585335,0.04698395500890989,-0.02874349451680365,-0.011388882912289369,-0.04189949478360799,0.031272093017148866,,-0.12044611584100039,-0.047226130300928267,-0.003257648076808426,0.02800399269200074,-0.058429679627543356
GRN,0.0586112162314772,0.01752704328088187,0.0579465354159554,0.018113674517542852,-0.03567737588971066,-0.006418822805393303,-0.04747290991736324,-0.08440674257102564,-0.029620135947451696,-0.03273466310892289,0.04186806174568868,-0.002642798800984263,-0.045361233241987806
MIA,0.009555646558747192,-0.015356642960508524,0.012312192689609714,0.002439519908750575,-0.013908774766632274,0.006192254028242466,0.0510973027823583,-0.03497149334906764,-0.07677890911976919,0.042639285371616244,0.04620836811944528,0.18104924025715208,-0.016926323171238492
COL4A4,0.0745649430161272,-0.025825299536687808,0.04998788523061512,0.04804646400337472,-0.023365635479778518,,0.10528376724042206,,,0.043383641504615954,-0.040854718631688464,0.0868232142685882,-0.03757789467758652
TAC1,-0.07275705853759075,-0.020776060897681033,0.029877075094720953,-0.005492103875016229,-0.006669094423949767,,-0.06427217714471153,,,,,-0.011594314206551076,-0.019847350557451945
RARRES2,-0.06481565353101239,-0.01561729903414582,0.025874352154447867,-0.020957555441768937,0.026823146704322988,0.015004187053679903,0.0860240486752784,0.008735965207643309,0.03593799703983294,-0.02360224904751469,-0.0002819460351489432,0.0018536361799811377,0.0308302835240272
FGF7,0.09480838804831108,-0.0029208275721329725,0.012235300004203115,-0.0012919381405203814,-0.0011115442166014686,0.04208437931740393,0.03452787673633254,0.07057711204904774,0.05004999852030368,-0.017902214392012807,-0.020064155297615637,0.04433720464974285,0.06290844734132436
HBEGF,0.11473833551793622,0.013369422272839961,-0.001063273210601508,0.06098053229001493,0.006599256833727799,0.05158597617674341,0.0735510718274473,0.06644607301480296,-0.09899036431064878,-0.01950769785165849,0.005733205394965785,-0.0630549202303248,0.052308345996570506
CSF3,0.008593121503637485,,-0.02260697731206176,,,-0.027610771201474815,,,,0.05422744006492294,,-0.021477001443329386,0.024907123591296876
PI3,0.007751311245254636,,-0.004763658809137591,,,,,,-0.0712216069427316,-0.024021769334952005,-0.01115833896972306,-0.027914536543596536,-0.002461260394134134
PCSK1N,0.02312835553236771,0.03623104505107258,-0.046171098704874014,0.03693027917295311,0.06464720591058185,0.025044030976061022,-0.08012522532301505,0.04049400724439824,-0.10558028618408533,0.0012075153668129573,0.005054195870471592,0.03901029495139714,-0.03843792257565094
NTS,,,,-0.004990898230365201,0.04262416727795977,,,,,-0.027735927930111193,,0.07797510760282579,
SFRP1,0.09356255106527665,-0.028033213433938626,-0.016549416559994454,-0.02103446450365782,0.035382472173231955,0.006985712376941408,0.02373621020525315,0.03231932246650321,0.07826495669529147,-0.0037375717536809534,0.017855651138292315,-0.03106545425819044,0.02985974084723704
CXCL13,,-0.007416634370672674,,,,0.05272388611279042,,,,0.008916753166729378,,,-0.0016207395881824664
MICA,0.020607813658321476,0.022582501251135163,-0.001043439773437038,0.0144305186042476,0.06777717901649209,-0.004612592750796449,0.08416193033934058,0.09874629190478937,0.012145752933938886,0.008564246195605566,0.008736261475024081,0.0348061728130429,0.04077350512462003
TG,-0.04630942351105366,0.04225456256891127,-0.001744967165443681,-0.01650320654009928,-0.012066090279225367,0.02149203671240625,-0.02057011105910521,0.050411112159876884,0.05638737583469671,-0.015797581786271657,,-0.022225275781166034,-0.035332809555061524
ADA,0.010844991201587358,0.005153909954610641,-0.008703654096305882,0.004943560182529045,-0.01959630096908811,0.018665143612707408,-0.04283961006247786,0.023537734136202717,0.11022495996867418,0.08316006559665469,0.016455794127395847,-0.009292911038107038,0.08135049737207649
LAMC3,-0.028349637648187175,0.03753872120836739,-0.004529844635459152,-0.012133600450776253,-0.0004969367572309052,0.01253747967129041,-0.015253353953120847,-0.06973990937375536,0.0664912187136889,0.04513877245206451,-0.00968043479044441,0.040742279833848885,0.059174661158993995
CCL7,,,0.07841506805135998,,,,,,,0.12654499093078456,,-0.022505815646126352,-0.06693318304581476
NGF,0.09548496691082856,,0.03387918484609634,,,0.026487620120276008,,,,-0.02057946437532786,,0.01660259754308206,-0.04479695455686208
TNFSF15,0.06335742858062554,,-0.014378531440246152,,,-0.017583081808628657,,0.07839619842571156,,0.007508320750383253,,0.0473787541463057,0.07117766283101322
HMGB1,0.03327284169365033,0.038799137816532145,-0.015758931465596898,-0.02078167119071584,0.019657727881226446,0.070120571289052,-0.030256106647870925,-0.04821208967179157,0.05482625627154358,-0.05499232020206132,-0.009307156106897077,0.03984579608759468,-0.02373213771110368
ITGB3BP,0.01617785892852757,0.014197687434299498,0.024283168196206018,0.03537196100433652,0.02374087600889938,0.0747705305022614,0.0676106662823158,0.03620831307137357,0.027373259444465378,-0.01021275444652142,0.1011123438073516,0.003195122425066407,0.03201551150413895
AANAT,0.012066669277633191,,0.008593017873320234,-0.0148414300865505,0.006864370003647591,,0.08892246265831202,,0.1537345576889128,-0.015632249797791056,0.12228788966733087,0.049644346360546286,-0.024135531775805186
RELN,-0.006974127793877994,-0.022058576311474832,0.0033485960314254774,-0.0326760382210648,-0.00016715053557131334,,0.05979202739244879,,,,0.0331277443237087,,0.01649889986449102
IL15,-0.016960060937896246,0.08541593263693069,0.11226906510383675,0.06851167683943675,-0.029894516814328566,0.018028235611731277,0.013875771556151117,0.04989297610454996,-0.006559375974109151,-0.01346090900782384,0.01630273821663959,0.04759417952566322,-0.0077069167084863
UTS2,,,,,,,,-0.05017955638794838,0.020888850588379134,0.1148121223924209,,,
BSG,0.027356578819504835,0.04582335154857009,0.017170610671461566,0.0734359604068787,0.008745692374352274,0.008560262865469405,0.04174526107458715,-0.047214434559401566,-0.1492917148000131,-0.023257071974714792,0.1042719161736114,0.03843829662833205,-0.018315626870856402
ADAMTS3,0.04861992473569487,0.015626574348961825,-0.008125868601305975,0.004902364479751059,-0.018411964204235052,0.012558443120550997,0.008266488961564676,0.023263635229477865,0.14214967861689726,0.012349584241582202,-0.015172835249360323,0.07015954456556522,-0.020191598175320805
CD34,0.08737837330759415,-0.04106987077915401,-0.03222139206863471,0.03707930793598595,0.0064179801312712085,0.08194887995031427,-0.03271604324914975,-0.047739894580304316,0.11559274866053283,0.028930072512147655,0.07935697609315277,-0.030670315253088092,0.059463473661546674
CCL23,,,,,,,,0.012895715645308318,,,,,
PLAT,0.05449097686647609,-0.018995684938594406,-0.021504920685723867,0.07075676475857763,0.02512276286447127,0.02048816262449553,-0.014345880999230806,-0.051421695011695204,0.16511920949642575,0.04257172536875804,-0.00798370720422753,0.015117806928936535,0.033823208854927476
NTF3,,,,,-0.02245208172331217,0.0764045584781329,,,,0.023377763987499717,,,
LTA,,-0.012055897725588065,0.0007718999979052369,-0.014293843892257687,,,0.03125122016222207,,,,,-0.032047486584139084,
CKLF,0.021268084634315603,0.045577144292817444,-0.016499324039771692,0.016924334953698286,-0.03369418613483885,0.052919309037868324,0.08344197189546333,-0.00459111797549427,0.06053690009933288,0.029770092167569935,-0.011919609134912204,0.04808668634019501,0.014475061688531056
APELA,,,,,,-0.03241346896130855,,,,,,,
CD24,0.06093099263524959,0.004406659473206504,-0.01987750301816511,-0.009578026792096706,-0.04646194304297118,0.08422043318741393,0.042980314753928626,0.06278811556149042,0.11935198894599147,-0.0082753263037482,0.00272761791162195,0.02229128498306044,0.025437968487388125
HSP90AA1,-0.08551902363298625,-0.036503593392608044,0.023821684975153575,0.058610160241139325,0.060958937935423806,0.0007325634048308147,-0.07008036117757359,-0.07554769392404846,-0.1309583556657363,-0.03541958163553369,-0.03356050542438716,0.010538407001883215,-0.07636759724757598
BMP4,-0.01871444639737824,-0.012779958305916658,-0.007255104127860177,-0.04099889518229404,-0.026314607396435045,-0.040514681523959956,-0.014767757105462569,-0.03267838395897912,0.0749852516221549,0.022868228839617,0.006712333199442997,0.02128456547723725,0.0890326770980135
SCGB3A1,,,,,-0.011732188205635397,-0.014005061753898828,-0.022112206579812697,-0.039989234148527716,0.12694885707435546,0.0905983991057955,,0.054202598680474695,-0.048500491028995465
IGFBP4,0.10130558749753861,-0.04341925198910795,0.00878028434052876,0.007598583416628663,0.02329179552348219,0.02956512097852184,0.06664532626790481,0.07385815983466455,0.09845891706805486,0.04579206434545912,0.008917765701132372,0.015483881383212094,-0.008093973067563789
RSPO4,0.003722960112955668,-0.019489735583127124,-0.025331780324448865,-0.00014288762467326227,-0.011732186489537472,,0.04582894968927601,,,,,0.0072772759813259395,0.0029816145446458515
LEFTY2,-0.032308564201993316,0.014588029774365987,-0.03697823027761975,0.0016259442869594283,-0.012864485973571269,-0.019881012316560902,-0.02098397313805703,0.05000475508419255,0.15482159814731916,-0.015126273388823613,0.006741441028142887,0.0022084281674723855,-0.019537095156297993
PF4,,-0.010966477549302144,0.09230283480907017,,,,,,,,,-0.00529324170548668,-0.02384063476953424
ANGPTL2,0.006150621438232075,0.003002290241063223,-0.012311554066311197,-0.02759235380673559,-0.004046206063371413,-0.013149862614817258,0.13139129050121923,0.04211640746776491,0.1148227739658004,0.0525658134626434,-0.009239550453616966,0.028899766217328867,0.025952449089304934
LRIG2,0.11100235292746125,-0.036958667605264735,-0.040267405819899106,0.020557107530937774,0.03328459482247861,0.022305722289943503,0.06383988446343479,0.08151199361957927,-0.07924720822005236,0.036687677368576865,0.00987214624404367,0.04049570824234259,0.08186404202044452
ICOSLG,-0.01649042157923116,-0.007775116603057035,-0.006513498415910795,0.022937144124807723,-0.022265499066322206,0.02318354678426703,0.010724831576931703,0.1053028612352846,0.06650797349517384,0.0809598956243897,0.0049448918379711975,0.05545085528150749,0.025899229890607518
WIF1,-0.07042869192292067,,,-0.012828818260824194,-0.008307494365318368,,-0.05379952644910646,,,,,,0.04256746044217715
NPPC,0.07166608343730882,,-0.01747598679992446,-0.025024948239792948,-0.016304868105249407,,0.17787771656899445,-0.028630114089712853,-0.04488325099556894,0.08811159274956641,0.08960044360226133,,-0.04024592865758093
LYZ,-0.06621461086977863,-0.06400949876345821,0.06703433613599895,0.009235332189946896,-0.000691486911662877,0.01193573009269888,-0.0018705473309140962,-0.009287450243918475,0.03863941067198908,0.027461064063950658,0.025470340949497468,-0.0018706134299863349,0.0015786013148205813
EREG,,,,,,0.0453289206981546,,,,0.05525073474721577,,0.06256758259635546,0.009097097741392602
SPTAN1,-0.030072308800469943,-0.015354223464083204,-0.027656652106112036,-0.03886494116016816,-0.02448369332976565,0.02505326301066938,-0.021744191050806726,-0.02994496428779517,0.06941070714056864,0.003067021202918815,0.019770656659231133,0.09517989712542858,0.020686744181086434
LIPC,0.03979551245855202,-0.01650513481041437,0.03655105084392881,-0.013082931553846894,,-0.01582072825261457,0.019043000552212357,-0.030359305295680993,0.0019367788924724834,,-0.025930661719771503,-0.008003061667991552,-0.023797782471694104
COL8A1,0.05389689270655132,0.06742141333334338,0.011517959348396238,-0.008612444734769324,0.022454211197135504,-0.05360609892834785,0.03652091354248174,-0.00526685791706782,0.10982878928882639,0.0710040083506938,0.03890931892409027,-0.027483699930376002,0.09147792264396354
GSTM2,-0.014489067296953923,-0.024030384736872582,0.02613868760394558,-0.018048458717539385,0.08432313153104948,-0.03377096182005484,0.09665393756795712,-0.05960853458540747,0.006452484643220549,0.0028014725091329313,0.05759610753886271,0.034696875190977375,0.051249594920130266
IL4,,,,,,,,,0.16710772552787978,,,,
SPX,0.024383065225752162,0.041088057301441605,-0.03317440808486193,-0.02767724236895612,0.032182199641690584,,-0.07081507851281131,-0.03795470826439655,,-0.017965889387157014,0.021759792710293897,0.05395218015884588,0.01540060542490016
MFGE8,-0.026681329529687207,-0.0014011420064986584,-0.04047596914825813,0.007773293802824298,-0.02102395291613943,-0.04279563909587661,0.0694412336934166,0.01032017862514039,0.13180959850902368,0.026414930498739067,0.07587871545499403,-0.006875888842084256,0.02546654890672581
TGFA,0.02958099680732021,0.008163033559073938,-0.014109143109250979,0.07836575053058893,-0.0391505273865228,-0.018241783561681834,0.04714613403469799,0.013256722257613845,-0.12836496789868485,0.00777626983286086,-0.0001683309647767229,0.08729666115075418,0.09000243364291104
SLIT2,-0.025192782292877865,-0.02859474864671745,0.06891348436812736,-0.028695043262367086,-0.02274124142782104,0.023750184436596235,0.01327402276236933,0.0036762542103959757,-0.005499445006125318,0.03955345847434207,-0.0011815418649400245,0.026558989452662208,-0.0160388570700847
PLTP,-0.04230194604925364,0.003565728412945429,0.0031341513224749096,-0.019350916884888703,-0.036682296427983006,0.05184200768131125,0.04544232074403665,-0.07302924757883282,0.029909090653389304,-0.040852359543414256,0.03177506428261842,0.054827803333540495,0.042777335008155705
APOD,-0.08273405399332193,0.03293670176136223,-0.03726841482106788,0.025655449313893283,0.03687414613208182,-0.009329455419367914,-0.10335787415054148,0.03735655683471058,-0.02727606252391359,0.012696564941126715,0.02193063818222876,-0.00027427394759603816,-0.0031977773029754717
B2M,0.0355223216713764,0.0076415438501854695,-0.006118308810640521,-0.0322735417411376,0.009566442705526024,0.05447807067453619,0.01462573534947466,0.09370920607905177,0.16938429272481811,0.053860219572680966,0.05553648341535168,-0.028377444249989576,-0.010736615887176691
OMG,-0.03123920721019368,-0.0032628248739585896,-0.03624774841779001,-0.04729740279716611,0.04599821235263005,-0.014722922033070228,-0.06823496593148523,0.034285845895765464,0.23557302386229045,0.02541828176543824,-0.023554309799198602,0.11027497577107132,-0.03233526571143844
CXCL3,-0.002968447584723799,0.0055828974637675294,0.07137521678287471,0.0486213811751265,-0.012550959633083362,0.01604628582671517,-0.022821861226146985,-0.029506203673956604,-0.08746563068142386,-0.00037207153464175705,0.1103268672648902,0.04152647343321794,-0.07008118404348362
CXCL10,0.04665887927135436,-0.0023329100137835265,0.02892455806543109,0.012414649042545193,-0.019065826308735066,-0.020061489506341026,-0.01771530408227676,0.041816099813235905,-0.03911791819495165,-0.018400355079893318,-0.03927037114796303,0.08432829256124277,0.0336562901116899
RSPO3,,,-0.013082993497314819,0.00851053015907501,0.016540508892646136,,-0.023848405133034583,,,0.006330070327211575,,0.06672939563858962,0.05090855641859573
CORT,0.011004329504602941,-0.0195854344553293,-0.0191550386967122,0.09929123720750985,-0.02659747154823842,,0.00676043782841595,,,0.0015607963567231282,,,
NCAN,0.11612250864623123,-0.01988984258637378,-0.06773598006903163,0.01590529410054017,-0.013277640532255941,,0.029582248137255136,0.022762976841334603,0.08089621705044127,0.04332699866056007,0.007860460817504833,0.11361231771632914,0.02246908636815625
PRG4,0.08423333597539763,,-0.012912350378050925,-0.021245592418013777,,,0.021443213723938745,,,-0.01951668470683363,,0.024543464452130345,0.042481365875627446
ZG16B,,-0.013196373364018434,-0.014986361790835987,-0.011357756545850991,,-0.02622666595530297,,,,,,-0.013615666676570284,-0.02033850654942519
TGM2,-0.010581015951452657,0.01381014907031122,0.023228190402407745,0.023746188082298194,0.00943449826720578,-0.03447012198405675,-0.032092992240186,0.055411067253795576,-0.13583034809737587,0.0022267599383367057,0.04404613004208009,0.015991714705361884,0.031014454956149656
VEGFC,-0.04488891537742786,-0.01694465158546525,0.015270837966718638,-0.011810124534792011,0.019121309316742396,0.012496430736642129,-0.004552165279186587,0.02029117718845882,0.10400739971120883,-0.0032336646029554094,0.062224183047841844,-0.02686380919346925,0.011398076725434206
WNT6,0.06189003795234915,-0.012203962812672341,-0.01785944320406149,0.01966845475194911,,0.0762937734532105,-0.02483446693990417,,-0.05472633672584101,-0.02660048728782181,,0.08856484331449124,-0.021015779257833
NRG4,-0.042427077874164894,,-0.0157149210968299,0.02979266484229061,-0.019346563171082534,,-0.012311159997727002,,,,-0.03087355193524385,-0.003782265481353724,-0.03160450862606789
PMCH,,,-0.021774554182656954,-0.01662460983144553,,,,,,-0.01811173930231118,,-0.01332402150125973,-0.0004227514281404483
COL9A1,0.007912189853418985,0.026540952361044305,-0.01641308812070488,0.01767997593207334,-0.024852448532991688,,-0.037826718490770427,0.006604363925634968,-0.046834682631321796,0.014705337804290708,0.0032483599504782665,0.13334268904090402,0.08367591568476966
GDF11,0.036829327117967145,0.039507729562419484,-0.0025397871667300906,0.03462801234721427,-0.004873049779012499,-0.03191387307104418,0.07007175912331282,-0.009679465458014562,-0.08409591296909114,0.013022453131799422,-0.0026991956899277327,0.04720813123223569,0.009865749527581602
RAET1E,,,,,,,,,,,,0.04161933199979571,
IL24,,,,,,-0.01653844576814548,,,,-0.013503676386483532,,,0.08009373014405474
SORBS1,0.019077497307338074,0.010465685006865831,0.036993264020479394,-0.011018250761392342,-0.01697120917561902,0.09012851902747787,-0.017647055954888212,-0.01769218551621134,0.03383384299572346,0.03784241362278713,-0.048869317199733364,0.035653870070139954,0.02172337522229876
DLL1,-0.042740811169200234,0.05896371973646989,-0.0171302817247699,-0.01853335656438755,-0.03686480222723406,0.05489964612616893,0.07277139096968761,0.06734651431858388,0.08275397973354942,0.0444117986181892,-0.018230840289029493,0.12573207349986695,-0.0611692142168063
TLN1,0.07553803874652142,-0.006564029605968181,-0.06751876704230773,0.014039305165273297,-0.00678579560766116,0.0433269312289873,0.06176399376378449,0.03276601564214194,-0.012309326533465932,-0.02487701441069119,0.02467461249274062,-0.009842271667832494,0.007720219968331811
COL2A1,-0.04342690810554321,,,,,,-0.02316887454148777,,,-0.02952080681076066,,0.018457826154907816,0.04315192069063501
SHH,,,-0.01341805207080558,0.04493543723049761,-0.013470644406858688,,-0.022112204647068187,0.019759773723320762,-0.09667742330133422,0.030245190575472845,-0.036720736604238545,0.05384635905056937,-0.02328962411942717
PON2,0.11248357936936235,-0.02283937349286755,-0.054313431423070886,0.04048265480595883,-0.017761623151383195,0.050230387455861114,0.03493359263784721,0.03366524654322394,0.20033150199541042,0.03989303710057833,0.02468279868256448,0.028486761863139504,0.0637063497906864
ICAM5,-0.04914392624733697,-0.01570924095177265,0.006312742016852707,0.03653568213823687,0.04182062936458736,-0.015655670977290474,-0.0276258931838137,,,-0.03774648992345755,,0.0794960413740214,0.011180223629133089
HPX,-0.026569323196356704,,0.04019479238792055,-0.022288893291671212,-0.011732187009567066,0.05977134364578117,0.04320753843971033,-0.002942764470126545,0.05176238041291468,-0.008028993608671983,-0.04139349976575203,0.024338722506467906,0.03871945276292788
SFRP2,-0.004082170342852211,,0.060944684134559175,0.011469717136829843,0.04835938214694139,-0.016321985123252118,0.06203614078679493,0.04464801162939879,-0.01852722350013511,-0.008810893979329586,-0.009906946549300695,-0.027379164028001415,0.07345876545208485
CFC1,,,,-0.014293844756108513,,,,,,,,,0.00944961009204209
CD70,,,-0.025974554161237104,0.014657184768742676,,-0.03018475452466539,,,,0.0631535078679863,,0.06454697024709802,0.017200447359245224
HP,-0.0345959215611833,,0.01423348515542038,-0.028040671423642433,0.01862979752015483,,0.05169558176929409,0.10219518940122474,0.01282305167555147,0.0309456102458014,0.011493835982479137,-0.03416465294607099,-0.009773699635647008
CXCL2,-0.0009601205173585144,-0.03097898668234324,0.01882906989959837,0.08531794219720792,0.035297883711065986,0.04185375802689746,-0.04376536754312375,-0.038101338335142614,-0.007083232172778061,0.006219994730375186,-0.01569595471278826,0.013280951115308056,0.03543320833258973
NPPB,,,-0.013593603944180303,-0.012516271780360452,,,-0.02845543728037137,,,-0.03557714661328221,,0.014828055145159565,
CCK,-0.11500014324792317,-0.011785320013208665,0.017955779906356877,-0.031975732421931316,0.04086687759400003,,-0.08540216294545044,-0.030359329799796463,,-0.009510706121086026,0.003115291857463566,0.026568451941988643,-0.049795500544843684
SEMA6A,0.12505645653953507,-0.024829316540704575,-0.03344395933046232,-0.025740961851001488,0.01618872752650703,0.08161141043243163,0.05437193485952224,-0.026455775487064404,0.14258583030315952,0.03837560114334832,-0.06986020226246856,0.08258196247600114,0.004642834418521834
IRAK4,0.04578276750731387,0.0055507626141817965,0.022909728255681012,0.023492219040140247,0.007386847765064873,-0.025403527367666996,0.06128437414108481,-0.06568607098963772,-0.06454263272531245,-0.021051165350470732,-0.02396664997558291,0.06458915327687954,0.06298757595758112
GSTP1,-0.02016773387568961,-0.006346263199093016,0.03245961996544768,0.060532597061276956,-0.05214417752651011,0.029166395837369453,0.04951001062825784,0.06897420304589733,0.07714138457747857,-0.03229110582340944,-0.028837825476318683,0.05440186966808122,0.062240914094884504
VCAM1,0.02723450322782638,0.0421866387070791,0.017682858377878023,0.016192776683433243,0.016393192086943172,-0.021896239430420784,-0.016887437322236992,0.10437474367192565,-0.11137100619719129,0.07142552973810085,-0.0051762432220048655,0.11676512971352984,-0.011725327367829013
NXPH3,0.01665206506085895,0.034476461229729714,-0.04336070017174863,0.023229030084432417,-0.015052369870655414,0.042807361713117005,0.01370074001643283,0.06729755846202103,-0.05747687709346854,0.02953681419410846,0.0013607250614473272,0.056199226085918964,0.0015239575709545376
MTMR4,0.03643616942979876,-0.021483964403012815,0.03257669898373601,0.00889302390249003,-0.005264138463147212,-0.0027315171099831902,-0.0017929029236798473,0.008702340011926653,-0.08342580482981751,-0.009529634436152451,0.061557254462684556,0.026490303330521082,0.03356252262215696
LAMC2,0.026193419852946497,,-0.029991702133963644,-0.015756589803810464,,0.009184706525474656,,,,-0.016601538277739834,-0.02984995231721035,0.04346447316143977,0.055589351303762365
IL10,0.11935595825457995,-0.017480000604705042,-0.02442364273755056,0.011859355932326746,,0.06695352990552142,0.029620192254532565,0.119669708153432,-0.042740321193551666,0.10560811909220479,0.06041413076348224,0.018482055624440948,-0.03262999093815364
SEMA4D,-0.04473493370069198,0.009907470314163287,0.012237885763620483,0.01650794209215887,-0.036406077413183635,0.026231114339513965,-0.016019966914007325,0.0015019715508929343,0.06921180968551205,0.0010939589260391862,-0.052160292227333926,0.050163474356302376,-0.033915910355351464
TRH,-0.03955454697920394,,-0.012419451886439996,-0.012042015612064607,,,0.025564165124798824,0.03021049053592696,0.009411351948141265,0.028115340474986046,0.02936049155841415,-0.010301115528855556,-0.024055493013235923
SEMA6D,0.05644525359882773,0.04398330009745483,-0.02739824926104311,0.011469911999359554,0.03688524500575298,0.011913791607128061,0.05365031574967618,-0.030204156448835215,0.02987658032740926,0.003725514211617566,0.02902699950817428,0.0765686283378497,0.04744458670477776
CEL,,,,,,,,,-0.055279694931734076,-0.02044925379115994,0.030727073025386215,0.04243004946302738,0.0005368645890559524
PDCD1LG2,0.04369995634535015,-0.0197944390365462,0.014979612357734687,0.01826978693731875,-0.016658062447225248,0.05428854273249608,0.12934459400790443,-0.018522784493673405,0.045476554194209144,-0.006628203228957032,0.028554929146660798,0.044403484283145715,-0.02901494200518844
SPINT1,-0.009674805494164324,0.022836144468051427,-0.037391219801244914,0.015111741650317442,-0.004476028032300412,-0.0265338125047972,0.05347576839148328,-0.06275410576170397,0.05452817617358561,0.010943356037568151,0.00810781633992828,0.06282306022364124,-0.012047054239076236
CTHRC1,-0.013457632314607717,-0.01830732140456084,-0.02689779568594642,0.010220112392641477,-0.011570208090404295,0.02385506182198595,0.02025438818242873,-0.005024051990115897,0.0687893136610245,0.0115183441900785,0.05673782856997617,0.007497856879855087,-0.0199327735669433
PODXL,0.030693813392683792,-0.06040698686515233,-0.0014623817563914287,0.026457940351327352,-0.0028561529012305475,0.0330090011579263,0.03195792735219092,0.08780153540203381,0.0929520447263607,0.04723909611317092,-0.0074973905320523705,0.06787909767286995,0.024740797904257223
JAM3,0.09007142613737282,0.030511827029896084,-0.004897080824740794,0.02455834143969732,0.031040777001007484,0.0061733164902618735,0.06157370872974859,0.02745750590956996,0.026386502050035038,-0.0019367901610129505,-0.03476634528203371,0.011279816892854289,-0.03866821997897944
TGFB2,0.05965902581540262,-0.0026136818246615674,0.015752440582459948,-0.04605384469090605,0.013079304794655336,0.06210992647844722,0.0362407740510979,0.01878254836832273,0.04462202641666939,0.04639233817728335,0.023965363539860538,-0.01441841925127275,0.034711695586833714
