,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CXCL8,0.10195893721767722,-0.053027209285266275,0.025381617025381782,0.06976802105953485,0.04933783649339104,0.03973121442933806,0.1869827980791061,0.03757144353673801,,0.07374254427429405,-0.011404355622989429,-0.08573972443244363,-0.01945484669651007,0.027722462015155328,0.00841903907430679,0.14534505971324338,-0.03202850100795612
GRN,0.0630930109317786,0.07806730492797403,0.03156998557415222,0.056605087695643735,0.017247919702061673,0.1061614608315443,0.24863743234245153,0.038466504428914305,0.0842455114122106,0.032521692104551435,0.07283190282986858,0.1339133394642621,-0.04567580552887957,0.15372654460846663,0.1087956718185276,0.0676586038275923,0.062263281138119374
MIA,-0.010204228166165726,-0.019615421083983783,-0.02077822879304005,-0.028371954644829625,-0.019205991205208117,0.024709885221509076,,0.05086282287521337,0.11127179462468585,-0.010919270275096515,0.013553706348802541,0.09135645869282653,-0.013353647937767077,0.06621221059015239,-0.07957085501885432,0.025460595317529894,
COL4A4,0.012628504601046737,0.07043948821873235,-0.026610507010638784,-0.007416021117713864,-0.024818026832607764,-0.07792361207142684,,,,0.0727602354654592,-0.016826951166088774,-0.04513430169540594,-0.025492436289535694,0.012566096802386907,0.07063363352392091,0.11989142255804097,
TAC1,0.05032932660245669,-0.04350626929997567,0.04309414952392796,-0.03720569023378897,-0.027491843287325905,-0.12196010628006994,-0.11412951360612492,,,,,,,-0.06680429671845296,0.01570502344598005,0.0016531763240277015,-0.0013858007411971236
RARRES2,0.07348950858640507,-0.03983262301798506,0.04830422937277665,0.06308340590146612,-0.024213683138379866,0.08126193379002314,0.09208628866713008,-0.108302899979194,-0.08158883464400052,0.07629964762375624,-0.022917745246938678,0.04232384131552697,0.0005473207042598191,0.12017155515297541,0.03512390297164144,0.05578547372248031,0.1914884481505685
FGF7,-0.03072335896565054,,0.010060899589671317,0.005234923987285777,-0.012940580112186247,-0.0051463865165035086,0.009212982151585614,0.026615080396217124,-0.033941003776259485,0.00242060178241523,-0.031500545663911285,0.05268605100243834,-0.031208549550452568,-0.049313227916458514,-0.06429100643286523,0.048228832773748564,0.028363152094810627
EFNA2,,,,,,,,,,,,0.006123625755215387,,,,,
HBEGF,0.03438671262261061,0.04593579255884606,0.035632087319153634,0.10105964750570853,0.0038716362454742493,0.14927991374579913,0.1508254077563133,0.17605029108846118,0.011994163361891876,-0.055129412028715255,-0.01068261241195484,-0.01355343475563124,0.07983525625886,0.1078328095125963,0.027877171470105034,0.12263979875566129,0.07480720277598106
CSF3,0.07882251260618887,,,-0.026267299508088114,0.12591833497666843,0.03681732856243486,,0.03983638997663836,,,0.038744551806131344,-0.021219576248690936,,-0.018100273240355003,-0.0320397556083273,0.041796554271345134,
PI3,-0.0025293849247746405,-0.020446232742181596,,0.06297583170066985,0.0872046696102696,0.0580339232747329,,,,,0.008033379008345715,-0.03304094876510459,-0.026726324085855277,0.12873206794363368,-0.02049105015351741,0.009456991623748183,
PCSK1N,-0.004823221994488832,-0.04468892675361411,-0.07529959417293851,-0.06476392818191909,-0.03228656130179881,-0.07547733476439558,-0.18050588027830236,0.09689074246634319,0.052630270975198956,-0.06565369040302489,-0.10592987654637012,0.05064170599617548,0.06779417912919751,-0.05124774232740513,-0.06497313517742691,-0.08702268463633589,-0.07087213864760966
NTS,,,,,,0.19341012085265233,0.022273101648899667,,,,-0.08398596382051164,-0.049876803036678616,,-0.04190163461810597,-0.0037013696541364355,,
SFRP1,0.12387152855524261,0.03597326086861782,-0.0006898121551695836,,-0.012085127869572252,-0.02225668396636469,0.09681746188788094,0.07585120831778422,0.06373644154869382,-0.04929712976230473,-0.0289944944610689,-0.0135512953772539,0.057588179253914996,-0.01857164124741679,0.06626180952341951,0.11765627914240903,-0.014536463321591754
CXCL13,,,-0.010107449203521612,-0.01907316746309443,,-0.04061411408816189,,0.08068222736084107,,,0.0647598441735342,0.0007134408169836193,,0.0014420265046319323,,0.19265253923046097,
MICA,0.08329810630319441,-0.01892488263436342,0.018377104046662533,-0.0012075924186011164,-0.0001341451979946101,0.0074332086089549925,0.10315098614543938,0.06610424442793328,-0.05291889917353735,0.05624645773753505,-0.018246849619578256,0.12323490938136891,0.03337697971980937,-0.01967231239550561,0.06775609522747897,-0.006161169259460042,-0.003741888783030861
TG,0.03395031070955959,-0.030605100709497294,-0.033709444204617085,,-0.013041767669360734,-0.00010307788044128776,,0.05197189786267026,-0.03041933292914094,-0.036129867299843015,0.0675759977910599,-0.021085724767745114,,0.03767738152122942,0.051936908106275936,0.0431626581560431,
ADA,-0.05127028709565199,0.01915963871108634,0.0050425070215102796,0.015630724840227234,0.04419883709489057,0.024761744500691688,0.19946724036068536,0.14737377196269622,0.03933978817023898,0.018628007265435047,0.05278352267262254,0.12337346426960898,-0.07329562950714363,0.08430433327778497,0.14089487982611426,0.06202657056463629,0.019744483571645804
LAMC3,0.034844670436883725,0.08652467070834756,0.03623711330588786,0.045958592740076666,0.03995794557394196,0.12952062710879986,0.12337395203206679,0.11223887515445163,0.10156794129126911,0.13335553006895415,0.10103951880256823,0.11625263696671286,-0.050817726852139915,0.13434804806085252,0.0992443301258112,0.050593413108300234,-0.01681514392653432
CCL7,,-0.012362176867884314,,,0.11111592235921063,0.0610020662379797,,,,,0.06966780627342295,,,,-0.033574558113740785,0.041268798275193884,
NGF,0.06952150566792623,0.045675418926974756,,,-0.021604653262025323,0.03050639944657355,-0.046298935660057716,0.07040978521592954,,0.01122306982325709,0.018326062248484216,0.0005784151681450805,,0.05424067773140181,0.09759569738048887,0.08824609514161195,
TNFSF15,-0.030997957627873822,,,,-0.010499849973689822,0.03061414572150131,,-0.003443476545230037,-0.028038924527824683,0.15998113394028857,0.042381900267216964,,,-0.009600988237493452,0.020689862674784117,0.06478402797538015,
HMGB1,-0.05977880898334956,-0.011606777414956047,0.05066952289871755,0.0015862711322774602,-0.07445457597223856,-0.06316255176454334,0.07219346306863453,0.1725080768155771,0.018094905977754313,-0.04949936713428532,0.0859560092017263,0.035035251592675266,0.03747726348188542,0.04452626912005091,-0.07827073662196626,-0.1037094517158752,-0.08942888951421755
ITGB3BP,-0.021655689009675468,0.022992971439474277,-0.049202385829892704,-0.003381940032882262,-0.04628880721187213,-0.013474693544082874,0.07964391805783147,0.12245870457962989,-0.05875967943530884,-0.010440383876499728,0.023268803823739446,0.03510572683201523,0.005450640185511761,0.03486859400747545,0.05408003398072574,-0.02353509475164845,0.07575890147170569
AANAT,0.0061629420276002435,-0.017935637861401236,,,-0.009553790639154635,-0.0027569798990692606,0.04415836848738221,,,-0.02311140533944166,-0.02828247021143365,0.09197186638798673,-0.038909075375351716,,-0.011702692960205542,-0.0483031005246691,
RELN,-0.015586166547634743,0.014753678733197165,0.033973709492233266,-0.02958099269452019,0.05233467849194129,0.016212265042231697,-0.06873021342829241,,,,,,-0.02813655703589219,0.005225581208605191,,0.02175681225600448,0.09447602083287314
IL15,0.06499089109190641,-0.009432752275899754,0.03209264582657157,,0.03328043930042842,-0.005786187283765513,-0.018755346234252568,0.006895631683331298,-0.03239040492664581,0.034830870745309224,0.05716556347530349,0.04762211916463713,0.059980539118705455,0.02077127984444718,0.09705061125128386,0.04775068458958183,
UTS2,,,,,,,,,0.07491170267220988,,-0.0403095059752482,,,,,,
BSG,0.03301989636744336,0.033988720858286456,-0.00832332387830871,0.11937664428516914,0.010053815611649745,-0.04479113057705099,-0.08983529941840519,-0.10893693914188178,-0.0033102815717660824,-0.045053026632997,0.06984626087118624,0.042074975215202766,-0.0693426268587893,0.09923171420062392,-0.05614029774063549,0.044310988500229964,0.007546669711265506
ADAMTS3,-0.08218511838274141,0.04654128496870787,-0.011438812664594815,,-0.013683435461390172,-0.026420539266109235,-0.007522562820953993,0.06014543747579371,-0.0029815724567498736,-0.02767355505538828,0.005555154638283125,0.016724255447656072,0.003365090481076479,-0.012793384104610213,-0.002905439990155299,0.10240264774034494,
CD34,-0.01703972818563244,0.059401482428433156,0.023019087676577222,0.038079194804125756,-0.03825829202479985,0.09869122586329387,0.07872912535036132,0.15233081194675058,0.013769683359524457,0.01362523850290129,0.0806993207606622,0.12847877590700915,0.00127856121918047,0.09545789198449166,0.06985836424110886,0.03624299928160561,0.08820566151124468
CCL23,,,,,,,,,0.028621970494847413,,,,,,,,
PLAT,-0.0062393766993310016,0.10002251337106818,0.03273711224600453,-0.0014638634748238343,-0.05242621971835647,0.07342455640070543,0.07974069389933587,0.03240144323988931,0.07781398430688558,0.05289779094342944,-0.057704454452231144,0.013573569485626451,-0.0466977638498208,0.04854059448305287,0.06261530525462046,0.04935024682168134,0.16873202585216568
NTF3,,,,,,,,-0.011728868300858595,,,-0.0807022183684801,0.06888339495823073,,-0.050479478398973536,,,
LTA,,,-0.011175542233556702,,-0.012085127304210975,,,,,,,,,,0.033518809905733464,,
CKLF,0.02332423409768724,0.007031721109192076,-0.001977788312670727,0.0468274203989182,0.02501452056235448,0.11261323704403732,0.18615679088150294,0.14634157658217822,0.049699345739736125,0.03407613625193957,0.12065967873523303,0.09049941650572287,-0.008433115589394802,0.05713184038558112,-0.06008495128819664,-0.048553999986555504,0.0687118042989286
APELA,,,,,,,,0.00323513917845897,,,,,,,,,
CD24,0.0005063412655516191,0.012963409743128741,0.03465258638619694,-0.010592647045075388,0.018825304645040473,-0.029141250239316536,0.1626152477643817,0.156556653536336,0.026523562773618104,0.05484069444395799,-0.001525292375855978,-0.07669238377116472,-0.030498021916237586,-0.11989720233753874,0.012813378438385547,0.03215962661897148,-0.06142119477208178
HSP90AA1,0.06125450707779079,-0.03858134529608363,0.09220816796254988,0.0891772048030131,-0.05181939161295435,-0.03628319226861465,-0.2251791412824315,-0.023849994146584612,-0.006282968722237468,-0.04661427797206564,-0.13238354216901657,-0.1326954380933131,0.037684212012076994,-0.012478812167801997,-0.03024873191174896,-0.0678803602684166,0.06442562954956142
BMP4,-0.054228290163006745,-0.0026995866954502706,-0.026278886290292472,0.007835998887636874,0.052146972050394036,0.07930657815617129,-0.017081325464988303,-0.02382284873284488,0.05365794117251629,0.03176192187976748,0.00738544932504463,0.06366734236665857,-0.06881633592057199,0.07009799229239046,0.10293473649137592,0.012789025439782628,
SCGB3A1,,-0.012362175631683145,,-0.028077145590445482,,0.002563064297381966,0.04480244819645732,-0.016418734334447738,-0.03265104571153413,,0.03483286124905778,0.0873748320534765,,0.06943731606451371,0.00960710214937344,0.02886618045003705,
IGFBP4,0.07490600170085795,0.05889659185884552,0.04935889001031785,0.08770109206865977,0.04103527041281451,0.09608444211307952,0.23729962548719497,0.13487259622682682,-0.031230314485114086,0.09869344706858774,0.07434274842761056,0.1316042448742011,-0.04156625286976756,0.17675017102131335,0.19938580434564315,0.10032075136399465,-0.08269946166081439
RSPO4,-0.030609024381223964,,-0.00013256325000972984,,-0.018498404658259544,0.053440892311818616,,,,,,,,-0.006053576614243242,-0.008787914556280335,0.03739318707262001,
LEFTY2,-0.005779929955706937,0.004395934802727432,0.08077967674470296,-0.07309786196022915,0.019911689301737538,0.05223170401343494,0.019489868536940985,-0.02899623997653313,-0.0020372253052487878,0.06500240492793011,0.05410783539243274,0.148288110461591,-0.06423460251449256,-0.040941184385663146,0.060512231494533664,0.01291449819017638,
PF4,,-0.012823772798416375,-0.008487353677293622,,-0.00822677133043,,,,,,,-0.037523728967041085,,,0.023519157478847127,-0.03727482048482652,
ANGPTL2,-0.0727050888804412,0.027804792268113207,-0.0006875546867432328,0.0030856773952141654,0.0014235274715315384,0.01129980169441905,0.22948249726277972,-0.08500592665600361,0.010477233794656636,-0.0019083552670446737,0.06880978001873672,0.05142482736854378,-0.02038525687068714,0.008045531524676481,0.03065415421179296,0.02540639285784849,0.014140671225533094
LRIG2,-0.12866679917732285,0.06733612809431974,0.016318975184788663,0.11373829680120784,-0.05184527334111424,-0.03391811188537228,-0.02950663699963298,0.09357207803115651,-0.08035151469780205,0.026443579566623663,-0.006473546096336188,-0.006150531623630645,0.05562318721181636,0.009045419191559616,-0.009976347414151345,-0.014199332854115496,0.04131236236583305
ICOSLG,0.043759873071108304,-0.035775918418457064,0.03831089927189514,0.006261767504109148,-0.032387953139999086,0.02944047118908931,0.10532726066014256,0.0664885490623667,0.006701166069143456,-0.04061782142732713,0.03369289878291572,0.084991058207914,0.05280419052038329,0.08726928284034695,0.03930478363636681,0.032983722605113286,0.05491468539065801
WIF1,-0.044771949494195454,-0.023074297681727057,,0.028758208966008277,,-0.052700548429575146,-0.09526483770382026,,,,,,,-0.007605616177722626,,-0.034433438057006355,0.0753359490756995
NPPC,-0.05291725842469923,-0.028602067542736788,,-0.005774744751052358,0.03168175989622219,-0.008774227605919694,-0.08982148092804981,,-0.023376370760130404,0.12746641383903312,0.03656275777306241,-0.022318565974541165,0.02029086924215653,0.042685581630837785,,0.006924846847480078,0.029256929216354602
LYZ,0.17759451344421992,0.05659742008268071,0.07273037430217007,-0.05052499679742494,-0.002804767502000689,0.14582228048154505,0.2508397684468592,0.07060092820393439,0.00711782420044093,0.13851411776077233,-0.020148735555927673,0.16415353175669972,-0.010932232591492978,0.01234495373334793,0.14472428893512043,0.0970700045113377,-0.03372741321067141
EREG,,,,0.08220461737811617,,0.24547631891284502,0.016551636740558436,-0.0253148042652179,,,0.024334824402949717,0.11462643310702984,,0.057298894308591065,-0.007574967684248554,0.014744914798310355,
SPTAN1,-0.16191370699884644,0.029184572529758243,-0.02128840722280274,0.05029191905505824,-0.06581383279581247,-0.049293365825834365,-0.20523565327703755,0.08437079584944523,-0.006851063405295876,0.004476709221726619,-0.0027880611545403507,0.018031830762107872,-0.03286036361212069,-0.13167030936434046,-0.00014210743865484732,-0.0254853971927938,-0.0733709726113454
PTH2,,,,,,,,,,,,,,0.07348516417460478,,,
LIPC,-0.06419733073559067,0.005930342718669063,-0.005314935702401886,,0.06262452221673097,-0.047803642554675126,0.0016374607342249537,0.06712536042035727,-0.02478824828947607,-0.0061863292006133766,,,0.0007508980034174364,,0.021281372703502385,-0.018862312261384177,
COL8A1,-0.08730584245993421,0.05324676233270243,0.007898882968674916,-0.03279520282500984,0.01757573969823891,0.06718192872641544,0.18612764148322067,-0.20428871002868632,0.1597922601821258,0.09567669227490645,0.0636610596690145,0.1324709773237712,-0.0677157347015884,0.1129574370889431,0.037562039783315675,-0.005198550755328511,
GSTM2,0.02899590698107423,0.026666372356046148,-0.028617913398502736,-0.04370834766321977,-0.003364026055534039,0.01806913779576688,-0.005167191023658285,0.030956151058366268,-0.048670124071814924,-0.008047568750129911,0.018609665416719046,-0.01651574543923978,-0.005957539112088317,-0.04380645854044741,-0.05046969337672862,0.01733707481856065,
SPX,-0.061250991875826964,-0.025391733535681707,0.016776229033708477,,-0.024225443975594892,-0.06494626948782341,-0.12134669279944232,,-0.030989863669454137,-0.01185605125857222,0.03821568246826845,0.07937735002179352,0.0766425100402977,-0.06671658349380068,-0.04620661633692311,0.057236577830194445,0.055302683905930385
MFGE8,0.0562914249122251,0.03790684393203844,-0.0029049306741780203,-0.025147161428354124,0.030212958935388865,0.034880681111830014,0.030116776538037012,-0.02909508200606673,-0.06418485659798827,-0.01748841539355466,0.0632306482162864,0.0361857755416563,-0.09099930152189513,0.03532684920218239,0.1136908460468573,0.02738527382580285,-0.02456799025208953
TGFA,0.047308698231095986,-0.04408979185820397,0.032588637020092494,-0.002262184871514694,-0.009130112422716032,-0.07022202162377328,0.02095750206854333,0.09737493025214981,0.04372208484930204,0.019414852912799315,0.05963563094002056,-0.03707078859359964,0.05308999920435811,-0.07197697028864179,-0.014856288853366446,0.0368494945671472,0.09642314671044845
SLIT2,-0.02544011722053287,0.008621542015888023,-0.00891226426842377,-0.02086890516737351,-0.02799966478327313,0.011521549718677726,-0.14941929846475716,0.05017356711190347,0.027576831027885513,0.05907734821156697,-0.04949441109531155,0.04100709027519496,-0.044560989389203415,0.0754576317000786,0.07686571933388722,0.03955586109897088,0.014286936013432778
PLTP,0.013473921944887633,0.007724318544079809,0.008840399570715042,0.03687128893964633,0.013228418590560058,0.19797158884802418,0.3409041095091408,0.1228681754671665,-0.05650970267294019,0.1249939808151568,0.05979565719262628,0.16911730621297974,-0.04706140762135399,0.2160051202095975,0.09530117612498279,0.0376710060537039,0.06003626964485789
APOD,0.0812633415619808,0.083552800813861,0.0016327208787726211,-0.05757859635686797,0.02811844035758426,-0.10416038884261765,0.15524299460301588,0.0640923127713037,0.03146728506777661,-0.06426245307407479,0.05249327381678776,0.02448787775970362,0.03896687280930321,0.123482253012611,0.08018739125156489,0.03804043459287235,0.130516476620579
B2M,-0.00561640908394208,0.015702886291709857,-0.01852880547714058,0.002907940465937283,0.026475609961901864,0.15196583411534456,0.379075120079451,0.17713259078334403,0.07097448974134503,0.15495909115044157,0.11389233846547935,0.24952894818777818,-0.08438183822897787,0.19883702881182563,0.13322939805876374,0.030290554249469543,0.12577496387426398
OMG,-0.10352513126076379,0.01892799332975492,-0.008656076985325846,0.010434441306484937,-0.03069073512981659,-0.12261289958730863,-0.10041050742093852,-0.009273236473761699,-0.03015363553104658,-0.13804758458443941,0.08200560894274539,0.057361328985153615,0.07210344274369816,-0.06846394601227176,-0.03261824914322036,-0.044548574495183645,0.07282906707546961
CXCL3,-0.01701486002377131,-0.03166792084371189,-0.004200228731833837,-0.007567625019443543,0.07456382337474184,0.0845269238496547,0.1369916038307315,0.20844706183671638,-0.024091694313372165,,-0.03426301459220186,0.03400794507042444,-0.027399789617009333,0.024870183252068145,0.02082034099300568,0.14498182796912923,
CXCL10,0.006866775605484588,-0.0469850270780712,0.01564096523738022,,-0.011655179037678941,-0.0233258496982885,0.023925776335023123,0.05500280476495531,-0.048681195218240964,0.10322439076930003,-0.013653500683984843,0.05232852532742883,-0.03691336112991998,0.03827677750706358,-0.05043102359078583,0.07102374585339306,
RSPO3,,0.06637189388085232,,-0.026267300327394476,0.02072991401919161,0.0013111646758712315,-0.06691414830383383,,,,-0.03176904849134699,-0.0004241588290161693,,0.00877445048737009,-0.03407161130095416,0.005632746387280034,-0.05606874580918534
CORT,-0.016470238011896957,-0.03665827090677764,-0.014857824802409695,-0.03486028623791287,-0.021425107514368685,-0.058016902112462826,0.05470564940123895,,,,0.04958090010654711,-0.03926667517905951,,-0.06963555588499597,,,-0.08350583816250942
NCAN,-0.041154439890147165,0.014878553116923687,0.0889215209080009,-0.0375438205993188,-0.07383253612305768,-0.11697102231614898,-0.16898383815501886,,-0.018394314533699208,-0.0503858949251488,0.02956475708436877,0.011217502158938977,-0.040542008631985246,-0.14710026340565183,-0.10417872847325754,-0.039357658260344174,-0.04725176380962259
PRG4,0.0069040937458177635,-0.018591237649949993,,0.04477099731714138,-0.009429178657130699,-0.010747097851914314,,,,,0.06415309497690927,-0.007189431851237054,,0.08249374812161396,0.09449403042844229,-0.0018664702524859294,
ZG16B,,-0.01714260645835285,-0.027135142914882237,,-0.010943715017708482,,,0.09006032122070409,,-0.02569214523912937,,,,,0.06481320954611093,0.08722694199095535,
TGM2,0.011518732618991412,0.016086449992040525,-0.02009761288571009,0.08026887796959929,0.04983393890084705,0.11423882127688165,0.07964672898780721,0.15311459518935008,-0.010813457823513084,0.02168876333079218,0.04887164213811987,0.07058269055184445,-0.01349776837216484,0.09728249216556852,0.15019955602179164,0.08980075694984165,0.06151054682289514
VEGFC,-0.03360588107834342,0.05038881143067044,-0.03484256846416422,-0.0104047629955498,0.05040981705836127,0.01764755562489125,-0.040123411599813606,0.004867592007894016,-0.02137092115959516,-0.033302122768143975,0.011030019389629957,0.06379540144636525,0.02400115881383147,0.08051591314973625,0.03926946203878925,0.05987699997682811,
WNT6,-0.02888650032643674,-0.01994609908572966,0.1155661661719182,0.019637384508980414,-0.013041768210861846,0.029741415862887085,,-0.0428995014086061,,0.06050709550522111,0.04443530240773916,0.046688165124412345,,0.043800805004140395,-0.00898271017947305,0.13161651675541275,
NRG4,-0.03176283769729389,-0.011385998900883022,,-0.019688753605516505,-0.011475741771738428,-0.033416842922319195,-0.02229205352292366,,,,,,-0.02902051950706125,-0.003025692518582927,-0.034071615119568896,-0.06325096838048849,
PMCH,,0.09095628836204035,,,-0.015900758231952247,,,,,,0.03910122629877116,0.09424773075422846,,-0.016558113374680813,-0.042386608000946936,0.08215379932627466,
COL9A1,0.047998359431368,0.030572931359088756,0.007626569384886679,-0.024431616888089265,-0.011985574715229859,0.04537477356714884,-0.03356263023449592,,-0.03518343860971065,0.0033178432304293037,0.04418943799308391,0.04064366491683258,-0.059362152337480496,-0.01112338325372836,0.0018555137503027967,0.06062363095843089,0.036841438602652626
GDF11,-0.016015429423705537,-0.050810539774718985,0.04175485822051552,-0.05807842698028059,0.03381863994146876,-0.08454363462314998,0.03455805831468341,0.12954328393216527,-0.04082278196892829,0.019546511655386747,-0.008996050227344878,-0.024403840442272045,-0.025880163254067293,0.004501571099126582,0.025176754023676244,0.07413430497691227,0.0005760007450489283
RAET1E,,,,,,,,,,,,,,,0.05370769435244213,,
IL24,,,,,,,,-0.039483680786519974,,,-0.04088989844857001,-0.036925432186426875,,,,0.028599884068808895,
SORBS1,-0.09488667510124646,0.01429165157239872,-0.043901427842942105,0.02776769181872095,-0.10097954817094809,-0.040188852931101034,0.11869390087701391,0.019440316148448118,-0.0536485003598414,-0.05164273017395702,0.05427193592837261,0.054018333646755304,0.04568929835140059,0.07593154107921846,-0.08530816009391647,-0.02796198715852649,0.07146851217416982
DLL1,-0.034506804090434204,0.08979961028512214,0.015668471266766522,-0.021107009201652042,-0.05204138300449138,-0.033500400296119545,0.06065067228583766,0.10736341137324322,0.051283270669719355,-0.010831593627569861,0.04058173633243142,-0.04634320228714528,-0.013422346490519458,-0.03301126498072995,0.06321149271422973,0.10022380006600044,-0.048036809386352686
TLN1,0.017009635749878127,0.04802890524674355,0.03081681807956434,0.022858546952844918,-0.012698909059893222,-0.01113014556199625,0.2070259820886175,0.06518501964562959,0.021309912111967595,0.0054912150118336875,-0.010864213377610734,0.05588146594621343,-0.03848072414971422,0.12521614738229955,0.15117192559809264,0.09279954906254657,0.06923992976878351
COL2A1,-0.03251135602462972,0.015257913151273991,,,,0.07655133598320878,,,,,0.07759205734476637,0.14952354887997443,,0.05300582359502718,0.042988232499090666,-0.018154989371211388,
SHH,,,,,0.10551555374014722,0.008691790948537148,,,0.06090761288949992,,0.005044747744121191,0.03440440682497181,0.02990571191300774,0.007432283877721539,-0.060451855285343456,0.10674198636991702,
PON2,-0.18363088103101538,0.0021997306979504192,-0.049248779393824,-0.005986016551999735,-0.08180263349156883,-0.04958769522013039,0.0878106469928508,0.13152810400481468,-0.02294508137956514,-0.0937250266836808,0.10113761829437047,0.15992824730768468,-0.06815766335331525,-0.02896654482250262,-0.10234738427221425,-0.03884474115666807,0.03038018051417653
