,UKF248,UKF275,UKF334,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
CD24,-0.016038945305555084,0.04668885684538308,0.02141548845972892,0.007335875060532486,0.005047980979368836,-0.07505907936994119,-0.0081963880453911
HSP90AA1,-0.02326804041530452,0.037813309652954784,-0.0760286926350632,0.005598741303188241,-0.10096562024739376,0.027528897393713503,-0.09215250754318732
BMP4,-0.021471607514562716,0.019655111951433827,-0.013318672670893657,0.13005277910991922,-0.007986825585864915,0.0873231882276827,0.010595834278719952
SCGB3A1,-0.022519555622926554,,-0.010906651608479642,,0.07161792176168905,-0.026054598132737392,0.02350085383359501
IGFBP4,0.0473474206417586,0.00015375218976318496,-0.021129078909064927,0.09233455585131149,0.011515329772696821,0.008746675699709284,0.04892881323100603
RSPO4,,-0.013477029757715937,0.04119873615819277,,,-0.0175466630196522,0.014693579210474652
LEFTY2,0.06616129237414572,-0.014823109780019066,-0.01929549266464548,0.12808162007124205,0.07376709866501234,0.09284693788208394,0.03584536323962858
PF4,-0.023360424041345793,,,,-0.017040219175158917,,-0.006690316180146867
ANGPTL2,0.034386765468008285,0.027540565894668374,0.025877705615608988,0.0005189087830226158,0.05878663364402468,0.07031197777871749,0.05450557511732635
LRIG2,0.01971616969479521,0.028572713309858652,-0.015208875368392513,-0.007457720924233486,0.07448877378509956,-0.04299973097428135,0.02272592066089091
ICOSLG,0.06471677707683321,0.04563513103922979,0.009710454218859339,0.11534724028200521,-0.025281428949528954,-0.0014352109170727549,0.03783341802473252
WIF1,0.00017463962312100695,0.09560465258106209,0.030821447696630543,,,0.03057445948739516,
NPPC,0.01023708042027898,0.008158709480857125,-0.00017495167735296214,-0.028971538007712738,0.10604416186494933,-0.05320568083382973,
LYZ,0.040267213650233835,0.01872550314279614,-0.03568044879658253,0.019392898484486682,-0.039350149269309694,-0.0023231770930348537,0.019585506827485697
EREG,,,,,0.04913738545409214,-0.02185466462895202,-0.015212827868998231
SPTAN1,0.06183947616502004,0.043665683871381075,0.0522030964350265,0.03952186479239356,-0.039622003024102986,-0.025209548967659607,0.006891010913591067
PTH2,,,,,,-0.02790503973063371,
LIPC,0.0780543166333569,-0.014061061654802361,-0.024553818366459607,0.012817176674080291,,,-0.04192980786450893
COL8A1,-0.012915949093311748,-0.022789410407220868,0.013684322453758316,0.12639720947658106,0.008383736876470968,-0.005939570427357499,-0.01684276454243379
GSTM2,0.012203818007510383,0.015160711619488487,0.05316696268847316,0.03094790392238611,-0.02009992909451222,-0.03725226218558306,0.049424505626175785
SPX,-0.0006119129868881251,0.027267650828627754,0.038190143964401624,-0.04751797464021749,0.018788540943188273,0.0036616517885177855,0.10441374635030781
MFGE8,0.01847603239906109,-0.0076296001155711545,-0.050081868958413364,0.11400137336453516,0.07485834024329305,0.0006695537891090131,0.05981431102517735
TGFA,-0.004171750548955559,-0.035483742057938056,0.004660888861343605,3.487547183544904e-05,0.014877885915534721,0.03459578568458059,0.14488020592314949
SLIT2,0.04424100120449701,0.015008201440423486,0.03516185737583585,0.20787517332039843,0.04921916928760557,-0.02524815444718708,0.044313658074767094
PLTP,-0.031802433764684855,0.02299064458435684,-0.030010735634084348,-0.02328330630333764,0.05378329372764426,0.0039838701303508695,-0.01572437140642947
APOD,-0.01391362969055592,0.01909139572709375,-0.01301724121983229,-0.0783588838664402,0.09751998384349286,-0.02000771985917674,-0.07978588471753842
B2M,0.036749273172661516,0.02417474608432128,0.03255217055990502,0.05257209360141333,0.08777201505421241,-0.019240918168250846,-0.025192269314633895
OMG,0.010746154452732385,0.04077924278526802,-0.02974402360234453,-0.03513744830528083,0.13656202263358386,-0.0008104686003182824,0.08735836263741405
CXCL3,0.0326389767041799,0.01774944856188077,-0.011256682527464142,,0.02182569766730291,-0.022175249386499073,0.017774589855515433
CXCL10,0.04102041079053134,0.010695074326621612,-0.017888230794658223,-0.0032406992334320897,-0.02285587381359082,0.007657410067303833,-6.59843751835088e-05
RSPO3,-0.030589954977787187,0.02125711417655191,-0.011763016289896159,,-0.032682883431288515,-0.04864781413675253,-0.02363355321288518
CORT,0.07909779199514298,-0.038995141814607455,-0.007094254531895796,,0.004596866880506457,-0.0028408776481461157,
NCAN,0.028862948549222892,-0.022245509228405857,0.03596627995943778,-0.06500141265661563,0.057711616967799986,0.04728396013024109,0.06316230548887979
PRG4,-0.03386672563396452,-0.01722310901263333,-0.01375291054121208,,-0.026311798893236815,-0.0031477396568444214,-0.006263048813519498
ZG16B,-0.03122782681322058,-0.009207362886350112,,0.07840154528085287,,,0.055437793772594314
TGM2,0.014669450092410946,-0.0014031292406836565,-0.03990694923799846,0.07485244531819413,0.03918913541824365,0.006662028153832989,0.0001623827378579873
VEGFC,-0.011010400620279472,0.06514648711049026,-0.014035393396441461,0.08881490688200996,0.0366364444489111,0.032423071133894095,0.062164758867454824
WNT6,0.023343821434432064,-0.0070846810204177975,-0.012249382612186808,0.060659204436398856,-0.008609438020399597,0.0895707263036928,-0.03558926709230126
NRG4,0.04563065448200887,-0.017688834909469545,-0.016373923474078966,,,-0.02317082377770747,-0.02363355586164264
PMCH,0.03417943711122836,-0.013477029107303687,,,0.007729796985289063,-0.01334080366262119,0.01948219299658687
COL9A1,0.1534745251751807,-0.024676935075396696,-0.018657696534343907,0.10214310256489408,0.05544055500335796,-0.0471165948291403,0.06852307399395717
GDF11,0.051378086396901904,-0.036815127131171035,0.05558008230306851,0.07066747936170134,-0.03345840494517801,-0.0033858799086372644,0.0019758090845638397
RAET1E,,,,,,,-0.025925842859277987
IL24,,,,,0.10640806911554539,,
SORBS1,0.0035114991482461002,0.058474197274498256,0.06802562821937316,-0.025207452106652727,0.014916096861689734,0.02208819480362993,0.02851552573592338
DLL1,0.035453426178521236,0.023523317120399668,-0.00304401245694845,0.024400314479556633,0.09507301808567027,0.02991892036529242,0.0845305110729183
TLN1,0.04841753501087951,0.00504960662400686,0.03793637251646606,-0.024395310110978896,-0.030265040410222474,0.040344084904629075,-0.025987477551795903
COL2A1,0.04171938044533387,,-0.011427843796253149,,0.03729910277002714,-0.02810455216318607,0.013985153838042906
SHH,,0.018217625088176675,-0.010906650655170394,,0.016259257296173824,0.026738871271878628,0.021546953371991
PON2,0.030889891657709632,-0.03051894026122175,0.13482810537360138,0.01770116048458734,0.07366959354577156,-0.004992234858182944,0.03620406017011624
ICAM5,0.04316907465809722,-0.011340388022885955,-0.02130009958529002,,-0.03565485730874395,0.03737806670049431,-0.007662326846852056
HPX,0.09734551039379999,0.044672036115542796,-0.015405175343915866,0.11872780587640078,0.0208559045465045,-0.03692795244075959,0.07206740848665993
SFRP2,0.015113245917689805,0.05922426619716906,0.04254451971529083,0.059211371391673664,0.026596469782017847,-0.018044245068710007,-0.007779574692074658
CFC1,,-0.011587553860601155,,,,,
CD70,0.02140610197395993,-0.021614845126211788,,,0.08108853615935811,0.04847073524546297,-0.013081070097912578
HP,-0.0508743749942568,0.021903030074356983,0.029636523201877343,-0.005633033286004968,0.026435759652926914,-0.011197929754199311,-0.02331825423155054
CXCL2,-0.021473491623215546,-0.01417750998349972,-0.02158688299998492,,0.005530981083718596,-0.058849039910190505,-0.0038938788952241894
NPPB,-0.01744297850702846,-0.010146533410954308,-0.014035394417275873,,0.03561777886238762,-0.019939209907969758,-0.023973610347311023
CCK,0.05497649097918518,0.009007275632939368,0.005168971739767357,-0.03347694599298342,-0.0035899857684044737,0.032393251925246315,-0.017671419722986866
SEMA6A,0.025685721941875062,-0.017598872255657715,0.006104389412307312,0.015243103123026784,0.03748089416351911,-0.030016762278677524,-0.009671561162289451
IRAK4,0.030572952346437136,0.03992407974454943,0.06709119078557924,0.031861775744721106,0.023335310225828545,-0.0532377905015165,0.040354601433944405
GSTP1,-0.03465385037892408,0.0401626091474591,0.02584717580286853,-0.005011670933051802,0.07460840736245529,-0.01893714975749664,0.0966587136102605
VCAM1,0.07235839085381428,0.053571844285571706,0.16411577200555036,0.056252194128729165,0.04320635442055605,0.026991003318295365,0.04773595330396229
NXPH3,0.031662384625833234,0.08546430529115713,0.023978584226288964,0.04742644796103639,0.004831463066096512,-0.05154456218231492,0.14365598857707526
MTMR4,0.0026913094498355575,0.017848497947342685,-0.007405135259357281,0.12378755400426295,0.03828446594211176,-0.01047219193289791,0.04310946401821565
LAMC2,-0.022803101133975403,-0.01277335357465853,,,-0.022021773944098953,0.10394883534582458,0.01061491809711529
IL10,0.01920619030563427,0.027988051034559744,-0.012563673424677974,0.16599548355934457,0.05248455766575155,-0.008072682694720409,0.03211980640282115
SEMA4D,0.05969776717151736,-0.021996706672583036,0.05096833752861043,-0.04615746418182278,0.07037009606812394,0.009584753125031011,0.04042621486719726
TRH,-0.07819663187589622,0.05952990514908577,0.0710302066795358,,-0.006946401589157869,-0.01088214525036212,-0.026852051294637056
SEMA6D,0.0474830838702538,-0.04505771386730485,0.013898147622515518,0.025254490502354607,0.025453613113637547,-0.011902361224884897,0.03366405617908105
CEL,,,,-0.03718404489875784,0.10641227712730962,0.04027944244383111,-0.011062163304471974
PDCD1LG2,-0.03923539366242033,0.053229667833545456,0.04335747867219451,0.11981594394074453,-0.010270296231815938,-0.008645781815187952,0.0734902880932434
SPINT1,0.04217121752261426,-0.022190910563864238,-0.01844076786081921,0.10607926879840852,0.009274955542744639,-0.015384935205177174,0.03548495405440237
CTHRC1,0.03922680377205044,0.05468552995960213,0.042056007225540315,0.05654365333154597,-0.00017272691650240684,-0.006393500602803525,0.05473753419606367
PODXL,0.09587730064697467,-0.025600938752899365,-0.023320847549091247,0.11610039629464604,0.006679940293518209,-0.01027303666467651,0.057775842177570494
JAM3,-0.02154510814038424,0.021496476348566634,0.008837168571145217,-0.05290879107166095,0.029963106903574944,0.015425132349764508,0.0022911334598209915
TGFB2,-0.04351356219700975,0.012923194467636033,0.039691163760372926,0.0015936780165885908,0.01842248664976649,-0.020222284143325796,-0.04588935731655689
COL18A1,0.050735857032215566,-0.012170806647837791,0.005590000363533546,0.05183801357327102,0.084202984737296,-0.030178608355701828,0.03314632900725718
NODAL,-0.01655007244322981,,0.01634642329586438,0.06257804505263521,0.05952647903641076,-0.014808531014975172,0.02276955640359576
INHBB,0.006818159963462563,0.027131591135306304,0.057894291638293224,-0.06454125121988998,-0.01132550924556314,0.01134532760698053,0.0460156782595264
LCN1,-0.0076401874341168975,,,,0.06268432416545848,,0.0034465795389105915
ARF4,-0.017962111143754976,0.006659466806988787,0.0777313303067296,0.008056752579337776,0.07651336679390523,-0.0017587474166563808,0.04785767435218538
CXCL14,-0.013682774350450542,-0.0577014988990635,-0.03634579091701796,0.03220328878427553,0.002159028635458427,-0.04663180597365808,-0.03823784075869518
LIF,0.05113194258192331,-0.013585886047767146,0.12619735432911044,0.13312220837728206,0.006213273398490688,-0.053603521602233584,-0.0644882465067118
IL17B,,,,,0.022342472259852624,-0.018423188621303762,-0.026656094977462918
MMP1,-0.008032135660906261,,,,0.008177619370092301,-0.013340802606111172,-0.007271150953197827
MATN1,0.03002373206452747,-0.01027396591417201,-0.01142784237411267,,0.03730245880927684,-0.01898707369664787,-0.007085991842495099
ADAM28,-0.02498226420633605,0.05701882979156373,-0.0373814305485739,0.1307332949354688,0.046583099987938,-0.00144990599482853,-0.0007339658801764848
TCN2,0.06235454080756693,0.017923859670521885,0.0110742542804216,0.05366617144880375,0.010219766866009648,-0.009702642453519693,0.006194553857147212
THPO,0.007645194702255643,-0.021092006536040694,-0.01142784368685771,-0.02774392640390963,,0.07486226560188218,0.049645460746680886
CUBN,0.06697311123018196,0.04159648949430513,0.006605892000821881,0.0037597551893524097,0.02834846334258327,-0.04530789020617679,0.08015558904120862
TIMP3,-0.026415732606252955,-0.023970174879367295,0.0038561899032244933,-0.04967385344321436,0.02552469029376562,-0.0017619300106104959,0.029988737069700212
PIGF,0.0022213034737454556,-0.005223937899211576,0.05132201316454596,0.02265103053121059,0.032884631044108006,0.010339452712529302,0.05949150197135408
CRH,0.024019249279211133,0.000757849649356423,-0.015630346746700916,,0.07238577329184814,-0.04420827924317502,-0.04026628594476081
BDNF,-0.010371132200380537,-0.019172737904857476,-0.012870687084605311,,0.0060368166117638995,-0.005776133229996091,-0.006071214461745323
CCL5,-0.035031749852019164,0.031109238688198367,-0.015503244223293714,0.026628669140916286,-0.02383512110762172,0.013299527058968221,0.05406490325572174
GAD1,0.08566521925625234,0.01069494408646405,-0.007634269834024472,-0.01145007741141033,0.0508097205925809,-0.01290746669075724,0.03208743582769956
COL14A1,-0.04688958562068833,0.04079006070933391,0.05271324748036143,0.014570119243669941,-0.030477712975175472,-0.013577409750896276,0.0018420256297216084
HLA-A,0.001272030896080104,0.012442003967024651,0.0068919423478333176,0.10091403598222963,-0.03456002729064449,0.010952257982701599,0.013396010928684372
CD5L,-0.026716550802069375,,,0.06370315677622794,,,
FGF18,-0.024173649618984643,-0.01100895923966196,,,-0.0031685862090705904,-0.023053856205520536,-0.026852053448956064
ADM,-0.01073459354386314,-0.06760134269583452,0.023337680878246742,0.0373865421363308,-0.08314832959139733,-0.07662679850441617,0.02945318316495704
CCL15,0.042149354700326054,,,,,,0.04937343778516269
GNAI2,0.08870277871657098,-0.020584840229112056,0.01180339417477839,-0.09021658567142346,-0.05345136558513661,0.037336007513269126,0.05443025419897112
HDC,,,,,,,0.09211791897912233
COL11A1,-0.006779340383504146,-0.02102589664355989,0.025079738350434765,-0.04995692435654817,-0.005780724120748205,-0.040121637123035646,0.00860061406818764
NUCB2,0.002147966205458667,0.009612865609297439,-0.021555572651335567,0.08241034280309929,-0.07271697193934802,-0.020710414417230205,0.020792361026268146
CXCL1,0.02137799978610713,0.06222253545684553,-0.015503246851737236,,0.04314697112620259,-0.02662974472187614,-0.04336899419890195
VCAN,-0.030555713887969127,0.0020104512473683805,0.07705988070804147,-0.01933312321846414,-0.01985848028680771,-0.002725831592589518,-0.029318712375649765
MMP7,-0.011956349146006077,-0.01014653335551743,-0.01766289666803149,,0.013906786693513418,-0.025856389840930163,-0.009818089673506508
PTPN6,-0.00479758737355373,0.03546205506209932,0.030594808202338945,0.04523885363526419,0.03468259793742538,-0.028906706560031352,0.09904418072708418
PTGS2,0.04254744483433713,-0.014478179777810855,-0.02637825121142682,0.047528780656275194,0.0025654568424002123,-0.025045023158743063,0.009486385388219158
XCL1,-0.02927656115306255,0.04936553798865871,,,,,
CD58,0.005292877512120283,-0.022163234776933497,-0.004761668304690188,0.11111575891544245,0.058327904550681674,-0.03393820847459187,0.024255907529835717
TNFSF14,-0.01780267697674369,-0.026873552149433776,,-0.0378245611300994,-0.020157835419441477,-0.01926341882265902,-0.01146685568165242
CNTN4,0.009020365456365916,0.056736066699816894,-0.03593950200307695,0.06425725734646916,0.06597849692136307,0.058165712924723695,-0.0166879699229697
INSL3,-0.026226395539546043,-0.011700020127453891,,,0.023210504713914847,-0.01926341696150259,-0.0063085126623999305
BTLA,,,,0.14508200659256615,,,0.06265212110589712
MFNG,0.03373463102494966,0.013820872523327334,-0.014615498289223317,0.036429612485846044,0.051803182310758006,0.013239593976866616,0.061772510020624095
ICAM1,-0.005176892040352507,0.0514961561964967,0.05026260561580704,0.009622539471803245,0.012486757077250032,-0.030541966590837848,-0.021469740323430776
PROS1,0.0025382994092621675,-0.01117581795125973,0.032570978349036,0.04263759116922415,-0.012072580727784962,-0.05651431307565664,-0.008097208305385111
CLCF1,0.03903511838288922,-0.00035816061859876536,-0.022829746286385198,0.06277180152912208,0.015203786870353819,-0.014295788038198224,0.004615128783648772
PSAP,-0.02630726156113057,0.04844779353203128,-0.04605919364945626,0.03541124725552371,0.015943908474378463,0.023033302587299142,-0.03236363733115445
EFEMP1,-0.026484371831021813,0.05653222382256371,0.030644305404944807,0.0345767731162981,-0.03883318882056659,0.0415396392362136,-0.07348762211753972
C1QTNF1,0.05643505886363958,0.014700608853195216,0.045903864562113664,0.031012867131945756,0.008908013438920394,0.06779007460396586,-0.06408163597683492
ALB,-0.00608884370896793,-0.012773353247693884,-0.010356057327165475,-0.02401173017480324,-0.006063835004436234,-0.03224648209161514,-0.0003593461829549752
CCL13,,,,,,-0.021607924985169755,
EFNA3,-0.04210597209784976,0.00022341914092517635,-0.013321626497735141,0.011508847039583638,-0.05359591979557579,-0.015702996116106985,0.016911787406939223
DRAXIN,-0.005938446912669909,-0.025007497578052998,-0.004066372035859084,0.09657851836965091,-0.00022067205321204265,0.010683708873988227,0.024432020319011843
RAET1L,-0.02043061683309579,,,,-0.019560865847084358,0.03960086707014081,
NPTX2,0.09572574838159102,0.029767258258086012,-0.016878255257433604,-0.027547716875009412,0.054851189176376075,-0.02525717632153325,0.03744059237963897
FGF11,0.033919445225871044,0.01201555946505433,0.05185335622629016,0.00787888380550868,-0.07421381261291794,0.09258418569791434,0.034019568456875725
CD59,-0.04858001381585046,0.020267078475491994,-0.05616502406822138,0.05486688166639439,-0.006180771959970735,0.04389104980871079,0.026275236251344355
COL9A2,-0.04028627936790168,-0.0010387252557784834,0.04647834926230252,-0.05630410180425683,0.08852493180209191,-0.016692588608914264,0.04583660949624452
DLL3,0.02221880838656412,0.019848017446724365,0.0218656854981706,0.016694691834806194,0.08389985457863447,0.03920038586890223,0.0917623387936228
FGF5,,,,,,,-0.044276758126386734
LIN7C,-0.05304051947404188,-0.06901150708285965,0.02057909974687683,-0.056085990688800054,-0.02546248247297747,0.0005726996719462198,0.04725306258494228
GDF7,0.12167238656961904,-0.016103110021334466,,-0.04030115287251822,0.17550794822924187,-0.015660033594029413,0.01087421587814285
PSPN,0.037970745139957025,-0.019778440752379292,-0.025804074278437394,0.0006374116841309434,0.010958822646344384,-0.04574226014412863,0.07481149324921661
ANGPT1,0.03283299692684878,0.034845796396398225,-0.018111050604119387,0.023172533002195572,0.006521447435449965,0.024913784930217047,0.04626962441358732
PNOC,0.04378686015686271,0.02067877960057405,-0.02261187512333593,,0.004597925433947559,-0.018565609431776403,-0.007033919031264711
L1CAM,0.030262947101585835,0.018445816441034518,-0.054479094660044726,0.12566653531900315,-0.03405155412478165,0.004768424113651625,-0.0400542485890736
APOA1,0.07503266366930432,-0.015235461516399809,0.028203372147086365,0.022780104353316264,-0.005165278273988543,-0.04347572663369023,0.015480710126463343
PSEN1,0.022868110966683227,0.04827814600829872,0.0410830742389138,-0.023556194317507332,0.04945951313586679,0.002427311283551088,-0.04604314492610501
CALM2,-0.025115498281540978,-0.01749703067026597,-0.023482284574453526,-0.05243040747037376,0.004942150247861949,0.051294410020461506,0.01883572617018414
CLEC2B,-0.02983951973922258,0.011273797670225136,-0.016310682587392586,0.042209585187318,0.006666039459410203,-0.03683593100948743,0.07206637964959786
NTNG1,-0.0006836613305649013,0.013471215165736374,0.013901580729168203,-0.030919771807445505,0.08723935910416745,-0.007493779192954178,0.06489763496573772
LRIG1,0.009354618714827954,-0.10226633321724973,0.03554138870704403,0.0016367706769021982,0.018459619003680674,-0.0010522552603760024,0.0325999760683771
CPAMD8,0.07091729435351486,0.02981807904576071,-0.021107073561736422,0.02839943858455019,0.0244068130766505,,0.09134546039166654
GHRL,0.01601671845177932,0.07492691005990225,-0.014585022319422701,-0.05392615158226829,,0.07240664289380294,0.0006010286106703838
NPY,0.06272333104366114,0.03904275773744819,-0.04559195581589232,-0.03587402492205741,0.04181710686161293,0.03994694976633697,0.02252142267836313
MMP2,0.07432287097805759,-0.001639845606852295,0.017089986192923207,0.09025385777471598,0.06232832698899005,0.05987074799461553,0.053091682448318946
PPY,-0.03445005740447128,0.04754963272090734,,,0.009694711190612324,-0.012045544318779631,0.08831496202606791
ALKAL2,0.007733406534020681,-0.022878924382929825,-0.03753288613633816,-0.04970128780282281,0.05902055093958749,-0.05399985416676374,0.059292734229823195
CSF1,0.011061785908435316,0.03812744004930524,0.057908477678829416,0.06909219211158064,0.009012853675666567,0.04000692689195598,0.01128821813426922
SEMA4C,0.02582569806577695,-0.047324605314596875,0.05628017936213566,0.01742849213105582,0.013342265264903362,-0.00877103290252114,0.08579528432028789
BMP8A,,,,,,,0.1926712274064961
ICAM2,0.07086941231272673,0.006655326776229276,-0.03734390861770077,0.06024470292798401,0.019802604032103707,0.020258384349275748,0.048745289920446556
SYTL3,-0.01029637158659107,0.060422121016028965,0.060639603971233365,0.027060872784483644,0.04967577197352259,-0.04001526902658923,0.03501654606901633
IL1A,-0.03812621801490655,0.07260395835298984,0.039834224364858783,-0.00595753375568549,0.1187193796564855,-0.024978555880016805,-0.04232307882429196
HLA-G,-0.020176698196848517,,,,0.02982505404361771,-0.028401723989018326,
PGF,0.060686804873389885,-0.03150303860221458,-0.009944505962576754,0.11104837733560897,0.09900834779342926,-0.00627198106370957,0.06672101418651791
LGALS8,0.021474557818899332,0.013465857935979042,-0.0071471596429083925,0.14301680214338083,0.033933190693533954,-0.007108781121011789,0.04257222855042029
DKK3,0.02752889399718816,-0.019456598809539982,-0.04369258415128706,0.05393080346973494,0.11186549442176408,0.0768878482113533,0.05840648410237608
COL16A1,0.059060038144227264,0.00039512689873418043,0.12385088333492647,-0.016020465091239836,0.060583577860968386,-0.003625725993439321,0.08277623981743369
TPH1,-0.02308335933841916,0.002710331362649525,-0.013752909592583374,,-0.015443409545148853,0.009607499946254802,0.0030786382968484146
TNC,-0.019223358236663497,-0.03395069908043232,0.04865099122069297,0.0371760195842935,-0.019360598329267058,-0.05607794345394421,-0.040441461524483094
TNFSF9,0.03162141284736296,0.0414420189116767,-0.023333470653351153,0.00149082915853061,-0.020970394881432385,-0.007687797731004116,0.05605422156184532
