,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.01770030467887668,,,,,,,,,0.02829756555224649,,,-0.03076590793615973,,
BMP1,0.010735001432612043,0.004671263458055804,0.010129304310930705,0.024715179543340984,-0.06020648131231252,-0.016448349465660084,-2.6582661629814942e-06,-0.031005207713901917,-0.03924323636173995,-0.027141357790871366,-0.06919165419426473,-0.09708193355837294,-0.020891160149115972,0.05454071532701582,0.10806611228096362,-0.05499855672839082,0.008233790353167299,-0.026075498652927454,0.05200574062701425,0.012608989395253779,-0.053994259001165924,-0.0006260734464898707
NDP,-0.028181068698453663,-0.04972671215322093,0.014300224986014068,0.019278762941412238,-0.0837942699421417,0.09907739448527145,0.04753365898821145,0.07530941192322896,-2.7145861081604835e-05,-0.002818695888956213,-0.009269820376837977,-0.011085280518231872,0.057847210831903965,0.030918213370984788,-0.017815544177310322,0.06112853185774176,0.024877322841900872,0.01827664735484222,-0.055306497154087114,0.10105749091831501,0.0018383663504615779,0.0031845036556128045
TNFSF18,-0.038025263760146914,-0.0453709014396609,-0.008817347779241981,,,,-0.014378265329971171,-0.011183694217053175,-0.014519731266733364,,,,,,,,-0.021770471607840684,,0.03330156207397944,-0.05189658630856375,-0.002912462032177071,
IL36G,,,,,,,,,,,,,-0.007945268655665718,,,,,,,,,
RTN4,0.04730646555988644,-0.0008716755809183302,0.0063799360388757075,0.030418873558196648,-0.009574331714227129,0.06354629877684231,0.16278532433506865,0.0604263560482441,0.021511971267817922,0.0664109792956245,0.18114339945591268,0.004867039156631218,0.05036342416676271,-0.01429946910878494,-0.021502437908632304,-0.029209576958114727,-0.03768874813729615,0.07303345479041856,-0.04196819987767038,-0.04598334693395772,0.12979758241494663,0.06051568107079638
HEBP1,0.04903473742386957,-0.0019730949447601814,-0.02513640535725848,-0.003585531937514061,0.03886497997847926,-0.007950769157939451,-0.07740734819018263,0.011535480519072704,0.043049297417819786,-0.047503046017590644,-0.05888518623046328,-0.04047381341952281,0.020352690636939282,-0.05527103628880428,0.03438800864117282,0.047784619952454054,-0.022077879310880684,-0.02058231417547147,0.006165534536928571,0.12166516776685835,-0.01425223210578156,-0.042960674263846775
WNT7B,0.060541144732814835,0.0388242443206187,-0.022824015597652035,0.05172455170627204,0.03736029025884344,0.07712565892224155,0.1152041526505462,0.006631900847148035,0.010020528386327505,0.09753558739720876,,-0.012486021663345665,0.015488987288132439,-0.03925394170661677,-0.012365990599957107,-0.004736981207429068,0.02382943289266644,-0.017671648735516868,-0.04911297624499165,-0.06566723710287634,0.016465666528491116,-0.022079788097284257
PTMA,0.014524472969629162,0.055376779227871216,-0.018384873326656826,-0.04395944631798679,0.027084386308131463,-0.03449120864498537,-0.18901274757150985,0.0020998856495349025,0.07520533414173843,-0.06393841666824866,-0.214446584570703,-0.06852602366947833,-0.020795110351212287,-0.05298968293708779,-0.11613310909295697,-0.021687763574829343,-0.043504894147453906,-0.001316849815985293,-0.10788997163344824,-0.10442096978770772,-0.03192324777904631,0.03285195351266924
FASLG,,,,,,,,,,,,,,,,,,,,-0.026683261457090168,,
CEACAM1,,-0.027273115539072728,-0.017516059199097718,,0.018150956399603145,-0.009494484804423676,,-0.03458880107999225,0.04367855602995762,,,,,-0.03520356366654766,-0.008866371992803435,-0.03680388035451693,0.04780739047142668,-0.009053769507140411,,0.031067045912175104,,
PDAP1,-0.011699595927080952,-0.019627595377967023,-0.00018915815305446855,0.027559934721197984,0.0009547843534569504,-0.01697676175504445,-0.07334785024643345,-0.030921191858975933,-0.01587057793098364,0.02250549508920762,0.04582640730229608,0.002526394461101179,-0.011125716175597034,-0.014370026283354372,-0.03745084548037263,-0.06973928239940522,0.05256257847664371,-0.036317323017340114,0.010919320256892195,0.03574126291637113,-0.11215942716448425,-0.022789644695756225
QDPR,-0.0017543300890761732,0.007382562085942764,-0.018659765824964474,-0.0025143792351087907,-0.048377770853077824,0.04065375590378207,0.004624596183279286,0.04923136473404558,0.04904514793270867,0.0305894615722281,-0.1868774768690143,-0.024974693230203317,-0.0015487634278478076,-0.15437995414020259,-0.008884173391223214,0.12434692579330131,0.006641740160694136,0.03633474263024658,-0.06686635314712841,0.024967176167082546,0.11484643651627072,-0.0021743652015873867
POMC,-0.013250934149954978,0.013778776244939185,0.033802155784508146,,0.0727571756267606,0.019853940180147883,0.007521222721137004,-0.016705986675010977,-0.021610610430514442,0.007133548155711913,-0.02659456225935474,-0.02484519134725621,0.014079720921537331,-0.03709376544877515,0.007796307435505836,-0.005630631334100445,0.07184084910071342,-0.01849908324904378,,-0.027761211130595456,0.05977040145225934,-0.0016737053861029083
CCL18,-0.0509950053002597,-0.005663847562324126,,,,,,,,,-0.07320700889864011,-0.07748348930834026,,-0.02495990544169124,-0.016676904163585048,0.0727348581295362,,-1.193627219888392e-05,,,,
CCL17,,,,,-0.035048533876613906,,,,0.003105041673099689,-0.026749896163189877,,,0.006147759680786016,,0.034698830369994216,-0.0531287118185189,0.026638690952534915,,,-0.006122147504377433,,
VEGFD,0.11092343288002264,-0.021574465959177953,-0.025088240566853517,,0.07695663065624969,0.1131368656624594,,-0.02965275833348108,-0.001612673706264567,-0.019621372333577306,-0.03455910957018102,-0.01678641560263106,0.028014778097105005,,,0.029162148154870792,-0.02935463899573154,,,,,
TNFSF13,,0.017493213061473552,,,-0.024175694258737744,,0.015715213253958752,,,,,,,,0.033215646050183185,0.009863507592339936,0.0037898339161795357,-0.03719723848539098,,0.029002552549593556,0.004658815433539437,
WNT5A,-0.030383915130375135,0.016829739031952937,0.008951560200499344,-0.08532578377106391,-0.030407815306761038,-0.0798926338423097,-0.11180043058529729,-0.021905698120162357,0.03693382535015065,-0.0015580209902023988,-0.04372837129395294,-0.0793286631245334,-0.023575886151070157,-0.03721607369014908,0.10372369950352514,-0.02159637855797662,-0.07028706041349028,0.08443393064076551,-0.045602872055213524,0.008344280309868344,-0.1287736596669619,0.04106332819472381
CXCL8,0.01696915131777561,0.04400281077097578,-0.023491141439359233,0.029935459489183077,0.1144071912165726,0.036111176560723636,-0.048546805245213286,-0.058961110681921954,-0.02759723865114731,0.012758987332629982,-0.07874865517167115,0.027814602418420084,0.004466953703517615,0.04298969519946738,0.0431960616814314,-0.12946509488268604,0.0435339719550702,0.014063817721247962,-0.049232840686434215,0.01445188492724667,-0.05933506732216963,0.005897183257968583
GRN,0.02079388250313891,-0.04635557774040692,-0.09006322597248663,-0.04544972349148981,-0.027946435567912008,-0.05155184268181036,-0.10707232000423332,-0.003742008009065749,0.010442796576450974,0.004383096452226521,-0.1026730101818659,0.02499350481665753,0.04480461565443517,0.01940397249267091,0.04336102271188621,-0.05542612627523378,0.10265654312287652,-0.03765624008723026,0.10568004194252845,0.003452620810331993,0.03732557506296637,-0.043752001059592635
MIA,0.0317517617616481,-0.019369575128259285,0.06583025059168592,0.06656032384519713,0.08207089123417029,0.009550297959369455,-0.0007976868915457044,-0.016318033285087616,-0.016397190444612717,0.05817628248462695,,0.042921097254107525,0.006948611171124453,0.006291957998587851,0.04165026191184573,0.18522275230638738,0.03537854839459436,-0.04309187289415515,,0.0768061184027542,-0.03120530127572403,
