,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.032469884138261754,-0.006641234476018934,-0.0367460975285603,0.058095560313765116,-0.05960897711894988,0.04328645050099514,-0.026394449621832534,0.04466146177703279,0.016834447226085066,0.08371196251082452,-0.021321593635632095,0.02940977016152606,0.02181084003282548,0.04719466600139456,-0.07531623470682564
CXCL8,0.0695554361821847,-0.036892672712998745,-0.0011427647718551522,-0.026909082884349768,-0.04257207191944203,0.12170441400335912,-0.012869637571951037,0.06623791814176626,-0.016735804356249197,0.05153404631552193,0.10568813501662741,0.06046158443043792,-0.008267080564434932,0.11371564976157117,-0.09461573244099818
GRN,0.019983610024233094,-0.05242681037456174,-0.003182049135634565,0.028318423484192154,-0.028829821653492613,-0.03219984439858249,-0.01404745794672501,0.11653466997791011,-0.036696252024560734,-0.0031018135589682473,0.0015388973671390483,0.02179438039954827,-0.0677404345335018,0.025020683506813253,0.014309462340801472
MIA,0.014847464758372803,-0.03872084184208675,-0.01802081186378396,0.003667309857009713,0.004343334195439891,-0.02932358050830433,0.07564724693991284,0.05038524841854279,0.10176290102128877,0.036186567509479586,-0.01714968350285646,0.0019612923217276115,-0.0027468605366080695,-0.05376112530982937,
COL4A4,-0.03552879241266131,-0.023341038498426954,-0.030305638118521893,-0.025483775199993786,0.012652786275367813,-0.015943902288705233,-0.0017207329887718615,0.02621853951996387,0.02375452288703019,-0.011478976093874192,-0.037297718523626205,0.01435861436428566,-0.051648693605009816,0.006761299851612404,
TAC1,-0.017798479205579695,0.040397907078445074,-0.044729284890239376,0.021780890144556028,-0.013390401957826405,-0.024719173614933487,0.03093017699527807,,,,,-0.027376187967382986,-0.023120438481547993,0.08736750986174179,-0.062286064066783414
RARRES2,-0.048191560765400675,0.01905771931115913,0.066253447109553,0.07128394188889586,0.019869529207747493,0.05506163253706631,0.031391658539813475,-0.02063974741151104,-0.0021296099521292654,0.08489144986248053,0.05950517053208024,0.06885783291283684,0.01895385295190459,0.035278276786317946,0.019851683669555944
FGF7,0.02772253278380195,,-0.00795121779041385,-0.019583831846101525,-0.025039940068209046,-0.028701488304887862,0.011050915257616702,-0.04220234234542528,0.051026528131266104,0.007780534468224872,-0.04237330620308482,0.02761159807223693,0.006502186052045996,0.06326476389697933,0.030348365813781527
EFNA2,,,,,,,,,,-0.015860281233197767,,,,,
HBEGF,-0.06469490133730528,-0.02942442793112499,0.04250602841835504,-0.020331293693398412,0.026990400701766414,0.054400242828524834,-0.0482794635226647,-0.01338015494288942,-0.011559313508117034,0.018490030066183466,0.0434420083039765,0.012589985686206931,-0.012156545752553037,0.09890697923579783,-0.045808534834118564
CSF3,0.02863305292256472,,,-0.019903699115760336,-0.016139738459120877,-0.01686834173943883,,,0.0186171195261649,0.01307605794831676,,0.04624497410220064,-0.018516829290226567,-0.01895521181140329,
PI3,0.17818656269486213,-0.020446230408252216,,-0.025798867819529267,-0.040117030658962695,-0.018993975436620614,,,-0.03712181263633654,0.04090940992596614,0.1206131140768435,0.033300683619805996,-0.04023091843419892,0.09240256085003253,
PCSK1N,-0.017186212909208978,-0.02363638780774443,-0.04494518354802466,0.026686511114653203,-0.0279818328412543,0.046208121884292165,-0.05435399855006043,0.022755159784941185,-0.030189702885292272,-0.06570714788760003,0.05233419796076699,-0.020550277090987456,0.0443646289644153,-0.043734147586865446,-0.035213901519080576
NTS,,,,,-0.0031269573383799418,-0.020733221113620005,-0.020090780266721786,,-0.036854089299478296,-0.019322742981381796,,0.018743974574871283,0.0031506396363418076,,
SFRP1,-0.054856893935196806,-0.03576048815252518,0.003337958366020305,-0.01457048428919179,0.059715704702596614,0.07614320193792522,0.07248806896030079,-0.08158467747992255,-0.05356719634615512,-0.025567833833660823,-0.03890200703263231,-0.023261794628246145,-0.026783706973252462,0.012687673177270714,-0.024914655333853383
CXCL13,,,0.003356657555749698,,-0.014785276210084294,,,,-0.023324302672028945,0.0022505535245474946,,-0.014192365097944908,,-0.03597013512161561,
MICA,-0.05093200418657921,-0.058519919396649994,-0.02777503646536696,0.04941373685379381,-0.03380475548398592,0.026230904293927,0.08113628485432456,0.009162879118167057,-0.06520490089939228,0.09281359135816011,0.018392755071753544,0.09233071235700076,-0.0268110564311616,0.030149230023515442,-0.05942228183297474
TG,-0.028322095944048994,-0.006652268589649501,-0.019237655302080693,0.13318284508931635,-0.007711519713092349,-0.020358579303119392,-0.016970715663699888,-0.034837041469178244,0.05991362889078931,0.010451328161190467,,0.06226056278963251,-0.011450172281483872,0.038404668819868794,
ADA,0.0755607509321616,-0.056740024468474946,-0.03974243450087951,0.004428292653737842,-0.0030010089555110183,0.05341615748121239,-0.03314022074625868,-0.02562051808771432,-0.02562687231876344,0.05862961477579814,-0.022016554564759552,0.0036013544963280587,-0.015663680677210103,-0.03601881525315796,-0.0560305030264758
LAMC3,-0.04097182849629596,-0.013224228111797307,-0.02428207571692812,0.060526667243704195,0.0318007271320953,-0.02523956316231831,-0.027135181291650646,-0.0028018112731248595,-0.0023558537674975657,-0.02999013606601958,-0.10652449049660626,0.0063014265872851786,-0.05412080230402584,-0.047970013598644654,-0.011408940064334197
CCL7,,0.015701503888169672,,-0.011368326388981598,-0.01960254649179694,,,,-0.023676917979316058,,,,-0.019403842173045405,0.04478052454241084,
NGF,0.035851723297658865,-0.021225241364897063,,-0.026047739364045138,-0.020923678120949932,,,-0.1057720258339375,0.06680396273390041,-0.0156470923703167,,0.038701326494117554,4.5388847257947875e-05,0.05231497565121037,
TNFSF15,-0.02532286974173247,,,-0.012659187451852199,-0.014513658902802377,,,0.08235100085904337,-0.02308233634124848,,,0.03940227782088459,-0.01531910608715811,0.025370802442675672,
HMGB1,0.006940183591523883,-0.00443663622987683,0.03850511695767576,-0.0017502074745635943,0.02889028724823785,0.0425341723985403,0.028214601544433875,0.05405269782520901,-0.019090538604152628,-0.06860095654121963,-0.005443750039256142,-0.033182127461835374,0.004999347923103129,-0.08898584936042406,0.008459443939933264
ITGB3BP,-0.0026973116135188403,0.04770183864251597,-0.03064197040023015,-0.008016971931628591,0.04307596639174012,0.08072754730989859,0.03317626604380615,-0.015541493246651864,-0.011197191545134941,0.006042432544402206,0.024595948052174264,-0.008637362430179879,0.009781270921289055,0.05433507532290657,-0.04549719426656441
AANAT,0.04510646084301731,0.05694479558852013,,-0.011518567110945862,-0.013077674671759479,0.009414676089821874,-0.01526186377353635,,0.02234070935513425,0.01713198196437888,-0.019601524931496923,,-0.020530074201566034,-0.027077240517273633,
RELN,-0.035293208710332216,-0.038720831504212065,-0.03791305012886919,-0.01999365297861071,0.010798796666294014,-0.04464764004630674,0.08801638173340157,0.10528614928195949,,,0.06478082364198129,-0.01706313399693537,,-0.007559496764302637,-0.07879855519796987
IL15,-0.004838552171415947,0.048473516698195614,-0.02450847853588173,-0.03242681413628697,-0.01693297289435377,0.04963237772269291,0.00942909145195944,-0.01406962580449634,0.00901430219339964,-0.01625644075957404,-0.0185171198587247,-0.03445858419843062,0.023207109871762454,0.028999416289436187,
UTS2,,,,,,0.029542828452821145,,,0.030684433933143296,,,,,,
BSG,-0.030314279106732168,0.03112170595850532,-0.011589034656910807,-0.05745895234855848,-0.020567083531524557,0.017708792920835468,0.0016298500804583411,0.01966035203135885,0.03722751021318495,0.07683149434678019,0.06085167767801827,0.016826031002777103,-0.027604622268103136,0.010656444001804826,-0.054486758873336066
ADAMTS3,-0.0014336500826295643,0.00487542128171515,0.018162370352908925,0.018320941007619235,-0.032516857872692526,0.05431215606075878,-0.03266207135212837,,-0.03156671687914927,0.004152157614754525,-0.00909864284655494,0.029088842455675782,0.030563721856690835,-0.009838005551654467,
CD34,-0.043722569686293726,0.020817329504590237,0.01220352115969111,0.021960814789251402,0.011512904070439051,-0.012413511846878849,0.02169611294086382,0.03404950667222591,0.04681064166422773,0.04159020145807218,0.029637549920632562,-0.05058561256445429,-0.051728654061598205,0.0018334763861270538,-0.09298088641470677
CCL23,,,,,,-0.01731305210712129,,,,,,,,,
PLAT,-0.04922064266932836,-0.0688977929660011,-0.00224122205760107,0.005843194626798629,0.02614634429091474,0.04764849535854383,0.002620574868041499,-0.06049211787649999,0.07517217928971008,-0.05819814027966381,0.0015648936482855146,-0.012363516532820926,-0.053763771583988894,-0.027370717987885675,-0.11675383240808213
NTF3,,,,,,,,,0.04931925910017479,0.007730708265250384,,0.027958405568782103,,,
LTA,,,-0.014147432177758278,-0.014570483607561633,,,-0.014698765348867725,,,,,,-0.027630385918870494,,
CKLF,0.03831900246177717,0.00026266510471245527,0.025714737093304536,-0.008694407814090357,0.03502486278732815,0.008247607549418405,-0.014520840157146166,0.04948428268571541,0.021779050187619216,0.010067506386389119,-0.08791207413298442,0.032588982027163337,-0.004822350361550917,-0.08611302836481412,-0.04998130397290719
CD24,-0.021701973248911145,-0.019942260458158202,0.051745667233959396,-0.051803650105515055,-0.05805416745459959,-0.03160642686858611,0.03664782956913731,-0.009559802060155359,0.028359448894971384,-0.0373053576427927,-0.027034558266741237,0.02222762330062847,0.04154797560551942,0.06486107224391564,-0.01177623583741274
HSP90AA1,-0.09230145960118072,0.015726163450376085,0.05463890435617104,0.04327954282643708,-0.06831077285073346,-0.00901248583327211,0.0038157155556939096,0.06804101846758613,-0.07597706717842988,-0.006086947152229737,0.07717869086126304,-0.07355203018811364,-0.05352570998221117,0.07901558410259282,-0.03773353420602511
BMP4,0.04298891544638744,-0.008161866094480807,-0.014997107430978578,-0.033994687370729165,0.018562162030518834,-0.029681681002119334,-0.03572882691513987,-0.04291581279485457,0.07614003059677395,-0.011421255614800861,-0.051507081574285934,-6.418236515345965e-05,-0.06752815806653625,0.003536614838197754,
SCGB3A1,,-0.012362174220545686,,,-0.01557389610032752,,,0.016948149937626996,-0.02418711564216807,0.023296751139943325,,-0.029336030095622273,-0.01862990192265746,-0.01783456176985222,
IGFBP4,0.015617947691287756,-0.057995619114856636,0.017227902210704794,0.005166176143802527,0.016176885956523196,-0.01977292902676377,-0.0378218069840423,0.012074844512404445,-0.03277945234867839,-0.008285494538023208,-0.03490544583058352,0.06399285409143055,-0.02847069901573103,-0.014805253722581345,-0.061882394761050286
RSPO4,-0.025005142165568317,,0.006065839265206867,-0.009400514973512138,-0.017974807716996694,,-0.0009983750223374727,0.07687895126620935,,,,0.0763871958141071,-0.013414793111098193,-0.03414332773833863,
LEFTY2,-0.041883774877410906,-0.04427172186059053,-0.014321184169842203,0.012121505583078474,-0.02789968012632236,0.053789586005352795,-0.027187869634749246,,-0.020099022165212012,-0.018236473846577245,0.06800426395322265,-0.02686762696894084,-0.04899490318446159,-0.01065639738462899,
PF4,,-0.012823771334587782,-0.012869012402814912,-0.009918640805001794,,,,,,-0.014537045808649104,,,-0.02763037952499425,-0.02674640060702037,
ANGPTL2,0.06822547842300279,-0.04114754853392188,-0.04661646471876537,0.031157739694889764,0.03670436979158514,0.04412028950033604,0.011370397622364694,-0.04177407359979541,-0.019975977513748924,-0.06675920270717318,-0.006997836763509342,-0.05474755018153668,-0.006705509686598456,-0.035388461172173924,-0.0998078594307453
LRIG2,0.09552963554913463,0.03959821492809231,-0.006309894536951426,-0.02746392826151764,-0.006423098820594279,-0.009558177351781568,-0.03396661885247223,-0.02583556681279316,0.028372825642824596,0.02023525497401305,0.04281932689578941,-0.0030465922275304804,-0.04243681785076038,0.0035646849491998843,-0.0167001117525421
ICOSLG,-0.05057284886487591,-0.04539637590487614,-0.0482600583192763,-0.042240031368324445,-0.05012922871537527,0.03870031279924681,0.008687278385566231,0.03342006910801093,0.0015930292900820195,-0.008027833977232434,-0.05609115989085405,-0.06424831280776455,0.04123374251806595,-0.005129248829906829,-0.16331700620916562
WIF1,0.030479125166319516,0.07059550424044743,,,-0.01018536161575218,-0.020131160888825016,-0.01319223791308247,,,,,-0.018365643425742074,,0.0033060841671643175,0.04465284096632576
NPPC,-0.05103185979448047,-0.03835077566072374,,0.022453496770810613,0.01726493670886106,-0.04096767213007079,0.03992956290436695,-0.0680369015306632,-0.011050632099593947,-0.027505065233596117,-0.04271580386860767,0.02538630267432605,,0.018386517202491123,-0.021128106422436028
LYZ,0.019763145085261946,-0.03750668916892941,0.034163442689140906,0.013227414487941049,0.020648586905756123,-4.153709310698934e-05,0.03880643995378687,0.08122853009117126,0.07153775827778024,0.0021875927023674597,-0.00805189602891395,0.02402747725158,-0.028849583300682925,0.06351241506126347,0.07312898845652771
EREG,,,,,-0.025294819331338942,,,,-0.010599619253780763,0.04206883034197084,,0.05534524258861484,0.07961186476957578,-0.030793030259554773,
SPTAN1,-0.07504245625465507,-0.02285545851721423,-0.014538904277813902,-0.01756548648340957,-0.015858954765660717,0.008609359036148949,-0.014677667125909675,0.0773853679387024,-0.02507968493752394,-0.037428739133877044,0.03225688976830628,0.008164639581950848,-0.031685268371281786,-0.03610230320510986,-0.07083467563160929
PTH2,,,,,,,,,,,,-0.031419524537928394,,,
LIPC,-0.02735275693829638,-0.015699666775042604,-0.019368551445114762,0.04828979793983764,-0.017402572354151755,0.04117656590276881,-0.031961888408499096,0.027587254078274153,,,-0.042288746983746336,,-0.03493525775533214,-0.04170941073477283,
COL8A1,-0.024515818991235398,-0.03590775000908464,-0.021615075076893,-0.03144860640616397,0.020428949648928024,0.02511527281023286,0.003144297180755788,-0.0356819037985003,0.05813023325688539,-0.019838901347752985,0.024060873112993226,0.007852066599560174,0.05282103668391355,0.005158278441982169,
GSTM2,-0.03593796244614445,0.031028958801651314,-0.028199329988406945,0.010425259711483982,-0.03523757553684691,-0.03340829228179186,0.016767906916388537,-0.0205574980688512,0.006271893539840136,-0.03551073598473139,-0.07547468182808482,0.0030764577834075085,-0.018853270661315577,0.002534839856841899,
SPX,0.09433875251876578,0.03018371501868381,-0.05816913043766375,-0.02920750650341234,-0.0349024979773015,0.006248859269680704,-0.0007409657538260686,,0.04860705714846235,-0.018049600476093598,0.04591451221906706,-0.004649560163309451,0.017500641312750326,-0.04326809620907275,-0.006560441880585696
MFGE8,0.00900788105274041,-0.0742719826784811,-0.03539078908597248,-0.0008626158963622051,0.024393204251494785,0.02016427875805576,-0.011543634653918222,0.0031929028943441956,0.04660311324055762,0.049065183562822724,0.005577533962023922,-0.016578217168919333,-0.010858552443728416,0.06276420936446278,-0.06317846049396769
TGFA,-0.0012435168745111573,0.028403517087310638,0.06019047516006813,0.02496906650252564,-0.012492002952887526,0.009705682490877993,0.010517536748172348,-0.010169905706300206,0.04358486859218928,0.023743090665978305,-0.006964912238133883,0.043101017533228904,0.0011843251724378717,0.049158370310047265,-0.05402993943960723
SLIT2,-0.012959450547102219,0.0517170657045659,-0.033555549020697045,0.01155372350555365,-0.06298862944335908,-0.019266472597364002,-0.02972722420228808,0.170182106918975,0.014501472446337087,0.045712868398718166,-0.026986861007772877,0.032034918943341914,-0.07624349496427268,0.056557331692487244,-0.0025518024883913483
PLTP,-0.04357157745332657,-0.021373924725386236,0.029015082931573698,0.028799281292974807,0.0018807491349241495,0.022185852818215907,0.03221487811234026,-0.004995974388579623,-0.037252929968718415,-0.04072423440903695,0.0627514948777953,0.027527266087051985,0.038158134396446185,-0.04334885269501638,0.06130189611160172
APOD,0.05298768106629092,0.004350891191217026,-0.009239233892578424,0.04141391410559685,-0.047243893233229584,-0.009575301942752508,-0.030053266923751817,-0.011274574463092256,0.07418992697593565,-0.0771053054262321,-0.00015198440651058266,-0.011012597969406748,0.0019606824750485934,-0.04894339451404722,0.01691728097850805
B2M,-0.017416890975794595,0.00801514349594809,-0.03195226324946877,0.03418332009999222,0.0024461554118790263,0.01960069914627281,0.031138448275619374,0.07049352493009897,-0.000797017041422874,0.015864526315143256,0.04717123970006917,0.004609957000736739,-0.053091818091429495,-0.008768640023968544,0.04376899964541667
OMG,-0.059452902775716056,0.02124061011646453,-0.017625824378667884,0.06671201807683719,0.005711677514214261,-0.028317704844514614,0.010384934231318447,0.04921990147470697,0.037009848757614955,-0.005577966740759029,-0.013763176343506652,0.001970642157839307,0.02621875200032336,-0.019685497399953136,0.04107425632275767
CXCL3,0.034973266265505204,-0.01034283547434343,0.024502873330092417,-0.038568350463910474,-0.026758173447255906,-0.01997748772012093,-0.010964720668426279,,-0.028220505301422012,0.06933598211434289,0.05077317810334427,0.03398232962554005,-0.040727101014631124,0.07232782315709711,
CXCL10,-0.08407076320622069,0.010300432557044775,-0.027714915070772984,-0.01168186238339788,-0.01458635127064454,0.03572276911796416,0.05617274646585716,-0.0775446550026865,-0.02444945526846049,0.10734979475245188,0.018915022340143545,0.04245006037123479,0.00020770486924786343,0.019464835281562017,
RSPO3,,-0.016792442940084532,,-0.011518566259854163,-0.017402561624612217,-0.024984987415978786,0.017101913681329423,,0.00855327501635059,-0.014938249793509198,,-0.03478221452376246,-0.019691105569442882,-0.004577778244421746,0.08959935716609546
CORT,-0.028035169984603352,0.001967382913059698,-0.009058672741476122,0.04293491260846909,-0.021120636060758355,-0.022934407615699797,-0.04946518314515551,,-0.02699795229100925,-0.015212279577349929,,-0.008138819599242415,,,-0.03262528431515781
NCAN,-0.0187109691336161,-0.027683831024261495,0.008831733440851175,0.02896618425911922,0.0004798235290397158,0.06683430857130543,-0.046441779299266274,0.0653435445783639,0.07521665848384801,-0.047579152290594146,0.08193055052889521,-0.04801472100825651,0.040749472179480634,-0.04362935033314771,-0.02227844213398226
PRG4,0.009735034578171462,-0.018591235527767567,,-0.01136832816056651,-0.012460171644816977,0.08631989181087668,-0.021847445655903484,,-0.02593277725655403,-0.022446649417311806,,0.04983791592124551,-0.0246807961476721,-0.03722734578853707,
ZG16B,,-0.017142604501531104,0.026316731590949875,-0.013194335173927912,,-0.023367946417891063,0.15351477987101822,,,,,,0.04405728289579872,-0.02281742282359796,
TGM2,-0.004981829273884533,0.0477302501644823,-0.005553419585750873,-0.04015902845791941,0.023007148923126882,0.018125178690564393,-0.011237428014333473,0.06338839532786683,0.026575493902112054,0.05870689234864026,0.05830601612482614,0.03941546145203884,-0.027370286205012993,-0.012105523273380681,-0.08967911224862016
VEGFC,0.054936049634505026,-0.023605272088054824,-0.019884318408932143,0.038049797874290484,0.08094952621146416,-0.015277145684838915,0.0056979085378365685,0.0853075257021074,-0.0012499884654788003,-0.0016550595271150057,-0.02821687187780818,-0.010370731212452312,-0.034798574349331285,-0.009700051470080823,
WNT6,0.1377724502491394,-0.01994609680889034,-0.01432118454569457,-0.01572386166455757,-0.017168916929174972,0.014872519518716676,0.016283485337989203,,-0.0353453735669226,0.0011241547765758419,,-0.026220189718436322,0.027713178012583127,0.05993635699911809,
NRG4,-0.025947716017041742,-0.011385997601175752,,0.135989306475609,-0.0177478850597843,0.14511610177917408,-0.022438217113844833,-0.04276387439491905,,,-0.03358227608360681,-0.026089060373151517,0.021304980527013462,-0.007738401593547032,
PMCH,,-0.013122974983370067,,-0.019170814782044795,,,0.04819908682477096,,-0.024065957313495628,-0.021343642095065438,,0.03353390682586784,0.035575357241300655,-0.023000035714409454,
COL9A1,-0.04042330389524293,0.005256732341879712,-0.007347866949295171,0.005724241520163681,-0.03316803354767467,-0.03377547996144983,-0.031302594532644015,0.024961584751344124,0.04531240812377283,-0.012646870347658724,-0.034545703485626716,0.00888631488064694,0.06776422769196111,0.0068461889225041326,-0.0497091312184004
GDF11,-0.032732508480967926,-0.01655092816131874,0.04538160080277102,-0.02448409578751648,-0.04297400785632669,0.020546457913472312,0.04411145130539271,0.11096338959371052,0.020868504132652354,-0.0021432608830811314,0.023352388008380496,-0.03064429732197535,-0.018493044249593058,0.0020003155872765554,-0.10919123120536582
RAET1E,,,,,,,,,,,,,-0.021601005321556854,,
IL24,,,,,,,,,-0.017942997857246214,-0.014305260004136037,,,,-0.01325248170868807,
SORBS1,-0.053086495784986094,-0.0019401164656240443,-0.03708716773205988,-0.031868801430883144,0.009908452892631136,0.013849976310374571,-0.012355410025501657,-0.08952958503853833,0.012405155504708264,-0.030580942749479187,-0.01900055918451612,0.05316673251706779,0.06661293774468986,-0.05532184027293297,-0.00931877647620947
DLL1,-0.0023989150272876367,0.0083553099921943,-0.009418438525004425,0.04748660376308926,-0.006547570391554952,-0.017160277001220556,-0.020138014253604918,0.026638307192759572,0.09266722406609076,0.020367794804077757,0.04021338965189429,0.015184304429566938,0.002813204785293809,-0.006876467589656193,-0.07118126171392361
TLN1,-0.004773840484963859,0.025092045871946276,-0.0034875769394427103,-0.04534348842407941,0.02009125685592495,0.021082786289105596,-0.005155126013614855,-0.009880232117356433,-0.03642631338120566,0.009302367363376045,0.003741101301262016,-0.021311975225563783,-0.00770732005162543,0.10350912216776366,0.059804105021920705
COL2A1,-0.0045519018072810325,-0.029970008679851237,,,-0.011128823509217237,-0.019977494518681412,,,-0.027176256090965824,0.06807888365381355,,0.056450915852885294,0.029940504712090164,0.06193480278684654,
SHH,,,,-0.011813559479905651,-0.028212320550877183,-0.01570473808420825,-0.007180367956230674,,0.09279519584690116,0.03118128882584028,0.058133085878226076,-0.0033791456950656097,0.02034233188582164,-0.029761480732063916,
PON2,-0.05086276791334704,-0.05847055061746952,-0.058590808748238514,0.04282720978080964,-0.008986159224607354,0.03957445608679463,0.018083604372427942,0.10031366625339329,0.0639833328863015,-0.011027269733028807,0.01744595821131312,-0.02466616441010242,0.02135907388072186,-0.10812428804031338,-0.012803922940010651
ICAM5,-0.04260636421758889,0.11456810279837995,0.016576294079057634,-0.0026394787822100474,-0.029513576670082857,0.07198102697809766,0.017627796152634757,,0.007307490677439539,-0.03592625504566609,,0.026177416439793436,-0.042461507037370894,-0.027072685049413087,-0.08640129434989778
HPX,-0.04229380147750081,0.11851774778186157,,-0.028743997360908664,-0.03157163320982369,-0.0009981720817381465,-0.02292030155427144,-0.0556317881374945,0.07366065031481024,0.03841902551660164,0.06248776671250622,-0.022186889828935883,0.005417290095547061,0.016634384700522035,
SFRP2,-0.03457853646344473,-0.016435543570668454,,-0.013454364013821931,,-0.0159438975938053,0.03836445630627895,,-0.003661438626187327,-0.040207344532399755,0.009202445294707847,-0.023736164019142553,0.04285370268115183,-0.023231668477532372,0.0626327293590945
CFC1,,,,,,,-0.014698766237190046,,,,,,,-0.031373474977090886,
CD70,,0.08996401564929282,,-0.02286859068131362,,,-0.02741834554430895,-0.04641121959771548,-0.06884196635083989,0.08627725646156059,,0.042995694997816344,-0.03004234282519131,-0.006933716722589332,
HP,-0.006669489926158493,-0.004355610688004926,,-0.03324763193461149,0.024512823396526558,-0.02709779466282623,0.04613307665893809,-0.06659518498469781,0.017127479895234776,0.016818408548178048,-0.006539930462084075,0.03254054307653884,0.025661073463635307,0.00010384106199393388,
CXCL2,0.003108180758427977,0.01311392608758925,0.051291994454565296,0.012112902365212633,-0.029575475105273086,-0.017300687741863358,0.009412527753657909,-0.04212928462890589,-0.031819530269119024,0.08830214994053885,0.032752367059741425,0.03950357983985084,0.015812643156040036,0.07242764521401712,0.019692498912234974
NPPB,,-0.015948401212732093,,-0.042082655050390085,,,-0.012870837496820796,,0.052564950194600474,0.10349871564611769,,-0.022450442680524853,-0.019974435836089828,,
CCK,0.04447018181365217,-0.01715557758613237,-0.04123285430455431,0.07149206860418315,-0.0646477039395873,-0.016261829561117172,0.026442201481007434,,0.02020356077919979,0.03174119873656994,0.026345567412896755,0.03899047270149739,-0.025912235486367785,-0.03225905125163375,-0.003567242614755739
