,UKF248,UKF266,UKF269,UKF275,UKF296
IGFL3,,,-0.03944281772653549,,
BMP1,-0.0043401166378176865,0.018675648412297685,-0.24668572004858078,0.04119901727927961,0.01191875272668091
NDP,0.01747938904698221,0.019508107204299952,-0.06322966779327305,0.003296045121414661,0.02971767975195417
TNFSF18,-0.029752265334335535,-0.014687843676150131,-0.05857140021806897,-0.013383383464921702,
RTN4,0.06213276123745158,0.07990572602893145,0.36307672915158845,0.029942106518057985,-0.010559423118795472
HEBP1,0.014240985203960324,-0.09216435024345064,-0.09633734440430361,0.023953360962262117,0.0003568295749044113
WNT7B,0.0348900508168186,0.05998589937108479,0.2828532298255518,-0.008058092602776661,-0.013054821732786034
PTMA,-0.05833035337573825,-0.10482363811451945,0.054081261198048305,-0.001879229082686568,0.005497623492027061
CEACAM1,-0.01893650150373423,,-0.056941183627388266,-0.021048873812844655,
PDAP1,0.030169490404502182,0.027026429153415472,-0.20244828418640817,-0.00544583483829906,-0.020073973772278073
QDPR,0.030667228242690164,0.0077929996736770995,0.0569047056417696,-0.006250035347972079,0.005035863302807053
POMC,0.03344048014922983,0.02494978436820353,0.03545981528016847,0.10925257464849883,-0.026887546089012383
CCL18,-0.023630964679737767,,,,
CCL17,,,,-0.016691684845482287,-0.0161582096736706
VEGFD,-0.009327665999459882,,-0.05468709936006049,-0.017783578400733104,-0.011852242203742983
TNFSF13,-0.017832689923251047,0.030432783552591585,,,
WNT5A,-0.038646881200152534,-0.03737736853617121,-0.22756207519617386,-0.016458791675304348,-0.02025716800202339
CXCL8,0.047807290083747095,-0.03834116372446425,-0.07686895183058208,-0.032463771088685284,0.040043541006650675
GRN,-0.01899349733218426,-0.05750930061105989,-0.31494402305777797,0.03536179790340782,-0.0002548229674622679
MIA,0.0013074298748664672,-0.048739107004910416,-0.11267204914551661,-0.03280772735987956,-0.013479429447791017
COL4A4,-0.028380596584306556,-0.0256461066714186,-0.017670717240945828,0.04633091270750576,0.0024085798176056825
TAC1,0.08966758962230986,0.13601386697081186,0.42756457836598677,0.07998941605963887,0.030486374521167342
RARRES2,-0.0389092110038158,-0.07082942033073993,-0.3287875024465855,-0.0008478417577949199,0.021285015335340315
FGF7,,0.10599764685763294,-0.030277525708746537,-0.0316515578756913,0.026391607895978393
HBEGF,0.007825204174433168,-0.03772717382179689,-0.14561873828428742,-0.08901361628382931,-0.03043769440309641
CSF3,,,0.02684536073570083,,
PI3,-0.024860771166008523,,-0.04630342304308325,,
PCSK1N,-0.058301267183721785,0.043582838119205394,0.21793900844081293,-0.08868903513410624,0.007145233125822536
NTS,,-0.03130806924063869,-0.0505433478880258,0.03625428337064595,0.00893039257955659
SFRP1,-0.024459252578126155,-0.05834068491434127,-0.01874649995147824,-0.020662220026020403,-0.016158209836397045
MICA,-0.007866782717914264,-0.03331770851575322,-0.08683849175262277,0.0713422161859504,0.10827464023350047
TG,-0.00029333687657464647,0.05051372621650075,-0.006715061763386797,-0.016816240810159134,-0.011693626171852685
ADA,-0.06006255811321414,0.018086895776429617,-0.19805577064455976,0.0060691595506735165,-0.018991389305131418
LAMC3,-0.028702567007654164,0.039092815886851394,-0.13223812437200735,-0.04971688120231829,-0.005094948903990311
CCL7,0.07574427709146261,,,,
NGF,-0.025807978193527113,0.011133217771892039,,,
TNFSF15,,-0.04187249680139722,,,
HMGB1,-0.07995147116105134,-0.03264954095461418,-0.23936720182260696,0.015675073620503598,0.018743198292055365
ITGB3BP,-0.016901135680244254,-0.04612810840499106,-0.17854799138116043,0.015274169307007982,0.07390354363977547
AANAT,-0.021808114688472335,,0.0411641630370219,-0.015122943634993296,-0.0134794301975513
RELN,-0.017798923211964097,0.01341176871803658,0.19322601999748903,-0.024939702080560965,0.03586810484910294
IL15,-0.008652837829947675,0.08426008700817987,-0.08811417533164664,0.0005385184359469486,0.05031127599378701
UTS2,,,-0.09508041693420664,,
BSG,-0.04448671775764183,0.02447678534830705,0.1918601955582661,-0.018591533098643878,-0.007883187537453233
ADAMTS3,-0.01908987437681192,-0.0013364747647795102,-0.24932328194454817,0.011606520937619748,0.015299894856766865
CD34,-0.08472628744788938,0.025996800005621632,-0.13985930097663632,0.00446760415858116,0.05826239754566841
CCL23,,,-0.042205676139676546,,
PLAT,-0.07469368379276066,-0.11447718768921168,-0.24736785239079961,-0.030090886807661383,0.03249737055621348
NTF3,,,,,-0.021759015917884688
LTA,,,,-0.014564970777708125,
CKLF,-0.09236376573320844,-0.03732067597854264,-0.27094581557860126,0.004744849686759056,0.014461594207180564
CD24,0.05237260757780754,-0.09468830659983934,0.004886190006903962,0.04457920999807267,-0.01617064986854825
HSP90AA1,0.04659449566308031,0.06675871840378836,0.32419675476446985,-0.004494488342904436,-0.002279334973493992
BMP4,-0.021389670088145313,-0.023469467384535755,0.09907937370839692,-0.02205816897114844,-0.0027828303693292434
SCGB3A1,-0.015031288324290557,0.00047145110219408795,,,-0.011370031209755464
IGFBP4,-0.005711485332807597,-0.013360650938024696,-0.14994251088457708,-0.039134763555176776,-0.0019752499549696894
RSPO4,,,,-0.01693994770732607,-0.011370029546631192
LEFTY2,-0.03191058599904674,-0.052418179875603196,-0.19803897364379297,-0.041717173629625647,-0.012467376456397805
PF4,-0.015592548761738177,,,,
ANGPTL2,0.06587555687765725,-0.04815014812713969,-0.21357850140074788,0.03196255752261956,0.03194767339245201
LRIG2,-0.044614195024188535,-0.05961521263918508,-0.0753441551718792,0.018560747763542752,-0.05327881084762746
ICOSLG,0.0049122128843320425,-0.026952770766401932,-0.11396024902690623,-0.05114121158944385,0.04614885318225173
WIF1,0.021431740505247116,0.10091737027483906,0.4251033784915964,-0.013072156411519329,-0.02139604149600599
NPPC,0.0034429423516448886,0.12476220246488888,0.08124903487605091,0.04291052116962702,0.07439607831053717
LYZ,0.028720108561567228,0.02346069659395982,-0.1603250234736903,0.018792779042440266,0.01964719633259036
SPTAN1,-0.033558149380318696,0.07850780877577922,0.18193520308475336,-0.003110746582544523,0.005345085123119777
