,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.016314970034698152,0.07385090047243209,-0.004398278230542334,-0.03688331340311734,0.08070973386343179,0.000311235449471896,0.12259838042739317,-0.04147853417989361,0.011089100830858827,0.04163352122177577,-0.02565606386452541,0.06163847474966476
NDP,0.03785772839078504,0.0676760120964617,0.01030329858691017,-0.043683406516276696,0.024651358906997545,0.002199141784652719,0.026967770180855725,-0.02334285019549482,0.06231357169636561,0.06505791522438473,0.055064954893329215,-0.01359038056614391
TNFSF18,0.0647114742549651,,,,-0.011440820524768783,-0.014105908579658981,,-0.0011568565146922525,,,,
RTN4,-0.002294195202884525,0.05107126370095517,-0.025047741010534273,0.01984170936886181,-0.09514408191681435,0.015138504626721547,-0.002451446404486225,0.024802896037239296,-0.04469506885917829,-0.08480811472859925,-0.07455919201527358,-0.04295798150255307
HEBP1,-0.027475918484265113,0.04510931989793632,0.025217373569927766,-0.0366133627239734,0.03176224480833793,-0.015142861474272047,0.03341545418542837,0.00773240388265746,-0.014008045621338259,-0.023860509938041792,0.036933139841418765,-0.022277617687116114
WNT7B,-0.03566922049158544,-0.01549121069996206,-0.010060890361834685,-0.0118631394325851,0.015130840601702167,0.0303036642075713,0.018600239515763558,,0.11040842462883253,0.04907074959264895,0.08141381670122055,-0.02586040215023016
PTMA,-0.04343949725713912,-0.017232194524862514,-0.04412683363434128,0.04822489116470127,0.10757337110534301,-0.06458742931889523,0.17723884556044983,0.11700354485837172,0.015188676495208654,-0.058086951967722185,-0.01255804251254306,-0.02317290465214652
CEACAM1,-0.015340651358695086,,-0.027886443487649543,0.07902279418272495,,-0.022185233688251177,,0.15910738140936379,0.15848677152448729,0.037874572083324815,0.16549966243391961,-0.01716392501305007
PDAP1,-0.009141227055300303,-0.029782562038412255,0.0028248876924688547,0.05513646992856884,0.039545575397993346,0.046229471604035774,0.06028945776422748,0.08563747663613766,0.02406977601003753,-0.03650664291245032,-0.02787723033377546,-0.00539052010784048
QDPR,-0.00911760989387257,0.060280436766858805,-0.006447325186432039,-0.07795107071594509,-0.04798761755405066,-0.02170517022262165,0.08854987151221391,-0.020769535881083375,-0.011550277270241313,0.04029000952485727,0.06236114763165502,0.010799891439514285
