,UKF243,UKF259,UKF266,UKF269,UKF275,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.0279933469254652,,,,,,0.0372532180321116,,0.09134826503068436,
BMP1,-0.015165631961001798,-0.04429511316228023,0.08953875690754651,0.13593091523467,0.04041596355644418,-0.010456274627896285,-0.0006575650092361463,-0.06348739176020646,-0.01585576185622311,0.007353478784054733,0.0072548252502532195,0.07126211704459162,0.05409830796998662
NDP,0.03647473649566623,-0.05901201585510095,-0.0009364141566022293,0.04616534173972812,-0.004522832928393103,0.050471030717854255,0.040206904154317,-0.049324913017291,0.056991576992695275,-0.07522207353634235,-0.014740924751004261,-0.05273015003096994,-0.040816900167496645
TNFSF18,-0.023606113350724763,,-0.01346332280600795,0.10596632715565646,-0.01959732298645253,-0.017765491015650996,,,,-0.01855937049488269,,0.008463033751268778,-0.026674486000366593
RTN4,-0.024251639531014967,-0.0028140708728127167,-0.13185980614928902,-0.16908911200856927,0.03116188778259184,0.01227512662463976,0.0075974121837341585,-0.09027789077510526,0.043747502577791315,-0.047999780426270254,0.027047519617099114,-0.012687914570839207,-0.03555084597789752
HEBP1,0.01935877076436037,-0.008223803525087855,0.02281080753541748,0.02371832612670062,-0.019181892651821107,-0.006455479344745025,0.022774408247736227,-0.04731704449959522,0.004108498969978612,0.026707347865759047,-0.01228054098867733,0.05546170011663484,0.057939265027502164
WNT7B,-0.05509693097011004,0.028607821963981452,0.009053510002733639,-0.05627502427880454,0.029177701246307645,,0.01667485151652725,-0.032997056799940756,-0.028900724501005507,-0.038809145118805434,-0.022338908370642938,0.06281565009533391,0.03488395265278653
PTMA,0.015946044503479154,0.001376340020631292,0.16656296159588993,-0.10528238353120407,-0.014309405920191904,-0.0038916147018589866,-0.12361553381527747,0.03275080386070106,-0.08907587030784721,0.04790159000772025,-0.054469306426199945,0.05673497406306357,0.03451853550645104
FASLG,,,,,,,,,,,,-0.019252389304091067,
CEACAM1,,0.058126349255428415,,0.046878605229191024,0.032975510218467216,-0.02874951561440154,-0.0007177675861992672,0.0282297968679676,-0.014001055511468007,-0.0266678777766411,-0.014826658375987376,0.09865257450296411,
PDAP1,-0.016559249612297457,0.024850700857576777,0.05877429852776953,0.1071473032695627,0.014643577141240354,0.06468200196597633,0.009748787632103684,-0.03668096001027767,-0.0626023127255039,-0.020858606046257274,0.03180424192049614,-0.047090334359785664,0.04015191741662716
QDPR,-0.09510486032742027,0.0004978039828058621,-0.01709725938646575,-0.1784636278919196,0.01239582701508062,0.05364263683664026,-0.13912156195316655,0.04052180910529347,0.0051795260964187535,0.016004449146134456,-0.004682650862870942,-0.025812356377819267,-0.04978541018164364
POMC,-0.04457228155220535,0.02326518318222129,-0.01497596266313527,0.024520659800707768,-0.022739183873682466,0.0008953357052326645,0.006884247545712074,-0.034027345183408414,0.06769083760043239,0.07995066170985998,0.03806835171274995,0.021259043428024847,0.006411454842351925
CCL18,0.045594262646736855,,,,,,-0.019070594963365533,-0.004866920901373649,-0.008831987577303852,,-0.05105924117295216,,
CCL17,,-0.015043431881985894,,,0.02125719525058603,,,-0.013117673790557631,-0.02021140260914298,-0.023727214898719387,,0.07664708028383571,
VEGFD,-0.00386342765070664,-0.004787365192723269,,0.004143441869561555,-0.026040539799784226,-0.03908433646584398,,,-0.014001055511468007,0.05664427100347607,,,
TNFSF13,,0.015066246765690603,0.04268260815183867,,,,,-0.025170845699248517,-0.002465021705911806,0.034853075837461715,0.02760442985356352,0.0018033592230701878,0.0065595495817273525
WNT5A,0.002165515848142294,0.03657616348291055,0.13453897014322155,0.13189530604628763,-0.017325345844499178,0.04371792900608639,0.06601969745881359,-0.016957887960130872,0.04153548245171304,-0.0013409647916081647,-5.127003339494843e-07,0.003865328031598427,0.10477739210818632
CXCL8,-0.04479221139559428,0.012125301498252796,-0.018572187305537984,0.006381163010586172,-0.03405117624937028,-0.027702518068451185,0.05815953802923481,0.0015424372516659418,-0.07187946244404624,0.030893253149487463,0.039522876462260735,0.024126904863716138,0.01789152793904168
GRN,0.0017079827044855264,-0.05415355113600186,-0.003882092184171834,0.12176750211021195,-0.021091817799748565,0.055746300383805375,0.04949225108040594,-0.02903920553202849,0.029882200333051088,-0.025249466380510996,0.0313465936343039,0.09026398659534969,-0.011260286249483822
MIA,0.027046704604264775,-0.014968620628213788,0.10528431138076247,0.006633514684589035,-0.005346831367130897,0.0022480794958603754,0.10386702560682687,-0.01598414684707011,-0.02765784076805809,-0.035886481833256156,0.04296649965679082,0.010565978005151156,0.08054192038200485
COL4A4,-0.035907092389572355,-0.014901935611296852,-0.012422791863656428,-0.02758536558419185,-0.0027413739255522985,-0.03060380518872326,0.005649386765943273,0.0030715268115496753,0.10575853217265647,-0.02270192829301842,-0.0298808411950556,0.020774136390599496,0.0977756636707397
TAC1,-0.0449708338663608,0.011058528173163886,-0.0787551555243589,-0.08694982533094411,0.020732098941104494,,,,,,-0.025580209553969956,-0.022939968294821488,-0.010427474612411038
RARRES2,-0.04161625032614208,-0.001363653055904758,0.02278295166070552,0.13526947294941605,-0.02320531631122792,-0.12261627493012626,-0.0004760937105612606,-0.016356271814299043,-0.03713752792600456,-0.003398664483878539,0.01640863342071183,-0.07327879457641763,-0.03168201514985289
FGF7,0.0287681635015473,-0.05395262015277153,0.049909643341218425,0.1095908703323563,-0.006320898001141069,0.03458341777426722,0.032334047739315176,-0.042774498459017096,0.04201358049153256,-0.04136987440587835,0.00721286750375651,2.6099240171906167e-06,-0.043083874664609265
EFNA2,,,,,,,,,-0.013307066269931783,,,,
HBEGF,-0.049054017693349196,0.05580872521699001,0.12158749328929935,0.07170983890244033,0.062253664408341014,0.0827852476685969,0.018561485727300944,0.03747284482427776,-0.02282163911436456,-0.03498456491458504,0.0400601469558068,0.07750812354356969,0.06623925603463755
CSF3,-0.0025531902254439837,0.04657871265840027,,0.02516941323933543,,,,0.009386979367962619,-0.006789162191716179,,-0.021256040083731623,-0.01837229329268236,0.0788514586775197
PI3,-0.02890046534845442,0.013229193633326974,,-0.03286245404849937,,,,0.0020689814131420936,-0.04709047266139764,-0.02016013887778525,-0.02778682984869112,-0.0399168897289132,-0.03782655752141657
PCSK1N,-0.05168513774010728,0.023360057681889392,-0.06359299461900567,-0.021234494635252597,0.05323803019111766,0.060413294832348315,0.00701763998836597,0.02577403750131503,0.02655191401489038,-0.03194888177218842,0.0748948267599271,-0.021050445165155435,-0.007806939525512523
NTS,,,-0.015165406305622478,0.052552494630152526,0.04769001360246826,,,-0.0014513913788943447,0.1339513348111028,,0.0016997325951892965,0.03256610591815616,
SFRP1,-0.05544099376803271,0.04334013530154333,0.07960380098112531,0.0006671560384841846,0.030233035877683164,0.04935626755753674,0.0024688739679126805,-0.03222033869330597,0.014583736798414024,-0.023357520846518015,-0.05022997313508427,-0.026574642573260716,-0.04256096577077537
CXCL13,,,,,,,,0.02930502546271769,-0.03418964669353567,,0.054366722752252926,,-0.027671740814754753
MICA,-0.03086668798960031,0.009151906939040099,-0.0096652859708909,0.07479341274532106,-0.004880535398879952,0.08821233247074406,-0.06362638813994846,0.07370819385241041,0.07810261113676147,0.010526859260652378,0.0025315514527802533,-0.001101953834002902,0.040703062695144426
TG,-0.0286236611680302,0.014110915343934565,0.06648981237317154,0.00896990734294732,-0.024624064866587966,-0.02988624854839977,0.08280899031370462,0.03245274989583912,-0.019967016573456828,,-0.017494047621568958,0.00043095975028115103,0.15801630422042554
ADA,-0.028652389723321323,-0.07934560941213864,0.030811182634753312,0.06234542857789269,-0.0032289774031837755,0.030772407812908395,0.01403221453045998,-0.009373302532991977,0.03856137867095791,0.027661100822765693,0.02527235409592843,0.05757443269549208,0.04220087128590227
LAMC3,-0.05058633802872649,-0.019742177990830823,0.05166555080881856,0.13928791094991955,-0.028020721721476405,-0.022733347103318917,0.023239314691399688,-0.06527576140335603,0.02715155219961447,-0.024741924382193546,0.07448925572977078,0.06167096827362689,0.06946921514277428
CCL7,,-0.022783989188930542,,,,,,-0.019660369380079794,,,,-0.019252382458171232,-0.020697949264368052
NGF,-0.02068708026050335,-0.04019889011286666,0.06988747559233258,,,-0.010536128371251022,-0.003099722327629061,0.01612456446209301,-0.013128196911648795,,0.035999959140748904,0.033152115090136526,-0.03866254449915949
TNFSF15,-0.025592500100325936,-0.025371086312510744,-0.020282739958930544,,,0.10569814496450466,0.06913180407953994,0.07386447565630973,,,-0.01319963597081509,-0.01756921008869209,0.004600649813167595
HMGB1,-0.0153128595696256,-0.018381058556045566,0.07195801907142503,0.11474982267559367,-0.04377217664470026,0.07126432685189871,-0.13272894162405804,-0.023296305530727042,0.007082295002987167,0.03458880859218672,-0.0367101369859473,0.007252554680137647,-0.018444574924059348
ITGB3BP,0.042607324119595585,-0.03623014399820949,0.10921414865902274,0.08407550629183383,0.0017071243837762562,0.05344218627585393,0.007138100337472906,-0.03196911890772824,0.011786654932052582,-0.009089823030023508,0.01443697777079318,-0.0066448469762907855,0.005057605617966816
AANAT,-0.03707832033336902,-0.023085096218043347,,0.03433733150039282,0.029438061498770433,,-0.019862824058221075,-0.01724769141302549,-0.017907707038524137,0.0071040087930313465,,-0.020369823507029136,-0.020830457796154035
RELN,-0.03566900026229831,-0.024821744126510767,-0.04457256258974494,-0.025250616468704225,-0.014303391769040937,-0.007780066483368833,,,,-0.02219700860112964,0.031091405965315493,,-0.02401889476421598
IL15,0.029279491617438754,0.023529842240942823,-0.01443237527573659,0.04614621261940665,0.0010362949125558589,0.019989987408488664,0.029202758611712565,0.026477672414827562,0.033012293318052485,0.00983922679396186,-0.03219797459672525,0.044726396735777066,-0.014616670626204663
UTS2,,,,0.08897540991853704,,,,-0.014687671555129478,,,,,
BSG,0.10985091410650033,-0.004163423869714106,0.06686261259903237,0.02808427000942491,0.04082143883922448,-0.006625769472440507,0.012693634743035044,-0.07986658384546723,-0.028589306119928194,0.021227558860832853,0.06768657317793975,-0.022076558689765963,-0.0332962473188752
ADAMTS3,-0.03726246878019545,0.004792965703102211,-0.02324638146476956,0.1797418897383962,-0.03654532997917143,,-0.02378370969040999,-0.031278754805633587,0.14621542571660334,0.0023495036967689053,0.019189155197008586,0.04420462948044802,-0.07798278684965002
CD34,-0.07138784217135415,-0.011264826283547347,0.051189472331417726,0.14788192081055354,-0.0053715560579187934,-0.04866504891309842,0.011222086043065124,-0.034303985758334925,0.0925481975965028,0.03478671863039857,0.048200656988297896,0.03413183573000793,-0.005762985872477914
CCL23,,,,0.023196923452605024,,,,,,,,,
PLAT,0.035156021682586504,-0.06926938093156386,0.08942802688070425,0.14249073395658327,0.07739950960769641,-0.014718244229617096,0.048540375214498485,-0.028502726689781703,0.05723509852662934,0.03943673102693776,0.031586481245312076,0.050763063462301694,-0.03693676733160335
NTF3,,,,,,,,-0.054517936527937724,0.06673149823001125,,-0.007087487112530129,,
LTA,,0.013966612011553822,,,0.005762619395405254,,,,,,,-0.01264532509711208,
CKLF,0.015919735229695496,-0.01932183970011985,0.08141257863800723,0.15454924128982256,0.019168362478042676,0.04334936417574487,0.05973279539824082,-0.08255909381431853,0.0638368301259105,0.05817541581286561,0.01926727136133644,0.03633857036439183,0.03183434935375795
CD24,0.0625591727632383,0.04866196175274013,0.06333272245478641,0.11946715039833465,-0.05834144773978122,-0.06641363788015701,0.05294923044777469,-0.012937560500539335,-0.0013193541349521632,0.02456408926491255,0.029231919946483255,-0.04136228913172059,-0.0036372249669692136
HSP90AA1,0.03250638113686886,-0.021724658669753018,-0.13748089342229164,-0.12408317552334869,-0.024277204792742136,0.09669959033510496,-0.017562606159675087,0.015562648851396112,-0.06236059674929864,0.028281912438448437,-0.03631401395704529,-0.06524413560592078,-0.019851811640791767
BMP4,-0.031073831990541485,0.06461010611298823,0.16099110085683818,-0.018376378416365295,-0.003584330029568489,0.0012900762475465074,0.03466429798644993,-0.04188950683359424,-0.044072586090888384,-0.022478433920419327,0.03740967607923221,0.032302239749496184,-0.022614843862760216
SCGB3A1,,,-0.0184231822949929,,,-0.04193661092884182,,-0.0008398474217744056,0.006844132926396525,,-0.027411478845106828,0.05791753331564232,-0.02910227995704511
IGFBP4,-0.018170225376883956,-0.055741055305709115,0.09139901462368201,0.16175478035413468,0.010974896071696189,0.0674260013595556,-0.06274619129917787,-0.060537080892091005,0.007239930955009396,0.05795354400587919,0.030059787828063886,0.08411535961132331,0.0031852802069560564
RSPO4,-0.025271389455766693,0.013605739238076776,,,0.0194246430131411,0.012686538662196978,,,,,-0.018460464433764083,0.055654985603037055,-0.026266382167710264
LEFTY2,0.04335583407386828,0.0008475271547728311,0.1243931032515026,0.13914054470019713,0.032114548198489086,,-0.02538300577538612,-0.016689427242670796,0.1177728523295863,0.01673406178921321,0.019107086581488984,0.043725438977963924,-0.019261673089791105
PF4,,-0.019878581695989696,,,,,,,-0.012196847527509132,,,-0.02741470629041526,-0.0205759434270322
ANGPTL2,0.07497035948042591,0.03735553400145347,0.16198225508986872,0.13824123163928348,-0.01961301915189391,-0.011873255983796144,-0.037729477062673274,-0.02764039461753336,0.07852042672469331,0.05210515567978388,-0.07237343410572919,0.09222126401640338,-0.038638207026933886
