,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.027596600522357927,,,,,,,,,,0.04730517649947094,,-0.00936393197293991,
BMP1,0.03818173952607086,-0.036229462704083976,-0.03768772234873674,0.1658613207569027,0.04821917872965334,0.013770958564659765,0.03481369003979271,0.07353682155647409,0.013091099069881429,0.002557809666468653,-0.038431833436023466,0.06866584323862608,0.07527554873904552,-0.0012964666696369527,-0.004961779373247962,0.08939155934267787,0.11395262860157082
NDP,-0.01491058601562205,-0.00623980494121693,-0.02667170461237283,0.02312465801275009,0.06635995024256434,0.007218402711239936,0.05905581273048712,0.0726800152778174,0.08896453772737178,0.016379063058742788,0.003871492112388437,0.06929060721393819,0.023068225537580134,0.03666303212503481,-0.013209314685689113,0.07627485777245287,0.05370892597837267
TNFSF18,-0.022732043576281773,,,0.048011758135008506,-0.021438990458029356,,,-0.03003662815084354,,-0.02469947300053634,,,,-0.027992907407339278,,0.11404569483320544,0.02999089328736399
IL36G,,,,,,,0.0505653705288369,,,,,,,,,,
RTN4,0.0471136922541628,-0.005582461859075198,0.015313529797688711,-0.17903328392514622,0.03475752211431582,0.05269355247364968,-0.07233496708932259,-0.018526615546372006,-0.04515901531122616,-0.07406884023270273,-0.014679077204549152,-0.06402892862857433,-0.03327602081766926,-0.0032697098709563006,0.07375986295675886,0.00423226139686134,-0.10558397732651813
HEBP1,-0.02643715066643583,-0.042711579237803714,0.006786496691862338,0.08053751562381072,0.07524157381668273,-0.05263633719233217,0.050757489584611216,0.010405897424205333,0.07337695491910101,-0.05665797772536802,0.02713121450087591,-0.014329071716306763,0.06396532431469978,0.009606722852627902,0.039676347726559896,0.04692654630103495,-0.00100018857140559
WNT7B,-0.01731603496513147,-0.013952948426103213,0.05715954138748964,-0.08995249740296603,-0.004733698617793655,-0.011723842753511257,-0.021500894482822143,-0.033067395856677145,-0.029725643804307207,,0.009556417978205053,-0.0052835213085799405,-0.024614142489586998,-0.013670706974891698,-0.03677541615942431,0.09225558993478407,-0.023778395409409656
PTMA,0.10159482036489971,-0.0095825761199984,-0.00048016407178908574,-0.14795191875638475,-0.015507400908474031,0.0013601047772079722,0.08418298141977419,0.03553777845856256,-0.06109736713739265,0.04999607437747961,-0.04510615146896184,-0.09807088561513995,0.013696643210550743,-0.02530997820897318,-0.0496264706712112,-0.06213003079565691,0.023033085151498003
FASLG,,,,,,,,,,,,,,,,0.06911763858831702,
