,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
LIF,0.037668741422017864,-0.07476256144845879,0.008818003875383236
IL17B,-0.03935347482006075,-0.02181328001706045,-0.029256385176472395
MMP1,,0.016107104337623777,0.023274583914479476
MATN1,-0.04300186357907407,-0.03154107385022024,-0.006515802037799352
ADAM28,0.013039380287445522,0.06989724478003985,-0.0047935177235928755
TCN2,-0.05111840312857498,0.028436841006955586,0.04314217073288934
THPO,-0.04121320025223309,,
CUBN,-0.051776397553698755,-0.0352396415158828,0.0002562277873499731
TIMP3,0.06816730877467672,0.01580799318665145,-0.011362833173115995
PIGF,-0.01712005216864388,0.07253449828465762,0.03221377096465661
CRH,,-0.00076740202263132,-0.05125679519632652
BDNF,,-0.0008159831098362115,0.013886374491865382
CCL5,0.08353133326887748,-0.040734280217302445,0.021758185759986812
GAD1,-0.04529112965764683,0.008509125892326748,0.055175421029984496
COL14A1,-0.04274155685033306,0.016467275924502027,0.03948500901938413
HLA-A,-0.09853926937741354,-0.048229387932321566,-0.0772737752266459
FGF18,,-0.025788521967625693,-0.028522711472103883
ADM,0.016625251116012853,-0.031088016258978644,-0.07676526350710922
GNAI2,-0.005405965612619224,-0.018301569809941284,-0.017265049275727456
HDC,-0.0070810542086468115,,
COL11A1,,0.06967474430919793,-0.007065301970072108
NUCB2,0.09398677756613862,0.062457067429907955,0.014337280721369581
CXCL1,-0.0422846745819925,-0.06885788496391367,-0.057082605916055
VCAN,0.08227306727124854,0.04461371953240317,0.0785237706470694
MMP7,,0.022193352702845833,-0.08575169560545971
PTPN6,-0.0574011036794116,0.005373673666632558,0.001982409272310698
PTGS2,-0.0023115020014334727,0.03169032299710041,-0.10354627683126563
CD58,-0.04996988633697057,0.06265427178238832,0.04047483463070807
TNFSF14,,-0.020629461171427162,-0.031095675152662716
CNTN4,,-0.001265779324848492,-0.003820102613415829
INSL3,,0.013938005994590542,-0.01804960567461563
MFNG,-0.020856048209256888,0.0712757496730947,-0.06287038569866309
ICAM1,-0.05269665840576836,-0.0014797624746619301,-0.0830578449262024
PROS1,-0.07142390528056299,0.03577874200809653,-0.006507244414458593
CLCF1,-0.05753835772662159,0.03897136831022326,0.0033142203881700526
PSAP,-0.0361868971518339,0.02147109497826093,-0.06255212875438937
EFEMP1,-0.045523963299100835,0.032926969060471614,-0.027645912575895337
C1QTNF1,0.00218755252303128,-0.00039603196398132795,-0.04088833817215156
ALB,-0.05505936125410959,0.03127882373275193,-0.041381102435566405
CCL13,,-0.015313888404372603,
EFNA3,-0.08675224534208961,0.03269071786241393,0.08780066917490281
DRAXIN,-0.008430905377924148,0.0007202544433216084,-0.06937844223281885
RAET1L,,,-0.01827202203750091
NPTX2,,0.007660974961546205,-0.04838001988382263
FGF11,0.08662626373148812,0.000367857017259178,-0.015265078970302628
CD59,0.017263237781123552,0.04587902860536334,-0.03745585388812166
COL9A2,0.03194611452756626,0.009176331196526282,0.07307739386564233
DLL3,-0.02185631559260911,0.05164661987290725,0.10185084324496552
LIN7C,0.0711705567328254,-0.0256686923048337,0.11021831030368215
GDF7,,,-0.01566366717379235
PSPN,-0.047981169084235324,0.01706712030688234,0.034981588341514984
ANGPT1,0.006088319918365559,0.03790830915758886,-0.02486938550285534
PNOC,,,-0.016656812572270762
L1CAM,-0.013096407888521658,0.007824741545630266,0.02217011104473544
APOA1,-0.014320801444236005,-0.014711108979168703,-0.016398951431034866
PSEN1,0.043541874222922335,-0.017881998615033992,-0.05337958413034383
CALM2,0.028192432998472794,0.06567770019060092,0.07138049504395685
CLEC2B,0.15054581825385868,0.05842345010322211,0.02410060610025014
NTNG1,-0.038069162207740065,0.020189115220336673,0.012198528537865879
LRIG1,0.040943259307866596,0.04593991864182497,0.07305820085479091
CPAMD8,-0.029617186164427527,,-0.017596865063875932
GHRL,0.02786207725937532,,
NPY,,-0.02280823958975877,-0.06840677815671237
MMP2,-0.10928314403015939,0.015656679665656186,0.021741993234206315
PPY,,0.035018061902598194,-0.02841352189792639
ALKAL2,,0.014988456130581718,0.027969018759184172
CSF1,-0.02718071428681881,0.008594705859697259,-0.0018158178701804329
SEMA4C,-0.034492858811629716,0.025535016357709005,-0.020320110093197546
ICAM2,-0.05568281964695401,0.04261213066019848,-0.030578002656524182
SYTL3,-0.03875913653731512,0.010590291898317932,0.044085116167072835
IL1A,-0.020663939334637515,-0.02717074763062524,-0.031407737233634055
HLA-G,-0.04300182834097628,-0.03377954098419519,-0.023650141480364817
PGF,-0.014576795145468878,0.04340972643927358,0.014521820248609645
LGALS8,0.04480812414639987,0.01589897695560791,0.00956998323675827
DKK3,-0.05197724912916928,0.02098219821580626,0.04113392509612815
COL16A1,0.07891530357689591,0.02561090401359109,0.04321704144576691
TPH1,-0.0412131202000259,0.009747932669025582,-0.04770764319456962
TNC,-0.01438300306327104,-0.029302948793821608,-0.02901130901098553
TNFSF9,-0.04181674621137664,0.033948818924416806,-0.028664017820313834
C4A,,0.08428097480220365,
CNTN2,-0.059124294443878504,0.03178445759259302,0.10464670171011571
F7,,-0.021481000789481956,
LUM,0.04242444245079518,0.02694670359894671,-0.06648314677129155
BTC,0.0046842469091289,-0.015540748878786549,-0.02669245656002592
APOC1,-0.10641759464863189,0.0068712700011389,0.10304870608685324
PKM,-0.014320092553209825,-0.039594773187758184,-0.07905384484256352
TNF,0.01592912635056386,-0.015083830625764233,-0.018272027021199035
GNAS,-0.056155733758163136,-0.10166531122562347,0.05572550662779574
BMP8B,-0.05899927408264124,0.06770031026497857,-0.007934608007097409
LIPH,,-0.01531389403644823,0.1019540511383281
PTPN11,0.07588741234729755,-0.02835516541039741,0.04164695560507308
ADAM12,-0.028001496426060396,-0.010848936213501956,-0.02647876340268405
EPO,0.02715125528406832,-0.016631280020967195,0.03726722204210362
EDN3,,-0.0036581575201015295,-0.03442016224227603
CCL22,,-0.018823026898505915,-0.01934830407262509
CCL2,-0.08778369015743262,-0.014396576986534194,-0.03841040112351439
DSCAM,-0.08677650646407355,-0.0024601069444821913,0.0773163911730746
ANG,-0.09145385385555067,0.023523101376743853,-0.030053228280362058
FBLN2,,0.08891393244085989,-0.056343982114541336
VTN,-0.026793448973809173,0.026073767872978965,-0.014877599971561075
VEGFA,-0.006265200551701272,-0.06350396108933092,-0.07646740822648075
F10,-0.038716125378774766,,-0.02540958163740905
SERPINA1,0.02933408314819131,0.03383158479622844,-0.04124274905736688
VWF,-0.021389029797154055,0.05216569740084023,-0.05533670951737867
GDNF,-0.056474770521639954,0.040504785887170346,-0.02733102896566816
VASP,-0.01613818968517589,-0.01978956463913521,-0.0005160435341019281
ADAM15,-0.09508316268975481,0.004048294813377621,-0.02187140566197841
WNT2,,-0.020629451822393615,-0.021729918186637085
CALCB,,0.005923958469208825,-0.02573552466926856
OLFM2,0.007971950175931306,0.0072166399023244135,0.08773018925713269
MFAP2,-0.04754046915416034,0.00497800676033669,-0.02802473425073642
HLA-C,-0.053498390643785636,0.050438101841675964,-0.12374559041371701
THBS1,-0.04337145511174408,-0.01822309352493215,0.04372543687908338
HSPA4,-0.0779983435653574,0.026822871467483946,0.03384520026240809
LMAN1,0.014548482683028836,-0.019040079196363673,-0.04398186228414158
LYPD3,-0.0001170751863663842,-0.00917126360804292,-0.008415274330197788
APOE,-0.01816518760551278,-0.06988072423246887,0.08005267579129585
SOSTDC1,,0.030990085704503803,0.002134442933204063
ANXA1,-0.12573231396456813,-0.039943984218642176,-0.07762728513232245
WNT2B,-0.017018247510233855,0.037045928232921264,-0.0142329900988119
AMH,-0.001465689932351882,0.04702297650090265,0.0022588879811768904
GDF10,-0.03741227461160785,0.025849300684304934,-0.007115624654107587
EFNB3,0.04156324484848971,-0.005797126662160964,0.0516434712591464
LTB,-0.011681472796109389,0.039598755021780015,0.03443328720520948
ANGPT2,0.04340035291897553,0.01317739230758135,-0.037146035021898206
ADAM17,0.014696941074585433,-0.01665039097300027,-0.032912014168037615
LRPAP1,0.00010089069015667673,0.02790561400502656,0.0067356901786097345
NID1,0.021063021232540866,0.01454194269660018,-0.07552552114935433
MST1,-0.06993011946784866,0.05318746765714211,-0.006599216123855061
DCN,-0.0351361294851042,0.02092769003728984,-0.05220818235986117
IGFL2,,,-0.020963662074575656
COL7A1,-0.010544757427394838,0.019886110770007744,-0.051852518216403895
CALR,-0.02993874924262936,-0.046714989026585066,-0.09418768919694438
PIGA,0.030016936107177865,0.08768557952696816,-0.049133758009664304
CD200,0.06055344234030382,-0.009898919226762753,0.08636481849053576
GRP,,,-0.019763559988099654
CDH1,-0.04329421978098204,0.04037803491301914,-0.019951460304445008
LPL,-0.027019140719334797,0.07946696105873252,0.10988167465269837
SEMA5A,0.0007227821486020197,0.034372471348785585,0.013557049953072765
SEMA7A,-0.04809969624313713,-0.01646826131083705,0.037701140919001015
SEMA4G,-0.0026765425348059535,0.07507945841100991,0.01835407920893641
SEMA3B,-0.010644751925173172,-0.024037177983701915,-0.025065804436234112
RPH3A,,0.06165310245131277,0.0035228000934239534
JAG2,0.005145953524996431,0.012781807719080374,-0.03290945176302488
CGN,-0.021948885857332106,0.05278692613722323,0.1104861545325064
GDF15,0.0093221518662292,-0.044741653837619626,-0.02528355170669255
SEMA4F,-0.0443408089944382,0.019222861706239346,0.06533922864394791
NXPH1,-0.06520275417178237,0.05293723325843041,0.02322165699676348
ARF1,0.05125502852393722,0.046428261937916736,0.07835086786542271
EBI3,-0.03846019796860096,0.06088177526403893,-0.0030677933536109024
TIMP1,-0.11388843989306527,-0.052482970739829125,-0.11471865315094128
SEMA3C,0.019688615440406707,0.012308851941185469,0.020378164490053714
GAS6,0.0304201545070746,0.026929148667719206,0.012254082937511993
MEPE,,0.0014288207729932063,-0.0301168941548563
SERPINE1,-0.043410315471938,-0.10054594038011042,-0.06746470253706269
RSPO2,,-0.023256289866814238,-0.028374050410197794
SHBG,-0.06218926467421289,-0.024920114119550016,-0.035285962141542615
LGALS3BP,-0.1036286447555852,-0.021827692702372836,-0.08446480584926253
LAMB1,-0.0501575667361363,-0.007768170495192659,-0.022426012331978426
SPTBN2,0.0046456853348698585,-0.019576325700153153,0.035066316606218305
COL1A2,-0.0451324163819521,-0.030679670887261066,-0.08529147248267371
WNT11,,0.018773376827833633,0.014293296673243845
LGALS1,-0.01661266613519349,-0.031961998155403626,-0.12698929054516003
BCAN,0.04864633536286139,0.059794335709888756,0.08573688164246779
ANOS1,0.09661680320002894,0.06791753816967921,0.033716979365807226
EDA,-0.0030575458283334587,0.029381983050722083,0.01893974227074189
FGF22,,-0.02535749803395114,-0.019968180104360526
SHANK1,,-0.015624294239055625,0.03718647328446619
NPVF,,0.07163297538166796,-0.018049599373237704
TGFB1,-0.010549907921603851,0.00014108786654824576,-0.022426468730567597
MSTN,0.12048728780971311,0.01886798769828191,-0.03712047050708473
WNT4,,0.003478406977417258,0.07148065541747543
TNFSF4,-0.06849127390673557,0.04100326605832068,0.03439069682341298
NTN1,0.018956901181324814,0.035066870504681144,0.08683572359931135
CXCL12,-0.007170569758227178,-0.022933839058803564,-0.026616965430631228
GNRH1,0.001782971244276121,0.07343818985137211,0.0011096713206177257
FGF8,,-0.028389520650762817,0.05839656989368849
RIMS1,-0.09067221806585835,0.01955283044356731,0.007285130753343252
FGF14,0.0775079668116574,0.048140030259535095,0.09782267597791829
IGF1,-0.014965805414821105,-0.012326551713086645,0.0366487815824521
TNFSF10,0.010450885735082249,-0.021562193085058575,-0.03899461079819596
GDF5,,0.05541919324300233,0.060892796535719586
CHAD,,0.008550905191029707,-0.004314500918288222
RGMA,-0.0614352943561314,0.038785998283389106,0.06151899442584029
CX3CL1,-0.028306728215322194,0.06235094134786794,0.03222615996047656
FGF1,0.0579010251746136,0.0018747479880018671,0.0906328232722111
ALOX5AP,-0.05287008268174348,0.009928306602276813,-0.10322695464056493
IL1RN,0.04717220031457911,-0.0429089816882628,-0.04503880619772629
PCSK9,,0.08878496046408028,-0.019137562176929263
NPW,0.05550472266567316,0.009939499750135644,-0.06435915018559908
CXCL9,0.02400401503548443,,
ANGPTL4,0.0021521654952781693,-0.03869451005095665,-0.10037238136748546
UCN2,,-0.028389525430744418,-0.03324364590830973
COL4A3,,,-0.015143943424341723
NRG3,-0.03741229830275368,0.028035583975345967,0.034474403538969814
IL23A,-0.03019099199049709,-0.016418606727754838,-0.024578139928823406
COLQ,-0.010166300960316402,0.0321486643027529,0.05788512403632232
SCGB1A1,,,0.04460912975312479
TNFSF12,0.083725571812111,0.018767830492079304,-0.0017059540917739966
DKK2,,0.02620155121814514,
FYN,-0.06129313667632163,0.061887640012179584,0.12037485781910613
ACE,-0.0211707175599093,0.045657977844951306,-0.005981745570915575
IL18,-0.025943088063578767,0.06406766367118684,0.08880154144592467
PPBP,,-0.020103004985218522,-0.02265452080800814
CCL27,-0.04722331471822308,-0.014356005530691014,-0.028749437253570462
SERPING1,-0.014552871136099146,-0.018001005012820974,-0.027144315413752017
AZGP1,,0.029496586922931608,-0.007956160438274757
INHA,-0.0005832478771337188,0.10005116231644405,0.0073857534065766145
SEMA3G,0.010080447328844404,,
COL6A1,-0.08102381403603486,-0.0010114071098342474,-0.10314845284911166
FGF17,,-0.009701478698631215,0.0019953458066041788
TNFSF8,,-0.021813273622522184,-0.020963659819113578
FGF20,-0.0452911624490861,0.0867581299376035,-0.032717372403192786
ICAM3,-0.010784110776650448,0.06773934520674163,0.062371356598984545
LAMA4,0.036442546451949547,0.04477575290735143,-0.07104615627585281
DLL4,-0.010494038864657506,0.028851506774563638,-0.06284378552479845
SEMA3A,,0.02556989835637411,0.026207683451373198
RLN2,,-0.015083825728768797,
C5,-0.023637601076851558,0.015848234741675477,-0.018614094872664792
C1QA,0.02763101680411398,0.003685865049776878,0.02923318188742585
UTS2B,-0.04300186072192777,,
COL9A3,0.05130646891520517,0.05627697717587735,-0.008208135234791733
HGF,0.1538031223782711,0.017519496710635993,0.04741276167929446
P4HB,-0.12506809357367457,-0.06433719964638666,-0.1096630186229254
ADCYAP1,-0.04907680110604754,0.0027724190469227868,0.006270109358920716
GREM1,0.044792657993082304,-0.03985158745922221,-0.04515479675450203
EGF,-0.02492046964345275,-0.018442464697505895,0.0742811884937931
VEGFB,-0.04668652900077983,-0.03433485882951607,-0.03728268915817845
FARP2,0.013435467583508595,-0.005657062490172717,0.04075190197635625
IHH,,-0.01974502378907012,-0.022288848860085683
LAMA2,0.07622968632894037,0.054292195493543444,0.004409051174967473
SERPINC1,,,-0.018272032558646175
NRG1,0.016485138892469258,-0.03178240076853088,-0.01851336630591424
SPINK1,,-0.04163278296667063,-0.04989464048035944
EFEMP2,0.006804522876049435,0.005259702229882767,-0.06649066417913714
SELPLG,-0.07951687706707462,0.03657090075276059,0.03673639822637525
GDF6,,0.0692369760520642,-0.03869660336512183
HLA-E,-0.07712368982753338,-0.038967569597549,0.004217822585911026
PTN,0.060298858581828596,0.07039869044514518,-0.010171078792617258
CD274,0.030324229320992473,0.015917656246387045,0.011608490083427287
CD14,0.0009439328154598636,0.05328456112916549,-0.03187454959377726
SFTPD,0.0015267904322390012,0.051984521830966864,0.03646230354833351
SLIT1,-0.1047414957883862,-0.007712312906585017,-0.05461395773690446
BST1,-0.1132580194599662,0.03846705939522983,0.009731703690168948
AGTRAP,0.011234887204477198,0.020126608466457568,-0.045380389511420184
LAMC1,-0.04746006892202322,-0.006077002427657879,-0.06331854274049982
COL6A3,0.08425318831615645,0.01859229143279518,-0.10030945609943244
FN1,-0.059411937323999,-0.040350348258907986,-0.16071227899816112
MIF,-0.027904307539753755,0.02454841839035491,-0.057629065442335106
JAG1,-0.025124587429848577,-0.040134532420963785,0.010699134594324035
NID2,0.05290773669784735,0.05539531457883997,0.017253123602284298
EFNB1,-0.010681157380871581,-0.0034644909313229595,0.10209439026234036
COL4A2,-0.05282325059081943,0.01590635157336329,-0.08434534014638974
SPP1,0.051251649017630796,-0.021017715664976514,-0.07682070017417011
PODXL2,-0.01808403853457147,-0.014822010502637558,0.0009784193982453615
FGF9,,0.027542175000940857,0.06383958908791028
ITIH2,-0.022386571801554275,0.07140748284583905,0.05639365829885502
ADAM10,0.1354323277098345,0.034329798890754826,-0.04122801721145283
CFH,0.08393539957870431,0.044289547958493276,0.036019414349814434
COL4A5,0.0571201109460406,0.015545184402583557,0.07313597978459703
LTBP3,0.022553335572783544,-0.08479343407741897,-0.021401640887376356
GNB3,-0.03252101457517158,0.052794639067358796,0.02706800465640869
COL6A2,0.0032266368877089083,0.0018400243618691414,-0.0924275592902568
GDF9,0.0171742447839165,-0.0156500718449266,0.017608368890393827
NCAM1,-0.025004507324834644,0.006560660607489857,0.05688998399345146
APOC2,-0.10441958764015573,0.02264581851801568,0.028950745896325937
BST2,0.011437808946524061,-0.0017803517228708748,0.024529492837621063
COL5A1,-0.09698946623678467,-0.03751018896130896,-0.13472552387514644
CALM3,-0.07068087013923978,0.03088215844973699,0.12340606074369398
THBS2,-0.038711394939069395,-0.06716243428002729,-0.03359346489707145
SERPINE2,-0.07237653056005337,0.03173730582529937,-0.01794950868291665
EFNB2,0.00918396361838364,-0.021724310921596164,-0.033024935334227824
PROK1,,0.1853048282240185,-0.020170885524312634
MMP9,-0.06453300183898525,-0.08138220560520677,-0.052164675271469584
NPPA,-0.015337231572516681,0.07294132596985861,0.009916820593655827
NTNG2,-0.08441694946252135,0.018105837935067426,0.038519581541182284
LAMA1,0.08070409112498958,0.02699143370642207,-0.016739448039271125
UCN,0.007293031587969544,-0.0383753884454021,-0.03219568479468354
ARTN,0.01692791239143271,0.0029817873236929067,0.06269690653784413
PDGFD,0.02999063047662804,0.0716639117580935,0.09877835472635466
EDN1,0.013795701483760048,0.027905458619069387,-0.05288317107221214
ARPC5,0.0011650722434850206,-0.00862572610526548,0.03074341509183322
GSTO1,-0.06359741592576475,-0.024037027470793594,-0.050520577897197834
PROK2,,-0.013106668171147784,-0.020570779218928012
SYK,-0.06830046725154194,0.04415521188009756,0.017559846315002424
ST6GAL1,-0.0014884769847847996,0.042554413839140943,0.031272484126916994
WNT3,-0.05921790918894297,0.05010113826787187,-0.009397142966425869
HSP90B1,-0.09105336302945621,-0.0664509528893669,-0.07880783995290733
ZP3,0.042639250733410766,0.08215555997673941,-0.02911089377923574
NRG2,-0.061715041494300675,0.0348286356983646,0.01733877655113493
MELTF,0.02345893716855111,0.0791736034433142,0.007691889653121936
NLGN1,0.09336622989564278,0.048608722572349564,0.030501632262568603
SLIT3,-0.007357240863661135,0.007491940439629119,-0.03270958387065428
CCL8,-0.04264017536501703,-0.03742490627541119,0.01360523654392898
S100A4,0.018501770568438578,0.06052994137606644,-0.08636257151230295
TNFSF13B,-0.04300348916642524,0.008779943052754422,0.006856947029355614
HSPG2,-0.044041443434339196,0.026559742754080035,-0.10682996467354072
FAM3C,0.06326985279588845,0.056788555721602345,-0.042321618011214174
FLT3LG,-0.01256537366274055,-0.030379959314885265,0.006573009952696202
A2M,-0.06922929842918595,0.01723652494647973,-0.004536865350674004
VCL,-0.022512352906522773,0.008154330878204805,-0.026976698643089648
FGF2,0.1438992797501373,0.015019560971146349,-0.0334128496042295
AGRP,-0.04121320025223309,-0.015540746101509108,-0.01566367069561578
CNTN3,-0.024167989258284683,0.07255368115190891,-0.013809814444856726
RNASE2,-0.06926745977011482,0.024665012692390145,0.008129044106757353
ADM2,-0.03806915690666456,,
GAL,-0.010583881423598434,-0.03623948444893212,-0.04597390749957078
CXCL6,,-0.024026252041815584,-0.04976487611259727
PDGFC,-0.02583557058619984,0.03492210539571426,-0.030445624488649906
COL8A2,0.029390512495929937,-0.011799749432421227,0.01722695284296337
SPON2,-0.026355331102265296,0.03494566870518494,-0.011031060358582662
LCN2,,-0.007004429289375372,-0.032981336730036656
SEMA3D,-0.024955225500587208,,
BMP6,,0.004540395723720095,-0.008429227382853533
TIMP2,0.034214945071754946,-0.06608449243994963,-0.02215344379917359
EFNA1,-0.042626833096873845,0.07835429024436637,-0.02176350438236649
