,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
RARRES2,-0.0016005214581740288,-0.06592662690196567,-0.07903738257923239,-0.14705971288186542,-0.03925577206467825,-0.01311835033174753,0.04219781358152603,-0.004779525628535275,-0.11471999555459927,-0.07845248335512323,-0.013555225130448104,-0.020172120290669553,-0.03027527116118468,0.05812720766927978,-0.04193906878161775,-0.029683376944474777
FGF7,-0.04759194463936796,0.011647892066565177,,0.1433257882200115,-0.018727315041451198,0.08313262818410959,0.02559971247754868,0.027797528320212504,0.09817611073852617,0.029963253503678032,0.06281646691924088,0.042783115126693375,0.04715306238075651,0.10181621454385259,0.006212028075755209,-0.001422827108090427
EFNA2,,,,,,,,,,,,-0.0351794542434521,,,,
HBEGF,0.021659740526180526,0.0001714683858697425,0.005237011389465779,-0.06161229559189615,-0.08294953030161002,-0.012903840037199927,-0.05921984320338876,0.02873776748350387,-0.1133937972847616,-0.039116129829771695,0.0403491606902153,0.021108615338264462,-0.04706690656923242,-0.026987575067806847,-0.0141380074677707,0.02344701530261681
CSF3,,-0.04252634516170613,,-0.007801856051414808,,-0.021101946722510652,,,,,-0.04576446245171991,-0.06608154290547981,-0.03415533723674329,-0.0223466070771725,-0.033796763593306564,
PI3,,-0.05037879741444847,-0.031413952318779005,-0.026812568876649904,,-0.03638140520143889,,,,,-0.10520611734312067,-0.13268171542928953,-0.04517234703460622,-0.048551753246293426,-0.10170425658930177,
PCSK1N,0.02537142486097619,0.13445468528037116,0.042159652425843214,0.08878461953029598,0.0761136327390097,-0.014897440222896116,0.002463784287832879,0.05899064525826848,0.3879460089649682,0.1967463624831806,0.05875113858973059,-0.007098655634818444,0.12980801387975005,0.06814885148208358,0.0389651714342319,0.1341054814809269
NTS,,,,-0.07972449804752542,0.1132450203166279,-0.032247222647505784,-0.0064393992285356385,-0.060155140206205715,-0.05959014949112152,,-0.03270369062690464,-0.021960636284369377,0.08780401175212459,0.07043788370845026,,
SFRP1,-0.024713686840202906,0.028428868816263636,-0.016752480197176695,0.24730816058207675,-0.015097394469500808,0.032751013763067285,-0.04383892870421359,-0.024067587386202897,-0.08213415655854733,0.01839382130768871,0.09788437135384571,0.05818653090300289,-0.004979873286905482,-0.01936116259877518,-0.01657023666851111,0.022331069227549048
CXCL13,,,,0.06889356583248975,,,,,,,0.01581590722143316,-0.050862343912163564,-0.010440071453550524,,0.05524139394022335,
MICA,0.04469603423884616,-0.10738814111961788,0.045146538059610476,-0.01663206688536797,0.006859997231006759,0.06577854426892933,-0.01982389282384692,-0.023523349709551965,-0.06559673690055189,-0.03732546561129475,0.0687046160527095,-0.03392142257309419,0.0547353516682941,-0.02200230353116486,-0.13601057392077873,-0.05317948997865902
TG,0.07582673457172508,-0.03390028479960622,0.08693102147790949,-0.03064999329091204,0.015981688661561515,0.09596358071668322,0.0022275195315246163,0.0011617926204547505,,-0.034033236957901454,-0.027296304216739183,0.09146850185194283,-0.048391796059588814,0.025776811645596382,0.02408102706171934,
ADA,0.056108065181292105,0.036595699738403244,0.07091956765382397,0.0057325355593211445,-0.03010350885183911,-0.010876840725043914,0.043875012244039974,0.019049055646188688,-0.07615569097022279,-0.061951206096606634,0.03654117830424202,0.02906225250139142,-0.036598994695193364,0.016015497955250094,0.06571869675588933,-0.05014404499933234
LAMC3,0.004591106914046378,0.027542913870444795,0.06901527288199177,0.07422001157302892,-0.03980497406424971,0.016195433341671714,-0.012553665828620695,-0.01873695159693974,-0.04727740809997217,-0.017651718592593162,0.012439972106654365,0.048986341855774516,0.022279081549856302,-0.010673713362018092,0.08523542674911191,-0.04897224750041613
CCL7,,,-0.030993319386779836,-0.035673427272987716,,,,,,,-0.04409948170555831,,,-0.023417078055441163,-0.05948970973602237,
NGF,,-0.02450063632274463,0.03276233812078011,0.00046118833253120506,-0.048517525156208406,,,,0.1134255376511134,,0.029202954575423948,0.05267990414558079,0.08572812043880422,-0.028576354340909018,0.03334560546702445,
TNFSF15,,-0.030310344894105144,,0.042958874782516095,0.01361556797627726,,,,,,0.010547409142916738,,-0.0011795298042445162,0.022577974448066643,-0.023407072329501035,
HMGB1,0.0053240469648477345,-0.016288570135055577,0.05992539714173516,0.04070198402965347,-0.11158966548683918,-0.020277905415327337,0.021731670918148326,-0.025111659518508262,-0.12914327436592726,-0.06921077704267209,-0.059492056380081586,-0.03798009270763698,-0.062373556882917514,0.0647651990312652,0.08101797268779838,-0.11828356622243821
ITGB3BP,-0.04190316586281257,-0.09992191017371285,-0.0008680194702186627,-0.005979304328755722,-0.06906729132502232,0.04631313546765683,-0.02957515694439132,-0.002790103049406779,0.04910397841856579,-0.0842614484297281,0.004982912547267652,-0.011642469383202155,-0.0027871221323117544,0.038185275816378886,0.0022836699783673107,0.007622458444252513
AANAT,,0.06698815108003674,0.10170467456508661,-0.023799228151201265,,-0.02509732430134016,-0.029100122131371364,-0.004480978897541742,0.01453171674568448,-0.019097958427254026,-0.03868768878282112,0.09967786397883771,,0.04216144905322136,-0.03955302694606953,
RELN,-0.016307591325849316,-0.02751526768366145,0.03743855204616504,0.054490337027176775,-0.03163657740428837,0.03633036521473493,0.08449483366818483,-0.005137936948095402,0.04064044172651284,0.007785908238347924,,,0.04275311522135404,,0.053564018466217084,0.10482383589093208
IL15,0.049149339882185235,-0.043085632067548306,0.027270802503984268,-0.07300233177877476,0.01809396240754016,-0.027125297346441857,0.0015477940398823647,0.015805618907575827,-0.04648711877218427,-0.02818671820560336,-0.010436773097346487,0.002292022026420856,0.04481281278428993,0.08816646542763375,0.04305673204189927,
UTS2,,,,,,0.0021186736012508115,,,,,0.02607723548726874,,,,,
BSG,0.06372322202323755,-0.002824748508886773,0.0202869523399913,0.0021832480610971742,-0.007089790170456531,0.09449768883334603,-0.03894013477572521,0.005059199437331916,0.2702888614452134,-0.12741472773011403,0.04825834012767856,0.014653976437352055,-0.05601537463547151,0.03440109900217298,-0.07494956277617136,0.0874328419030152
ADAMTS3,0.07086001296097738,-0.072823522204051,0.04455910450061582,-0.05896342054922419,0.031240750090776533,-0.001976604228912399,0.0474379884504007,-0.049272765759996916,0.13141715156465417,0.05651905099944506,0.1543685985871083,0.07071901399031559,0.04488913849241423,0.09188932634715494,0.034776663815320234,
CD34,0.11174495877955849,0.10467353394644861,0.023253753404358715,0.08246707268225792,0.0011851842102221267,0.002696386315733718,0.03133069383372373,0.00025620825749822984,0.09160767465340941,0.0018540652550105225,0.035063860955832894,0.08660923239499164,-0.05685012120003227,-0.07297904652996441,0.004509022862203247,-0.017275406138770013
CCL23,,,,,,0.02531582210610141,,,,,,,,,,
PLAT,0.010583184640647097,-0.0024147872724388834,0.09284265295985575,-0.012553650980490666,-0.09386682227571223,0.013366252108331058,-0.12031139067356805,0.05656288823184594,-0.0035901425934224593,-0.11772607605325289,0.126085097329724,0.11942787402385688,-0.051697644850002125,-0.002800434384817003,-0.01703512286817632,0.07327916342490302
NTF3,,,,,,,,0.00340038496784892,,,0.07126372665343679,0.10270812577840206,0.05579124311061414,,,
LTA,,,,,,,0.013298356230991763,,,-0.028186721684985015,,,,0.033379465248786405,,
CKLF,-0.042403330096584355,-0.0866443397105112,-0.034532844858379846,-0.03833144234232204,-0.10430003444270762,0.01915333180615629,0.006108264255607547,-0.0569924550616311,-0.1444031893119063,-0.10379214249535101,0.034855361472373524,0.07930685798782143,0.02961931451506429,0.04751237177423109,-0.02642111443848274,0.05703849815208839
CD24,-0.04545315629033033,-0.043759985267658334,0.010831008685500779,0.021063864331507687,0.049878096678401894,-0.02925212608371896,0.0018770742447644425,-0.05294062515732548,-0.0572516131502314,0.027361705177574705,0.08697943145834314,0.108617921202344,0.12339349888655277,0.007463795615490681,0.030185644921617773,-0.05091466403204738
HSP90AA1,-0.05116703919444824,0.1193997952795532,-0.02887221411742282,0.17867678882278898,0.15176321893573444,-0.014103008246870956,-0.045800956726527974,-0.010659697946700306,0.3705457600147068,0.17877714584061116,-0.1358271682124302,-0.15794786773766953,-0.018333281035382325,0.01283179821915983,0.06267213074810253,0.16312809517704233
BMP4,0.07054737360701074,0.16918199127229758,-0.0229642747772889,-0.046186246717674184,-0.09131988711123709,0.0032188840196713422,0.02857235684799461,-0.04516487641377619,0.005671643002497011,-0.024017998124962355,-0.020989384804770934,0.06169046460846844,-0.010865094348189261,0.04430072893375743,-0.013333335675629979,
SCGB3A1,,,-0.030993316287489307,-0.02834194272282897,-0.024008980885882197,,,0.11688256864486789,-0.04420623525000774,-0.0025965924574602147,-0.040045407194449406,0.05615406058963645,0.04998408088269198,-0.013238049515262995,0.03243528801036456,
IGFBP4,0.033344637015841554,-0.01765071798480764,0.02905637408214169,-0.003646303795853584,-0.12672455771235114,0.006364933640295845,-0.07333516905701828,0.007281745348650324,-0.12496446410747158,-0.006489373073126887,0.02467154562834667,-0.11304051110405454,-0.04744158040249061,-0.02724075228936526,0.07614173169199523,-0.05538114812387627
RSPO4,,-0.010211553789518945,,-0.03271120903126296,,,0.011161666641130706,-0.02299815367676719,,-0.03909942046422292,,,0.049176669144942786,0.003530958438912432,-0.04987480024788611,
LEFTY2,-0.019476281390736126,0.02218566154014486,0.09424068034172071,-0.020368711653611746,-0.023873266377496496,0.06079376524808113,-0.005542054667933104,-0.02521775678017474,-0.03453886682747983,-0.03479619314111307,-0.03743546609608106,-0.019652132834348166,-0.025063272732307924,0.008156234131355057,0.007737652146475828,
PF4,,,-0.020873336744556176,,,,,,,,,-0.03224440540120411,,-0.03334508435329663,-0.011075183454420425,
ANGPTL2,0.04189444171945295,-0.04067210138140196,0.0919269955706273,-0.04922781070172159,-0.13209978857328256,-0.013196076974028475,0.0123157267815119,-0.0070918543023367284,-0.23719329730797226,-0.13970232554998852,0.07044600207674895,0.07393750437008353,-0.05470489313020616,0.019328270263136552,0.002448258828996134,-0.028081601637167303
LRIG2,0.01796056204702057,0.03674491371800899,-0.03616645116590092,-0.0302179270283591,-0.04772967206739114,0.036158347128149804,0.0035331240083350092,-0.019388892136634348,0.00042015109645740387,-0.057530664063505266,0.048959830106944414,0.016410160675853904,0.004885973359321245,0.05118288956803229,-0.02650607618365631,0.02940833512039312
ICOSLG,0.03308332718228658,0.06137196693243362,-0.0002024832217910694,0.045916430242698314,-0.019497610628028583,0.02880509704693275,0.03548313482332345,-0.01639028558948575,-0.11021118435939162,-0.04991340417894104,0.018190391453603957,0.11941245461821956,-0.012668686386537764,-0.026906591423095514,0.009407118789539993,0.00928169681174404
WIF1,,0.26339711042346275,0.012873987566868694,0.15329736643564748,0.07682666747909961,-0.00313975490479757,0.019087712499530264,0.030566023422940198,-0.015642377826483256,0.09177996462420757,,,-0.04746994283563054,,-0.016597323114312806,0.0927289016801937
NPPC,0.11234644741335287,0.06099203244918408,-0.027534309885802234,0.05712580835109545,0.08286598439929048,0.020422410605082004,0.07654079770408694,0.003714099880082067,0.05691292637878264,-0.11108576898917219,-0.017565840060686417,0.007378748027936906,-0.010103033508830987,,0.11989331569465793,-0.07635097457998513
LYZ,-0.0034509534035839593,-0.08446146379958237,-0.014513127005566737,-0.0765314052088426,-0.05564539151205725,0.058429858022406786,-0.018609718573321398,0.003975612671977779,-0.29325372301216635,-0.06434372053958086,0.013232399036228842,0.045415943608074556,-0.005614907721820875,-0.031647397783593954,-0.024125782297740674,0.000479187803493801
EREG,,,,-0.046032432478988916,,,,,-0.06278429634559164,,-0.008864117455419894,0.004214033430767375,-0.06360242441775096,0.017181504974153123,0.17366598383957318,
SPTAN1,0.02836440043431248,0.17000630613667309,0.09099487874015431,0.10055676439443532,0.033270878228667165,0.05102837352051047,0.05297745427065489,0.0015009344138364217,0.31564873860177123,0.05773444728474614,0.07320935060640908,0.09507646396204335,0.07818676247029749,0.08785511971454889,0.10637189323230722,0.10497282712331929
PTH2,,,,,,,,,,,,,0.03585414262546552,,,
LIPC,0.047179743045893466,0.04223595178832751,0.01334313095122599,0.0250793514270303,0.016619125100393338,0.05695394732908017,0.0029602157500822636,,-0.03049216935087251,-0.04427870389630373,,,,-0.04216080766107221,0.007948482262438081,
COL8A1,-0.03355588434230692,-0.14224114365678267,-0.023142752034147944,-0.08913209712936755,-0.10261328326267259,0.072799862455446,-0.03778294838524703,-0.037472114935599855,-0.13290245753965038,-0.1169538736241643,0.12893302166166148,0.10160202010566398,-0.020822122969223214,-0.11462191594154263,-0.03763891059859143,
GSTM2,0.011137856584738263,-0.023432625703236266,0.04720485338580726,0.07006715614989745,0.12239706694279973,0.004364322700221188,-0.05690167422517883,0.024099605547700458,-0.025025259661697333,-0.007543586691337035,0.06387727112334655,0.022154072155382155,0.006677599002219439,0.06265432090806967,-0.0030188957578383114,
SPX,-0.05042616811410457,0.03067016285490908,0.05456647344395728,0.19995434010439106,-0.025716820616653188,-0.02637460627716277,0.031249900937529003,-0.04070222504155102,0.14022141049631046,0.12895834920569854,0.03724540059185308,0.05205391494926768,-0.05675113870397693,0.10472341213251742,0.03868105459229839,-0.05121558358448785
MFGE8,-0.013517605319480399,-0.15934877784902435,-0.0008953180183772556,0.06822513936099468,-0.10384852769952334,0.015213358156078214,0.0187332227072691,-0.02972465818649918,-0.04000044698151664,-0.04935709986669663,-0.02562378998303816,-0.031168376879346545,-0.09496549664296441,-0.03672751274513516,-0.022174873164841735,0.05225931666454423
TGFA,-0.011102367424417352,-0.02938367521662068,0.10180499188156503,-0.11757758387698415,-0.09796582595603306,0.033947189442556015,-0.07666123449951692,0.012179646173820537,-0.12267681594862984,-0.05506894961334736,0.05570795558835858,0.0382729490768768,0.0717641349000211,0.11375891178759993,-0.03882540068144988,-0.11732210953491952
SLIT2,-0.020244076641249338,0.16860914103988878,0.010810881340113276,0.02405249354341371,0.03408091902716,0.015834553314376915,-0.022486039014488316,-0.014328252427489356,0.14778662400961376,0.11548919457765772,0.03706396910888929,0.0883400603836982,0.09138240567886181,-0.034989367795726374,-0.040057773028283276,0.22712352617362824
PLTP,0.056811979819151745,-0.053099241908960995,-0.03725948444886108,-0.1463854089014099,-0.08234041113716324,0.03240034995114435,-0.049431633598017305,-0.051940598948327935,-0.3257446724140363,-0.05459622987486721,-0.01221359816459093,-0.05534094413131929,-0.008533887371739615,0.006277063884742779,0.0014460615463642039,0.021638101845776372
APOD,-0.042932077786651285,0.02844938367956116,0.059017853423403044,-0.06747194986347554,0.06426392858832998,-0.043202867365205344,-0.0262825434067525,-0.06561084918189768,-0.16816072679141209,0.13123176418997656,0.14725045646172494,0.09384051687539871,-0.12729891863354043,-0.043508953901434576,0.01996524675606763,-0.06641689720043785
B2M,0.03320977430126063,-0.11083028498007229,0.015481483309299663,-0.1308291614946527,-0.07578008839222035,0.012293442396932216,-0.04453200589661122,-0.03729374876436982,-0.344529327200211,-0.16749192996014886,0.06859305264606251,0.10242257373538935,-0.06820468650737066,-0.07196398155699832,-0.06208596355133623,-0.16104263673914082
OMG,-0.010787430264157247,0.16185398080335664,0.08434075893285946,0.08333987340851441,0.06426115638982287,-0.007415216354243516,0.11028353134638534,0.050855076491596235,0.021176939218948244,0.12443712019256886,0.07627283043142018,0.140180262558023,0.047478942674221085,0.07142591959050663,0.07182610228506968,-0.034634044702496626
CXCL3,0.013431515397295696,0.0034751828800377847,-0.03349655559209097,-0.0766609137870521,,-0.047837224435250285,-0.08067662139190723,-0.024603163160589376,-0.020537189349294577,-0.020299543844843917,-0.016635153932480926,-0.037462712887787214,-0.0349326067872409,0.046021292770096006,-0.007618771281800081,
CXCL10,0.012690441658105697,-0.03974200340933341,0.08023974644996726,0.05845245462352023,-0.04329384880579861,0.07997177274644543,-0.08499097308983272,0.015622927341641063,-0.048289868064912624,-0.032258431774805904,-0.007806551754958398,0.009852067943874986,-0.019533947970150647,0.00693449911383012,0.006196318005168575,
RSPO3,,,-0.042100482164106175,0.2636820710254155,-0.017362258415760175,-0.031414824799990144,-0.013157494071835118,-0.025509317394484393,0.1878873220490395,0.0596848014035319,0.08447396641837594,0.12907876918135897,0.1325302351281954,-0.0065180585801388165,0.016719195589618867,0.15003834669303281
CORT,0.028209189619372722,-0.0335568472319621,0.06054171982762218,0.11876816392559038,0.09814085335047919,-0.054634628647451555,-0.07093041522350543,0.04573679643724548,0.08824073486337483,-0.0009476981764571299,0.025189754553811203,0.015485717895795439,0.07170876346322701,,,-0.029197734027878553
NCAN,0.01962034912997064,0.013340711346631987,0.08886012666399346,0.1781459832116853,-0.06943374881160636,-0.017260762496306953,0.03115956379471745,0.0020548680217808554,0.15321659368700008,-0.1436998061520301,0.03841146433707258,0.0858568739045577,0.013952640354088866,0.16282536752997406,0.08675335125822672,-0.1357348255874229
PRG4,,-0.045797217652080585,0.05397318588292328,-0.022675473677174058,,-0.004152945756755351,0.0037479169527875134,,,-0.024801073481854938,-0.0025325553846396094,-0.04097038010623253,-0.0013164487732925667,0.04022637243942861,0.014160747744386679,
ZG16B,,,-0.042978375310733875,,,0.02309479798564535,-0.009846277907600898,,,,,,,-0.02963084533187591,-0.03333050645267538,
TGM2,0.02656389650033019,-0.0767350222679301,-0.025197082217745668,-0.018566823795599086,0.044628344814866695,0.007002053548001781,-0.011496551556546065,-0.050689245357578794,-0.004939473626745751,0.12073538543355425,-0.04314570199501412,-0.08045167022312902,-0.09753982650784684,0.03542677455976165,-0.012603617720752042,0.11628216036711786
VEGFC,-0.019670777169703224,0.09824169919438704,-0.04164602209119002,0.028168860165831422,0.009595054916164173,-0.03307239586801838,0.04994771467784635,-0.053995213829172196,-0.09006809757524038,-0.011678603798511475,-0.0008581033537020013,-0.05412853218361378,-0.0010950395338766505,-0.015623456879586281,-0.05661381002112348,
WNT6,,0.02930511275870271,-0.03548572611233135,0.06399616396379713,-0.017410884678880797,0.03631949852064637,0.013387835448339918,,,-0.02208971238210546,-0.016135437173977304,0.03418146413513628,0.0004865515037505085,0.02377965599400244,-0.03444041303912754,
NRG4,,-0.031058257998093076,-0.028545935254280657,0.03747724488422849,-0.0038744837620256906,-0.030278727506158554,0.018283925642650745,0.03795354873905624,0.04559870309551009,0.06408879544293361,,,-0.010355616884125124,0.08026891492307608,0.08277897128476153,
PMCH,,,-0.011343050376595123,,,,0.027435174005420206,,,,0.014505718638724439,-0.008166072116777038,-0.03882500468572083,0.0004030777170294987,0.009191879579281626,
COL9A1,0.0894805193251799,-0.0483848906273374,0.024915134683935938,0.0002400009919898583,-0.12650832202910586,0.0025057736168307013,-0.03510846616513417,-0.013360447663678854,-0.017605737501348476,-0.022998757776282575,0.1117685875036802,0.11031247708589398,-0.03513612760411022,0.07869881699570491,-0.037772641372460156,0.03674318408348265
GDF11,-0.0037741476543202267,0.041641559008429044,0.039383799887225575,0.04717754424602447,-0.015784593971822334,0.005447187735740071,-0.03353777990896392,-0.039861790311909014,-0.06947425885223364,-0.10773480702932757,-0.03204439735034632,-0.013580037062555068,-0.029117390369551487,0.05833640781937523,-0.004229452050775872,0.014416370781620929
RAET1E,,,,,,,,,,,,,,0.03766925154321641,,
IL24,,,,,,,,,,,-0.007221463060714047,-0.03173028475074038,,,-0.05790296144698569,
SORBS1,0.01940466547011839,-0.04951635899459634,-0.006460402320528809,0.011002272972479035,-0.059383382276639134,-0.059470095796826765,0.0007390362500108742,-0.00030634121138020323,-0.009190812494704022,0.008790150983185526,0.0653503193334411,0.00427891942874587,-0.05210193682266127,0.04916181150971031,0.08311131950042167,-0.0219685834231764
DLL1,0.0039315650342129594,0.04066862387125233,0.07400885284606398,-0.022113286124645897,-0.07143169408314581,0.038976419671501644,0.07225401871715853,0.01690521367762937,-0.050819147143489486,-0.021224021390669794,0.0727593214521926,0.15977989938881468,0.004969377840529885,0.03955503570647426,-0.0006454666911776274,0.07267608563411346
TLN1,-0.0028036155656049663,-0.0711120430605243,0.007408665535352061,-0.12374936057484004,-0.11074467563444611,-0.01997360606497357,-0.027889904444702195,0.017347264909194297,-0.2323111431893512,-0.14015149024395632,-0.07093165589944832,-0.10304132525557048,-0.03535406055678646,-0.048436251479241084,-0.05571954742554215,0.00867399283748169
COL2A1,-0.018475889195728564,0.09714702654266251,0.12765315543206013,-0.020252637903759634,-0.029354819842537048,-0.007060205794231997,,,,-0.004381565643651881,-0.0021549497639474784,-0.044506812163528295,0.040617363273199994,0.04858076471551409,-0.0026016624449501655,
SHH,,,,0.02298847548703677,-0.03592040147020771,0.007446137422903094,-0.07688633498260879,-0.015658459393364264,,0.08507772189907871,0.041383099396904245,0.08489819819401785,0.015603783524007434,0.10258838641594896,-0.024384654869064076,
PON2,0.038768022412579664,-0.01671579724281638,0.11072719131195893,-0.09605328500071475,-0.037208441169689355,-0.0319218931114448,-0.03132715118720451,-0.04225707465360789,-0.1454889417771297,-0.10856380712718129,0.1351455341766669,0.10890076380025805,-0.1480952889442493,0.05325583676472483,0.026414466911641357,-0.05974446093685365
ICAM5,,0.16013542392627927,0.020075654169973915,0.31153968446807023,0.007641576043866456,0.07577780996612593,-0.026792147268233684,0.017194644683723496,0.27574284468892724,0.14222566376971418,-0.001191296947576617,-0.001960779025462833,0.0510774613873568,0.06595108289374609,-0.024214335607258244,0.1331243842970855
HPX,-0.0209864319944895,-0.038913068877429145,-0.013983086465308799,0.025543358982277786,-0.007139058091759918,0.061582842004407834,-0.017706102939481366,0.02998777921469233,,-0.049992943798108834,0.05356570847520889,0.1079257920838967,0.067514572592109,0.047363632808964204,-0.008898648639184966,
SFRP2,,-0.04138896486969393,0.022343313940487556,,-0.07693292075698377,-0.038178564705076655,0.012564542243333235,0.042970265063806766,-0.12766243493303517,0.026511957755506646,0.10757934708992996,-0.01343427091161551,-0.0036173122826336696,-0.0225344787053238,-0.002292222143077809,-0.019887567343100647
