,UKF266,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02421921406267903,
BMP1,-0.03633700468748914,-0.005734366296693708,0.20900239325928444,0.07214403202688369,-0.13096669603203787,-0.03069866855090533,0.08400252501911512,-0.034820147316581215,-0.0608701814809903
NDP,-0.009623033313808264,-0.019844885561349886,0.2684654889166637,0.07753299871653267,0.10719852596398578,0.016487630327076026,-0.03561182091160694,-0.0023623431213109923,0.024392929631616097
TNFSF18,-0.019178678575798972,,,,-0.006010968339582769,,,-0.020274868009834097,0.08162020497637554
IL36G,,,,-0.0239468642032419,,,,,
RTN4,0.04517539207223235,0.06998696318198415,-0.08455894022532778,-0.16087753424918896,-0.006218418639910461,-0.05001573624676326,-0.05832739305692009,0.02149123427611504,-0.0335826532227334
HEBP1,0.046861935435685245,0.04828545268837411,-0.006340961285043958,0.010574818181184097,-0.06934001205274051,0.03136861785137384,0.04049811432305643,-0.022876404613800246,-0.005598245147294048
WNT7B,0.014755936196372981,0.008246753439431662,0.07248977123204134,-0.03816482696092662,,-0.008887786314907574,-0.03373734109914678,-0.01601457120086969,0.07134635919615347
PTMA,-0.0023670869347547567,-0.00767194996200972,0.20717632166471395,0.1986985966463903,-0.03421975231362487,-0.06230153544414635,-0.008206777720492255,-0.06109900446304877,-0.00126056485269798
FASLG,,,,,,,,-0.021005316094057255,
CEACAM1,,,,,-0.03363195984161112,-0.02272679551591869,0.010555858138730717,0.016521015704809922,
PDAP1,0.03865371129896252,0.013228672787075077,0.1689011656778119,-0.0018483755869147238,0.02766369077385272,-0.012482615678894774,-0.041319308042906726,-0.08969431461960979,0.002919410318156939
QDPR,0.08091499183501748,-0.0037317742964386173,0.076511976336652,-0.08396894583846569,0.07550049483545386,0.015051618497542218,-0.031080204348955524,0.0263827351690571,-0.046710775097772446
POMC,0.019352419369680404,-0.035488791369188664,0.053443945144046406,0.003916341531056392,-0.08798336447589518,-0.022081178708447922,0.007805628700775174,0.024814809999332443,0.07312192956936671
CCL18,,,0.08489319824517826,,,0.07651502350170872,0.06544864503971352,,
CCL17,,-0.01633147033994324,,-0.008317559205434137,,-0.0161235614107209,,0.002309233338212188,
VEGFD,,-0.011979330997768932,0.06595493080499867,-0.043027311661285206,-0.024781426287852026,,,,
TNFSF13,0.02032349468059742,,,,,0.06930927995949986,0.037238683461243774,-0.031022395762902437,0.09106503943456176
WNT5A,-0.0671407023067938,0.047585754936969045,0.0636468100166071,0.03127251300132893,-0.10513834495464672,-0.012858808051388667,0.007321112860594348,0.11490108886099518,0.026736881118549778
CXCL8,-0.01157042876512146,-0.011155673903750966,-0.04786509415037569,0.06494604628339146,0.042889427511417694,-0.04364106151619771,-0.061181359094067356,0.04409765607612383,0.024019561867688544
GRN,-0.02159739132156312,0.004255986588560099,0.011170179452767454,-0.03586649528473298,-0.10383287265237993,0.06180457116579185,0.109416547340889,0.1362717169588176,0.0646140850201308
MIA,-0.0336311528023262,-0.013623966186344726,-0.012697825164667295,0.03163815240291606,0.04361240035378042,0.1101468581079129,-0.06604677371563189,-0.08235039007640362,-0.03563972625161275
COL4A4,-0.01769642870486609,0.0015137711667540434,,0.055883710648538996,0.07014670987095516,0.051014222186802766,-0.001193051501288317,0.16446431024876537,0.06075958996454512
TAC1,0.04280947670578576,0.08769043898853152,,-0.07069338577648311,,,-0.03863251689791945,0.1275953539090465,0.020252112169921926
RARRES2,0.015552478201981275,-0.017417126057411216,-0.13994019596374535,0.1958354290972506,0.10621326440602222,0.0004064291992542632,0.022663318055915253,0.04645650358449068,0.0565190628198144
FGF7,0.01594870039131372,0.03849819678319829,0.010128877987277319,0.08277779910860227,0.11883411730459283,0.022040390855191244,-0.004127934162238898,0.0398942737707839,0.05438284143298434
HBEGF,-0.01798493544033886,-0.030764070611759967,0.18243792719120652,0.06858769778460178,-0.05090795476186326,0.036747764795746055,0.07922535657163288,0.07272843556657942,0.024925400018789495
CSF3,,,-0.048230496895494475,,,-0.010372310253475115,-0.03210193903943887,0.12276094295088802,-0.03063431653935826
PI3,,,,,,-0.08685022808721135,-0.06025430693638602,-0.0435513157875567,0.004110188159233704
PCSK1N,0.0908361299584869,0.03975170947451067,0.035510144231287864,-0.12430192796271311,-0.011407858843817472,-0.012986778942564848,0.02408171562132177,0.03288270225979116,-0.040580978285444685
NTS,0.10032488584933572,-0.04527744246415172,,,,-0.03761459037032508,0.03948113269859014,-0.02968404119965337,
SFRP1,-0.001254400473803535,-0.016331470504414563,0.09358287059687907,0.013281001108108358,-0.012992995292216104,0.041439369319531544,-0.019189234724386914,-0.028994259284966507,-0.0233382352558859
CXCL13,,,-0.013780583918173835,,,0.08540947998594418,0.0015302146671667947,,0.015400830789693183
MICA,0.007136154288291622,0.057499517916122934,0.027708435055153097,0.06408096748520126,0.02108246709833695,0.01655862547683039,0.02232131180744354,-0.022098357426549947,-0.042238168234381424
TG,-0.024935924672906486,-0.011819014163628764,0.032081777240844656,0.14507946180217746,0.0422453139894642,0.058213150851014736,0.003145661303122234,-0.03909174405252412,-0.027383277024613396
ADA,0.008904233933869412,-0.004488914055626694,0.17833306950052968,0.04267944865000427,0.009052884796378785,0.052676807329563105,0.04774895519723906,0.0017754788896446954,0.035201082994094794
LAMC3,-0.030445312198342796,0.12091536209758005,0.11196427884788265,-0.0259102108070536,-0.134576617190493,0.070138705442168,0.17585087157080065,0.007510162455908715,0.008727222448785744
CCL7,,,,,,-0.024165502063738842,,-0.021005308624817576,-0.05187387916679672
NGF,-0.02379556037745304,,0.13183858869997314,,0.025343457140084097,0.193826481856846,0.07606944032594372,0.1624339909696804,-0.005719518682616396
TNFSF15,-0.028893027071686575,,-0.03885996776004912,,-0.051448483606589275,-0.023558650960299823,-0.019934753021198737,0.05616214179409864,-0.033904403619980476
HMGB1,-0.009026472183788046,-0.07295377542579179,0.18500387488929548,-0.040515616362573455,-0.1801092051074684,-0.04129828433642796,-0.02119344317531253,-0.10615075432498977,-0.058351335372755754
ITGB3BP,-0.02648109273991984,-0.040120063454562586,0.08984238149163985,0.17031159765449613,0.08691915554448087,-0.0028910783929326734,0.03852460819151083,-0.00847139007712303,-0.056650823460637795
AANAT,,0.027218708077938063,,-0.004503466020143506,,0.0592800675927095,,-0.022224492492180333,-0.018705275948217238
RELN,0.05834027576187499,-0.024599226098631004,,0.07734865403877925,0.01900124203940165,,0.0068452721478284755,,-0.018244429652609823
IL15,0.1939703951537708,-0.029282369803888996,-0.005783889553175299,0.06562471265239257,0.02576846882656989,-0.005759486518724406,0.048944052833553964,0.015000422028598635,-0.06898685032737117
UTS2,,,,,,0.07800043214774247,,,
BSG,0.03494700865493212,0.021231259092681143,-0.030906564054140356,0.21588904535874978,0.006119638415602414,0.07163409262705864,-0.007356423108146762,-0.03787074939514934,0.0011616152580221388
ADAMTS3,-0.009310999514312522,0.04519758621457905,0.042633394886869236,0.08932916889733043,,0.03646324097864494,0.07761918506975288,0.013301179661045838,-0.06529225364203622
CD34,-0.004997934329929671,0.0222413482810706,0.21528555292144635,-0.03062102034186807,-0.09587258799217742,0.06642129186198274,0.17855621799591853,-0.0385451667277732,0.014541819936510245
PLAT,0.007988035258143077,0.0033011681936598505,0.053849525321750163,-0.07217043153076307,0.008730402069359445,0.04781473808228971,-0.01660538500948961,0.08543957621151677,-0.03554046998151543
NTF3,,-0.02199233270678072,-0.03519159745880894,,,0.02983658221187371,-0.0071086561586192025,,
LTA,,,,0.16775838307941657,,,,0.09713466503695509,
CKLF,0.03351339081180745,0.018539745344781637,0.0871484050328589,0.03582511267078921,-0.10292251613579395,0.03927729584718893,-0.01349548478853849,-0.03200075696945799,-0.0487128945023521
APELA,,,-0.07163626789301966,,,,,,
CD24,0.0022852941761551744,-0.00388451782469061,0.15490070242077605,0.17276357568329928,0.16834908950736913,0.008151053657693303,-0.010316083477342742,0.12262624706831389,-0.01850518933278083
HSP90AA1,0.03468463375546673,0.024482220997469325,-0.04334629576806765,-0.10575790454608347,-0.10680407568491801,-0.14430494869705565,-0.033096356662880175,-0.05525391531669787,-0.016023479869233786
BMP4,-0.0034966534619961646,-0.008625475497419413,-0.03088377937586732,-0.050613991509993975,0.01089957078344073,0.03674127688014005,0.0503775682326703,0.0517187872100734,0.12741944686341664
SCGB3A1,-0.026244062975400568,0.03777071351404873,0.11376470296692458,-0.041447761766864606,-0.028854816908849442,-0.036780915734823644,0.09607938636538538,-0.024545220470330743,-0.0088074553450398
IGFBP4,-0.045046432659216096,-0.030710867449836806,0.1754195193086023,-0.05979615713431317,-0.06724154773587518,0.04718764393861569,0.16076297555458655,0.09289621444906256,0.052706728645138944
RSPO4,,-0.011491947688218311,,0.11911699910525222,-0.04485689945266433,,-0.027879920321847013,0.04806408339733202,-0.023586612037833674
LEFTY2,-0.016239235341228873,-0.012601061189739715,0.03210651979743182,-0.011333393404659633,,0.12584745815537374,0.03270999712856341,0.12050083336786205,-0.021989488563701236
PF4,,,,,,,,-0.02991081066148736,-0.01847672785034062
ANGPTL2,-0.024955517522866177,0.03905912072743986,-0.05185191238850619,0.1901635071741382,-0.10452130312086623,0.09772133837825117,-0.00701547180632579,-0.02362978597466614,-0.00816361412843073
LRIG2,0.0511815364726971,-0.004373542723203628,0.018700893606672073,0.11011122945204627,0.02577806505662291,0.044828366859912566,-0.016248372957212105,0.02350467315849591,-0.0360203307456256
ICOSLG,0.004118216367112604,-0.021809570684069135,0.10716088310314897,0.023998058082239402,-0.049672830172728985,0.08030234604363908,0.004988685097836262,0.03675922303679927,0.08029326523718006
WIF1,0.0665736083712541,0.07041538933852959,,0.014429948147216666,,,0.00290110748268554,,0.027974967385856947
NPPC,0.09588767712768294,-0.015970994962952758,,0.24357263843175925,0.1513387061333791,-0.00020548222381780136,-0.0571146504249429,,-0.044403844911585666
LYZ,-0.016119606377395356,-0.025708896141956195,0.01419853617255694,0.000861329321851834,-0.03485755518267815,0.04681585921986056,0.05509710808101121,0.13032696436531782,0.03804482342086497
EREG,,,-0.051379301479755654,,,0.012043206438115354,-0.03472491081828206,-0.023920583975914424,0.02532680221213047
SPTAN1,0.07842315295104164,-0.04967091641590847,0.09231172521484579,-0.000951762336881291,-0.09819304996635626,0.020868072656098833,0.009361003548634391,-0.06009415309375851,-0.022517820366258694
PTH2,,,,,,,0.0006029904816959727,,
LIPC,-0.031881902446281696,,-0.0205204453730805,0.031047432702789726,-0.07115675909390853,,,0.14136953617914935,0.00910212480587148
COL8A1,-0.0014272031918916512,0.009011898471863585,-0.21187898702693236,-0.013723552708351992,-0.06316574836127066,0.06949856955298682,0.023716460923254516,0.08289437170314695,-0.05559143932735552
GSTM2,-0.01738549282572191,0.05650740440736173,-0.01817181758785194,0.15299954747933583,-0.02108782985259791,0.004670704523550051,-0.019974547951648804,-0.03870332214349379,-0.01776457127507707
SPX,0.02914565598053465,-0.019509510952902005,,-0.08143587913417728,,0.011272434245365998,-0.02870688221293671,-0.0773635791913461,0.08151397071417846
MFGE8,0.08436802405277306,0.024913883890414667,0.03175277493187081,-0.04802420343318012,-0.010804580913888463,0.06270467760677476,0.15436537828995656,-0.08285915353735601,0.0687485632485933
TGFA,-0.02176093006915007,-0.03834884597967345,0.08149045566624612,0.07930692536801007,0.011918197685157192,0.02567454422508899,0.014474321281668456,0.05079703856524516,0.04504451246753131
SLIT2,0.010186937089781809,-0.05599003043104071,0.05264362638543981,-0.10349066141460096,-0.037354863552774085,0.008001241760867948,-0.025416250180969376,0.06849771316108046,-0.021220633453624543
PLTP,-0.03577318928887655,-0.05607749264447065,0.11114099143157481,0.023550017459912954,-0.05806421708832033,0.04227625821392577,0.09161833350388267,0.041360331367915636,0.12486122113102922
APOD,0.0605585163465414,0.023692935400014374,0.0589039910929092,-0.06416417815293005,-0.0608804112469547,0.1430983226661515,0.21873792198546144,0.2008723430735308,0.10246731745853663
B2M,-0.04336735885304468,-0.017842969715521306,0.17339698417402977,0.06642665246598523,-0.08443624763963098,0.0990461717065834,0.05276056497581461,0.10601453420265154,-0.08653866381435214
OMG,-0.009383624588573595,0.003368811298419196,-0.019634358540332235,-0.1083022797899879,-0.07759679305727991,0.09552951464844903,-0.005731758008500291,0.012719301740530462,-0.026828822119353175
CXCL3,,-0.012293954896553983,0.123527929629939,0.058430178292497754,,-0.043865775015989615,0.023118023953198383,0.10334875326353934,0.11820373560873429
CXCL10,0.025458857777722835,-0.01867541730333317,-0.03527854365788642,-0.027115288456544307,0.021072044976118757,0.07935469235893573,0.07575273518914853,0.05843386459965003,-0.01897478367445706
RSPO3,0.014840578871950583,-0.02985345480925027,,-0.0447021427240149,,0.030418090622049775,0.0037867740640902888,0.05715394735041864,-0.025977810648099866
CORT,0.0018893032385187422,0.01626527717227151,,0.03517458994008624,,-0.027555067444802333,0.04214761148884087,,
