,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,-0.02367810292274014,,,,,
BMP1,0.001072669521315219,-0.07427149292831968,-0.07522738640889667,0.05055981245882856,-0.0217376217671549,0.012922234453988348,-0.01650609769715696,0.04917386429002159,0.02595724874902799,0.0036658705285310352
NDP,0.0005261375012982492,-0.02131992424223427,-0.04524552539173607,0.026460647945652643,-0.04831261141751826,-0.015596959585849546,0.055521828152644906,0.027684432959603773,-0.010323939902168618,-0.01043320948797131
TNFSF18,-0.012907497603479519,,,-0.012582397574474874,0.010166448090165602,-0.01139033235382093,,,,
RTN4,0.04605240806974546,-0.015096601582073427,-0.007295443495162112,-0.06889194298057467,0.04778896593970485,-0.024905676201919445,-0.061118098628418376,-0.043351827265056014,-0.034466325100311036,0.005571222116532298
HEBP1,-0.003761790424578714,0.017850826253615785,0.03943136860653272,0.02871253265553773,-0.011413076484616013,-0.037925577212168236,-0.044043722411186405,0.053032207046716975,0.0688410355679334,0.04390407270006747
WNT7B,-0.007304213546292701,0.04342197117842344,0.023727501011041405,0.02324423214428564,0.08948060491488193,0.029122944172187117,-0.028522638147476683,0.0202454082027897,-0.030854028145083465,-0.020366672272462638
PTMA,-0.09962271715340404,-0.06430718081656622,0.08796900380888098,0.0896225398427512,0.021395973145357235,-0.021857602085032974,0.061311007238335234,-0.04668177709216953,-0.046054729802213416,0.022807903209375556
CEACAM1,-0.015711487729394118,,-0.024714367585651716,,0.056183695189833675,0.013570376079298148,,-0.018489890155958488,0.012218379660663633,-0.013517656594014087
PDAP1,-0.028657612823908832,-0.010631238823958201,-0.025003123064713695,0.04033163355633656,0.027640816881232603,-0.0005254076697093953,0.05722508392446349,0.039729394558444764,-0.016831288070375938,-0.04408629546783546
QDPR,-0.05962798085072294,0.03732552713941828,-0.07019072959972725,-0.004825784684993205,-0.06811063455660181,-0.0435706744733951,-0.02616343308225761,0.0019002191421072243,0.011759103774047342,-0.036748157323319
POMC,0.023606997974259133,,-0.005931497305808767,-0.021040410602166288,-0.003257235088193629,-0.013216440937108493,-0.023905543464639918,-0.04439549202462432,-0.035016281364912555,-0.022113110432311782
CCL18,0.1265455659154604,,,,,,0.04753134624940642,-0.007063109577437284,0.008250060925078233,-0.003001573338946642
CCL17,,,-0.02571116212776255,,,-0.014205962074807194,,0.18674097881870436,-0.02157742394770812,
VEGFD,0.06622372342823883,,0.061937048852628004,,0.009823424650811404,0.05880564661935316,-0.01615155150932347,,-0.014947340188536804,
TNFSF13,0.013176555946686113,,-0.017734984202930567,0.07706559562387193,,,,0.009640494087551386,-0.023453922122504234,-0.015179422367462229
WNT5A,0.13135793401496473,-0.040576716385597934,-0.014747598754095351,0.03550051596020627,-0.004000928159664949,-0.0012493856786329595,0.026820530131601263,0.02452089550627835,0.008459063465847391,0.046847191405363905
CXCL8,0.15505147740707398,0.10571182855371096,0.16871500868374498,-0.017356981472776856,-0.05334702206590524,0.04164373013897506,0.05912267689133968,0.02070034921623692,0.00459613052048591,-0.05001914252736334
GRN,0.02463500087993739,-0.13531713558244007,-0.05065169729757699,-0.03897937688375817,-0.04773614473279173,-0.030603026037597198,0.02763135425677718,0.06702088424295057,0.0068947698111585425,-0.04926975425771363
MIA,0.10021705878507157,0.054414853040975764,0.049793762169899905,0.011520310094197229,-0.03783716143474561,-0.027922006373203658,0.030757198811061925,0.05488026850786521,0.06693385566802594,-0.06686402104758175
COL4A4,0.0002660733300695327,-0.03000420479915651,0.04602689267290803,-0.011609950118979901,0.04180280920020368,0.05943706879086495,,0.09474385547544294,0.027064055797084156,0.0012045457303165924
TAC1,-0.010557027364787998,-0.07395545044514854,-0.05077675002028269,-0.022358408982217894,0.06774818990133773,-0.046081140217103723,,,,-0.02332180856837586
RARRES2,-0.04291219017790522,0.030393368477939935,-0.005684898839053906,-0.028443359450083423,-0.02876824669434196,-0.027191369824635797,0.06445856462161682,0.07248796675372186,0.03797484757815854,0.059546244944526344
FGF7,,-0.020227336889091133,0.02717398443793553,0.08417023671369732,0.06207706096505236,0.04920247248082196,-0.010967127301650927,0.030865798326116987,-0.003137645698069544,-0.0017483194411236024
EFNA2,,,,,,,,,-0.014206446527203199,
HBEGF,0.056542306412805755,0.08809295900894047,-0.01232721683383509,0.07303768425945362,-0.04265974456673094,0.03981099965949328,0.09157987196697753,-0.002046598551069129,0.014332028339558003,0.011209248720760916
CSF3,,-0.02100180282254764,0.23229905048520086,,-0.02468587856379788,,0.07130647671130294,0.0851096501329656,-0.01791856955923177,-0.019379407221375853
PI3,0.01985824426562558,0.042313970309167184,0.11920601344550875,,-0.00023796633765969818,,,0.026042581987891902,-0.04063691787561402,-0.040120843203910246
PCSK1N,-0.025583585552590268,-0.10923368535026064,-0.07914536257460475,-0.040496397699352635,0.08876612429148652,0.060838902717306555,0.14047693630108674,-0.010335527870592236,0.022508689898753657,0.04793039534150007
NTS,,,,-0.014173111219664053,0.061959753702934606,-0.01694322348101707,,-0.03060218690846837,-0.017307859229463665,0.08276244918098975
SFRP1,0.06736348625454956,,-0.02243398278520471,0.01696348995811214,-0.012857199023499145,-0.03146001143477208,0.0021998145600654086,0.0011772374732155597,0.009672133367682691,-0.0028853964424147287
CXCL13,,-0.01524979384112167,,,,,0.12722079225608932,0.0817678288684461,0.019648777924951694,0.015315353301613478
MICA,-0.017820376520522208,0.017309218049055088,0.0800225231739923,0.04479163765371121,0.012574715949388107,-0.0056753018713433115,0.04912131066475826,0.03385175702724985,0.05332964417541162,0.01797990759537652
TG,0.0065171404261483695,,0.023610663735522522,-0.01635950656775611,0.038904148528795826,-0.014311969187137093,0.05730557542411172,-0.01743011994202866,0.07462343343042284,-0.015949549938419617
ADA,-0.019909075358872604,0.012765302675772697,-0.046961336350552454,0.026227433084183398,0.036741410767511085,0.06494608524346349,0.04289013885069086,-0.037473568277826524,0.07984818806717381,-0.0038987962298885595
LAMC3,0.005714144625478982,-0.03920292785778809,-0.02181707791008048,0.09813042359800227,-0.029561112007422254,-0.042313052000199164,0.033250092348522144,0.08855457077191627,0.00704525725280278,0.046769301164584554
CCL7,0.07448688358416698,,-0.017503662434623726,,,,,0.11623915998996394,,
NGF,-0.01080499005907258,,0.026932351392736874,0.07710364490574342,,,0.03105996756914752,-0.02270616713732659,-0.014015487985158198,-0.02160025341911806
TNFSF15,,,-0.01949118421411679,-0.018955610122418507,,,-0.01545236503110338,0.003918496581895887,,-0.012034279181103192
HMGB1,-0.11400124820481092,-0.09143168158492605,-0.07312842513190475,0.09068492312596048,0.04617103626656255,-0.0058441772349182635,0.026089689521031478,-0.038116254006389315,-0.05609992317210397,0.021436864553311275
