,UKF248,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFBP4,0.1226618522137245,0.15239070772626423,0.11164536926069997,0.00258375499320668,0.12052218129528204,0.1063185479051285,0.06068309987018407,0.0813039639906811,0.20720322649225367,0.14355192800859637
RSPO4,,,,,,-0.010881323718722843,,,-0.030746311324156436,0.19496110248990736
LEFTY2,0.0022613375212196143,0.16537365478704716,0.029541325933876303,0.009203481304496813,0.07946815350214527,,0.099919258788088,0.05667222186453347,0.1344213902528776,0.05817812202118787
PF4,-0.01494589252262029,,,,,,,-0.016726490350711297,0.02173046367952504,-0.024488913409612203
ANGPTL2,0.029923774111331316,0.06649124827039199,-0.11644456469585575,0.02092177927255864,0.03231129156963049,0.11644885113962265,0.07172213069965365,0.026084873565922397,0.17826564154917882,0.04413449122335397
LRIG2,-0.02009199761823568,0.004205488776746619,0.01889166727028546,0.07463680365345908,-0.04387004389537855,-0.057600468344827516,-0.024392810819910286,-0.05203714173674017,-0.008162939036236383,0.03454821032051654
ICOSLG,0.03955732746329409,0.02236237921609104,0.05272806882761752,0.04094329858859612,0.05096667473025371,0.02283296895585862,-0.050023300608368994,0.01918880783077112,0.026032162630244274,0.10137057716627082
WIF1,0.060513659875994524,-0.07525572058080188,,,,,,,,-0.00038091144435396595
NPPC,-0.0033510070551013398,-0.02869134447612125,,0.11867082677754046,0.027654670031117427,0.026179268959276192,-0.021941341419983603,-0.03164764108755208,,0.0007607551619550212
LYZ,0.08879476530558639,0.13310644488646312,0.04243650529634121,0.05029587768983355,0.1262868910478541,0.019623148669081786,0.05340078009981793,0.06403545920103577,0.023486921385118962,-0.03614979843856346
EREG,,,0.06421135446938321,,,,-0.041657621020909696,0.05890878015164746,-0.027717418366584427,-0.028193993753607094
SPTAN1,-0.004781332415423175,-0.03197083643269603,0.13407896178668927,0.10243126858960705,0.025058365094656365,0.004107437860540265,-0.046934424027158646,-0.08532122238444213,-0.012122976195974338,-0.07432948202083856
LIPC,-0.01829770089769634,0.20895255596821297,0.0005093917704292072,-0.02824898072146566,-0.052272575639911154,0.05844453645674696,,,-0.03906676188239317,-0.010375422390597022
COL8A1,0.08930702376915335,0.051803718181635865,-0.06388948943768752,0.02462755141923134,-0.06386029382751844,0.019864014817443838,-0.04657788795766235,0.0512343434252704,-0.05531089273443752,0.10580378428627894
GSTM2,0.007345202244672713,-0.007014954948119487,0.046610707826095985,-0.012769352944598876,0.037029147442837626,0.03722127886590767,-0.011570220253917726,-0.03415716911266514,-0.0005602213856646975,0.012285957769107715
IL4,,,,,0.09042083381447703,,,,,
SPX,-0.029593640370342286,-0.05013340515461766,,-0.035316414904998615,,,-0.014130405360485047,0.01771614950336096,-0.04296500159373869,0.01436128290819917
MFGE8,0.12174462700673389,0.03870370974564092,0.04684456580396826,-0.006239179959308483,0.14472438898045142,0.15629617873427668,0.0729340994780467,0.025963134426857225,0.19467054739859288,0.1122029307724539
TGFA,0.004751087608067115,0.020054392174060368,0.06724373461520164,0.06585389115271828,0.03526685976584225,-0.013942624143818782,-0.006780339733667521,-0.01581497942012774,0.013591012199193814,-0.0278445579289082
SLIT2,-0.009474756559379864,-0.03956967794859329,0.0045401473669595075,0.06511849760280233,-0.05895915787806696,0.04647596407433294,-0.020711784025883657,0.040755465236250794,-0.01714470091795171,0.005867858810239948
PLTP,-0.016668733627282946,0.1047024189367449,0.02201252494425605,0.017585158199652142,0.10902032267472782,0.06787486075340463,0.07570422028557762,0.06808734469762681,0.024960292311205494,0.08179425202719831
APOD,-0.000864196472850779,0.019607785847025595,0.10324542010737774,-0.07235365549868357,-0.08265333331864053,0.01449182565401409,0.019260783356719997,-0.07412284133796128,-0.1775406485920968,-0.03668081513310995
B2M,0.11298236442299095,0.15740334600260172,0.19822502776833076,0.01589557016756693,0.07691613997084562,0.1909380890305817,0.034705567618146985,0.111773249817253,0.162668859993151,-0.01736724977302596
OMG,-0.03455091956563244,-0.08284793943706502,-0.028318985432935328,-0.07800031610057002,0.013923228688152512,-0.0480384654602802,-0.0004365170909726385,0.0006243183893399386,-0.04391336239630086,-0.08268552554068946
CXCL3,-0.027834471025512314,0.06215931476989115,0.11904095472379826,-0.02745517957776914,-0.06627395236368705,,0.04656347622320628,0.06881862468143986,0.02021448692059711,0.09495354136391687
CXCL10,-0.002778220762382943,0.14844996519791961,0.05491197970253696,-0.013859656708036495,-0.009802377834236868,0.005478848255765668,-0.0007890894054737194,-0.004716253368334786,0.10066500601892155,0.031011411038705014
RSPO3,0.04914250882622754,-0.023472928707600548,,,,,-0.00545370707441909,0.0018407568828843997,-0.022019809839962566,-0.07468606221541416
CORT,0.0025918108677629526,-0.040625162100246616,,,,,0.061827084691099946,-0.017503422009682128,,
NCAN,-0.002925223181571855,-0.010981714380222971,,-0.05336153762199507,0.067919178087935,-0.04122635925920859,0.03571238007189633,-0.08725619500214293,-0.0326868872409129,-0.04461650718203547
PRG4,0.043302629934540496,-0.020333933547600283,,,,,0.10717782987764488,0.004977389127973689,-0.049880803704414375,0.1750858508642212
ZG16B,0.01417164797805632,-0.02195374891241259,0.053899350960132805,,,,,,0.0024509638492021093,-0.02089155471674694
TGM2,0.10269496944422452,0.0935547460903563,0.042695950522581,0.024702252759698614,0.025343552916108094,0.050843567566371886,0.028385227605631926,0.031671521820528195,0.04687866309842764,0.09924535502928981
VEGFC,0.07469230375045294,0.02983652164424442,0.02968512328852075,0.019505976414451294,0.06841878462755828,0.13999631590350498,0.1295888122068859,0.05876805670911407,0.039353411452667006,0.07450106137999188
WNT6,0.036246042807796454,-0.019995761030681986,0.01057566023376102,,-0.02826366350890092,,-0.0031624811227298853,-0.007418843673726532,-0.008392173544129966,-0.021587243941099604
NRG4,-0.013270191113826145,-0.010243093324069407,,,,-0.040018323658289966,,,-0.022019812307857895,-0.00033184047625637025
PMCH,0.006774865578062084,,,,,,0.16247181352570272,0.04322844479759693,0.05603158896957423,0.03432455261797404
COL9A1,-0.02153338240939573,0.13580057668924106,,0.11235079245447074,0.04680026747879431,0.12819935461602244,0.005180396395809398,-0.00921532591142163,-0.009758591197661353,0.10031221600913338
GDF11,0.04522633605770479,0.052890688089867674,0.0640801314920917,-0.012761412321663071,-0.0027819878965883657,-0.039678127801038535,-0.009584686586359423,-0.05735438650529742,0.021381584130217613,0.01501736071617799
RAET1E,,,,,,,,,-0.024155577646733362,
IL24,,,0.019124337890797993,,,,0.1168244584290298,-0.016459794966129582,,0.005490675989308406
SORBS1,-0.018762872935255612,-0.061962404672389344,0.009842330038486589,-0.011321455862930435,0.007340010959567005,-0.013966698880039619,0.04124102327733324,0.003324264981069339,-0.06346802516077286,-0.026854552484141852
DLL1,0.05800003709226888,0.04031237882163368,-0.02474932394356085,-0.0004294284027808375,0.09160825351527986,0.06556127473967398,0.051635936824721756,0.005409284415316193,0.13269932538626356,0.0027916450228967125
TLN1,0.072686693189207,0.06257890617950228,0.10188394293700154,-0.04826061147039241,0.02394953117846081,0.06181928480605005,0.05983497445255909,0.08812745978857199,0.0730416306785276,0.08029622581763432
COL2A1,0.010928172166421163,0.08441776185428708,,,,,0.05484123949311184,0.006945035112901421,0.13681641160400662,0.0055038949090478635
SHH,,0.08723511751115527,,-0.015562650087824682,0.006871747602402249,,-0.04693904610474924,-0.03945263792835288,-0.009224350328687996,0.02788740658991634
PON2,0.008478534333388217,0.0667672250610597,0.13025470034772066,0.008553702522524114,0.11946771924017735,-0.06369339496841617,0.054220364480473564,0.021433118228159374,-0.1003078544145285,0.05188210659361109
ICAM5,0.005926565783508574,-0.03667544934626763,-0.030113092859750966,,,,-0.024036461434625307,0.03074442896864375,-0.012096369129310912,-0.014745687004583239
HPX,0.05585828161136983,0.07087909683729385,-0.005447039791075038,-0.027455165213809245,0.10841444672046942,-0.01662476536792273,-0.0390194655438168,0.06773224720415302,0.05870730812017671,0.0072648159038437915
SFRP2,-0.019155353082093134,-0.014978993797744705,-0.006659280907329286,-0.04635621144998555,-0.0022388296019459886,,-0.029678478234968317,0.0031752379606448653,0.060661052345764896,0.08624132443219563
CFC1,,,,,,,,,,0.006818691794521286
CD70,-0.024655357063039812,,0.0930943668400547,,,-0.0009373345566671958,-0.038313229017892324,0.11229881049596782,-0.03359520235289627,-0.02183956197432198
HP,0.01221136903909748,0.036403075691100586,,0.050765081583000846,-0.01581548055602525,0.00970228048906964,0.011693955871705011,0.028494200064595753,-0.032939230811259525,0.09206873341371606
CXCL2,-0.024098380210285257,0.024064608294906496,0.11346758831147441,0.055025491809489784,-0.03926543161377922,0.008525784865477006,-0.007819497288864424,0.02084328659533806,0.011031191421338111,-0.015212448794718772
NPPB,-0.018587596754023307,,,,,,-0.0035245388523426828,0.043192522756059414,-0.022336647234971675,
CCK,-0.03272541802197418,-0.08563596511054242,,-0.028249003522260303,,,-0.0961921204073869,-0.012166936463640412,0.03031031335309715,-0.11442400910995776
SEMA6A,-0.0411390024233177,0.05503800282148074,0.04985046827592016,-0.05435284564660613,0.03629904805816859,-0.12132500537713567,-0.051246938635217364,-0.03567999411236813,-0.07142843129900976,0.026744427586542076
IRAK4,-0.01689126530056615,0.0599004175665633,0.0412343313495722,0.002107199616184088,0.03895700192093822,0.05509370160155481,0.0332385348479673,0.0023400477123948003,0.0663553085492321,0.07032868350516827
GSTP1,0.06624968241215513,0.08052136010713826,0.025347814113370632,0.06476727999835687,-0.04899238373921007,0.06870213043695744,-0.029791214171628146,0.011915722592132078,-0.04873583403836226,0.040826921353676444
VCAM1,0.07688262183555548,0.1211335986424118,-0.0727847458927952,0.06541721026932941,0.08788944760163286,-0.0015811007018696583,0.06756602622498875,0.01910091651210232,0.026269204942656946,0.057438239780623915
NXPH3,-0.06151704958295019,0.1560400699262866,0.0001468574988778908,-0.0017783276118109284,0.061010216362743765,0.06093794685470983,-0.0014280875066770599,0.03248129133782203,0.017912351996945873,0.009334576324623792
MTMR4,0.028146708326089624,0.013424038855637479,0.04635534093463791,0.03479396338342165,0.040298874371194726,0.05630246434766816,-0.01838503707600297,0.03405038951945773,-0.003445179943173165,0.046709143048104966
LAMC2,-0.014589319873972766,,0.02593288548709007,,,0.05120027951262221,0.06754457502363899,-0.021616329320369873,0.045031128721891835,-0.014478569606845458
IL10,0.07306446585944618,-0.02462843987779606,0.08454794823419698,-0.051716765511947566,0.020558521671409636,-0.013109962355431692,-0.051509327857100926,0.005697118134334102,0.07335376781734182,0.024808605597237667
SEMA4D,0.014394275878188962,-0.05320828365289714,-0.0014556038824943744,-0.05243342345518271,-0.05562693649353,-0.0020822987875047886,-0.02579663255447464,-0.08487107017310881,-0.01710017385238692,0.03680708228057437
TRH,0.006921838059305127,0.13703659414080116,,0.01697058008793126,0.023251270654944103,,0.010770969265694364,-0.012694399676909484,-0.02501854283165767,0.06455836687226556
SEMA6D,0.010666454964018874,0.07864993409753734,0.09346938035393916,0.019095412039705356,-0.03761592967434897,-0.04977130814768546,-0.0015522455106795451,-0.03027629475599864,-0.06122840260413502,0.05625713694178716
CEL,,,,,0.0074431782820594105,0.06331655721308213,-0.03333415660674328,0.03503190307661631,-0.004621710843919611,0.026920914990445643
PDCD1LG2,-0.04069396176116553,0.04889501483003408,0.05675139303749165,0.01639429140263133,-0.051739327273272,-0.02440408382608186,0.0008014917149823525,0.042615084471616986,-0.02235521406014402,0.050975967572964125
SPINT1,-0.01620176841081422,0.014395839176381197,0.004445235892981168,-0.006000324435055327,0.1094289275705978,0.09642552391158048,0.022447078574370654,0.0046853088606928685,0.013626770990726088,0.047521205774103945
CTHRC1,0.08767281963548863,0.09221415123790505,-0.1649258280032259,0.06947563516300403,-0.021560376411160036,0.1603613929393825,0.17830768777887507,-0.030110095376343935,0.16626426818661458,0.10647561177230179
PODXL,0.11744645345736755,0.119641952129458,0.15011505954177468,0.06545471038342623,0.14194909593241253,0.13322600739490506,0.04419028048539905,0.07582703859590889,0.16707458536645375,0.08704005204132828
JAM3,0.03822027708997382,0.0467612698610749,0.04982933243856156,-0.005866216857357641,-0.00691361606623165,0.03621262745623537,-0.0411223778462944,0.03977124678410772,0.05148397646027849,0.029147833564847677
TGFB2,-0.007673755680243621,0.10047905274088009,0.0032464188575489,-0.02275393060487983,0.014122675647381802,-0.03126034318872294,-0.02110724388955311,0.005294485776776698,-0.17515288727953382,0.09861461263229321
COL18A1,0.12455396811744955,0.13571543522584079,0.18177699007033962,0.061441369418950245,0.12832590808273803,0.1597553768618677,0.06934974331928816,0.0675125950235452,0.23041132586731627,0.12496247147030301
NODAL,-0.005775580399075341,0.1266225691489775,,0.04161536747472848,0.07759095301512196,0.16838045374724375,0.048892950052413196,-0.020331724095731567,0.027548260197646647,-0.06512282230116286
INHBB,-0.016242463156154883,0.08354240904577966,0.15118052105436386,0.013194399429550162,-0.037922004765076435,0.04991472738259225,0.05171843503730197,0.09252099683051343,-0.10122992959299774,0.10555315417138988
LCN1,-0.01458932315662914,-0.01647043225523004,,0.19589296187935099,,,0.03039176254673784,-0.019200741780541826,0.18534523239290543,0.13761076885402287
ARF4,0.029463959543765954,0.06215605851294217,0.13365389671432668,0.05244065831536279,0.07400221527582586,0.011106584415935018,0.0053007950002609125,-0.0024828974288992386,0.09886097863389894,0.02197891526033651
CXCL14,0.024175284294663067,0.025195204524750485,-0.05373853306543429,0.07040838255439491,-0.015622716630298463,0.1151072288286248,-0.021884029943219075,0.013054287740094272,-0.13307832857936075,0.016150061770428704
LIF,0.0023794549186394094,0.07366752482273625,0.09179676934511799,-0.017371734100759095,0.04023930739066588,0.06987398830703437,-0.013949212395373214,0.007625341326786943,0.0016173246589656627,0.09930562594567288
IL17B,,0.0013427385268649037,0.0639511615435173,-0.043294946679109,0.0338198330880144,0.16589334378835766,-0.03045822448593431,-0.01701034558714355,0.024724808384312676,-0.024791824327107807
MMP1,0.013448947170304983,,-0.13688141774498985,0.07967137152759705,0.0929651994432389,,-0.010027461778038323,0.049545996510665206,0.1954795695200546,-0.03786438053159235
MATN1,-0.019155355692469792,0.16071001681532715,0.007524294271986718,,,0.125858798372622,0.029093317336800026,0.06276756761811216,-0.030427894228623287,0.06842485404175967
ADAM28,0.06024511913389204,0.06475813834452339,0.06274888369870561,0.07525293269224137,-0.03439716892315155,0.08330030231733104,0.03649221637637204,0.020655642573343354,0.06679385352435167,-0.012520809399453244
TCN2,0.06072034383664399,0.09777006096709646,0.0632678659337933,0.01653116193645114,0.13984822290607302,0.08641967348733465,0.10128307295874564,0.04341792418353031,0.06363170482468755,0.03855756584045534
THPO,-0.024960221601048944,0.011227143642499278,,,0.08206764353832148,-0.040018367802088645,,,-0.03293924083867565,0.09923038989826768
CUBN,-0.0008186431891784766,0.09066137764343397,0.12857473375065565,0.1190538744629192,-0.06483816316320049,0.01260812095822121,0.029116625407452468,0.026098229902910552,0.04093633783656124,0.09229044073849746
TIMP3,0.07228830233328663,0.023127580142553363,-0.025026645007790962,-0.051930201478584986,0.07172575098827359,0.1145852008343816,0.14114204745450953,0.02445245364597215,0.13118891517175607,0.14190586647970618
PIGF,-0.016860880660646553,0.0706241198369353,0.009655655327789265,0.0316264134985166,-0.0771401871988831,-0.032050695281450776,0.027587912067943893,0.045480695517393005,0.0044328926948080955,0.050463804160525906
CRH,0.002562284109937529,-0.025327193681638292,,,,,0.02263743814169586,-0.029303876596157342,0.029098523102549175,0.047666189133240375
BDNF,0.058000263530957975,-0.03240728433003685,-0.007094706239898523,-0.011090411494548053,0.10844120708678011,,-0.023416213677629447,-0.01581678401278771,-0.05997925834530978,0.09087838910975762
CCL5,0.1302566051888119,0.06405074663199242,0.11633351308196949,0.021898717560538784,-0.05122144081960572,-0.061018155936693824,0.01530529352252162,0.09320037142596854,0.112615380118196,0.057260409661157335
GAD1,-0.024575049871920038,-0.05883336695551214,0.05665841564942314,-0.000436810389025726,0.00795133367116215,-0.04397807192159481,-0.007104643340296986,-0.0003491354011842565,-0.007144097478965572,-0.04522864346656514
COL14A1,0.17198574565746222,-0.014978922221684848,-0.05127391110616839,0.0908278301441409,0.047398802872188735,0.0812478401951979,0.00303243319898239,0.029106492067635804,0.05771556032401229,0.10635861567720627
HLA-A,0.04953334188964898,0.1521223224933104,0.05334398978673829,-0.08358731419339174,0.016322345167850423,0.21828841043611572,0.043400536169985154,0.07452608371123487,0.18383603959976016,0.0036070225141517434
CD5L,0.022217694710487915,,,,,,,,,
FGF18,-0.015466190529990532,,0.01888556830921356,,,,-0.011662816795942546,-0.0033159764554878484,-0.025018544838875733,-0.031016163304335407
ADM,-0.09586071691845521,0.015331834871765327,-0.06360907536150533,0.07672781845922415,-0.10101195507531838,0.0912281484970155,-0.034967423009445116,0.04836657875648128,-0.021590619589207067,0.09052408193141172
CCL15,-0.004350935063845587,,,-0.02745517957776914,,,,,0.11154427092766982,
GNAI2,0.136227438185845,0.10516305157053922,-0.003989973337250687,0.040554831300300874,0.01909494461459846,0.0044522173116735425,0.0111078571810294,-0.009077021650693991,0.08180544449777301,0.03141526939529387
HDC,,0.033848053879623634,,,,0.040645778410728695,,,-0.050641203082492064,0.06552874512599928
COL11A1,0.08492200059142295,-0.02994463223304432,0.06302963251011662,0.021516923216757248,0.010739136058470634,,-0.011232227433444883,0.011374574785389167,-0.0020012795215362967,0.10067971190806282
NUCB2,-0.002400142633613525,0.031859190770030854,0.020628164638389523,-0.021657132268565506,-0.058732816419644784,0.024872873493548258,0.06350885347140868,0.029281184129407913,0.03296336912136297,-0.010053474843413904
FGF16,,,,,,,,,,-0.02226249224084385
CXCL1,-0.019903789264111873,0.026774617920181473,0.18464999430332413,-0.0031586554061439707,-0.04756622542042164,0.12362946062739584,0.006459521279198437,0.0732845498332994,0.14117767038060178,0.043683208182436734
VCAN,-0.030499551507554897,0.08026959450234457,0.13531130703449396,-0.04498900522470365,0.022944644984243007,-0.1792615362621733,-0.0038098517140251,-0.06473656416119374,0.0735697611401352,0.06324265443507827
MMP7,0.0325938632148494,-0.012022057239190802,-0.010574723086080968,0.009306145019105436,0.1132866633096757,,0.008821873802337055,0.06769165873109816,0.1292979878425614,-0.02974467587899741
PTPN6,0.036807220452696264,0.0884384763292434,0.131991814100141,0.025592297381741534,-0.03525407887807217,0.06588896034925341,0.051363627980023314,0.042046122133342766,0.03520271464161839,0.034010035715854425
