,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
QDPR,0.3173812433713617,0.13250043173143441,0.08254867941142616,0.13259835375661103,0.03354907348446585,0.2121227923460389,0.13785122756398355,0.331165027023772,0.08798645129809349,0.13916308622591103,0.47964180937256345,0.21118746311371048,-0.03715578079235082,-0.007049958618148075,0.09539388837600335,0.047414807666553364,0.056914844635758674,0.13447020754955555,0.07725885754913171,0.1392763756759417,0.19366167731828918,0.15299731052668622
POMC,0.025679765126123574,0.0450711642960291,-0.059920852554304,-0.013036260119490443,0.000720116925840797,0.1339346170752111,-0.040281634882037856,-0.03801626775774797,-0.003916007920486338,0.004599416131961926,0.0020168383854345627,-0.028089993828421953,0.09810660654279163,-0.016484237353790426,-0.049810106797717024,0.014467278238007152,0.049878383455863866,0.001224152542912653,-0.0028273550778364206,,0.06668779474759774,-0.11462049218835803
CCL18,,-0.025863606458439728,0.024561793912052012,,,,,,,,0.11422693947690678,,,-0.04194790888058134,-0.04559298659619587,0.00832914062705154,0.024428493279297952,,-0.02788966036958162,,,
CCL17,,,,,-0.021643794711071057,,,,0.04816525967531085,-0.005630566237597536,,0.04459848276389646,,,,-0.0297141093271909,-0.06108179685076318,0.04839586644497236,,,,
VEGFD,,-0.02914072494081337,0.03373196089710483,0.007053615799606178,0.04900311810419676,-0.037980884271251715,,-0.05047253882294629,0.041566455619624965,-0.014720775440851647,-0.05676322388416646,0.018776545146071036,,0.057203166570075195,,,0.04097765119890718,-0.04647786741559083,,,,
TNFSF13,,,-0.02380818457442284,,0.10235386080398232,,-0.02299906508170513,,,,,,,,,0.0695115884297802,-0.006422068986640869,-0.03834214821199798,0.0569987876945727,,0.014228106780241287,
WNT5A,-0.08166992355229177,-0.024325314062964544,-0.016256947739676342,0.006149371989875905,0.03228880640156727,0.006489231566764738,0.1121369800626619,-0.13006959598021064,0.003677068654920855,-0.04833026447719217,-0.013208655302911827,-0.033230898532154926,-0.020662382044308928,0.03511557435678878,0.03454119208970104,-0.031091443891469363,-0.0076223193908564945,-0.05739100658352318,-0.024112548588381914,-0.0010256322907329198,-0.1186458666950247,-0.04780837206249653
CXCL8,,-0.05353780571500625,-0.00928456152010231,0.00211910898168981,0.024354467044393605,-0.10199260332763806,-0.017746722455094517,-0.050881948188944384,0.014331476829577812,-0.013708626171116877,0.025430575018992298,-0.03934165213450607,,0.01276968471369903,-0.06994663078804644,-0.0738197377859808,-0.1531353689891398,-0.07072249510673624,-0.07942640184666666,-0.06457726314938055,-0.09428890082334197,-0.06028883283929538
GRN,0.1340610275261971,-0.0642578126565158,-0.015331700616281274,-0.08132140417692585,-0.06793411985371504,-0.06375404798842298,0.12379214098953222,-0.08512725139988174,0.042291146054883585,0.0376758394870686,0.14392639940845445,0.02022811829130779,-0.0343349156456777,-0.008973134730700603,0.007611363493629331,-0.03672005695581932,0.0022350104427831374,-0.1537024101669032,0.032237789529696706,0.008160634752942823,0.04734013577074541,0.04887537040117206
MIA,0.06994351612875417,-0.05505954139789518,0.015245887620386183,0.058953052469199685,0.015915164917031197,-0.09262617905768834,0.02557435099139529,-0.11097346396313619,-0.038367174252553975,-0.016741781897527397,,0.01666674523154212,-0.013934761733270946,0.029448265521955043,0.07420201165113782,0.09817067966991828,0.054289748991464604,-0.051896947196229,-0.052567636322797366,,-0.07546508523292707,
COL4A4,0.05060627239558149,-0.02933522532032994,0.057277352155034635,0.0074945743388946775,0.00394052442767529,-0.032940160653425664,0.04672523040090616,-0.01616005631532488,-0.017062990264621485,0.014011849287043118,,0.024546193032058898,,,0.050229140468932336,0.010056475857068401,0.09421925833528137,0.03665656686276895,-0.005315618028667676,,-0.01722151878967015,
TAC1,-0.05155969664934346,0.1586863060917592,0.07962917954122178,0.04772594414331209,0.08135073241424695,0.19930977731993565,-0.09035851505868917,0.028172923184896063,0.012009133643433818,-0.057853842727878774,-0.17990886283915436,-0.07291306438225235,,,,,,,0.06428216680081032,-0.008030534052971673,0.020321952954465084,-0.02982664233621662
RARRES2,-0.22895652259301513,-0.032259244553854406,0.02650458800296151,0.008459749035287036,0.046241565864576915,-0.2060395747766146,0.10151427105306682,-0.1559356909944564,0.12213024789194402,0.008292426635128154,0.02591776631856832,0.03301024040860599,-0.12146617943450433,0.021752262717971056,-0.004056321431785785,-0.028568332462683414,-0.04099495949401925,0.02024126307476025,-0.015375292225097337,0.04034946094531586,-0.12595873096845953,0.11870115661742886
FGF7,0.04660613712178405,-0.012891524360156325,,0.03468460957039386,0.07788033868572194,0.1043487102195557,0.018726539187369794,-0.11098867926142765,-0.00185364451569262,-0.01712832728404971,0.046602556303634336,-0.03503039092410997,-0.021230162461720846,0.08005613619684415,0.02777971122753262,0.056903658270782476,0.007623375908384724,-0.06909980302396994,-0.08679004346550506,-0.012955708619856258,0.03011176586057001,-0.08142139699420373
EFNA2,,,,,,,,,,,,,,,,,-0.04021588873856399,,,,,
HBEGF,0.11726092835475749,-0.045144842805071014,-0.09830175960609641,0.017530875428534733,-0.00897544790829139,-0.07095137207248493,0.08419517934308443,-0.15727108035495915,-0.006647109799912506,-0.029893330964902095,0.09282152237801622,0.03430249257652413,0.02816622566654569,0.05808855995314438,-0.0014693954134462166,0.002020111667391179,-0.013964206292276104,-0.056533496812027795,0.00010540790546576549,-0.02489292705198753,-0.06571126263691447,-0.014161180644833576
CSF3,,-0.02933520209554442,,,-0.003238225493117476,-0.05815835166949184,,-0.07286429205966728,,,,,,,,-0.034754522456586986,-0.11643866928003807,,-0.040100458147081,0.012193608321823786,-0.05748908103864722,
PI3,,-0.03475192137635477,-0.03319128135633022,,0.013157207950398328,-0.07979905638680732,,-0.08204615456374507,,,,,,0.004548425299007965,,-0.10599221629023957,-0.11964990542834936,-0.03794769821863547,-0.07381647453289537,,-0.09157555264840822,
PCSK1N,-0.12948558312340935,0.19353374382757974,0.04332750309715807,0.032180976701289776,0.046254083638786615,0.034300672746557244,-0.04071622811532868,0.02726068067613312,0.023384669058944096,-0.02202793859170241,-0.3364449072576397,-0.023862155957334357,-0.06152957785621823,0.004637823641872302,0.033262274936922985,0.06442704208738893,0.03017666195339014,-0.019614717866697957,-0.06472331294966895,-0.010046285205281162,0.13974782718957382,-0.032721472093149254
NTS,,,,,,-0.07152204441483818,0.07214574395738281,-0.01458955771986653,0.07038064705347351,0.0041623242115090345,0.026690015544754288,,,,,0.02742558014504948,0.019390651340565303,,-0.05276613375603435,,,
SFRP1,0.1830907340220376,0.03674255141084762,0.04733977090743395,-0.040552270215959016,-0.018885047495786886,0.1580365155747589,0.03261673429094807,0.014426783548478058,-0.01250856471707271,-0.02006889282541354,0.020338618898515723,0.0005246619160753145,-0.029316194730678438,0.03877474435295382,0.05358634844088448,0.043815034636323906,0.016287223324232037,0.04835089674891957,-0.018383560593387176,0.0033984938663766764,-0.014650045720450299,0.15619834432963106
CXCL13,,,,0.0029382725842065044,,0.000925578761561778,,,,,,,,,,-0.034415179705336925,-0.060579803077433936,,0.011641724341086951,,-0.04335409440192016,
MICA,-0.013904962752792576,-0.03854147405518692,-0.03594370046329851,0.015613366313335332,0.012649036032323832,-0.03835826342147414,0.06920025836060191,-0.15747080692155965,0.05821895850140046,0.0008663610540302979,0.06729316597682863,0.009993909152370308,-0.027165068781513545,0.10710288929897688,-0.0017750355308551432,0.0036741671997141774,0.04015941480963158,-0.016346387240685028,-0.012360679638126463,-0.008405400859315088,-0.07174977539813168,-0.0892176423127774
TG,0.09751614866250659,-0.023384838314026032,0.010683407812578309,0.00837344274761592,-0.020379958286168533,-0.012920304776326113,0.0037646297224784827,-0.05550614523277879,0.010047226179441057,0.02524325069708513,,-0.04769847199105363,-0.03626938323218286,0.04521256223837013,0.11843149804812271,0.03066345331774919,0.024313958470230615,,-0.010041681270765452,,-0.030054247135499812,
ADA,0.039301380094992254,0.03135150005058292,-0.033048109731619375,-0.004906943991837414,-0.025568669841310288,0.02727776193350828,0.12720821906030308,-0.12474910241328499,-0.01672460746227977,-0.010855318493153751,0.14595637950398976,0.07583066093912522,0.039817864067376814,0.029898005595320108,0.057086331084413355,0.04879067846010678,-0.004936617296893238,0.05914938828171352,-0.011722453974093812,-0.06680173151616939,-0.007071220453164884,-0.028459620957316765
LAMC3,-0.059962196640125684,-0.005423322929842077,-0.07821210568996037,-0.0010545458566216415,0.044714276016039035,0.0703369649929015,0.05626446163026657,-0.18297414862134762,0.06888892896590376,-0.02611053705924477,-0.04204425540174287,0.01960784990471106,-0.015130950691701431,-0.014712249123975264,-0.05222034529176646,0.05818173413490644,0.06974184610150885,-0.03495746417041357,-0.027606105642116737,0.04290369436384647,0.02290896391668015,0.11281239464409491
CCL7,,,-0.020068072968384143,,-0.014734677279243241,-0.012506233493219606,,,,,,,,,,-0.04453460076078119,,,,,-0.07418011656761521,
NGF,,-0.016900843824320663,0.006250943080277049,,0.002025425904059453,-0.02034381515261044,-0.029645129850906685,,,,-0.026995380807801582,,,,-0.06505240483617063,1.9471570039153332e-05,-0.006293825789847329,,0.02894452180502468,,0.022839498698414465,
TNFSF15,,0.08794045872081675,,,-0.016407783814271493,0.030068827498616998,0.019312529600185896,,,,,,-0.07535892089275942,,0.024856256084537526,-0.013271979987654045,,,-0.030124435824617934,,-0.04933816798672273,
HMGB1,0.07089896460000769,0.08272503927598066,-0.002148019831579277,0.03132401415448485,-0.02792109035093565,0.04297821217762066,0.059550898371125364,-0.026532143341559362,-0.030572673698542798,0.1374861745796771,0.07412798666915991,0.08571843049817379,-0.00977945830629033,-0.04189875338317547,-0.06578839716086637,-0.0062275599590504,0.02330224434124911,0.15918436569997507,-0.04168412082593341,0.06078829436813173,0.05853042021767587,0.026523604600982725
ITGB3BP,0.022569926971155233,-0.07410536583350458,-0.026007460531154273,0.011548263378394453,-0.018522587107436157,-0.0015985660006238153,0.11424244313507352,-0.12906527784059893,-0.022604799038517812,0.000714101869898581,0.026371204811702773,0.0258093134755612,-0.015882026070672305,-0.036358612752301914,-0.01245531152778052,-0.04870018803766172,-0.01433851654205862,-0.08405442550472057,0.013940012952498393,-0.020067202981569665,-0.05620292622125989,0.008643503437656287
AANAT,,0.04899760703888,-0.005301829704358945,,0.0043510043322835075,-0.027834767066842278,,-0.0002237511687716777,0.06400341598147147,-0.016741782828748053,0.007098907686807758,-0.007597251037508779,,0.08202585884856302,-0.03740101348722101,0.0069862797982470325,-0.03919448893652926,-0.008172801435558942,,,-0.03984655811084307,
RELN,0.042480806180926214,0.012367011790789226,-0.005164154735271724,-0.000973745131821524,-0.025914106808064667,0.01791116956951857,0.0048583772315382604,0.033607218146305476,-0.033967076561291824,-0.0035942506779676653,0.06004068545441254,-0.08468506431048822,,,,,,-0.029101803086001812,-0.013827202318863514,0.049313458211979334,0.02314527621404169,-0.0019515888417051892
IL15,-0.07457222014487312,0.053025919242246644,0.03343310219532823,-0.014813357214106773,0.006882479557144794,-0.021715469709065197,-0.02786992276195549,-0.0732093237817855,-0.0064976703579909464,-0.035983577909259455,0.07792723862883542,-0.018533869589502143,0.06165790478693186,-0.06584513484140447,0.013751055729548413,-0.03489383013818262,0.017391716371460475,-0.007244952555659093,-0.023335966190741964,-0.04905806800075171,0.03385937888258642,
UTS2,,,,,,,,-0.09624191200415227,,,,,-0.016076002921474347,0.08171020450954461,,-0.03327046283656948,,,,,,
BSG,-0.21487504192739507,-0.10498613294230992,0.019456704051441363,0.00206382072151002,0.05698201045085346,-0.018267827806979164,0.09236909331115657,-0.10903703596354561,-0.09468848048610891,-0.025013529298361325,-0.1528197763064996,-0.006662867574096938,0.012918863471777765,0.02726212001231626,-0.0691352483800825,-0.045345770201797225,-0.009395948035986318,-0.13310620467369355,0.00217592353101804,0.009161209577608017,-0.07630476611676672,-0.031177911995889342
ADAMTS3,-0.10424385259729586,-0.029793442388078118,-0.04345817083806444,-0.0012717360680406845,-0.010857843043484527,0.04561827431242092,-0.060936956655150094,-0.23643121854743776,0.022701344575097364,-0.021938587555237473,-0.005510505081599004,-0.026242515703582374,0.020234645809792163,0.014727470246672151,-0.04731459475254105,0.010155894267959846,0.019543988609625293,-0.05207732222153145,-0.009777270085642022,0.10127094058199902,0.05898477533489706,
CD34,-0.02411737096084328,0.09375100456688917,-0.05881179437829655,0.06406347953219384,-0.008032691006726298,0.04246998006575854,0.015146221188239202,-0.1522683278382482,0.038742695902655985,-0.0313234210981516,-0.04187643922217927,0.0005469103470368437,-0.0454772647087885,0.023288657908512013,0.05294826897578565,-0.0010580330574451106,0.11093339729724963,-0.05710442817253968,-0.0069498478206602415,-0.027396402117283437,0.026928129697831236,0.078950925656126
CCL23,,,,,,,,-0.019376661338994617,,,,,0.0830716744435446,,,,,,,,,
PLAT,-0.0584816607613761,-0.059767659305088976,-0.04584504411558863,-0.02828362539470767,-0.02618229898728568,-0.029464436140262684,0.16829930426555537,-0.14655388845472264,-0.023789210770122457,-0.011303592063275966,-0.06837316672390169,0.11979591537598226,0.03613038105083235,0.013224003566857984,0.1025602668672601,0.12541494817913004,0.07999129767016051,-0.13266171249778272,-0.15517106847009549,0.03786003843257903,-0.0366877438109075,-0.09375010308228526
NTF3,,,,,,,,,,-0.005521066998927016,,,,,,0.13832033991802403,0.12549440337799098,,-0.01762354944558522,,,
LTA,,,,-0.03886546114922,0.012691388091227392,,,,-0.027027320543667546,,,-0.01327162044843246,,,,,,,,,,
CKLF,0.08845467790036397,0.038190513257979265,-0.04510577938134641,0.01889281108579255,-0.025618508300062938,-0.0260443294166902,0.10107350182791258,-0.14379012919880887,0.03481969409885134,0.02818728988774503,0.12080065223705694,0.018151979444436618,0.02278541286366257,0.05743164676929409,0.06738487086702458,0.0429936077517665,0.10289660142961533,-0.02845599588897739,0.002382321744164165,0.10089995028259507,-0.04924241061558429,0.02130485845535096
CD24,0.18123289995113354,-0.05724450432285272,0.022635170892483836,-0.03637581665787511,0.02592317388430297,0.0588450665220143,0.06018861117467315,0.032931351009791644,0.10088685193138557,0.07548292984292748,-0.06540617123874065,0.0910870817296378,0.08480140037329395,-0.06766597754051977,-0.038315906027494274,0.11201528373914976,0.07117813902733366,0.04962321151040327,-0.0030851540096075675,0.04778766192888054,0.08034033330359702,0.03870802374972337
HSP90AA1,0.11836885993073665,-0.013590263984620998,0.004654668117027916,0.027661880137379274,0.00408635129964051,0.15778852246923586,-0.11378005029549094,0.17515462376044783,0.13032943644031222,0.11420682679163731,-0.28359814751267676,-0.028870671157734742,0.0667854260193027,-0.008636438669404094,-0.04281499567331442,-0.06493113947295508,-0.12444582689093946,0.04490549851580197,0.02589840269476102,-0.006817869050209927,0.07707730411440708,-0.06171527481146599
BMP4,-0.0248907434237749,0.031813424734561155,-0.015703636784567987,0.0014297357146897708,0.011027666675523361,-0.07370805182352391,0.0737294328829877,0.032663468668122836,0.007521480394798355,-0.017123180405254734,-0.05426678523030661,0.017850305392142087,0.04996456722856146,-0.04317566070853671,0.04541440258722543,0.00750869917688107,0.05113805339572512,-0.013561634706526654,0.0769994025953497,,-0.0407673572462035,
SCGB3A1,,,-0.02006807096160366,,,-0.025980927428028235,0.009667259300924812,,,0.06632833414199456,0.006713094055184513,-0.0034244079365220287,0.04348442730449148,-0.0472589624085115,,-0.021898145663640674,0.014628181251005023,,0.0007574215520728594,,0.03400828276777109,
IGFBP4,-0.00452485125512115,0.00979248609013608,-0.022432247865837054,-0.06056329612536666,-0.03211609356399242,-0.03846099578529183,0.114529076226086,-0.21531219667430954,-0.030118557411846467,-0.03846853622358076,0.001677172256128812,-0.023056345327705757,0.0289750430358171,0.036021286757822096,-0.024773305938088134,-0.0011471331324248177,0.007731970824656357,-0.10494225268838216,-0.032297190079184544,0.05251760013098095,0.04238730316306469,-0.03049999160299167
RSPO4,,-0.020646113469717096,,0.03436048916391705,0.014190299854421017,-0.0440997375566877,,,-0.0078079044684377956,-0.014121855496586814,,-0.0029953744209568894,,,,,,,-0.033488047095501995,,-0.05024493141963109,
LEFTY2,0.1569017748948547,-0.01792386987132425,-0.03786476350067329,0.007024812862511723,-0.0059373941233348505,-0.022911250772534537,0.0906932028763956,-0.16450789893738857,0.004214671356181251,-0.01548478726609498,0.005996330370593201,0.024178026193377333,0.09041328084739789,0.01658127061129406,0.004338698882499081,0.06751063692155453,0.06507237225369807,-0.09940299239530771,0.03843488109693732,-0.08334863679884343,0.049829573098688865,
PF4,,,-0.020817402226072715,-0.02480251435321843,-0.012855715635687966,,,,,,,,,,,,-0.011712517106331127,,,,-0.03935969787481264,
ANGPTL2,0.07005394668014134,-0.03715197302613047,-0.06856777336406403,0.008340881012497397,0.052631151445522224,-0.018477821324711086,0.200453947847814,-0.16001371954251714,0.07584531577965091,0.025703523845951374,0.26563361081247705,0.02513102429928709,-0.013336306786624662,-0.007473807622350246,0.016215236912256088,0.05768639880579182,0.12957888570276954,0.02173129623874673,-0.016134143983400368,0.09981620610915813,-0.00836896454483072,0.08294386695105314
LRIG2,-0.014010074455558698,0.01603984109966336,0.022089106292811415,-0.03866166424468297,-0.0373129391995923,-0.025525437859730025,0.08261016559521034,-0.050017026720431554,-0.004336704628588902,0.06022933028951833,0.05530434490533306,0.07190910682183264,0.03490889500306647,-0.08815856043299292,0.02927303537891406,0.011721204602907195,0.08468469032179474,-0.0686083250410324,0.009722305467309816,0.06600256156120544,0.05550740501698522,-0.042235394911455816
ICOSLG,0.03852970121422568,-0.04423096526555773,0.061324462881662205,-0.05186652788500474,-0.0348693121948131,-0.056750782279652,0.09440799814464464,-0.052773186344326505,-0.01151165961119595,0.03888246361259051,0.2143461857444111,0.14915098400574844,-0.02918331826311841,-0.07925502150460488,0.03388298291529227,0.03338814125169515,0.07815552945319364,-0.02455554682748179,-0.056075447508252114,0.13705493472168942,0.04957636419715907,0.06838957149856992
WIF1,,0.3752450215453446,0.03999380985537651,,,0.046105144523385024,-0.16171055272181464,0.02103785502975081,-0.007889284189769677,-0.02657440818129587,-0.1924861516092005,-0.07482813490223363,,,,,,,0.004341166669315154,0.05734034927614469,0.016714425538739208,-0.029193901708190303
NPPC,-0.10946301584286416,0.04874262951894037,0.07541717434326464,,0.06935307530602665,0.05060971103066062,-0.02734043425059416,-0.0015137682192508796,-0.01002973693304377,-0.01962592322228905,-0.04901698292965601,-0.02652942894414238,-0.01963637161356469,0.1510639211456056,-0.04375918942974943,-0.015966490028582837,0.0021035206346230848,-0.0901553896935374,0.06310070303361662,0.026053726578888617,0.02123743472313151,0.06121388125326459
LYZ,0.1591961707840616,-0.03720705379008957,-0.052973057831792084,-0.04024948992121999,-0.0034961124686372666,-0.13044850176038109,0.04746782153819669,-0.16755653502735912,0.022549566007111693,0.028670247279584327,0.20259501383517672,0.02907462409736995,-0.03821012830557689,0.05008716975695785,0.026625161596511685,-0.038252282547464635,0.06991893387999523,3.37919772195691e-05,0.047229375658678435,0.04603354020965729,0.07155860570749187,-0.03513068117607161
EREG,,,,,,-0.04761807303608191,,,,,-0.0871666121097136,,,,,-0.03229551656415345,-0.04044777979249905,,-0.0289007433448567,,-0.021470608569436833,
SPTAN1,-0.13260686669440083,0.1309181016944478,-0.01763579455155776,0.005412860261801986,0.004548723377443543,0.06522775815268637,-0.057257638445920134,-0.001784586909103247,0.04543702170264078,-0.0468791284430881,-0.2916938320699747,-0.057083441014611706,-0.009862512255725368,0.01652328059827444,0.02119811644962252,0.07298435034640406,0.07398362238668621,-0.07885620124481692,0.04419677256941647,0.030843775976593966,0.09339359312881414,-0.21307065510924758
PTH2,,,,,,,,,,,,,,,,,,,-0.018739907909499618,,,
LIPC,-0.023189207585978974,-0.043301784412083315,0.03057196135004503,-0.020391079937072017,0.002828615908477063,-0.02860810881161336,-0.01731237029472642,-0.09259076404179879,0.025478879355663907,,0.016514614730397656,0.005597385668545615,-0.02782537860097705,-0.04256555124108463,0.161040813357009,,,-0.047438301745687805,,,-0.018722594949141413,
COL8A1,0.09652390002301914,-0.11640905612426737,-0.010433438320145825,0.022448733521411975,-0.011138310662362604,-0.05472391135318722,0.038328742615269695,-0.02292812642320657,-0.007829246330975426,-0.008544270527639621,0.055436348393822305,0.04318769519299698,-0.0034685429885579744,0.03658689672508185,0.032266603577468536,0.06323435418245785,0.03448264933346387,-0.07182931111575533,0.0053422213215382,-0.07819837821260703,-0.10386787092367693,
GSTM2,-0.10203644176594934,-0.05385949822880776,0.016181032938340903,-0.031213720635401787,0.006242760021140376,-0.039223308322270736,-0.011021157925191283,-0.10769454415540289,-0.02579162936489036,-0.0113594619160622,-0.009980338626651273,-0.010659472359467188,0.061238416437142465,0.08599678198589882,-0.032009381466350836,0.04074886233532787,0.0830933165226005,-0.004906112410845315,-0.029209552918399946,0.017032376907149795,-0.08132695353721628,
IL4,,,,,,,,,,,,,,-0.04068860461099057,,,,,,,,
SPX,0.05972711902179152,0.12102354260530888,-0.024543535106976683,-0.023199822161010433,-0.004965534677278432,0.10806713943677783,-0.06476533329241932,0.020463000713171666,0.01306918373862168,-0.006834328418216421,0.06646971356783524,-0.0320493865427721,0.02546817822046894,,0.04718169703766085,0.02894501349919687,0.053400447519375845,0.11551135740532427,0.1154980501032865,0.10207613990294814,-0.013983161493625468,0.19059214467527288
MFGE8,-0.014989907597831555,-0.12196399266684095,-0.03709312105146617,-0.031089596132192834,-0.019401251534328937,0.048912707054145944,0.054556065318771725,-0.009434627644613568,-0.03558021954106973,-0.047164298323500865,-0.08960489944189626,0.04358014251326191,-0.06359537012986208,0.00729520738744074,0.01723653280940078,-0.022355980758480856,-0.0029170610668426016,-0.11607665895375154,0.007658751506899258,-0.026953352827509908,-0.07133079731493301,0.04345381493962269
TGFA,0.10464989445927948,-0.1314362516891251,0.045273334646439685,0.01956253588857598,0.11510954534840823,-0.042396642255199436,0.1171210123427266,0.007544556776594862,-0.04776748584419307,-0.013332971012059526,0.2125366838072094,0.1099940605197764,0.0484987495897973,0.08574219174196876,0.11558694352020599,-0.011950848417006716,0.0878887002528795,0.09012423091426382,0.027441781823064313,0.12928513309992667,-0.051885631813739695,0.07003508768739969
SLIT2,0.23503527359966792,0.07295642020558027,0.019596962925473967,-0.032822105392028525,0.025345708896015912,0.084088435785568,-0.02800867269049651,0.010728875499402345,-0.04327220556742282,-0.009495744041126807,-0.14074226172671042,-0.043432330340152724,0.0054177799551993295,0.005988276270971491,0.045820635936741426,-0.01916709983672339,0.08057090659257207,0.022324322164693863,-0.007685415120880146,0.06498827418693531,-0.06187337153903963,-0.06616994083893377
PLTP,-0.06506613378337908,-0.02214772015783993,-0.011487604364059855,0.012387671534128198,0.005799364530534372,-0.1362265604749744,0.06264241002457535,-0.17007587880201094,0.026970725012554285,0.041242322151379136,0.1643267612652862,-0.08270275791579078,-0.06644691473148638,-0.04057002841474324,-0.040424104864257744,-0.020947479852832965,0.033670702125197044,-0.16660149646659728,0.03094513149538582,0.012948036253699745,-0.022723241954841062,0.10321438519146368
APOD,0.26173363649987585,0.1040815963570562,0.04973508668221925,0.025556565242160777,0.04176454295033124,0.06365517243048123,0.051910528813382616,0.1806743415030713,0.13951828910274147,0.04425032622221246,0.35126518786604527,0.2068471259727164,0.03554868292837046,-0.0747905931119351,0.0946141295307003,0.07781434576130614,0.09686536441092464,0.19087121270280413,-0.0626689467616558,0.1054688497978358,0.1478634488206408,0.15150214598189898
