,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
POMC,0.020974546634796996,0.09390189325394777,-0.056792905563696046,-0.048611542981017025,0.052373732981642794,-0.00677048755297184,0.049471174610425786,-0.054386250209542505,0.10793033948096936,-0.017369494169611584,-0.021006031252684708,0.03581951954778405,0.07973521456069521,-0.0723163958220662,,-0.04398605314009939,0.04192043834023792
CCL18,-0.038349328519869524,,,,,,-0.0660675818238763,,,-0.009427664895596082,,0.06531091483422562,0.018444754655066103,-0.06765324628082676,,,
CCL17,,,,,-0.015441409644463455,-0.017007800969080965,,0.023022311676664166,,,,-0.005725830098893583,0.026832056098342022,,,-0.01660506301843155,
VEGFD,0.025998926620425588,-0.012165970137096757,,-0.008836413409994172,0.013249461531312156,-0.01247542769339556,0.013716142243093452,0.06709970412699216,,-0.0007541439058923532,-0.04399852166175578,,-0.032223193374232156,,,,
TNFSF13,-0.005843497779632887,,-0.023045723768380263,,,,,,,,,0.04679127974534197,0.10714316588869927,0.012469427263839183,,0.003524828673741162,0.026648404037677816
WNT5A,0.012598645609985562,-0.08327949039973981,-0.01721352526231606,0.0011768799036643305,-0.04455869092598993,0.03675077482343585,0.024831740341344593,-0.01618470507825898,0.040220346783236265,0.06196631105087087,-0.009492029510986056,0.04381214921091474,0.1357315102555781,-0.051669627430295594,-0.07257120989128643,-0.033037398195572304,0.01791146675788605
CXCL8,-0.007877369636134413,-0.007378807037671607,-0.0208838661353671,0.07213695870376646,0.022011486145686383,-0.01161766071771994,-0.05973839685204236,0.077731844028726,,0.009499854737323597,0.017025818245365972,-0.08978814391741609,-0.18756267055043221,-0.07979283512390804,0.09979707796962915,0.08912790913943719,-0.1101929373942484
GRN,0.058814473015990756,-0.012226700210458892,-0.050181955242072314,0.055635730589706354,-0.061681925178091866,-0.0822230283042082,-0.05236055077795621,-0.04050405108798093,0.08285758995581598,-0.03826309964949392,0.06117667768852491,0.04360843455297799,0.04940084867132844,-0.03273520849126298,-0.08368093055696442,-0.09422923235934959,0.11606593760922275
MIA,-0.026772669694320152,-0.026037444348064383,0.029060265776162855,0.022252804245477296,0.044036314058038414,-0.014188171700628728,,-0.019524206888399755,0.07631479688645479,0.0035128873636701163,-0.012784970696507797,0.1815970452206066,0.0919245046887043,-0.051983432033756036,,0.06309193152081645,0.11771914379164751
COL4A4,-0.010306451813620878,-0.06659677090928628,-0.02192698799595403,-0.004107754495021312,-0.001985636387638986,-0.02383500010919149,,0.012642093369747679,,,-0.03445170897822271,0.039204281279517514,0.0276155387904966,0.0164632138096064,,0.051626803006578716,0.0036117611471418194
TAC1,-0.004151400647061947,0.13239325397363572,0.04449677847320688,0.04844042051328563,-0.054584907094319964,0.05198249049951171,0.09073376511467461,-0.08533652266086546,,,,,,-0.0698540801620063,0.05919314351780194,-0.021829043811603995,0.1276204694962819
RARRES2,0.0414679969371074,-0.0505053308587295,-0.03049324018139451,0.011498920164153196,-0.017305696636391428,0.0044330275798912435,-0.07433596666972718,0.11056309008598074,-0.029075042027369675,0.05709441374131753,-0.09017141946300833,-0.0040139709028549075,-0.03014297426258822,0.009129293356845335,0.08033504512847824,0.029227534904538402,-0.09170839280596217
FGF7,,0.05353889650944086,-0.004566963766919816,-0.004740558423671533,-0.0028994722325786726,-0.036844748442311274,0.011465511217132893,0.10518349538452962,-0.013748489590238663,-0.007620217502171651,-0.04894495609952438,0.005872349621927544,0.07617148627250037,0.055893010666661976,0.011713780776236518,0.04829501430255682,0.06333512827422055
EFNA2,,,,,,,,,,,,,-0.0349351580107277,,,,
HBEGF,-0.019157571067931436,-0.044538024837399395,0.004796838494328797,0.061616680465521184,0.08247471625440052,-0.03203809449317378,-0.07556829302573474,0.06672853156005067,0.015221205110138008,0.035656988935444806,0.03579825222675374,0.029618839334994804,0.1015844145163914,-0.032104477605636686,0.10033314640207269,0.02952464559451235,0.02300073790136546
CSF3,,-0.0035104661839277895,,-0.03337703464335947,,,,,,,,-0.07204886753969557,-0.04149003082683451,-0.05103674618213863,-0.03471758607478393,-0.01748256972509134,-0.05799979066518447
PI3,-0.008668829278650373,-0.027486646005600038,,0.03835427709667811,,,,,,0.056305100954132326,,-0.12286391457063392,-0.14279179617801935,-0.030577598077609007,,0.04914460217079906,-0.001257919802042793
PCSK1N,0.022937161685525242,-0.005448900256366878,-0.013357643092937809,0.009832994856950756,0.04268929035882332,0.017541291574038963,0.12892800366772028,-0.09130540227833758,0.08005739821538714,0.018607031090809006,0.02806727990440651,0.13295761515709925,0.02571311378526506,0.07460462283238348,0.04433808257908792,0.003596811796260257,0.18538361299743963
NTS,,-0.0015323048967060104,-0.026767870352073567,-0.04102439054573888,0.004910749892303729,-0.019853316313526492,0.021733852130948486,,,,,0.01828623451965191,-0.005132774312778124,-0.04294677806842247,,0.07312825305314248,
SFRP1,0.013575567942135507,-0.013879265062310426,0.057391344934810934,0.040452599594023746,-0.019264908749008353,0.05039115879230961,-0.030290822872208543,0.0748662958373965,0.03833911483455874,-0.0007358188090941946,-0.06572670285152939,0.11775855452477962,0.04796717453454977,0.02414249337795204,-0.06585479539693306,0.006770209622552285,0.03188205559605371
CXCL13,,-0.013754528923061208,,,,,,,,,,0.009431872796729537,-0.034322787291322536,-0.09260396902809542,,,-0.04704570885854388
MICA,0.009052296477005018,-0.01241557578562776,0.022327482693906817,-0.03306332920566664,0.008801249750075913,-0.042209998954956814,0.022583089935703085,0.047745578334777036,0.04353216190913967,0.06308668777135469,0.09361687880842971,0.08499939558852543,0.15913645345824354,0.037091503242791604,-0.03939535526348547,0.00344350905879821,-0.00898863551382734
TG,0.0800431874836505,-0.004539966740631988,-0.005394217873519419,0.06026475114214413,0.003539488543702348,-0.012308471702888055,,0.0029825118097429673,0.014243724281179341,-0.05991946790650039,9.376939100581768e-05,0.015591151738936701,-0.06618345408924434,-0.0270362328780139,,-0.034094345630877196,0.0458524484090375
ADA,0.030672991600848184,0.0070298146928641165,0.11499201615010521,0.006297719951124903,0.005837012285536129,0.0392153801146311,-0.02656206933994394,-0.06386802078414683,0.061054006528892306,-0.022884621623013295,-0.04447621799524517,0.050284701082971756,0.07183505429353208,0.004350364013183003,0.053927595530144395,-0.017583389154918947,0.00468251826948722
LAMC3,0.04505228212398661,0.026622571072132103,0.006453024604350414,-0.010880394260425677,0.0387649865046406,0.016383503982156086,0.006394079974812324,-0.06809813220197235,-0.010154872631255845,-0.11494669565532113,-0.004967493331122159,0.08987424223304172,0.10562773819426728,0.08739268694584122,-0.06824266101326344,-0.11694089777660016,0.10334842195501535
CCL7,-0.006155362883266443,-0.018235965893094116,,,,,,,,,,-0.06040855623695661,,,,-0.018320038404414297,-0.0446971905788928
NGF,-0.02745795233050485,0.036953632469646544,0.07067610178759129,,,,0.045378705554837445,,,,0.05537998607520169,0.06650480762203845,0.04889147832589709,-0.029817713758399693,,-0.03892096057347711,0.0678545721959233
TNFSF15,,0.11997120285167158,-0.015558632970564788,,,,,,0.04586236337481549,,0.05702294393455809,0.032082165321426395,,0.030337269966642596,,-0.04840471327050145,-0.005782817924626515
HMGB1,0.058773440475711966,0.004692764316096927,-0.02415986493802579,0.0006077801429892212,-0.0785732607930163,0.006781283410666035,0.005009461931872145,-0.056761260116389434,0.018679282753626847,-0.02872796942421237,0.03676968155974812,-0.030888016115799857,0.06366294089092518,0.10074097243331617,0.06505882972960417,0.03646998656399915,0.15122935964511833
ITGB3BP,-0.014397027048169794,-0.0002077835098542235,-0.022010305144533893,0.05701090983021961,0.031159074736999456,0.005466526909499567,0.030060734325860344,0.1577336714930415,0.014869520944919811,-0.009966106278951514,0.0013691986122702164,0.0024878552838875517,0.04827694021684,0.046933805465977176,0.041500297284004235,0.07757652773199662,-2.1148605511405896e-05
AANAT,0.017602120605982003,0.017103670938114133,,0.025112377290827295,-0.01099516530322706,-0.014188172489811064,-0.02219047163300744,0.04287868235713101,,0.08735175373543634,,-8.828679179423963e-05,0.011074708792653794,,,-0.019383364617376435,0.03903546885355679
RELN,0.004631143796286218,0.05258247348713704,-0.05391703362486071,0.019066764426680288,-0.005352352668455275,0.013754953793338399,0.05645581369802215,-0.06464901266906133,,,-0.005509918585923395,,,-0.03387572380436138,-0.06294371604679914,,-0.01905619039237923
IL15,0.0093724855913784,0.041926190431889776,0.0767910981904689,-0.012798746278522295,0.061996845879667625,-0.002870512059654517,0.028038504589410505,0.008179227412761421,0.07938555373467472,0.0037748989197773255,0.023914814208995674,0.06571541599510787,0.053662351980629894,0.0061392145306309355,-0.03671912336958308,0.009844491141381868,-0.009214943790958136
UTS2,,,,-0.020047374402741958,,,,,-0.023390560925463766,-0.006657959675892874,,-0.012380268229127274,,,,,
BSG,-0.0028032789903663525,-0.05513690063802519,0.03679659241977774,0.012093965242315584,0.08637242109588754,0.031483398956874735,0.053340212125599404,0.1345206810153489,0.08314994319398178,0.06994251080693709,0.03704038168342215,0.11886097661124687,0.04341267354585022,-0.06328097667280434,-0.02927675589870408,0.0921015808476494,0.07975999489218014
ADAMTS3,-0.06065855422161256,0.019996551018659013,0.01752261519951933,0.008428680133012812,0.010329497339168195,0.04157562788714918,0.011746842886694996,-0.04297269106324402,0.06354385403459886,-0.1076473350001765,,0.018885466346135964,0.08939144963882256,0.016106650977223164,-0.0422162509644871,0.0724782473438061,0.1232949855134334
CD34,0.06208331448835391,-0.029615155640181186,0.025793089908717506,-0.0025825306831947442,-0.06416826979524737,-0.02654568548986463,-0.06959514093106307,-0.06528818707622007,0.0011495121121258528,-0.15536250742145127,-0.06134887183627628,0.07023118125077867,0.029100579346832522,0.015185726650871775,0.0007542950482490595,-0.0697926446356129,-0.05780899387393446
CCL23,,,,0.02282948734848139,,,,,-0.02323773342722424,,,,,,,,
PLAT,0.10004685411143993,-0.011207672723880971,-0.06581325469269941,0.0502304839918601,0.06748277763843098,-0.039993093576756324,0.060652413599267374,0.013903502470215828,-0.002842846475624503,-0.0033456374839785463,-0.04677204767101745,0.20115478443189433,0.22244667765098403,0.32156658170403846,0.05715774746400217,-0.028206112436275934,0.2049184325393696
NTF3,,,,,,0.0396642601102261,,,,,,0.04193609157092409,0.14092314503917816,-0.0419437990680803,,,
LTA,,,,,-0.028475523973131148,,,0.03513351102170136,,,,,,,,-0.026087087631833164,
CKLF,0.08765783040798082,-0.015618632625867934,0.00748626660408588,0.02229409570491493,-0.039023633592611046,-0.05275925415917879,-0.07010271937055011,0.05018811282233375,-0.0055391817193156945,-0.049626953762146576,0.0451399106584604,0.05776868509895189,0.2093224643439935,0.1350522506458998,0.059025314135904595,-0.012157144303796644,-0.028436559792318624
CD24,0.07331718430148826,-0.017583378510440173,0.0671051446455727,-0.019785376686476477,-0.034871424957895705,-0.0522653497804958,0.03197019516124625,0.042945458871834874,0.054747772774184064,0.008326028194099973,-0.06741089389256086,0.08995340456143848,0.06667584127535836,0.029152912823475614,0.033106096553484704,0.022722558069944408,0.0702641798655792
HSP90AA1,-0.041106877764994866,0.07086884266349561,-0.003187228382930833,-0.005574010888340885,0.02410831222621894,0.001091157264867315,0.13338147203178938,-0.07642191973398028,-0.017497989149354208,0.04075440607424844,0.048424692088481,-0.12268715288515673,-0.21379078770790272,-0.17497308071339907,-0.02520416337965895,0.07913659421334379,0.11323601570101326
BMP4,-0.01450650162847913,0.03848914643093662,0.07248640878418312,-0.016188050643749816,-0.052027064045272325,-0.032867905252318946,0.027716805079728537,-0.04614928573384961,-0.022478794663181065,-0.028278113823677186,-0.024139223025330236,0.05544533965190845,0.07205973993335538,0.0012243573421909276,,-0.00721717701878274,0.021730617664767797
SCGB3A1,-0.00554259641549652,-0.014488170617374197,-0.03251804437063814,,,-0.011967862265264848,-0.02566812242184801,0.008112914118294888,0.039701939043514906,-0.05376303689613896,-0.047209420735228734,-0.06329789659641911,0.0012428238401886848,0.08916544481220659,,-0.01639488343661683,0.08402220572236486
IGFBP4,0.023910610191026988,0.010136425330422683,-0.040355312052948046,0.039645823091544165,0.0677969165087606,0.06481676091110908,-0.038614506995874244,0.04995701836698081,-0.09575810482959726,-0.17075961309217538,-0.014821941606850332,0.04663339567188875,0.00885002418444785,-0.004732066188150082,-0.0046479034050223205,-0.0989808741406447,0.09439858190500407
RSPO4,,-0.016721704019385737,,,-0.03311876792652621,-0.01196786051469426,,-0.023619864504135325,,,0.11577303525113487,,,-0.039071087445263816,,-0.03440613786988786,0.03490284693268811
LEFTY2,0.04475868198413446,-0.02595466948259799,0.07104087366287865,0.06427377690292882,-0.008269565903018937,-0.013122905424512348,-0.023603191916325504,-0.06685900512459807,0.05064992067304945,0.03492247541565293,,0.011224331388137897,0.016302642352439865,-0.08497069302647287,0.021975238439642355,-0.046084232499616885,0.17784512258041374
PF4,-0.010612034264473736,,,,,,,,,,,,-0.013850636627628738,,,0.022947279194115964,-0.03498189183102921
ANGPTL2,0.05308538412803501,-0.016486526716656454,-0.025622703801604266,0.03275383498974907,0.009145856100888994,-0.024102674339636986,-0.04366960738298792,0.09790325039353664,0.07149403324802037,0.04916721776088401,0.12035598318424753,0.15407516662933263,0.1552083702636277,0.17313453662209347,-0.12409921048032779,0.01239034602192959,0.21112807759431337
LRIG2,0.022074686938297432,-0.035070010842601515,-0.002928463062129657,-0.014405987302820944,0.045483452864806956,-0.0380770611675411,0.038810136818296356,0.031419887938853155,0.009983834761322644,-0.0002945051634996454,-0.03696978076250385,0.03477527701472019,0.13649475162166438,0.018628074732893712,-0.003945112950721188,0.016771615084622278,0.11300890086397575
ICOSLG,0.06198529570107741,0.0380577685433337,-0.03054695205676857,0.013070721973746244,-0.02882640889780961,0.02937803216723507,-0.002143982692723882,-0.02096709812356867,0.04220955175381929,0.03859230050763062,0.01474247449358982,0.03349825172872213,0.18346297151138746,0.03696494312585273,0.03924054464297232,-0.030022136343392163,0.06107867585588963
WIF1,0.05321602690069112,0.07739369795035357,-0.00919310537678553,0.028309647696708816,-0.025556968768275963,0.11912817185440025,0.23956058605093744,-0.0303437671269868,,,,,,-0.03685208265091185,-0.037364889681939434,,-0.0029396583986748734
NPPC,0.03532941718118491,0.1437666236532205,-0.0374302252395948,0.028017705574884488,-0.0005796879342452114,0.05137000983299317,0.05339357649301785,0.1815244092108937,-0.0364210632869431,-0.005038106205662,-0.0618597670639106,0.05849805568542218,-0.007143543063724033,-0.04078449851788403,0.0676606314743279,,0.046839950047158935
LYZ,0.016148272000894314,-0.036282853381006445,-0.018335078283615306,0.03041889859866714,-0.014308001232213692,-0.0037762141866756783,-0.10619610153531192,-0.005223321542473895,0.05112104120056942,-0.046874127842618185,0.012036297947884174,0.026241072493710247,0.04976345704569138,-0.03525913560568263,0.08033412044514059,-0.0915175905908338,-0.01328338875536079
EREG,,-0.02353140510552056,,,,,-0.024280786723740188,,,,,-0.02487235391103009,-0.017856230492256254,-0.03558410910241652,,0.023866088976615893,-0.027050141454687805
SPTAN1,0.026543186814494142,0.002711356372114794,-0.0031043721336750318,0.028232103599539243,-0.05448398510674813,-0.013581607171692269,0.1428659814234693,-0.10977972621141718,0.06407587303980118,-0.07176245234782581,0.03597525350677999,0.050405940654499916,0.11257648533564589,-0.012157161460701714,-0.008819665684147666,-0.020505619848689535,0.10942637432821738
PTH2,,,,,,,,,,,,,,0.001492004921588627,,,
LIPC,0.08208425833271754,-0.01618936172579498,-0.029622435959203986,-0.041555859196222435,-0.05300524333080584,,0.04732126201742264,0.0681358260052052,-0.03862080940567826,-0.06236519759989421,0.01257390124116373,,,,,-0.03298394503717754,-0.04410985568480754
COL8A1,-0.032461962181139344,-0.05983509267927133,0.05427371753465439,-0.030890847336973316,0.01185062703132428,-0.014504960744436933,-0.06066560372620042,0.02623383858538859,-0.008408159014595629,-0.12514582482970532,0.05843248019388871,0.1009342823657111,0.0610828808871178,-0.08769151627787303,-0.07919374897671481,-0.03872941816756213,-0.06473663162229877
GSTM2,0.04532223122165212,-0.032781007606035896,-0.02154171888865494,0.013372095020068687,-0.028391110662326306,-0.035373113852206636,0.06390788660830705,0.06468372962087449,0.029404243474043357,-0.014348851408624843,0.019005965247360476,0.00837730012796942,0.05943143610237525,0.0640281198039296,-0.04959935551518508,-0.039907329132953924,-0.015233578130818723
IL4,,,,,,,,,,-0.05961517688931337,,,,,,,
SPX,-0.02199517375086162,0.19089671784101322,0.022739854429479386,-0.04789196157548226,-0.03945763857555493,-0.054824661241403776,0.059370448436249126,-0.06544976324170358,-0.04828310594234565,,,0.05012038676529802,-0.00818652461331059,-0.11285124875719706,0.06875841360215927,-0.04056207527307193,-0.007457486136058846
MFGE8,0.07181964365501617,0.019613486555433414,-0.03285545132979238,0.04249225899126726,-0.0024707224442157855,-0.01391368952965039,0.10086453520880337,0.10942941231837627,-0.060703591686096084,-0.08856555055214937,-0.032646458403006264,-0.014563850970505842,0.02864126305373517,0.0010295186622519767,0.09444636767557253,-0.031982628131473644,0.06180682223936911
TGFA,-0.00961323035010958,-0.09974124831899554,0.053957830821878945,0.05540193649480853,0.0359296154439915,-0.0258792694192564,-0.058085742975927696,0.05504404979590437,0.06394655536570493,0.09303304382223125,0.03428581742785188,0.044667553296237145,0.14165558613176985,-0.0006594321140026917,0.1296130463641824,0.0742790412344771,0.04262469166088548
SLIT2,-0.0038489110161941294,0.06907432144065653,0.045873240700156276,-0.03371875725015474,0.00501126355788431,0.008808440952333865,0.03832694197214261,-0.0937221956894099,0.12474769975013858,-0.023814573434089617,-0.00912020623281141,0.11047825091539167,0.12654491416214292,0.04293720435980408,-0.0616550111717656,0.05777148359365238,0.01231741300605836
PLTP,0.02302838089172925,-0.06751784972125198,-0.009571822910594578,0.007331693174007034,-0.09254603243805638,-0.07809188623221819,-0.0911125947512534,0.025444190895997674,0.05001331865122166,0.037524774214088875,0.03640547706335262,0.023768962200195625,0.06754080630581517,0.0021988333223172955,0.007423532120664916,-0.08543827009411331,0.0603796338124151
APOD,0.011903140357076398,-0.04512156254073648,0.019373997335355348,-0.03743564622967457,-0.05401479805718269,-0.00670819074227714,-0.04378688215603068,-0.11806086816069208,-0.10397698661587208,0.09062306018944484,0.05398540901227221,0.17705973544733514,0.1583037061689844,0.10487457310823346,-0.008853057924356606,-0.11585925897405569,-0.006419884776977737
B2M,0.11507536324298784,-0.032410115267963197,-0.0027388004654092845,-0.014133268925289065,0.020612320309178367,-0.09965139506169775,-0.1561155829070858,0.05601668022876068,0.08027501631207071,-0.0085845960131815,-0.02541558825812773,0.06766930813850118,0.20938412558522196,-0.014206283472210205,-0.08185576546458403,-0.11298023240993005,0.08271088927556375
OMG,0.0702842666597047,-0.01587607958583125,0.05414090023461198,-0.02248945301871044,-0.08738005123158794,0.016734404468871714,-0.05060184277843181,-0.13573302216793112,-0.03200215892538911,0.011098586802727881,0.004889319896775148,0.10528622585841124,0.18700925338379243,0.007617683937244005,0.043644787538541015,-0.003766840307936442,0.11029985466428838
CXCL3,-0.02461537545354354,-0.03905577893962304,,-0.0012547331339558773,0.0638549040345895,-0.01280308102400627,-0.01851148107762714,0.008972379753620164,0.003246127953801702,-0.10149408055285516,,-0.07979265561108445,0.03984603297996557,-0.05705758634637129,-0.007971565081887518,0.03791890069338892,-0.010319623280281187
CXCL10,0.11316876692623837,0.07214487298994855,0.03902143341411613,0.010151852076332115,0.023709043074772417,-0.019448817154740356,-0.06782656992981333,-0.01215055868800191,0.0815987226979906,-0.08783080361393106,0.002530156832739356,-0.07091256692958398,0.03817389922421661,-0.047382309116417456,,0.0008176873128820035,-0.02667758955290462
RSPO3,-0.012477121254745767,0.1627958630267504,0.01814169867704104,0.012611388787926609,0.0112109676757594,0.09122596396026447,0.05713483899123182,-0.0004423844951490216,,,,0.0876457672709435,0.11727352959075654,-0.057178426489660074,0.0797023282964564,-0.018591256671768322,0.04409098339349043
CORT,0.06452902226042133,0.054840105924856,0.020403918977576353,0.006205148843754679,0.041837239751632685,0.036307441825712196,-0.014111133715396258,-0.053273951244906886,,,,-0.005622094791489858,0.02234544174663979,-0.007030268775285425,0.007346774375616284,,
NCAN,0.12818293410289558,0.05583184553195975,0.03231157042034138,0.04360331230570715,0.02187691212883084,0.05398255923002444,0.17303192567404058,-0.06556325327766281,-0.08471846782980294,-0.1738379941539701,0.1070017127903555,0.12170330294066,0.15686250932190787,0.015651567826364034,0.004946981969079623,0.04093634914357639,0.1478674466703899
PRG4,0.02095902137637325,-0.011591517726131486,,0.012147034351653136,0.05014547536893202,,,0.015463325062581048,,,,0.06933533568159125,0.033312754500620406,0.04507496376659077,,-0.03225489220043557,0.004028329204404818
ZG16B,-0.04411181765074175,,,-0.02930795671377914,-0.02262638876149666,,,,,,,,,,,-0.02318129628086087,-0.02984314146810659
TGM2,0.030262458201809183,-0.036797765224385375,-0.0405340979296186,0.024724272659163955,-0.008180427582836025,-0.061838852148294925,-0.00352437207846155,-0.08750836319016901,-0.051193291752677866,0.0784921699231827,0.06287449849001168,-0.017072798323056172,0.03668158970552544,0.0039990685519749655,0.045457129522938115,-0.04776332075707009,-0.041316225134967535
VEGFC,0.02962181396714138,-0.017843186838196728,-0.023932856671184426,-0.007460795041533629,0.03799126527491713,-0.029515409090103247,0.06882424976709892,-0.04863272761818704,-0.020798865895542976,0.0008988126874550798,0.050096588744626615,0.03283491104853721,0.008508488100155368,1.9750118257511614e-05,,-0.03480607303537754,0.06188110206068878
WNT6,0.09002066061472591,-0.01597199545848904,-0.02612850128239035,0.06893684868371458,-0.010813614006313739,,,0.009969701394737506,,-0.07559609774501445,,0.057402587288492964,-0.012034548773981937,0.03929814387168275,,0.03183490002447768,-0.030836918725074023
NRG4,0.009135631774154988,0.048768145845676396,0.015023745203177459,-0.04583957611291799,0.09063341103502053,0.07435124981303201,0.060466214350523496,-0.0347776964697636,,,-0.005858071066201484,,,0.02915865823944433,,0.2539080270241242,-0.02424612797743042
PMCH,-0.03948232066284782,,,,-0.023939946911498762,,,,,,,0.053272737197614696,0.00023533203491868246,0.0467172003225589,,0.027377162939719084,0.08386088631115914
COL9A1,0.036910361734638755,0.013133637361162465,0.016174450785403926,0.015565795449147709,-0.015842038674246592,-0.025351679992191154,0.11215456448398241,-0.017573761011568954,-0.012182888987806697,0.027064435718105767,0.0065200280314402555,0.12445140303317695,0.1921608020168882,0.05693278174227159,,-0.019092884929346927,0.07268429934934294
GDF11,0.03301308324325326,-0.009126517054122166,-0.027378511372932998,-0.021635473472694504,0.02451979905303042,-0.029740792027361667,0.04445920370731924,0.0030238709673603642,0.029523061292251383,-0.015456919905377384,0.09769541121857268,0.024581410664727747,0.06313564907337398,0.007705888268789378,0.04784903587036936,-0.015739020677279367,0.1126873991302349
RAET1E,,,,,,,,,,,,,,,,-0.020394478760222243,
IL24,,,,,,,,,,,,0.03302821458965858,-0.06491775925474595,,,,-0.05184458485016544
SORBS1,0.09740982219412944,0.0131043106709259,-0.007151802429891192,0.001149351427128762,-0.05384297054714773,0.04633750575274356,-0.07188707852529234,-0.08955413724900207,-0.11020711182641406,-0.0109167336044848,-0.03285496461087589,0.02583302398645173,0.03467546894799447,0.05600305391744677,-0.02605532268702562,0.002509802751501264,0.05180141911392903
DLL1,0.05843851311065106,0.01691450224258929,0.06216091428348854,-0.013099349998576712,-0.009749641563983473,-0.020347194912107812,-0.06857712058359276,0.04982069671294991,0.06287863695037252,0.005811074091799966,0.12076777256505218,0.07541461134914319,0.17862623108037728,0.0313383606333761,0.03481415261975051,0.020039503271373483,0.18451226082494235
TLN1,0.02644419044373454,-0.023976892661017685,-0.009555303840226442,0.013397633799539222,-0.012866418640889096,-0.02715841046121158,-0.061401563121720126,0.13156377046562837,0.022507061390405696,-0.03151575981379303,0.004342259108182011,-0.014906000962100069,0.05737175467469145,-0.027118322713006404,-0.06766962304801681,-0.08474624856550815,0.02387903918029708
COL2A1,0.04948826075475285,-0.010352983783473012,-0.02830697937577432,0.022838651717131626,,,,-0.030990836362893914,,,,0.05550936636188497,0.050087647396912745,0.05407626941615715,,-0.027056562128672936,0.04657195178802068
SHH,,-0.026245514354276783,0.06400792441092906,-0.03107463645202055,0.07872463588550259,-0.013741240257994473,,0.03543286279315535,0.008001673864926983,0.06781838575170608,,0.009786850454154417,0.055658070366954936,0.02463410953086773,,0.11168443325795326,0.008081405073448953
