,UKF266,UKF269,UKF275,ZH8812bulk,ZH916bulk
IGFL3,,-0.017405928881022853,,-0.016360141116938225,
BMP1,0.005515504064440859,-0.0469176153889965,0.01112139685315588,0.05873975399405151,0.0500584414647895
NDP,0.010708061284360264,0.09222058233881694,-0.028426452950292218,0.018900221479054374,0.04224474131297565
TNFSF18,-0.021070460654571122,-0.025847281848014738,-0.011674764661574738,-0.016871924760449446,-0.02430873417830757
RTN4,0.09828566765391045,0.1042726239887431,0.012227722737629279,-0.019703642993980135,0.06648107033213123
HEBP1,0.00029267072513155417,-0.08623580804543614,0.00858611144432965,0.007348698704864076,-0.009720142292485794
WNT7B,0.033357105171835814,0.05325083273928214,0.14709428950351475,-0.03528055957729767,0.046201450600063594
PTMA,-0.09971483563629582,0.09569102124970344,0.017804787710220288,0.04606360119318674,-8.087566995863314e-05
CEACAM1,,-0.03401355076089005,-0.01836162348633581,-0.024243194427979686,
PDAP1,0.02605915047825653,-0.033696749678285294,-0.013292152340090006,-0.01747722509104879,0.04961382864547265
QDPR,-0.03700544453740614,0.06687833949324637,-0.013021730173975883,0.013159145010627494,0.043682633939781335
POMC,-0.03312479131654213,-0.016791323858292823,-0.013546473694648937,-0.052433078828125486,0.07605776817026505
CCL17,,,0.022913363886303165,0.11944156417577537,
VEGFD,,-0.02915959990760368,-0.015513199125871216,8.890786110628129e-05,
TNFSF13,0.015641382175071522,,,-0.02313092935599359,0.05266220420246065
WNT5A,-0.03222497510989334,-0.043531461141497814,0.03461447970310684,-0.002078754301803534,-0.049017284236382935
CXCL8,0.022664588526024508,-0.02884384215355541,-0.01197844544983836,0.037145876072305184,-0.006206436637695025
GRN,0.002044823602574169,-0.04780800383505269,0.016955866300046925,-0.0328034291426999,0.021320458595756146
MIA,-0.026033421800261757,-0.024654343962493944,0.011408739054422853,-0.07376643813256087,-0.03644325467774666
COL4A4,-0.019442001870912017,0.005027828856189025,0.05849685975903802,0.00010078631637360888,0.006135227246815626
TAC1,0.04990554418974756,0.06686054084520097,0.04043478346330597,,-0.01799654094711044
RARRES2,0.00010362621503864478,-0.12188105709051236,0.03733840851322045,0.04040498032829489,-0.042843032128342506
FGF7,-0.04853962853717575,0.01981108497107685,0.05353738341838775,-0.013711127612722567,0.024807085465898774
HBEGF,-0.012433229228797596,-0.022926507319902523,-0.03340222076621019,0.07809748345694457,-0.024708610134167853
CSF3,,-0.018146751369780254,,,-0.03108917343431642
PI3,,-0.020433481553565818,,-0.018327148886865003,-0.03010818105422388
PCSK1N,0.03245007034441276,-0.006032628496470172,-0.05365690487224599,-0.02912481000179431,0.07490851510799208
NTS,0.009093634155522425,-0.022304540330948818,0.013780249162943986,,
SFRP1,-0.05990741338718102,0.08677659362373538,0.02422173865106722,-0.046212201076965075,-0.03878624702570115
CXCL13,,,,,-0.00514274448887861
MICA,-0.05037675999835654,0.003447742921570479,-0.029998652735011587,-0.03730716830994057,-0.07494494110005252
TG,-0.027395600673386693,-0.021901505350220167,-0.014669358795969116,,0.06758633800509804
ADA,0.018288931637490985,-0.049395214953031466,0.010999269212470353,-0.04895271270076929,-0.005950360386855191
LAMC3,-0.0648993590640635,-0.03915897307858334,-0.0364317421100082,-0.013658750658471141,0.008369222592050722
CCL7,,,,,-0.052644100091325245
NGF,0.0614264149439461,,,,-0.03523357551759907
TNFSF15,0.016046554638217567,,,,-0.03440781461451594
HMGB1,0.02288863592326177,-0.046507796877158385,0.00996925511106375,-0.00018877105440956294,-0.015818476434987117
ITGB3BP,-0.03944864568813525,-0.08097673881255543,-0.03150592373341384,0.02022747530602949,-0.03873362241492019
AANAT,,-0.01636886082148587,-0.013192240093214668,-0.007413217334531907,-0.018983011008054804
RELN,0.025496650464722763,-0.013085028000468513,0.0003265502151545398,0.0947630570055397,0.001646159458119212
IL15,-0.005718949202236676,-0.04269665926459074,-0.012684932837765459,-0.03322668470528483,0.0998771330350877
UTS2,,-0.05399504920001601,,,
BSG,-0.06643857065090944,0.06354018355300568,0.002694104993438661,0.01568567730564366,-0.07859238705987656
ADAMTS3,0.006909112339474442,-0.10165027247142686,0.03883248016642777,0.05568056702111034,-0.018293179618854016
CD34,-0.0608658254528646,0.004424470804734385,0.019808015920195612,-0.02014297524561117,0.04359515924690665
CCL23,,-0.018625165229219035,,,
PLAT,-0.012021884713917306,-0.05861535005853711,0.014428695964086007,-0.02203759018394351,-0.04270052821891091
LTA,,,0.2226740234048047,,
CKLF,-0.04186982445683208,-0.09192193080182,0.015636523266259385,-0.032734910575523406,-0.0526389684246008
CD24,-0.0757539981167966,-0.001412724811012078,-0.030316330495653646,-0.045637235953976986,0.05183578059275272
HSP90AA1,0.005980525512554439,0.10627613643938677,-0.049588638929079956,-0.0024862767279006394,0.06783794828617881
BMP4,-0.08455724232662927,0.001836713400160777,-0.020669023263514608,0.03884826551455976,0.07640443290662685
SCGB3A1,0.02427015628530475,,,,-0.010420631542604522
IGFBP4,-0.02053061465593815,-0.0931130130389619,-0.0116700914119022,-0.03104650158039521,-0.02517400147485587
RSPO4,,,0.004156273320158111,,-0.023936824946952373
LEFTY2,-0.05067410611061523,-0.05909066886494548,-0.006371969872047662,-0.03461850097833405,0.146264805314964
PF4,,,,,0.034146066789215626
ANGPTL2,-0.09081018709465381,-0.056675990671965125,0.0017430244717690888,0.02607449963613189,-0.013467712580690176
LRIG2,0.00547133870862546,0.0005032098462432711,-0.010430514432105464,0.008790860289641291,-0.042842535799275015
ICOSLG,0.00759407778123098,0.018949466396811925,0.007320115019366544,-0.021211341649789658,-0.012532659471840648
WIF1,0.10368647861181896,0.07985607171746174,-0.011403271087897229,,0.05729720910064549
NPPC,0.01575875917954208,-0.015097345802340748,0.002533994452754321,0.015781984031512878,-0.03336392215212279
LYZ,0.012843828662197446,-0.04726552824282395,0.009037852653726636,-0.03033107610391901,0.06927249938416098
EREG,,,,,-0.021588035605607195
SPTAN1,-0.013576114717912336,0.04197745603346912,-0.0242534677892918,-0.01764013309221525,0.02760152048978452
LIPC,-0.023463898845310856,0.04644253583668851,-0.027627615602793056,0.004361896443469628,-0.011239978595869109
COL8A1,-0.04630147735163737,0.02904179834155362,0.027455390300861783,0.03158024112213949,0.008772338749283216
GSTM2,-0.019100395321654282,-0.05238298381653818,-0.019845493180425583,-0.04472517241464252,0.03637648255809292
SPX,0.09320030696937373,0.05447998882025583,0.010449922086019987,0.030321445792874026,-0.015305270860803941
MFGE8,-0.03828637212311068,-0.06214185347798521,-0.015305125673136633,-0.02209583589685028,-0.007191893187457099
TGFA,0.01897948217327264,-0.05961485786955479,-0.008126623717508209,0.07244998212689639,-0.04228862417468053
SLIT2,-0.00390091239991467,-0.01463708917228404,0.020444551079829038,-0.03763384234095431,-0.016465050691834068
PLTP,-0.03171857013224819,-0.08650633469374235,-0.022854543683964,0.018180740238346746,0.0155251841850564
APOD,-0.06361396225825211,-0.05489803435042643,-0.056228312616839096,0.04499086307881924,-0.009986349070538691
B2M,-0.04859407286788617,-0.10980907999386319,0.013522437458688377,-0.02587222557618086,0.057789743317514984
OMG,0.040553501407015136,0.020654096618385784,-0.007339211520317711,0.05654985148821516,0.05839621458434331
CXCL3,,-0.0031147792210147116,-0.0352156877202157,0.06148384225140384,-0.07734636765833326
CXCL10,-0.03087394358644767,-0.1286869011496142,-0.003531966577461256,-0.025312746458114706,0.034541369276173094
RSPO3,-0.018010011799798397,-0.012742819092069679,0.002962237445433232,,0.017543932508614482
CORT,-0.004225872146637831,0.041140691701314645,0.06233261554557613,,
NCAN,-0.08378428077688076,-0.04786885928902782,0.025326257343543265,-0.03187845238039834,0.049949462057119726
PRG4,,-0.02328411594959464,-0.01888476746961262,,-0.0260989340643349
ZG16B,,-0.00936259807169712,0.09840689685782206,,-0.015996585337397357
TGM2,0.005910270102215816,-0.007128939822043825,-0.0029413950929280262,-0.07080264164813246,-0.008399371179585289
VEGFC,0.014988607248507738,-0.030698644968075322,-0.02718516137679779,0.05932859570868136,-0.056169920219260934
WNT6,0.009381138506917922,0.027560340686864186,-0.02246756411148555,,-0.016529271975445615
NRG4,0.02794040772570127,0.024562241465042628,-0.004806781502167129,0.005231767327565268,-0.02485748980903882
PMCH,,,0.003565193047495603,,0.0007026370289536056
COL9A1,-0.07036392498578455,-0.043093530349199605,-0.0054334828914479475,0.011498725425985014,0.01661749028006222
GDF11,-0.0473473101829029,-0.0069016993160760385,0.05885911874888978,-0.03328392941575749,0.007242715952586744
IL24,,,,,-0.027789846679644056
SORBS1,0.09010007964374249,0.006710623340675554,0.022583938008900288,0.03183119258487408,0.03456409763966833
DLL1,-0.03752824236643611,-0.007728363104364093,-0.001576168221820581,0.048947605396781405,-0.04811063943474926
TLN1,-0.058230396405945,-0.08103743867242912,0.004135702850624463,-0.01183780109805913,-0.057208163898376935
COL2A1,-0.025098948660218258,-0.021491539098597835,,,-0.022395264105000628
SHH,-0.027395603602076924,-0.016894961090059536,0.00812705701842325,-0.03788798256742282,-0.045293101873493634
PON2,0.047701104437296915,-0.04997079515597453,-0.0004850260898768343,-0.006105955226037314,-0.03217316327096041
ICAM5,0.06299904309499395,0.016787491839223515,0.10561061757496028,,0.05889790816113058
HPX,-0.023167359109132105,-0.03129615844478657,-0.019812136027392117,0.07051673781642134,-0.039669673518459195
SFRP2,0.04448081996476671,-0.01715224590355304,-0.01651211980932301,0.03757951961873887,-0.03888182901324698
CFC1,0.032227312897824247,,-0.012705502824057613,,0.0706981093090766
CD70,,,-0.00014602524426852702,,0.007999294799886942
HP,,0.02089490808906884,0.0075037737202480834,-0.025487233062865378,0.035497722472442345
CXCL2,-0.035806156431972214,0.000736612348086472,-0.038270725952758655,-0.01007416247728914,-0.02680355683098354
NPPB,,,0.08722791916036368,,
CCK,0.0736613017271963,0.08094098664156335,0.037258590611389204,-0.023227306441804443,0.0780779147294061
SEMA6A,-0.05601034269380442,-0.02432779512462945,-0.04370683438887649,0.009113363854082084,0.003406005360410565
IRAK4,-0.0677766724262459,-0.025287627624101267,0.014035432563302676,0.04157829433095158,0.02005141719944152
GSTP1,-0.02654727625122166,-0.06266717864594507,-0.0023437350249875225,0.02051926470293232,0.01709320980267187
VCAM1,-0.051820133494797894,-0.09313923079587995,0.024585804494366016,-0.05275452915596465,-0.03213300389172663
NXPH3,-0.06154009672799003,-0.0167701509086269,-0.006205735036254418,0.0610724154532287,0.05959663777705536
MTMR4,-0.0670891861635859,0.0661010558727625,-0.010752144961290294,-0.008451597197363289,-0.023810196171586785
LAMC2,-0.03174302796021258,,-0.014005706628671559,0.03306567732839394,-0.0239368381241101
IL10,,-0.014476117407081917,0.004046102939900119,0.008753603091732847,0.02236520784100428
SEMA4D,-0.01843121329911094,0.06369331816525993,0.013535712434501683,0.04053028629783384,0.038257748719847766
TRH,-0.03436822056812106,-0.044524361365830115,-0.03690728824220928,-0.017182787499170325,-0.063159347169481
SEMA6D,-0.04116024498833514,-0.08207545102629599,-0.018023232825757452,0.019664026725307017,-0.08956178784768604
CEL,,,,-0.023200608133214118,-0.02557324584604565
PDCD1LG2,-0.022291562578810823,-0.025642401772585973,0.033555804151632264,0.05147454815817146,0.11858803825784664
SPINT1,0.04964913578510647,-0.053597146790733075,-0.024331854697671258,0.015867027959446084,-0.03516581571694999
CTHRC1,-0.06134161946628511,-0.038814570706608764,-0.04552356813943595,0.005361932481382266,0.05467954549985238
PODXL,-0.06208344694253239,-0.07894792685984975,0.0063159029135626465,-0.016148822872709714,3.841019429690249e-05
JAM3,-0.01843674663114393,-0.07125390611325841,0.02143184014679112,0.04172216746347413,0.01621920065414221
TGFB2,0.041927647253120974,-0.07756223416777655,0.03175148239130884,0.028142061255295902,-0.04144870429971128
COL18A1,-0.022342158761322038,-0.0871709291110248,0.030074636434039747,-0.05703355208062882,0.014844781621310732
NODAL,-0.007209687716624536,-0.04845811144738501,,-0.028943991644616966,-0.00407279179780261
INHBB,0.06139839952469162,0.015227171882930947,-0.03210263606762565,0.006821116300076157,-0.06031956838635949
LCN1,,0.0019018898656495953,,,0.013887097662223572
ARF4,-0.03307193000429973,-0.03975706730552909,0.012338643551235495,0.05352133233292293,-0.04220214872100439
CXCL14,0.06835784193054908,0.015822236332295934,-0.028315657089091662,-0.007987876585144434,0.02866951623828384
LIF,-0.028122600028721776,0.01077958150128588,0.008090724510245246,-0.039585526130543475,-0.054337661243920636
IL17B,,-0.031147689388451034,,,-0.018983007195746738
MMP1,,,,,-0.016951212520741308
MATN1,-0.02714929868556695,-0.019773503477011446,-0.011265181979487428,-0.019462765090466176,-0.017299405076269907
ADAM28,0.013444142574429021,-0.035149356752228925,0.05154306232900691,-0.0381682224571548,0.02308872945466131
TCN2,0.034320847709587585,-0.08468930222251346,-0.04804912817873336,0.01263660553643725,0.02083100674547113
THPO,0.0031223492737204313,-0.03848182754937406,-0.01054522122366573,,0.11931789477039174
CUBN,-0.03111693087703316,-0.010406223900693649,-0.02816352564449865,-0.0001292056489404771,-0.001939157655949098
TIMP3,0.003567033418156392,-0.05693889408160044,0.02451915118061539,0.00460485671430392,-0.01673237352360895
PIGF,-0.04622309904362959,-0.07861582995270537,0.00921184546528362,0.012668216023365975,-0.043626628208123054
CRH,0.028513604086559206,0.05453322060051176,0.014640586182368041,-0.032804246538471964,0.004043091537910754
BDNF,0.04455065078996363,0.07670741070653439,0.01639031893655087,-0.04169914328093908,-0.012138303600678916
