,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PTPN6,0.00022326823343094508,-0.025235026143253018,-0.011456302666860154,-0.03132047313206019,0.022988687236453916,0.010556703253103256,0.004119675368972078,-0.023312375179958475,0.003642722532657042,-0.05491338671314727,0.00619641209730227,0.03025544230363837,0.00641945477123237,0.0029788051864757656,-0.03905779316290555,0.015937223889646746
PTGS2,0.08678240309161644,0.002590079022737957,0.026984688172185016,0.07638953055522497,0.09913642653474143,0.013858465164924642,-0.002176394813174451,0.06734243206549682,-0.05045457036340727,0.018109119988672987,-0.010218960469004085,0.06732183280522443,-0.027755726273947193,-0.010717048345957596,0.049059379490840854,0.04801783556707632
XCL1,,0.000238660954821846,,,-0.026246223491670766,-0.014933129661265103,,0.016177198372971217,-0.045395920777363326,,,,,,,0.0087139921629973
CD58,-0.021968698025157662,0.006805112532455614,0.0052095049291175435,-0.061454148248566175,0.04797429176777655,-0.0019169376632965432,0.09718283181546719,0.005050066353427388,-0.053219699572007714,0.04303972006500892,0.10027671661741476,0.0273341044972802,0.010053863393241864,-0.024012950712949243,-0.0274254928576769,0.009775272832910431
TNFSF14,-0.012267487036568155,-0.02644123586425862,0.019098895604209732,0.06365150369046353,-0.002470027125602226,-0.032596069236008954,,-0.012839550480583795,,,-0.019497065164167344,-0.03298391240345222,-0.04671548515508748,0.04158358514166867,0.09645079557736284,0.010423965214896292
CNTN4,-0.046496945548070906,-0.0312554639834254,-0.013997075078025691,0.07410536715728777,0.04159825409336912,-0.03516965446252895,-0.0007856721707843652,-0.0510411035187802,,-0.03163137598194715,0.07130292112166212,-0.03630451340786498,-0.028174849325571214,-0.0068979249207342915,-0.04070893997021679,-0.011718607242069492
NTF4,,,,,-0.0051642999131998445,,,,,,,,,,,
INSL3,,-0.023507735920867984,,,-0.011657229958956326,,,0.004334915826941976,,,-0.021683168107188677,-0.019145640336334577,,0.055361646366625515,-0.03275799912228294,
BTLA,,,,,-0.0007286299283420107,0.030705121318807035,,,,,,,,,-0.004946894144848769,
MFNG,0.011600897865231712,0.0038151703489067972,-0.01909506578127214,0.023719376845102887,-0.05455629571344608,0.007595239747002968,0.012227048204417529,-0.023003868125664424,-0.042469856596425506,0.010183256887632247,-0.029869787809850695,-0.020245762574567,0.025722591191905637,0.021492908643191994,-0.025731676249783834,0.03259846181799425
ICAM1,0.09107367920220408,-0.03149288391973382,-0.0069288316722799,0.04202671971792563,0.039236965602377626,-0.03237125894199124,-0.003685856161080738,0.03094921339930744,-0.015911822686466407,0.07868929428395434,-0.007450759291297293,0.02368666596419575,0.11911200633105015,0.03956290926434534,0.04661237953538791,-0.013628260397063392
PROS1,0.01810669243767619,-0.034268493253454824,0.027066283931130683,0.023371345021641923,-0.011676798580805368,0.027973172367447056,-0.0469176497476084,0.08037889853799998,-0.004454760891547876,0.007852669165358515,0.044761483975882844,-0.010889992739888641,0.08016651795100173,-0.050532367821347526,0.028064853204909142,0.0016714790516797818
CLCF1,0.03466448792700107,-0.016602080194120548,-0.04388943471584125,0.07167349806051261,0.08619467725134126,0.06060410309271991,0.005173737463252802,-0.0033650474270941503,-5.2967349684378624e-05,-0.03294439620251574,0.04681576382472884,0.02803784177965752,-0.03464584563474722,-0.009123237326220428,0.03848326108033038,-0.023977778938537767
PSAP,0.04212968548496002,0.006563627803707262,0.06684264032091922,0.004142899272109376,0.025685625022130582,-0.0038390656176795577,0.018349581896048302,-0.10251260732642842,0.11902193079165971,-0.004858621078240782,0.09483767085642275,0.008816455490766359,0.10933697233238832,0.010633301604759983,-0.03989695786711754,-0.0031353413682063533
EFEMP1,0.06940996151869586,-0.003508168169887982,-0.01977929010277495,0.026852826294996034,-0.03693173746753991,0.034702777409457625,0.05481754672177714,-0.09379257556648325,0.03913678217067938,0.055447806060334406,0.06226011825810719,-0.0020400176391562955,0.03982614722104035,-0.02502482277562455,-0.04256172070214156,0.004839454629006773
C1QTNF1,-0.05545840259218383,0.009568923049062312,-0.004438476018604963,0.0534989120648017,-0.022477179992842523,-0.010495102151926465,0.09103359619028123,0.07069651046022302,0.007560498460307214,0.027127658749613072,0.03412769833237579,-0.011357820107700135,0.07808657229637439,0.06390949023703228,0.08262325763369671,0.055324287201700455
ALB,-0.03978223008495041,-0.016438560391069786,0.06256739698308049,,0.05713434236692985,-0.03677363837861777,0.13153332584675928,0.02612981552962928,-0.02304502883360244,0.004628263978413542,0.14550929933307769,-0.03408625784257064,0.046286246813460566,0.01421196251453476,-0.03704145273268471,0.07155935021875431
CCL13,,,,,,,,,-0.04392148479257448,,0.04385317207701691,,,0.06191666359309229,,
EFNA3,0.008816762273238883,0.046437384573793025,-0.02725845644745348,0.03800531794879021,0.09511586547942556,-0.05925084258771075,0.0152877352680485,0.063317901101072,0.0627773027608491,-0.048978764345864664,0.04451949917029233,0.050872695109124115,-0.04345667889431926,-0.01360854219599528,0.053107870054170975,0.010078246823122654
DRAXIN,-0.013402263371800933,0.0341744631825128,0.008344105613378366,0.03429201225366743,-0.01304331617422963,-0.006505399158920039,0.0021686879054712855,0.06470148914675772,-0.06884554731988159,0.046624626407166164,0.06316925552476886,-0.008682185478440204,0.07360613191323365,0.06346941884994112,-0.022743546519227557,-0.015998934189334724
RAET1L,,0.037480523095209856,,,,,,,,,,-0.019381562592226623,,-0.002304273495958361,,
NPTX2,-0.04963187297536293,-0.04774926972882539,0.02625770263671407,-0.02366073782491322,-0.005797637098234025,-0.009400002664375526,0.008262639258456085,-0.11591087113857526,-0.053069294658317306,0.03419357388334721,0.019759558379465695,0.03398839227531163,0.01387375323127366,0.02047166422887466,0.017553736982083304,-0.011012758511063475
FGF11,-0.005521364463286894,0.06166221002607428,-0.004500316713158147,0.03346587967305076,0.1200178125262579,0.015761972903755122,0.03108121768327094,0.08809773742121477,-0.04255258307702258,0.07488235450385806,0.016740023201823138,0.03621229343564063,0.08984753443574053,0.01776650780691748,0.061122680315525264,0.0652374066361466
CD59,-0.023389143259998166,-0.0346380468522805,-0.041137934205646993,-0.0013220943620480684,-0.07037818911028787,-0.07297058905519316,0.05203803914774569,-0.10423197493127356,-0.011776816074724679,-0.04069543487227793,0.0065401426329244035,-0.007571865508761163,0.05397965860772891,-0.09719604223519986,-0.022869772820501455,-0.0739546161182306
COL9A2,0.004184708005082071,0.006905281789968209,0.02958754221817876,-0.04966838570386381,-0.030156029037574573,-0.030464545762064477,-3.322578142561389e-05,-0.07961635069580766,-0.08183260384487986,-0.007214505378921146,0.01360355477468494,-0.002893810160385202,0.03316164785649823,-0.04621558911925819,-0.06183641186265685,0.00663483263175748
DLL3,-0.0440608832414104,-0.042658102253808464,-0.029420036372422853,-0.05971747487368219,-0.12850459270596012,0.03827551444616079,0.004748905293059099,-0.06800777684075043,-0.029530352460385764,-0.004673164071625348,0.019120693533730387,-0.017971352225613905,-0.041502626059485986,-0.009722299326893759,-0.05171706292828672,0.04480843185720473
FGF5,,,,,,,,,0.006680376244515303,,,,,,-0.017808902080069515,0.03722965289960764
LIN7C,0.017182218098921474,0.02804571442734137,0.03952110151940287,-0.004141655724474043,0.04324980753385978,-0.023858099917346255,0.0037282954691983555,-0.00268223160267393,0.045758394221090466,0.031709697115468866,0.024603590711596377,-0.0473229941968701,-0.006554345519017239,-0.011287204459662092,0.03363740057317989,0.06670224276959855
GDF7,0.05617879999613019,0.07579631596890798,-0.01501985757416174,,-0.04304170564296218,,0.05173982683456759,-0.04147573573271515,,,,-0.01661481937410053,-0.0225677697532647,0.019485093766564546,0.0100137462270441,0.023407777446263763
PSPN,0.11525203961894118,0.0048540472408203994,0.04782976244800061,0.0067480513448676584,0.04927999097280297,-0.005750690083230732,0.056796302361391215,-0.019515225159210958,-0.03228388084653908,-0.0429319824991779,0.018310814287644906,0.03375593992188568,0.18706548407376541,0.006154761556315776,-0.03562481180992104,-3.838308675451975e-05
ANGPT1,0.05645798988886976,0.04871208509979775,0.013073618396249534,-0.031289496027464,0.004977465553156555,0.023564553565448506,0.09017629131763308,-0.09802994221735127,-0.02959938276292026,-0.02576097141651267,-0.01708963674829727,-0.024128748125282803,-0.016496111339526262,-0.07053262169283157,0.029361503277242403,0.021044891715884154
PNOC,-0.05352751894675199,-0.03156788343860961,0.012588948761685948,-0.0207928665439665,-0.04043508032227314,-0.060462807160906074,0.03624043415711281,-0.06813499471059635,-0.02304502883360244,-0.032162897750035516,,0.0054772224124831495,,-0.022611565088877066,0.029060084136368413,0.024448243357240575
L1CAM,-0.07834794872477431,0.08117629356022456,-0.02140607146762472,0.03692338821285089,-0.0069746240386632545,0.019056427466524226,-0.030235411546812845,-0.03503440277866893,-0.002355217154574289,-0.04685600923744165,0.08664584490431666,-0.019804273580414568,-0.022094373266583228,0.022715189482201695,0.043709347422614335,0.021725782645521444
APOA1,0.021420589917099733,-0.014855584277748681,-0.020800486363811717,-0.0064427284257519484,-0.029065724522643433,-0.02488876676580473,0.017780564699803703,0.013001265542031137,-0.028583089858835457,0.0787278774868687,-0.00750180433961506,0.06298059108008479,0.003379988439916045,0.03402851601375647,0.007775866036556788,0.0672290649579446
PSEN1,0.06683771098536226,-0.04533095833987351,-0.05767126386774735,0.07470375478458884,-0.02122962900459555,0.010258532206744258,0.008252324720916512,-0.046997936214725464,0.006599199000157461,0.04098471037483709,0.035754275208095404,0.0018753111376432342,0.0053706435119981605,-0.015517071304905787,-0.0009028011253037647,0.05856794678494943
CALM2,-0.08328097332901088,-0.07898392225578542,0.0727755759962384,-0.0799914957804942,-0.1333450251124713,-0.03992343605414807,-0.06814395817957435,-0.14008061603779584,-0.09205103266363662,-0.07573159208399903,0.04435104983575029,-0.005038682928726893,-0.011178028778760375,-0.020735853052045464,-0.05604287267417387,-0.06469267875086913
CLEC2B,0.04346445187295303,0.0041949882007205385,-0.004083655594772832,0.03168412795804815,0.011352216728085925,-0.0206841770817998,-0.003057027401655124,0.0055038032691048745,0.02616801435804353,0.002711444093660288,0.009454598899349988,0.02475846692170269,-0.027571920396277393,-0.052031816151957865,0.0656116431830408,-0.0021497651904319546
NTNG1,0.02293152766151333,-0.004596156776715107,-0.021653543725223212,,0.017042658018766036,-0.016975628887441203,-0.0038016568211465054,-0.005220345087495246,-0.03776414844838912,-0.04916574901172932,0.03229126217130144,0.056865155657084936,0.013756004564355566,-0.0119702520932804,-0.0008532273293385167,0.007326079508602508
LRIG1,-0.01576617287863352,0.03377751998287124,0.006081239335121591,-0.08908411189783484,-0.09030522814268756,-0.007503056494938121,0.043464813483354535,-0.0441159173233363,0.03544322390111504,-0.012177473446583003,0.018456219706127975,-0.003332886199223155,0.07244317571852438,-0.08431777260594149,-0.0046596766176198205,-0.07678478405629593
CPAMD8,,0.011351613812115809,,,0.0530617535892636,-0.018960042791463554,0.04499861486140103,0.034929924435003284,,-0.03002248354308325,,-0.018665407745377473,-0.034132937703581945,,-0.01073795423745818,0.07561542871260052
GHRL,,-0.04879119378535297,0.0517749929385792,,-0.019942744372948015,-0.03211022744146724,-0.018273058973520794,-0.0413200256400982,,0.044143131098021426,,,-0.023488871867532166,-0.020630919506662748,-0.03807388900093069,-0.025267193175003685
NPY,-0.038076952275218005,-0.015173204100031843,-0.06442841930744164,-0.04057416284217284,0.011137398020236364,-0.03257676534467689,-0.0012197553773965562,-0.04968142460512441,,-0.004849135513928623,0.021483331720452806,0.005234544130222069,-0.012233190205010703,0.013929981744692043,-0.04136534102822354,0.06672477431953197
MMP2,-0.017811358628280673,-0.05248654646364924,0.04201102602486614,-0.1182019557701554,-0.07578570747374176,0.03827138609758353,-0.003115168845984237,-0.010688771081993025,0.12567478771580726,0.0053987170344313076,0.04603568252218701,0.004818225510371384,0.01618560909129177,-0.0025223515412024387,-0.0509145905501125,0.07464732534812421
LHB,,,,,0.02268267969863606,,,,,,,,,,,
PPY,,-0.00823255964932267,,,0.052291565756732564,,,0.016174429720786067,-0.003772385211244111,,0.0277662646397828,0.016039481422586092,,-0.023177580059736306,-0.0007896789942427185,0.08962743029011284
ALKAL2,-0.03673801790370108,-0.004766801033281816,-0.012055896560502542,,0.012088088136108644,,0.008746017014618211,0.008784190318811579,0.0063308258269127666,0.032283746812029425,0.044907401963802746,-0.024572056184271995,-0.013819704340275237,0.023302415655268978,0.009696980996264887,-0.0010934777389395368
CSF1,0.11422451588551197,0.02453467805137165,-0.011606697400279102,-0.02219350375302893,-0.029235384245731744,-0.020137337031551572,-0.039269133378354096,-0.06167598734325977,-0.019174255965725927,0.08591050272380943,0.030877025956913193,0.0017882576684402633,0.006519633564374499,0.056589283959216904,-0.006290314350779291,0.03472407759453261
SEMA4C,0.07898853951619374,-0.03895910144211766,-0.037443980117838505,0.002180985336527277,-0.016146484445998487,0.0565771114921078,0.05182904429530667,-0.017589282451869314,0.025269437421309264,0.023234704801972247,0.003132845207004043,-0.020780007778029293,0.01790568056975653,0.0005757381428280893,-0.019601059719271962,0.02484212649228309
BMP8A,,,,,,,,,,,,,,,-0.029402067549333236,
ICAM2,-0.07358219929248228,-0.024756153869107525,0.013712423770177867,-0.03710030998861469,0.009208962609290702,-0.05270713800754608,0.038621784728590666,-0.049263289539357456,-0.012234379676534067,-0.03959155973283384,0.013069914458150946,-0.02780680578006349,-0.006392361147571102,-0.005836146625541554,-0.03328071063881864,-0.007439872492726282
SYTL3,0.04161750611972831,0.04798265879915716,-0.014890795379579493,-0.02419716731411894,-0.008972410419151734,0.07191639369984566,-0.023608872692957084,0.0713637352390868,-0.07160971151674163,0.020698166709018473,0.004843749142239497,0.056609028825562395,0.021199803039261632,0.019158421826355288,0.022287586595143773,-0.0656376975490204
IL1A,0.03380240535784,-0.04661025162710084,0.003118043793933562,0.04328003493440757,0.06316991914359758,-0.005385885515372765,0.0403217263628054,0.006419847502394436,,-0.009759760308058996,0.00014226543207649346,0.05902747532220418,-0.006172389762203777,0.03294417613841829,-0.06568963089680205,0.05775479795973541
HLA-G,-0.04445322342702676,0.04632979005525511,,,0.0315188569440758,,0.041337733739933644,,,,-0.017595347101450803,-0.009294560914805594,,0.06770489026275686,,
PGF,0.14557448477569565,-0.04200321027671883,0.016178232154454287,-0.03368999186881715,-0.09660094172872503,0.07014447445473068,0.09344324872173966,0.019464158613828553,-0.05728796891588996,0.07210955604503258,0.00482774146941581,0.038912909727549044,-0.0360232013745994,-0.05030607284806826,-0.01304533780014146,0.01170789547345929
LGALS8,-0.006077406667510711,0.02396245536202126,-0.04259569149546523,0.08482225662765544,-0.06505590643061589,0.010716072305137945,0.021966793296138085,0.011568878715576434,-0.04527677390004513,0.009995124253452378,0.013333408862459015,-0.014869371083744918,0.01608449217558121,0.040481163376971774,0.050499368063216636,0.03308495275296296
DKK3,-0.10364416138500882,0.013360190557588133,0.003039681530206826,-0.03133929292338425,-0.05018997146484346,-0.08152218215493733,-0.02430697541744688,-0.1092095081562647,-0.05987232875889157,-0.06613280182890832,0.05757219256834813,0.001739109721898753,0.0537792836039654,-0.046106720523162344,-0.039620244216685564,-0.03604927560003581
COL16A1,-0.07710229543442569,0.005261095911720565,0.010331554361966257,-0.028214621210267805,-0.05046404004627254,0.002377042974648011,8.204413691355301e-05,-0.029144415508717793,-0.06337966957794113,-0.007815711444512098,0.0331117920549838,0.022387407601334088,0.007317608162092023,-0.06348974489440311,-0.01549716799056306,0.028893836765639894
TPH1,-0.00432252794955992,-0.020690510622240546,,-0.015126307320928324,0.0028102571115964435,-0.018611739853973314,-0.01405235703332531,-0.017339525937627148,,0.01493099334721181,0.07487003458988122,-0.03484676789504756,-0.0435600899424333,-0.007298369212535074,0.05227681349837454,0.00848013191080316
TNC,0.06325450929675568,0.002048415926253374,-0.03390955308616624,0.01202632100261711,0.12794997382484646,0.0338532928719996,0.031717014674443475,0.12547808432242433,0.09832061258559398,0.040549437781458954,0.04361082583573542,0.009106365396766083,0.0946536752778293,0.04070819339210312,-0.0016571290908653843,-0.0360783310697863
TNFSF9,-0.007056005333056475,-0.017107347629164955,-0.004137020029301725,-0.040062823890391994,-0.008095253609361079,0.054530815098931054,0.01126835490030663,-0.04244587233221986,-0.04181737828699554,0.039920033225822694,0.01667726040962908,-0.009691908390198416,0.04105186038919403,-0.02947596311115615,-0.0011453547287409284,-0.005642802570072873
C4A,,,-0.011880545673152016,,-0.009116446666378085,,,0.006855235438483398,-0.025277625757487755,-0.01719573815831548,0.037755007997296426,,-0.013410699010758592,-0.01927393846993285,0.023668136814517675,
CNTN2,-0.07524860674563967,-0.03187043056059873,-0.003063559270720469,-0.05166458899585156,-0.03765995732086979,0.011022118055555969,0.009404490813186773,-0.09982630134207125,-0.026764972947005222,0.0009993122801697462,0.05374986250620019,0.005425880155042656,-0.07007711080321856,-0.04350994245820046,0.02632559909909468,-0.059150640292445225
F7,,-0.020185152485390052,,,,,-0.012204512182829301,,0.010385103645183994,,-0.020301861919890647,,,-0.0190727864036465,,-0.0055133905923458225
LUM,-0.0575506361114392,0.010301508376438989,-0.017516059164836444,-0.02806670063921369,-0.063855540651696,-0.05962440445480866,0.04410492103990989,-0.012306462046169886,-0.014747802565699577,0.08616039430335966,0.001572717379580179,0.029813600263218366,-0.0251494134853869,-0.015489439707950116,-0.033507102145915194,-0.007929994747279588
BTC,,0.0182316317061624,-0.0005455789139152383,,-0.027768623318911095,-0.04118109444937717,,,,,-0.014687683360791348,0.043679023632686755,-0.026243002048531364,0.12235430322475714,0.044944053633033755,0.043496230726918175
APOC1,-0.010905855346475033,-0.048437521799752456,0.031826407255578275,-0.08025383771896923,-0.05329712072495253,-0.05712392226025871,0.00041723262114954984,-0.07511233169288356,-0.0841866376439543,-0.011506355649750886,-0.019500458850042954,-0.011091179683558267,-0.012862521604883676,-0.05514619662349902,-0.0544218963256564,0.03759683630322863
PKM,-0.0016360631224213334,0.02720265562392949,-0.02152266267116774,0.043402498235016386,0.12341832244078232,0.026484604751152777,-0.010498431817805926,0.046273958893183816,-0.00495395965926728,0.09810425849938242,0.0136750627216542,0.017624544363866436,0.08315450413973544,0.07204449119016608,0.029462603415072123,-0.009489896875241563
TNF,-0.05012887244619713,-0.047101358771058886,-0.02637975206182718,,0.017004520800479376,-0.010673271564353737,0.02150979150396291,-0.01666405748860348,-0.03280492835459277,-0.040847647366687174,-0.014255846344795388,-0.019381567878552185,,,-0.040553926121882806,-0.027574667714484007
GNAS,-0.08659833342564473,0.015254024472387613,-0.021463684044592642,0.023958400725473256,-0.09291708431940929,0.01147229152203767,0.023693568212808786,-0.03649353723603999,0.10217449670419078,0.0729045432860817,-0.06132977207281214,-0.04241870557488234,0.016047551837955327,0.05306731284120712,0.019583210128900897,0.048783908182758205
BMP8B,-0.02076195629301456,-0.031199119674688785,-0.0008904398075669602,-0.03642828450250948,-0.03805025993582952,0.01237656400093165,0.11170151589715105,0.016969445671923315,0.031907394173387636,-0.007919264503782341,0.03324308872369995,-0.014684358463958234,-0.013377769987148467,-0.0018783390580918123,-0.058309253004585365,-0.03570827910085324
LIPH,-0.03845525499210319,0.044430844313524336,,-0.016461631083301127,-0.03732310210429249,,,-0.016461787631610533,,,-0.014473281074317515,-0.021608780763657916,,-0.030288428398173278,-0.021713644164465265,0.006009109503080006
CCL28,0.014046037457514735,-0.016984945970603318,,,,,0.002991896817202967,-0.02534844481955161,,-0.01551351310469256,,,-0.021141461738439095,,0.05354629656011951,0.06947569540780064
PTPN11,-0.05821808534626877,0.015482899530342873,0.016510216289108724,-0.0724018642445275,-0.03321698249748214,0.022275198036806585,0.07123705894804387,0.008236077056805634,-0.019033067304060663,0.06725660764129367,-0.04390554268078278,-0.02616422740526335,-0.011051807714139862,0.005174554997359571,0.026818699215717914,-0.0163615349034699
ADAM12,0.01716451091977342,0.006310982499200349,-0.014147433819383428,0.01650534622509988,-0.0088484023217573,0.042455088051429245,0.0027678419916649264,0.08032867044931528,0.039956706423806214,0.04056626433640681,-0.005513815347163841,-0.005243062722016814,0.014574006353253796,0.025211031365576345,-0.008067680187605949,-0.009998236696208767
EPO,0.04567637191739669,0.02187392928813432,,,-0.004178321821548992,-0.019971341498640178,,0.04778879797893961,-0.0025453170943452925,-0.019561999504119222,0.25799670662971425,-0.02244236613805329,,-0.018247546455118606,-0.02427862544427086,
EDN3,-0.023578601900723296,0.0038674108802353546,-0.0184183215907779,0.034821132088321397,-0.01703183872478073,-0.02045978837081661,-0.017504872574427177,-0.015760395539049933,,-0.01976385022632718,0.10015394672318602,0.06145932286631122,0.0222911463237981,0.03867397395271057,-0.015510117807757351,0.06390491634463286
CCL22,,,0.04957436937561791,,,,,0.014711199640185444,,,0.031455871715492134,-0.02052320020561369,-0.026243003209944993,-0.016011427649634,0.07302160179612151,
CCL2,0.09753457171292795,-0.03222449483147141,0.02056328531587402,-0.0069717164687374865,-0.02431187756237404,0.05123049739515538,0.03477438782937899,-0.06418215067956805,-0.11357882275096641,0.054375857311155094,0.016785189103581,-0.035921237280384884,0.017992036800004628,-0.04546323286409832,-0.01432139650888149,-0.00994321847014079
DSCAM,0.018843660369870636,-0.02474301682773964,-0.0012494143776122576,-0.05392510060909061,0.02265467787560412,0.029713942493436275,0.08874311447967954,-0.02586317414381983,-0.03082720813270842,0.025927137732447123,0.02446053313382055,0.03678360347929851,-0.08371792731633672,0.03567205910366363,0.048573176418098774,0.025506371449508722
GPHA2,,0.03827204640769642,,,,,,,,,,,,,,
ANG,0.04286146796076604,0.06664628129343075,0.08714882563234216,0.07651106244743852,0.11139550742553501,0.08535295923761178,-0.028576330550619304,0.11854477753095104,-0.055537351995427656,0.11449600593896672,0.044193709467586675,-0.012373351853874977,-0.04546556809984874,-0.03173400298024892,0.056017149184768446,0.05479601915485207
FBLN2,0.008404465922377513,-0.018322433746946476,-0.02731405414531485,0.006396386481645554,-0.023080266480917346,0.01826700337921818,0.049111094858959516,-0.036690350780076215,-0.026458552167495774,-0.012146010694101666,0.06455797081691382,-0.004325279179384107,0.079902134891929,0.008193422830847424,-0.010760621565965982,-0.0054443235595296405
VTN,-0.004207672104535705,-0.0304083203720925,,-0.004327835189827196,0.009448818840415296,-0.020135361380391088,0.09398636665279379,0.022789807377526436,,-0.016254843828844148,-0.01796715299657296,-0.01578101944487137,,0.008728355328184457,0.028599536464607195,0.0006893409157035665
VEGFA,0.04835959422278111,0.10474587675335953,-0.008609112634875108,0.09742383494742711,0.1875534640211829,0.045040298891528815,0.01520949677535303,0.14316463047890085,0.10304143208601889,0.08765505733473615,0.00868682516904101,-0.02403538628640722,0.0027274093759348797,0.07484634751124718,0.10485567824411927,0.05828688078919147
F10,,,-0.01714421701266582,,,-0.018786632905621617,0.005336241404962711,-0.018884765316154878,0.007462495002927755,,,0.032730025003823285,0.021555860332571508,0.06729998253843368,-0.022122517917033607,-0.021692307909744486
SERPINA1,-0.0072704117595633715,0.0032795632172972497,-0.026638893727737947,-0.02601409754566971,0.08689846586913379,0.0075463365540771234,0.044622084120932465,0.0021084174632962963,0.0021879922859154,0.006774206547177335,-0.04066344078651913,-0.0013928910294932532,-0.04240022439866654,0.030788093556148383,0.02300626392198535,0.01720259676161087
VWF,0.002735339281132038,-0.03325715243567757,-0.03418365950778585,-0.05782172641044563,-0.12185406383274719,-0.050695140872638,-0.010073056712921701,-0.10514888324027769,0.02267182096239842,-0.047934441345901885,0.00013137854293749187,0.04911270887234187,-0.022556702712510573,-0.040150546194039016,-0.05377480537608789,-0.015069326769338627
GDNF,,-0.011288689972018132,,-0.05488237793201614,-0.012019388100939412,,0.04742394797780653,,0.01522870912319177,0.08321155989716758,-0.01582116723565595,-0.0404974582076385,,0.01854697578402859,,
VASP,0.06188023824927951,-0.05398870319655309,-0.041292323692952736,-0.014242283142234085,-0.005832495771213916,0.025515672031307036,-0.00839699433103746,-0.012472435906533217,-0.05893518483337011,0.025382679282869823,0.02957060700595932,-0.0119290747415922,-0.0232332185617541,0.09547052901302815,-0.01390419634374971,0.05184055767854877
ADAM15,0.027813791172203554,-0.025037085257868515,-0.02478368454367654,-0.024628628522158157,0.007744381031787677,0.029220415074204923,-0.046602413315356604,-0.018989705032520676,-0.04558603008156246,0.04511501872754844,0.017066321657346065,-0.04619953364541207,-0.019024726577172805,0.019496966333377032,0.015969339567118997,0.020278603081780137
WNT2,-0.03268214894468484,-0.036192985971989375,,-0.030374795603232467,,-0.016179814604773423,-0.006523769184115738,,,-0.018307129802714393,0.02398116365547701,-0.023049434189270107,,0.013119035924895057,0.01835358318019097,0.08061101219473746
CALCB,0.00029693610313305383,,-0.021729829706388582,-0.01844560809694036,,-0.024321439956865632,-0.014243562487245495,,,,0.0830278459611851,0.14160213012511202,,-0.028503461319174975,,0.020581543772298178
OLFM2,0.018505574229631925,-0.03716849516527694,-0.024973773647570568,-0.003708137376308227,-0.03925290514250469,0.013561281588425065,-0.00561643238413553,-0.06456794928048137,-0.026383477657473873,0.030545168138190554,0.049145433335062765,-0.0287699569154165,-0.0008009134699785258,0.009200303964565091,-0.030569288732419018,0.0015469188659780338
MFAP2,-0.029398655535779264,-0.0929826001815057,-0.032619034950592915,,0.0005850873014971163,-0.03254544950744005,-0.024106001147242206,0.007801774809281121,-0.09452937156515297,0.009567119499415765,0.028154629785081542,-0.055247807408843094,0.006473093432555643,-0.030600371530358546,0.003025807674022599,0.02791826801844893
HLA-C,0.03522760676602796,-0.0377745043384038,0.01567339304266322,-0.029131920956076817,-0.04931095941379937,0.02971058289673769,-0.01603055609467004,-0.023442682115241722,-0.02142341275170335,0.08951480943073774,0.06614802105280262,0.01679809705881554,0.007258990177628422,-0.005569339948542554,-0.07513944746967291,0.07649023337717255
THBS1,0.06770749823271244,-0.0552710853881645,-0.024608210112862055,0.026751070936265012,-0.025356190824750102,0.06185101568419603,0.012502925192089518,-0.030876632127283962,-0.012676793751971546,-0.028593471019441465,-0.035205554958660026,-0.004639953868456027,-0.00852627063154479,-0.024476912854690672,0.007330105739391745,0.013944461469400682
HSPA4,0.0178540792671269,-0.061384905784739444,0.027566027219020302,0.05166113778914288,-0.004411881400564066,0.009562061593248551,0.005460172058617828,-0.03413004001022517,-0.0028684479218551297,-0.03196352557865636,-0.0035128882820845246,0.006705854378032081,-0.021013144391806213,-0.006934850805224977,0.03553401879874933,0.016733317326005356
LMAN1,0.06422700573275399,0.06289423502993022,0.03934348523778761,0.06025258592987244,0.11839219593078078,0.03580489823165302,0.0762702763759036,0.09691680471331997,0.03698936562156453,0.03533788069982845,0.004745563561749301,0.008112996368944735,0.01022157885144123,0.047289245599298535,0.07541595396097694,-0.006175408039106861
LYPD3,,-0.008348237554056127,-0.01384518257186673,-0.01995232060529803,-0.005448724537922269,-0.020135363112869998,0.02478631058330692,-0.00042998472413465356,-0.00935595607249952,,-0.019700614883856552,0.028550334889738023,,-0.016247590897676353,-0.05034852734684764,-0.04016050465903722
APOE,-0.07856328569795042,-0.05621908548958886,0.024394521979974493,-0.03614040891655276,-0.08892621785355458,0.0045235136250715196,0.035858914142555334,-0.08899450623292271,-0.0014405519439562669,-0.06047383311931841,-0.02237653728043371,-0.05102811932230295,0.035376374157704595,-0.13710236072694676,-0.13112604390401575,0.012821979309473402
SOSTDC1,0.014947321326533623,-0.04661025303474409,,,,-0.025137522869187853,-0.022220980246127783,-0.041656988749978405,,-0.02974573666103567,-0.005995618767653481,-0.02348738489040124,,-0.015612979754457426,0.010593459502401587,0.0010444696822758802
ANXA1,0.10593885217335125,-0.02731776392359293,-0.026412447430778817,0.09922114366505205,0.017474408281111967,-3.179875144273191e-05,0.03781228507954478,-0.0686740155576478,-0.008173125228804808,0.04326663530495669,0.022824338848951284,0.04939973229336965,0.1200194061361594,-0.02585849760602813,-0.07722736594357431,-0.0047201995956149
