,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,0.014059680639953248,,-0.017544613244807293,
BMP1,-0.019821639981950682,0.08802269043956111,0.002126818293336933,-0.03144770299554933,0.023915655131410977,-0.009033811278733284,-0.035052827893358555,-0.002579990872962304,-0.05894126906965667,0.006168106545040618,-0.04628644223335527,-0.010298557546518015,0.0012367726728576285,-0.016523637545572196,0.0342665110773052
NDP,0.02187328444715413,0.07080926401260436,0.029766450390639534,0.05190294091200148,0.04697084970245166,0.030013115296540584,-0.008307261068098242,0.02825488866689124,0.0034712626056011726,0.012612413555802603,0.009694536330505467,0.052578829541591446,0.011426252323258343,0.04002218778788486,-0.04056053503943959
TNFSF18,-0.014829428496322511,-0.03750888248066909,,,,-0.016121188940765706,-0.01262208878819351,,-0.05182688371871903,,,0.013090621828114409,,-0.0007889138686079329,-0.027943148280847683
IL36G,,,,,,,,0.03284134266385735,,,,,,,
RTN4,0.017227341674070702,-0.03394656558192402,0.061160698453895754,-0.0038209199875624436,0.02492876340367946,0.013022043848759272,-0.0022039847195936785,0.08543157528144589,0.059587564718638006,-0.06348147216156085,-0.032630068405862314,0.056944443889948244,0.08435756006745807,-0.038340914851632796,-0.011868131635705699
HEBP1,0.018501541565859377,0.03134719360055527,-0.00940009968947154,-0.02020639488942841,0.0580988334832099,0.06215511214297968,-0.02163836784972143,-0.014955240653807295,0.07641313124244488,0.0035297768341615693,0.033806336535752685,0.09478566763225371,0.008773555079783692,-0.002248498422797294,-0.07329779059086194
WNT7B,0.056690880685792304,-0.023299355068277246,0.03782115172323287,0.08002532947522183,0.012131395415696604,-0.04753425510846207,0.005693201432822044,-0.015758315824454496,,0.08053611493985866,-0.000429799928397133,0.024888129872925834,0.01876426813185115,-0.03744749806232546,0.015207355971738837
PTMA,0.0370588671461531,0.07951503557051003,-0.00012044043489480675,0.038105624691124586,0.04132719127069806,-0.0168401115427094,0.0036875680851315455,-0.003256608000968651,0.10592254058276046,-0.036492261306737855,0.04638325670898689,-0.00984900408197435,0.032423813668730816,-0.044023949146352895,0.00222726364792595
FASLG,,,,,,,,,,,,,,-0.015216437081790067,
CEACAM1,-0.022807282230661318,0.01807755444786058,,-0.02881055981191716,-0.02193572267785674,,0.00913296665939815,,-0.009836862895509517,-0.00575924029980585,-0.016893068691097492,-0.024243195982144618,-0.02047169449982422,-0.021171437311502516,
PDAP1,-0.003315694079726879,0.08827492684066292,0.03669363948211491,-0.04613385757162415,0.01958098798235838,-0.020581499723321663,0.043086349987068694,0.0077706948747601565,-0.07639086350920357,-0.05489582713949945,-0.06962315933395323,0.021749283516091053,0.0436183192857828,-0.025342933973432395,-0.0831822971313709
QDPR,0.003235678285851218,0.0007345608973849875,0.04241238035961798,0.010517961419521505,-0.016738265777339945,0.03677057341008151,0.012857433868326912,0.07826962097073598,0.07445270670401265,0.0026127791511356274,0.07613400151787246,0.10145073395626453,-0.020774096057032475,-0.06005710333123556,-0.02059832488990806
POMC,-0.02344155726612386,-0.01028013251047902,,-0.026829562242784637,0.014125451496811447,-0.014292549547208712,0.06038949967245835,-0.01840886209127766,0.03939764915253073,-0.04200587010969227,0.08525968890709733,-0.05243308218946686,0.024857341624225607,-0.008736645898176841,0.006152083290164679
CCL18,-0.028461333299991416,,,,,,,,,0.02229200707345066,0.010941464198079861,,-0.04855730759850766,,
CCL17,,,,0.018850070840248343,,,0.019401572607191806,-0.013097506377715213,,-0.016913325629048445,-0.024386205192888366,-0.021569902401606354,,-0.013791991110228318,
VEGFD,-0.0033519689962727387,0.025747295789394418,,0.07466467884064827,0.031301339608293455,,0.049705785129535156,-0.014037003258473152,0.1914206205788737,,0.03144929530691833,0.06579686425975187,,,
TNFSF13,0.04367633264860277,,,0.0890949433998147,,-0.015634190202818893,,,,0.02154210341291416,0.020781845211757178,-0.02313093083885425,-0.02298834085843632,-0.022472898343393482,0.03727176626266021
WNT5A,0.0520130106059032,-0.023366441797997718,0.03945398667880183,-0.05183398728980985,-0.003954943179173919,-0.010182686852501255,-0.010161007247456855,-0.010609925191519709,0.03162199034201215,-0.017722586959128515,-0.012687752229932252,-0.02290120112553798,0.0037655208602020893,0.023321894955997173,-0.011767053662464631
CXCL8,-0.02136700106900937,-0.023980374663389956,-0.06842574526059403,0.056203518700699555,-0.04690288729626074,-0.02223862154313493,-0.014141244657689076,-0.04220389773494599,-0.08081599042583736,0.00036812881241921953,-0.06804664159676746,-0.0306245595033578,-0.06662515258455616,-0.016008042926341018,0.05344547459124722
GRN,-0.033799273781134016,-0.016379283766567856,0.0625534264898247,-0.013505298556195451,-0.001394720137241377,0.03741392294219418,-0.04124243217156133,-0.009657249178433299,0.013349517950912498,-0.010888650547614205,-0.040977218061245345,0.013305821728002622,-0.052029265085799026,0.10160785814926554,-0.08319844685803776
MIA,-0.010728611484833792,0.09088879747524187,-0.002550368088252365,0.020693468658046627,-0.01819507593057705,-0.02826963111557732,0.017163040534931652,0.050742463200943125,-0.08445098795815109,0.16598740286037925,0.11683031902897649,0.043198474166315975,-0.023245797197734848,-0.017246704514972705,-0.015447420724252755
COL4A4,0.039722383110326685,0.020860257301599176,-0.035293015271795194,0.009670503394484829,-0.0018893241063427935,-0.01487524125295744,-0.016435346102122373,0.017511552319489143,-0.013119703475938072,0.14014963786399537,-0.027048444356299352,-0.016347839842254127,0.08734784773914561,-0.04050274219551867,-0.03397454609603759
TAC1,0.07171305154531231,-0.003860667694958492,0.05688767508405923,-0.024368933146365134,-0.021810521679723777,0.028097967875711644,-0.008506086232102524,0.02499440996744871,,,,,-0.03531950503954901,-0.018130974743079557,0.07312041354940083
RARRES2,0.0230662102514001,-0.032427103026428775,0.04470427527583062,-0.008594825945101317,0.011909797072497317,-0.006090723145007158,0.03504843183286973,0.007781772984760932,0.047203214925902355,0.04334986838204801,-0.016268442864023087,0.07071687697935396,-0.017307891099472714,0.0019540932630046992,-0.016531784375547292
FGF7,,0.02830680153260318,0.014348418252819954,-0.029600450319297197,-0.04018372854334435,-0.013722504070977862,-0.006394108347175713,0.03724021935138927,0.057643512021393686,0.0451627266093541,0.04311517733502228,-0.024084344238050392,0.01677423911527812,0.002099848568973656,0.0015578882343023767
EFNA2,,,,,,,,,,,-0.016055731254748386,,,,
HBEGF,-0.02507546894299507,0.0027976315706250165,-0.05740050388986232,0.02764504318583193,0.006626555075608656,0.002863550703742614,0.03425700016886679,-0.03681780329316542,-0.05388447332316876,0.004867216447537717,0.020913429950591624,0.004876629393021704,-0.07246917793281693,-0.03779256120264536,-0.01542991771584687
CSF3,,,-0.03800796949081471,0.08584114676328337,-0.009024240952969973,,,,,0.05836818839375196,-0.05408130525451223,,-0.029348970471655137,-0.01452083897331585,0.03517888204051641
PI3,0.0035518561487176592,,-0.03948942283218936,0.03997701625324225,-0.011743161517032885,,,,,-0.025459856367439745,-0.12186481033498395,-0.018327150061768428,-0.08641865917767494,-0.03154895901319068,0.024946212958338647
