,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02119105393285757,,,,,,,,,,,-0.02224508154772114,,,-0.01600059138038647,,
BMP1,0.057904235721250565,-0.060831538096530066,0.028201510864904026,0.06396039193499745,-0.021716799796911813,0.047678024451782874,0.08855851668227366,-0.02146348224370641,0.014924536468931302,0.003622023427806367,-0.07581445158062455,0.04949359197973658,0.003243869857986687,-0.05426301689407559,-0.09763640031954107,-0.04664207206179994,-0.019130217839942374,0.029985039624603985,0.0671608326142618,0.04350521574552471,-0.007747598713827171,0.057311257828094854,0.050541061327148556,0.02419967517755043
NDP,-0.055056320702351697,0.04444683516615115,0.02529074235667964,-0.023489842293697633,-0.044303843287563524,0.06256833488503469,0.01979767273437246,0.0483302536394273,-0.03094470613659518,0.015869438363584752,-0.023840907832593117,0.003007036929285277,0.009857096761757823,0.05397824592530173,-0.03487827058310212,0.05853680449331534,-0.02286286654245014,-0.01900961735042554,0.04940191994016968,-0.0030649121544731955,-0.024488064599715868,0.030266603054904404,-0.022322528601859966,0.0028170887000244322
TNFSF18,-0.02963946512118716,-0.030027642402391204,0.020159856136176157,-0.02492196259975969,,,0.05102472431791594,0.05350065877182906,-0.012622089446573373,,,,,,-0.06407753656780196,,,,-0.022940959951417178,,-0.03505056149963102,0.09235247603050922,0.06764410028274727,
IL36G,,,,,,,,,,,,,-0.015263924682998808,,,,,,,,,,,
RTN4,-0.05326554694802482,-0.024462079795499237,0.023508243969308062,-0.00549876545328556,0.012893910900881659,0.02393362833932415,-0.12234676579372315,-0.000805966318837398,0.0047370435218922315,-0.02864055448625395,0.1354501585444757,-0.0017855383645877976,0.012291600252076169,-0.0263200962657264,-0.02300452477939133,-0.019520079952524895,0.029872367951397503,-0.01913003461707203,-0.016172758272033672,-0.03454703709973456,0.003643652570202304,-0.002484826318568565,0.05764677604151603,0.006749041368022882
HEBP1,-0.037622521902026404,0.012701676967932066,0.025392793500347368,-0.003574955274534586,-0.06606119490973715,-0.05193659256926233,0.01299306017809816,-0.013607833882476394,0.008132658665644575,0.022858476998907792,-0.07768235677010299,0.05188741628602302,0.03961920685481954,0.012218775671186049,0.021302482074805083,-0.006799920361083946,0.0065885141842365645,-0.00027471106837649275,-0.02029398814324133,-0.06767119794422345,-0.08780936842220499,0.06799487809383221,-0.017661624703264666,-0.09943775285646791
WNT7B,-0.02611144043790325,0.04050792381727136,0.00491543963981781,-0.015480750617120726,-0.004522727237056099,-0.03372311595889381,0.01924504340835854,0.031632474666695554,0.03512427842831532,0.04413708487610895,,-0.025435772334302494,-0.016776812262657797,-0.051877674630657546,,0.11624512492033957,-0.03717873680688652,0.003329417205240607,0.018999667719780042,-0.018890017134329893,-0.035050525154831744,-0.013694696031772117,0.09044392122632379,-0.04681349542980621
PTMA,-0.07146502382251793,0.054790156717288846,0.04866349150151687,0.042922860349296696,0.015122602968113168,0.006100480754974409,0.12462761057221437,-0.02666178237051271,-0.09284020953296965,0.012859881440754738,-0.12948326229619875,0.07267198074060464,-0.01300787880198732,-0.07496736212018351,-0.035349550226378736,-0.07490177275509953,-0.005548800342704129,-0.04988404129090755,-0.017601135118949906,0.0028934322873532775,-0.008256872948324454,0.022501056459115272,0.013713211113327092,-0.006385272590211273
FASLG,0.048015637981548336,,,,,,,,,,,,,,,,,,,,,0.04485034406059762,,
CEACAM1,0.03244188963064508,,0.016358708667590927,-0.011880544994188062,-0.031149750518827485,0.1019966320348424,,0.013715416303083655,-0.01985153968813039,,,,,-0.05130757788160168,-0.03313735929358743,-0.02602542657490972,-0.00029753647990880995,0.07117294732440975,-0.03296376438155042,0.03935017672415038,,-0.00866456098535659,,
PDAP1,0.1127174605663179,-0.007103677919997622,0.025449866306699407,-0.05807034077980466,0.00978304433864446,0.020388597332627365,0.013594169683961103,0.005396118956288653,0.027816430916352844,-0.027329375879054516,-0.029956145750440415,0.035766825685802674,-0.018758357208120063,-0.06117697057534679,0.07015372381805932,0.0190455980118164,-0.06486229161770182,0.030397555011672385,-0.006447511629501572,0.042476501148611026,-0.09552623133581088,0.041672958739477614,-0.02423027836140381,-0.035500413698301404
QDPR,-0.07872490404025036,-0.03355471816744734,0.0010622428286438275,0.0158174265262546,-0.007510063153733732,0.04495043503327622,-0.033273379175420115,-0.07612073634092553,0.00536777958922402,-0.07747910644278366,-0.09838770371157421,0.0824753240445004,-0.03376083807823208,0.0030993420858474543,0.03422246259269334,0.02938679017666783,0.07878570316376644,0.026880716532720235,0.041577386772192096,-0.037870784830556066,0.04706603510696948,0.05079068540218635,-0.0052964194547538,0.022895621024529626
POMC,0.022203358284672837,0.11304566951471069,0.047938685512575935,-0.021109833001663213,0.021866023970257324,0.008017582673473607,0.01699526858916961,0.05624226232688776,-0.014645674462481979,0.007087755762780963,-0.05163648319204793,0.030917396010403955,0.011100170970560786,-0.021619528727131763,0.08656619191304717,-0.01869935039340565,0.0015096115234209894,-0.02285542249635978,-0.022927793686660765,-0.04547132823372225,,0.045677180045324096,0.062184735619193965,0.0037572908113346244
CCL18,,-0.04026953746127877,0.0065199939784013694,,,,,,,,0.022245180591807176,0.04740699716972288,,0.006865570325460143,,-0.01845245534067061,0.030711737193988557,-0.01554463363928813,,0.09185193767130437,,,,
CCL17,,,,,0.046962761022363714,,,,-0.01574220298520926,0.04712856324749399,,,-0.013944028540594235,,,,-0.014780061880507211,-0.02692046143355665,-0.029328855033109846,,,0.025018066665670347,,
VEGFD,,-0.018107310949590977,-0.02363097202561305,0.0019241925061433307,-0.020115019455168266,-0.01350037324708238,,0.007159492171681931,0.032962812512045206,0.016121227862239115,-0.017617906489292984,0.06738654072868187,-0.014944247280046626,0.09125514807743654,-0.029764999817607402,,,-0.018648625343550194,-0.030932889728803637,,,,,
TNFSF13,,,0.05677667776008955,,-0.012453783630970518,,0.05501282338103231,,,,,,,,,,-0.012538366505931984,-0.01466124583700082,0.1017032691177371,-0.015324596375180107,,0.06024578696351726,-0.02411550307941415,
WNT5A,0.022111683255089973,-0.06868760662546093,0.019810141920548346,-0.0481699368458484,0.03828662029351265,0.019571317144337203,0.08333039073765508,-0.010813587899068545,0.008749524577179877,0.03559438824025566,-0.02224588054707326,0.06137004709992029,0.024140516895855273,0.005603942009230087,0.03491675028312498,0.009169153281161984,0.04908665470325391,0.06096132599976088,0.0633204213474984,0.02942481112737619,0.07804890030038412,0.050502828990717515,0.008205331942401502,0.06871227896498959
