,UKF248,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
PTGS2,0.009599595544281024,0.01661357528722628,0.027479118801354386,-0.04421047041311479,-0.06070521176747034
XCL1,-0.018731011772422576,-0.01329870966702966,,,-0.03078739510242072
CD58,-0.02262712639840854,0.003803685086197878,0.020540694553930386,0.036909891839921244,0.0244220164889232
TNFSF14,-0.018873425350981837,0.003059299320020493,0.04011805837100856,-0.03704740384050668,-0.00018807002240718405
CNTN4,0.039763743467360106,0.019326420729346896,0.044814301169524146,0.004740465706244674,-0.047838660987552566
INSL3,-0.016779529570810258,,-0.02197264084367383,-0.02150430975711188,
BTLA,,0.0637893252205797,,,
MFNG,-0.0015997443727513525,0.04103540513771757,-0.03254088631013107,0.046046462242929735,0.030572036328980087
ICAM1,-0.006310484304741884,-0.05576999221494684,-0.024902816267649033,-0.044639315419785316,0.02632614031343412
PROS1,0.019988806592772485,0.028546812207032257,-0.04488926387643985,0.07043918515800812,0.05492323425147691
CLCF1,0.006548889437724464,-0.05677196416911712,0.038534161586833995,0.035217309225986405,-0.004545676966744864
PSAP,0.03407273539729046,-0.04234210047182367,-0.06493888047875782,0.017108298254841933,0.011034763420172561
EFEMP1,-0.0036069161155774373,-0.022981966775151564,-0.003501192659189411,0.03915111612635673,0.01703644948731075
C1QTNF1,-0.04534997313429219,-0.036030768140348904,-0.05408488234180103,-0.00893710172189377,0.06328487525421715
ALB,0.00018631375816395262,0.0008894390828834446,-0.032830851915359775,0.04571256009912651,-0.003915101136353673
CCL13,,,0.11248673743640503,,
EFNA3,-0.010609352730554576,0.010754692424805366,0.016667932821915067,0.00532410749331016,-0.04960960919854915
DRAXIN,-0.05269825347131265,-0.0033378525333167663,-0.022570993516560372,-0.004651103087784769,-0.061736722976539135
RAET1L,-0.013071416496555991,,,-0.02176929672961188,
NPTX2,-0.004327201108637557,-0.012860273277393254,-0.052601280649990215,0.0331001589107685,-0.021546597689564666
FGF11,0.017627537206332394,0.013557068263976653,0.028489984717087122,0.048055034834778236,0.02075216553918753
CD59,-0.017845555448054364,-0.037747544139213676,-0.009792536935403936,0.029463856899490867,-0.06946550912445056
COL9A2,0.013516297067900238,0.07060831000792979,0.034477984492750365,0.07463702237655201,0.003545617337750014
DLL3,0.015254651479236424,0.013371007591429925,0.04347727128693811,0.05891507255847854,-0.04249980255861496
FGF5,,,,,-0.012215234698271434
LIN7C,-0.03817739826851387,-0.011138726107452968,-0.004958328734904093,-0.009158958132610572,0.08344243043525931
GDF7,0.05940574104844177,,,-0.018661701363994417,-0.00639096436508716
PSPN,0.038744672072917014,-0.006876326265668834,0.07317257578231491,0.08842129656918123,0.08807006762789685
ANGPT1,0.06007516493820487,-0.033120771790772684,-0.0023676282188163124,0.09127743378787379,0.0041541588273410176
PNOC,-0.04493935155573013,0.0033361951970370114,,-0.01984493531756304,-0.0302127188575941
L1CAM,-0.005010966554795779,-0.006845215967054282,-0.012013652317548739,-0.08081660369400258,-0.05105384253492227
APOA1,-0.04975562310045034,0.02608169297557814,-0.029869839428398777,0.016366859564894528,-0.010497948103045336
PSEN1,-0.009809059426434046,0.014626649107918784,-0.044853401710722794,0.0008508361164615639,0.05180895065837609
CALM2,-0.0021008817198444447,0.02909533399405754,0.05111350777840936,0.02716946546755006,0.00970208138136649
CLEC2B,0.018036211608175465,0.021931150985405646,0.027754484700729255,-0.0003911513738624276,-0.016359732666087232
NTNG1,-0.046087762299715486,-0.022615477177590822,0.0310832351712471,0.04490019679656456,0.010116026541465628
LRIG1,0.024127186093556557,0.05629179854299664,0.046907035075137604,0.12333065058798529,-0.011572882843628816
CPAMD8,0.024937003588171816,-0.016884880134146726,,0.07680986485785177,0.08673511246311734
GHRL,-0.003927663407033316,0.0241396691567784,,,-0.016529268599824516
NPY,-0.03874444439816085,0.001602296324987029,-0.04438691303872066,0.01828321364296775,0.022471989694772914
MMP2,0.008169416894680292,0.03652758422264725,0.004774050895799416,0.026007326274926967,-0.052852208801684085
PPY,0.009270497550277751,,-0.02500968683349854,0.01705594717913968,0.025118607908212458
ALKAL2,0.12783944658164753,,0.04368103733700807,0.02688691627910189,0.05223316920400512
CSF1,-0.019149543138791792,-0.005844637732132469,-0.05531091679696738,0.02211687277311562,-0.01791064772998797
SEMA4C,0.10792858334091432,0.041268943244375314,0.07887536145604145,-0.03150847211397499,0.038176118156279505
ICAM2,0.022473625448329853,0.05047607277585479,0.013270861922624909,0.04095212712438432,-0.05617246346187332
SYTL3,0.04187316527962382,0.011801270971849494,0.06931957616280089,0.046045891587884906,0.0316078447237439
IL1A,0.0007833935602771072,0.01763873811665686,0.013076237275443593,-0.049169300999029046,-0.029711879730571013
HLA-G,-0.02011378876958781,,-0.050714143133272965,0.014263427221766316,
PGF,0.007331079431392825,-0.01435903724791685,0.05437205141602269,0.05730367978705646,-0.05031173586890634
LGALS8,-0.003317008126294065,-0.04320481982954143,0.03122119795755954,0.014229987866855085,0.03151163091362713
DKK3,0.0006033985519936025,0.03711704153675409,-0.011165473706798924,0.07733131126382647,-0.06401504778721408
COL16A1,0.017727410183061582,0.03524582877914236,0.03282963697474166,0.08480684130813931,-0.027686699099084285
TPH1,-0.014768629186141973,-0.016574698695498193,0.044889127962090276,0.006552038364819357,-0.025654887880974444
TNC,-0.003229380773740324,-0.02363324421157769,-0.028149872315960753,-0.04610403285583025,0.004380925454104122
TNFSF9,-0.02626182460627789,0.06343375708433956,0.07229114673695047,-0.028321610387623267,-0.0009830845820648652
C4A,,,-0.007515885161833153,,
CNTN2,-0.02385568183318737,0.07081929853799508,0.03138431335329695,0.05503843177383679,-0.05818490294247948
F7,0.14872331823027693,,-0.003988651958107085,,-0.02317738957368059
LUM,-0.004738724966366882,-0.007564896755293631,-0.0245326715239731,0.049014681775935626,0.021459969464590382
BTC,-0.013071411051890915,-0.024865243980512697,-0.023331748747142125,-0.03180140687795241,-0.04721993304742694
APOC1,-0.03778969838261346,0.019712175191075428,0.08045593026701174,0.0075637931582923455,0.08066984681758418
PKM,-0.016171920185901124,-0.05010527827161802,-0.0020368020217536222,-0.0694864378703537,0.03709586966387864
TNF,-0.03362036416372775,-0.025335099771451777,0.057693913457840564,-0.021769302667192465,-0.018038770117708134
GNAS,0.0025810613100938217,0.01111263243245084,-0.027548268439035857,-0.009783404308357198,-0.037648883852985836
BMP8B,-0.00784390002329378,-0.008387258397882097,-0.07211954990461378,0.027387763500789145,0.06512452906356199
LIPH,-0.014768625550220939,,-0.02299116540558031,0.06187782384546568,0.00845129151968763
CCL28,-0.02077390894805751,,,,-0.027291863253943498
PTPN11,0.03660343054170955,0.04511728208064924,-0.08500885933826688,-0.023902784923584074,0.06827010463918756
ADAM12,0.019512486293210885,0.03144579889220032,0.03818102466136044,0.05053290093002124,-0.034377279382235545
EPO,0.048470891086532984,-0.017785492945958672,0.009327036209377828,-0.025207179526888137,
EDN3,-0.025726245695937584,-0.01822047966931729,-0.039998770517490255,0.028663647029806876,0.04059121004283097
CCL22,,,0.06616266269468006,0.011814657786550907,
CCL2,0.024690403793122293,-0.046717708517911995,-0.02092788029286757,-0.008283653270568136,-0.005161191844941077
DSCAM,0.01213221245372333,-0.02921467841047927,-0.028162678905306986,0.06586504008329387,-0.006701584727680724
GPHA2,0.0037474975907268817,,,,
ANG,-0.0039291166026636255,-0.0009885829599564496,0.003997388073563484,0.026118432498236255,0.07667267094472387
FBLN2,0.07177415504342634,0.021812572070208154,-0.017232601409163516,0.10021780877179888,-0.03552854837816432
VTN,-0.02791784911470013,0.003171100459033016,-0.028541267476977803,-0.017725180483072315,0.13701587658908002
VEGFA,-0.02867873247347623,-0.06299450684187016,-0.021457194113503195,-0.07773492144299687,0.04003991765715831
F10,,-0.01673044983202549,,-0.030272989015927752,-0.0237489557906298
SERPINA1,0.026084366781242613,0.007716065043626943,0.0046810348454752355,-0.04612132254331316,0.027108251292044402
VWF,0.03117873109639579,0.023265395379125902,-0.006084638419536982,0.04993707818588097,-0.0801955425712935
GDNF,0.11523470939212321,,0.05390963500580245,-0.012721899762202947,
VASP,-0.0048880076415675575,0.03364758111947157,-0.0340724282049031,-0.0012611736225736434,-0.037243952136194414
ADAM15,0.008177217092322789,0.05273396141774856,0.011151247972616395,-0.021762733250286388,0.00873855634881733
WNT2,0.05838660433619208,-0.014408945865740189,0.025847743682620605,-0.02588903603247796,0.007654801701186236
CALCB,,-0.021659476346035347,-0.027105777057019685,0.02599443607592996,-0.02778984504660432
OLFM2,-0.007645993402399772,0.04366016246227463,0.047375473709988326,0.043206805845909774,0.0337610338023838
MFAP2,0.03621467676130278,0.11205261548585804,0.026771152064422023,0.03789061378524726,0.03773053196294068
HLA-C,-0.03619306068336112,-0.03495355277441358,0.016324837238157624,0.0014985034019741102,-0.09604730003203361
THBS1,0.04526788912841278,-0.05521464217502662,-0.0034038557073811015,0.020033236211755713,0.02015945519518325
HSPA4,0.07779002918637808,0.034854071318874136,-0.03453823856749913,0.0038000587892902927,-0.02503374345789749
LMAN1,-0.055085859332591545,-0.0438017949020495,-0.009087439340479637,-0.05371217409128748,-0.013377715211678184
LYPD3,-0.022530115165033348,0.06383694640868716,-0.026121046452765306,0.10017439325521518,-0.026272161059441985
APOE,-0.002198493865809628,0.06647480220512336,0.06572272951839689,-0.0026796204457370547,0.046339415952520585
SOSTDC1,-0.0332698189962719,-0.005905888466047988,-0.006575358656942135,-0.03885969622319332,0.03600699275085519
ANXA1,-0.01733036922832441,-0.0009231362330283928,0.06480445706655612,0.0018336769767659997,0.058551331569260165
WNT2B,0.0033094490636414124,0.08854486229738046,-0.03465081609452646,-0.022558077038532763,-0.029237412493057946
AMH,-0.0007863549463289472,-0.005863999437085499,0.06203385523722986,0.07717070736610808,-0.004458916985657331
GDF10,-0.01709312948110311,0.08027745892646558,0.008850285362926688,-0.01688362011476576,-0.029082862806816257
EFNB3,0.035163286507802385,-0.030066713896651474,0.021607627238995866,0.01864171628820939,0.01837214893856188
LTB,-0.02910884398410806,-0.02554104025637909,0.011513949415831653,0.06392770466011442,0.0023726322397601644
ANGPT2,0.027654298381991967,0.014428631295083094,-0.01351911467093284,0.02796568156010229,-0.09991760076677351
ADAM17,0.0021574595611376264,-0.041352805343623025,-0.0060679440420929815,-0.03064569000261301,0.04031301300418366
LRPAP1,-0.015862947662434228,-0.04991436742014865,0.026512480336581577,0.03692069820265175,0.028642939563531814
NID1,0.014050818613154593,0.03722640582132862,-0.0113174029816297,-0.0141400021993443,-0.0349187011854514
MST1,-0.023880239704942893,-0.059087504317023545,-0.006573072612204063,0.07486858184963006,0.019673292245380655
DCN,0.04603516925739677,0.027350855178877403,-0.003346104350484957,0.0414259252505758,-0.06401239648436906
IGFL2,,,,-0.024976118094873205,
COL7A1,-0.006109707388305257,0.010132414927020206,-0.08752017659863937,0.07110366299075208,0.03496942220635912
CALR,-0.021717217128740366,-0.03276543348100326,-0.10827963608738983,-0.03201825334366737,0.03260483171022061
PIGA,0.02112269454978112,0.010863769300538874,-0.003945692405686055,0.030007742762325956,0.03412603487007715
CD200,-0.008462112585781932,0.07879843576797521,0.0264255258466183,0.03831345944288964,-0.03719456050155871
GRP,-0.027409224298134253,,,-0.023546315833650907,0.24710738420168205
CDH1,0.031452822488241675,,-0.016530847564669528,0.08174466705811907,0.060471004925653625
LPL,0.035601242524924505,0.011054869476069032,0.03858360195340426,0.10511459152053372,0.03486661351193761
SEMA5A,0.05470459005611959,0.05667542567340839,0.008803792469216429,0.055246156968383364,0.006850305392738642
SEMA7A,0.02873555337664418,-0.010760538363123176,0.0482603230701474,0.045342871950428326,-0.07050432553902457
SEMA4G,-0.001919417037574354,0.025924684971982047,-0.004222778593284862,0.007959673593589567,0.01988722477698397
SEMA3B,0.04057570735921489,0.00023141557755589477,0.02137430256253875,0.03593717071737122,-0.034020367378474116
RPH3A,-0.009810284076340207,-0.031190925507290926,0.036466900693774784,0.0785030387155864,0.011436754110449575
JAG2,0.032650953964654866,0.09735192688711101,-0.037056417202433675,-0.0454665279412498,-0.015347740777431378
CGN,-0.03542688149200477,-0.03632492574325108,0.0008468981448712346,0.009277767529570765,0.028349497938421203
GDF15,-0.00978401032523528,-0.013401336291182089,-0.048837912376238066,-0.029986668448897098,-0.01044028659986055
SEMA4F,0.0081669285021095,0.05121953939209562,-0.014113536665734859,0.028932676419139353,0.07012508624981499
