,UKF248,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
BMP1,0.06457301037083091,-0.000520018684011767,-0.00032126091364164137,-0.019856632524274047,-0.0417199609659777
NDP,0.008357018467112082,-0.020339252649908615,-0.02038999952863219,0.07624191437470776,-0.048954816104537814
TNFSF18,0.030398621559155334,,,,-0.024308720833823513
RTN4,-0.0541015311251662,-0.04820879667312217,-0.016068983039019255,-0.07902356682320527,-0.032476181857978154
HEBP1,0.024298253860216047,0.06395520954255415,0.008483414717888457,0.02162749071226669,0.01824428956245922
WNT7B,0.036882354682905384,-0.005079618102364988,-0.009976586308520278,0.06839993834720731,-0.04276319814892017
PTMA,0.006873488143539386,0.024315402655400116,-0.015399056598413825,-0.05573675577437237,0.03481057447460675
CEACAM1,0.0011860364622709057,-0.015610029044807624,-0.029371647936871303,0.0715276291583236,
PDAP1,0.007579925777746465,0.017216553627833805,0.019118561048492855,0.014717697538846084,0.05820119555223084
QDPR,-0.009747291766986216,-0.026647093940685544,-0.004631585902863752,0.07001508386977692,-0.002118570444685173
POMC,0.03283757366777707,-0.005913349079914244,-0.008178141232642037,0.052865918811305146,-0.05819557925906733
CCL18,0.0370694770501568,,-0.002050672368732358,0.06522304913751621,
CCL17,,,0.12801410608243613,-0.03142536708818937,
VEGFD,-0.02265094752604471,0.05822160403397954,,0.09071963038450943,
TNFSF13,0.061847777546770205,,-0.039984536517757206,-0.010184977614040934,-0.026444420878888483
WNT5A,0.027494723496007286,0.0632410311310009,0.005306139581138537,0.023956799088705943,0.09597225400040903
CXCL8,-0.03580499940642778,-0.04458130199509956,-0.0262995671179208,-0.09595066832801236,0.0018073027903088852
GRN,0.04790627908569513,0.050263281031550366,-0.06091029895841162,0.017332234667225943,0.008139593521550834
MIA,-0.008750924997114173,-0.02932691455506659,0.039978891080684226,0.10501009893435595,-0.02431560389812987
COL4A4,-0.0002261034854890972,-0.012534537332890594,0.02064116987257131,-0.03485607073088414,-0.029555644489440203
TAC1,-0.031149326120208758,-0.03897424448454169,,,0.003832197941931402
RARRES2,0.03449673629289918,-0.07623231568459093,-0.015327726962507142,-0.050373292477458434,0.03630858958368798
FGF7,,-0.028595783184452557,-0.0036469666414573436,0.026181231755374776,0.011809269135895245
EFNA2,,,,-0.020690273232709656,
HBEGF,0.02796606863202201,0.019950031280457966,0.04611046634398364,0.005193277330800069,-0.0028857443106803096
CSF3,,-0.04224621352399205,-0.013857837245604276,-0.09777530199301286,-0.031089156367653213
PI3,0.050457345310782095,-0.04581392397916325,-0.02665118863492715,-0.07221195840244996,0.04074224524834707
PCSK1N,-0.029091894386525968,-0.024521818188163912,0.03732922935261222,-0.022848714553259406,-0.01118268277933324
NTS,,-0.014711373043745465,0.0071058830201351265,-0.02520717167696814,
SFRP1,0.024406759046350132,-0.01703801128810717,0.022193767835806958,0.0020024719390603963,-0.038786225733664664
CXCL13,,-0.016884886771857795,0.03227079859367735,0.023931693881726807,-0.02521752893167458
MICA,0.027704717964274622,0.029098266591482395,0.012646046681556087,0.07657649662436607,-0.012442934574051535
TG,-0.03566973590490211,0.005443485012219327,0.03699275964923288,0.008683113174452686,0.12162324053393202
ADA,-0.009685096035965802,0.09779865759817002,-0.01640710196514075,0.03301795584867191,-0.00888594111397567
LAMC3,0.0453995839362742,0.057632323631292476,0.055002066831085245,0.08218729944441215,0.00034812539042808094
CCL7,-0.0144079115528049,0.02696352448774789,0.010617157566580621,,0.10050506741086161
NGF,0.05833338549301233,-0.023894983827361563,-0.03606930822887528,-0.020412161151446725,0.02712181405004999
TNFSF15,,-0.01657469794524636,0.03107111585106569,,-0.03440779572605675
HMGB1,0.018174338493832525,-0.012335707235600863,-0.012921341923907254,-0.0008657499104043441,-0.0008789941563798994
ITGB3BP,0.04674662942021262,-0.008013386433569828,0.04440388767106523,0.03985516862556043,0.0007587639806042216
AANAT,-0.02090368765241857,0.0820569320759191,-0.027398401920667868,-0.027843503901050434,-0.018983000587171273
RELN,-0.004549209491215184,0.006321287953125429,,,-0.017298509167643368
IL15,0.01973386155273154,0.011833771914117235,0.02781840541948872,-0.008574034332001195,-0.026995269985909492
UTS2,,,0.05158434824930392,,
BSG,0.05654423557545521,-0.05004488370338586,-0.02750759766725606,0.03905138491049413,-0.009406440216291796
ADAMTS3,-0.03974949031844983,-0.02929061049074727,0.0657697515910545,-0.01395288636867014,-0.03032347788607487
CD34,0.001116373136863468,0.013963607943117505,-0.004771386822916354,0.008177496302717944,0.02980913112380141
PLAT,0.02486794815839967,0.0014038789649177298,0.036563887387980346,0.0474174591134083,-0.032747605928447464
NTF3,,,0.029799557999295494,0.0011857899672407558,
CKLF,0.020390469085680627,0.048602567472169,0.025787443965167738,0.08317572538727677,0.021444348732927106
CD24,0.012828161411462872,0.02423238730423544,0.021148570081948388,0.011736297550507502,0.0017021834267421465
HSP90AA1,0.010280313151458156,0.02883726851284085,-0.05966249264643589,-0.10997186251797636,0.08090842704374282
BMP4,0.07361766422889661,0.010349911159056835,0.08330614493451094,-0.02552727886985258,-0.05264408902761327
SCGB3A1,-0.014407910112032995,0.023611018384902076,-0.03826420262644817,0.024147836433035346,-0.00817761537215722
IGFBP4,0.04976436231818639,-0.005936699287382673,-0.004439094450379247,0.0010668912431198649,-0.043909312250016305
RSPO4,,0.14156276996085806,,,-0.023936811806631018
LEFTY2,-0.033123830072843294,-0.03186162593179708,0.007041042112227701,0.09532384886600884,-0.02805488885625257
PF4,0.03052474580926586,,,0.06955831729003409,-0.018751059145184563
ANGPTL2,0.0049148588617915,0.061496005361919015,0.05581281686741515,0.04263664959382912,-0.009106722656639586
LRIG2,0.0010653677124181982,0.015975232653922165,0.07216987343574668,0.024109139016186713,0.014224641739003915
ICOSLG,0.02177578498643763,-0.012884993084302758,0.04411876613523984,-0.007014341412786656,0.004324295306592517
WIF1,-0.026892710215552115,0.05472190744273698,,,0.0253217523524011
NPPC,-0.03580993770216796,0.011832211140212948,-0.046622255471551084,-0.03588128776527796,0.04787667470070578
LYZ,-0.023755796670631497,-0.05742191710113627,-0.005429851610187796,0.030938329054384123,0.09104248827979716
EREG,,-0.028886857049917954,-0.012309876265878738,-0.004586087230871882,-0.021588023754673502
SPTAN1,-0.009678663786404668,0.016892936780690048,-0.026919132501432356,0.007067611566041295,-0.049068558370954224
LIPC,-0.01829770262481384,-0.019873856907624176,,,-0.02924115431790988
COL8A1,0.02756934653769041,-0.01887876530516878,0.007219520329498557,0.0945328234702366,0.016394381918340493
GSTM2,-0.04133552021933223,0.023671073284465313,-0.02498245518685515,0.056931568796306925,0.014479028314352988
SPX,-0.006979576997065235,0.024210600397087296,-0.03148853585752869,0.1503440436594874,-0.012123615249299186
MFGE8,0.012943240888939327,-0.006044003368715972,0.01756035076376502,-0.007641433800328957,-0.07167196277792753
TGFA,-0.038084052913187,0.03411249146295156,-0.03565311088739348,0.015500105808738646,-0.011521984621743205
SLIT2,0.02838220158637773,0.04521321289326782,0.002429303604198563,-0.0019557402140639607,0.032384901569588634
PLTP,-0.013921977388089018,-0.014918502222631332,-0.03967240884385836,0.019592872992399844,0.032555942085309875
APOD,0.044720935548940806,0.08078011881614398,0.009868933946343864,0.06617484242398007,-0.09013731246580979
B2M,-0.0031599435702960622,-0.02930384331733655,-0.014240327157638448,0.08264305146051593,-0.03341220961292818
OMG,-0.03894866235284936,0.002336016699397462,0.07069421991091103,0.005919610288741102,0.008144123578218502
CXCL3,-0.03690843509631118,-0.008266406471389019,0.02305278721845198,0.011814472554697442,0.033218490501892704
CXCL10,-0.018326974568523162,-0.004432428249299388,-0.03225001714296802,0.08698814175475905,0.12920583589349555
RSPO3,-0.019571315217356743,-0.01987384465441648,0.004126650998420554,0.04177222167836325,0.02137290006754491
CORT,-0.04272460510379392,-0.02411991114459459,0.05525197815296826,-0.019844933158494782,
NCAN,-0.009155735661238807,0.04219110133915233,0.05453741736445242,0.05795561315393242,-0.02034873514834086
PRG4,-0.021667778303150753,-0.014229601421795034,-0.03420659077699362,-0.001418302541330473,-0.026098919737105562
ZG16B,0.0802175813798153,,,,-0.015996576555937312
TGM2,0.03762436968669453,-0.0022704786910411117,-0.026246828941049627,0.01870194666717392,0.005361470199030227
VEGFC,-0.027511555196296413,-0.0049045016343430645,0.0054037480071928885,-0.008399552087470893,-0.02460710553377829
WNT6,-0.023246846774799355,-0.0196070208108002,-0.009559126528763253,0.0620511312951557,-0.016529262901562758
NRG4,-0.01327019236639768,-0.020268206384268562,,,-0.024857476163310743
PMCH,-0.015294610849976159,,-0.03174416474314526,0.031523320324011554,-0.03183357564936529
COL9A1,0.011949520937919355,0.007016904365525006,0.06397670722465096,0.04157288902491474,-0.03970410175193436
GDF11,-0.038753716755040746,0.08902810204247193,-0.0026490473852719717,-0.03075505664545477,0.012025581442030598
IL24,,,0.051076260741015136,-0.018661695451591437,-0.027789831424174016
SORBS1,-0.056625434089039764,0.019828564695207947,0.00453637695771118,0.04824109633555385,0.08620289818480663
DLL1,-0.03736450612778351,-0.0033641166288263143,0.0777754704271086,0.07363273658041256,-0.036961795322075414
TLN1,0.015463025969636614,0.01642517050879503,0.008749133630369228,0.012816429523391433,0.0198810813766901
COL2A1,-0.004279371483781242,-0.01270919272573068,-0.03489822827385544,0.004826981850358464,-0.02239525181093206
SHH,,-0.03221866343951123,-0.05328174773092236,-4.625878081106226e-05,0.0005453808388745757
PON2,0.020145338320408858,0.10117196235541813,0.010265737903797124,0.0755636286392527,0.04744400807083207
ICAM5,-0.03883231689187527,-0.0337047068465995,0.05942323859102353,0.0016403692753464297,-0.027341531420615687
HPX,0.0029769263430520733,0.00660293120229327,0.00990542719978182,0.13107986622994441,0.023610307157876778
SFRP2,-0.019155354890164306,,0.04023175102513895,-0.026414110621715555,-0.067363750193206
CFC1,,,,,-0.02199495526627932
CD70,0.05883983323753393,,-0.009378306563838028,0.03888641853981685,0.04893439899494397
HP,0.022853856507549578,0.00772723406079543,0.002260391612188071,-0.016798832209502637,-0.06557844922648046
CXCL2,-0.0008238018777763515,0.06985793284107573,0.010467353021307687,0.023144501641566513,-0.010388339429204486
NPPB,-0.018587598508504034,,0.01798664953995662,0.003395869092829508,
CCK,-0.009611619975287639,0.021345095172641545,0.008652067928435895,-0.009519373873002253,-0.06951351080329858
SEMA6A,-0.01118622674025048,-0.01434063227208495,0.015425929065944479,0.02024316095629877,0.05793183609917787
IRAK4,0.0013173841426368385,0.009255491484063566,0.057452681840940455,0.0393471528307353,0.016118405116613287
GSTP1,-0.017892780043313773,0.048147667507169305,0.08162103704031702,0.061730486637916075,0.05126921249087166
VCAM1,0.00878475926559025,0.019885925403141134,0.0022078456962750827,-0.016270468838283893,-0.016160832140969705
NXPH3,0.03591545581532621,-0.04616689114002471,0.05921601477273894,0.0297686265037357,0.01757011671729223
MTMR4,0.00827140667090785,0.03242226573542106,0.011554552593487852,0.03596802487594861,0.014737206174523133
LAMC2,-0.014589321251056683,,-0.02909725881549964,-0.024508042499201646,0.12744545908031552
IL10,-0.03082563218538582,-0.0009783882638090449,-0.055383146044309675,0.001759946819164357,0.058960591107043527
SEMA4D,-0.04280415107514494,-0.0023836028322234888,0.04489388714924155,-0.003653327691504992,0.017521600244241237
TRH,0.026590617352275907,-0.012506809207661305,0.04426823279753369,0.01687324912822738,0.026195020393747367
SEMA6D,0.008533914950426685,0.04213500208516295,-0.011398854842698558,0.0004372810927627131,0.076689043797797
CEL,,0.021159619388524797,-0.035841090156268636,-0.030467692426307213,0.0549289018799873
PDCD1LG2,0.007509756428147073,0.06654859612482326,-0.022783826056135246,0.10025943625341678,-0.005586756263541892
SPINT1,-0.01874102808988889,-0.02213217188402289,0.011224669983557041,0.04447485225353906,0.10156296345981254
CTHRC1,0.008776032936634459,0.025751324224480055,-0.00626322208985613,0.0797842813017144,-0.0423128112911967
PODXL,0.015831918331654028,-0.03202533710297636,-0.04859345711284991,0.02051743821201678,-0.016264222990837986
JAM3,-0.04569549157901736,0.06647696511474949,-0.025517205421981656,0.01692522067372152,0.034242006121485966
TGFB2,-0.028798195196896872,0.00565507816574179,0.01091017687410965,-0.0029967611168826877,-0.023068631805699888
COL18A1,0.02308636794237129,0.024231834708667934,-0.04593505192906146,0.01626308193777707,-0.07566273652642382
NODAL,0.016539080300309997,-0.018021810874103247,0.016765189851111924,-0.005716402354821722,-0.039096878712846846
INHBB,0.030181793829191287,0.006348630968690996,-0.029870501594739855,0.014318200511574055,0.016104836621745187
LCN1,0.12264073516206937,,-0.0376332281769422,-0.021769310996306745,-0.016789640485035787
ARF4,0.028355011574166318,-0.036954064906045934,-0.015912829398436183,0.08882882575870721,-0.028094838367372043
CXCL14,-0.003835427783400299,-0.005136429037615806,-0.010710560907497958,-0.03627521010711971,0.03900384178599085
LIF,0.007666590867675647,0.008474914870583493,-0.011832923904146704,-0.0784534253665755,0.061856391606161236
IL17B,,,-0.032748870255784594,-0.0229808050990248,0.03502485452422044
MMP1,0.04602898940584222,-0.01250680647933695,0.050734070518143076,0.012553744295472,-0.017721267842224803
MATN1,0.10239011538806245,,-0.026999512508326388,0.038618893208333956,-0.017299395579616007
ADAM28,0.022580303477216096,-0.047583031122267735,0.023871307187364396,0.01364239381859654,0.08086866367281252
TCN2,0.06300205063023652,0.031244621324606148,-0.009102744003571691,0.026102286241162627,-0.04925372797048355
THPO,-0.024960223957040863,,,,-0.025924717144032015
CUBN,-0.011245648267602468,0.003559781609267881,0.02187820464775999,0.01972812341356231,0.039225901242835974
TIMP3,-0.05801641301822625,-0.014427101441170233,0.0019638123714865352,0.05471924511965092,-0.07408839752925225
PIGF,0.013469023628208525,-0.00787561028338008,-0.01042876455818824,0.04607237806683737,0.03247621241818256
CRH,0.080662945327562,-0.012709195057663188,0.011445466028743781,-0.0031060695837962986,-0.037888406818045166
BDNF,0.08735178748523685,0.026367214067333826,-0.01986788470823754,0.016469497994270315,0.004227099387930988
CCL5,0.046575317543959056,-0.03676226353221159,-0.01598506691716264,0.034679726794913115,-0.070820900091389
GAD1,0.020798015176539463,-0.03025363592948809,-0.016482696995851795,0.06878763313044056,-0.11624492330720501
COL14A1,-0.002916536082113497,0.04489941256721077,-0.002262472938961873,-0.020051005114263425,0.04311367716526777
HLA-A,0.020418561450764844,-0.055218182819461246,-0.027545181872799272,-0.046451267899592856,-0.06283414009555882
CD5L,0.023250598554817897,,,,
FGF18,-0.015466191989842152,-0.017340554865789157,-0.038717009058046065,0.025333690638125426,-0.023748947241898306
ADM,0.024743257519960215,-0.038412901154085716,0.01176605814973812,-0.06325807601974076,0.02389086912779432
CCL15,0.04335029729787496,,,,
GNAI2,0.02987856662985567,-0.037789539606316175,-0.024998408378547925,0.018857396980241598,0.039978893986157935
HDC,,,,,-0.017299387744883477
COL11A1,-0.0013084895124305742,-0.008287850307680368,-0.040491622930825776,0.045547953162866375,0.0779958265494658
NUCB2,-0.0022090546937765655,-0.04453168147230332,0.02267739881081586,-0.04454146923067603,0.010479885909973166
FGF16,,,,,0.09757396532972003
CXCL1,0.008353408367304622,0.007489496904643343,-0.009608680417853151,-0.02968614892482647,0.029367216026898558
VCAN,-0.0016403594594044748,0.040129681217353684,0.0016361967026120993,-8.204708939170908e-05,0.04804277890297205
MMP7,0.008001375410686878,,-0.01572582948398089,0.02600548365354182,-0.05510788670077717
PTPN6,0.022827935859310203,0.04499811456034235,0.03052758416810686,0.05799509046022784,-2.091750906437064e-05
