,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
VCAM1,-0.0016543184119118682,0.05683817212690286,0.030190966584525504,-0.027013485667121518,-0.07791338990980429,0.07313901588004024,-0.002563955849325886,-0.03359551404742575,-0.014039716078784684,0.05453539813719428,0.02964433886197478,0.046865562701814564,0.037185832269665646,-0.05170724185164839,-0.004873334437227664
NXPH3,0.08277046155723987,-0.028410379646502403,-0.02376564463234917,0.00784117057111173,-0.0360552285332107,-0.05424483100470505,0.02819458529439913,0.1333158819713231,0.0073752042663151164,0.02422477245416826,0.018287910674009984,0.08816313294911726,-0.018046065998919072,0.03529753703830221,0.12905338730763577
MTMR4,0.04056948265264178,-0.0021847896136050005,0.02177130585939943,0.004371149118755824,0.05898361552136409,0.010807519245272984,-0.01752309592819368,0.03350161508328558,0.025483443964517374,0.010663412361802935,0.010729155186298434,-0.012328039449345875,0.023520902279275044,0.062456168992323174,0.045743480058390754
LAMC2,0.0043824155748986016,,0.0615574865625761,0.04914570515457113,,0.12066123645265373,,,,,0.012375416394127309,-0.012420912503603334,0.030126999647577566,-0.0468360007959666,
IL10,-0.0017780046787033103,-0.020512544667966155,-0.019413237627651493,,0.04873414722045008,-0.0003822384453728229,,-0.01794751909336219,-0.018386065444659563,-0.015028326021540762,0.01523710603927911,-0.030930613210950794,0.02956054319741443,-0.017950183387326048,
SEMA4D,0.022186682024793576,0.0313618601105351,-0.02359502230977609,0.022439403278918794,0.015593475260105011,-0.009811079172895547,0.0478230295810708,-0.032409523316310265,-0.049793197046793934,0.08438144999123072,0.018787828817055274,-0.030335375845602412,-0.005194338487032469,-0.0033518302048805584,0.04902114119287534
TRH,0.004763488404300517,,0.045844866736190246,0.015516933206459346,0.03850606137435512,-0.029037984982292327,,-0.011454316968320144,-0.06691232765450572,-0.07611741894632129,0.10466625492049093,0.08956418049907063,-0.017325829482179346,0.02107665294986045,
SEMA6D,0.038923410452304956,-0.0047421395744782786,0.02478680288324387,-0.08999029945903796,-0.021570170805926134,0.04538697514036331,-0.009312688935951146,-0.004144668033316847,-0.04741905978709977,-0.06608593960809192,-0.039046778808375156,0.0038792535112743727,-0.02111240653264662,0.015374575771021236,0.013717689671067861
CEL,,,,,,,,,,,0.02335518889882524,-0.007263027417216876,0.03071415675988942,0.014513760171596812,
PDCD1LG2,0.06938608405268697,0.008712491353333044,0.041218897251498264,-0.02784267886050529,0.003608779517963562,-0.03600298382092868,0.010299707865801313,-0.018109939691005845,-0.020639032361576857,0.014545019591198055,-0.03381765302944847,0.029987788613273073,0.008139270960401622,-0.03161070145041171,
SPINT1,0.04972813960452891,-0.009951856217911512,-0.03203004889777395,0.007225290713632234,-0.06720272302801192,0.0340131799820209,0.044812887361113406,0.04654251788084584,-0.0021490529227718882,-0.05207706530498375,0.030728068663696484,0.04591058558209532,-0.0008100357798762893,0.010495206880551016,
CTHRC1,0.1231554931391023,0.13029206437313207,-0.006484849932103647,-0.029513232442817013,-0.02290772449845249,-0.03853710354347778,0.036512264099390755,0.05530197310843182,0.0038329551098618764,-0.10673933652667907,0.0447969676621618,0.03743211941689747,0.11696842001872546,0.0034153763750445583,-0.0024799594481940473
PODXL,0.10830619983342958,0.025357995178104043,-0.043063394063647474,-0.03405865850478201,-0.04140377211842811,-0.022607925728027962,0.018379898114410438,0.0022493080871973524,0.003724633747352667,-0.0578016728983796,0.08332443886602388,-0.024432903730267852,0.13027600420230828,0.012614696001960836,-0.051545330562116916
JAM3,0.051233686136300374,-0.0015386907535126833,-0.0015189004681068694,-0.033988447528924784,-0.11481244603881997,0.011834728363567443,-0.0030870711349471557,-0.06171125316940325,-0.0032104246312158486,0.038530719220778976,-0.057214666560815086,0.0064845753096869855,0.0037352261693207635,-0.0012392870730236745,0.03560366728128766
TGFB2,0.09419686503932294,0.018464754637327236,-0.037614072880536156,-0.01553867011114492,-0.06361909291073488,-0.034710235024265394,-0.04799993650269568,-0.0005643058040899129,-0.01682279550462324,-0.08123958526049642,-0.003880356324401909,0.027784252567858807,-0.05336428025885161,-0.05062501187805552,-0.009225332146273215
COL18A1,0.09717901190224386,0.005911068299396448,0.007192946619253619,-0.028001610923231075,0.004540700970766626,-0.017407575495813295,0.040217479194216296,-0.046044874130671036,0.028305488402894027,0.015053107964777067,0.03200492674992852,0.032768990458134375,0.145944821145918,0.02649962697616179,0.001489094259948788
NODAL,0.04304530428615406,-0.013793702793288024,-0.00797480856859158,0.011842539024640743,0.014375166730202933,,,,-0.028237613255495498,0.05267223422232589,0.0008214299231699726,0.011844790407478732,-0.006593868615873317,-0.024058915981289043,
INHBB,0.04933808322268098,0.01899563219252432,0.03142461957768986,-0.027835744648126805,-0.03979267311347288,0.03887635416627691,-0.06200130854737367,-0.0708397964680787,-0.013234398806475393,0.01942302846208392,0.05763975951581286,-0.038857121011158145,-0.03369927354376977,-0.008412608042761121,-0.042253921436043375
LCN1,-0.023960252938524797,,,,0.011270053463817029,,,,,0.039393578775606765,,,0.0761719814813658,-0.03285145860630766,
ARF4,-0.02041069109882351,-0.010749206022455953,0.046466901643627656,-0.05951258709912539,-0.0560593874182739,-0.00011564789434476476,-0.033917718622596994,-0.008139046472728326,-0.021163058372243745,0.005709557974799608,0.00653181478074114,0.03814903568516499,0.06344735605245229,0.04219859113515567,0.006862838831649298
CXCL14,0.0040286980171887,0.03156121367857525,-0.008294562867360475,0.06807274763966926,0.08887082833846693,-0.025531295141098413,0.03974344341895275,-0.024865971917454953,0.004884868105545413,-0.13799011309824435,0.0073050090264468286,-0.024932979883658044,-0.06705030777757744,-0.0004950676540230268,-0.050950696751575555
LIF,-0.022018876681930515,-0.017455139609302235,0.04458269063406476,0.01990301188811263,0.009341472858091546,-0.04695179439614475,0.056861119769622444,0.07843095943034066,-0.034016417112594094,-0.04881682855794798,0.04851918799612427,0.008879072033150028,0.04705808756509912,-0.050505527467684365,
IL17B,,,,,-0.008126525762533048,,,,,0.04394928425534045,,0.025240351032887322,0.025658527206522248,-0.007563725375773053,
MMP1,0.05021158192672885,,,,,,,,,-0.028937146669986393,,-0.012796409648564957,0.11202847344316161,-0.07713029849476762,
MATN1,0.04604761178095591,,,0.16642770069980783,0.06312537944943392,-0.011265181275693866,,,-0.016723855410709604,,0.013375801099891067,-0.018212275544688773,-0.021071910960370904,0.010065999266411762,
ADAM28,0.1062939951863782,-0.03321676668387547,-0.04009975393760457,-0.03981463178097199,-0.03291432782633617,0.0014320633361127701,-0.05287361962578916,-0.06713614231806744,-0.022398150185106724,0.06276776323320735,0.026567492113118093,0.0063014498572735835,-0.00427184519287738,0.024998878267399605,0.10637986051900031
TCN2,0.11352460816413472,0.00605370818522596,-0.021326594555597704,0.026455844627556308,-0.020379420976988364,-0.01679292706670727,-0.03918656835177394,0.0067825770139650484,0.0268588116845305,-0.03120232195273855,0.07659516484126269,0.01972162032095204,-0.018872919913946098,-0.04082173693567571,-0.06779176002066956
THPO,0.04072522212872862,,-0.02920163359281554,0.008526903572445335,0.031903793647329405,-0.01086116196698397,0.021967297296491942,-0.04264445243645858,0.02262097833146773,,,-0.015798305482072627,-0.02281106753032744,0.05051715073291311,
CUBN,-0.006353226828742077,-0.013700420373216707,-0.011703073083367436,-0.03315798277029218,-0.04413280880488491,-0.027825696024656194,-0.048645710309528696,-0.02377040044620242,-0.02732179459943775,-0.04021926929548367,-0.02919318157933333,-0.024370866397324407,0.03714228207644914,0.06182014231661011,
TIMP3,-0.018174160123780116,0.015424768248673297,0.0030154443382619327,0.024766216880457194,-0.053605097559519276,-0.046924091201384105,-0.058153931255549705,-0.011080409553285285,-0.044358680339382124,-0.020616874556638503,0.03949135132855472,-0.007437110268435781,0.10866064137400337,0.02074933682757375,0.015620975928470827
PIGF,0.06475101058767671,-0.010184744921373877,-0.02507697113639505,-0.030334586844495186,-0.0531492823817816,0.022493160525851964,0.062152189699222066,0.025219574768710135,-0.051902329603642765,-0.1284675654346159,0.06229621081729177,-0.038442057232152126,0.021362181332759394,0.035474903982870544,0.03617649188440234
CRH,-0.028072288989435493,-0.017311060633853896,0.020287857441491846,-0.028576325697401136,0.033003778730157945,-0.017734024920571086,0.044325920378486705,-0.027624741180052242,-0.022873929343235108,,-0.04423225258412799,-0.02593116783647724,-0.025981136282833488,0.041640142712131664,0.009805673364197931
BDNF,-0.0432315886883382,-0.015485762993376043,0.0022401635796393034,0.04426382596496491,0.13450305065443446,-0.032370705270636284,0.016364335345857465,0.019958860059104466,-0.01883535866114358,-0.029728644027246127,-0.0028536831637954755,0.042820450900001944,-0.01799930598854435,0.030163910840400415,-0.015983009760803944
CCL5,0.05011844679822157,-0.03318650328995391,0.10287756815247764,0.03884778848675441,-0.02050721552382277,-0.014209441425985153,-0.058776037375917474,-0.06272564069355958,0.05370668006701288,-0.05193723063534231,-0.06291318720240105,-0.03219924222049338,0.0701836568104825,0.02057241926106426,
GAD1,0.08678795565945312,0.03898130079720536,0.0777388224551458,0.07922026031194906,0.09376218674757726,0.10128648255460672,0.04042196235351279,0.052256770442536474,0.07258839872837163,0.007998959531719255,0.08679554421325214,0.018560948379148557,-0.01861347197536432,0.022356793988895146,0.07849318203255187
COL14A1,0.011188084792029792,0.008710247109221097,0.05960200907888364,-0.03537354044971722,0.025097968372030936,-0.0003540425735659333,0.06221380284223334,-0.02865319292827998,-0.0290920441114463,0.017925523260184976,-0.007829951104946421,-0.01029273118300465,0.06471847051000461,0.03303723208743519,
HLA-A,0.03940015564454807,0.023480826404756395,0.06309683410091968,-0.036694066282458235,-0.08560732531410704,-0.04876311782428794,0.014978533462206253,-0.06865035778440186,-0.047666319330881925,-0.01671829340650354,0.022855169053473734,-0.061642813350190284,0.1128286261425196,0.018351116931562668,0.13559973527549904
CD5L,-0.002692044998712572,-0.0362922640850006,,,,,,-0.04503165389825936,,,,,,,
FGF18,-0.02540034469834933,,-0.012898952956042039,-0.029885328695033145,,0.033542503425353136,,,,,,-0.02211310643707562,-0.017325830872217052,0.06770725288894,
ADM,-0.06597174550127782,0.0365905985860338,-0.024996018907134866,0.011904179764836565,0.0006654397433255099,-0.050362627505210686,-0.019385894297608335,0.022477143052581004,0.018273004995843695,0.01854865359266763,0.09071285911131324,-0.05814733205735087,0.01010506615493124,-0.016633355763612086,-0.03939660071856048
CCL15,-0.00020863636820169128,,,,,,-0.009121411256070409,,,0.0052743262781567895,,,-0.015026691770413334,,
GNAI2,0.02450874003802789,0.05104538462346516,-0.03678341273972538,-0.06317483870735896,-0.0903727918446295,-0.015723727068131212,0.011654187510416988,-0.055169818925703926,-0.010940698826387913,-0.025404604170836904,0.0005483989915676241,-0.03932174815468226,0.08251981267158093,0.00948065849604645,-0.03349785184534201
HDC,,,,,-0.06344736733967277,,0.0178029605634148,,,,,,-0.006230114855224648,0.04253969672527575,
COL11A1,0.04136281869047832,-0.03624470752368953,-0.036248375678310685,-0.04961775650251861,0.019282269166086594,-0.023054440627156222,-0.04626555059670256,0.045997852313678235,0.008292698011215618,0.026974067673454595,0.018128196118079393,-0.016777581386881298,0.045252448038347375,0.0045779468160334685,0.04900312711349519
NUCB2,-0.06754361429368194,0.029888266426982925,-0.010482389757828062,0.08528091650795598,0.049891070865666104,0.04335857380213124,0.04340710237334599,0.041204600953175304,0.05204755507104255,0.036471150316052955,0.009004920902880943,0.01164808969690421,0.05305975353984601,0.01510755644146095,0.06962114337507366
FGF16,,,,,,,,,,,,,,0.0453864442580445,
CXCL1,0.04524380629163729,-0.018570628148688578,0.012803096466338442,,-0.07792742356319379,-0.0029314707087249228,0.0014066245742771599,0.004553533289997687,-0.02268792745447052,-0.02622380492589032,0.015706130839012032,0.0859207739686943,0.08180079649924735,-0.022548660997504,-0.01699537062307933
VCAN,0.016395225158074088,0.029574634518916364,-0.029469752755324326,-0.0564717439615789,-0.037285044124134546,-0.025952663410909217,-0.0026001817081035125,0.06590338273683714,-0.0440993974874351,-0.03144221647613036,0.007549749595699847,-0.014879492316413561,0.08517996806662413,-0.008710223424348733,-0.002327536839317224
MMP7,0.06618467935014515,,-0.02564399590010629,-0.014568739195637153,0.0384953222803815,-0.011125454233024868,0.007213572840727588,-0.037158389042072706,0.000862226763394373,0.03981267277643628,,-0.0312498328326629,0.11182416398156661,-0.022129628976689474,
PTPN6,0.03765801657511336,-0.011989807596894091,0.02507529870672754,-0.023184291008304072,-0.042662815168033136,-0.0018781229352036858,0.01676479627524082,-0.08268268822722093,-0.04484539643063947,0.010465419595218623,0.030450753638981188,0.018207982577517663,0.0967265213698275,-0.04156793419137736,0.10966423859381447
PTGS2,-0.05650592971736715,-0.016573311478536933,0.037975882879654754,0.04519100038310845,0.13070919699917036,0.024209251449846952,-0.02484456029620597,-0.017101095098067044,-0.03860274274053688,0.01235865106746701,-0.03244303552755826,-0.030352586447474274,-0.04185477118030354,-0.0015631653977626718,0.02833178447526719
XCL1,0.03715053998007272,,0.006575587797652384,,,-0.018273142302486844,,0.04216795417780664,,,,,,0.03711382413437692,
CD58,0.07400211894995165,0.013923230521706414,0.018540004640856273,0.028947756746525957,-0.04677915304003703,-0.050731772974534704,0.0030271660165842895,0.029067248014808342,-0.014900765454017587,0.012918460739945958,0.021770346917876125,0.014733665261050268,-0.009104704783621664,-0.041263591214340735,0.0128995847899946
TNFSF14,0.002479192390397862,0.048250968487197794,0.0008001933435938102,,-0.021122216949848754,0.05351560825297123,-0.022674149541695433,-0.044413577852718655,,-0.0312082487712935,-0.026169633826946724,-0.018477343962326788,0.03160777856822701,0.12094988479408122,-0.04962258653376445
CNTN4,0.026468157618756306,-0.015161641444196548,-0.013411643062634714,0.04839292205286902,0.08750222810129081,0.05309594360938594,0.08588836239129224,0.08834806160122775,0.014226268013652685,-0.029118885320968974,-0.03293293890533513,-0.012316448944588249,-0.025568850523741766,-0.025613567397110442,0.125407234645746
NTF4,,,-0.0017161079657440532,,,,,,,,,,,,
INSL3,-0.015224044511632838,,-0.012898950425987704,,,0.07283339676368103,,,,,,0.002136591584779286,0.019330616889367904,,
BTLA,,,-0.02047455437458282,,,,-0.028955664478260732,,,,,,0.1450039237628164,,
MFNG,0.05445673059777897,-0.003057795215044773,-0.03464757180907421,-0.02671048693670414,-0.08798226289167055,-0.009268801172775567,-0.02761749237147073,-0.024652230489809034,-0.04820289747566398,-1.4986564672872172e-05,0.047001041872617236,0.014322934420023031,0.011808014222873897,-0.02614356661437818,-0.04876748261797541
ICAM1,0.06698808234795318,0.0055941947086658485,0.04878134160329582,-0.03347567198278487,-0.03425546784420352,-0.024591996602754008,-0.01731703341962097,-0.013972406403583723,0.014404092504653741,-0.017627587005755556,0.0644374676792762,0.02531439413310348,-0.047250038856033426,0.026094563853030307,-0.05270410267533076
PROS1,0.06328484049661276,0.0009169448803797385,0.00213063427568907,-0.04248800075918995,-0.05232879192737875,-0.013264560050475752,0.015618715629579663,-0.06179796739190251,-0.003819907815475313,-0.060356277266877964,0.010998843072735133,0.01117776678773559,-0.0583559301612943,0.012868644509076922,-0.019575503140064114
CLCF1,-0.004267488045361867,-0.023945478939519628,0.023369613950110425,-0.021549617802748257,0.0421080935219181,0.02215378415354419,-0.02024148160974181,0.03318224811479136,-0.02031533095622868,-0.0781247050789639,0.05332591117232763,0.006485608982871005,0.01374820336523528,-0.05069197003559436,
PSAP,0.03335297760225246,-0.025323954093937423,-0.006197348695030095,0.02835546295151653,0.0743960342855548,0.09636847872762612,0.007202875303158311,-0.026421584475307996,0.04329524159840447,-0.1264084002406448,0.001010572873154386,0.0071760577818594335,0.020626186270017364,0.025246876595290464,0.07419996393850713
EFEMP1,0.046743213604419555,0.09441401289974302,0.021065994514852117,-0.0002297446734429555,-0.06843060691117532,-0.013162346097339787,-0.050885345183054875,-0.08484480671132924,-0.055971164190025444,-0.11934504853174445,0.00469416182717612,-0.07091081664437965,-0.014828272331783457,-0.0020325733978825296,-0.024931562173886358
C1QTNF1,0.007575588507144168,0.045335983032211515,-0.00978944529712555,-0.01928695739487981,-0.0436384878228705,-0.03789768238132385,-0.012330444635869174,0.0459631836352429,0.03126981244911417,-0.08259666689468739,0.03584129352751646,-0.07414505781276516,-0.04850143490103536,-0.03763767922909162,0.006193310614379858
ALB,-0.011056671954242266,-0.025549901824842666,0.0786355211087331,-0.033599883752434875,0.10591185069422163,0.06496030705329285,0.08515712348901781,-0.029956091277599153,-0.01712005161872082,-0.009527970599024353,0.021227038156396906,-0.03093061240411419,-0.023265340949609043,0.07653820986547302,0.05489300416986374
CCL13,,,,,,,,,,,,-0.02072617877121072,,,
EFNA3,-0.006890670944455825,0.03237478935832487,0.020174370674628742,0.10836930508716777,0.09756306118555867,0.026994431539487062,0.06461941530290549,-0.018668223860433396,0.05112499853211491,-0.0004216661906964571,-0.016328653479073856,0.06621004535214732,0.005146031715639697,0.011631933143859019,-0.030789319650586778
DRAXIN,0.011929795148888037,-0.02690305594919773,0.03879897079748899,-0.03799114282001439,-0.10206604034671282,-0.06843035735450867,-0.020678431331993916,0.061693329920010025,-0.010632399557708795,-0.041924845765089085,0.01861137218244611,-0.0010398780495043814,-0.001993193806817573,0.07774515596954448,0.09214019859088138
RAET1L,-0.02146737121369463,,,,,,0.04553079337605203,,,,,-0.022448247916470963,,,
NPTX2,0.05054934003568778,0.008240137445505698,0.019327662478424375,0.09749173252530345,0.08877299540639134,0.07807764014578991,0.07142529322454419,-0.026855176387077087,-0.007723990737739286,-0.00019618461373952772,0.015123042155246869,0.052550405944833435,0.0735164057066832,0.08020707242931419,0.02152260553689148
FGF11,-0.03347058101363378,0.0037111596212164415,0.00955672977649167,-0.02028097758815423,-0.01701363272935122,0.005571295112040724,0.004409565879346747,0.06548802987296354,0.021846622004324207,0.030964056693841373,0.015654108735721168,0.010518045835751102,-0.009515978613359307,-0.012796181791460299,0.03571426889889008
CD59,0.12172931431715041,0.0024418842791744414,-0.03690529001033892,0.038908948437276304,0.0838253702758891,-0.0010579641098354665,0.006477427343935218,-0.09094251613996532,0.002400157419695343,-0.03922495928285894,-0.06251098489224288,-0.004250437032543736,0.09792665319566483,0.07068772268030168,0.016191807283324443
COL9A2,0.08253451514746085,-0.01376483009352857,-0.02854460009606329,-0.07246379345501344,-0.05617413881087868,-0.03257411832816443,0.038018211482499016,0.053164696524027374,-0.03377859617272914,-0.07594321195365493,0.05042976612121146,0.03514848867633151,0.011003800704756275,-0.018130632240702254,0.031005984450003795
DLL3,-0.0017296750103031361,-0.0049517903404280575,-0.04035829484814335,-0.0005348979707044572,-0.048174021630011006,0.035442758988288615,0.1019611077814565,0.006959854297437927,0.030320196833242434,0.05710005489130383,0.012764095733596586,0.023230738422761424,-0.053311503455376934,0.07321949988710563,-0.03669953909337322
FGF5,,,,,0.014652784600494989,,,-0.035737171290597364,,,,,0.06547291602365038,0.026959969149867678,
LIN7C,-0.00785730511026733,-0.01736395691133332,0.029765888417764858,0.0046023204510135755,-0.07130529456923793,0.02374453388849926,-0.031996747962226964,0.0553984378992963,0.036608992803402324,-0.033184838973556514,0.06864288602879716,0.03690691722350299,0.030700305850525588,-0.0070987508206963625,0.05766085645282243
GDF7,0.04148400757628688,0.02374025967523473,-0.023015493418650355,-0.015527704011609005,-0.026278919588786896,0.015293735950962497,-0.02267414866057794,-0.014895299191595136,,,-0.0428804313213958,-0.015021000677102703,0.02656860849757813,0.0019516351752485413,
PSPN,-0.028472755851661737,-0.018249375552449595,-0.01899860955948027,0.012314113466766414,0.002037183522589782,-0.031480525797833836,0.020412748545132905,-0.00886815095279861,0.03245533639837265,0.010605219217316601,-0.0076827991416422116,0.0058953747039102175,0.022096896956068243,-0.013950511582253789,0.010717064560386793
ANGPT1,0.07056114847990663,-0.010305196772498642,-0.012309406563278403,-0.03155121334010269,-0.03475984767299835,0.08302532525428707,-0.008588782364813563,0.028004471765949817,0.05119155588665835,0.0174227225702946,-0.03646844829633154,-0.008186650189851041,0.037830482389307675,0.05071509727506513,-0.0370139587751841
PNOC,0.11333627544635329,-0.015063563796967026,-0.0069293536466550525,0.04358100023788253,0.12297503813150124,0.12052468096334043,0.03696538570488656,0.03159234680280009,0.020008039644590376,,,-0.017808009808603593,-0.021235257909763203,-0.01995176816518597,0.04753229999732074
L1CAM,0.04184682998551758,-0.014253337884331054,0.07625246250838036,0.009937150740578014,0.057472465122525025,0.08807263926802354,0.08809924829836367,0.06850548717006026,0.04615322933194255,-0.038122520738523784,0.007113423955386215,0.009394215707210184,-0.02584432278474433,0.0861272112863086,-0.032530097083820916
APOA1,0.016908253340258368,0.03662816374566183,-0.020087984090849872,0.05366241226012856,-0.04324260201069765,0.03242104496724731,0.028015079395493983,0.00845961397185684,-0.02214425016816626,0.00674047964681475,0.06170509060149313,-0.021708035912222416,0.06331936766513133,0.05245875510924838,-0.012523919178236451
PSEN1,0.04037981974668262,0.016304905286503895,-0.022068947486625547,-0.056053090093732105,-0.08527500828967971,0.04365905804756,-0.015811886983209213,-0.0009203587744156497,0.018564607695516246,0.014068730600585538,0.01253172964963025,0.026023586513081173,0.022840896962406532,-0.03937013225961415,0.02194180448541397
CALM2,0.0472431164535131,0.0550717342944174,-0.03209114772496378,0.10441740141404232,0.0817882877805245,0.02643540293501716,0.08204648718927965,0.11491660723447424,0.03067413656121621,0.05151881269401726,-0.02475871912852225,0.05801250926683943,-0.08975892025364195,0.044330406720086535,0.015154843727320467
CLEC2B,0.05913008418398443,0.012731884548940944,0.05241963389738355,0.04739689957596548,-0.060869066719413244,0.038913590345323025,0.02584322472833684,0.05048792430867035,0.04226102150961477,-0.08317268475990583,0.037441881648557225,0.004781536593221869,0.06785434300022034,-0.07068953027406355,-0.06150850554528891
NTNG1,-0.0016091021669798274,-0.026722320049242493,0.004269767875155582,-0.031180316227938883,0.041953451852884016,-0.039227263028330905,-0.012672237283261561,-0.017914007488899455,0.004479958426831581,0.0060180711596397405,0.023883690120531455,-0.004222385021005671,0.024833719747090106,-0.0019259457123978565,-0.0055294070415996275
LRIG1,0.0438398480572158,-0.004803461889118011,0.007769741696357283,-0.04538031930924763,-0.05816440803280542,-0.04056618383187247,-0.03839253061525468,-0.010834103267533594,-0.08716690116061482,-0.07537779663379572,0.04556697822178536,-0.015720492474223097,-0.08569427992024566,0.05410749186456536,-0.01730704161506025
CPAMD8,-0.034694216441442084,,-0.015257156717548154,0.05935685948673128,-0.030338357809277103,-0.014230122105973722,-0.03493369113708582,-0.04417203163916516,0.049653500569838104,-0.026223801483580604,-0.042889594283948576,,0.055241748127251654,0.04946726329845347,-0.05289315900272504
GHRL,-0.05093784530412666,-0.020636129259876203,-0.03348256385437902,0.019933144597292455,-0.012444271602463823,0.05995930607398765,-0.020678431331993916,-0.010490061974472869,-0.021344169480718538,-0.03533184541109582,-0.03389191094335036,-0.01624812857894071,0.10027230873756468,0.015073814209472083,
NPY,0.02464747708836552,-0.020038121932291743,0.0009759898193933229,0.1093065388356612,0.08176501135475325,-0.02412804031567141,0.07237791520969857,0.0052678175237516585,0.02514151005488813,-0.030623721336165127,-0.04600642948101887,-0.0064172626819626755,0.037736386500146095,0.06668129717706808,0.000537499039994187
MMP2,0.07756082705834157,0.016805705594202813,-0.021795543287438147,-0.05332659013371082,-0.11440566437333188,-0.023512908317455648,-0.05761447949599829,0.017817794397243104,-0.06905811715102379,-0.0021287805447256646,0.01222433144826872,0.05214453744887826,0.11926201887346315,-0.03382661739672348,0.210886589355099
LHB,,,-0.013287831276507685,,,,,,,,,,,,
PPY,0.041967703458290456,,-0.023130238814083756,,,-0.010399904179374449,,,,,,0.06192149123586134,0.04542371392371363,-0.009661968750466215,
ALKAL2,-0.040258682599781624,-0.013058955526045827,-0.013094779813518882,-0.019918641675850945,0.00139059052554207,-0.02508624544014443,-0.006025527769705898,0.01985625527340311,-0.02993785426331939,-0.023472229628185227,0.0114377701472729,0.08624050889753236,-0.008561685034683955,0.07750650565398937,0.01017303949499954
CSF1,0.06404545674939949,0.04683643332335232,-0.048295054143664674,0.004013520874617472,-0.04614071699737164,1.3188128030775697e-05,-0.03296931806690728,-0.0704945033055925,-0.05516827671276869,0.006527961398421868,-0.024686810996533966,-0.044922102715926705,-0.02774891562493155,-0.04643374711586341,0.1134623595095721
SEMA4C,-0.019432045029754416,0.0024783192505672016,0.025948870765911933,-0.009335050525284242,0.03497951229752205,0.029279647491590743,-0.013245175663403204,-0.03180641217600442,0.004470317502554124,-0.0021189300834656088,-0.015987276394188336,0.0199553904104339,0.05531980579743658,0.03826585724219203,0.04183451786507895
BMP8A,,,,,,,,,,,,,0.1380810451471236,,
ICAM2,0.0873111509585434,0.04587063422021616,0.013490579881767075,0.043236591003485446,-0.001313517628560251,0.04178618046432478,-0.08374042416613933,-0.017517426135995818,-0.03257312409306069,0.014521500513823097,0.1448750939043852,0.009960758786460239,0.10268864728857717,0.055204846258871676,0.0043071462732469585
SYTL3,-0.05984558275606683,0.018820393085401142,0.013822103485867968,0.08571400304874038,0.004408845509961616,-0.011383312364157716,0.035448353622514195,0.08006178698746574,-0.03713970620274723,-0.012926029502183517,0.009874773606702704,0.027843800164834245,0.05900810046250317,-0.04150281423671577,
IL1A,0.08297882077297535,-0.013040978057360429,0.035698485483903634,-0.047995175728971315,0.03197774195950646,0.004437064568425044,0.006816163230292746,0.03411088782309915,-0.032143213660445445,-0.0572583848625127,-0.03120571151977195,-0.007828604719984719,-0.06888558691092501,0.00478630692454841,0.005698340973901288
HLA-G,-0.03303315827663744,,0.006333160376763747,-0.0259228887266518,,,,,,,,0.027314557454202887,,,
PGF,0.035706630139645285,0.027776516111594367,0.005407511787266008,0.05555822964407175,-0.05313253560652093,-0.008969897789445383,-0.0373902358100655,-0.01035738752248715,0.009017380788854973,-0.010423819132304224,0.11526884201880956,0.06126031349039354,0.10018320860843452,0.08109685792294644,-0.05360348901449329
LGALS8,0.0015094521601857417,0.06490436450223279,-0.003503884538955666,0.061896619640310784,-0.021296948877208604,0.026022552258056546,-0.02826527052962283,0.0022530727318455764,0.049042766824711016,-0.03931008033909867,-0.003749902557099333,0.0207612991819926,0.011814597709957082,0.06810589291112934,-0.0657141071180745
DKK3,0.12915398285506316,-0.04643752512614745,-0.027204443563938398,0.05560755867763452,0.11951900037728565,0.027253503246001322,0.1099492563216755,0.07585502450334236,0.03091789253326805,-0.05579603923617349,0.010825323681511243,0.03125107666729032,0.028351915006700125,0.09096550734733207,-0.05709267965149444
COL16A1,0.03576217187573205,-0.0003823183687370152,-0.02056190726428694,-0.05593550586527785,-0.07830780656914163,-0.023667938441926193,-0.017685054075420033,-0.010706355978342895,-0.0622421404972327,0.015782732717519184,0.012216120264442938,-0.02212313768400988,0.05026133687561931,0.014364851143516088,0.09146972229111819
TPH1,0.03303529650994662,,-0.014138231829345435,0.0021868137564744496,0.07114350790360831,0.02302117273999739,,,0.06288970503892778,,-0.011459002440785343,0.0657486494805583,0.0007131732296958865,-0.06289100307618224,-0.03964257752961849
TNC,0.00805959972941771,-0.004285208168412344,-0.025317958358669197,-0.08320737068118778,-0.08721730397180011,-0.08397269589919827,0.01793756771520708,0.002530482585686256,-0.08032045924860483,-0.10429502600886455,-0.007821903667934853,-0.042298207194680124,0.012518673769885129,-0.022535509961889594,-0.04835378919551552
TNFSF9,0.045195177780760154,-0.021837550754303527,0.027315471236734144,0.04413949625899637,0.12689623860595828,-0.023449170803817462,-0.009572462674207553,0.007307745640728629,0.030864404903297556,,0.033614792119851175,-0.023214148960423623,-0.029225583527025315,0.03114297366732904,0.0069683941037298825
C4A,,-0.012869015323102704,-0.015753495040785766,,,-0.012328564758914137,,-0.030334031638877126,-0.017691896677846854,,-0.005872103238135136,0.08237869413761145,0.04462408169147937,,
