,UKF248,UKF255,UKF260,UKF266,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,-0.006781894873704479,
BMP1,0.04193003223546996,-0.02770413551507167,0.0014954447585746149,0.036989263289028025,-0.008624005623278877,0.04495399098967987,0.0038155209901499193,0.003001907069260697,0.018251087050515688,0.1574929333534996,0.0679855360717519,-0.008111070095390065,0.016945106567263685,0.038502753830732386,0.15921837973247108,0.12484976606925076
NDP,0.01128244153268068,0.005733743612295761,-0.017921082105518935,-0.04853144235816901,0.002091150378228831,0.013145021759056096,0.09720848886396796,0.022731087248533705,0.10798200804119892,0.06063394109035745,-0.0913167553674022,0.08262550526679664,0.03648114751546198,-0.013731713962558909,-0.02659703477183105,0.01264608682374539
TNFSF18,-0.02656699497574084,,,-0.016966907024624358,,,,,-0.03423134585697672,,0.17053280603145468,,,,0.09121843757414969,-0.05360254810334562
IL36G,,,,,,,,-0.012934682793374641,,,,,,,,
RTN4,0.008323863539845997,-0.045285794760776696,0.005474543220792875,-0.0017532942109880327,0.003927932093295066,-0.07108061161283712,-0.04033349962270634,0.05832916346137285,-0.018619816135274924,-0.08847195208102313,-0.05640810218713294,-0.0223057558349115,-0.0576840042280855,0.0327970746749068,-0.022889310597456244,0.010770069082146082
HEBP1,-0.032107460932708665,-0.0010512710316296528,0.01038773278771897,0.006175288401699346,0.04303953106189811,0.08735527988463551,0.010163293672649757,0.04172444293761468,0.04895747657788929,0.05163769563380976,0.05224193843099194,0.01586919136947335,0.01761308472561607,-0.035071706763662516,-0.006551245386679259,-0.0590763860696472
WNT7B,0.04188044737585138,-0.0332234981635454,0.049056159573026996,0.05264560052604366,-0.011246855396774986,,0.018672106118220733,-0.014216707000865737,-0.03768537062398882,-0.06656654227145645,,0.060437087804941274,0.04942120102406434,-0.030228564905330386,-0.004360568355077877,0.0346786124871984
PTMA,0.0098229322704599,-0.0468920410262143,0.0007093489889367084,0.026394656969228575,0.009574589208936425,0.020277438001223176,0.05309668571010682,-0.09782244948234238,0.009203453931603437,0.013870063775253273,0.06927802049464787,-0.03676857899334146,-0.0038922272631887753,0.06475128934676157,0.1513105953576773,-0.023713517086727746
FASLG,,,,,,,,,,,,,,,0.044535609030927466,
CEACAM1,-0.016909164215043182,,-0.019762968557709874,,,,,,,9.395163038503214e-06,-0.04193666183633433,-0.03822838099669096,0.023487062438558894,0.0032744822836937217,0.002454356500046916,
PDAP1,0.032386503931165704,-0.006672428662639103,0.08332894872849655,0.012062407290048125,0.01870235979336205,-0.06283940338700135,0.08447098176993,-0.010735658510133719,-0.006819807434510673,-0.004422965833713165,-0.0195129106596396,-0.041945357276618654,-0.06421955911912322,0.011620848192793328,0.03919837812656385,-0.0417928937394583
QDPR,0.0010043997560401448,0.049591450128447935,-0.010923327546871179,0.01127379326090445,0.004364793707542041,0.031166635705045232,0.0004166831724878973,0.009241837570056892,0.06803165866820345,0.0006819105423254852,-0.025088093559347012,0.07476348329804204,0.08128953840803478,-0.0627492134313966,-0.021018054618641528,0.04865267854903329
POMC,-0.012662823533495734,,-0.03976776612947503,-0.02594982005246772,0.010619783122769438,-0.01066935733390424,-0.0109067298128125,0.08494197683172115,0.1784195133753253,0.06410138142603061,0.002959952315800831,0.14161648306639096,0.0067233809401931474,-0.03439441279112171,0.06282109424958086,-0.03197292531061011
CCL18,-0.021101039294442802,,,,,-0.000689474713019789,0.09965268821559484,,,-0.04298066073959554,,-0.005897630795177634,-0.018240502573106696,0.010159181805741237,,
CCL17,,,,,0.02756948185194509,,,-0.011816199947267736,,,,-0.027121186011501208,-0.015902349578641846,,0.03971777923047628,
VEGFD,0.04418217887934033,,-0.01890808937312978,,-0.010210821482018302,-0.03380359064215966,0.039899168647628394,-0.012663787470627026,,-0.04842251876012589,-0.05701197277370994,,-0.030734803748709263,,,
TNFSF13,-0.015923526436429435,,,0.027497902415962394,,,,,,,,-0.05204148229143411,0.05038748288562718,0.02035739237755263,0.05869540943601299,0.007817644083449208
WNT5A,0.06514819015188253,-0.017943883443344813,-0.06380558955882917,0.042747547064467414,-0.053442696036115386,-0.05348254786492264,-0.0008937561243556687,0.05845473268150067,0.06920296198554443,-0.013935195962440593,-0.005463860649377687,0.021458520464224654,-0.013633217433350733,0.04854841350252358,0.07766365495584962,-0.01671746415084591
CXCL8,-0.048412021710246556,0.07273746242960237,0.05716698076171435,0.02307517910601269,-0.00950876094533376,0.04225550858109676,-0.026630227142600993,-0.03807516330273819,,-0.10368212616901366,0.0807418304319061,-0.09889388885063034,-0.08885362830346961,-0.06256636123964021,-0.04784217675223425,-0.046817407348751054
GRN,0.09969039195033953,0.042620953386421544,-0.00812353948413165,0.08285458173369113,0.037021686961580196,0.10349702714127974,0.030151047465884814,0.017087896573384196,0.003704060078066245,0.0651946272593696,0.15084439781368594,0.01831200259588033,0.03244831376999498,-0.019130965566164126,0.16154684494755142,0.045395775055683533
MIA,0.017368694585924577,-0.06004257622822861,0.011834076296867651,0.04460711267558187,-0.011612659056814467,,-0.017361922514940665,-0.017343637291507032,-0.01130329094330572,-0.015167856802613601,-0.0027049949688735565,0.08358133174121314,0.1777897727294427,0.013667658085489202,0.020936135922487248,-0.015820038964257502
COL4A4,0.040436930019219504,0.041640758778531586,-0.050785443351954396,-0.01565559688154105,-0.004188310181412847,,,-0.016823971606068445,,,-0.044641497488800655,0.030099136989135855,0.011530999279612684,0.018881663478569927,-0.013362965308493225,-0.01684562560448728
TAC1,-0.035857692698602825,-0.018413137267371305,0.011921186534461028,-0.03150214530615991,-0.03089143552529695,-0.08222228874262454,,0.06715562673546006,,,,,,0.02204998289548288,-0.00854308327859559,0.01737773563211511
RARRES2,-0.06415109052488022,4.4825402958996335e-05,0.03525910981328015,0.05232363641477075,-0.01841984485017022,0.03330640023786166,0.012707596685868901,-0.009245886728733877,0.04476946934298688,-0.06401152700051692,-0.08078352371139137,-0.014324180279914571,-0.03918029651588008,0.0044067176363877,-0.05041520210396256,-0.0026965835005489627
FGF7,,0.0017199877305770469,-0.015424810309314408,0.033277856996143114,-0.015531054143816872,-0.051437729472306966,0.05886918987716923,0.0030318739209259657,0.08868870477496199,0.004337087387354622,0.002618198921872083,0.050257994754372655,0.00043756510904028386,-0.022743952661562684,0.016613286760891997,0.057486459350769535
EFNA2,,,,,,,,,,,,,-0.02921137409550485,,,
HBEGF,0.06297621292477751,-0.04881830498287062,-0.027364623999088174,0.058628742657015155,0.01871761838651951,0.026490887328079773,0.07380625940137954,0.030644923887060534,0.036414321305777965,-0.005055999977021354,0.041596905214024184,-0.040684348133125076,0.006334080220792276,0.029355704509973587,0.049256848952700376,0.04769871908003768
CSF3,,-0.03198062106832991,-0.01942877744792393,,,,-0.04753554615821872,,,,,-0.05594076987467646,-0.09665905399647802,-0.037847997763816796,0.002931091645730173,0.009668250292424454
PI3,-0.02219918299458597,-0.02203349092567352,-0.02292146796182507,,,,,,,-0.06880080169229029,,-0.07870529778687739,-0.1337082184156766,0.010404434514563363,-0.060153681110256686,-0.06593393288122212
PCSK1N,-0.0015577595595806608,-0.05710655281139599,-0.005224168202597758,0.04085123949533759,-0.004415531361361425,-0.04179617399569868,0.007374954366901803,0.0564897995307686,-0.01992461107858941,-0.09383963796682293,-0.09234959729958406,-0.0624529601022823,0.04904472642693037,-0.02585329516339169,-0.07123803950798331,-0.021784209003270397
NTS,,,-0.063339791523016,0.01892271310204275,-0.012420302289707872,-0.03043409020723552,,,,,,-0.06327090375341565,0.011425697858713257,-0.03944514259192132,-0.01992675570592011,
SFRP1,0.005198519847764318,,-0.02157085553180132,0.06707351194996017,-0.013920454313390451,0.047513914712701305,0.08589975733098824,0.06059220379962306,-0.011628822642273854,-0.03974314738825666,0.006518869289878203,0.01662942875508437,0.04741230462363214,-0.010906904292133528,0.05035343573697755,0.05885145240558977
CXCL13,,-0.02322171493198996,-0.021376993304424014,,,,-0.03312700547334626,,,,,-0.015952199987539366,0.003547467346241835,-0.02768341216565344,,0.16277245177345256
MICA,-0.008154981188565759,-0.04416456974107956,0.018440397886414158,-0.004801626462482301,-0.030960160107124046,0.013387793488424301,0.09499327841492047,-0.012749968901685718,0.023679634100698812,0.1123412452268412,-0.019533610277411597,0.0824040625333427,0.06348537112458756,0.09378269053491631,0.06114998994740426,0.0680222103082964
