,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CNTN2,0.06392258828018772,-0.009234213830237294,0.05817193865389505,-0.039296386839699625,-0.011852853971659917,-0.03122825140932284,-0.17443314685125505
F7,-0.013680627509095395,,-0.02314401911420695,,0.08566731110385481,,-0.03959809525631708
LUM,-0.10428819492436305,0.07624588212630927,0.030333344473021117,0.028004348911391627,-0.008976423270053595,0.1672171932109412,0.008699583195848865
BTC,,,-0.016743884171162033,0.009348214823517609,-0.01724310394336486,0.07453157582455192,0.0630472145847826
APOC1,0.1522546708985016,-0.2251569789903863,0.16338285571726482,-0.05608991643742062,-0.03882439785879195,0.048912704420652875,0.06623566375450621
PKM,-0.21131589241236462,-0.15858607416256948,-0.06494723557387747,0.045883988310102805,-0.011374722073069925,-0.04711089177073337,0.004948200129145771
TNF,0.05206733927475894,-0.008822916684025545,-0.016251592173912238,0.0327983880818297,,0.11561645184281737,-0.030818869189606544
GNAS,-0.1996978366106739,-0.09545930853918504,-0.025198326738737356,0.0020911039128112064,-0.00394028960986278,-0.1604883135973775,-0.11761366676176643
BMP8B,-0.0018340263731466038,-0.04132994269434474,-0.01129347774107995,0.05124198497165702,0.011811593060494079,0.17128136381056056,0.029335766523505752
LIPH,,0.016588763263556672,-0.016499466657346792,-0.0188343145482915,-0.02829623393758022,0.020850199132016946,-0.004578773548512264
CCL28,,-0.03582822326062724,,,,0.031412112502549244,-0.023743222807136737
PTPN11,0.10114810601864804,0.1004863465193247,-0.06106923992754904,-0.002884279757609785,0.032322986160230445,-0.05908630515463869,-0.10747762169066521
ADAM12,0.21314184916862094,-0.031247802401141587,-0.012595525016227828,0.07757533588436213,0.020018059709801805,0.13851824605668242,0.09034250867229789
EPO,0.0053408435824802945,,-0.0179188421652805,0.06267914263293019,-0.017047330303609925,-0.03051678544361571,
EDN3,,,-0.029698510514129618,0.027592422793296555,-0.05299144337339125,0.026211163856063924,0.06792647941685759
CCL22,,,-0.02028026992762652,0.07525317259412895,-0.014958290225319465,0.07538802739013771,
CCL2,0.05949109762453854,0.04882495101495152,-0.006561630296319369,0.06494849544038245,0.03591044055728995,0.006605339787497735,0.023022715862603037
DSCAM,0.040978210475163236,0.12300435128684412,-0.017185086429839114,-0.0038620336222189365,0.07051195881547802,-0.012746735053823812,-0.03572309974714179
ANG,-0.020656001027140065,-0.06232745537507964,-0.054577301060048704,0.0198402292959553,-0.009946693719721456,-0.03776307630784512,0.010946487711969379
FBLN2,0.1536575385345081,-0.07150887087756928,-0.021634331712571717,0.051907162360777324,0.0400067073857819,0.11397938852042686,0.026874463230781662
VTN,,0.12988792965296003,-0.020482462841162164,-0.013754810480436284,0.047491534205053525,0.02234301162070628,-0.04995791539009277
VEGFA,-0.3064468933706562,-0.17075758254083873,-0.14431042387505355,-0.006063668037170326,0.003969168179137227,-0.1783708867982856,0.09312416021385518
F10,0.053057424859123695,,,-0.006082139425983316,-0.01683695510621975,0.08884631675397296,0.011942844516948924
SERPINA1,0.11799057107108404,-0.09045549773589533,0.007263890636480444,0.05687920012137979,0.02137537119622492,0.1691600895692036,0.017298470420583995
VWF,0.23576663211036972,0.14472212060437986,0.03259168067213828,0.04131969976614725,0.03125090924394462,0.11597338083222553,-0.05897963254214143
GDNF,-0.044579082112867104,,0.024290859192301905,-6.218177156797022e-05,-0.0075685636196429935,,
VASP,0.010158057070001234,0.03273358972164572,0.03698525185552239,0.03666148843155116,-0.034437006828372904,0.1206469679700634,0.018997371655087622
ADAM15,0.11550780875707266,0.07692382644265368,-0.015769538436228244,0.014095576544794389,-0.04574629983852098,0.04430923854460367,-0.0029478263811887535
WNT2,,-0.043619470904919994,-0.022226544841750066,-0.020089994823353004,-0.02046913115320815,0.03420811914543864,-0.006621741177599447
CALCB,,,-0.01945229208194997,0.028647875980831888,0.01626014788006291,,0.05232847341931389
OLFM2,0.15289239707935925,0.03810730255092746,0.08236891936640302,-0.0513562055915713,0.035760806143056094,-0.08330555755481815,0.03871165266808057
MFAP2,0.2519728033405044,0.10447665780994177,-0.04045942634858858,-0.010409007410023687,0.041097742197122984,0.1840356213937183,0.10781226000588563
HLA-C,0.09751017687580758,-0.10835012746323511,-0.027131460101988185,0.038003015217315875,-0.03044972477362937,0.0844189408389761,-0.08400928792770315
THBS1,0.015701892863586718,0.026298938199593367,-0.008357216641011614,0.010562589285321286,0.010096355955533973,0.11106978203114938,-0.0016015404422840705
HSPA4,0.07847217841496577,0.046135641797633214,0.06157684843127227,0.05391864105464586,0.06801670471860526,-0.019083620357371992,-0.05593420802283276
LMAN1,0.07211038731553059,-0.055373322200822674,-0.08071224405548416,-0.02532349176729348,-0.0327799598638493,0.05312219276836037,-0.09500646768327897
LYPD3,0.17802177386460977,-0.0436195197153564,-0.013362087461869097,0.09913689096111666,0.04175796241335745,0.08469052442629459,0.036283144811862254
APOE,0.09785772700655547,-0.22368834084050074,0.11552236702401353,-0.08145455959579583,-0.03734658478598022,0.12103929258053572,-0.08695087124916166
SOSTDC1,,,0.060399867901500405,0.009248500960456462,0.0414080233250627,-0.017143913978919324,-0.026444004317719788
ANXA1,-0.10847553790089169,0.002687960854060407,0.022972812440924632,0.026971782850762283,-0.011568078764183927,0.055434597274487935,0.13782250878065355
WNT2B,0.0061407267495515875,0.06989888565551741,0.07278977757117067,0.012377578205197049,-0.012445176600661299,0.04839482280949594,0.08408506993498428
AMH,0.08500670787036349,,-0.0048065082870562175,0.039022572369253876,-0.017095426381286815,0.022358277132430986,0.058664813065643806
GDF10,,0.0026276104180700996,0.034913648635918976,-0.030125614584325076,0.01938659477569706,0.05162074273683999,0.01253463028766405
EFNB3,0.009081874725704901,-0.007406466820909663,0.04897134348307741,-0.033376453479308586,-0.007343024795585105,-0.01687716484137934,-0.06514865819992988
LTB,0.052270876961071265,-0.06131378543439436,0.024193397822883902,-0.008176290065982863,0.028540481701767675,0.1529795571032219,-0.05629207088601185
ANGPT2,0.2507586043869361,0.1381465924268974,0.03273519385683347,0.04456272132998017,0.013721963788832841,0.08038239069744627,-0.026951906443681544
NRTN,,,,,0.009461693713386512,,
ADAM17,0.0013219966977309878,0.1386209339034832,-0.012410165361179585,-0.020361019697263272,0.00034775699779253014,0.05873523226338757,0.04015332828847597
LRPAP1,0.058710558878955516,-0.14255070083174412,0.057105127874324355,-0.026113986981229246,0.026891126349109527,-0.004592760783294,-0.009610251494155113
NID1,0.1851970782615185,0.11629214721970335,0.034247929783648566,0.013791008300419419,-0.04996325621176079,0.15567010918902724,0.0389111525495048
MST1,0.007818428661225044,0.02935460590057503,0.02516957870486816,0.00923081758183338,-0.023141758046461056,0.07985129911382927,0.03901560585201701
CCL14,0.06731507186391297,,,,,,
IL13,,-0.03529391275391441,,,,,
DCN,-0.11308049987997335,0.17026004534132244,0.019632202752480045,0.04925781781320477,-0.005688601168984634,0.17437188904295714,0.03740136696634619
IGFL2,,,,0.022312963815364704,,-0.0037890344953119,
COL7A1,0.014492447823842652,0.014533963116423992,-0.009762889401832951,0.060594604082044826,0.0048057917355221,0.10431510510049871,0.07357447364587463
CALR,-0.09309625898424544,-0.04155291991693002,0.01198173006937045,0.019231615745256687,-0.024641915035472393,0.16664961913968673,0.07143350657289861
PIGA,0.12793061412133813,0.14554988114506306,-0.020335919674743002,0.07013673574375605,-0.026037957790252548,-0.008509241446941256,0.03930457401661676
CD200,0.13562707717101097,0.07549525927344412,-0.01584765459017298,-0.014779233008764322,-0.008543251691911674,0.09801520074104729,-0.10376707615418185
GRP,,,,0.025963111775138357,-0.01664934752010749,0.13077071990800726,0.015480343142647138
CDH1,,-0.002914271051155651,0.023892296643174955,-0.018237452989358867,0.006550825048358987,0.01027428041655069,0.09577767825184755
LPL,0.035563482744752656,-0.13358754054423555,0.020456646688029528,0.0045265575940265645,-0.050758711383092694,-0.14558053597547144,0.15898407898442277
SEMA5A,0.15531393443332572,0.06595335678799188,0.023738748501807284,-0.06865179715134621,-0.05985103036854923,-0.059262133708221296,0.035262775619626256
SEMA7A,0.041226189896300246,0.005028678173559562,0.04760090833437698,-0.017927554987941893,-0.005204693483311364,0.12934756767486455,-0.08678465068541366
SEMA4G,0.0003728739281148868,0.04299827603951041,-0.003137018541315731,0.03527257579650412,0.018444345486281148,0.05343743100025572,-0.03143758105270714
SEMA3B,-0.10760588227596299,-0.03128692061116441,-0.016587704380432965,0.03644716092991005,0.00738777930768403,0.03549704789519183,0.034715214407652045
RPH3A,,0.05027706491215229,0.006307335504931198,0.09145574939111582,0.0035976622953606064,-0.02114571086272668,-0.07571203241688015
JAG2,0.17798805861036165,0.014421473284379992,0.018248022298519354,0.04602598132021258,0.04721038563964452,0.1333021397403167,0.10713655851864073
CGN,,-0.05225393807025767,-0.0058662862518429415,-0.006975785014202311,-0.029091097429351304,0.020373116035894194,-0.023248684767957842
GDF15,0.06849433141159528,0.006235661073014276,-0.02408222899882445,0.028482975094589566,-0.04137219791025608,0.07409164666986548,0.20805521551128398
SEMA4F,0.11728168949856754,0.06011420886439589,0.039963625924447806,-0.011894225763571183,0.014371766557479305,0.0879902476885634,0.045422730562377535
NXPH1,,0.004663920532400401,0.005544584730181279,0.007140438664515997,-0.01096015656648139,-0.05754114930290652,-0.02070624550574519
ARF1,0.19945730705132905,-0.08096835796082301,0.06804583018929984,0.11214794462877793,0.014209323068089884,0.0541828487364853,-0.06048303951976596
DSC3,0.13689255654475063,,,,,0.052423863519118256,
EBI3,0.10525124391923514,-0.03132973996151159,0.015083404166131971,-0.012707772067266252,0.09633128240763017,0.14981020116913585,0.030090661518983257
TIMP1,-0.07294643506259253,-0.1868304899060949,-0.07086278658190127,0.05150947416136387,-0.01446492644457273,0.17037106133753951,0.05390705680034267
SEMA3C,-0.08348689435677688,0.020691951170547822,-0.0019180354890253283,0.017510044515305734,0.0027571985162547085,0.12793654140388794,0.02949286532774952
GNRH2,,,,,,0.0723778271183738,
GAS6,-0.09917679298867872,-0.06976234550787506,0.07798909047598293,0.0189767185074427,0.010407072934811877,0.0074854055157168,-0.1408815069437149
MEPE,,,-0.031010586717038813,-0.027844018669090555,0.03271264458419231,-0.021950290445210303,-0.18280372817500584
SERPINE1,-0.2686139615680576,-0.05698648979035793,-0.04674973628484482,0.027730622942464176,0.01563828584184492,0.03535612016114663,0.20081133006304414
RSPO2,,,0.046418930438551484,0.06831101083676427,0.03205478753073989,0.049454637617673755,-0.10433370337865434
SHBG,,0.03249463419658736,0.03781138446333019,0.12767846594438392,0.006649853179686727,-0.014536779984750335,0.017268684215265603
LGALS3BP,0.03244317113849578,0.07273696409721661,-0.03329188196758145,0.023845416177688226,-0.003716850013078895,0.07416331399673758,0.04566173019728335
LAMB1,0.04665933439734264,-0.030550896218027243,-0.00882412261517076,0.003028837367374342,-0.019409775325028644,0.16123347103457616,0.019350278342273156
SPTBN2,0.12042494998619362,0.05335770949470796,0.020026925623563768,0.0035295157997527796,0.00826483035272259,-0.0402724680797406,-0.08063120373416502
COL1A2,-0.1456546423113308,0.09973604691303825,-0.029151289442901834,0.042369270167309285,-0.01299010450362399,0.15717024560072868,0.024742451908409444
DEFB1,,,,,,0.15508101340125147,0.04226223572818336
CEACAM16,,-0.041784572152641725,,,,,
WNT11,0.019208696393387986,,0.02562195720779593,-0.00985800343389033,-0.01454044451457034,0.04528518485640375,-0.03435026802214134
LGALS1,-0.2168777576845363,-0.10660217304577707,-0.08785569120734367,0.07373291742282813,0.0110209144038471,0.06582054365809685,0.043366373085065156
BCAN,0.014049096293658947,0.06651911350579233,0.07479672546141339,-0.04699176599763888,-0.004851670104413267,-0.0659663797090409,0.023369989135984377
ANOS1,0.01216483107531033,-0.013877200560919463,0.012147298919470738,-0.02851774373587491,-0.010564763852582208,-0.005477680490583833,0.007976476180079677
EDA,0.046774037378057444,-0.047117389159010724,0.01308779813700861,0.12458268291534369,-0.023045323590165815,0.12696673746992262,-0.02756739033390015
FGF22,,,-0.027320627420375585,0.025109342293796928,-0.02555677447011405,0.05824164061314185,0.01692585625940397
SHANK1,,,0.02371045863843274,-0.0061797509055357535,0.04592074334895948,0.06454714510541373,-0.01112056408062537
NPVF,,,-0.020280271286996106,0.10354490125952914,,,
RAET1G,,,,,,0.06441068172929001,0.03383874689401158
TGFB1,0.04333687389933062,-0.06836931797473395,0.04368351197520015,0.011323195366265632,-0.027025130546731113,0.16711460189664495,0.05934674291568193
MSTN,,-0.036052751247786084,-0.02296315785184144,0.06514605512534355,0.016975185089577512,-0.04416465918164484,-0.031356921485509455
WNT4,,,0.012386334708360525,0.06339986951359386,-0.01837840069602719,0.1612033426367502,0.09974091175567262
TNFSF4,0.08544726860341183,-0.006826926100589593,-0.026060442081358156,0.051491416469330684,-0.02941828399649173,0.15178186517309067,0.04107446967065268
NTN1,0.1397976242099235,-0.002099429023724877,0.023339276465576757,-0.031129447425098388,-0.022384789456729465,0.05686347101325604,0.04722470842827204
CXCL12,0.20701800472414406,-0.12930782500608323,-0.04480570849645156,0.05570254408138082,-0.02199512845290158,0.18322490581018794,0.006334781378289233
GNRH1,-0.013846607587342215,0.004539792114340509,-0.04290548183589705,0.02865814337927849,-0.024015827972005195,0.05969281717652153,0.0629177617678104
FGF8,,,0.08555149177897282,0.11977884285197539,0.029854295461171403,,
RIMS1,,,0.035447301747797,0.04354231352766932,-0.03615618316421995,-0.022541831266678275,-0.0652006333025447
FGF14,,0.12738630721589522,0.02209301829573369,-0.005451862323615036,0.07243231372891727,-0.0022389130567131523,-0.10082585151851292
IGF1,0.04367523063350869,0.06523434238669963,0.10071483552172732,0.004702878845213835,-0.06448650947452371,0.16050703874622527,0.017164713007152443
TNFSF10,0.17784389520320854,0.005879164880571479,0.008560992906196148,0.024174914429176145,-0.02213297202576922,0.11879934242612612,-0.05625183038053421
GDF5,-0.003317988584806593,,0.02846883159596223,-0.01063864279029744,0.012287743350256727,0.027325919586614813,-0.019333073444404755
CHAD,,,0.13251158754077963,-0.019342366130786572,0.04085806918987143,,
RGMA,0.07193328561130341,0.038134482965245985,0.009821065213055579,-0.04046751740381905,-0.029703173176847585,-0.11045124001198936,0.02627858292615376
WNT16,0.10442121676771308,,,,-0.015179422429078852,0.07950577422462009,0.017589926129578725
CX3CL1,0.13386937847228877,0.004809045084534224,0.03883308808621583,-0.027072442901342624,-0.0060462219625606614,0.052795627778532035,-0.07975665982068227
FGF1,0.03904261161419012,0.11432024556692545,0.05325238507117009,-0.03981310575919213,-0.01004043774675468,0.03895153509775796,-0.14375530153439892
ALOX5AP,0.02866359664136497,-0.09526984942174811,0.009024606244463421,0.046927143934305124,-0.020342716937543758,-0.03685187854386478,0.013985380112765091
IL1RN,0.02788620901667451,-0.06306125512252748,-0.04623091363837057,0.0009050317746055381,-0.006585675715194966,-0.012015927339271466,0.02734932998422154
PCSK9,0.0339155922077081,,-0.017689710280129858,0.005724315622617101,-0.014734000714178378,,
NPW,0.13622918968075623,-0.03192674833561042,-0.010962228675291988,0.03093339558866037,-0.0036423658545284825,0.03164040002085211,-0.03287030118301312
CXCL9,0.06498661068607804,,,,,0.10413700487854229,-0.008120457393667914
ANGPTL4,-0.25202721001340883,-0.10011341740254445,-0.04374899054771212,0.023854504027852563,-0.04481364171386196,0.08816900425921087,0.07348833399713524
CCL11,-0.005197120505356267,,,,,,
UCN2,0.1233923928381836,-0.0389018261867615,-0.0305873886254933,0.0245653575318299,-0.01664934752010749,,
OBP2A,-0.008898753012179106,0.06984870282830895,,,,0.06431974195350489,
COL4A3,,,,0.04323624804017152,-0.023286001007972977,-0.015557731729558153,0.07092059048930467
NRG3,,,0.04474367605140761,-0.0014678950830294116,0.000745470135900156,-0.006997937870101455,-0.05455453358353798
IL23A,,-0.04224928725065808,-0.017689704109217566,0.0486653410469352,,-0.0068911046258712545,0.005779205719991341
COLQ,0.00548208080272891,0.1393197068502785,0.04111058227971261,-0.014516211191501666,-0.009258737465768515,0.029049027598618327,0.11951251982922341
SCGB1A1,,,,0.014291278701668316,0.07135113167848797,,
TNFSF12,0.10972249512660577,-0.030424314791820492,0.025416380269430053,0.0044408282490019605,0.043853610425554204,0.09114906715120208,0.027541514005569798
DKK2,0.022400812207602407,,0.022135740506470176,,-0.00042127140049224275,0.04236583205896743,0.01812890123683044
FYN,0.1306861021606529,0.13443860984462985,0.05297084962760106,-0.05306467631174736,0.09013178710185274,0.010509879157316611,-0.02299017815531546
ACE,0.19791523606706746,0.1263041626771741,0.08908514715297865,0.06096731011734102,0.03027782025141637,0.13677586868086794,-0.02479311908493078
IL18,0.10925909493401749,-0.04092315816526568,0.10538265116176905,-0.00934688619971395,-0.056333110962623556,0.15662496138421414,0.004710219448645042
PPBP,-0.01848313708257061,,-0.02165934148928056,-0.02094481911295507,,,-0.005551793515333416
CCL27,,0.05501368638670045,0.08410304777556164,0.06866061709712896,0.04535639649434518,0.008023101856173758,0.043764476040432994
SERPING1,0.05003820371183735,-0.10179586031600028,0.05417201000940457,0.014731614625724369,-0.0016720784913576857,0.13275819784138493,0.05360902475594953
AZGP1,,0.12451033109060823,0.025303753811595293,0.05157498312185756,0.012202583752184073,0.07127909150662701,-0.029326151367030824
INHA,0.0859688321038426,-0.05319509290334012,-0.020089483930642308,0.004295280557341233,-0.03426215228633153,-0.016883993129744545,0.015836873925385474
SEMA3G,0.07224924745783608,0.058699146784092195,,,-0.024444483588361907,0.06216543502641067,0.011043381004567816
OXT,,,,,-0.014275363533271142,,
COL6A1,-0.1900305828765303,-0.12133141403834678,-0.05852993848529453,0.06348686066817878,-0.028061809347340164,0.1598416837572679,0.06391297641989324
FGF17,0.09632803008579868,,-0.04474904383610584,0.036246859999257086,-0.030081953682059005,-0.032656742057598595,0.0017082641246236167
TNFSF8,,0.12845763303528832,0.03107029328343477,0.0013352638535993765,0.0828868883621367,-0.00406375128678729,-0.03992591060366809
FGF20,,,0.04335091594518572,-0.030248242840511946,0.006140697968427368,0.053891975338918506,-0.029555670037055146
ICAM3,0.06204111274927968,0.16113843920116525,0.013229142138854167,-0.01901766079721724,0.02997517141831724,0.0941673752765953,0.017501218499464406
LAMA4,0.1488442620845706,0.10985960902456332,0.022271568615609506,0.030194250152337232,0.03911567758521895,0.12211269357041758,0.06558357874404026
INHBE,0.016061546619372445,,,,,,
DLL4,0.12698562465488922,0.027576085640678906,0.0022456058027685902,-0.0064614512943404175,-0.013995074874480486,0.1115729211597603,0.0572896418188483
SEMA3A,0.025808350481384405,-0.05340600684036943,-0.04556209379785962,0.03450512075695382,0.06824520271957567,-0.017117680135705443,0.03563705110295825
RLN2,,-0.02268013237089763,-0.016251586897800707,,-0.016649345684165682,-0.016193565775200203,-0.03472226018149676
C5,0.14336167438938954,0.11434695647627029,0.02581733148738621,-0.017124791225828054,-0.016877289966776204,0.03644266528058713,0.1230209722169559
COMP,0.03536207270525352,,,,,-0.0465588975612978,
EDN2,0.04911563625018102,,,,,,
C1QA,0.1559958645576612,-0.1784261008902082,0.06543445358916007,-0.018655760944892172,-0.02541410324883591,0.15438452089356014,-0.0709743258336173
UTS2B,,,,,,0.07824154393634844,
COL9A3,0.013131845292397417,0.020418471635576845,-0.044060486980695916,0.02666979622542897,0.0112298385994346,0.038783778814356,-0.03848664760691666
DLK1,0.12478109290726416,0.0577626710149711,,,,,-0.03952787187079683
HGF,0.17451375431664143,-0.028393359710080574,-0.012855561841989788,-0.04447989468724428,-0.015281737097837738,0.05840087249826159,-0.07256211597200098
GIP,0.06527420614495832,,,,,,
P4HB,-0.15763407114554187,-0.10307564119658628,-0.035815403528908336,0.021709285873609124,0.010013562406896614,0.07956865610695074,0.030024513129760295
ADCYAP1,,,-0.026139854542130258,0.01236718268615104,-0.012324558954763412,-0.02705413198998183,-0.04708391066167325
GREM1,-0.03126949578703959,-0.055864774898748686,-0.011756169546203296,0.051758663730179386,0.05093964350820183,0.14885640599067212,-0.06488949058907865
EGF,0.0067954186625541245,0.12057275470975722,-0.019870245323074496,0.03123118294476266,-0.02096226004053527,0.06200922061742346,0.0854954239667498
VEGFB,-0.27964114085848085,-0.021898553923022222,0.019598408510175393,0.0037622381809011064,0.05686482416708302,-0.018492259931547052,-0.008805138805486707
FARP2,0.13228112015701637,-0.017965547975959548,0.024879905921978772,-0.008700622582672084,0.012117404160383883,0.04023368082662206,0.0040673642284595095
IHH,,,0.02004780077713776,0.05677703376751468,-0.01644695909600028,,
LAMA2,-0.04895962253304834,-0.10657068622207168,0.0994575272680812,0.037140755968701436,0.008024661579156128,0.1555984131420531,0.11456965358444753
SERPINC1,,,,0.07769768697181975,-0.016242199931462406,,
NRG1,-0.01700442998334062,-0.04139396385886019,-0.00817218308825901,-0.03648686862507891,-0.009656224531996068,0.038087628453902525,0.03320888314322424
SPINK1,-0.04772052297183086,,-0.03487391134944175,0.0644813307317884,0.018118660152839337,-0.03644595346542882,-0.0016105800450806939
EFEMP2,-0.22799020585213792,-0.02639869042554082,-0.034335651983322994,0.04532756138146826,-0.03493950122890295,0.16204566090719127,0.1136077664512486
SELPLG,0.09641463623248417,-0.05763378617681699,0.0467488639429515,-0.019283656886124465,-0.013684843177766876,0.11363093225615138,0.04341450071623098
GDF6,,,-0.04045316551921061,0.010009296289345111,0.038475379063609025,,
HLA-E,-0.01611782692468623,-0.11455583420925525,0.08073037506079976,0.001054237898211649,-0.0763450022917723,0.17283927721441,-0.0951515300576745
PTN,0.1999715592268604,0.0781076618134406,-0.05368497339227619,0.05238444940235495,0.022097481174723276,-0.14080706626222908,0.18560200696914153
CD274,0.02762013173352898,0.015333891390576917,0.019420950310855653,0.019052122827839434,0.015571707298869863,0.0581667204778762,-0.03968290508012728
FGF10,,-0.04180818185703428,,,,,
CD14,0.10490040421901185,-0.11336723566308433,0.043990166518525185,0.031189307157732497,-0.03859810238733464,0.1252624606622257,-0.037629800411702774
SFTPD,,-0.042710028065336934,0.047251629588145806,-0.034232302885682776,-0.04393151132880928,0.0475932244779451,0.0637106298311091
SLIT1,0.03737421883884501,-0.018084697851733538,0.029558544555813984,0.06210068826461793,-0.06818044683424858,-0.032470979713157766,-0.12471457037592443
CNTF,,,,,-0.01664934752010749,,
BST1,0.0762149054702637,0.06155003931463528,0.03489051450993736,0.060616240200018774,0.010193828345999996,0.0410969781332129,0.05150570151367023
AGTRAP,0.018592031905239146,-0.06508374214781085,0.02721033469796787,0.0653983433078052,0.08408597708910037,0.05780559593766013,0.03892296848542598
LAMC1,0.13963303893138201,0.01364581009148782,0.023556705176240377,0.022224301695397405,-0.03207380036095664,0.13445744473563434,0.04642851534592115
COL6A3,0.02199656651007395,0.05240428035280855,-0.02964301593357186,0.049930896358141096,-0.029608812124543176,0.17105993566553632,0.045050851732324315
FN1,-0.17509136050746452,0.05285826280945247,-0.047160363940172964,0.02655666594471093,0.006539615663104583,0.11381473654099397,-0.003553984799181851
MIF,-0.32456152253817505,-0.15536733300855227,-0.06442185362775824,0.06492673120982911,0.043440788374022564,-0.14535023491011118,0.10695367485634268
JAG1,0.25070289828702813,-0.12449349994340492,0.012429105325395214,-0.018114487036636612,-0.030338738825825433,0.04497006284418888,0.015970279658852737
NID2,0.28764590676082585,0.10010035300597833,0.008279899905070736,-0.018433746052234197,0.012698010115705715,0.1481135768884581,0.047903624465301144
EFNB1,0.20546091938608482,-0.03785420462918702,-0.008894624247094772,-0.010232771558626267,0.06817894653522309,0.06331077647325248,0.037975181535495534
COL4A2,0.19159823060552691,0.0577547335217526,0.014878652164059857,0.02807034395992875,-0.019731674221531836,0.1328261743918065,0.012862199454666
SPP1,-0.22358023385960818,-0.20236427398903178,-0.008487983421382865,0.0419804567833791,-0.03245821322760705,-0.10221145540137387,0.030134885444018805
PODXL2,0.013440932856017442,0.142831590137742,0.03031435922827539,0.01754805698342768,-0.013036003044775533,0.008555690743988797,0.002472429924465593
FGF9,,,0.14259665474979233,0.038714291528362595,-0.04982151672178363,-0.02035829869182477,-0.10729525439442754
ITIH2,,,0.041566258916262776,-0.02672027878741234,-0.016271053738845694,0.20426236434203662,0.12310580291720238
ADAM10,0.13492591911575674,-0.0972181666360993,-0.05474021528086072,-0.05295344333121583,0.047953278259383766,0.023110081283978987,-0.0023942461080270444
CFH,0.11173284324529507,0.050518693775675645,0.05271308119662327,-0.020736115960506885,-0.009619445786708323,0.18929090850851205,0.07136228224928859
COL4A5,0.02675144700325934,0.08860608686488693,0.03913374702174553,-0.010629038763430812,0.008002886758906137,0.03236149095037508,0.10527208213166922
LTBP3,-0.028464464703030982,5.23579529190429e-05,-0.006981783048326939,-0.04993680773611639,0.024970539007228343,0.06803698958478077,0.004766410404651013
GNB3,0.059376300878867694,-0.09271837240279916,-0.03265097449533598,-0.002916081901939793,-0.05128591419406271,0.031613622166663434,0.029153527792389968
COL6A2,-0.14832217960813227,-0.0973883349804685,-0.08781255154812634,0.07871890482802872,-0.015257564415268956,0.14913126962470194,0.04630334326513157
GDF9,-0.0027232462178603677,-0.034752477762149535,0.04985172131419674,0.04787444890465682,-0.03709633497327873,-0.011659215109171322,-0.045259932960586634
NCAM1,0.08838332098503589,-0.12451252405319807,0.03708901642270349,-0.06535198132980129,0.03931922025651718,-0.1688664753372133,-0.19547463515389596
APOC2,0.2055115544325546,-0.0026454252021096145,0.09631224814751752,0.04582733423545134,-0.03851275894410234,0.052276441506666015,0.06026219937667372
BST2,0.037430218527841015,0.04045200672206155,0.07955453565541369,-0.05509500126562461,0.06708364655607787,0.047010533003181754,0.09707056759023087
COL5A1,-0.12837536661366497,-0.14973005782064397,-0.0648597170000944,0.048566077574756734,-0.023941021980133217,0.15954282513620743,0.02135767439106167
CALM3,0.0444561353268618,-0.04854193311573547,0.02507869560093871,-0.04332442151624542,-0.0015208620120993744,0.0322239362959983,-0.144105102245757
THBS2,-0.16299056102522735,0.02015986040440015,-0.004736555961737046,0.012776886847793528,-0.005564705387608286,0.08641707646620972,0.07717731495516406
SERPINE2,0.0027127169257545936,0.0874156389352141,-0.04523595935211351,0.02697420109721159,-0.03136873703566246,0.05214906787099846,-0.09995752922173916
EFNB2,0.17997777909313692,0.00418583193545354,0.06642184477083433,0.031242407391078014,0.023996187426196497,0.03187764240517056,0.06776192025270714
PROK1,,,-0.01625159050314303,0.00326491084580185,-0.015612751064309153,,0.059333869826482775
MMP9,0.3244083545657762,-0.014880228019839776,-0.013969894449530146,0.04707829457650943,0.09110449116619365,0.08283825206392224,0.06303521462713975
DMP1,,,,,,,-0.03359500956441397
NPPA,,-0.09038826246690326,-0.030228218247200882,0.08798845191272252,0.06727176628806243,-0.040838460932246724,-0.08295084602611758
APOB,,,,,,0.024488452991623423,-0.03959804349716247
C4B,-0.02868508163102617,-0.03635569526054642,,,0.0185644492084908,0.05180464007332079,
NTNG2,0.014491033761795854,0.022148105142562362,-0.013219798974782648,0.008068036850872455,0.014282928388893414,0.08855958241670871,-0.042471899801127734
LAMA1,0.012436739663892459,,0.021327256432497874,0.024166558427696973,0.00795461299596579,0.05819796720784574,0.0766643928077591
UCN,0.04050729601733827,0.06804274757629272,0.04663007320577522,-0.02867753115223823,0.13235018056595402,0.08239457176164665,-0.04953290270481972
ARTN,0.03990320066836196,,-0.0003886221939544225,-0.0012950940091460757,-0.01760816705631637,0.0146394634974082,0.10286476448645747
PDGFD,0.08599138793270818,0.0269515638621093,0.10213881384720239,0.0648316626683687,-0.008644043735770084,0.07307403131256582,0.1412024628253212
EDN1,0.08401685038273786,0.08016809698336544,0.02037189987153921,-0.048892159830430236,0.03286068411772119,0.10810388788631656,-0.03629248218893814
ARPC5,0.18788065644073848,-0.026377022523715144,-0.02864959189289657,-0.027596738042001405,0.017988778340452333,0.09429129240069287,-0.023226390139401663
