,UKF248,UKF251,UKF259,UKF260,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
RSPO4,,0.0431951468072733,-0.02335375229434005,-0.029040068317481807,,,,,-0.02232448933230084,-0.03300157143486163,0.035376313892002006
LEFTY2,0.08656302575491727,-0.0130568845915801,0.0597716851133347,-0.0090276310376239,0.08166740849684599,0.16930286422478538,-0.016829265656750872,0.02083444556881726,0.018584207508487327,-0.031391884007270464,0.028052904568594415
PF4,5.3301880243691234e-05,-0.011732913127743027,0.09858762109079149,,,,-0.013415302093832678,,,0.019048188074644253,-0.023840645306405336
ANGPTL2,0.032609695900380715,-0.0327672801139551,0.033747497642222186,0.02013770718930878,-0.002142199831530097,0.11641664328039604,0.04488038813947552,0.03481220296951828,0.011337589211233737,0.0945595503786037,0.023533956577905895
LRIG2,-0.041981565115421025,0.020339402802254096,-0.005378070132911348,0.005610496043705821,-0.058981675583374575,0.06935561955271517,0.05268083765858111,0.007307441109591444,0.005535456881200434,-0.0457139343901823,-0.04399501890086311
ICOSLG,0.03801590197193949,-0.013211249671222622,-0.049672457269651776,-0.010266490554524131,0.02160240786522777,0.01045193826326149,0.04485059097085028,-0.04331519721553691,0.012818196034440173,0.04794820609213305,0.012277684541120536
WIF1,-0.03281723559507273,,,-0.04137991624355585,-0.034754327604331475,,,,-0.020752775226962544,,-0.043747074765777244
NPPC,0.049086443813481755,,0.12645258878248378,-0.05065816163168638,0.018523718132708998,-0.02890848016805823,0.03778141614003286,0.01612506417268103,0.048250745299613984,,0.07794552434278745
LYZ,0.05759699199919202,0.014139789353100216,-0.03078473262050836,-0.013392091984266016,0.06799259257983707,0.07945563659223204,-0.012762720070344498,0.08043683145950584,0.02569412681164383,0.04209037514936845,0.02089837913268391
EREG,,,,-0.02252345243633875,-0.0215067717956945,0.026602675541229356,0.025743840381667257,,-0.027805527855844267,-0.049247177279245595,0.00886299775519269
SPTAN1,0.042599169875155336,-0.014849241621178073,0.03990880870828353,-0.06935605644872202,0.039195973084369395,-0.031772695720714846,0.053640855298525886,0.006707950313620321,0.012935164543414037,0.015424075348000822,-0.013809140190456795
PTH2,,,,,,,,,-0.02447285093704767,,
LIPC,-0.022328728234309283,-0.017658661317790446,0.044450163516394435,-0.028115565853125392,0.003934734033498485,,,0.016334602196636017,,0.06517943651747532,0.14491998099234718
COL8A1,0.04502585414018376,0.04897198104076867,-0.02065157042077358,0.038567508026445624,-0.05662933271366802,0.0639622012400776,0.04460064252321002,0.03665722248851981,-0.07421568058777339,0.0042107235802159295,-0.023579980918192432
GSTM2,0.11001954744871917,-0.025709843044534365,-0.010216813849130719,-0.03663821904490646,-0.0031331489867112263,0.13688590501020317,0.045616560702296166,-0.013613909595064859,-0.020688572765251687,-0.0037846278225896575,-0.05714803844401309
SPX,-0.015958437641952244,0.007555890755789011,-0.02103391579545936,-0.048706355288366004,0.007420129258347516,0.07150240365374028,-0.016656812274452298,-0.06146904727439388,-0.018588576915328694,-0.007570792810253488,0.08406619034901598
MFGE8,0.04113311398234683,-0.018708116957936574,0.0016355850762511356,0.01412734185557466,-0.01606357572826843,0.04756788472805666,0.043344081642813746,0.02082380802292136,-0.021479106401441697,0.021016680829413752,-0.06171774236129482
TGFA,0.019439740242896606,-0.0032786499235128376,0.07298327101774987,0.01654881245029253,0.023732668664641486,-0.012965330433624576,-0.033757338029641405,-0.03621983347529916,0.0021797234899627836,0.01661231058803234,0.05086095248254877
SLIT2,0.0701412646856486,-0.009546018791545353,0.0008048426209481667,-0.013460909429635085,0.06296114018613294,-0.04268918017215308,0.017829624269017578,0.060987733788309496,0.0309272350263537,-0.002227258976346762,-0.06385115401794152
PLTP,0.028732581901955326,-0.018707557289131635,0.020619122767601708,0.02714947515501774,-0.03789701368009601,0.08824853386431337,0.039830066129652446,-0.00011948342049231041,0.07029303493844802,0.09275176075467664,0.032965036493702485
APOD,0.050728414362439286,0.013241406177213567,0.0572052837989361,0.08241855565556094,-0.036031925744137404,0.08060535992295224,0.06786856109321918,-0.049619265496245,0.011332172992492045,0.016348490312908023,0.011735870530013444
B2M,0.07929019212097291,0.01791494627958456,0.00986527836100881,-0.05596682933892265,-0.0434014583486353,0.09998313514755337,0.0683202750868353,0.06691092938986218,0.027050875378400428,0.05833752508057038,0.07243144672924239
OMG,-0.05437702383005294,-0.01799817293870272,0.025948310071818845,0.03407272272010642,0.034570045070002706,0.06243165695478118,0.08526261270641401,-0.03165586465824961,-0.08109270320500483,0.003897633284076252,0.028061374762232014
CXCL3,-0.03653912414224863,-0.01044290663428452,-0.010317008524425086,-0.04332009054864748,-0.030276046104237377,-0.06161468062681624,-0.07323057950096157,-0.023568360510011994,0.028894506246055537,0.07356407470904804,-0.01721641924651784
CXCL10,0.0457817330253801,-0.01135058852880906,-0.005109533749347092,-0.01772221799065255,0.02543088665821008,0.06572250068454284,-0.017993809156799233,0.0008224420158244197,-0.01742985605729556,-0.013697418140659738,0.0895949297893442
RSPO3,-0.02388292058499921,,0.15430203916645666,-0.02811554851849984,0.011538867831134008,-0.0439852625319427,0.0276136525676843,,0.024501448244835914,-0.023239192289890225,0.01126135920927265
CORT,0.0126444478939403,0.010992294726627301,0.03929703737055934,0.020573255264684426,-0.04178838861552497,0.05841678470734455,-0.014038431793657187,,-0.03712861984784064,,
NCAN,0.018557150622062202,0.000420253769717117,0.019129870394988514,0.03982511914832493,0.005079037068655601,0.07773336702432396,0.0986135873638748,0.07581455769003752,-0.03700066057168962,-0.011253996530644253,-0.03356308708890242
PRG4,-0.026441239268814424,,-0.011904091556316233,-0.020130631799242026,,-0.021210053891472635,-0.020714565179978228,,0.056779268987299625,0.026141065514445918,0.05755292007410358
ZG16B,-0.024380935126051193,0.00915697372572866,-0.01381615411842004,,,,,,,0.028322013904081053,0.004733723842473209
TGM2,0.024972904275768475,0.011925400907072413,0.05042327276537889,-0.005445283042119727,-0.020605496883021452,0.07423416691615532,-0.0061169167332345885,-0.005712610824199793,-0.02392242328852361,0.05505973920160696,0.007553659292328001
VEGFC,-0.02303051410647811,-0.018128895457848113,-0.021216278589765977,0.032026578895199595,-0.02430255848583143,0.011020565495363987,0.04526231568006788,0.08152028739220094,-0.03810157914235437,0.08322173928132842,0.002564163092002131
WNT6,0.01957670846888435,-0.01305688493425155,0.0016831124242759337,7.749333217007847e-05,,0.030366271764734238,0.03762336207343015,,0.04721361940579042,0.02606303816426055,0.07407605933631306
NRG4,0.06593911344227922,,-0.014487823987098664,-0.02867345246422841,0.012301432434068614,,,-0.024962456846955507,-0.029480067387554255,-0.023239194894449235,-0.0316045225943467
PMCH,-0.018664048494017448,,-0.02007429158899909,,,0.0024664668364412505,0.06309793728416734,,-0.01697340563940516,0.04632246753552319,-0.02807670337093383
COL9A1,0.12333882638949102,0.02870827707504475,-0.0151314747501647,0.11321627465600186,-0.02120862831726802,0.07758908123654765,0.13225087582888662,-0.02256791929136394,0.04012268135820137,-0.0434482212909101,0.03756268061899229
GDF11,0.019529281719198845,-0.028849896042151206,0.036429605954750234,-0.046060766117668545,0.016866346840613042,0.06416438063200694,-0.02683943131524028,0.01248683662742743,-0.03656598387850055,0.04987837698988897,0.06380430594250709
RAET1E,,,,,,,,,,0.14139748120140894,
IL24,,,,,,-0.01467532566071718,-0.013201401922536882,,,,-0.03533280488204703
SORBS1,0.023948253743272963,-0.014162501816874255,0.009006465976655576,0.0052873796817547005,-0.05522635727655226,-0.015773386281098215,0.03497482069923357,0.053887695392105486,-0.004145044870527653,-0.013251453356930802,-0.05598497861784826
DLL1,-0.015927654718479806,-0.028290235621128715,0.009680515935454567,0.039239574861659944,-0.03550710615063538,0.07083989209517384,0.07839497649579075,0.006083397797854217,0.009769488725920974,0.06314761744251515,-0.018751178677277942
TLN1,0.05014684157207957,-0.01857786781774332,0.021576241120886148,-0.013293256462850242,-0.04492014940976952,-0.035583849927524565,-0.024374782258290744,0.03732263945292508,0.004565980667415277,0.04576062421620229,0.03823138172577879
COL2A1,0.0291254278801571,,,0.02308757965471205,,0.008591833481000614,0.013530731841439617,,-0.024534888619305424,-0.033820879411901844,-0.028473978501058577
SHH,,,0.08110252647284918,-0.020226467943876506,,-0.0019365298067473902,-0.008686105941044938,0.059620605502821444,0.07365244559770902,-0.05026964928342049,0.03477717383003021
PON2,-0.01108708025620504,0.008290288946701254,-0.008326452328209371,-0.0015425227470616232,0.029832051062991034,0.04996483189608565,0.05945671836234299,0.03297779730750483,-0.01755960097951373,-0.03417733159809986,0.004490486750147063
ICAM5,0.012448803470748419,-0.016807143274702698,0.07342640223512077,-0.013602550023973132,0.09440263883694248,0.0007168205273362094,-0.02144871425254809,,-0.040599771532096283,0.0024645034463252713,-0.05527843760685332
HPX,-0.005000685778366786,,-0.030098636443805622,0.006777652248728909,,0.03551387899767967,-0.04938857093828367,0.058516578238003644,0.004881460895544999,0.01067531472919019,0.030024025023515487
SFRP2,-0.023375323249280194,,-0.014088437524885923,,-0.033279744086452255,0.06064554289676179,0.07485090587506553,-0.031947964730991145,0.08983358993164704,0.09522227520874008,-0.011919948817359815
CFC1,,,,,-0.02209184847711463,,,,,,-0.027965029760373898
CD70,0.03166387774380266,,-0.011246088816458256,,,-0.040637847716848134,-0.0014334804519449838,,-0.04293042752368505,0.03486987542174912,-0.027020451457611023
HP,0.008673589379590308,,0.02370546214027531,-0.006100102686887129,-0.049850147272895697,0.02682107100380193,0.0211660408621321,0.14125243903914148,0.02823371841846499,0.12341607154855394,0.0019097036399202227
CXCL2,-0.0253536445207215,-0.012478107519413997,0.006881205193106403,-0.04036825272837285,-0.03704895074478931,-0.0277773376255998,-0.04969693550265034,0.05210700347948663,0.012576228330902217,0.030873750576269163,0.03325166082245855
NPPB,0.007852691507296186,,-0.04406591466900032,,,-0.0386640050965379,0.015174433371694126,,0.032121743221965246,-0.005521240816628975,
CCK,-0.009175912285405994,-0.022501845668421203,0.0593006050805998,-0.02748128514574236,0.06707653837356262,0.017726475108295003,0.06663787090080725,0.0585682613706019,0.008971773135494078,0.06524624311712322,0.004694629331181431
SEMA6A,0.0020033108815857735,-0.03686891052987234,0.011417227328715493,-0.008112485625646506,-0.0837640284039462,0.0019205789435557067,0.05021918576678594,0.00035546664666032883,0.0024701578820897083,-0.05005694981006324,0.06705924436004596
IRAK4,0.09439881332186836,-0.04993825427993668,0.013921977468284592,-0.017587056174518095,-0.03768000976828154,0.03878712072571862,-0.0027250472892970177,0.07446420960100945,0.025500019882417367,-0.024660962366515056,0.015452124773542726
GSTP1,0.015944761197931808,0.010661212655530543,-0.006825481095542726,-0.009824511874790899,-0.04287040312624778,0.004474324043872317,-0.00041401582701367466,-0.024922698452495493,-0.004851234016793542,-0.03738558945992833,0.03942164819698343
VCAM1,0.04981015719092717,0.016192331436177248,0.009766712817613573,0.01289819132982072,-0.018417880206089008,0.07415148243373333,-0.004688428435482277,0.04728115708182249,-0.07033653981390584,0.03191552077647637,-0.023249730442501147
NXPH3,0.00963830769213078,0.10958824937778756,0.048594062955786034,0.027195190519309402,0.04122465496102759,0.0763657138771389,0.08328134180639471,-0.027666809656299408,0.0011419295386660437,0.011557604758532012,0.04142260543414132
MTMR4,0.04294702806334493,0.023558392693234256,0.02238729374758135,0.012933455121163324,0.0008152480648240657,-0.02143291408089411,0.06172235697160765,0.0162513400868304,0.02250394740993893,0.018544541158770203,0.01941609854404191
LAMC2,-0.017803381988299862,,-0.02764980485190022,,,-0.018041974179606204,-0.017337144966589047,-0.02413483709826851,-0.016475337647759426,0.022724651066053977,0.040010976969733346
IL10,-0.019557829602514624,0.01615990813309952,0.00940599416225142,-0.027141897087141167,0.0035946296008773186,-0.03434073626153835,-0.029714851520180472,-0.023280368164570686,0.0591696156355067,0.08447340959857848,0.11206066832721982
SEMA4D,0.05057964921258727,0.026127742962469367,0.008230552942137865,0.015062576902267895,-0.05953045854374938,0.0467427728187505,0.043961808639147136,0.018501564998599226,-0.045751316641944796,0.05218588266847139,0.05737949568933222
TRH,-0.012917463531805708,,-0.029323696729636597,0.12639312730808067,-0.03440322822746864,-0.016466748274924756,0.04928893600913072,0.11131866259449033,-0.03702110268631084,-0.026403984952793565,-0.023504233442541076
SEMA6D,0.001881981261387297,-0.009695422461664,0.04585750214286414,-0.0366422935741717,0.01669970174534231,0.011009169282006553,-0.004728907502447332,0.04921293499844108,0.02302637413307806,-0.04648185112003748,0.03341875691868336
CEL,,,,0.008941804418570622,,-0.0032268227358085402,0.13458964884826813,0.10204853683754483,-0.04170601185219347,0.03309521826024763,-0.032514555265280236
PDCD1LG2,-0.035287249970043275,-0.013122436851528427,0.03491813128785637,-0.020623611492857852,-0.03824782624531543,-0.016150240562964876,-0.04847540819160198,-0.007604927621022541,-0.051312029423151787,0.043301717132215374,0.021596366334435062
SPINT1,-0.0052052841549148415,0.07046204331407398,-0.03447153236121768,-0.03821360884107283,-0.033411501919471495,-0.04797834365912523,0.018845519928203654,0.06473236927572454,0.023945200365814174,0.0029929038427519627,0.07279527562820068
CTHRC1,0.07763114004432418,-0.019586800836979012,0.018449838580401424,-0.013839417154380754,-0.06617604758642699,0.07619563820764134,0.08841710499153241,0.09419065545306501,-0.016418903986889152,0.08369610069842011,0.03263883486311171
PODXL,0.02694905086251835,-0.010261407437155128,-0.006599888855892415,7.232353217083007e-05,0.00125156568271523,0.07398755293496657,0.05875675067656453,0.07257937239386733,-0.024780164805525924,-0.0013847701288874634,0.012075834688374568
JAM3,0.04743913818707348,0.024268418648411564,-0.017460790379766146,-0.018939731230149207,0.012190792795790849,-0.009555710298746939,0.020696444364154604,0.007971560289907574,0.015812230026419766,0.010741316979050383,0.025300348057478435
TGFB2,0.02684523277400082,-0.04243160164670155,0.005477493644248725,-0.005880144836952272,-0.05387730829322571,-0.05411269454822959,0.04746487306947191,-0.006632167866024752,-0.052319844032387285,-0.014622436689077804,-0.0354347483051547
COL18A1,0.04058136235383049,-0.021814046661086016,-0.01142952324992694,0.0012894350102120482,-0.01572628936508178,0.03716085145186874,0.058936017102416006,0.023338149986926304,-0.008947941981102006,0.10066604375722442,-0.03671844886984981
NODAL,-0.036580964387090145,-0.012575969313622138,-0.02436218151454964,0.04134648151017919,,0.17738636337231733,-0.016306841131265588,-0.007465973810663569,-0.018840784273374173,-0.011881392760597912,0.028615191666771414
INHBB,0.030762767597378046,0.020372663877533916,0.013704450775611303,-0.011097914362398686,-0.002501526770894784,-0.024699004625889743,-0.013647055510138008,0.0240966383768898,-0.03433923874396183,0.003115240660373021,0.019677432264922076
LCN1,-0.017803385994133298,,,,,0.05193915580801401,-0.015399748901938029,,,0.11800709237596992,-0.021346840225214464
ARF4,0.001072552982213913,-0.015511307523267842,-0.05587774128190603,-0.0016039580639151498,0.03655565512884858,0.07681840430543495,0.05258271439404722,0.06571264805020942,0.026583370138521613,0.009232191530710834,-0.016928362705578806
CXCL14,-0.018736030698164274,0.054728211744512874,-0.012370488709565123,-0.02552180085975661,-0.08451374466435214,-0.10682721025251732,-0.026410981228100087,0.03245145880764713,-0.01646830609556111,-0.0733615889855927,-0.05596083737259342
LIF,0.043893075635814856,0.06554891202221841,-0.0037614278319178887,-0.050045430979942296,-0.011845884144366232,-0.07926710490165878,0.004699117907142188,-0.03081764092948842,0.023199021649910063,-0.006236289640169732,0.010566206931365589
IL17B,,,,,,0.08877257233909162,-0.024657407335963447,,-0.023439686359886237,0.0797689486731491,-0.024135537595934852
MMP1,0.003969913000916997,,,-0.017693392018294948,,-0.018112033369666693,-0.025382649277867472,,-0.016973404295215294,0.07374488550193926,-0.04472026495157106
MATN1,0.03661082288052761,,,,,0.03150326589350359,-0.027237884212416866,0.06036181948052864,-0.024157113162638664,-0.032112887899336175,0.025209922546167635
ADAM28,0.014090879153365397,-0.003921878498574257,0.06396628729818486,0.013163962442480595,-0.032560586559762655,0.11596584250519883,0.029162631352613468,-0.010230938946868762,0.059159083881949355,0.06338156431387357,0.05928706611644491
TCN2,0.01285559034050838,-0.03707934459468198,-0.020509167758616064,-0.008202169043882889,0.022721488193095978,0.09143752669579802,0.07263515351414697,0.056966040206368466,-0.04292045927850446,0.056459238903810306,0.061668314165375486
THPO,-0.0068537582847372925,,-0.025096182434255408,,-0.029836977049116933,,,,-0.020955176763710934,-0.010814409193915176,0.032341178297545674
CUBN,0.03395040443378333,-0.007132951395031523,-0.014538317580253916,0.05427950432226628,-0.02294368080993624,0.0700259274802545,-0.009845547232777509,-0.004312606689597556,0.07703389619520411,0.05109766668050396,-0.010191149341237885
TIMP3,0.00598828878162505,-0.023980118686194457,0.021369864426643938,0.024727781017372878,-0.015045226140771544,0.06942139608548481,-0.014386052422377803,0.014514978852566779,0.004168221727142378,0.11636480799286747,0.0019151828205422588
PIGF,0.057615287102836525,0.024941633982924444,-0.039972566694968056,0.0093827974970895,0.055458798109384186,0.03963948927041535,-0.02557200960189254,-0.04463983764301892,0.019036483114385216,-0.03817035647200239,0.055488964127557244
