,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,0.06175952560625731,
BMP1,0.054693704083177516,0.031887900262788385,0.06306975513692863,0.11702134912760792,0.01976762992428303,0.027017579216415347,0.12521241319210843,0.1061683421079618,0.00037050734027212266,0.05660063267483037,0.04243193520213566,0.05137533225575612,0.10616999935443636,0.03266816400787699,0.008225941616946944,0.05725372207657141,-0.009298207890837087,0.03258366358335193
NDP,0.08024351483938626,0.09762428133282146,-0.009237994532720428,-0.004043461924129192,0.06315696067614975,-0.03925040478084653,-0.005235449821772252,-0.03585728893453132,0.029771057352617925,0.035587514083966036,0.01730154591756622,-0.12047381020406461,0.008860614841093333,0.07140311561715817,0.11519279815006124,0.004541366100116201,0.0854464295619571,0.0126080781450704
TNFSF18,0.23510875488121852,-0.03208996449665129,0.07676228146220483,,,,0.06269585423857582,-0.019281418976064925,,,,-0.0853669622523957,,,,,0.05673902371330427,0.10525701178424918
IL36G,,,,,,,,,,,0.08417743188581225,,,,,,,
RTN4,-0.12471028390316624,0.025207918524645524,-0.010698847032256922,0.012723884653337547,-0.022906344840010282,0.053948878034407254,-0.13253792485101204,0.018815079810312406,-0.08527137275433781,-0.06775851088043115,-0.06483542602853334,-0.025624761226328834,-0.07606712867644441,-0.10261968289292447,-0.11484914471075457,0.024672937744027405,0.06319803551340361,-0.12100730821533581
HEBP1,-0.0218137576691031,0.03557906235533344,0.005482611282171372,-0.06688423659151309,-0.012111156219559029,0.033953974637433944,0.08491686993022479,0.028912187849194453,-0.02843772971473496,-0.02372310823844173,0.00673809163563243,0.06022190135639131,0.08491141063543282,0.06234752605478588,0.13604421700516114,0.0403644028845023,-0.0022220291879959694,-0.060268750370840986
WNT7B,-0.06781018199407868,-0.029668101602418295,0.029899602806824375,0.04016027999585296,0.0767427199709396,0.010997316948522969,-0.05830439185150158,-0.0008248028180965378,-0.031849038769331955,-0.01461459734504786,-0.015116032933254355,,0.03848339445866285,0.026375254910574544,0.024789736141094098,0.02579530134710345,0.08329132696635966,-0.011602116287960172
PTMA,-0.12480967533496386,0.1089714122372816,-0.00842660924365691,0.07528701412952338,0.03460008044271577,-0.029073844663417326,0.1887171316764873,-0.028702407180730947,0.018031078823518825,0.12325155005393605,0.028488860631546677,0.07920142434187548,-0.057105727427552044,-0.09193395120437389,-0.007117772961467391,0.09884228457461412,-0.10932677051401885,-0.015448249173459619
FASLG,,,,,,,,,,,,,,,,,0.00844646216965617,
CEACAM1,,-0.03093355632756152,0.013556006308704408,,-0.054124601922783996,-0.02008638228915713,,0.03586307316602198,,,,0.09371592187045713,0.025404906145958625,-0.0015316612833393669,-0.06079977242900363,-0.04870869225017858,0.09611316695031258,
PDAP1,0.02658575379131723,0.04901122125860118,0.02214674718113535,0.007834951066876312,-0.03812008580317677,-0.027566939168629092,0.04404918403758046,0.030227755266594658,0.004265665749354557,0.04018510397518092,0.020335268621114184,0.0909350316440874,0.011566719647567156,-0.084501284419853,-0.06638628138510112,0.06956444982208712,-0.0100769370196413,-0.018320875005153735
QDPR,0.0149695143628369,0.010727271125333601,-0.03432211988283308,0.15485641185987117,-0.003731616008727793,0.006865976641373105,-0.018536355065382544,-0.02330320138737565,-0.042249247947860634,0.14494915539093547,0.036494070282517686,0.003936059949341408,-0.09937707898998174,-0.00023173232984264046,0.08877794175866824,0.001743063749860461,0.09965664062461044,-0.09325379942533454
POMC,0.05468737207489142,0.04960918773747932,0.021366019414180933,,0.01657747335133664,-0.011625229061728658,0.10827244988804285,0.030542884533847826,0.04720501752861541,-0.03778584119597714,-0.029465756960951908,0.10215824836720576,0.08091026105147096,0.07685681676883654,0.08397019091621255,-0.026165924114630843,0.0020084566278070733,0.04639417684335873
CCL18,-0.054483909263669764,-0.04145599653943961,,,,,,,,0.09351742142417768,,,-0.039084242405002544,0.04739840556877858,0.07671145012700895,-0.034915466298642166,,
CCL17,,,,,0.04496675674725852,,,-0.03830722670970911,0.016555146684622393,,-0.012563673678998983,,,0.009598605375746047,0.07114224916814911,,0.011480154199202945,
VEGFD,0.06052142783082151,-0.0173756148424569,-0.001022916127801298,,-0.034951079945953235,0.018038722286452872,,0.03610587878936472,-0.00343332614386396,0.019909325543022223,0.08580673033818648,0.005953978349486234,,,0.10045034651069691,,,
TNFSF13,,0.0053967025146021644,,,0.006594001845126691,,-0.017868752073436054,,,,,,,0.056826126052180174,0.05911462210642406,-0.04162469314769029,-0.022541447882937674,0.05083004166474111
WNT5A,0.05648950168503959,-0.009948218594325122,0.054146681648723854,0.07231408798341844,-0.03175860534526762,0.003484901932793921,0.12950667305365451,0.00026339175430169237,0.0024295304877368744,-0.032158663538562934,0.036151492394871414,0.0010869329851783654,0.06704935640488995,0.06095534728208354,0.022250676790716975,0.04866278098794137,0.01280437569824707,0.04995577322898498
CXCL8,-0.08116646128468706,-0.053146018797066076,-0.02265786251255158,-0.12014940595287099,0.013831451629411736,-0.025660794510888846,-0.010686181917833182,0.024047102630061122,0.019635977463043977,0.0015242141146739265,-0.03115150699130569,0.03791045038793142,-0.06881396230349933,-0.11021433702017144,-0.2179714377929157,-0.08295452387177644,0.07580329714182397,0.037298917637699616
GRN,0.013484684721823131,-0.0018524187576175264,0.01476254115345746,0.1099804028368495,0.03056854413945835,-0.006563482999724884,0.09188502171446404,-0.02339432886180317,-0.004694852236012148,0.007222918872216441,0.01121385105092668,0.11885377700332439,0.08370407794601308,0.04327065445284094,-0.028403652756364316,0.01023878938396758,-0.04385862471431468,0.03133288814207057
MIA,0.047942461535380176,0.04648244246182636,-0.01744156533797193,0.004795420326716124,0.023526661521319013,-0.02673328098633422,0.05517959798763349,0.04765332590455672,-0.04173876725365577,-0.03462278068248511,-0.01844076778573785,0.061556403642798116,-0.0006649763790091476,0.25950270750737303,0.29453049091657196,0.03921637204437712,0.10098278458745072,0.04975564496769476
COL4A4,0.04574586497261557,-0.007708757954063786,0.006066878469672565,-0.05085502879835111,-0.02346809888342116,0.01886896523219491,0.09131126016958903,-0.002442793721244179,-0.005467190864486753,,-0.017888228888024507,0.017037298876030078,0.0055537966885506095,0.14379846101941082,0.023355939072955877,0.061948969897233946,0.0031415083218585796,0.021721107117593768
TAC1,0.0028948031946737698,0.09157370021850478,-0.06786421482676441,0.10630272420172183,0.031371679002093776,0.031628991933086825,-0.11694617521056089,-0.06947093571985426,0.01002269089182111,,-0.03170168527845047,,,,,-0.07344738911794048,-0.04247075401790881,-0.049332316225452186
RARRES2,-0.060535588581706136,0.09292973780681295,0.03074304678781635,-0.04553607427279912,-0.013610326540446029,-0.010779595198738378,0.06691379716700348,-0.03953749528553837,0.060945939299162165,-0.06172685076753098,0.021360342005084382,-0.09354400695668665,0.010233565741237531,0.015383621796522974,-0.012915800017472733,0.000958814995270421,-0.010835861989505967,-0.04078998888585725
FGF7,0.005651762855682303,,-0.011148078098502393,-0.040410704844983464,0.004084422015934449,-0.015460618180551937,0.07017697461867342,0.012601198019346843,0.003465873886955562,0.0317222518749309,-0.0013665778735149757,-0.06306417023471163,0.13581889369486477,0.003928383900328235,0.08261148783692844,0.019871807558865112,0.06864036177881301,0.024258496587214257
EFNA2,,,,,,,,,,,,,,,-0.009456829411231972,,,
