,UKF296,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,0.054652751289802924,
BMP1,-0.05463669439043203,0.013622487742587229,0.053243954260087135,0.04850881405490104
NDP,0.009377075599382301,-0.06033815514972474,0.0661533056780899,-0.023608387632505543
TNFSF18,,,0.03445514301316456,-0.030045459359112705
RTN4,0.03406855622917511,0.0642683589852358,0.008273725154121366,-0.0745720850707127
HEBP1,-0.024186573356925926,-0.0216245602337427,0.07601260808708529,0.04711822213191194
WNT7B,-0.010049708416962441,-0.022338908370642938,-0.0007399820763277187,0.031688312543889964
PTMA,-0.04192597271147112,0.0029685379305611705,-0.04812069312474473,-0.004759045663329457
FASLG,,,-0.022373034571679194,
CEACAM1,,-0.014826658375987376,0.022489144034432442,
PDAP1,-0.06163531638613717,0.03647795267816262,-0.009077058003285607,0.07638134873651908
QDPR,-0.031012666384180054,-0.007529695817320746,0.016865380997569096,-0.05278128599855471
POMC,-0.014997781979120996,-0.024254465389774323,-0.010459656934575767,0.024928411119292837
CCL18,,-0.035638197432688264,,
CCL17,-0.0124387218059604,,0.06369584325199631,
VEGFD,-0.009123952871427966,,,
TNFSF13,,-0.016649343636000156,0.12007498571477929,0.027849241021603133
WNT5A,0.003406112065071802,0.0477351661608542,-0.0008124382135164313,0.020001063184866823
CXCL8,-0.008496621636533724,-0.014500853996341757,-0.055287331873236846,-0.006879105605340771
GRN,0.017615318396848226,-0.04002270049672553,0.02858604860418366,0.01730623294486751
MIA,-0.010376574904666072,-0.021007717344211668,0.06256089437881689,0.03989728132185757
COL4A4,-0.01743182061821183,-0.016368050762160937,0.029261594220779,-0.036530631184190684
TAC1,0.03474610051279161,-0.025580209553969956,0.054809714122500346,-0.015143195695800226
RARRES2,0.04475269637266229,0.008427798554450722,-0.050590119949331436,-0.04691085118406614
FGF7,0.0860590036571675,-0.020079940486159433,0.06420644774169991,0.06718543770561705
HBEGF,0.04295181104330209,0.006260683909421146,-0.018586151439542717,0.023570166992673412
CSF3,,-0.021256040083731623,-0.021350282632757,-0.0384260443212512
PI3,,-0.03628642613013903,-0.04638707122492627,0.0058704495206198725
PCSK1N,-0.014879210415595277,0.04338084949810218,0.08358063058167783,0.03198650026896911
NTS,0.015728018992555333,-0.032234572674939656,0.023142726104125957,
SFRP1,-0.012438721931228545,0.034074388440297775,-0.030882161566057605,0.029655272001891008
CXCL13,,-0.03467302467070724,,0.03501801613206489
MICA,-0.0068755613253685295,-0.05003721244384545,0.08528825191984253,-0.006351375388366849
TG,-0.009001848954317413,-0.017494047621568958,-0.03167327072724034,0.08636038137133584
ADA,-0.014619726630986223,0.07051104135051497,0.04711031334405455,0.01923114512667637
LAMC3,-0.03029743894656053,0.010608814869751737,0.04011038226019959,-0.01742237892360535
CCL7,,,-0.02237302661609515,-0.026475279153040685
NGF,,-0.036491975765404014,0.0056872319372787885,-0.01943334082657959
TNFSF15,,-0.01319963597081509,0.06526323538449036,-0.03026551841913575
HMGB1,0.0377464648966969,0.027888709536244217,-0.024133112658306297,-0.007913765148584117
ITGB3BP,-0.043990913325895685,-0.021557413164992347,-0.008700069001196404,0.008765321847614246
AANAT,-0.010376575481837663,,-0.023671595163771403,-0.023462895335169986
RELN,-0.01628285314896015,-0.015943729777466182,,0.008950911852602566
IL15,-0.022302661317578364,0.016528423307004485,0.07251044055894866,0.0014599178031707149
BSG,7.908175538378377e-05,-0.003939703790055021,0.058835513198566315,0.03044314153198818
ADAMTS3,-0.01546961980058087,-0.016334913708115094,0.06748839791091227,-0.006883625748427569
CD34,0.04300377335160548,0.06397956396496163,0.016763457743943628,-0.06207386641837312
PLAT,-0.008710424931121204,0.08648494403419586,0.0160249154482391,0.07623356260173852
NTF3,0.016667710660515308,0.009395166923830599,,
LTA,,,-0.03185839969542736,
CKLF,-0.025851842706635556,-0.005916187344138594,0.0775106981267607,0.0006384837549562866
CD24,-0.011928387502229087,-0.032373879006627825,0.05420250931133862,0.005806907731864743
HSP90AA1,0.04184220017964243,-0.07342069540971355,-0.12664736711617022,-0.03276851847793021
BMP4,-0.030866877810179823,0.05960680117118311,0.04401883643752139,-0.04986506926296208
SCGB3A1,-0.008752742908992578,-0.027411478845106828,-0.026974272687658295,-0.0471488242019357
IGFBP4,0.007980860145745498,-0.0002535115328026899,0.044560962564223865,-0.04703989558026219
RSPO4,0.21588057084287168,-0.018460464433764083,0.05161191013801695,0.05421066406806673
LEFTY2,-0.0095974882442582,-0.02510501202367004,0.015556460291487516,0.0006013749419463559
PF4,,,-0.006106527162098808,-0.023176216853955576
ANGPTL2,0.056383380628548245,0.07024162512753516,0.029121197401515683,0.044579481396146405
LRIG2,0.028742023373692097,-0.025373104371090156,0.053228074851703625,0.04592235511601792
ICOSLG,-0.016611069107664207,0.0025277194888992664,0.07769632377211369,0.04552898868661654
WIF1,-0.016470847531535056,-0.01716078980695583,,0.028573719779345738
NPPC,0.011094001483712267,0.020086766188833143,,-0.03676911461046135
LYZ,0.011876355788039871,-0.03735490702263381,-0.024432511976352538,0.01600031345302888
EREG,,-0.022992819696984614,-0.00478738837269517,-0.026682691154283202
SPTAN1,-0.01025677301071113,-0.020223977909535618,0.018311549784650216,-0.07348705934684469
PTH2,,-0.01689986733665779,,
LIPC,,,0.0033926539418226483,0.01870643028411348
COL8A1,-0.034404526772626245,-0.047640423708985545,0.038500283889209154,-0.05256807754246299
GSTM2,0.022602252693466628,-0.03919229886525978,0.0408862463005717,-0.017161718710755045
SPX,0.04190062584930286,-0.029290027128564593,0.06116866606607521,-0.060972204391921934
MFGE8,-0.000375770415091393,0.0048673495747395676,0.06926323125496554,-0.04088755362244493
TGFA,-0.009547307611449455,-0.015522989037467705,0.03554655869434487,0.02893324787934069
SLIT2,-0.024105190980226582,0.009288001560077001,0.02557279111977137,0.120930442699827
PLTP,-0.036756499799560645,0.002146828481635612,0.04159547690089298,0.033613896445508475
APOD,0.07214942971461033,0.04101827822567069,-0.057498834565501415,-0.09365396751215058
B2M,0.04586434227789485,0.0006486593785481091,-0.001866379766946719,0.09119660512688724
OMG,-0.005810893985545284,-0.006639892272646933,0.08174143822123758,-0.02652044057426722
CXCL3,-0.009363583417180008,-0.051785252040047254,0.011942121784422709,0.0006872758899347323
CXCL10,-0.014223968547291736,0.07653960310556093,0.07286534193201773,-0.044229875788464774
RSPO3,0.03992430101188087,0.08027175598309837,0.014951435050588453,0.025626379804556124
CORT,-0.030764156122329824,-0.030702228211066027,,
NCAN,-0.03292946074907454,0.03149953566910343,0.06751978646926887,-0.03262583850574255
PRG4,,0.01252293241603253,0.08341696633933329,-0.032258136396336665
ZG16B,,,0.001925898197677703,-0.01977168992486028
TGM2,0.018299832044057156,0.0284636890558576,0.013641814708304438,-0.0371852607217972
VEGFC,-0.013026423800928303,0.01690213688271777,-0.011712714945841736,0.012892309271480025
WNT6,,0.06728842437889973,0.10622546712474959,-0.020430087627398966
NRG4,-0.01593304285831982,-0.024377522254249252,-0.02270424972805497,-0.030723718246650055
PMCH,,-0.01403557082368415,0.06362156893096209,-0.039346142891131475
COL9A1,-0.002862721213718334,0.022223126856930977,0.04413938016890141,0.021670728353562388
GDF11,-0.011028135373790455,-0.068416702031813,0.030701757881360515,0.08720410748579739
RAET1E,,,-0.024906400633630504,
IL24,,,,-0.03434809492278344
SORBS1,-0.04823848184282514,0.039753543416940686,0.053082843261344215,0.0019332027286344422
DLL1,-0.00655424709053398,-0.02898973715846488,0.014368635500522921,0.04056485242944567
TLN1,0.01980503843236145,0.020469801570741027,0.010585328601171317,0.025319955134362585
COL2A1,,-0.029568191117267356,0.07456612449274395,-0.02768042106050292
SHH,-0.010049709844840262,0.051616559230805395,0.08423791904405147,0.10873049347931987
PON2,-0.03716410485707878,0.03115156394436137,0.05651119781217738,-0.002079347485075564
ICAM5,0.039993029310745255,-0.008268905137313147,-0.0035625327329807956,0.0033734628775450664
HPX,-0.008752742016671517,-0.008936974767990073,0.030610769583123778,0.09988276284834689
SFRP2,0.05860305811003051,-0.009074183329706572,0.03994293494421908,0.00022082877561806457
CFC1,,,,-0.027185656500649056
CD70,,-0.014465267026573244,-0.022788798694552012,-0.011353437401778835
HP,-0.0037244931211198053,-0.04862098021127369,0.052333476649379033,-0.04101216024403537
CXCL2,-0.012164167930124436,-0.04338660868828956,0.02039638315851361,0.02083108970242313
NPPB,,-0.003165874288813198,-0.02303093277181526,
CCK,-0.02970401153520473,-0.029883571283485618,0.02840710694909952,-0.0602492857312195
SEMA6A,0.018081597173151116,0.00817338723698933,0.008801027652275344,0.14837795649729746
IRAK4,-0.028771310386852034,-0.02129699183831372,0.08210405548636035,0.03390273622906006
GSTP1,-0.007623833884152211,0.032738889212058454,0.04008738613038294,0.06050942648267914
VCAM1,-0.0361903504051615,-0.0249987916740911,0.0556529364944347,-0.022738095811994187
NXPH3,0.028655535636915877,-0.005074224359503077,0.007217793576671487,-0.052901477746004115
MTMR4,0.027928278780028612,0.011366345570921711,0.053758755198046966,0.042230898049677355
LAMC2,,-0.013623710722048184,-0.003991892305842505,-0.029585797918074957
IL10,,-0.033925826843986664,0.06670952774301538,0.03166041695914894
SEMA4D,-0.016014462177591997,-0.02322467012974129,0.06052409441478049,-0.0037769063397820202
TRH,,-0.03052346749506595,0.00674112128975625,0.14619601879009914
SEMA6D,-0.012648770305640928,0.0705292205467052,0.07515598958672437,0.029598711277042215
CEL,,0.01301431639518012,0.08532522910192229,0.0009623527684951791
PDCD1LG2,0.0629668437490148,0.011740461481070684,0.048253255849457964,0.03420093738909282
SPINT1,0.024879039402861035,-0.027131823466688413,0.08780163557777369,0.02659640632194257
CTHRC1,-0.022737620619206686,-0.010948928746601866,0.012374003525196835,0.01619721719406715
PODXL,0.05907977200123788,0.11000722514183547,0.08590218782044165,0.09095455239931152
JAM3,0.04059899925612583,0.0482455546983835,-0.029927781265286887,0.0827235023531784
TGFB2,0.011782335863684342,-0.03805936012601898,0.030420987981160913,-0.011656506687374623
COL18A1,-0.024924284919675223,-0.003113273237724189,0.03368739994188747,0.007033793239276067
NODAL,,-0.015579735007851087,0.05155000372162409,-0.061631997571641756
INHBB,0.011126986884099155,-0.028618683239870883,0.03832268054552771,0.0008818157312436475
LCN1,,,0.11648794929370618,-0.020751913039593322
ARF4,-0.02132093820619161,0.02836909649955534,-0.01962623701606841,0.046535483226341365
CXCL14,-0.0065263254816203195,-0.06015101541172473,0.06083209206392999,0.00676142042730344
LIF,0.04469851776613483,0.03278558437934804,-0.0463042098359062,0.023540100550106823
IL17B,,-0.01938263805027735,-0.005045582619809277,-0.023462890623178554
MMP1,,-0.014035569712152822,0.012007055605823885,0.09201431711988413
MATN1,,0.055014346870960844,-0.03137367837685767,-0.021381967828654872
