,UKF255,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01636014403028298,,-0.021305657006430924,
BMP1,-0.01990089703048493,0.0629120604661568,0.010831245072271917,0.047750114261547606,0.003004598000709264,0.062180814656719874,-0.04316894368741279,0.044918951637004746,0.001308577380712183
NDP,-0.003635125417339915,0.00995366169391315,0.023936676606906414,0.03504166238357028,-0.0123110133425824,0.029834471601938865,-0.018308272687953413,-0.02442440144081479,-0.010628558133054054
TNFSF18,,-0.011440815920554629,-0.01167476423610172,,,-0.016871927764930468,,-0.024239810067001755,0.1089489954249208
RTN4,-0.0036783217133797915,-0.0416026343507674,-0.03469768804060822,0.028276593660161012,0.03225255821778047,-0.03099104225269676,0.17849105875529767,-0.0013111842490623883,-0.06619025431179894
HEBP1,0.004713381203315548,0.02763463007120557,0.04636022661878267,0.05751089380473583,0.09997954095836327,-0.03275474147774633,0.07467253003261623,0.039751101009590985,0.036547634043807294
WNT7B,-0.0588980446338629,0.04674300452447737,0.03866546424127209,-0.03141664941704836,0.01757681315323538,-0.01941948132902964,0.017587801021990465,0.09227062001063933,0.005273113248349574
PTMA,-0.08584380395899,0.04381182875786281,-0.08294431200454572,-0.03995485448316603,-0.04006062257270194,0.017305166825088567,-0.03226669538018589,-0.033318355596699815,0.01463297721427306
FASLG,,,,,,,,0.07090908165618175,
CEACAM1,,,-0.018361622817168115,0.003202839817752736,0.012163615307797904,0.05905139915238654,0.001662886505640437,0.04152981896291958,
PDAP1,0.007744966868385596,0.0522019327431267,0.005454741287925629,0.011331746696729037,-0.012304537683308723,0.012286610356224874,-0.007686603071570132,0.03649186042822492,-0.0033691741345270284
QDPR,-0.08206346220317155,-0.05015568879949889,0.02667988720569576,0.04709926992001436,0.12647562408266363,-0.012630124303236206,0.034132866178877744,0.024504474050301765,-0.10678055152384115
POMC,,-0.03018317990130107,-0.013546473200963693,0.041863009691389966,-0.00782186651968998,-0.03192789723651676,-0.005214369378113326,-0.004801543002291037,0.03777684200567251
CCL18,,,,0.009238980683057485,0.008151212967568575,,-0.05160551006893213,,
CCL17,,,-0.014560704009197852,-0.029714111504044013,0.03364334570149125,-0.02156990485989573,,0.10613561569090678,
VEGFD,,,-0.015513198560510985,,-0.011426274250598655,-0.02274959209074834,,,
TNFSF13,,-0.011095204754103818,,0.043230320755365,-0.016993646186032836,0.019942470585924365,0.027426599706507206,-0.027290419991813863,0.056443342506574075
WNT5A,-0.021110345818949057,0.02842414179989041,0.015687399525805678,0.09902906796136163,0.03275117847278412,0.01765213461256357,0.003408706729678984,-0.005601821478085767,0.07234710591063635
CXCL8,0.03281324811916512,-0.015782209137101193,0.010279721714028245,-0.10212334729549702,-0.09692281770011839,-0.030624562993592837,-0.05542526847378799,0.08201601102237548,0.034420257731064066
GRN,-0.0030204084623774007,-0.013903856618236395,-0.0194971575665571,0.08339471199077582,-0.011823001219997522,-0.04669461511986562,-0.04712171464341918,0.006635901595871181,0.05819803622438377
MIA,0.1329636935858467,0.09266094660201442,0.020570121682162445,0.12516417695678594,0.01725226496159852,-0.014515632529329168,0.008091276068501737,-0.02375292119000734,0.002330935008400823
COL4A4,0.00023535259833038603,-0.010556597132769739,-0.01520182547444067,0.05461508370831,-0.012088379946379351,-0.002435875411892426,0.004629030228222825,-0.022992737300495794,0.046955912504488134
TAC1,-0.031451884322309075,-0.0498002056412394,-0.01979083608735841,,,,0.007699720984284695,-0.0026368392672594864,-0.009601168659728876
RARRES2,-0.045281423688719735,0.008050705863563275,0.01951295603687983,-0.07519892081210594,-0.010550463885700603,0.10847739043997745,-0.017572137487159696,-0.00914734220497118,0.07027282010395881
