,UKF296,ZH1007inf,ZH916T1,ZH916bulk
UTS2,,0.049431923449412406,,
BSG,-0.025010175084229112,-0.10100670530745563,-0.007833485212337617,0.016697669562472636
ADAMTS3,-0.062259682043671195,0.022545643209152335,0.059316308070157434,0.017502049970099732
CD34,-0.02843006593562852,0.0027163813681972725,-0.04163960486185978,-0.0377924424734426
CCL23,,0.18603840747747083,,
PLAT,-0.028400571600371283,0.03750389666060582,0.011663275746878584,-0.01585612677886608
NTF3,0.03131182351259651,,,
LTA,,,-0.022974045666727377,
CKLF,-0.010296494852748486,0.11578377898756695,7.515648215316564e-05,0.07557223154747726
CD24,-0.010615869388916302,0.005011506757206621,0.03474856308056863,0.014431224558496485
HSP90AA1,0.024113730057495973,-0.03821659693320515,0.08562867177666605,0.0247108262578076
BMP4,-0.048748122035330584,0.04156657151699835,0.024972051320749138,-0.00016097171970789106
SCGB3A1,-0.01653544066225159,-0.033712118930863115,0.07294628375049378,-0.04140868499763836
IGFBP4,-0.019488125355559483,0.013695006361808221,-0.03494747849580574,-0.01423529537114372
RSPO4,-0.016535438243569334,,0.08130561804136699,-0.032860947576357116
LEFTY2,-0.018131310266926888,0.03654921230723462,-0.018159350518619097,-0.00895475817487202
PF4,,,0.013747872600969735,-0.02574183966305768
ANGPTL2,0.013610438716935451,-0.06035058831039588,-0.0016527791796059682,0.05041099638833013
LRIG2,-0.027236008786063044,0.04459302704055979,-0.001979195419800769,0.08083579848626513
ICOSLG,0.014712897016485402,-0.026560705018701062,-0.01885771699184385,0.08561342679393885
WIF1,-0.031116271190243183,,,0.06632384757032084
NPPC,-0.010455160324968264,-0.024136041405837094,,-0.009615529686181326
LYZ,-0.007690246277644411,-0.031550829245771336,0.034460438897073925,-0.05563602913050787
EREG,,,-0.008969932471988129,-0.029636483029162556
SPTAN1,-0.010269893248307923,0.05174081514648044,-0.014686145747682141,0.03973383278768579
LIPC,,-0.0255938012462302,-0.029047882624822267,-0.02764946859741829
COL8A1,0.010643004371688795,-0.003165525296635672,-0.055044070268601294,0.005972435312653123
GSTM2,0.02112090809266982,-0.019822389559705313,0.01480247702691829,-0.06170536173736864
SPX,-0.008432285372053202,-0.03199695283593367,0.05994347181981317,0.002579458307086319
MFGE8,-0.03537819233306972,0.002102030571139238,-0.07666943671698186,-0.017226786079915325
TGFA,-0.009948622416408526,0.044836231672184874,0.04646025513905132,0.02323942169282588
SLIT2,-0.04531391334214878,0.05299769047096631,-0.018381604513655572,0.0044016660666897885
PLTP,0.033025012047829594,-0.04998135157317024,0.039104232087651375,-0.052258544389858885
APOD,-0.025059475279134446,0.02246640115597245,-0.007793077076719867,-0.051657647260190925
B2M,-0.022851606352386842,0.0027930623091635626,-0.058531668229401944,0.014864305202398027
OMG,0.031173673183918803,-0.05284687875889925,0.023466793968087686,0.028475214852913943
CXCL3,-0.0019197532835667059,-0.024874611095579525,-0.029500355193443666,0.07324271344771659
CXCL10,0.09113115859537319,0.0585101421741919,-0.02870437773744591,-0.0065977024178410955
RSPO3,-0.042955291108889376,,0.008563880831070785,-0.00825523370376273
CORT,0.08576165593041933,,,
NCAN,0.01748930060538408,-0.02023954315779276,0.042296982845885366,-0.0718946149751401
PRG4,,,0.013184236040498504,-0.03582913381317534
ZG16B,,,-0.020415010172333714,-0.021960429310816543
TGM2,0.0057848130941422415,0.02943074399810354,-0.07699281680083613,-0.03586909321641111
VEGFC,-0.006156276678133027,0.10885711793448466,-0.016894344574206847,0.007812208555803215
WNT6,,,-0.02465532054287471,0.022669659883961277
NRG4,0.021651629372856675,,-0.016372714105786803,-0.03412485454127264
PMCH,,,-0.03530579144504925,0.048642447471514375
COL9A1,-0.03502724136589909,0.11119519500312802,0.0013715677157413923,-0.006188094802630379
GDF11,-0.01946437726757213,-0.029672847051741374,0.03789256245802979,0.03183208967145135
RAET1E,,,-0.01796075104277642,
IL24,,,,-0.03815045215556266
SORBS1,0.011625779487859686,-0.008410931449141616,0.025433662018193654,0.01533512613105306
DLL1,0.010580035259912529,0.007590028411039824,-0.002627357514870353,0.001732285423408827
TLN1,-0.0035176178628343697,-0.013605865028103285,-0.05258556287308359,0.03848531339655384
COL2A1,,,-0.02382783017795606,0.03815264762689307
SHH,-0.01898563485070172,0.0016765676410464988,0.08279253187858943,0.042201293797685946
PON2,-0.02570025183851877,0.0022210642740651356,0.0016242543284763072,0.040546980126637364
ICAM5,-0.009903828887335672,,-0.010033003251177326,0.06008042685511967
HPX,0.018725404174327036,-0.0248745980817176,0.02092935527298873,0.00434726508753839
SFRP2,-0.0277445039792021,0.0236673034208667,0.021121617629954913,0.02521480691380608
CFC1,,,,0.03595244856504952
CD70,,,-0.024979533692652788,0.013674121666654245
HP,-0.0018206946523388037,-0.008608052584739491,0.0097909342491177,-0.008627630285866788
CXCL2,-0.022980210787133373,0.10548071786532832,-0.026839496452368408,0.022931160740626202
NPPB,,,-0.016608295027542002,
CCK,-0.024013566073660803,-0.025593821903931516,-0.0015506340418612416,0.010852830679691472
SEMA6A,-0.041754872358855014,-0.08094156208317015,0.06974680481724226,0.08203664401887353
IRAK4,-0.0033933822634110355,-0.03345769437836368,-0.006800783902501523,-0.04875248573999637
GSTP1,0.020031095949900497,-0.03241640026100667,0.044748294140870636,-0.046483257381683074
VCAM1,-0.025405405498109872,0.034695268140017846,-0.018780121400383626,0.09819639999706321
NXPH3,0.02937800523404521,0.03884883924945837,0.037339823970548115,0.049973028253062504
MTMR4,0.01936041200654116,0.011606211709772411,0.01383496500339288,0.05178267508573085
LAMC2,,,0.02503981506256567,0.030161108173248435
IL10,,0.08033931309044663,-0.05470322597949126,-0.02808870175235822
SEMA4D,-0.012906140870376576,0.022512773572022245,-0.03679789342923509,0.013975108922438346
TRH,,0.04827071983250283,0.07169951028937943,0.012703446275821529
SEMA6D,-0.022521972796896085,-0.07416291305101005,0.0324226049026912,0.059913753508609086
CEL,,,-0.008304177938739127,0.052675398515749254
PDCD1LG2,0.036364827824615864,-0.045905387415052366,-0.03146919151141564,-0.020134191686433774
SPINT1,-0.02702254517085337,-0.025078709047799137,0.0418254715354778,-0.03796273614802742
CTHRC1,-0.028020605878375047,-0.01879495858830493,-0.06321716420729086,-0.012870678611476099
PODXL,0.0071030514144130585,-0.016741097052443567,-0.032371388000302585,-0.012333628551972555
JAM3,-0.006515977051328922,0.06031442156276046,0.03201982821818464,0.0521125591931514
TGFB2,-0.02504223035742605,0.005813204100789506,-0.018899413638741768,0.025135439592877534
COL18A1,-0.037695898333358166,-0.010994248661715802,-0.07808296360116425,-0.026400454648162278
NODAL,,0.08301238984605379,-0.00917840857661726,-9.178152012340024e-05
INHBB,-0.007937370922004269,0.08586197730626899,0.07151348106092083,0.025011894734183752
LCN1,,-0.03286388540197566,-0.018811763642546296,-0.02304916378428495
ARF4,0.04328246825285973,-0.0011253766727511458,-0.011979993535867714,-0.025175643661757657
CXCL14,0.005884298196944205,0.03888135013500515,-0.03147058337828119,-0.03879659542974632
LIF,0.0412671204759509,-0.010028648603031527,0.021355365685666528,0.0019673507675666614
IL17B,,-0.0392255660902217,-0.005500403866857744,0.012449773753365128
MMP1,,-0.05882564276544175,-0.008335805258839993,0.03588309721270596
MATN1,,,0.01541193143713429,0.01772340047871192
ADAM28,-0.014813664485122707,0.02076484505333421,0.004238300630005066,-0.046580954519837764
TCN2,0.032872704684460345,0.08544706661507603,-0.03599212108518612,-0.03534453516216678
THPO,0.03503553140376226,,0.04360508321678852,-0.03558998491043511
CUBN,-0.018341904068873663,-0.07030867844268729,-0.030107964235860377,-0.05225972995356708
TIMP3,0.008711003775976004,0.004018494781954377,-0.031164194738282434,-0.031649315403675785
PIGF,0.007534588710203966,0.04189849362404752,0.0448620289402466,-0.013489623351122098
CRH,0.030376290470978423,,0.003036295641012009,-0.02144971512392838
BDNF,-0.03318406785425927,-0.005897051357469338,-0.02081452852815284,-0.004377541949842237
CCL5,-0.02655354112000879,0.021540688924443954,0.014987661720506437,0.02227329168163079
GAD1,-0.02394495761707459,-0.004295704777902006,0.04965849997212241,-0.025168226799116077
COL14A1,0.058992186704816055,0.1261442627335666,-0.046094355395692024,0.030972978356300487
HLA-A,-0.003855376251112335,-0.04760929785052339,-0.04257876259970318,-0.0045865148302160355
FGF18,,,0.04868862768486644,-0.032603043237926115
ADM,-0.020548747942747744,0.018810268109764914,-0.01834842992854771,0.006170524701626333
CCL15,0.04604742903978181,-0.024874611095579525,-0.016133865019487943,
GNAI2,-0.002492263566147089,-0.10544661728194914,0.0351469411457368,-0.026970460002903058
HDC,-0.013030427332977783,,0.013342567634056725,-0.023748955306997523
COL11A1,-0.025175857453193645,0.033135225137956636,0.031537608932040974,0.01265719745868544
NUCB2,-0.009465368605136486,-0.027421974232722125,0.054564307872314005,-0.007399704349121374
FGF16,,,,-0.001958116243962333
CXCL1,-0.018563147315124397,0.030145069206245934,-0.040586666538058494,-0.06823694836097864
VCAN,-0.009839315507296609,-0.07853940994736151,0.06288460974966267,0.03204786002709569
MMP7,0.004710161644590227,-0.001657053934156325,-0.017207802040896912,0.004829123396290091
PTPN6,-0.041907962054051985,-0.017521214693548056,-0.010342089401218122,0.021052853129875322
PTGS2,-0.02377244225439624,0.20631900678607049,-0.029907348919047526,0.007426785024834342
XCL1,,,,-0.04226556922643213
CD58,-0.0005084918232062049,0.0047558579214621146,-0.030115238652420294,0.07750667813212854
TNFSF14,-0.018131310266926888,-0.03170355807337287,-0.027710904324264762,-0.03564188893392232
CNTN4,-0.011833288897640784,0.07271148334437628,-0.02745277465967255,0.020750486932002793
INSL3,,,-0.022090920787024255,
BTLA,0.06601177294881551,,0.05924532863375081,
MFNG,-0.005894252150813296,-0.06593806492006174,-0.036675185176306725,0.021165055639598317
ICAM1,-0.020565981841492095,0.009624544654120652,-0.004374654362913198,-0.021832954466122195
PROS1,-0.037599920822149045,0.034133629853071966,-0.07098105795701122,0.014607218167168014
CLCF1,0.024273047993870714,0.0581598744230843,0.010277665285727036,0.04153233828761072
PSAP,-0.05390956956736428,-0.009353019880807063,-0.04789887601121392,-0.028340072041387974
EFEMP1,-0.054966150475374245,0.049409101833660624,-0.07621048792775038,0.04512348303442914
C1QTNF1,-0.005115601114259418,-0.05459785731386269,0.02872192567668072,0.06146280823027401
ALB,-0.006615569772116873,0.05631658447578465,-0.02497954148846116,-0.033624257178924075
EFNA3,-0.012249841611730553,-0.0011117931262636166,-0.012239246797438205,-0.002270595815250442
DRAXIN,-0.01653544066225159,-0.031002069746376985,0.005074770010768395,0.06828329962670251
RAET1L,-0.019804911515869977,,,
NPTX2,-0.025850088086478474,-0.02012033518421068,-0.011179561250878486,0.03589894658941795
FGF11,0.007724258801708343,0.04019779654811344,0.05581975033637023,0.03622740053352967
CD59,-0.024757564647540035,0.011372470982985163,-0.04524470629193225,0.03536483657563897
COL9A2,-0.03853785470929423,0.021314436084516445,-0.021206381909378725,0.027079584981117948
DLL3,0.0026374008984896436,0.06274374276167335,0.10307670650838067,0.007746768425234974
FGF5,,,-0.04159315358639063,-0.04014284598371804
LIN7C,0.01262589968258141,-0.06302223029881934,0.016735395460553748,0.018312113996068417
GDF7,0.04371912550541437,,0.02275686919179916,0.018326576722189774
PSPN,-0.04228509441353004,-0.07071403524015352,0.03782441057542475,0.003330222104144699
ANGPT1,0.017724321301049,0.06465389201609174,-0.02553097586967695,0.024000995028074325
PNOC,0.0024074599876074258,,-0.004395899881098019,5.8942213402547836e-05
L1CAM,-0.01931236688511213,-0.0014496156512264604,0.002230701196519365,0.044156313909577916
APOA1,0.0423138769024023,0.07927013124838134,-0.019697178825073627,0.004920843658251994
PSEN1,0.028437583670852,-0.003386415380505894,0.00346192275454308,0.024308115411313794
CALM2,0.025979852161456662,0.09148466818050968,0.003994834027328442,0.04083210513378834
CLEC2B,0.031513871964786125,0.00402205797422238,0.0404045160983487,-0.047536143931141465
NTNG1,0.02244962476869391,-0.047876579132219606,0.01964572603388487,0.04507174135672161
LRIG1,-0.0756599099807447,-0.02917884091953446,0.02319531286734195,-0.04406375093986166
CPAMD8,0.008702650592178417,-0.026640002113929587,-0.023147040900316888,-0.006191006781495517
GHRL,0.018724096656613752,-0.014640530782905581,-0.031775696988017015,-0.022691719904982924
NPY,0.02229109344816838,0.018786510285277024,-0.02789543001608845,0.05138065289580647
MMP2,-0.01085721529223643,-0.06245989185183964,-0.029067678123442603,0.004528303058091081
PPY,,,-0.03485337876028475,0.034364876383896764
ALKAL2,0.020697143232261038,0.05231986356240883,-0.010717404251990281,-0.0026728101005869848
CSF1,0.015938286403059953,-0.04273452831691428,-0.01363720477685154,-0.00235076811908824
SEMA4C,0.022744884556196,0.03607799794623315,-0.00907963838286171,-0.018112686821269614
BMP8A,,,-0.01982779054308098,
ICAM2,-0.05342186186123723,-0.006392059361985636,-0.03446048177695182,-0.03380419030496956
SYTL3,0.053620012343594294,-0.02946524548176046,-0.05655966776609552,-0.01966352312405455
IL1A,0.01791429215463545,0.025058606471613787,-0.019428876588011984,-0.040789079602942306
PGF,0.03843951228554711,-0.018564156149764942,-0.08371318423895793,-0.028257081763082576
LGALS8,-0.03239658003937322,-0.057506205252322314,-0.008657690619199644,0.04795618553745636
DKK3,-0.03554579651427781,0.018574791704094,-0.05509720037206485,0.021967384297751528
COL16A1,-0.026781265846360015,-0.07032865066770208,0.0016855589364920423,0.0381959655836606
TPH1,,,-0.061895973633739505,-0.022370844520018373
TNC,-0.022269362268224832,0.05463871538144229,-0.04545642305628459,0.004765554893291846
TNFSF9,-0.02761917958860486,,-0.03137893735660399,0.02178043239587677
C4A,,,-0.026701150171972447,
CNTN2,0.0029611540647477494,0.05689996149208836,-0.007412317361796124,0.024091058220520947
F7,,,,0.03238456289487172
LUM,-0.055299229032785766,0.13091898337780364,-0.06988565706468358,-0.038958375255245904
BTC,-0.0200233666256292,,-0.029620625540031885,-0.030945439265619
APOC1,0.010708705251689474,0.0559605440452222,0.013146253792440315,0.019708909687897028
PKM,0.013721224882396296,-0.07966373598680317,-0.006104499222034997,0.0474522903046832
TNF,-0.012280404972520196,0.021833948552967886,0.01316564452024538,-0.02476399463590025
GNAS,-0.019990881115948246,-0.08670859211903903,0.08609477795576198,-0.023901514652754252
BMP8B,-0.016051585525213852,0.01105432411387691,-0.01804039368977418,0.038629434008936196
LIPH,,,0.04399165729148914,0.06540575700628595
CCL28,-0.018985636263682257,,-0.015396322230715501,0.004181113112137449
PTPN11,0.014915419794960581,-0.11028496066800993,0.05523181849773513,0.002359963998362609
ADAM12,-0.018348437198431405,-0.13039199768056228,-0.0442727263591014,-0.019547947613604757
EPO,,,0.00860431994749045,
EDN3,-0.03430090642059583,,-0.029749093294704314,0.025904441935489138
CCL22,,,-0.02530012609744247,
CCL2,-0.03593333285228945,0.0921592697582529,-0.034253063050751306,-0.03258515647476492
DSCAM,0.039372876241845586,-0.031084369755319405,0.016801029119437563,0.009373826741599313
ANG,0.0037257510578033084,-0.003713437864045455,0.017266653222526417,0.02354120660385377
FBLN2,-0.01908900209362191,-0.044882356972235644,-0.016394341525199044,0.026513148902135485
VTN,0.019633189320626885,0.044172591608940416,-0.010690181643437904,0.12774318204077256
VEGFA,-0.0046681772931422396,-0.011845328803916547,0.019441534550727495,0.01648198493190204
F10,-0.041948067644774885,-0.024507828237049646,-0.00035184651410918763,0.04497856353025728
SERPINA1,0.006271016648290063,0.017762892560095715,-0.018118122426420268,0.07209247268063446
VWF,-0.03305662701506387,-0.02813266968782857,-0.07956948240901665,-0.028364067533888076
VASP,0.025928202392116687,-0.0026718998581204637,-0.044795759120247455,0.03701810249174192
ADAM15,0.00854051978756293,-0.06605197270094951,-0.02444178692799551,-0.008826961605018717
WNT2,-0.00796846221534112,,0.019596950597251944,-0.022579306063849527
CALCB,,,,-0.03815047085671517
OLFM2,0.0015947803298793388,0.07353520710025795,0.05023802722255036,0.04446634982141143
MFAP2,0.0228013405631773,-0.06992372694991095,-0.0389640302066262,0.009431804983371738
HLA-C,0.00044542735294110373,-0.09852996617060837,-0.012542582775630268,0.00267967021227217
THBS1,0.018431138187696566,0.0011456098247144895,-0.027656416101487204,-0.02058261844027916
HSPA4,-0.017083461551199594,-0.011447506786627832,0.002095778113853515,0.014436722108072552
LMAN1,-0.03669968760889653,-0.03696882692056851,-0.004335787210290996,-0.019037129228389953
LYPD3,-0.01359950480164132,0.02878245817778467,-0.03395339639672784,0.01985651359453511
APOE,0.019957939774740755,-0.012093962058458457,-0.01615305650248661,-0.04682670240555148
SOSTDC1,0.024525417492229837,,-0.012106535753376856,-0.0049127860703888785
ANXA1,-0.023665349588752767,-0.016527455084985036,-0.07733200570382255,-0.06780714129500662
WNT2B,-0.03574201099812751,0.0032855526419449644,0.02882931237203321,-0.03619420858551229
AMH,-0.02135432739327881,,0.021601923011876595,-0.011031641836580003
GDF10,-0.02305550518561209,0.05116104443058904,0.03228671520964284,0.01316301612718728
EFNB3,0.04454562079693683,0.03941106758661366,-0.01158999174418146,0.07424697894291203
LTB,-0.028339257931979653,0.02471781632779272,0.013543606448009934,-0.050693572803001866
ANGPT2,0.014510008776896951,-0.006790383165714891,-0.06135997295993483,0.0005042909021372437
ADAM17,0.036458613866558916,-0.03849606024309099,-0.026336998897861934,-0.031944310454041
LRPAP1,-0.006980384386498545,-0.042117188685460244,0.011644798120856404,-0.008796586462604079
NID1,0.020337259543447634,0.0717869007764259,-0.04305563479658122,-0.015991450011682052
MST1,0.036672236726250924,-0.05986111971000091,0.01387319287916591,0.02221153667922785
DCN,-0.024207963289643343,0.0644374967279262,-0.07722751936667113,-0.02204512623353388
IGFL2,,,0.031224361519897638,
COL7A1,0.09330035181831169,-0.05329134646559056,-0.06499416625769414,0.01088949289926375
CALR,-0.02270590832896454,-0.08509523123662999,-0.06967463469314669,-0.004349009705773149
PIGA,0.02755463058739506,0.03032838365867225,0.07537196813294117,0.029927991036595544
CD200,-0.024342420987838294,0.04159992973532882,0.01607844435274326,0.044469736102120884
GRP,-0.02641380431763791,0.06055606084905459,-0.019427275633625545,-0.03700518540446421
CDH1,,-0.03454299818073105,-0.006997479022429543,0.06582955378724185
LPL,0.03870300323355082,-0.022440029291068617,0.005626953296263655,0.013127107897093461
SEMA5A,0.07207445036320355,-0.0574747222545322,-0.0035191585966592325,-0.031322456528631894
SEMA7A,-0.021500323268214945,-0.03526173266929825,-0.014683466542168226,0.03240343570034884
SEMA4G,0.0037211520837765006,-0.043049232083947175,-0.029858838858580806,-0.01475624607543983
SEMA3B,0.03653856065433408,0.06178235463084068,0.02662792036610468,0.0001233631260569797
RPH3A,0.03341666773429844,-0.017734917381170317,0.0501405134147001,-0.002126181730292374
JAG2,-0.05078910684439932,-0.02398028863113338,-0.006842508923287403,-0.005476009095431208
CGN,-0.020004768820175718,0.06444481279291353,0.013819124538509513,0.011590629725320564
GDF15,,-0.07718208623908072,-0.05311081816109321,0.06973418585614868
SEMA4F,-0.006233185687247437,0.0384897944255047,-0.03346495928215181,0.032750835245433985
NXPH1,-0.0007105918358165582,-0.0033239164826907334,-0.029061478534128313,-0.051881409764015285
ARF1,0.0085347635236737,-0.006093902237851886,-0.061432832957925704,-0.038834232201155096
DSC3,,,-0.016372714105786803,
EBI3,-0.013555159703178157,0.05691098669608402,0.00699474440312016,0.03639806687186569
TIMP1,0.005823503395524894,-0.030662445928376334,-0.05196118327086878,-0.01590699837889771
SEMA3C,-0.051247969388922884,0.03649598205718627,-0.041040052897461536,-0.035697984654932506
GNRH2,,,-0.01774206714238792,
GAS6,-0.04647460472627238,0.09188052995488986,-0.008403847381016185,-0.08096752288409133
MEPE,-0.013677792043396643,-0.026640011905373365,-0.022624501734691372,0.0015373114171935644
SERPINE1,-0.013646578771412746,-0.003122926263072878,-0.009959415067226012,-0.009874853893006394
RSPO2,0.024853109500658013,,-0.043572651612058436,0.023744612826965994
SHBG,-0.03242196825203286,-0.024874611095579525,0.02755130794893236,0.08414379793623164
LGALS3BP,-0.018985298558155,-0.10005749366863997,-0.0857876211323023,-0.043095319546757646
LAMB1,-0.02870307793287002,-0.019114855594471528,-0.0017642082027059152,0.025281073210674795
SPTBN2,-0.01832030794005367,0.022016114264696456,0.06002347368233921,-0.046355663538333265
COL1A2,-0.042597262356278746,0.041368154864963695,-0.05605034457035204,-0.020880862627320588
DEFB1,,,-0.03506289353131134,-0.030744636557621406
WNT11,-0.009034315426445774,,-0.021728641286810232,-0.027601591992509573
LGALS1,0.001072181681275426,0.01743432154302994,0.00406071408624047,-0.0036387406424158372
BCAN,-0.0036252632511451248,-0.0419540067799947,0.02980963250646201,-0.015681348553118347
ANOS1,-0.062764265885816,-0.011775117773161254,0.07224040883056145,-0.006210807031305284
EDA,-0.030997935095705646,-0.03454298753975916,-0.03769699006166823,0.0041038966586659465
FGF22,-0.023327185936433816,,-0.03137893392610001,0.014390023975453683
SHANK1,-0.02920352657217316,,-0.029189248086816773,-0.017225742822692517
RAET1G,,,-0.020415006623115423,-0.025419760678187058
TGFB1,-0.038886111154935434,-0.006406710374109796,-0.07075423898080127,0.013093229329181227
MSTN,0.04062018022459361,-0.024136054779314048,0.028642556660712238,-0.03437278305826444
WNT4,0.03530081429691495,-0.02958103858908769,-0.050601640871628974,-0.044669295596438265
TNFSF4,0.005485881965954081,-0.03426786758491543,-0.03821260268085979,0.09662057226096786
NTN1,0.04314176871588072,-0.014686501176148222,-0.02447933719123912,0.02758009869328835
CXCL12,-0.042441918532589114,-0.023915059307236985,0.0066559976497923045,-0.015585490270554597
GNRH1,0.02239237025696132,-0.037202470079012284,0.036516569287810476,-0.019969641524006095
RIMS1,0.05300338272692682,-0.033712081792276784,0.08914599691344231,0.02068072564229222
FGF14,-0.030376999727219096,-0.017359357762852544,0.005112712055106359,0.036709966782278086
IGF1,0.018604225171460514,0.022530127337977282,-0.041750468430584914,-0.03606253892151695
TNFSF10,0.03565367783581887,-0.010255653646602239,0.035569659844558246,0.00842151603189965
GDF5,-0.02332718628059032,,-0.03781630456226331,-0.011493805322024719
CHAD,-0.004887066923304568,,,
RGMA,0.04053175530112623,0.018666609456189587,0.049324333822680415,-0.027772545712213086
CLEC3A,-0.04632274565645417,,,
WNT16,0.046253533595700946,,0.018235463536814385,0.01437524333033918
CX3CL1,0.00869075734531725,0.11568524591159186,0.02933527322610768,-0.0003900067850649971
FGF1,0.013288374056270294,0.007544985439183011,0.011746970111873556,-0.014333574212834781
ALOX5AP,-0.03487434368463351,0.08058651277331606,0.0024378605043594687,-0.03007436210816716
IL1RN,,,-0.03239011649365816,-0.03705463613387333
NPW,,-0.030809221204090874,0.05782232964126412,0.14533808547233107
CXCL9,0.025751703734242095,0.06647037314443754,-0.04742452200068467,-0.01888443997635759
ANGPTL4,0.012380694364685514,0.04266661649247907,-0.0761128990141895,-0.011343227004741895
OBP2A,,0.07173006307674666,0.004059318464211655,
COL4A3,0.0006336821824642723,,-0.029749095131097778,-0.03047097572685357
NRG3,-0.028719793670599233,0.08027960998934415,0.03468832604897468,0.030180226960803015
IL23A,,0.16289334585753715,-0.026548641722425194,-0.03412485360137193
COLQ,0.014597896187008826,-0.03314864830510956,0.05931896149509148,0.000276625838920035
TNFSF12,-0.03484434548427435,0.08223764417373389,-0.01690096823309903,0.0749666142391281
DKK2,-0.016051583715162722,,-0.008197373105927802,0.004433493737043021
FYN,-0.05468243890840024,-0.04767059847828188,-0.00478216513891797,0.01237691419263857
ACE,-0.024340634157975206,-0.053261582526160076,-0.1034078484456611,-0.01858281897502641
IL18,0.007407750544189504,-0.023999348965425365,0.022044485114880042,0.016170134384231823
PPBP,,,,-0.02848977837433312
CCL27,-0.01653544066225159,-0.026640005610872555,0.011874143305034585,-0.021350096193957602
SERPING1,0.017068260839774144,0.08462167267060086,-0.045270157097300055,0.024917256778666866
AZGP1,0.004606690060549128,-0.009609560484793733,-0.027897370949439376,0.0434876792133267
INHA,-0.002457336222828699,,0.054363179372435025,0.0016493636413276063
SEMA3G,-0.012490063772055783,-0.026930964224767682,-0.04542171924716485,-0.0015936467886271065
COL6A1,-0.05874955872027915,-0.026459988915518783,-0.05534728648912575,-0.01565671677645238
FGF17,-0.03229345093013526,,-0.017520827677838947,0.03160175180944386
TNFSF8,,-0.0325770840875484,0.006788462736630531,-0.015605471170934934
FGF20,0.000524211038779809,-0.022987983357864287,-0.03016332296005468,-0.02374897176645615
ICAM3,-0.016372317619717466,-0.026162125860323578,-0.0228178005745868,-0.023190379760293124
LAMA4,0.007830707980804043,0.02034136313207777,-0.08375025849354203,0.03204182029206116
DLL4,0.026536414656516502,0.018681431329810476,0.04996684915258444,7.514636292039988e-05
