,MGH258,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.028964102874722508,,-0.012455335084352422,
BMP1,0.0037063173358224733,-0.03966577825530137,0.03775400412044181,-0.03389276770392424,0.06049156571526096,0.050912391225904095,0.015253840377904443,-0.07760431500383169,0.06964405874092654,0.08565313221538035,-0.001815141111195924,-0.06995472044493004,0.03377245871898709,0.05195839484520756,-0.013470577846773586,0.044066869114876464,0.0032891261073142945,0.010924362192511146,0.04786640549070352
NDP,0.029111577264515333,-0.0003791126324937256,0.010659827822237606,-0.03646618874646281,0.057714583970957946,-0.07094297738250467,-0.03393400665578993,-0.01356164336726925,-0.031186237524325717,0.06743638644002735,0.038297172523427445,0.003707519807117075,0.0451987608057136,-0.07792164787153086,0.04767867246398186,0.08328148308767977,-0.02427111391069342,0.12408995158499814,0.08368738345310045
TNFSF18,0.14449904792543428,-0.03151832055434383,0.014658695999134429,,,-0.001967139242278125,,,,0.026223201801216785,,-0.02467062639783502,,,,-0.012893004812346624,,-0.017766191826651005,0.044413314576605675
IL36G,,,,,,,,,-0.015082912256850173,,,,,,,,,,
RTN4,-0.07774461801711921,-0.055723808253789475,-0.021548469348879738,-0.002781942079032637,-0.013640891018477878,-0.09821574391349724,-0.01853827119199021,0.006624307389043604,-0.06562699316715477,-0.0013953426993728293,-0.037378925014872465,0.12784457777084188,-0.05263537839273921,-0.05359424476956195,-0.01922264561978803,-0.09286444374527336,0.015118014675808927,0.03624512310495045,-0.17341213930233562
HEBP1,0.013208178508960116,-0.03713604828617191,0.05031546954137027,-0.020215230791917355,-0.04695467751724389,-0.02772126954012025,-0.03839028883319593,-0.041981999056906416,0.0635605470373792,0.05408825754747128,0.05610554008848896,0.01586060184431854,0.03917417529531067,0.03286390077233319,0.0757983341634254,-0.01560964097637401,-0.01976266794193024,0.08779968686547215,0.0396972552487548
WNT7B,0.07681016814096518,-0.014269105484274737,0.11533265191429587,0.02939609545432638,0.03843124440966557,0.05560230762245787,-0.010917752085919021,-0.05785009603199398,-0.016577858746195134,-0.005356091185379862,-0.010510065568464434,,0.055151742924591914,-0.02880648224000815,-0.03132424989156196,-0.004905111079933055,0.06981488962364447,0.04153592786103727,0.014079745547240322
PTMA,0.07202835658706261,0.002381927893971084,0.008179544830498462,0.025850859315370282,-0.02356366661361525,0.012205104724795222,0.018021517677534248,-0.01730784140871735,0.10486418934215638,0.014208897400308987,-0.03561321997799237,-0.02355514709372881,-0.07872195532431892,-0.0390257706507023,-0.06577275681063273,-0.13044593224084483,0.03970393541528793,-0.1750510614764576,-0.04070644588329392
FASLG,0.02161736453344617,,,,,,,,,,,,,,,,,-0.04397547527350306,
CEACAM1,0.0897867779033847,-0.020060547251295177,0.057381076737665765,0.015292901857761354,-0.018762223450442872,0.03215079708095942,,,,,0.08320573951442471,-0.017721894051194186,-0.029370504760535963,0.11779880734917644,-0.015175140732945847,0.1299349382176132,-0.018228275768058907,-0.08758213732456846,
PDAP1,0.0549452011100575,0.0004650587283446452,-0.003537376593979143,-0.01154447950308487,0.01290663250553195,-0.014056190786063693,-0.007146220914509556,-0.008978138976409492,0.016074484805534243,0.026792927253487517,-0.05353049073010228,-0.02538745008005226,0.051674779415893574,-0.035800056118971635,-0.055012244457114015,0.026188038800505114,-0.021932052410356954,0.055113488114041514,-0.03154926166855085
QDPR,0.06425526256003872,0.023414646479612094,0.0041898716076035954,-0.02511562538182151,0.014488163306491034,-0.058198917318866596,-0.02947775387481726,-0.025270751049694423,0.023700564936750004,-0.09391619952500066,-0.10705303291693223,0.08153434083297408,0.03318263149960563,0.02531013031156945,-0.014169368656516093,-0.05925094746668955,-0.020379024727213566,0.10789438714094542,-0.08974950106439565
POMC,-0.015251902080782937,0.04350044870165502,0.01272709869899961,0.008069537204803018,0.0696762841322144,-0.020630253038639607,-0.019542279745691712,-0.029118162373705302,-0.032315301170967425,0.041641892467308636,-0.1120339687345891,-0.05343121784759024,-0.00805663462510768,0.12163793777643604,0.03303585089681866,-0.028027781868765898,0.1500680934418259,0.0833751748237776,0.03390626043038247
CCL18,,-0.025033667568324876,,,,,,-0.02098922856099838,,,-0.06825014060197111,,-0.020824170772640763,-0.029539099799467693,0.11122364196236396,,0.02508393059575159,,
CCL17,,,,-0.03791631696623506,,-0.022174849768950646,-0.013513116531219466,,-0.01377866855036642,,,,,-0.011451749753590064,-0.02190626833475179,0.0018191294597771066,,0.06011735357928795,
VEGFD,,0.08367207370741785,-0.031704379508395865,0.013617312557924238,-0.017950633114841862,-0.023625426854218683,0.04701463478104227,0.019837911552651515,-0.014767025856768812,,-0.004270005591622299,0.1055224045913955,,,0.011731953298217378,0.025346944401802168,,,
TNFSF13,,-0.018891214871581682,,-0.018434981518140263,,,,,,,,,,-0.021974187697937044,-0.023811364728388806,0.10779218909872215,0.015158775606462685,0.07707758164853325,-0.016766018334957108
WNT5A,-0.002254666911723333,-0.03618878306216886,0.05905872119434683,0.032398331494262606,0.018828734581805867,-0.025700252342438126,0.02767172296481905,-0.0002878261949984453,0.06930675649943957,-0.013608582501603319,-0.003421470199883883,0.18286636953807786,0.07654023386391753,0.036693871267782396,-0.038908073921271845,-0.027994673589041813,0.06439970815596006,-0.005396316825653479,0.007613993872627855
CXCL8,,-0.020042646271850477,0.0009397839609529555,0.08085879265602908,-0.0013619618314382243,0.03244011295581165,-0.009230517418690342,0.017604446257634222,0.02035620666548062,,0.08976539453746352,-0.04928806827823017,0.14626494871602233,-0.04257274024253538,0.008455429134502238,-0.005152091112705965,0.00039790475986868786,-0.006186930826216574,0.011676329131817714
GRN,0.04558761719816547,-0.03517287451184375,0.02082748256779807,-0.016398157657408197,-0.06431121527575691,-0.028817437990599406,0.03322417042967138,0.03932168076977924,0.008451372348318975,0.01927756146877885,-0.012712619085176126,-0.06428555523043769,-0.09511080431317936,0.014718919222141356,0.04650192299119874,0.08123464046071223,0.018046477603667985,-0.013365850712457744,-0.10983027312673846
MIA,0.12686141073821583,0.02636249887468347,-0.03574241578794267,0.025609231510695146,-0.038855066700680896,0.07675392677040685,-0.011272851669895006,0.03037434992442779,-0.020224118647612078,-0.036786559066521785,-0.04381883154078564,-0.046689729673215837,0.02984987623969143,0.09893911539754524,0.04018807039553014,0.054514824374581286,0.048777059798233706,0.08808264445721306,-0.005047610381531121
COL4A4,0.009024387658876535,0.02646658114061101,0.07454126529356582,0.021422294290412792,0.02934718733306832,-0.011425486467998508,0.10563559127905472,,0.015686296284189497,,,0.023511305787197425,0.027814563258534486,0.07752656811028788,-0.024297773081950975,0.012737918794186356,0.0029108021801640283,0.013826157449542976,0.08055077390513325
TAC1,-0.03372576853416087,0.12343631133179556,0.017108617044246193,0.027840918991062242,0.04087141479700669,-0.05004053242567552,-0.06293474580720386,,-0.034767459351475495,,,,,,,,-0.0314489686165341,0.12293542073922575,-0.14610823368840403
RARRES2,-0.03231164560854256,0.054449404704365274,0.06189184086573814,0.006695546349940344,0.03778951922572078,-0.0546859310543916,-0.023862625857134258,0.11108888769845458,0.046894950417431476,-0.04080016958249665,0.06118437251404139,0.03815673127483943,0.07769855154995574,0.025495568543016534,0.05356931111915494,-0.09828243817326252,0.03833790499986545,0.07214539091953041,0.07260742090297055
FGF7,0.015517724815791627,,-0.0019763177338181833,-0.04443497484296878,-0.02363951791339404,0.04681767847179155,0.0785143291695861,-0.023171998773016716,0.0190688159794433,0.021921186166485935,-0.017707069623287518,0.0746327560596749,0.04980966960697702,-0.013572374156759215,-0.00813836648322269,-0.034459007165687984,0.11569145970880025,0.11817338309388803,0.022700923815612662
EFNA2,,,,,,,,,,,,,,,0.04181643979373902,,,,
HBEGF,0.022805863230228644,-0.06883471139952882,-0.020390014085161348,0.05880166271346411,0.007178480798427565,0.08831761689778045,0.0220400942620556,-0.024830325422111277,0.007954252864604362,0.08737963992522758,-0.009573606676368952,0.04543978558890245,0.06049322926189369,-0.024407259670287448,-0.030847586313297124,-0.05630963647189388,-0.011753447524116853,0.04499303163840772,0.049233232087240966
CSF3,,,,0.06480361840936485,0.031025388296255868,,,0.07645134829979125,,,,,,-0.01687269544616496,-0.011794382903020742,,-0.026132723271663775,0.05218926512500333,0.004611417039026546
PI3,,-0.013470634542008189,,0.08360156839103876,0.022419388540649482,,,,,,-0.03562854948068425,,,-0.06060984968283165,-0.04136051857413389,-0.03244650654082242,-0.013183621121489594,-0.04206787407494954,0.03596264063711879
PCSK1N,0.04058189277564329,0.059165019153179996,0.010899039998749567,-0.08727983808633732,0.052620883940097785,0.0008660496183726917,-0.07808047609672789,-0.02088146986303798,-0.02711081087369126,-0.004559144197454506,-0.01668429164587919,-0.007914143791982062,0.06378868555418524,0.06495595066598132,-0.027111111151040302,0.06884923201862245,0.018021527484528087,0.10472496159719329,-0.14120230337527845
NTS,,,,,0.012159086199723324,-0.02644758822491857,-0.037463825578352254,,,,,,,-0.026715740091909513,-0.017571634570447116,,0.00010862434457281178,0.028058926605476032,
SFRP1,0.0558739029670719,-0.0628595969315412,-0.025542075989650952,0.026728942137826513,-0.020478563750332485,0.05062701929890172,-0.013513116667307649,-0.03888392656517929,0.047798884054957476,-0.010403604305141166,-0.007625786374343474,0.09065035311378639,0.07859076104617653,0.0499105772662129,-0.025031228457478533,0.055134988072783886,-0.007179823032278561,-0.01877039181633551,-0.06304348840085523
CXCL13,,,0.039120023818281675,,0.034072331943946876,,,0.021674908133796147,,,,,,-0.025722977884239065,0.006446089675398583,,0.05635407700119964,,0.09076724622029123
MICA,-0.0025367263757992238,0.03678302550266016,0.0024781694713511744,0.05890011979808289,-0.06687113716386667,-0.016380402420591803,-0.044072162736943546,-0.027685329982225757,0.009954029086371054,0.0016215545266280967,0.13658821667527213,-0.05970121020432896,0.03706742548364538,-0.012169011823548313,0.06824248737965326,0.07445853705216604,0.04001866772161533,0.10522200723226825,0.07687428944715854
TG,0.12890349424066858,-0.02209416755956995,-0.0381558988457087,0.010941084907320816,0.042295624577745244,0.002601847493578344,-0.009779383751298165,-0.004685681851278533,-0.020697504373275444,-0.035547952461716714,0.03148288758120024,0.04755698737539272,-0.012601991875067492,0.12807639774997973,0.07214840287405475,,-0.02150763282318346,0.04121702761668907,-0.02618067437979781
ADA,0.004763224923491383,-0.00706712967847732,0.009956405951566228,0.03373604136283265,-0.05186767077684175,-0.01812843676981939,0.054897990990232196,0.01857061794720047,-0.004563201744764054,-0.035336734474194956,0.033333195154379866,-0.06428635314974107,0.009641900852378432,0.04847763275137842,-0.04292415588649974,0.014518547219230077,0.0430232206363855,0.050043185630101794,0.04838816562647711
LAMC3,0.06371434200365136,-0.030096916173851768,0.0026209588060647025,0.0205119116801026,0.015949019251814946,0.06171478578076505,-0.043607884537364305,0.009541029136709785,-0.03460208642156019,0.062438655229698575,-0.08669778867648052,-0.006714919766682429,0.015192287282729386,0.040251948579347885,-0.033735814991287374,0.09469492422606526,0.04254373786598829,-0.044661336782192876,-0.004467936252798661
CCL7,,-0.015923527361746157,,0.007366466859937245,-0.01358622727272702,,,,,,,,,-0.017163533245191903,,,,0.021155956467897252,0.04508051123014736
NGF,,-0.027339905732299746,,0.0467750568716614,0.06332915879381777,,,0.02748898480298471,,,,0.01682568334733182,0.04145090128163625,-0.019822506853469674,-0.014229086909977338,,0.030529768522529248,0.00199447769251224,0.059992110028208465
TNFSF15,,,,0.025008112581702945,-0.0009265785570836699,,,0.1251641350688182,,-0.00857356501671159,,-0.03332589405580152,-0.03125287639023856,-0.01673251761550275,,,-0.016227972508200742,-0.06665681825655512,0.08247305791979576
HMGB1,0.051963207700116656,0.01194692176599883,0.033278910783130854,-0.02109654645710967,-0.005860645978351749,-0.053977891792145745,0.047391362237891435,0.010132905389540535,-0.031286691944150534,0.011317218081218938,-0.10885447689877645,0.05098271389942856,-0.09656178357254587,-0.09183846027948912,-0.09401817391077243,-0.0764433487095927,0.02766271274977481,-0.018081424770805713,0.022064555586323906
ITGB3BP,-0.025579032207232167,0.010917393913092996,0.003262575888768222,0.04106329965651891,-0.035783808169791056,0.04065981053229239,-0.027976917889002813,0.03711337032318143,0.07044666507240609,0.04001669684550792,-0.05230893237644799,-0.04057143895322652,0.08234850515844525,-0.00602682653451047,0.0010839689119224517,-0.012752107703540507,-0.0004938113749541375,0.047827620023456155,-0.005108054789037124
AANAT,,-0.02310261560634594,,0.019647976846126347,-0.0179506356773959,-0.020090782103464478,-0.011272852296919798,,0.018109315435134346,,-0.06921170467504832,,-0.02168924677021809,-0.015057261603142497,0.0012782517038235743,-0.024420658564523835,,0.05676749152095494,-0.03990847253441242
RELN,0.024665079971099062,-0.01295453543259984,0.06812180429516088,0.07427347247654371,-0.02022922372561296,0.008025289240831738,-0.006724427266850457,,-0.020462017182447383,,,0.10761315325266091,,,,-0.04953403362744935,-0.01960163212674763,,0.04708729879521876
IL15,0.008614319221489692,-0.02888174055076406,0.014536017802173408,0.03528488433188199,0.002526124747778336,0.04457091501479943,-0.024229053920664278,0.16375416617699115,-0.01714191112794847,-0.003163879152497293,-0.05011799543395208,-0.064038093295329,-0.03666432709523222,0.005118917501538635,-0.0351890471256657,-0.021985126821723888,0.02201950691425175,0.038710121941275454,0.08280004236884175
UTS2,,,,,,,,,,-0.048687428025615466,0.09836421160435337,,,-0.01282236025973898,,,,,
BSG,-0.03452136715776169,0.05745891865970933,0.05784264065797201,0.04023289555961292,0.034718218534642804,0.07766412583351404,0.002304411349626318,0.010549288846994982,0.04758811267014396,0.11828729173089199,0.07749415154049905,-0.035553953776570085,0.08511894644819384,0.04335091212716727,0.013151566534522948,0.09497101464527369,-0.028626393463595624,0.11588595200220388,0.014518988484430007
ADAMTS3,-0.017898521625729732,-0.002097452171009924,0.007800405354630753,0.039377008559648256,-0.05899364884175472,0.001125332652051063,-0.00046922768974210123,-0.026617103450157723,-0.004636411735089759,0.14391688964833776,-0.04729209055903341,,0.02752904004604696,0.03971660514533857,-0.026773766298845907,-0.007271593573317174,0.0033865407024175043,0.10225513855061488,0.07605993709308545
CD34,0.03901685794167758,-0.0532113294642699,0.04674407531513829,0.012592548123309396,0.02371429537907045,-0.034540678688525984,0.020722447015847998,-0.020947561846630606,-0.031120500942190984,0.004467711188437262,-0.1280039039775031,0.03180772411500361,0.018173811963808927,-0.007833040553865436,0.01040011599114292,0.09778078715535075,0.04595629072413262,-0.02820363176885942,0.05903361174211325
CCL23,,,,,,,,,,-0.0309185107569084,,,,,,,,,
