,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.020317770801553284,,,,,,,,0.06626802846226695,
BMP1,0.01921661781244689,0.07842989795598493,0.03947589850851442,-0.009762884812683413,0.018930160208305485,0.13953560878825522,0.2216441250345977,0.00505563213094838,0.11723900974153534,0.03497191929075176,0.06125522820591561,0.06001399595943107,0.07200443178446529,0.015180166732837272,-0.002078708592425408,0.12347654282677197
NDP,-0.026582476572265912,0.10152427961478161,0.029294561395672523,0.027875620393473667,-0.01709112677939273,-0.027856329859038905,0.06404154799914728,-0.015707787500372043,0.1021121811302215,0.0027792383372110133,0.023371316971136098,0.07025635472549255,0.10330362794548797,-0.0761470473224985,0.19327036356898925,0.02272730638472548
TNFSF18,0.012044888094891902,0.005613031160881475,0.031126536191414773,0.08144043398667829,,-0.020727293125606235,0.03799342590059809,0.03741286198305996,,0.1950066025392637,,,,,-0.021375510875933854,0.04568461036003458
IL36G,,,,,,,,,-0.04027724101214136,,,,,,,
RTN4,-0.0902520813391753,-0.13057155964066716,0.005825099896182374,-0.013290349676070738,-0.009649580639950197,-0.14842863386386185,-0.2898654560330585,-0.029205055733152394,-0.13208336653986114,-0.015243418843108605,0.0068323131060927704,-0.04056108198278486,-0.059983664707681524,0.0037553279843171193,0.041490061906394045,-0.1620290910351815
HEBP1,-0.020930208946790298,-0.002954872727835872,0.004130929401872959,0.01404404910372878,-0.013696849348238206,0.05866275730501664,0.07730553637162153,0.02329874587766259,0.07915392539679761,-0.03707954625545523,0.037405594354488224,0.03842916000669316,0.07232065715522361,-0.014681668949714914,0.1073739953362852,0.05328381024245264
WNT7B,0.07859404383200203,-0.07259058795195437,-0.0508265944073813,-0.00963030814863777,0.005700376189788974,0.007941507258628138,-0.08538536286617077,-0.03317433561594381,-0.02612864655278803,,-0.04217652839137452,-0.023337712101321007,0.01059980890003424,-0.03694746696048596,0.03754545074219974,0.042865496982371694
PTMA,-0.023903676905801058,-0.04527470428757591,0.09068821882179368,0.058112307792035196,-0.04811576918183963,0.19216240101438217,-0.10024549494189561,-0.021210503487780082,0.09584937790968939,0.05158376664858347,-0.09835662850823226,-0.014350117337388828,-0.021920478798919847,0.09887466441457736,-0.11126092162900579,0.036576019358224035
FASLG,-0.038365739528731437,,,,,,,,,,,,,,-0.016785542626552942,
CEACAM1,-0.033934809215976684,,-0.003850238498932885,0.004105607518097137,0.08477721608798792,,0.02381939336848217,-0.006329434118709384,,-0.04595260838453528,-0.037824586217527066,-0.04119951470991919,-0.022914440926789143,0.0055801893687957285,0.06804370890535266,
PDAP1,0.023040211732986513,-0.045370197290246564,0.04534657298295668,0.01794060389351389,0.04567421199557755,0.06111313094087822,0.17446518599280006,0.04409290709364565,0.1019410011632247,0.04706306196053554,0.05793761875311103,0.055280890252641754,0.03935505859016325,0.045794376915918804,0.027426636981645512,0.041933359439773554
QDPR,-0.09775180979072998,0.05756369804270574,0.04469425645060577,-0.003208263598151135,0.014074309680806748,-0.020828179185393262,-0.23729898803505423,0.029334901946040475,-0.01697227857059162,0.08412727554078445,-0.06513814463275301,-0.0762994295805745,0.020252201069713323,-0.07038640349859003,0.12365576070320784,-0.13832234450073494
