,UKF248,UKF259,UKF260,UKF275,UKF296,UKF304,ZH881T1,ZH916T1
IGFL3,,,,,,,,-0.02237271602452296
BMP1,0.02802887508885111,0.008851636409314998,-0.01908016718278922,-0.020174633661867412,0.03999833167168333,-0.042034043435556466,0.007311539186872931,-0.038646054999560045
NDP,-0.04014659303750136,0.010234154090159956,0.08609904531877449,0.008178969725686002,-0.046065575739627565,-0.006464827137909616,-0.027252068733461643,-0.0035370568822939725
TNFSF18,-0.02723212449127471,,,-0.010336036015386987,,,,-0.02690351035903664
RTN4,-0.02175559092950313,0.009525098081326741,0.10646247124788606,0.01820752904588816,-0.017013696177932483,0.03369823206046618,0.0854260862892049,0.06790779878203326
HEBP1,0.058106967373899816,0.01134678869386105,0.039438705726439434,-0.006700018102063304,-0.03297876144163662,-0.021475144811149167,0.006977619813628152,0.01858510975074304
WNT7B,-0.02173091710872713,0.0067074389288362115,-0.006844682054709566,-0.020149639477892233,-0.0597475331015187,,-0.015046979141667534,0.0017699413360300535
PTMA,0.06276922357663055,0.06633452040081413,-0.09836416328867187,-0.013338910562013548,0.004847665645516008,-0.06155009323614085,-0.05537747761461884,0.047484564278969375
FASLG,,,,,,,,0.06791679691321988
CEACAM1,-0.01733250092334249,0.06258430985448021,-0.017160921127980507,0.018262759159851077,,,-0.018955041188310467,-0.02699760594274863
PDAP1,-0.006331808033589334,0.0033807197838018077,-0.04454525115719577,-0.0020551279549306137,0.008635664476415129,-9.234192506917164e-05,0.003754490757301843,0.012966179255279596
QDPR,-0.05199372663383261,-0.03635308547378931,0.11548835730992985,-0.04773944039254403,0.03648292513716182,-0.08194500211092541,-0.010124233938184849,0.01196782901633902
POMC,0.06116260420624522,-0.028401718382213278,0.03875511418491135,-0.011993118837780311,0.05932197505394243,-0.0619963413640771,-0.03100795734311957,-0.04253527900519583
CCL18,-0.02162932350784329,,,,,-0.06869921778866689,-0.013829380027289602,
CCL17,,-0.01767748069273396,,-0.012891049275587908,0.0052560393824608535,,,-0.017587409663374007
VEGFD,0.04203390792740328,0.06846665541604122,-0.01641859771549863,-0.013734322663189929,-0.03231855263997169,-0.02241635918298266,,
TNFSF13,0.004386617570833553,-0.012193530548147542,,,,,0.01295183857091967,-0.0286572160850296
WNT5A,0.03325240576253538,-0.02909475229932156,-0.048057611235334925,0.03106796334255691,0.021186335053531964,-0.027815131151428064,0.01837742598201851,0.03220546707791296
CXCL8,0.0005083600052727365,0.08826048420003212,-0.03712468254714132,-0.01881811813213185,-0.01934217850950613,-0.05107938721396228,-0.031467084562931,0.04742939394326125
GRN,0.03683296601967891,-0.06060923652772966,-0.11690478020073071,0.05072863196990874,0.018564838018435167,-0.07816921167589055,-0.012640489364364484,0.021906798726061015
MIA,0.015551671732048857,0.018756116155405966,-0.0348775373130119,0.019116048321044483,-0.0010192784946961562,,-0.05888502750386733,-0.00427485949938103
COL4A4,-0.025976641799727432,0.050510747801964795,-0.04985834345164982,-0.01345865427565257,0.020316157784081443,,-0.03820095946305395,0.04003185521716097
TAC1,-0.022082498306039082,-0.024268108020782466,0.12000736763867481,-0.027794504767504353,-0.05030886146730325,0.10002047011828105,-0.03270284600921234,0.08454278375538445
RARRES2,0.01966174116198704,-0.06038924742234886,-0.10769525668528977,-0.04337417505994042,0.05354894484160863,0.007400072719722472,0.0067714200779896705,0.07862315574978171
FGF7,,-0.02207094898150613,-0.008193046135871988,0.02898152712454524,-0.005575858433245522,0.03410019593154261,-0.003278264784928836,0.03924020774806747
HBEGF,0.03125293391492123,0.00568760386879894,-0.013262083036763362,0.026527225731502128,0.010437748388112114,-0.05656806665543799,-0.0032721916199869258,0.00021878724537576196
CSF3,,0.1027669870834376,0.000816211976493632,,,,-0.02717464077678121,-0.01851682919735911
PI3,-0.022754960260472436,0.08279367885140836,0.02758608658416137,,,,-0.04596355616085143,0.04837466388842495
PCSK1N,0.0339877945844588,-0.0955185810446804,0.05484374755287344,-0.005815265134317859,0.0026671675881052696,0.05792317929378857,0.07637978407737314,-0.045002267651975694
NTS,,,-0.016348339948874732,-0.015374948041599184,0.031223428832629612,-0.02018192400667116,-0.011287436470418006,-0.02742089906391551
SFRP1,-0.019129216784851424,0.023040504439142004,-0.01873077667271259,0.0005787582060008628,-0.013169200181713143,-0.06514000750030385,0.014031652404808598,-0.010387379790568802
CXCL13,,,-0.018562438885603237,,,,-0.0443274940374279,
MICA,0.03082391816404404,0.015443118490245274,0.01199992293667777,0.0401220282474058,-0.04799831131270058,0.06176893168861258,0.0893232782549248,0.015128920507514331
TG,0.007825838102895784,0.10308118580012791,-0.021346003549325584,-0.01298724430281742,0.11915310036833414,,0.043955316024631486,-0.0361113488789121
ADA,-0.022441895771948245,-0.014819083299880544,0.035869868068678555,-0.013929926883321722,-0.017495149189771863,-0.0157672001458077,-0.002874761187544434,-0.030520423063643106
LAMC3,-0.03530853892634167,-0.009086462790388926,0.051483295734010934,-0.03839652925037701,0.0430933211552232,-0.011348722768994004,-0.05135219565840535,-0.012212684028930734
CCL7,-0.013758076947901585,-0.012034487325101716,-0.024610366832917105,,,,,0.023778280981212273
NGF,-0.02362193490601745,0.05488300336854546,-0.026269005114511305,,,-0.020181937295129068,-0.04665291977026458,0.054604928743783254
TNFSF15,,-0.013400990235735972,-0.01822143208971708,,,,-0.016874985391362167,0.03655426384855821
HMGB1,0.02875046999241066,-0.06217298983977475,-0.0754802969164759,0.024570344805249344,0.010745352283693098,0.023482047603895696,-0.007356302254291809,0.014601240728208103
ITGB3BP,-0.027085475965613906,0.008152100578675598,-0.020963022140914216,0.029161330918595647,0.05323234692664753,-0.040484027622921845,0.03553607915262138,0.048331999889326356
AANAT,0.047771849498580106,-0.012193531849539849,0.005440944717523833,-0.011679504699215656,-0.031090619502995853,0.06639786307570891,,-0.02053007409860155
RELN,0.01900999650986391,0.021814340661097387,0.02581503140053822,-0.02571449919105328,-0.015997602296051308,0.014706103341446484,0.03454229597755153,
IL15,-0.017178722285449467,-0.001962234849656178,0.017520920716731603,0.005660006165933141,-0.031031105247951253,-0.0388819418830625,-0.022212373351708378,-0.016270534512268627
BSG,-0.002542811054103051,0.024262745143596217,-0.043387252729638934,-0.02393867867120101,0.012081186296855657,0.050133307161010686,-0.015540071700472224,0.03741833658537527
ADAMTS3,-0.01263614963383885,0.022480057284592642,0.019332407813791242,0.0023145513051232003,0.0466599714622656,-0.030467768158144438,-0.006619077317939443,0.013518934444027964
CD34,0.03179747206140015,-0.01409814572407647,0.021491014739250375,-0.013835267047504398,-0.017857438364217205,-0.011129539545380459,-0.05393656140457162,-0.056189736168123866
PLAT,0.04360726102449445,-0.03188519887658433,-0.030773329120588593,0.024819082232138905,0.026165841092353502,-0.09068455687714234,0.07668397978591363,-0.02527451001186499
NTF3,,,,,0.02994043005677489,,0.023556724832906765,
LTA,,0.02149221817589503,,-0.011248580220093913,,,,-0.027630385780295818
CKLF,0.043381516501361905,0.003663219865742196,-0.04276977077707748,0.025560094831720788,0.01747381855104167,0.007882224450823455,0.017331490726706405,0.0055820679958446355
CD24,-0.015443031385263237,0.03627583381469763,0.006365083664979106,-0.03321709683045977,0.05680580510635275,0.031838324517414356,0.05109371915827799,0.05988159060566761
HSP90AA1,-0.040796319746649254,-0.0795156738648537,0.08360608356654776,-0.030037487885398957,0.02051989803305149,0.08255680704405358,0.0066807822675770435,0.05320609132876973
BMP4,-0.016941026201255583,-0.019572707650084047,0.018039414725900073,-0.022833364636173237,0.06500219039213793,0.004948871396107821,-0.03363629321069056,0.01906291070616269
SCGB3A1,0.0364941252348932,,-0.01955252580103243,,0.016402783950614133,-0.03339953071609903,0.0710462422268456,-0.010014644161704393
IGFBP4,0.016729629229957736,-0.04170695697576113,-0.04037224682085704,0.02066196055653765,0.018387513437182146,-0.054524162736120346,-0.08865268628543585,-0.017493555822088475
RSPO4,,-0.023609569738920172,-0.02256679313840958,0.02834368815802874,-0.004589610716149212,,0.023570374153754927,0.0003404274059723677
LEFTY2,-0.039479578037687015,-0.03446422222913017,-0.0141783273785034,0.0017932928082954585,-0.013136039128505665,0.03153297529909743,-0.009398196509344866,0.028051639254110944
PF4,-0.014271794911895187,-0.010499853097613594,,,,,,0.019183584983419308
ANGPTL2,0.047666695410067156,-0.06148408896775152,-0.04176051677916914,-0.03235320399735567,0.010163670629329023,-0.09729081610318702,0.002901903647480756,-0.0034525691418386515
LRIG2,0.02982683307246726,0.007499215609066805,-0.003916038312548381,0.004397674138348168,-0.029020499462387446,-0.025619842853240198,-0.007254935828271354,0.01999573520922328
ICOSLG,0.047571122364000025,0.05463930805985956,-0.013506257319037224,0.0028536371335615746,-0.024363889720967452,-0.07317669209199268,0.04523528974720355,-0.023442206270328107
WIF1,0.002157848834208909,,0.08650629964327411,-0.010095674223366219,-0.013504467151321784,0.14222625780512418,-0.021939095739981537,
NPPC,0.004817353974684818,-0.016287861485639252,0.08535381802257955,-0.019693452643027798,-0.02693600442192226,-0.004959932652118319,0.002340358594984418,
LYZ,-0.007184500981500737,0.00576261938175823,-0.027331003944998503,0.00296727522730822,0.043628787692516435,-0.08642719893251513,-0.02352228657442461,0.050898846554451205
EREG,,,-0.03175683235732243,,,-0.020761315540377738,-0.029395014934558077,-0.04172827307604248
SPTAN1,0.043219008189932004,-0.05721355439252262,0.09891900368939423,0.023250584728756428,0.0496455372132537,0.07016194723886682,0.026736087250888285,0.01379361818215267
PTH2,,,,,,,0.10546648109432843,
LIPC,-0.017472428239122637,-0.018869018017674103,0.07788338270699828,-0.024459596246047075,,-0.005156077922658357,,0.0013082270874044853
COL8A1,-0.015478038457158312,-0.047567292481143636,-0.05825849525160672,-0.04363305192167273,-0.0328498728211575,-0.07322350572442328,-0.059935126487363356,-0.03724332477600703
GSTM2,0.050574732991680034,0.0167308553366583,0.01922973246938521,-0.01266709804426679,0.0037027624993061095,-0.033021128148191456,-0.004504645242194079,-0.03925482146232632
SPX,0.05987436200345779,-0.0032851010735501737,0.09688753767239097,-0.00823289724621434,0.012116771733754864,0.020619573362649298,-0.007485743052310161,0.024494253888109326
MFGE8,0.007255218843346326,-0.00619794130852001,0.10772374941623362,0.01050753801878195,-0.00023380267604822927,0.04544660170874507,-0.032287329801353716,-0.05968726416135264
TGFA,-0.03052824198670442,-0.006434227897469731,-0.01809299546875236,0.02959348119476366,0.07497644215385567,0.022887651355394185,0.012231604448881288,-0.01577192213912939
SLIT2,-0.028227255913820113,0.06615484279046166,0.1067606988801448,0.013582997222634391,-2.4586486975371992e-05,0.10072480919101191,0.027267168914133805,0.054729065818095515
