,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
TNFSF13,,-0.024359555248595902,,-0.006839604242766773,,,,,,,,0.03219629388377081,0.04138898039487902,-0.010386017621948298,-0.02713787273080497,-0.02830484821058643
WNT5A,0.015345764331154504,0.031316747497697105,0.06980406421873597,-0.038753159460752445,0.05197306929437781,0.08376857267543326,0.025847939360018408,0.028885067883562685,0.04749751951807904,0.11705764689466305,0.018256418729209033,-0.006328665911982069,-0.042495604784408204,0.02761875176172188,0.04670985782501975,-0.012808009836252209
CXCL8,0.0042299105868854395,0.032814438931836366,-0.002020053119088059,-0.02253309337506135,-0.02415476042902852,0.15518271848828075,0.02529680095040759,0.00042492136896991114,-0.044398800379692384,,0.17112243226750518,-0.022372768161727608,-0.04430677252869808,-0.02464936330552883,0.039522268915625984,-0.0647181752278309
GRN,0.0388492319851567,0.09871045359285523,-0.039991254602522903,0.04446264496892799,0.01792345238103156,0.0445175555891508,0.0067612406133519525,0.013793697022123252,0.007927818986394957,0.08436587275752996,-0.006741590942619129,0.048915663334259604,-0.015959247117058525,0.10255628357902039,-0.00032533931480683003,0.01961501066631934
MIA,-0.02376318376745113,-0.04262827441055365,-0.029542759634272185,-0.0014044347582246963,-0.03896458907769462,0.04208186159049556,-0.009106918799473894,0.05101379245678658,-0.02022412048087085,0.10319962334674239,0.12780982379963624,0.0380049492393853,0.11828029475764144,0.044730925888091994,0.1406119024134361,-0.017682532270593774
COL4A4,-0.04053834216742855,0.017473756136193203,0.04090715784716547,0.013311102857634396,0.02959099511278228,-0.015306911671507571,-0.015201826028453276,,-0.019618147163080645,,,0.005676156650540447,-0.02955928864692795,0.05372340542309973,0.05710425846821029,-0.03163495373451427
TAC1,0.005229304163329264,-0.029382044373569123,-0.019198444610073726,0.005111821496433247,-0.023261289793515452,-0.061252036471205,-0.04267129414065085,,-0.034767462503046694,,,,,,-0.030824510239030815,-0.011815409451618778
RARRES2,-0.025625743233480915,-0.08785989517686685,0.06489798959390923,0.01267706963820039,0.004585146750792471,0.10950636881153925,-0.018901516797014146,-0.040073473864909316,0.009303571294690139,-0.01774139752443194,0.003691577030892446,0.06536975985857262,-0.008177138405018384,-0.06245469600774335,-0.05186752034154724,-0.04079736006836466
FGF7,0.08250069474048138,,-0.03339054319345101,0.03442691663392121,0.039361669801761,0.050760540992158557,0.07376500708868991,0.041996318962843546,0.049235330157639395,-0.045354950766514204,-0.05170341972370138,-0.027665229568006225,-0.03677906058348024,-0.021941585952207802,0.05404789803193583,0.03624032917961854
EFNA2,,,,,,,,,,,,,-0.017546147510183185,,,
HBEGF,0.06002365845113031,0.06424158424496038,-0.018716573032998934,-0.0018484930406628024,-0.013893679055592988,0.027902008964099688,0.049103830734775165,0.06938457856969617,0.03784576595424087,0.008523319709341068,-0.16871769223643548,0.03631671604119446,-0.035074917880357166,-0.007283932187093514,-0.03182886178682368,0.019761595287832417
CSF3,-0.011148191030565297,,-0.030964975790310583,-0.012347530781316604,-0.026485566539900585,-0.0161944179269906,,-0.00338804094926549,,,,0.00029309585904968745,0.008250443196055914,,-0.02468691043668992,-0.017362892831169645
PI3,-0.035257051786180514,-0.01409805390345308,0.04263385794559993,0.00363573350399075,-0.0047439699731681665,-0.018235128328972373,,,,,-0.0022828601481788163,0.01139305572049954,-0.05444237984892839,0.11302720279897617,-0.053636454956954134,-0.017540022579545893
PCSK1N,-0.0177123886820454,-0.10819121002803643,-0.0003924610323236353,-0.01617097409680159,0.0599849354606555,-0.03428813518857157,0.059118713126494055,0.040203584427088844,-0.012174107179040286,0.008222744640662501,-0.06534705587053384,-0.006263031864698138,0.01350292915956551,0.09394998335805971,0.04239792649238166,0.0069180040191880844
NTS,,,,,0.03715298733271939,0.018982547097970037,0.014736303234827103,,,,,0.06694216265257698,-0.02137665112413169,,0.08561880567026137,
SFRP1,0.04614599450644026,-0.021142722334490997,,0.007887385410184074,0.006308671084057248,-0.05175584704298928,0.00656232316863914,-0.00022630376649930656,0.013693569800547263,0.0017389571669422363,-0.016848764992435164,-0.009404705305670212,0.026808709327342937,-0.05015906121233154,-0.035708433925036226,0.010596221742509326
CXCL13,,,-0.022484236286162702,,0.008552334477148643,,,0.060240034707082585,,,,0.0387632366254472,0.0019174006548663871,,,-0.026991641523409396
MICA,0.030913957081411526,0.09130325267388578,0.055229958361500554,0.04097370599150242,0.07235150056498453,0.05003701118645829,0.03691009284458802,0.031017876211337815,0.019684105386019758,0.09777672558945125,-0.10482761122193004,0.018193215221105938,0.013985206510196038,0.054748023567040595,0.009286603910988225,0.05279482495913196
TG,0.0033758292838781505,-0.044100562784942135,,-0.028674463087846776,-0.03312251400830997,-0.019545213556093434,-0.014669358795969116,0.07733264574258354,0.045283241040780076,-0.029400547311858517,0.013578775651574195,-0.01940521292497913,0.0042228783747660596,,-0.029775684984434583,-0.029744928638896356
ADA,-0.03550474191129552,0.061000854433316404,-0.024836164556364684,0.06652845022048498,-0.06022964652954385,0.10339003237908607,0.06945548484501057,0.01890718351162248,-0.011195594622851532,-0.0017818756090386466,-0.12382188093189918,0.04271811812624329,0.027871575713860043,0.030706978626012644,0.06867356779974536,0.015130871323783688
LAMC3,0.04342329460866565,0.08670274685594329,0.11244104016975408,-0.04296477260760578,-0.06347986586378952,0.10774918760137428,0.004215297182449034,0.057825155940595924,0.10549430218173687,0.04535848614792337,-0.026988280994183492,0.002060844932552529,0.037025222516740314,0.05131817370117925,0.027649100659619428,0.02050707438019625
CCL7,,-0.0205328268805249,,0.021018278871090493,-0.03124462845984249,,,,,,,0.06121898113968322,,,-0.025869489119634128,-0.05634770566912766
NGF,-0.023355272795323366,-0.035253844112440556,,0.02241212528310531,-0.02178137862990077,,,0.13379962084842958,,,,0.008303953420790123,-0.017310297768262484,,0.00264783275087049,0.049282685078989405
TNFSF15,-0.028893387265415345,,,0.06662058679624652,-0.023133416885439368,,,-0.022742926731557814,,0.0017354591484194824,,-0.02133853410362834,,,0.003803706402738678,0.03859688055240571
HMGB1,0.08765267678094653,-0.0033049315214735042,-0.017402233138460534,-0.02156334344167453,-0.031898545157894975,0.038287977589741964,-0.055599245319919825,0.04827011731062578,0.042201308110992715,-0.07026744545472614,-0.1009953610102201,0.006108446015438446,-0.057471098574214,-0.017273700251290623,0.006224350735003153,0.07742564361421998
ITGB3BP,0.015160991921298637,-0.02421040107071619,0.018269441736308817,0.03270825398298778,0.056306786218991794,0.09069163950613263,0.011399874916354453,0.030172648323550714,0.08212731624178367,-0.006208918669406323,0.0014533262579922719,0.05363715711857054,-0.006550808510126084,0.016635831738933363,0.0161030323617203,-0.0356109879226007
AANAT,0.0006902758668579345,0.029169846114704644,,-0.021005574089090012,0.015389432557187482,-0.014607803222197062,-0.013192240093214668,,-0.01848276759184438,,0.05693260190811023,0.025207992803133697,-0.005404151942179873,0.029557386416247396,-0.027370998302618025,0.028979119926424206
RELN,0.017689719464216484,0.04043535193748991,-0.005712395960496054,-0.004142377096145299,0.00913703617034771,-0.042863877998940016,-0.029045054216034576,,-0.02046201903727098,,,,,-0.04103658092604524,,0.03545542243526555
IL15,-0.027017042008019798,0.06126381754551245,,0.038134367601776256,-0.0045369664936921,0.05011042969603015,0.05757174858400611,-0.01648412368892752,-0.017141912681813906,0.036977424517268834,-0.023637425667858983,0.015986749721910477,-0.033198214953398406,-0.04086452746988207,0.08160604483702469,-0.0014952659852418746
UTS2,,,,,,0.11771803583296597,,,,0.13984093578810386,-0.014017734273357662,-0.016352014561033412,,,,
BSG,-0.04080700552433839,-0.020221026084604358,0.048744050977877776,0.043634364559033904,0.05006853511490051,0.0594076499001323,-0.009680227499459699,-0.004589036434186203,-0.04802020458530222,-0.07994626640361115,0.007918603384294273,0.03350833807599712,0.0940153426159655,0.14773392483349174,0.06707289416342412,-0.02731549449291087
ADAMTS3,0.06209958552250906,-0.037083428567813055,,0.022370678039447308,0.02802674565448606,0.13833415883835237,0.017791243498776393,-0.01836996321510768,-0.0051791357739921365,0.0367162159155118,-0.17127137834425063,-0.0054471683462853256,0.045134373183273346,0.034052736772327105,0.07865992687989147,-0.03355546644345797
CD34,0.025397727224614752,0.07575170494332877,0.10722585992556254,0.003773238792343429,-0.031652928503505255,0.08004838795954894,0.030451051793734397,0.09284810914854974,-0.03969792329716663,0.030053028824070373,-0.06936954920211855,0.03415504858453192,0.037826151820554495,0.10528821544037788,0.018262248223920686,0.02534564332664121
CCL23,,,,,,0.12078590352896423,,,,0.06254083194169086,,,,,,
PLAT,0.05430947844691522,0.0593801636336847,0.021787356077629414,0.06162836690140811,-0.018990423128093695,0.05122003781940458,0.07793742643462982,0.11668270465666339,0.07562425538226625,0.05542137549948152,-0.13333741148206338,0.03026606995048716,0.012931318032714382,0.09602644066428034,0.049524392514179616,0.06809615232821206
NTF3,,,,,,,,0.009810891994761485,,,,0.027732053161025758,0.04924032599260179,,,
LTA,,,,0.052522296430705884,,,-0.012705502056198489,,-0.01714191479781961,,,,,,0.021100528602692042,
CKLF,0.05735862252204837,0.013466777068726584,-0.0559022855098405,-0.002694978211729794,0.015197740947122841,0.06668410162287046,-0.03406054135872358,0.004304409826513722,0.0391331045822765,0.0765019437615488,-0.08540701740296266,-0.03221050837416921,0.06196614796119293,0.007836396516410592,0.1237582658322335,0.021983349601963246
APELA,,,,,,,,-0.041925366538470184,,,,,,,,
CD24,-0.07343187147489932,-0.0008345341546944833,-0.03072658884062655,0.012416739370375887,-0.003953183293434466,0.020004765348965496,0.0019792625768667994,0.14102293315922787,-0.03641464979513242,-0.055237575517358556,0.06742669731149595,0.07859975256520317,-0.01841157244423984,-0.03918736992752694,0.03524705841627291,0.022130150811644843
HSP90AA1,-0.010396576214268231,-0.00807667365349016,-0.03424495193623316,-0.0555918380904357,-0.023916669320758123,-0.13421078108934295,0.04307749440015792,-0.044217994834232256,-0.09572016362088542,-0.08038790431264321,0.01371715821512048,-0.0191917834023954,-0.0724261980982577,0.01992664849151414,-0.10293590026283679,0.023838469704644632
BMP4,-0.02611572641725219,-0.016707105048575994,-0.03283839904315142,0.01775243932657126,0.00862173288991556,-0.008894872129826495,0.019603724887374458,0.04292252574757413,-0.014606681900563662,0.01755263170024278,-0.05872524727874742,0.01936932284261501,-0.035253641480908725,-0.030964925417630868,0.12953569121140943,0.005249221631198833
SCGB3A1,,-0.020532824827269643,-0.0018087230854115872,,0.036057496282931825,,,0.09025357836713721,0.09858012494705351,-0.03155751694028762,0.07875456828167836,-0.007850331358960825,0.19160697990136177,,-0.054241402280604784,-0.015710050749177015
IGFBP4,0.11338684630783817,0.13279953676594008,0.028209964134082954,0.011507970031072675,-0.005586016091854214,0.11523802058309746,0.08124338008761596,0.1077736157546215,0.07758390439027155,-0.03457579689232088,-0.12377726826869964,-0.003102817243657964,-0.03377879265496909,0.11804089975528864,0.013598284272390293,0.020259298870982538
RSPO4,-0.0075470584566102615,,,-0.004644018099549901,0.05178571931884026,,0.05927231082228412,,-0.009543176498396276,,,,,,0.05189944004570437,-0.025620822930289937
LEFTY2,0.0010036470766642482,0.12456317733222366,-0.03639439858777829,0.011325421208898432,0.008962335392575644,0.11469683587764842,0.04454242647906887,0.034503126093282245,-0.02116150238327201,0.029502131835763088,-0.026449476838065745,0.004503813431390371,0.01981382765200334,0.06429234301086817,-0.004480230056928178,0.09237651987006486
PF4,,0.010673216729820736,,-0.002186143238187274,,,,,,,,,-0.016082258969465957,,-0.03683723028247122,-0.02007024034759221
ANGPTL2,0.10354719425265384,0.05496407946382577,-0.011716500307064616,0.010100611203352827,-0.046151408937830755,0.1103425966506093,0.004889661205638107,0.012476589049923879,0.03158332530729389,0.027006710736121653,0.023054189080258483,-0.012880475997600232,0.02671575793315534,0.03897599598817223,0.07359164255612248,0.0854647774831349
LRIG2,0.019764635560200004,-0.006332451289956628,0.02927104094979178,-0.025939529612019858,-0.04224308920604149,0.037763175977327125,0.028011908027923263,0.0261981333224911,-0.052614373128081905,0.017589835042293233,0.00700752062993766,0.06283967892048538,0.03354952992671695,0.04800044576866568,0.06674999355208033,0.03953189897016987
ICOSLG,-0.00924249326047208,0.03252265594890402,-0.04969261980864657,0.02031798027465294,-0.0006919680808803143,0.04949730620349185,0.05340750741568175,-0.008550819090151917,0.03666460276879216,0.11860942458559268,-0.047707811067721886,0.03285668356313178,0.0431096407778607,0.0031473448883836295,0.09580783684145376,0.07386571296781555
WIF1,-0.014210580781287601,-0.038325010615196144,-0.011899906664244479,,0.0034008425261926336,-0.06701804083805056,-0.011403271087897229,,-0.03162765622948245,,,,,,,-0.036828462223601685
NPPC,-0.05822733769728843,-0.05186516619902496,-0.04152480423552707,-0.006427199736751726,-0.00877534146594923,-0.01890838230711698,-0.022244158654144197,,-0.04299473261104436,-0.02259346370657475,0.1747758258727204,0.12471201041170298,-0.016695686771888932,-0.015091686631324886,,-0.04823342352343545
LYZ,-0.05622289799343225,0.04137446935375588,0.037846341312903424,-0.0073552645496730296,-0.011237817760823577,0.07963315693461044,-0.022647884058396916,0.022075670660588007,-0.004637220127162184,0.04639087345666263,0.03443105784335818,-0.010830033495833063,-0.0013949566786658372,0.054394911735232275,-0.02203274971398629,-0.012483070387262854
EREG,,,0.19154333795075199,,-0.011520447393151887,,,-0.01748214073248833,,,,0.006688888442508209,0.008164273060558716,,0.02870982018920529,-0.02310679210337281
SPTAN1,-0.008619509514740253,-0.0015320176062494323,-0.064771023177598,0.01952548311418621,-0.021895714939667084,-0.018469421617743332,-0.005859125590935296,0.06232237913963534,0.01483120964637332,0.005707352392311795,-0.10101396990076181,0.04688686087792108,-0.0016855456675309145,0.011347996196297805,0.05753515342400411,0.027650904963838825
LIPC,-0.0380485081070015,-0.026076198408747687,,-0.03250531190219386,-0.02773807513623473,0.013268686670821699,0.033685026904423446,0.04778602614350443,-0.02692834512758007,-0.02395805550077256,0.13485472314584107,,,0.006069944546309496,0.034778845847524664,-0.015042372537623722
COL8A1,0.08464868446617281,0.08356374855058392,0.057696402695291284,0.03362758459481349,0.04697010189942577,0.0376303191833613,0.03170296177262953,-0.06279059111741596,0.020951172123035055,0.0028915881880753583,-0.05167399477300057,0.00468430521333387,0.04616550880714187,0.1169997646221756,-0.010408967891927532,0.019858195105480286
GSTM2,0.0026570487832205834,-0.02672244287922613,-0.00034221406758820616,0.04186513463424401,0.07474343928123828,0.08486031346274599,-0.02658058774131177,0.06182455137323533,-0.04763501337074681,-0.047040094165793696,-0.03263645671144535,0.005723640847211009,0.026350612078994112,-0.034599752637764214,-0.030903829508723956,0.04390603016132941
IL4,,,,,,,,,,,0.0892944258926218,,,,,
SPX,0.023249761189036176,-0.04217413117903385,,-0.029770518392409472,0.04175585693433802,-0.020153150735326145,-0.04358454940799277,,0.009437500299906938,-0.0299519701869926,,0.016388917027602166,-0.01996818012221069,-0.03201773700079339,0.1184751528286979,-0.0017546995296805373
MFGE8,0.04096282927645067,0.018240000479694582,0.06996683202217735,0.05150896754330421,-0.07524244155242717,-0.02740205794005949,0.02150653981793326,-0.02765221497285524,0.07024133638053108,-0.07044675567681448,-0.08539910467230549,-0.008043876124808743,0.028300720940939036,0.16444874634946574,0.054378348306680126,0.05516182524875831
TGFA,-0.10562880416903514,0.008826359495599836,-0.0012080848221280769,-0.05608061146007448,0.01739608437993176,-0.03947102498636823,0.020854676295450587,0.03558251804713654,0.029883488108030706,-0.038955688784150164,-0.06679076786917093,0.03242425876303353,0.052122933186276234,0.004818115286994191,0.05215165024238581,-0.030212069632499523
SLIT2,-0.015450799677859471,0.01087132092244523,-0.02460112593907994,0.004672920004857491,-0.04025691567388002,-0.01759306190689177,-0.03802735067444781,0.038833448406958376,-0.021373931595851905,0.1457140887301351,-0.05402301337124979,0.05817078163743797,-0.06147488378315384,0.06854010210589985,-0.012565647433294238,0.011814241451423891
PLTP,0.012904126384321778,0.017659289133130657,0.0197112940842174,-0.01711477575106574,-0.005759922081463987,0.11473677124507649,0.01285284118333477,0.10966961990716924,0.012121730141330157,0.020570502198906517,0.02350188546885908,-0.019280876485818773,-0.042822258038061056,0.11234803942955683,-0.010168357480586428,-0.008709875321055383
APOD,0.028297853227640044,-0.044070076102787986,-0.06897694449006166,-0.03368812359187066,0.025355932113754094,0.0034354389599822632,-0.019437012128087176,0.015996462665899065,0.01952078737559971,-0.048559618260882786,0.03538727247835785,0.046561453730167617,0.08128345173151531,0.009293003025203639,-0.0511417014852344,-0.01698380022879376
B2M,0.11696133668710605,0.13124035033966036,-0.007160484009626291,-0.06503118121281942,-0.06054135690830221,0.14120267433998648,-0.06321505371261059,0.042619035771603614,0.04658606463660048,0.12830184568760306,-0.01057204710857611,0.015392816296455022,0.06383688407633194,0.09510096468622894,-0.01706989105563382,0.06740274867836596
OMG,0.06045074201860631,-0.0658254252244473,0.03811717823028305,-0.0198203181029576,0.01846743950473796,-0.056720892726024735,-0.06631837347730037,-0.01904343850053835,0.012585750629721672,0.019482832402492368,0.052720053119991624,0.03182872828311894,0.048350344352720204,-0.08582663873145352,0.12900083204419588,0.051863697397143554
CXCL3,-0.013650023558320486,0.08397847979457153,0.049509597170683754,0.00470085118145656,-0.023001681661829913,0.000685924296458154,0.06527221093429322,0.032158106909706476,-0.012345282821885673,-0.02328483008266724,0.03333709013728352,0.012116603350239097,0.005821323361028291,0.13658079652055016,0.0013813122438278075,-0.009598801449640074
CXCL10,0.015264787734834808,-0.028122749042786357,,-0.005406984016253561,0.007464407445651292,0.11641758638758067,-0.01546192117228227,-0.025948635792886324,0.01468677531633111,0.030169185110625035,-0.039185649092556396,-0.022602371239555427,0.05276971947068906,0.018261911339143334,0.06784438216654516,0.024126335526308832
RSPO3,,-0.027891233626009898,0.08645234764863373,-0.021005572537015908,-0.02773805803435072,-0.023986787460497712,-0.022318836142825735,,-0.012900582616851187,,,-0.015504799127577676,0.06949748671813545,,-0.02625247292466099,0.010305065751570508
CORT,-0.03198812108099856,-0.019187374279886066,0.00873969938287928,-0.033195204806913764,0.033470638430087164,-0.005068144050651998,0.033940366224233444,,0.007584134512886716,,,0.008855339406912872,-0.01682926661298003,,,
NCAN,0.045268577047183574,-0.013470833966624792,0.011411919473460822,-0.04017981284217939,0.0756432183670335,0.0005789927825676754,0.057911532775352034,,0.10891885095942576,-0.014554784040175293,-0.12210816441241376,0.03020984347571118,0.06544442484707103,0.0655308614234767,0.09049915748650782,0.015410170024449847
PRG4,-0.001127744044011474,0.0603767406667847,-0.034622844189262654,0.007286532525440714,0.054707797422396766,-0.0019282092935038809,0.01100383365297401,,-0.015082913624073224,,,0.04673893186814628,0.007141524130891643,,0.055445765194598304,-0.027935040249219535
ZG16B,,0.12124657899760038,,0.026127358456088916,,-0.005539998973464282,0.09788146067560577,-0.022646327291487252,,,,,,,0.017493065999118346,-0.017121973416566738
TGM2,0.1578533651958791,0.056868709326624835,0.029944770141156162,-0.011299573801070812,-0.015883692841133484,0.032513795365779814,-0.04341358327142068,0.09187991563548886,-0.016144989131251085,0.04013726835853054,0.10795124118531062,-0.027473548122014604,0.005963834855774241,0.1472380243476711,0.018440603989051712,0.008816718024825278
VEGFC,0.04533203385302436,0.07003476264655038,0.01126931789113849,0.055146187504665205,-0.03057165968434569,-0.02739590554115466,-0.01697985019610707,0.053668287508345715,-0.015392714556242365,0.00018192596075071354,-0.027896932274835556,-0.013010629638031696,0.0686886991604379,0.10391011498257839,-0.05949487305348609,-0.019235183345441657
WNT6,-0.03972749250298507,-0.0331292622525934,-0.0018096577172227108,0.01185936816086793,-0.027365650209499773,0.05602168479580155,-0.02246756411148555,0.0417592020265887,-0.013433983979914332,,-0.008971515444217024,0.04554278815012756,0.0728875969103672,,0.004228981289708827,-0.01769213550201506
NRG4,0.046789198247412754,-0.01891145441390927,0.11008445856147617,0.022005155164526707,-0.0013194587165378652,0.05105049251371609,-0.01939542586815596,,-0.01795739692384796,,,,,-0.024474866481712453,-0.026252475866936867,-0.02660625819423708
PMCH,,-0.006226682923993868,,0.05275029449635909,,,-0.01477727166947297,,,,,-0.022247845420777467,0.010450024816358486,,0.00832798970526197,-0.003469262932036448
COL9A1,0.029943416684060108,0.039971922335385546,0.0041267893846502895,-0.026352249823151024,-0.010197351568332447,0.04690786753155797,-0.0061475724419959585,,0.04812801024667915,-0.033226294732275084,-0.048790060943099706,0.03336839813475464,0.03765377594924604,0.03045704506190225,0.14530125385438553,-0.007103315815293058
GDF11,0.04762908242378668,0.052026984808831334,-0.008984621689923077,0.03300006882040298,-0.024444500457898283,0.044697052786642114,0.03644409233326861,0.023531912396932003,0.026578963762655308,-0.03826845995498504,-0.0344352670918669,0.038785882308730014,-0.05658430779002675,0.015168191879319334,0.069283397175861,0.06020843645246782
RAET1E,,,,,,,,,,,,,,,-0.028798779497157184,
IL24,,,,,,,,-0.021391736923739562,,,,-0.01658745744095112,-0.01582583552671892,,,-0.02974491155852804
SORBS1,0.026606608693932242,-0.008584194882158561,-0.005607438417516082,0.03533746329371972,-0.012729867106908583,0.00044638550705067206,0.047582694803849045,-0.0019178398361630682,0.014443083364512537,-0.04312778109036225,-0.06152851897606369,0.08867240165504567,0.040426579790144315,-0.0012961900216588622,0.05755223765073308,-0.03507146069159814
DLL1,-0.00010396556644665529,-0.023934006555316408,0.022049395213569974,-0.027178834561217596,0.038753478557872256,0.013485213406969938,-0.04270222632080522,0.08908282093545788,-0.0003307213534086794,0.13140722435229507,-0.04214226753417117,-0.04934541867301138,0.05877804409462625,-0.0990624042070648,0.1044217478092162,-0.039809803720953885
TLN1,-0.032686809182130676,0.07202634820704044,0.027919057452618593,0.07311969330640818,0.0399052402682813,0.021599040933413798,0.032563438691516386,0.041421276432044095,0.0839339043809607,-0.032199495739542144,0.08797234994839358,0.04892125740628842,-0.04877778041969315,0.06691420514800002,0.0072730924640717915,-0.00037489465831108915
COL2A1,0.04662410478773316,0.003683668233580607,,,-0.01773830537201692,-0.01917935386697078,,,0.09436295273106937,,,0.10991782726437606,-0.019813771042247772,,0.05910832574329777,-0.023970810555823247
SHH,,,,-0.021543530243029733,0.0334815262847516,0.08707525805550188,-0.04697362107176988,,-0.011961400408075255,0.03891903545378064,-0.093585652872881,-0.0030580854500255215,0.02991751698093288,0.01391370591872657,0.01997119533432271,-0.0009426525719135307
PON2,0.10483293687198336,-0.033986375219355935,-0.002653229724631206,-0.055899059816065695,0.09144738449730548,0.0830006554564933,0.04576551355564169,0.10665693027500796,0.0730386146471188,0.05269402472057916,-0.056840440718026394,0.027207470632152144,0.06366119633231572,0.06540729087460906,0.09859882641803791,-0.009185025677901946
ICAM5,0.013030836627782661,-0.05534023700716942,-0.03309849932344166,0.0031692066905581067,0.04521460609701068,-0.03747833171760606,-0.014362413039986576,-0.02024990737375538,-0.023359968878323926,,,-0.03720228110846283,-0.025310088006291163,,0.056597152462677394,0.05394859933413439
HPX,0.0043239240850594576,0.03169354768288917,-0.030964984896731353,0.030674678748874137,-0.017990978054541834,0.15064090294185606,0.008164685853789905,0.01820011736657819,-0.030403492561388357,0.19357552337953415,-0.02674722077088623,0.020490445904722664,-0.038651885215396774,-0.03281450680189043,0.026223387840726323,0.00902880703388662
SFRP2,0.018185338494267206,-0.0014672114307835,,-0.024535746277447833,,-0.015306907164178232,-0.01651211980932301,-0.002834020357245807,-0.00925339205633873,0.0028638398626402535,-0.01475753500015334,0.1172663106210878,0.0130975088225608,-0.03252082792453899,0.0032388063302522703,0.05719281938581125
CFC1,,,,,,,-0.012705502824057613,,,,,,,,,-0.023542352205855623
