,UKF243,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH916bulk
IGFL3,,,,-0.029632742127583756,,,,,,
BMP1,-0.05567974871358891,-0.06227051613326037,-0.022155619355181788,-0.17107761031153626,-0.0006624382762757761,-0.044878603149285004,-0.0702014505591334,-0.012499419582131282,0.059915085970595305,-0.019060608551203968
NDP,0.0313566067919286,0.0635115664669254,0.028200539732590336,-0.060586167937073665,0.00700641304928589,-0.10280308125058515,-0.06063826629452233,-0.019467764341404487,-0.010692224864531355,-0.010800914819672408
TNFSF18,-0.018681624255196674,,-0.026785870848923865,-0.044003732460165486,,,,,,0.010471984955855114
IL36G,,,,,,,-0.011367922508705237,,,
RTN4,0.14032405138532605,0.13717488976219694,0.15294346765962424,0.22530736257397033,0.08929269614655129,0.16808843302023863,0.06971613365620506,0.00511897023766573,-0.0829847185679027,0.04235690139598144
HEBP1,0.00011410662580096025,-0.0006215487087661015,-0.05781992134969203,-0.10107719967222623,-0.028591399235326456,-0.06507085133596764,-0.019588257620927307,-0.0449438161712962,0.0005072978920286749,0.023298252943862865
WNT7B,0.08056306191287929,-0.001342801928015202,0.06938055756294181,0.17857163525686898,-0.012182918350307895,,0.014145147191416097,0.046954253399254714,-0.02206736267829641,0.023576981429578685
PTMA,0.06064222596345914,-0.05635047961562593,-0.15402205563555119,0.05833632823327636,-0.008120249080265304,-0.2356290403016354,-0.08617148024465167,-0.004048725424834685,0.007444230607682901,-0.019905255363834272
CEACAM1,,-0.018932379865283053,,-0.05790640565237707,,,,-0.02058507286901666,-0.014646429550697778,
PDAP1,0.001835825395199678,-0.029901611877742703,-0.02491926136271415,-0.1461548265488539,-0.02914690762881055,0.007556068525811887,-0.05420592550872155,0.093452930243654,-0.0977924231120183,-0.01688051888146499
QDPR,0.09631556822632485,0.1301460762939439,-0.02856034275407131,-0.009538481968402823,0.06263123203070868,-0.17534208980409718,0.017051118211273208,-0.0035289940843151145,0.048774496869689835,-0.009698747108835797
POMC,0.0996691247564129,0.01997303307095149,0.0488136685199015,0.09071233443433281,-0.03276721642472598,-0.026089244457411398,0.01864412533945613,-0.0494261691483459,-0.023959634707473993,0.033019176304479904
CCL18,-0.02505359420832414,,,,,-0.09272012214330937,,-0.013621954533704302,-0.04225463799903286,
CCL17,,,,,-0.015079037705057453,,-0.01038491994691283,-0.014604112855033893,,
VEGFD,-0.00625949869997166,0.021873858738114874,,-0.04964279186200821,-0.011060656513879389,0.10194271821738854,0.019250437529885398,,,
TNFSF13,,,-0.010580977232624455,,,,,0.04777900580380878,-0.016446958744592736,0.002974607272559498
WNT5A,-0.03181056930848425,-0.08893130055293412,-0.05562053614951448,-0.14565745723281096,-0.017418221276901548,-0.017514217991362827,0.019666190483264,-0.04513598520170439,-0.05626201046032504,0.01666548343592272
CXCL8,0.017010827593184324,-0.05837607073472547,0.005921201174536119,-0.024570752419807825,-0.010300164279058471,-0.09043865544982171,-0.03346317129273015,0.005349551218133474,0.07248045664706142,0.006681465323164252
GRN,-0.009744937175598482,-0.055105698731430314,-0.09093299163021104,-0.18707457566935953,-0.003543106805805637,-0.16125342431545836,0.02088737506448307,0.02236059996344842,0.02638398761439978,0.04403424260903796
MIA,-0.017468531213384896,-0.04827043229764763,-0.046970895930248155,-0.08009897309049017,-0.01257916743196522,,-0.015242826430187487,-0.005569122984274176,0.02870070587727536,0.049265141778694704
COL4A4,-0.02841648678680209,-0.06692395567325701,-0.024715688930408226,-0.015341029093732746,-0.021132000897701477,,-0.014786107132399605,-0.005203463972274212,-0.029517617819249498,-0.049142905985377766
TAC1,0.19808649366309042,0.11847582929938841,0.04971198791912445,0.2881396443765431,0.009913945212262555,0.13325120545394853,0.04164881590101145,,-0.025269263486308452,0.11494797967488778
RARRES2,0.09380157384277248,-0.11551442728926539,0.0011295035491376234,-0.19044188091369907,-0.04557094083203738,-0.11479958181146481,-0.008219532378278835,-0.01690618955313687,-0.042454118056758035,-0.014465919600372487
FGF7,-0.05911190759731953,0.06260863686080814,-0.02428243260530619,-0.016166179649626404,-0.02130300728671887,0.06246953897199161,0.06404441444750938,0.02937175205307728,-0.03476453997115719,0.060644332297975875
HBEGF,-0.024040147920816924,-0.08124247283025575,-0.08600592235652794,-0.11468605315580092,-0.028404826452226882,-0.0759657541101825,0.04256471046925615,0.005189648601178694,-0.006880592803596851,0.032924505885748724
