,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
GRN,0.0030152414184468645,0.08546827817333055,0.03782354314495522,0.023493531814163145,-0.030897916120510485,0.04082868715631887,-0.023628907390176722,0.09480085016541256,-0.07079603782163332,0.04159834611580006,0.06230430789947508,0.037547696922867205,0.07845177202773311,0.0554090703178806,0.051924033583506495,0.039631158080577406,0.08560700645046045,0.023253108119621144,-0.013972866827228156
MIA,0.06289754939370006,0.009349589680558483,0.04619945739927918,-0.010231696520030881,-0.008679561916240544,0.02938065227446797,-0.0008931989555434987,,-0.018440767728557562,0.07716780869722702,-0.05953220451781558,0.18600506689430946,0.0487305028324498,-0.0005265245939219719,0.062495593515154664,-0.02899838652451516,-0.026148106343792644,0.003492610185447052,
COL4A4,0.0047343331270109845,-0.02597664571939483,-0.03277526072669256,-0.04024674106379613,-0.012579388953491597,-0.013038935751220252,0.026700683324311598,,-0.017888228832557505,,,-0.03824007761953903,0.021022811862592965,-0.04222272793609781,0.04710754779985064,-0.04191925675644568,0.00045201613951726934,-0.034722261293106134,
TAC1,-0.016485135111088126,0.060998928634596127,-0.038442097061736014,0.017985081893293276,0.0018891298985994713,-0.0391301248092931,-0.03244494338899784,-0.06846836402059737,-0.03170168518015133,,,,,,,-0.02394387504792242,-0.02239073403531086,-0.05399104958853688,-0.010685786837111771
RARRES2,-0.000599392533253135,-0.03883136319800501,0.049678697447203594,0.028407563961601455,0.015600452197412455,0.07205099894809586,0.06451370010813405,-0.026054437102558062,0.021820334353964365,0.01637762586007223,-0.016841658019540566,-0.00385383957470882,-0.03509709635924061,0.040495775406413304,0.06327183545255358,-0.0036258063039057396,-0.02265930145262768,-0.03438971632355698,-0.00023850625606841618
FGF7,0.007212331704150957,,0.05524489417726397,0.10285412649877648,-0.025471911381921657,0.008096993435339511,0.005045643105011996,0.0916157502669327,0.018670572152797764,-0.054327807081140975,0.03946094383903857,0.010438439805722526,0.002324504269921868,-0.017762658655616385,-0.019606696680680626,0.06769361042211557,-0.00533765013265876,0.054160686141656984,0.08059804400756938
EFNA2,,,,,,,,,,,,,,-0.02506305958503164,,,,,
HBEGF,0.03308526640673843,0.10406486622583651,0.003612711250613475,-0.03281455098694881,0.05967244656820031,0.030447461798118053,-0.041720591344844335,0.07241290049167677,-0.004306727501821731,0.030686115642660414,-0.001010901950217142,-0.027696585689343953,0.011538541943392393,0.009916779025752737,0.013023689418877252,0.039688510044321924,0.06636730386632075,-0.021921573122021486,-0.07551488021160874
CSF3,,,,-0.019903700482529502,,-0.013794943056442363,,,,,,,-0.005776192798262677,-0.0048654058640259824,,0.009806006121166687,-0.017932419410886438,0.01941457183792283,
PI3,,-0.02275496369401387,,-0.025798869591114378,,0.03430267756750079,,,,,0.014003340761560484,,-0.035074139312010054,0.0005922568288603846,0.039379997766119924,0.0001508585052502492,-0.03896118991754178,-0.031221076548319807,
PCSK1N,0.011543593796004644,-0.07100828708624528,-0.03090804671502377,-0.03724524380062757,0.02815764134188545,-0.08952994687540759,-0.010664361590486924,-0.03910534823012969,-0.012736537741729044,-0.004497335055439501,0.07276949587933618,0.0204120858218327,-0.047774635012856975,0.017586157560707576,-0.02790006118647649,0.036024085407335246,0.05743715587325618,0.0534144967987445,0.016651675652855354
NTS,,,,,-0.015356575772171796,-0.016955644428895206,0.07045696992130142,0.07724383494615646,,,,,-0.016399951694021916,-0.030534582052362598,,0.03968969353404434,0.050808653991907225,,
SFRP1,0.03331181426401359,-0.02496556772195099,0.03190486773615365,-0.014570485289733877,0.0006503703520826454,-0.02721347130528575,0.02503466466671592,0.015129700434792481,0.0041033931506986605,0.03639486166555999,-0.09322428233588023,0.024508261792803784,0.04820289102773455,0.028999312493828262,0.044046345967895854,0.018699859063668188,0.15510083603676203,0.05080401173590973,0.08270068889748512
CXCL13,,,-0.018651377001437583,,,,,,,,,,-0.0369357441174378,0.02568853447951023,,0.019797947431659343,,0.00451755300610876,
MICA,0.03369158709733604,0.0935322595024702,0.0784410147543422,0.024661340453475365,0.011939243447765615,0.01236894174543435,0.020576048466625647,-0.03495343613270504,-0.04228655090090352,0.025172427293022576,-0.1421516593156188,-0.08520066609347522,0.031033085560453196,0.020256435733812216,0.047395576688711874,0.053196261952826916,0.09390306737902684,0.03962948966742629,-0.03067869374080258
TG,0.14914493453476063,-0.024090628124233193,0.09296300090783823,-0.015723862091437953,0.025545457896211005,-0.016649262063500328,-0.018017174319990965,,0.018572363510023726,-0.028878784416139586,0.05430007980969775,-0.03441042557271956,-0.021849461130719765,0.008194250107254674,,0.024428915587207355,0.024270799128151745,-0.03264778551636512,
ADA,0.03152307638801996,0.09451922102097034,0.02475634373373558,-0.043149494580825835,-0.013576981462898492,0.0325576603205127,0.003496879991615835,-0.02169408765887204,0.10207493716590864,0.028119783675919996,0.024140557043324157,-0.016246573772544917,0.10705780478593528,0.017706218898700363,0.007271710731494479,0.02464893810686311,0.07626911247976884,0.065245932010334,0.05337611513649646
LAMC3,-0.03992600773244274,0.1216766448875762,-0.028205512522671516,-0.007668284041325647,0.010193391340457181,0.04975877423850568,0.015552021985088614,-0.014867276399854181,0.0007032944293258925,0.03203246755191954,-0.06740888086848967,-0.01189204818380238,0.09577350773637466,0.007120592102329229,0.09954302781638145,0.06515761069603311,0.11876008013858602,0.01320018201873594,-0.05907833232666376
CCL7,,-0.013758079023885313,,-0.011368327169634374,,,,,,,,,-0.024645197571933394,,,,-0.018791437269087597,-0.06184677164158115,
NGF,,0.037875243771561366,,0.0671629039290936,0.0686536224232732,,,-0.04076779948186923,,,,-0.0286348732652511,0.03557006579277767,-0.02472616989848123,,0.02788441010696382,-0.010293795096075945,-0.005329478504632614,
TNFSF15,,,,0.14415565630609262,-0.020538416628580324,,,,,0.0007147118805713798,,0.017634930266249405,0.0879922807479474,,,0.0320290240148266,-0.004551340800496666,0.0727358426936387,
HMGB1,-0.01940313577161351,0.02154124747331091,-0.011641728333112177,0.02118384624332437,0.042774022747867305,0.015468803952384905,-0.010837698864014594,0.007495628700198897,0.07310247723964511,-0.024709168714941516,0.01226968068150143,0.01962205678547028,0.004339442281722897,-0.007171702298752811,0.03933967868952793,-0.029152883230708113,-0.10107207329545978,-0.006603911262535548,0.0795526951493131
ITGB3BP,1.3250690838222555e-05,-0.01734897516922141,0.032686274218647476,0.0045863695955952926,0.0035645489963254382,0.07550346563248898,-0.010182931646206523,-0.05091311916061175,0.038677881921680986,-0.06658267384886546,0.10708260607645585,0.03845171641251494,0.015029468658355017,0.04730538386854559,-0.005601716604167848,-0.04949217144700519,-0.013851231308875804,0.016539646858900726,-0.02063182807138303
AANAT,,0.015553290888921255,,-0.011518567901915534,,0.017858020721488434,0.018057561498909813,0.003683124881948163,-0.01685296645975267,,-0.030042519368168024,0.016414219060765425,0.05962652586775339,0.015276377716972774,0.020615659477394,,0.001358478369920727,-0.02230141544537953,
RELN,0.07031976651146932,-0.035228686168462225,0.02239282114197135,-0.0051952668413668395,-0.05207056926008077,-0.03651287492020109,-0.01126463772550878,-0.032012519978856686,0.05319827315876805,,,,,,0.015421440982357712,-0.026370152604606442,,0.005614990065482338,0.06796558602025599
IL15,0.07501952416296136,0.026499776621256042,-0.026505687518823002,-0.01641051180027998,-0.014614304425994781,0.018102192647286495,0.06558515697500557,0.06481817419321696,-0.0156303474599818,-0.045438194531569366,0.03708816805125103,-0.01122544400178733,0.11347199628809278,0.017548668960606025,0.1015901419489534,-0.0018527754525407042,0.041440649754757274,-0.049505623665872314,
UTS2,,,,,,0.1023800157362547,,,,0.10608300143523156,-0.010555931760175889,,0.029970960914280823,,,,,,
BSG,0.02715959373852069,-0.07442361463371298,0.04989313101535536,0.013101781761935967,0.04472731289841236,-0.020449943857800874,-0.0032687214325397163,-0.05005859318182943,0.04828763371737557,-0.08016583696488036,-0.0648453236202358,-0.04285606569796855,0.010687090288802562,0.0419842441212333,0.10517801237501924,-0.03964123260112378,0.05779660635106329,-0.022025352573482305,-0.042991618975962785
ADAMTS3,-0.0324581493192036,0.01158087982146702,0.029460107453362933,-0.010792976251109266,-0.0235394166960231,0.05262210955871047,-0.006670523064868205,-0.026196342139781347,-0.025972592903534045,-0.018125626428467035,-0.029469303618477726,0.04344717117198734,0.03554259949425365,-0.017767436589415517,0.0933500431700449,0.08644511863296739,0.00990496355643322,-0.03558718937376762,
CD34,-0.03748444215803868,0.04027219912212094,-0.037174599666291414,0.05543078134481679,0.07763140086323944,-0.007159511227109962,0.015833922801096835,0.010187360451470074,0.0021606462440689274,0.053331463278060716,0.0339844429714033,0.05127059611673924,0.12067205557337281,-0.00943399730474056,0.0487598648949724,0.011474055954910875,0.12145326068991186,-0.031243798125307885,0.03118617616434321
CCL23,,,,,,-0.014158627542656312,,,,0.09210784362481197,,,,,,,,,
PLAT,-0.016563324672296723,0.07021423747131347,0.009875135386674396,0.016706803266899974,-0.06008901233994775,0.029344563950054192,0.008505164500379052,0.039600199532713556,0.043743636597145016,-0.012165356013640376,0.021994370831013996,0.02820917999764829,0.03656409651353838,0.008463748596965321,0.0931332248829739,-0.02009702162705274,0.10971804760565966,0.021028815243902894,0.0498635895589483
NTF3,,,,,,,,,,,,,0.01103128552263548,-0.003655128797950288,,0.058919800378623474,,,
LTA,,,0.0905275428990054,-0.014570484608103673,,,-0.01560512961428377,,-0.015630349389399185,,,,,,,,0.14619804661168492,,
CKLF,0.08390694795770767,0.019635907267150345,-0.011441601245133833,-0.025850693345504813,0.03412372191747993,0.05853560412786808,0.03500871121423797,0.04208918593430493,0.08132840493317357,0.07823476451473681,0.02895933711608541,0.02651744516766912,0.12556333832305092,0.02248521829669592,0.006681826130663074,-0.04083310049205271,-0.018650524913157992,0.0021014767363324734,0.0804746669777114
CD24,0.034309372030149055,-0.029647538807606507,0.044715203362425154,0.0935598783779961,0.05850308064643056,0.09598735144456139,0.026567635419264164,0.010890367167186337,0.005141701190418719,0.07998257769572974,-0.08113646838853723,0.03869547346410177,0.023617807111775347,-0.0010037962009739744,0.05763324717615846,0.049980288010732066,0.03808589847666965,-0.006225301128222677,0.04600954315092314
HSP90AA1,-0.055668212770003576,-0.004492215401615192,0.04229779249846827,-0.001807434294877489,-0.005295871382535718,-0.11642317686216586,0.036213015746507336,-0.060577057685766884,-0.08054067876568974,-0.004107526471998626,0.12306531232675703,0.027995615309751,-0.09191412020516047,-0.002621644726710083,-0.02237193825140219,-0.053714347621904926,-0.09432214596895802,-0.0382718981739188,0.021534149155268027
BMP4,0.0037789517334017187,0.07230692967132954,-0.01621922971145526,-0.03399468970511386,-0.003582055046641618,-0.027725506895284097,0.009952075501338751,-0.0336728040429776,-0.013318672051424686,0.03287740034370166,-0.0392672200789645,0.06409480549128521,0.06515460712520137,0.007644257457378205,0.014038059831256706,0.015598117760230781,0.09009503232254777,0.07460082583233597,
SCGB3A1,,-0.013758077648095793,,,0.02016019242935867,,,-0.04104085598327673,-0.01090665110119694,0.01698218805465559,-0.0429808843025213,,0.049362847379773436,0.03294295128922865,,-0.02690117896348724,0.039489123752264196,0.06142190697617066,
IGFBP4,-0.06006067020198235,0.10902179168298895,0.03197370539069179,0.010442192141967477,-0.0211478879500175,0.04802493891686748,-0.016813886679304977,0.04104665556861221,0.0005359976517944022,-0.02853850372445518,0.04832800944828422,-0.06695763144404153,0.04154775046673845,0.029387418907259703,0.11874053863589495,0.06900426795279148,0.12640893619834448,0.002604150144177234,-0.07605694807578137
RSPO4,,,-0.02473470498662859,-0.022302679447466636,,,-0.018149715757521716,,-0.02168175531758913,,,,,,,0.07010640965449795,0.1364723697313214,-0.028121201497423087,
LEFTY2,0.08173734456715004,0.08855054346276811,-0.015488225103390553,-0.00511554682706276,0.020598578073181755,0.04652004420204705,0.01370735873490449,-0.04076779948186923,0.05087035205450553,0.019847450638875035,0.035414662108554915,-0.005200803201249453,-0.020920981890339238,-0.028818015514185388,0.06375639677358942,0.03255384588790685,-0.00990767210704925,0.031115370041739577,
PF4,,-0.014271797065394845,-0.013917715084821682,-0.009918641486105962,,,,,,,,,,-0.02297202930613153,,,0.03629519970862803,0.0691781660245476,
ANGPTL2,0.011050153927685099,0.08489589314907486,-0.005589512725269329,-0.029159101108655133,-0.001608869108586111,0.07316314469443097,0.03862479479850276,0.07075972435943345,0.04643072393109211,0.028390199661813848,-0.0225149800053673,0.012685228332654007,0.0850770964927605,0.023817086346654113,0.005091347785725429,-0.033013442709409924,0.12338951049781122,0.03387421447445087,0.10033790531884043
LRIG2,-0.0021959647990712605,-0.054956431288502736,0.028554539876461376,-0.04793255057395077,-0.036022043634077246,0.03017646647131096,-0.02098153609283059,0.03090037795234666,0.03881750148266921,0.017346068775155293,-0.026041723770911483,0.06354145731904721,0.0520661189326976,0.03946688524734015,0.056555227551433974,0.0412829165648197,0.04524264761741818,0.022465669863833068,0.06964781023791937
ICOSLG,-0.02484948154745227,-0.0037968864320153876,0.04597994175410517,-0.007195115096893951,-0.04887438179000264,0.09374159421821626,0.03583745258012705,0.015987009572324073,0.0006322729487630167,-0.03790300285244029,-0.06360049125535805,0.017828836873321808,0.028295394449831476,-0.00023965705615399833,0.009975453802777269,-0.011608481197866801,0.06966810908770665,0.056763786541617185,-0.050833147241816666
WIF1,,0.06876346969061596,,,-0.04112209088127316,-0.06550868702334336,-0.014005705761673289,-0.022409222002190834,-0.05219697045627845,,,,,,,0.06679163041669185,,0.04060059716300817,-0.01019604138277824
NPPC,-0.0346090015096059,-0.04268124198800111,,-0.01538625894567295,-0.024141845107864077,-0.020565746814068014,0.003230137795247924,-0.06376254341523847,0.029731761673232836,-0.022192504128413826,-0.0312042365387947,-0.03772062396648336,0.03288272238778406,0.0729718015255537,-0.014425690076179403,0.005010058897918454,,0.043308503776333974,-0.08030466964733285
LYZ,-0.0386025554565336,0.09730387748213752,0.005782910087313175,-0.039166289313655976,0.00043066115800883436,0.06960768972594332,-0.025709805420268902,0.09615330090407888,-0.03568044713703797,0.13227978592207473,-0.05380804141972867,-0.026763426396837774,0.0679941908212234,-0.047591422116184716,0.018856934638992504,0.030954021515439512,0.06290071681377449,-0.009582049526784544,-0.02058279732826848
EREG,,,,,,,,-0.0021707263191450945,,,,,0.0033411669845833307,0.04329539763029702,,-0.03802900404625671,-0.018589125610267924,-0.02536182223599865,
SPTAN1,0.026078561492607726,0.0006026594044187042,8.036708680042085e-05,-0.06515116427156271,0.01924994721339785,-0.0557215150004566,0.036010411692569404,-0.053698973451034235,0.05084014544782489,-0.013637343021946566,0.007801327408622021,0.0354892195839616,-0.008335888602297002,0.008636747325459083,0.056483970409669175,0.0422925049060506,-0.013044524139445854,0.049238292147964546,-0.06096382815548569
PTH2,,,,,,,,,,,,,,,,-0.02384973033281996,,,
LIPC,-0.024443220707315992,-0.017472430875572254,-0.020946905029002445,0.04779024482035815,0.0260051334209599,0.026535681216304667,0.0063283873638410116,-0.043710035398501094,0.1355649945298451,-0.02353287891200763,-0.03871234026155006,-0.057219837839451886,,,-0.0369096464127809,,0.05193446375348043,0.08986531470339133,
COL8A1,0.08251464529675472,0.07390977585649582,-0.035896139421341344,-0.04348631619330781,-0.03587511960560454,0.033885345286178085,0.023582528428771066,0.1210896499293781,0.07771073785644327,-0.01569073910510906,-0.04513908851793909,-0.03150863785703623,0.05231925584295825,0.03891042778766025,0.07906255821155768,0.01549313837580273,0.08024864139297012,0.057698371328814384,
GSTM2,-0.01714237907533439,-0.0383820564452543,0.024153792439151747,-0.012544724700794393,-0.012358362246432057,0.04397528694022059,0.044325385562093464,0.06869625609736518,-0.005410546836169056,-0.046205287402283676,0.13887118930846012,0.055700992319818746,0.13163460425191204,0.06685129894758761,0.04437085752439352,0.003255018078327526,-0.020992803538857,-0.0058712362686779,
IL4,,,,,,,,,,,-0.03700530265770391,,,,,,,,
SPX,0.008321019180488852,0.02181270808141929,-0.041307472719751534,-0.018018672825093743,-0.02915627799562465,-0.022157657319657405,0.028317254567858108,-0.057306564584509515,-0.010961255557924201,-0.029420421351133038,,0.0726548121992081,0.04425184527378242,-0.014153110304787208,-0.008745423494791656,-0.03113482944164627,-0.04547068452930018,0.050995935675594656,0.13059907655414488
MFGE8,-0.006873170828984603,0.06187038420189603,0.0020836159731208994,0.011272476313333278,-0.0034915168937572926,0.02845648872829582,0.01020605908939771,-0.02303360636240445,-0.0560007888164489,-0.11643095406577053,-0.04360705528901906,-0.026019047531471447,0.024491200973220124,0.04766747416263834,0.04752625356898829,0.05886319165740292,0.07781019424454033,-0.02319254793382785,-0.027180918871040533
TGFA,0.032035330349505085,0.0022972251307462666,0.056140054607650425,0.009144206969184306,-0.004076868322155146,0.06650355818972789,-0.001476234891656866,-0.02686153472337705,-0.027107957519578396,-0.07752653099361229,-0.120133997463666,0.0696734462709195,-0.009385435577088328,0.010352176564917995,-0.09520482418526394,0.006810139119061541,0.011389209457991885,-0.0001493868802773054,0.05435526826276561
SLIT2,0.004754418178426341,0.059413770610569,0.0015807461038136047,0.0125552367656652,0.016881208297176202,-0.005016961462351973,0.03228919213646191,-0.04845991472072217,0.003414783861208115,0.08809022684368487,-0.01160105042083441,0.021463394174571635,0.034274308191296156,-0.007912210191937098,-0.0013122823003811034,-0.026323559907020896,0.03748690977874613,-0.03005813957736305,0.0664915106915497
PLTP,-0.029049154356349905,-0.006723375649595191,-0.006199375645002748,0.0036806193869157546,0.02843508979588457,0.08850254992090667,0.06911764873594739,0.07811986747847695,0.01627816176563954,0.05256793543625035,-0.02635053310426667,0.026525689206972788,0.09802135009472766,0.02645414650846346,0.011680259030081679,0.02070358010601425,0.049717666881241476,0.09128070117252601,0.14763551148713777
APOD,0.046091992405943416,-0.09030810942879669,0.00014403061731180333,0.06051916348362302,0.03367877442334393,0.007989808792421348,0.002240466748441065,0.03476900052548058,0.017659429622713083,0.029631003250823316,-0.0425907270281669,0.019345189108010304,0.08016312298526862,-0.014229997774549464,-0.017943301459703655,0.03982299713469981,-0.02304344681531353,-0.06155392825921971,0.11775005244722613
B2M,0.10325765221983514,0.07211295783231934,-0.06077849635207992,-0.012978180343609294,0.028315821386308646,0.11093507543494058,0.037975547701054574,0.08559564769596377,0.01808557322140942,0.09806214503162113,-0.05087376861829538,0.03649296475403923,0.14663245896942903,0.014143122077492146,0.014725252639853036,0.026088578821512286,0.06156028023548777,0.020908884208512803,0.037467382967033475
OMG,0.007501865444523472,-0.06627750187368775,0.009075190482928699,-0.029633496110733883,-0.02479628826623115,-0.04311886718998152,0.058862102095608576,0.022376616800284434,0.02633749905111241,0.05749417981006907,-0.010461180310972415,0.07844768907574444,0.05983001827682018,0.005278705443322792,-0.05880276037527244,0.0320542864088494,0.014512551343773005,0.06963973752789833,0.0048524797431199656
CXCL3,-0.015374688095968392,-0.02545502096275006,-0.004206895489066613,-0.0379515081603793,,0.030307693524507916,0.0057624121484750705,0.03756441088282258,-0.011256682003901041,0.009175012767516354,-0.01656127269877715,,0.0044075096826918765,0.026225151845695713,0.0429605668146193,0.04768935003611869,0.034694207657011686,-0.07983050092681088,
CXCL10,0.01231515966791076,-0.04544649049468913,0.027756185856005307,0.04203918198572424,-0.019976098525283398,0.09032154345494019,0.030054312048439627,-0.011880243012019885,0.05780077564528677,0.021549218142719758,0.05240614450420257,0.007002688623715988,0.009324038687794581,-0.030812150810152702,0.08107858691152421,-0.006520593016276892,0.07209852050827933,-0.008194184351130354,
RSPO3,,-0.01868860038284616,,-0.011518567050823778,0.028165636888196,-0.02043274223354824,0.035007308649278764,-0.04316342420802667,-0.01176301574278281,,,,-0.048502106364145654,-0.029915551666729417,,0.01896967822280563,-0.019069634341861506,0.015117228056137641,0.014596267353521878
CORT,0.07673708712009368,0.05879930072685395,-0.024856157807852254,-0.025831271066238615,0.038104280751916436,-0.035363438270984524,-0.04703588956351036,0.03282820116991174,-0.031206915476528343,,,,0.03435352289540092,0.04477570725892225,,0.07239188045537659,,,0.09227878296794097
NCAN,0.032909221738388256,0.009186021086308744,-0.046068109276668344,0.012900787871846559,-0.003540221564700434,0.011294742332001726,-0.011277833795164437,0.0340735500090941,0.06256152277954487,-0.015708898652963984,-0.028476506424466697,0.011026091952656787,0.03856733629501588,-0.029009932867834504,0.013415679416863804,-0.023662318611040123,-0.06331551646490895,0.0507583360872811,-0.005325773375869023
PRG4,,-0.020690507786240604,,-0.011368328941219408,,0.02655861594650891,0.025039164736172178,,-0.013752909901546135,,,,0.004379332790539652,-0.023095910414077603,,0.06850963889161588,0.01517464900060551,0.0018371765365558011,
ZG16B,,0.05310518251941289,0.05969117529052786,-0.013194336079971074,,-0.01911032484165973,0.07809702193863062,,,,,-0.0350199173464179,,,,,0.10346492425396182,-0.01879293517584706,
TGM2,0.049853797642854726,-0.013903969147309722,0.040454852871804774,-0.03725349903587276,0.011048122218056183,0.004791434666411636,0.026502601962954463,0.041992349721402485,-0.031506724469677554,0.03195014320773559,-0.008649808744116697,0.04168115206890059,0.0012204743194417869,0.03289266185007223,0.009511719559182803,0.07476220804114618,0.027605243339219758,0.011021884452404176,0.03642218902368892
VEGFC,0.0048114743148422725,0.026166634438339696,-0.02150470211768997,-0.02026140615400715,-0.00545560272442687,0.07533508227720095,-0.024869689048912656,0.03872343653485653,-0.014035392743636868,0.004418781723821835,-0.04194810287713155,-0.045392767943117245,0.010172226150792938,0.05774454026903104,0.04058033526412899,0.049633947073902666,-0.0072184320295618385,0.026708870717400766,
WNT6,,0.0844347789535726,0.026762576701700708,-0.01572386274430105,-0.014989773354354018,-0.01740593327713978,-0.007231428484527184,,-0.012249382042451922,,-0.04692523989301624,0.1394184172314578,0.05639395615445327,-0.007027269513144564,,-0.03051373533621502,0.03106930650729309,-0.01941874032405437,
