,UKF248,UKF260,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,0.07992615706555008,,,,,0.021485412287736906,
BMP1,0.028728822011016633,-0.015836508962455313,0.04043114570732559,-0.040329667062760775,0.04993306042929135,0.0020789255281715075,0.0574077632593823,0.008559052478864185,0.08704546958879425
NDP,-0.03272211255723888,0.0762489486949059,0.005799166933023754,0.03686615118096111,0.06578483141954723,0.016305289186406665,-0.010694220135383454,0.07181133520062671,0.07568966945565342
TNFSF18,-0.03427400323419048,,-0.03396853970171749,-0.013506325325882383,,,,0.05456714745871923,0.02519105137005578
IL36G,,,,,-0.02026531305731191,,,,
RTN4,-0.04510052167143855,0.00910967934170051,-0.05267875841092425,0.030365991645690732,-0.04298594948053709,0.0409863936325702,0.07234270540564552,0.016874330042566454,-0.10938533037859273
HEBP1,-0.038134803202184965,-0.0033474729904468857,0.01361738702295555,0.0005558195829793867,0.025442835487030666,0.021485563647027434,-0.0396625377611416,0.037676909242364866,-0.020244435210822153
WNT7B,-0.04284549299200488,0.061282552490446195,0.03358040345078453,-0.022459820923641346,0.007909570353947858,-0.0056802208497021365,-0.006808215265194722,-0.02720883834980524,0.10026547130894338
PTMA,0.013474308463283048,0.01619510687273842,-0.013615258645972508,-0.050756122233214754,0.10025334051536818,-0.02783840867216123,0.01582541369740692,0.002287625539530499,0.011702024357781853
FASLG,,,,,,,,0.07067061449059642,
CEACAM1,0.010031085786611786,-0.016974348602457147,-0.0007782277896967322,0.030457197273785167,,-0.015399751345296819,-0.015527901153821931,0.02303936182023554,
PDAP1,0.07274297980877317,0.016352965033047864,0.0727513115116372,-0.00806158394768345,0.009733173096529312,-0.03849041387734585,-0.01940677277732945,0.006660241164350405,0.024560966335133067
QDPR,-0.034776767121198746,0.004449830653105476,-0.04662940782236736,0.015728785521677145,-0.02585553019879699,0.04398563679384037,0.021782545579623593,0.022205386687519608,-0.06597920373545499
POMC,0.037507733702025564,0.07635857084968455,-0.025457775617873487,0.05666276741612677,0.007708009330958038,0.02139575270901504,0.04708687324274406,0.007607106844737214,-0.03432148370599481
CCL18,0.011444789047669724,,,,,-0.03760517301942011,-0.053474142980646976,,
CCL17,,,,-0.016845017282145363,0.07111816639848206,-0.022230507854607503,,-0.035544980574728345,
VEGFD,-0.014393598597596579,-0.01624009568647071,0.06531545348103826,0.028182402733314765,-0.01984088993005486,-0.015399751345296819,,,
TNFSF13,0.04575540345778819,,,,,-0.006678369039618312,-0.017436792276439565,0.02766156798608506,-0.014298977365656211
WNT5A,-0.008621692058991482,0.06749056575252624,0.046713797322822166,-0.017135018395635717,-0.0065795080908732295,0.02929365754257733,0.04040061159514999,0.04414834252475315,0.07733911262036233
CXCL8,0.045389387676450677,-0.044388442162921794,-0.024333556399111212,0.002388383212061251,0.002897705681838669,-0.05421593998275744,-0.027510038694032485,0.018775338989206764,-0.037949697191068145
GRN,0.06671595728379291,-0.0033407003993686994,0.0406864101438348,-0.02419473071523605,-0.050569141214639124,0.04355304095492231,-0.05239327374806216,0.007629836154079843,-0.08823060888763744
