,UKF248,UKF259,ZH8811Bbulk,ZH881T1,ZH916T1
CD34,0.018808353713518626,0.02272512285844224,0.011226819474272702,0.041005677589235116,-0.006087472330488703
PLAT,0.03300515557465975,0.03718434828426614,0.015503067593690259,0.04685516509618985,0.03172526037182059
NTF3,,,0.023615938261193882,0.043400072642937305,
LTA,,-0.01789818583284667,,,-0.01940779794760974
CKLF,0.030506707327853974,-0.0017635961357602987,0.04803207303042459,0.09841019645175572,0.08440351356868715
CD24,-0.040557434192368735,0.0013430818719013444,0.03543467758951577,-0.03143575958008005,-0.024256106483938156
HSP90AA1,-0.014204360556053904,0.0025700211917203406,-0.04744647866655276,-0.023694459959834175,-0.010822638646226868
BMP4,-0.004293449138287892,-0.01239756637665548,0.05913451755539301,0.0186797133548111,-0.009412111187107525
SCGB3A1,-0.012544741378496026,,0.07194537299253122,-0.02499140249341454,0.01786396653715104
IGFBP4,0.007727006864231905,-0.04472131588830332,-0.04048402304264698,0.03662295720037805,-0.031958584788706855
RSPO4,,0.0703083686023824,,-0.016830646003687517,-0.02559685394400096
LEFTY2,-0.042584525240143466,0.013864187509554354,-0.004581349581031073,-0.022888566634103626,-0.044657434346715506
PF4,-0.013013155454645703,0.1988567378777311,-0.017951318422343075,,-0.01940779345650134
ANGPTL2,-0.016611549912933763,0.02581980054791173,0.010009718128752227,0.0524906707463287,0.024594058433147686
LRIG2,0.009486939074797402,0.01238384758665148,0.0731528210552814,-0.04654446709172776,-0.003421475246137704
ICOSLG,-0.014717737452970683,0.016208047778471135,0.07289245459746582,0.03977178300774545,0.07997374566921858
WIF1,0.005697118425924191,,,-0.015645715708879966,
NPPC,0.033718117672573635,0.07220367902005459,-0.007769016442799239,0.03088080287069218,
LYZ,-0.012287288196318753,0.04139993366039817,0.027793943219423623,-0.013280677978351632,-0.010752756806888836
EREG,,,-0.028153493472761415,-0.02096285336347065,-0.02931026367138351
SPTAN1,0.00039586461955017267,0.005335692753346932,0.003965919599115517,0.0018170325122877848,0.016946901902771566
PTH2,,,,0.028878507446232795,
LIPC,-0.01593152271662311,-0.021895420262835624,,,-0.024538796734651945
COL8A1,-0.03396714938932511,-0.018050534860767783,0.057327497333236714,-0.0012942662210171537,-0.018283553755483087
GSTM2,0.0427322212545068,0.023024053514741624,0.01371366754784512,0.011744330257588838,0.004181795067251781
SPX,0.07121392365502667,0.05072027968590951,0.01624216056615746,-0.04141930329001474,0.0723105065069741
MFGE8,-0.03682845235660481,-0.014411765324121648,0.020707905809689137,0.01485062210588545,0.014398661878693235
TGFA,-0.005843269621960359,0.021266567389653046,0.08485285155371738,-0.009539119287326689,0.051459176784451756
SLIT2,0.09508775647782419,0.017005656775837985,-0.029988694368201854,0.053035555768816904,0.002350433223178256
PLTP,0.013949624431284701,-0.040005895428642725,-0.026322419541590526,0.07294191011302265,-0.025563679090892914
APOD,0.02867685301245621,-0.0009633765809029802,0.04895115785301985,0.027897124343293597,-0.08536746974213337
B2M,-0.014987253288918697,0.00322269277748816,0.04042759571497451,0.04909290725942388,-0.03208651116363888
OMG,0.0344874205169644,0.04631145623481652,0.04572564885035285,0.019082387993927502,0.08623448484391935
CXCL3,-0.03213559561157606,-0.038532454746970514,0.04436113403489437,-0.01120677036566956,0.02657934820843549
CXCL10,-0.03421531948740097,0.06247214772139158,-0.007240270593042359,-0.022997528964617913,0.07856079347669713
RSPO3,0.002630421085040769,-0.014149251665183993,-0.0022444833656259295,-0.014790809552917719,-0.013831185687341378
CORT,-0.02713287499789732,0.00761143782144355,0.09128952655623722,-0.0013022311561033757,
NCAN,0.021077447109892084,-0.04002776963474011,0.03980598081958596,-0.02641753909951278,0.051970006674952114
PRG4,-0.018865794757603443,-0.013964701207378418,0.060038012817186216,-0.0038402355287047102,-0.01819401505140992
ZG16B,-0.01739577004732238,-0.01620774363050449,,,-0.017246000041554282
TGM2,0.008577321037982127,-0.013725321532569187,0.0013245699299068113,0.02545560189048088,-0.03858632118301041
VEGFC,0.0636354211579604,0.023705654905718514,0.06735766332019129,0.02332791598134848,-0.01726334177022463
WNT6,-0.020240664911688102,0.010519179955602203,0.011537098927868793,-0.022337013991709707,-0.020828089504612998
NRG4,-0.011554148379945825,-0.016995680196828965,,-0.02222530473057149,-0.013831187237487304
PMCH,0.08975297143177034,-0.023549170691771103,0.004087315718851432,-0.012796412833528368,0.046021902215506054
COL9A1,-0.0348968157524245,0.014581834802287525,0.019972057693064413,-0.01054074837529829,-0.04028680730198712
GDF11,-0.00027925972142677126,0.014428795187720193,0.04872657168291862,0.002559804275631272,0.03699039660619218
RAET1E,,,,,-0.015172714126287377
IL24,,,-0.017665093776884678,,
SORBS1,0.015987611213497854,0.009859362929456461,0.03708236102118104,0.024819155051546065,0.0017797010461632337
DLL1,-0.08261061611603884,0.025456136042581647,0.038902685353914244,-0.026485851506322017,0.06763491011391214
TLN1,-0.08001527771142473,0.03853102518107502,-0.015008231480662878,-0.00354534530958374,-0.030054131655363393
COL2A1,-0.027512910689885848,,-0.0460406382670771,0.033194150078715706,0.12162023526008056
SHH,,0.005052110932348237,0.0003376959813582335,-0.044170232785240446,0.024946374616897343
PON2,0.023693149856983887,-0.03943717488710949,0.038084421892850946,-0.01105271939613069,0.06540306512061782
ICAM5,-0.023130605406769027,-0.022617385640676627,0.03205765460807184,0.030179433472061572,0.054230335431034914
HPX,-0.006865736315813302,-0.03530873924304104,0.03658234417408037,0.024265042387366074,-0.03191878423355771
SFRP2,-0.01667826709369396,-0.016527159555443816,0.024032977218663563,0.03692891062357768,0.007611429081192881
CD70,-0.030470781144144397,-0.028091468805952296,-0.048310851075902855,-0.02065308244883278,-0.02110197523610886
HP,0.0927674259117107,-0.07261361641928121,-0.03458195110682069,0.03499002574093876,-0.02068994333102294
CXCL2,0.06826649211885776,0.0016014079159918672,0.011926987126628439,-0.06156394205366187,-0.03137392009474831
NPPB,-0.016183930516179473,-0.019957107710785727,0.011828735081368013,-0.019125561548563298,-0.01403019907005967
CCK,-0.012251488470120751,0.024515838792345975,0.022807013310663544,-0.036365663335196884,-0.018200955721970134
SEMA6A,0.037460200017808365,-0.04131597839063671,-0.038101671728760354,-0.012018118545941755,-0.015612750962529927
IRAK4,0.0074981818605946455,-0.02803257096168136,0.0342305277684819,-0.01984787364040357,0.0068713441354827775
GSTP1,0.033099471305458775,0.033144957324312434,0.11035232560114423,-0.004980548786130897,0.005450453829079586
VCAM1,-0.05593413279932817,0.05099582317681153,0.0029491688787887894,-0.0132045437692029,0.05669306654023256
NXPH3,-0.006463487273854849,-0.024119983856171746,-0.04815999584689226,-0.015281221114059565,0.0030745587336022087
MTMR4,0.0029971171332974235,0.09223796429449252,0.039654776702976444,-0.02559841296436702,0.01638458256581373
LAMC2,-0.01270269321221339,-0.01338521769805847,0.04764943606404281,-0.012420914611446841,-0.026731831761808333
IL10,-0.026839394512279065,-0.018906100047042386,0.011466564364476572,-0.03093061845991235,0.01722049873593081
SEMA4D,0.04472882758790103,-0.0024971495625084384,-0.006838213686270802,-0.014467266871696098,0.06534896061731535
TRH,-0.04140640883224778,0.03312189824972972,0.048975634551454164,-0.0018723090222664816,-0.015714763844297985
SEMA6D,0.093094383037773,0.00876805076798398,-0.023289583205791164,-0.018899926959575306,0.02216825625392207
CEL,,,-0.01444932496439037,0.04920020721675864,-0.007490773773696799
PDCD1LG2,-0.024553255949230843,-0.004704157995422288,0.06382315136848296,-0.0006325361889970411,0.03487108103658842
SPINT1,0.002408451006876959,0.016451567762492802,-0.01755973987536596,-0.00948845345274315,0.04106919552733959
CTHRC1,-0.037652635083444054,-0.036356083189137925,0.026824090382962396,0.05972421501434152,0.018473083919952733
PODXL,0.03705052750359046,0.005564133892097735,0.026440953668504866,0.0006707186178364918,0.013729175705548864
JAM3,0.04727327114024882,0.03455197918762907,0.010194252111469094,0.04217172665339224,-0.029358367748888246
TGFB2,0.024165774323091513,0.03960954441171711,0.00739056524693875,0.04303686515857724,-0.03930763103097814
COL18A1,-0.0065877774476765716,-0.047576764355040414,-0.002192373151826333,0.016019001162542255,-0.016996968077341933
NODAL,0.031000051998765543,0.012219884519120624,0.18312594586806327,-0.014204247444002874,0.11753438955248259
INHBB,-0.006022106363675797,0.020579126401930728,0.022501842552048668,0.021206074719835023,0.014593477060260434
LCN1,-0.012702696070371085,,0.10044141653282754,,0.13984345324873343
ARF4,-0.06340239414305197,-0.014432869256184207,0.06026289224005266,-0.05646079169958987,0.01530847936501457
CXCL14,-0.004533098933913247,0.02725584177392705,-0.06341253182303039,0.06193269683609028,-0.042761229087672145
LIF,-0.039218192045183495,-0.04947110165920241,-0.03074081188586609,-0.0248182093337167,-0.03895779013944014
IL17B,,,0.017140990653717752,0.0647491035692436,0.004391515103496174
MMP1,0.06171549814652383,,-0.03396509570955761,-0.012796411820130773,0.05265100004107194
MATN1,-0.016678269366508198,,0.008718746899447493,-0.01821227863533342,0.02508003827309271
ADAM28,-0.0031070931414851695,0.01168601892452711,0.032773140420989305,0.018266863237009483,0.011479172680997018
TCN2,-0.006241336825173521,0.004232790744480221,0.024376918268187282,0.04188568438523656,-0.014750807889825622
THPO,-0.021732475553752354,-0.029440355652698535,,-0.015798308163063705,-0.020689949629490344
CUBN,-0.04560641103473072,-0.03369437803119148,0.07354350108071846,0.04405411578320258,0.005305534028579353
TIMP3,0.058553344041920606,-0.012997633219349667,0.03198890853053745,0.01437733447405811,-0.013509358940880551
PIGF,0.011789376798855647,0.05756113696927649,0.0369342590694183,0.039011276473695886,0.019637828125200513
CRH,-0.01488272081047483,-0.01636818594034587,0.022332968615676865,-0.0493024703899826,-0.005640701914992351
BDNF,-0.03496396134849735,0.029068538039092044,0.017828956842369254,0.059192004788145985,-0.033458018062676106
CCL5,-0.005035721202382136,-0.012980224160039104,0.034897398527991834,-0.03219924768474278,0.056622389975758296
GAD1,0.00942882311254791,0.008335282376072485,0.07982011793106572,0.039765532603231846,-0.015417679468398785
COL14A1,-0.018345436795798847,0.01944914312405777,0.0018083313838795285,0.040603283310075615,0.005433718775704436
HLA-A,0.02618274768575813,0.036887351188378936,-0.0697999137291691,-0.009160803159907539,-0.004245890254827816
CD5L,0.10118034373756875,,,,
FGF18,-0.013466170812705049,-0.013004401324545571,-0.03216721390765169,0.013087426318953894,-0.01571476510508116
ADM,-0.008892268771269024,0.00031883392357181725,-0.009993304250034687,-0.035359164043376766,0.009917692174149166
CCL15,-0.02483049850501345,,,,-0.013629414555648641
GNAI2,-0.016902706948108755,-0.008085242598841297,-0.041876961621351176,0.018069824332251804,-0.0028976741327975818
HDC,,,,,0.07413571681675475
COL11A1,0.053521084300214905,0.07156609744346555,-0.017006007874444375,-0.005701170130670179,-0.01779512504849165
NUCB2,-0.06630659967483685,-0.017642102715462814,-4.463521584501836e-05,0.02189718855652402,-0.027770942416899255
CXCL1,-0.03692079903233687,-0.013271796232249033,0.004213775812713581,-0.036502048393139946,-0.03428642194606812
VCAN,0.04295956066747424,-0.017394697852907957,-0.0018455233048297094,0.017342481301808182,-0.039342335736899645
MMP7,-0.050197189893096184,0.019053403670460208,-0.07272578404435646,-0.019192041495561845,-0.008538614894544334
PTPN6,0.022351866888863436,-0.04212910585512913,0.020157653555015018,0.006945898048169359,0.03879181449140879
PTGS2,-0.05584684662277122,0.0066969219206073505,-0.038987736740473955,-0.008311026698458372,-0.024733388944933897
XCL1,-0.016308798195955012,-0.014149254046531702,,,
CD58,0.01915722561842862,0.02406676805402877,0.052356308163867465,0.01689394027726455,0.01458976807693226
TNFSF14,-0.016432795465366076,0.058548065128059434,-0.03506893919313521,-0.018477347097953862,0.019621660905551272
CNTN4,-0.02889082951202257,-0.02542875511658601,0.03252617297728958,-0.013298359678227886,-0.023191296449271925
NTF4,,0.014296446389871051,,,
INSL3,-0.01460967324767268,-0.013004398773808153,-0.02035590225185903,0.02099254495843665,0.06874335232987833
BTLA,,-0.020641932948796887,,,0.004406662983269372
MFNG,-0.02604602652652992,0.004145578931168343,-0.014398343654066337,-0.005290361291169415,0.03261114550436336
ICAM1,-0.044107989256178,0.03726196804089427,-0.06887060013876892,0.030458762272428747,0.033909788517971065
PROS1,-0.022780659913446515,0.0628933573613913,0.004943307936004936,-0.0033935148826165673,-0.013858222597811084
CLCF1,-0.0170890811978979,-0.05185881533702399,0.013166890417797488,-0.01445212518295983,-0.005249577975156799
PSAP,-0.0528305852824032,-0.0104911552642816,-0.028347460196625807,0.008952459326253819,-0.05423323208624005
EFEMP1,-0.04625386089109338,0.09056338086958941,0.03438490592884827,0.031962809370941855,-0.053767550526020856
C1QTNF1,0.004089479188725887,-0.028354597088680118,0.0018110264029492196,0.04889095290693408,-0.020625356055902204
ALB,-0.022586936079225302,0.026971094385044067,0.0612361058823157,-0.03093061765307561,-0.021101981821778443
CCL13,,,,-0.020726182288467714,
EFNA3,0.028828051482939373,-0.046139318917665116,0.020655604657149797,-0.029448081151461983,-0.012990523358419315
DRAXIN,0.01184209487003763,-0.008091754009818507,-0.026234717832807734,0.058683734718836686,0.07991275594873856
RAET1L,-0.01138107734743244,,-0.020606737966706475,-0.02244825172596512,
NPTX2,-0.06312932244302986,-0.05265964910164182,0.050025341012749656,0.07788873206803262,0.0057185633158088655
FGF11,0.030678252306477215,-0.017298186218219873,0.050890922397903125,-0.0055592334224336196,0.03977762434335765
CD59,0.0030271234371959206,-0.02932615124267409,-0.0461089906222072,-0.0038347583758481037,-0.024719088810008973
COL9A2,0.03520718051837436,0.004842124974330391,0.0168730958353674,-0.041375760775665814,0.040313793719302986
DLL3,0.032627941529000865,0.011639016939186009,0.01855105579553287,-0.015392726928064227,0.06984259011708811
FGF5,,,,,0.039735703162594394
LIN7C,0.01899214446007486,0.08288794261430106,0.06235722611164792,0.03607913696791005,0.050825816474207246
GDF7,-0.013412517633719968,-0.023203644056889842,-0.017665099373544067,-0.015021003226184241,-0.010037924834708514
PSPN,0.04914700558413193,0.022994972930742135,0.0053626861804046255,0.030208004479003372,0.010188611262480203
ANGPT1,0.002119226986564112,0.031143688115147044,0.03838514905813113,0.029918170600047624,-0.04902897184862242
PNOC,0.033396513244799635,-0.032052967077859,0.0036990683824985326,0.024626842447516603,-0.01926066879325618
L1CAM,0.028452229709867462,0.031222379433079976,-0.04612437286573524,0.010492198147074708,-0.005350868696665993
APOA1,-0.009641195113036865,0.08148694861329034,0.03278558076405966,0.006644715099731475,-0.018867121636743454
PSEN1,0.005229431607103792,0.0003134870517905882,0.006996164939790108,0.004559399765142428,0.010240796985487804
CALM2,-0.00029220760109271093,-0.021076235684985883,0.05627891466655334,0.02716507991302414,0.03342731620479742
CLEC2B,-0.07800471420102047,0.02008211814812389,-0.037481807035795456,-0.004151301098183831,0.01275644770953569
NTNG1,-0.009389341437221765,0.0379797126266223,0.05358213292399535,-0.014215244773920756,0.03169956144373851
LRIG1,0.028219602060145937,0.034511479052305415,0.06480812539068985,-0.03116399125082016,0.02771176662523141
CPAMD8,0.06702338915155458,0.02235565033393702,0.18393938582774721,,0.12616295651175402
GHRL,0.01669372281749036,0.0012298710004453664,,-0.0162481313362673,-0.02684317406407216
NPY,-0.03422052798609138,0.004687354369165986,0.02620680066941205,0.01853113359101765,-0.02356523867269969
MMP2,0.0018976538125267354,0.012997471011543183,-0.03699521367935691,-0.031260562980248416,0.029563459863126508
LHB,,-0.013396458708038987,,,
PPY,-0.019190745494704915,0.063189685638633,0.026186958550356902,0.02605109405942248,-0.03733430948677664
ALKAL2,-0.021343422816555987,-0.013201829057899739,0.06696124378591138,-0.01381419531223429,-0.038173182013719054
CSF1,-0.014171856049389583,0.0300835821348505,-0.002382960752117851,-0.020509783648095713,0.004570421796536933
SEMA4C,0.013797215721335184,-0.012883430965027318,0.034226208619193094,0.029080012958900846,0.03956291121356959
BMP8A,,,,,0.1533652497000154
ICAM2,0.007066394293004573,-0.02062527312549126,-0.030783244428774996,0.038706358433149304,0.04073262311751789
SYTL3,-0.010392499008151874,0.017716659144611055,0.04439849389068014,-0.03838238797739185,0.008475031436607784
IL1A,-0.028967508762051973,-0.011635658577849926,0.034707002721627585,-0.023959269704389816,-0.022350222887619134
HLA-G,0.1171442960415223,-0.01414925276873522,0.0767639962295563,-0.02724275047729743,
PGF,0.0015484655466704276,-0.01216571366493604,0.003936131949324942,0.05905626128468962,0.027481436902843548
LGALS8,-0.01198933308797503,0.07464506486712867,0.018412723554276172,-0.06370539610182668,-0.03520493503503597
DKK3,-0.022404019793243093,-0.03604305638146959,0.022605031546925464,0.03170575340753805,0.0464390106545581
COL16A1,0.015052590917760273,0.042121016446465445,-0.004816918332680792,-0.026345251890041325,0.07437321475999568
TPH1,-0.012858813819245671,-0.0257479860240982,0.029895606771266653,-0.023700290244707885,0.08386335051511351
TNC,-0.055304135105441854,0.03675502162385394,-0.06173517907915662,0.03702590451175372,-0.01908462868034712
TNFSF9,0.0389621073456963,-0.023203645617702415,-0.04437849102081941,0.009015764350234044,0.03754740031501187
C4A,,0.001973046959668587,,0.08091679523014803,-0.022556346192735888
CNTN2,0.04334823651068636,-0.01896243003060209,0.10067810183154866,-0.0025056252159403754,0.011048486719387181
F7,0.014300673575479685,,,-0.015021004678678548,
LUM,-0.027058892537376977,0.0124826381079503,0.04288289642058353,0.05900047049053832,-0.011096712451011391
BTC,-0.011381072606847946,-0.0038724792097427608,-0.03010309734145766,0.011380821863100538,-0.0051156127488213
APOC1,-0.026086256217535814,0.05569406150032874,-0.00269903958159249,0.021830569000778063,0.07473101315665823
PKM,-0.04872377321562114,0.042490287451038354,-0.033690676815961045,-0.025376645775457674,-0.02878284745777297
TNF,0.11206907615799402,-0.026631746031282977,0.02058163201088487,,0.06669810139044553
GNAS,0.009033712308670479,-0.014098527276506928,0.020769648977114856,0.0005557163412768006,0.052989870666266606
BMP8B,-0.0021323507289463294,-0.020512771848470862,0.017591944081388602,-0.005108596491871283,0.06305640739047874
LIPH,-0.012858810653506246,-0.020120763417482396,0.012709143463900612,-0.023854019808652465,-0.0017071548838366792
CCL28,-0.018087516728478126,,,,-0.013006360104122813
PTPN11,0.030704944895741222,-0.03944918234264917,0.00036249292160260983,0.012890211671560436,0.008749314551289853
ADAM12,-0.043897483678452205,0.0006924459822343204,-0.013537922687590768,0.009794164176634227,0.007241737089484143
EPO,0.06228463306539583,-0.020512772422850076,0.012105318913911488,-0.014371076930025106,-0.013831183039176622
EDN3,0.009322922957354426,0.01941592469242133,0.04030751869087732,0.02238373711685281,-0.025131158880927654
CCL22,,,-0.02182054242855305,-0.012609994394499852,0.019360894806650313
CCL2,-0.025908032589454708,0.025033965918104036,-0.021616940514564528,-0.0018720314841310236,-0.022922135225988825
DSCAM,0.02531011198852423,-0.002888874708184969,0.04916156465856242,-0.05159108494147526,-0.016244559534173423
GPHA2,-0.014331797863294884,,,,
ANG,-0.0326482724416405,0.014644720130652513,0.03368331526332011,-0.0004444581531053196,-0.030997190487978086
FBLN2,0.04066176120335087,-0.01151882066597752,0.03180709711108534,0.009557412318671727,-0.035494173573474855
VTN,-0.024307633394748465,0.00735840394959159,-0.016778592076904585,0.08109031267091553,0.014830372526589726
VEGFA,0.013699221702891425,0.03637221834916768,-0.040295819648697086,-0.02328259299315382,-0.06443050552987906
F10,,,0.05600950434865059,-0.024889778704984773,0.04553230645664976
SERPINA1,-0.012157791617362131,0.006852072657291121,-0.06269538820439834,0.07661714081150972,0.030425842942311654
VWF,-0.003857592368534876,-0.030211737670932437,0.017469262292970595,0.04982576143811027,-0.0062449951717523065
GDNF,-0.002659301823180639,0.018066427640201218,-0.0289088262286921,0.053309651683697765,
VASP,-0.0073190017982752605,0.04441214578465633,-0.03153060274057763,0.04001784856154928,0.0035185578046362702
ADAM15,-0.023918046771316873,0.0051784586603165735,-0.0012426126290591543,-0.00047170353372227137,-0.017338063006332442
WNT2,0.039819653696307425,,-0.02450646836956441,0.003969375300238902,-0.03363555739295762
CALCB,,,-0.02902389304297604,-0.022448247297101945,
OLFM2,0.04445517636888278,0.0056120858009620364,-0.0024043278078159785,-0.004629168202122673,0.044765726059683576
MFAP2,-0.03993670011645169,-0.030783744742969098,0.053578338679575184,0.020330107609101134,0.057048683518086334
HLA-C,-0.004461927837295296,-0.007880591140984945,-0.022117754890746275,0.03928347354033074,0.021916540313272524
THBS1,0.023766224776584834,-0.03931612370840135,0.00031562925927143207,0.02411455784108028,-0.04907726936035781
HSPA4,-0.004009964369350232,-0.026200044232793325,0.014820441717091576,-0.010106631733828444,0.021577211487737898
LMAN1,-0.051579605134530894,0.027141271282688867,-0.0007582150810503024,0.007429428969046793,-0.06967935695469318
LYPD3,-0.01961661793940733,-0.015039527820312511,0.011750334246112305,0.044574369201088385,0.04469068620949298
APOE,0.026503593923632305,-0.01405975445041815,-0.03191122359293973,-0.040851105244826096,0.02111876692926189
SOSTDC1,-0.028967509636879215,,-0.008377953136621976,0.03650774384811611,0.1185013259950256
ANXA1,0.003080860028052713,0.04151317774255816,0.03784491793779431,-0.007873801362656706,0.003344348335914339
WNT2B,0.021791138628397936,-0.010751570630348654,-0.009856088701079572,0.04451941194627599,0.022827533834345295
AMH,0.08055981723764069,-0.020898068426370986,0.04120216211951981,0.009213673330459589,-0.00464642110131673
GDF10,-0.014882719771446992,,0.06820764837937696,0.01733051030599778,-0.025342522487174154
EFNB3,0.03617410958104043,-0.00855502153142756,-0.03762458227963285,-0.017111533810565942,0.1002565669416813
LTB,-0.025344613949434207,-0.027610057886486423,0.03662231672350132,0.020615878714878636,-0.01193377606496657
ANGPT2,-0.0011339815322267321,-0.009374719103565039,0.0027687061844771884,0.05505921231800425,0.030465490741565987
NRTN,,,,-0.012796412833528368,
ADAM17,-0.02303114471831087,0.05042533239132105,-0.014909086800686951,-0.018889910528438317,0.013357073344691226
LRPAP1,0.006847306474898949,-0.01896378894581763,-0.014118394612215809,-0.06327202836268339,0.03531303765432993
NID1,0.02582092612304402,-0.0009885544025574663,-0.004283598042235346,0.07462889894977558,0.01236488237391855
MST1,-0.031820531861632764,0.05990746226895444,0.03838503488828618,-0.011060199903265979,-0.012450151137402159
DCN,-0.02027494851726807,0.018132983998603077,-0.0028576676035992586,0.07630975579150212,-0.033444073419605924
IGFL2,,,0.11233541045612828,,-0.0022788386424731533
COL7A1,0.017897384306551894,-0.005675276439274191,0.02816702114574833,0.016932449306597798,0.014344610620999391
CALR,-0.03634508915335228,-0.0036787360605303417,-0.06679220244289795,0.011878214822921746,-0.006432248376098319
PIGA,-0.0032867207220683404,-0.009002562660427,1.7206297842046397e-05,-0.026616259955855807,0.011199294946470548
CD200,0.02950391209656845,-0.018161876136183728,0.035543003040677264,0.007964057908259737,0.09219993596602837
GRP,-0.02386478174361448,,0.051109480731582675,-0.0140355733000328,-0.016411590959618548
CDH1,0.022042894548109992,0.059991878956520785,-0.01443549144635638,0.02257077011144444,0.08213660583822587
LPL,0.0524915398080285,0.037389124272303204,0.07700778163834138,-0.00920159914764203,0.0041037821779021
SEMA5A,0.01905991371279274,0.03759132175039077,-0.0013879798044204555,0.0036976691864696056,0.04386116520045456
SEMA7A,-0.02404099935047271,-0.023662770956046263,0.005932278025805791,-0.008553102372699248,0.04325138940252618
SEMA4G,-0.04034558515751865,0.007619640591157464,-0.025980263835401987,-0.03947241108633038,0.07613120795149342
SEMA3B,-0.019757139135407106,-0.0006842016168109017,0.0007185410614233097,-0.01268091533809687,-0.0014343828033730444
