,UKF243,UKF248,UKF255,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,-0.02394707943519891,,,,,,-0.04057932245765517,-0.05930786392056501,0.028357679311933098,-0.016874681197770774,-0.06689239540644693
WNT5A,0.0586703353808689,0.041229443632568544,-0.02985446437760774,-0.03032338522348489,0.059275566448753966,-0.017133098183423102,-0.06097924720554924,0.07629754724976454,0.046041762084992194,0.0363070065241701,0.0024112887942164124,0.08312693439259002
CXCL8,0.1382122318821384,0.09415156687402405,-0.054017696650666816,-0.004234874395653586,0.23897349776207708,0.04059941859434418,0.24875086193281915,0.22044670944916864,0.10828369009302471,0.024437739333185445,-0.034509012938503496,0.22975347863456713
GRN,-0.02730726494115017,-0.038249550131359306,0.03415364776125007,0.03614070960424852,0.020293288231150793,0.013033748209304606,0.06400472962151532,0.08117337435638194,-0.0008858822975050708,0.0015108546785918189,0.04437516113471876,-0.09786664438394008
MIA,-0.0008040626916178628,0.03974023163639287,0.012584547411582922,,0.05174052647313828,-0.01036394600708779,-0.01846629340037081,-0.002737844986866703,0.044947741311574495,0.11062361863125475,-0.0745782257405497,0.0022261693224152647
COL4A4,-0.013864525614153547,-0.03811160311471514,-0.006649845088442099,,,-0.03072013742224482,,-0.006835543290837908,-0.04841696482771018,-0.019544361224580153,0.07388146889172155,-0.026198060912774834
TAC1,-0.0022351667514193866,0.06673881833067158,-0.032810504950246525,-0.018460770831259826,,-0.05444251269183669,,,,-0.06063586797245112,0.018563278926227843,-0.011301076037104727
RARRES2,-0.032795939070312745,0.0444516752012784,0.010574623374539606,0.01362860124832017,0.26542666980011426,0.16601713869729015,0.015835686778861473,0.19921438254765197,0.15123630335078708,-0.0048606499478400685,0.0832292923069452,0.31804798652714134
FGF7,0.03349922003297573,,0.011787589662560008,-0.04829502006329516,0.008467265233806129,0.03588515895563538,-0.036581982818070215,-0.03773925868237626,0.0191592675386487,0.06159414443734678,0.03783203874762268,-0.03448732082343913
EFNA2,,,,,,,,,0.0052501752131764974,,,
HBEGF,0.06002040760540218,-0.055025368960355474,0.026161646166183244,0.0375977845010288,0.021274813269456332,0.02688619805763094,-0.08675176498450436,0.01734986519245576,0.015598218446109655,0.013612329055844858,0.22614320451325232,0.1485654220671452
CSF3,0.2087402453085732,,-0.025663972375927272,,0.25282617881064695,,,0.1897205769983338,0.14865035456084713,-0.03457988275542882,-0.03856886816691666,0.10310308999284705
PI3,0.1010205909908043,0.06292081975109254,-0.040987981844193284,,,,-0.005616972519690795,0.2308416037734159,0.11492309690164579,0.09892698056985087,-0.003510041358192131,0.33739978974558105
PCSK1N,-0.15618690789001874,0.023374158723672232,0.009111443522756384,-0.08525630697161755,-0.05585047648854317,-0.08871955879383941,-0.05495718709051739,-0.06678184780299042,-0.0841043851350034,0.07504987370816715,-0.14000227571069315,-0.19976079477556302
NTS,,,,0.05971381159724568,,,,-0.06224529425799065,-0.022141790214044107,0.04401216350824447,-0.004262273893245331,
SFRP1,0.028015672017317854,-0.008442441166283423,,0.04786869048471913,-0.01612427108249597,-0.03952688654638951,-0.04985240073718127,0.04523256690378909,-0.03148708805285335,-0.014761243501659794,0.11900668442601074,0.08698569188087803
CXCL13,,,-0.018635080577794744,,0.003533648882886362,,,0.05514682376709429,0.00703240993823091,0.01356809443082523,,0.07283671777854124
MICA,0.03891956433309333,-0.07054725044150423,-0.00449969887463001,-0.046707818274434716,0.024706265675442738,0.0064930987923375,-0.04206267607451809,-0.0047230672407349815,0.051593307905641456,-0.01929754668225086,0.09780799377735766,0.06737929115193358
TG,0.06550176886610029,-0.04997246881108907,,,-0.030934926121754785,0.1202399071254624,-0.019180083543369007,-0.027410813011530727,0.08549744626344223,0.028990524609485483,0.01484365265537287,0.030817111370229345
ADA,-0.04774911026434033,-0.05681521153982357,-0.01637796041118159,0.15070328117065337,-0.04649489722018676,0.00970389201850579,-0.17369634073623286,-0.05183204793097047,0.0019233810567907787,-0.02403787648449248,0.029015285694743598,-0.026840276932510707
LAMC3,-0.027615449776103418,-0.07924938763179723,-0.04790554725699958,0.028084480236226197,0.0004780597030592421,-0.007832545034360957,-0.12852565141842487,-0.07315442823696829,-0.026285437306782677,-0.012609682251601074,-0.060589998114568396,-0.12074010115882414
CCL7,,0.06563671330672304,,,,,,0.0554258834642209,,,0.07866423205086305,0.30104389767705164
NGF,-0.0031535838575874205,-0.03465689733417424,,-0.025056235045361818,-0.06657200424855403,,,-0.04392669061348202,-0.018999886670920445,-0.002593277626164159,0.035797409615224825,0.07931552460281997
TNFSF15,-0.044730304828348985,,,,0.06210802702791611,,,-0.033341671715575276,,-0.01961719208666626,0.03993453404415792,0.13010384075292208
HMGB1,-0.04265019513301841,-0.11389300515484237,-0.0034600954064796454,0.08673289996644187,0.005465800110891895,-0.03170356953166119,-0.09910313972928705,-0.03622633783724615,-0.13492359439623355,-0.0468244759067643,-0.04527935376046412,-0.07424385511658825
ITGB3BP,0.02296784320988856,0.022907928877148168,-0.0439730585495406,0.09528909103798683,-0.010526604290164472,0.09779792139762557,-0.001742136096981171,0.005313631398899645,0.043813993703792374,0.006651794496749643,0.11180184743334884,0.13218849432509738
AANAT,-0.04502387532226498,-0.006098313487990549,,-0.02355654586782798,,-0.028942241876613154,-0.05039594016075146,0.035857424654619344,-0.04657349749491924,,-0.003908332066895297,-0.056838236808476175
RELN,-0.023364958459810164,0.010239481290836691,-0.028901554159799083,-0.028662698360157807,,-0.03204155986476174,,,,0.06689031894227093,,-0.0035271331439761713
IL15,-0.008492488577867196,0.09057520762064837,,0.06436694206389221,0.13979409089058678,0.11123470159281232,0.16534697906908163,0.022165577051767485,0.018730595756945134,-0.024977957078596298,0.04189125477099668,0.034008394593748784
UTS2,,,,,,,-0.08393209388597066,0.018674339481357626,,,,
BSG,-0.03967716251809204,-0.068369926627216,0.007456565789945284,-0.02073835050915745,0.10697653258628521,0.1206591604298843,0.08268495010651997,0.19500952978546068,0.10254058637844299,0.09070929233312947,0.09644766145521946,0.09164389450464074
ADAMTS3,-0.04989826935085815,-0.029964484606707614,,-0.037826277483396335,0.03617469585384397,-0.0036707815171865715,-0.20021390447423298,-0.011607405563973335,-0.05041015327388854,-0.035098635467649096,0.02946011429644496,0.024082484071056433
CD34,-0.005519242547376883,-0.0929611122869836,0.011047198239060512,-0.06764017300386253,0.011108371892076589,-0.045505529479826425,-0.12101733615392031,-0.0986300431208741,-0.06363187415502425,-0.0030302200431805994,0.05932875784048958,-0.0169044880841225
PLAT,0.08612561058222908,-0.12663433621507877,0.015219795399440987,-0.024759583234154066,0.08946248518618131,-0.035060705245179624,-0.1315114682574588,-0.11362901139436632,-0.07843308750765524,0.054601334066047,0.03810812951571975,-0.05709763927291607
NTF3,,,,,-0.07348349000068743,,,-0.06749509609738889,-0.06843236200160578,-0.01608391285126802,,
LTA,,,,,,0.03739140049926909,,,,,-0.02046579297350761,
CKLF,0.012027088072050374,-0.1247502783200323,0.06620622821178616,0.026960341398800797,0.047496527050355834,0.0008903712153382177,-0.0031309252765985493,-0.06622776615127711,-0.006381891950218813,0.025304859787173242,-0.16458335927737805,-0.07282167108652879
APELA,,,,,0.06908598271828113,,,,,,,
CD24,0.06836803530101893,-0.010909088284106644,-0.11498664680743897,-0.004354272705880166,-0.11215472594147874,0.006810478495341408,-0.0986785481230387,-0.16115165996728043,-0.08140341750565162,-0.06402696693002988,-0.03576424997705998,0.21999980519946166
HSP90AA1,-0.12203725492280122,0.05437128374047488,0.025234906212062515,-0.045172609090724264,-0.11779695103983373,-0.09186913835987502,0.12570430843119668,0.1660688059402208,0.05350005759671757,0.0025015661821170512,0.0431689899217992,0.02283234184886223
BMP4,0.11183620271127498,-0.0313427048384556,0.03931985638639898,0.09640042499923918,-0.03164898115180788,-0.022872663332487157,-0.038088243875677136,-0.06925516236541825,0.0006135451177530181,-0.0148336647585652,0.0020221086426970634,-0.0012734971530193912
SCGB3A1,,-0.02018514632757889,-0.027432248549425713,0.0426591316600864,0.008594949987161971,-0.018730407788357023,-0.04169040741907964,0.017655950442452138,-0.015915285724817967,0.05569414466476745,-0.008637990015281344,-0.01277557316098204
IGFBP4,-0.057465763953070965,-0.030792357804459068,0.14062409750522717,0.09189674330961226,-0.036304941440008565,0.01728222023429488,-0.047464382675568885,-0.04194540988798974,-0.08418818705575642,0.039461632098029345,0.08834361289876407,-0.08832342026996534
RSPO4,-0.044169070991933776,,,,,0.093036588107258,,,,-0.005804175313434916,-0.030199006019242636,0.08161371247435188
LEFTY2,-0.0404135379553543,-0.03806263938686743,0.051861867712692196,0.059105868740933855,-0.0617958588487355,-0.0331368837164536,-0.12410764878514136,0.01910203371491716,0.03363546970249918,-0.03888527534563186,0.12538603574803875,-0.005845139525623411
PF4,,0.04504565227253006,,,,,,,-0.03677720647568744,,0.042173753145818886,-0.05614376585037858
ANGPTL2,0.012408626835250776,-0.06168815822112557,-0.05804734374709549,0.03896961012241516,-0.12212906306493318,0.05181002953466677,-0.062273661210318305,-0.08992451618034028,-0.07838428752945518,0.020396617606267896,0.13974871683891424,-0.01924550897004693
LRIG2,0.0025709951024343435,-0.037322275144147085,0.03360849313516615,-0.07933488313371846,-0.023051199672726064,0.09644884343914366,0.05763892856592978,0.11062739045836747,0.09463962940083612,0.03885331263210203,0.12826239983579704,0.044941809736887384
ICOSLG,0.08402553196456498,-0.023577048516198754,-0.037050809983557864,0.0035112026249203543,-0.031202581643579617,0.0032909143849139213,0.03648217635206677,0.0278064419786476,0.019276945287771595,0.02578354111313104,0.05752114576200238,0.06456165995666681
WIF1,-0.08907506047078828,0.08628420153670233,-0.04448452268422476,-0.05739672755118505,,-0.03556586477932997,,,,-0.0025973005890771697,,0.05904781736901098
NPPC,0.004711138952564164,0.06005258548335171,0.14057810411932561,0.05768095991172594,,0.13362292697837952,0.03665107200977661,0.03988374171083116,-0.012950883514020716,-0.016557912819276766,,-0.032525295502260396
LYZ,0.022122001345050584,0.03026721713221999,-0.034997021120002865,0.10687954250952039,0.22292014021714135,-0.028037307146291268,0.13346377303288223,-0.05744406822689349,0.008510295174333703,-0.028356480954774433,-0.014873699718479409,0.029410526100531704
EREG,,,-0.03459314483967922,-0.005060655701766208,0.07464464316906864,,,0.10679457684554461,0.06006592790445767,-0.03938259970537109,0.05304480062217757,-0.020946187008700986
SPTAN1,-0.150129008286566,-0.04570662391983547,-0.012296451440686454,-0.11857363301723452,-0.017065424531891738,-0.04923925259864702,-0.1970417562326639,-0.0030335887152363405,-0.0145833297078958,-0.021280993311303186,-0.11574496351330682,-0.22817740887792642
PTH2,,,,,,,,,,0.018155318370085115,,
LIPC,0.02349591938724309,0.0006809473473107804,,0.02739802453133513,0.04586498989841197,0.07016005236964562,0.08493059395216511,,,,-0.023645242323676624,-0.03943317691191573
COL8A1,0.0919937584563324,0.01876275537599993,0.24516505449550444,0.08077854511455312,0.07914138806850475,0.022819727695109565,-0.05592383388702339,-0.017091847587830174,0.10525339147525069,0.054143858748385974,0.02591002040485641,0.15752061693699393
GSTM2,0.07323225421451231,0.09340623760588188,-0.029356165334542397,0.11011268656585714,0.03909561361583382,0.021038004276131384,0.06495185558464929,-0.0660436065138112,-0.01454980839049606,0.027488016542974926,0.004401641161774971,-0.0035418895567480924
IL4,,,,,,,-0.03589423925313529,,,,,
SPX,-0.055697514072974366,-0.03281010334515396,,-0.09946400682634177,,-0.057706626875022766,,-0.0523355266382081,0.023131282541355654,-0.1076886983076749,-0.11030520429644078,-0.12731969873026264
MFGE8,0.12967330446524525,-0.0581005396786193,0.017905311688961537,-0.07543829790464847,0.09423142452222373,-0.04010139027434217,-0.11452607307148238,0.015862932582082455,0.052189412392713554,-0.03759944239386687,0.11172604206043388,0.14586501233364466
TGFA,0.08956021128979197,-0.024546619024098888,-0.018306533834524567,-0.019447089272200353,0.0320213366084738,-0.011871550198720255,0.09350193690562526,-0.027607355741236406,0.021786103572944474,0.05553197735898354,0.0781793015105263,0.06686486835749246
SLIT2,-0.03138277645910276,0.0020114939154588654,-0.020389572425075768,0.015683887365528455,0.014691718189131614,-0.04894296628207454,0.017016209651009258,0.02297957504724886,0.05192056961562123,0.04784394744658603,0.10054113634974773,0.2000543273018898
PLTP,-0.0761822430500084,0.009340500283929477,-0.024319607119855677,0.10861010801426153,0.07279986386672987,0.00320612372464002,0.07548519127561293,-0.03901463638908932,-0.027328492789057704,0.02074268538961501,-0.1460402218124765,-0.03973769712694046
APOD,-0.13796435190968045,-0.09133164035012548,0.016173179644521144,0.019992445977017288,0.05849996047616444,-0.058579824564796094,0.04105763070229218,-0.09732082423017785,-0.09756650545165857,-0.008223201337288029,-0.18269648478116857,-0.20805885261619486
B2M,0.0058416875958822116,-0.03499315750453925,0.048091178105267876,0.1292030224072104,0.1353798570555231,0.01714231149645391,-0.008524473903291715,0.03211638106672335,-0.035083610022872025,0.029064680826667355,-0.03644270406342439,-0.1671597745052164
OMG,-0.09709265100836775,-0.0833734120755137,-0.021617360015279523,-0.01947621414271589,-0.045763042510600344,-0.07892027948036963,-0.07540422079615698,-0.07189327773784548,-0.07468568206580967,-0.0920613763884672,-0.03639668541449595,-0.18626493993423426
CXCL3,0.1645846284102763,0.03176638753427745,-0.02302161958349212,0.02639046736314499,0.166452681628257,-0.019331529203660668,-0.0006030265089371675,0.22339316289220806,0.05585503021360386,0.07745353306308567,-0.06414229863920468,0.2234249887924586
CXCL10,-0.006172105801426209,-0.005141673239571217,,0.04671691598438033,0.03585811803776699,-0.030720139363001064,0.07460143638101593,0.03400399055241709,0.047515055289202045,0.10811115778634187,-0.05817412360319189,-0.07530227956446994
RSPO3,,-0.014648874923113411,-0.025663973176415188,-0.055358169942982025,,-0.020201075439096605,,-0.03315751908079943,-0.06168602886256007,0.031210889157777335,-0.041014778657031535,-0.07490244285328518
CORT,-0.036728128059230813,-0.0055912964329005565,-0.03405958891020509,0.035072522699042104,,-0.020947109075541582,,-0.035384936047136904,-0.017311426317371766,-0.009646378784754252,,
NCAN,-0.21914747760745418,-0.13297537838656975,0.0755779503795737,-0.03486807291463098,,-0.06961008882031815,-0.07776330078849436,-0.19696572005316784,-0.0932130316825202,-0.06498952128032669,-0.13759434186199684,-0.2610042694585339
PRG4,-0.004048042387698358,-0.00768276740290859,0.007621867721628351,,,-0.02361839654925996,,-0.022561701258342587,-0.04916170793943787,-0.008595069744567975,0.011997916026322641,-0.0635906979276902
ZG16B,,-0.02799070569027652,,,0.10672219233436282,,,,,,-0.01393700499956269,-0.006979402625252398
TGM2,0.1879384677751226,0.025525028780151296,0.030775197826176034,-0.018693649412949327,-0.015305835804941784,-0.05511590042070999,0.14727863995643875,0.07243955161974042,0.11609351721412078,-0.00012640629207985154,-0.012280945314141143,-0.02531933955363585
VEGFC,0.07202836574788962,0.008370137067199345,-0.02387276199300131,-0.02912625188939351,-0.025970589674331974,-0.02410351510457827,-0.04068863467526407,0.02066099146162468,0.032118455103398766,-0.03143817563659781,0.06668326993813702,0.10183404999619015
WNT6,-0.04065989561363604,-0.011279562724578395,-0.05860054023417363,,-0.025678333617385647,0.012416722310077689,0.004214580807636173,0.0038426101091951735,0.009750277477698698,-0.04448655053968497,0.07689556274314072,-0.02726833041718545
NRG4,-0.045834032985959054,-0.018591230277536872,-0.01923652747374456,-0.0324483680735463,,-0.028119561784334144,,,,0.007092779437137224,0.03956511967744971,0.043738306202282376
PMCH,,-0.021427393399151534,,,,,,0.008620200353384642,-0.02338317849156165,0.032753919415034916,-0.008603086156841038,-0.03495841953845059
COL9A1,-0.07140370439229288,-0.018523025698920965,-0.055086324963175566,-0.02541822298081959,,0.03049675588062605,-0.011723314868153313,-0.13830260093873145,-0.0563470680183566,-0.10068479332337621,-0.12403245673216848,-0.033416805607457314
GDF11,0.026847363362918705,-0.051975211564291794,0.0010232860731342348,-0.04116558764588733,-0.05247013163597584,0.01984574681327312,-0.11630398745359521,-0.03215832096932266,-0.04695502925776538,0.028290558512605247,0.027595120151130453,0.0041485441262156045
RAET1E,,,,,,,,,,,-0.044992925811533344,
IL24,,,,,0.015188581188212126,,,0.14471184456013955,0.00046157509711034547,,,0.20463643229420614
SORBS1,-0.004490535546322919,-0.004975814385960993,-0.032501983398934974,-0.014567738157220443,0.02743116059321098,-0.016989626758741324,-0.10408730159318108,-0.0545773819710936,0.03145788791833998,0.07392791292889418,-0.10501776668433858,-0.09127676858081177
DLL1,0.01660232910128169,-0.026062475556700042,0.06467311990865424,-0.015417249706580934,-0.024523206051793076,0.06869860104514013,0.01609093844800513,-0.1416289824849473,0.011454679351952287,-0.017521344913011872,0.04413089175661761,-0.00041050953310406055
TLN1,-0.027179593833493748,-0.013986197044573361,0.021515162911606517,0.0828612943794894,0.03840132958333714,0.028664943641364595,0.002462686861142623,0.04338993274401057,0.0498841423079069,0.05813446509240985,0.014347235903631047,0.10701696549602206
COL2A1,0.06771792339521199,-0.028203541468051933,,,,0.014123646067727966,,0.06862593606545439,-0.023414058598383615,-0.012135870568080763,0.06170431343864064,0.05064688406990552
SHH,,,,,,0.055092492037899864,0.016643515200684696,0.0742848905944699,0.056989708463937555,0.03651529296365751,0.002872582986703872,0.013871146539773954
PON2,-0.07017146583324185,-0.13385687692825407,-0.027115552639000416,0.015089450782697893,-0.013245450822053063,-0.055607877317450836,-0.2182661279977829,-0.02152294227071691,-0.055057520084327155,-0.05065913732605458,-0.1601236280256619,-0.06930826549646245
ICAM5,-0.06640014712844383,0.09421554720635827,0.05341549419453754,-0.08563018279330718,0.03878074820108153,-0.036579471453449156,,0.06002912764913573,-0.011022382447760113,0.0222430685812552,0.046978894614434275,-0.11434823023186526
HPX,-0.017291047040114988,0.07327432546889413,0.11375045937337787,,-0.001986575103968483,-0.003920667901168336,0.03540042789401271,-0.023226678627719204,0.0945999203826384,0.07814898522446878,0.006187283086591422,0.1280678831421266
SFRP2,0.06621384329046075,-0.02683620583472063,,0.06196920030990409,0.11260509173633287,-0.036744263504512584,0.1471345177854294,-0.002234705477648867,-0.041849885599671705,0.10718941307644618,0.07298236126170818,0.005454216173691485
CFC1,,,,-0.026476749097091686,,,,,,,,-0.03708362005733309
CD70,,-0.011946583886203484,,,0.07000047807483965,,,0.10827826436852424,0.09098222600142282,0.06794673445621555,0.07982120313510839,0.11379806794169303
HP,-7.683118758979259e-05,0.005207281845650751,0.012286960134254763,0.09673911158023556,,-0.012410230503671552,0.06634779421473892,0.013437509058200884,-0.08157792410767874,0.007041307175900057,0.08841213484456054,0.1378551913106034
CXCL2,0.06023495716995808,-0.032705708425465156,-0.022224954234658773,-0.0515793109807305,0.20074709583903846,-0.03707197552316719,0.06563295333489955,0.23166552763485065,0.11245469538689876,0.08061160600704612,0.04394499917955814,0.14695379168586956
NPPB,,0.067541487522722,-0.07316013556364234,,,0.06055726661401109,,0.002136426666355383,0.00497409296412952,0.021317342960459035,0.06462865616394851,
CCK,-0.02787350103256625,-0.07756717506777597,-0.04471070056108578,-0.08414493819167146,,-0.07613937763427372,,-0.1294657525278325,-0.043919365633261334,0.005839118047859216,-0.00396777983902617,-0.27531267882249555
SEMA6A,-0.006816575280227173,-0.03234648064738104,0.06264656376434098,0.09219567952238392,0.071803255603032,0.058384440102344885,-0.13965136529405067,-0.04120703672378725,-0.09664912207307667,-0.06891921810498616,-0.07102290280628676,0.05410614506999492
IRAK4,0.06589864095837732,-0.01487384416213705,-0.0026730820362237907,0.012355983729882045,-0.06055208052632326,0.058155272114516335,0.016030377466013913,0.07075039664491556,-0.007351864753871684,-0.0066711253153855996,0.027894094626320764,0.09580344096643482
GSTP1,-0.06052823863503942,-0.04757677461961112,0.019972055490996343,0.1195554469386072,0.14273741794992764,-0.015046018502012827,-0.0010741365968419967,0.04980343014827106,0.02588856750869992,0.03528835546737698,-0.0239793643890891,0.019187964382062397
VCAM1,0.10342195153947523,0.022371379804881797,0.052787655685587936,-0.0007163749809262924,-0.07697539269645401,0.04443506159839826,-0.034762189720056014,0.13831712614386038,0.09040652151794656,0.02904959335795132,-0.007725465768453907,0.19577330243445368
NXPH3,0.007920510085253369,0.02279867281113012,0.017646602177817855,-0.07527001862932446,-0.057701867233823916,-0.018373534309355972,0.05582178147157284,0.01864066621905179,0.03387680315771782,-0.04949923247574439,-0.05828850060050725,-0.06750854420222077
MTMR4,-0.017675534994366082,0.052970263304245556,0.03907626165447946,0.0022419960135084795,0.0010194564720738802,0.06380265944696033,0.09468727716431437,0.014130371412775344,0.008210030166197767,0.027170169400262872,0.07172892401350725,0.09710848093817775
LAMC2,-0.026274531693867207,-0.020439299106029915,,,-0.04321961951617167,,,-0.01920361914762998,-0.0021160562577577967,-0.008124348854309186,0.07573859852506765,-0.019503577018694578
IL10,-0.019374896869598368,-0.017735941191366022,-0.006501257697022074,0.1353308807965274,-0.03734547606389325,-0.021576074400414987,0.025974249912536215,0.0912051559630649,-0.05008301100270494,0.01725852467652324,0.015468357956780603,-0.019284394271384387
SEMA4D,-0.050864532548831234,-0.07864707733988581,-0.030381545186131897,0.06214375528202642,-0.02410225404953108,-0.02071726459641633,0.0036012507997204212,-0.028910899035577343,0.0072224605823676446,-0.03908507438693191,-0.07265196317955183,-0.08150450171220985
TRH,0.0915748215311559,0.06659332325952673,-0.019820868287984277,-0.04123175309898914,,0.05477705200909579,-0.006892349896961451,-0.07680403180848885,-0.05416137486281358,0.06782411993424264,-0.0466003114477235,0.05545595896337122
SEMA6D,-0.09474849760719956,0.0062654720616999995,-0.06514152069174163,-0.001684389979287325,0.009461880160906797,0.04246301022398472,-0.09816690329114919,-0.026737443094359745,0.030380255329627424,0.041441067565078205,-0.030610711709468597,0.02034186207763296
CEL,,,-0.021751020773627852,,,,0.007154355295289032,0.054194056075058575,0.08206153058498165,0.07657747888224029,-0.028275636163133007,0.024172992568166036
PDCD1LG2,0.0376982438387523,-0.03768302203009893,-0.02678117737423073,0.05393146137718158,0.010616056272070896,-0.018266559649374552,-0.045268120590789225,0.05908390913414876,-0.026042949060632405,0.014917727520735712,0.016853372347469867,0.08164015156198068
SPINT1,-0.00504701544372828,0.054752466938511046,-0.02611592473265974,-0.040043183991382486,0.03718682364300527,0.021368610776510692,0.10231897526244435,0.020814170156807695,-0.002737443160042836,0.004586641084705215,0.001933046260255734,0.028641728780895933
CTHRC1,-0.020519491454480013,-0.08626897070214273,0.1346619696922544,0.07568528004012288,-0.22982377535416817,0.049441190233301055,-0.08843105230579407,-0.04944020738532064,0.01704851208319012,0.030888069214752602,0.07818988444176984,-0.07287915725663846
PODXL,-0.0798785178433185,-0.036759650067511807,-0.03236384654167174,0.0148762501561686,-0.10808920018865548,-0.04475684727962545,-0.21209666047032052,0.0008563040611833829,-0.07379389081056204,-0.04584836469290525,0.05511085635361328,-0.029847039323976154
JAM3,-0.04403203267667682,-0.028736064913695514,-0.08707010213979417,0.005398178416421735,-0.05360859751042325,0.07606283427432424,-0.010387606083027724,0.1251938023249781,0.005627767566440747,0.07867006378813829,0.10406515936306823,0.00032036366968266544
TGFB2,0.005437560129122817,0.06765887587498617,0.03692175347404356,0.03484064687034064,0.08474274975577058,0.06008986846000965,-0.2096226861388849,-0.011606055511436356,-0.04047374428965754,-0.027316724112829163,-0.06794477591277238,0.016483064178155298
COL18A1,-0.047919991731510375,-0.08609005508131842,0.08110132207423444,0.032061870295977304,-0.043579728691557976,-0.034995270991547055,-0.1865134850727852,-0.003428566366416347,0.06455159852709495,0.06577584434525913,0.06582667588386734,-0.18447140128796477
NODAL,,0.0024842470936389045,,,,0.007938250336818558,-0.10993187738404198,-0.05880470950627888,-0.04470417878450104,0.03319470143155764,0.002275432232423573,-0.09399921945373094
INHBB,0.09783353316319629,-0.013001789349229052,0.027913068206899216,-0.04255647915454037,-0.08145972686175189,0.12081645115909238,0.09002276732139917,0.1305994600472473,0.1694970904129675,0.032591588190232224,-0.022695792959436994,0.08209948730818732
LCN1,,-0.020439303704955437,,,,,,-0.023861361902566398,0.007368555050203932,,0.07387042587836072,-0.028702775289524807
ARF4,-0.014875440419683117,0.023891575597916725,0.011575197117136811,0.03627938201087531,0.03772428248761186,0.1406255869251157,-0.02733554661881967,-0.06321208486659131,-0.04464072998332373,0.028512049205914256,0.09472721981527053,0.11838552604076108
CXCL14,0.1435703109279779,0.06942126195987017,-0.011923024638369957,0.008382920620209957,-0.03714267265776834,-0.05006491407900907,-0.14423511827440336,0.013040975316166914,0.006028247039623221,-0.029315498806693395,-0.023165843991993423,0.06942072652824709
