,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.07270332742288797,,,,,,,,,,-0.018219043330381456,,0.00999747449477167,
BMP1,-0.04451491510526549,0.08743802184487835,-0.01910717827404,0.05540946591986393,0.03385535415407657,0.10742423050880995,0.04746567508643904,0.043027273729142834,0.0218839036979123,0.01905916574871146,0.09460887903474004,0.04178259533708421,0.1430677968655769,0.022290947507463056,0.0011605051192409605,0.062264088631520456,0.05331780883312364,0.13499610929880063,0.05040578229630603
NDP,-0.04941554136916504,-0.049756218960720675,-0.018135643019388775,0.060810949764282994,0.022204617054252827,-0.010231219681562447,0.03340776076918668,-0.011421134199729933,0.011680613652250182,0.032119942171508126,-0.1112077949605811,-0.06543793590856194,-0.009652905464275422,0.03691521494717106,0.03281023796989347,0.039914800782341615,-0.012532964088074557,0.05528640316913857,0.011184458570839629
TNFSF18,0.04824289516412269,-0.020089543504182905,-0.027057271135512942,,-0.01221318953592428,0.08574838504900174,-0.011245537557956375,,,,-0.028411565588413863,-0.029098813674476587,,,,-0.018788977801622524,,0.1024901864437161,-0.017115349676039254
IL36G,,,,,,,,,,-0.013552787638953342,,,,,,,,,
RTN4,0.08763990518802911,-0.02025347048777298,-0.02709443585016828,-0.05238501451994138,0.0022438014400778905,-0.1127648855805055,0.007798943717763126,0.021144298642260147,-0.020572741424743173,0.010593290380376142,0.03587556158269026,0.03235210159251264,-0.02864825430571879,-0.04175925184297598,-0.07511752614972272,-0.009934435785328762,0.035205590989855984,-0.09530570798916572,-0.0509957131176829
HEBP1,0.031744230359607946,-0.0012076293109907963,-0.035138531366007406,0.03290676159584664,-0.05942927631191993,0.028470396388470615,-0.03220606544352954,0.008223616145317164,-0.006856246973213538,0.00046656816521154084,0.0010961696841549798,0.0500715360129639,-0.01047654747499618,0.06710773044686323,0.052485903470186265,-0.018492789838482748,-0.013093080782302058,0.07191884470692794,0.06949012593309628
WNT7B,-0.018178432018541302,0.0006182182185419622,0.060794869969818206,-0.026976177516412445,0.02714798498818321,-0.0703653454266936,-0.022880412715216132,-0.027148522040827978,0.023595107876168586,-0.014896075457424161,-0.03127836059033954,,0.06162611210916445,-0.04600732351105208,0.06446395073091644,0.03994358769748162,-0.02766796549616801,-0.02328310555213492,-0.004724686007843658
PTMA,0.01656726076862392,0.07409511696487388,0.028087216636349038,0.013112357209541832,0.007217143000462472,-0.03305901080990558,-0.029415057803180968,0.009243217669926907,0.026676124990486078,-0.004858338807256476,0.08402345720553157,-0.07130545253712675,-0.052917097613387865,0.011298140851305379,-0.07555251764663282,-0.00562091121517979,-0.027186101232183894,0.0728072000754887,0.03749590852644834
FASLG,-0.018178437157537464,,,,,,,,,,,,,,,,,-0.037369980319952166,
