,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.09012568339494918,,,,,,,,,,,,-0.047764916710383465,,,0.04693848053858451,
BMP1,0.10014326818473819,-0.07575761540082512,0.08207938864473159,0.02997432127523365,0.0685652712116862,-0.0258009506938423,-0.05445131938661828,0.1638339361952388,0.30558360408235935,-0.005185561105339041,0.018898034687123165,-0.05980920652712984,0.07193491061217201,0.033833587909242784,0.033056285648826046,0.06649806824912151,-0.09318973393428802,0.10148938832199245,0.040302166392340806,-0.016908300889785597,-0.08444947233728223,0.006397488644549113,0.06698714588994044,0.08722192241412824,0.07005021637055357
NDP,0.005065232052540464,0.033376852047376046,0.05205762116146823,0.03296611521484006,0.12817122741747042,-0.022384547960255425,0.005960177795729469,0.008255461484467753,0.04289362584981248,0.023601094020283323,0.07127223770652145,0.017724176586743974,0.08787346355492955,0.07091187121002654,0.026537979769979937,0.14977832872783883,0.11811690777909702,0.062032434164042784,0.06160581965423984,0.12417916146354996,0.023610882203241593,-0.04002558618980937,0.16637505037861672,0.16765267250990012,0.13119990297724593
TNFSF18,0.000420748946611793,-0.04666184694619567,0.042705499088409996,0.01286299711499085,,,,-0.015050949854949355,0.07236677983901564,0.009871887012784663,,,,,0.029807559642162678,,-0.124392842014368,,,,0.016212867865190078,,-0.03597292167624055,0.021248094898240134,0.04193492711825654
IL36G,,,,,,,,,,,,,,0.05631920778175025,,,,,,,,,,,
RTN4,-0.08777830494725779,-0.08260956060830606,-0.010025808539808459,-0.029614123947666368,0.05606738323692538,0.018851836894666043,0.07749278146900997,-0.2571905665520207,-0.36967126591121796,-0.027191390418677117,-0.06687049755693963,0.025451103564562094,-0.03811385834587839,0.005496561637414618,-0.10257614353470063,-0.0710768443922233,0.07691723315487889,-0.12453582837631429,-0.03502384178017705,0.003963373437374571,-0.021928794051172516,0.1052800694963244,-0.019628498716905377,-0.030697077628394576,-0.07624263939411316
HEBP1,-0.004827196415784297,0.08310861677433418,-0.004297479466550716,-0.020397215998317127,0.005819545204829312,-0.02408932555023372,0.041955765679635056,0.1198250183359813,0.15544517542613231,0.027703284198080085,0.0005894100955087118,0.04400162588509278,0.04283560628858294,0.05007568563118933,0.004014866222860977,0.05845496003371221,-0.055557410786459066,0.023759073720408534,0.10820324289997635,0.09445627793006182,-0.04483480281634505,0.03923656955933157,0.0819287343696488,0.1930677608082267,0.03948639643597256
WNT7B,0.020832110303766402,0.03265303816669221,0.02287904187705472,-0.007754715887622123,-0.07013769706703994,-0.03921268580095005,0.03512822841391376,-0.008803169187938952,-0.08162115222049687,-0.002881807233894024,-0.036888489294610007,,0.04033986486814363,-0.032786988347915325,0.07052205914453641,-0.08860497759408027,,0.012993590628059383,0.024468855088779603,0.07249155913991726,-0.010625000393665244,0.026496161684879532,-0.03597288437502305,0.005656473350020191,0.006755658949639506
PTMA,-0.03603595536622204,0.035725096287083834,0.13000054671252825,-0.004714873644933681,0.09216656314339945,-0.001479631898394792,-0.029276310115500945,0.3164523577793744,-0.16010698019590497,0.019906338446100822,0.033270204008042155,-0.04145976476663235,0.20489692041144078,0.07305827524284635,0.031241386543294024,0.01261977301907729,-0.023062164618996173,-0.12918779796634394,0.00928768081549534,-0.023342276869428018,-0.0030789841322178654,0.07549633114528277,0.023344315679787987,-0.07866363622008168,-0.0036915619217326944
FASLG,-0.030690511022999797,,,,,,,,,,,,,,,,,,,,,,,-0.028746215419019047,
