,UKF243,UKF248,UKF255,UKF266,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,,,,,,,-0.021845068444873245
BMP1,-0.04718515363922322,0.05722162289293493,0.0025309788153550484,0.013235793906578966,0.011248874432892743,-0.05491937962991106,0.0522957926058807,0.03844143584035446,-0.0010199012856290507,0.038190198808393444,0.0004013156000295674,-0.021275279274041735,-0.0581317793946519,0.09364929609106883
NDP,0.09437651124061189,-0.020002132294928244,-0.01492799494899791,0.03750925674971418,0.01808835635372502,-0.05020528854968276,0.10179733010070799,0.06633774414227105,0.011950991458298659,0.03471666642906098,0.077135767407799,0.04387861733873282,-0.02253123952416361,0.05732864268506731
TNFSF18,0.08915827027347246,-0.024830500676120398,,-0.012582395637481533,,,,,0.008797275287169642,,,,,0.010698016926528438
IL36G,,,,,,,,-0.014899820375355272,,,,,,
RTN4,-0.09148934929969213,0.04544233225629986,0.006204246800371273,-0.06744068496944586,-0.03591239891935038,0.09783340513766872,-0.08084166950651599,0.010358522500958965,0.12783686118735263,0.05285421717033234,-0.025789806657832696,-0.08651049567479745,0.08892852795338431,-0.05554401318322965
HEBP1,-0.030471766776078886,0.03161504220329767,0.044498751959354675,0.027550083385608177,-0.010508579106965092,-0.08103068601076185,0.028864321803473307,0.05131539116506872,-0.023708793026477167,0.027192072808382716,-0.0446551759709593,0.033648246415570245,0.023190301477834043,0.11186496498817446
WNT7B,-0.0017072160978530795,-0.016137564025685735,-0.0041863515061976095,-0.028284590352980254,0.0015479878937192917,,0.02847482459071611,-0.016376619668667575,,-0.039253948582735385,0.02777106796478936,-0.03132425296003227,0.11843405411539706,0.051480471528977965
PTMA,-0.045743477095117197,-0.04896424326186914,0.05433064965482965,0.07199176035895931,0.03348440410186201,-0.043230157388813216,0.147507901418126,-0.015746237522150593,0.009803760606753661,-0.10149501240082427,-0.04666409295974657,-0.04377616551570302,-0.014230136813028997,-0.005795333812606989
FASLG,,,,,,,,,,,,,,0.024887448270620924
CEACAM1,,-0.015803933183171474,,,,,,,-0.03486015088992616,-0.03520356983316097,0.017508985116760332,-0.015175142219476858,-0.02060461190641921,-0.010222486499344619
PDAP1,-0.07413660555543732,-0.03571322174831785,0.04669671532928031,0.03464028237212649,0.029392301020517764,-0.063734975264187,0.007462639701733166,0.01911854063879446,0.02702761863867145,0.10486633463733545,-0.04786030326017687,-0.025609880279339175,0.016478360568849146,-0.023915992523255557
QDPR,0.022748420127515802,-0.0036697526713068904,-0.021978624521961504,0.0006805747192286882,0.014153009741746582,-0.03308709408034581,0.06272206510749836,0.010095862152342315,0.004218565663890516,-0.08695825196593913,0.03285019401757835,0.08664696018527566,-0.01135531446399543,0.051700275402333906
POMC,-0.0396533503454362,0.0009080730646259161,,-0.033194897440237806,0.011227307216833939,-0.06505541244558735,0.021750097289615286,0.04220680741266853,-0.06500066341543795,-0.03402648387619269,-0.04308383262632309,0.03194205125361439,0.010229720317688828,0.048147379862872514
CCL18,-0.028164037646384067,0.10004426514775885,,,,-0.027681342091651084,0.10663190859393588,,,-0.024959909813921464,-0.007806300062085952,0.039393679054714324,-0.014807291221092634,
CCL17,,,,,-0.019926259754902705,,,-0.013611408918644074,,,0.000333973429923913,-0.021906270480652627,,0.006959135194227427
VEGFD,-0.03173263850866305,-0.019721821655945857,,,-0.014616152506959832,0.03331543714631659,-0.02316018460100484,-0.014587768528863076,-0.047391611215510436,,,0.06478101456018241,,
TNFSF13,,-0.014882719491121384,,-0.012202298932560088,,,,,,,-0.016132169420889467,0.01032164779779955,0.009551504139161804,0.0031333760348942357
WNT5A,-0.05094055641308938,0.08107099249496699,0.02553229074568722,0.0012423789471633683,-0.020226595584427156,-0.0015197670204411702,0.024865963548534837,-0.04697357638777175,0.012280941532327092,0.05245668827868694,0.06725361142293729,-0.03009179487268082,0.017270087168841153,0.07976573841098455
CXCL8,-0.06038651480128459,-0.007339564972048753,0.007163333492869539,-0.017356978800761657,-0.013611196745920415,-0.02010812872161482,0.028065630456032296,0.027866732770147857,0.029586494706339585,-0.04394585099631083,-0.01893750610896678,-0.06761262597893677,-0.012849850899875793,-0.07536201223025239
GRN,0.0335371128541215,8.250612070066057e-05,-0.0463921253651974,0.04173540257456589,-0.007415644555844223,-0.09703579304657495,-0.012567141641629217,-0.05792800347941968,0.0037156031896583455,0.0523071320189184,-0.0476430518656222,-0.08876040667405062,0.01299033052254806,0.03706926386055594
