,UKF260,ZH8811Abulk
BMP1,-0.02396205931652561,0.0063671354177065416
NDP,-0.050185169252889496,0.011983795579188201
RTN4,-0.04891674177019425,-0.07929089377520494
HEBP1,-0.023828182949358356,-0.0038510826580395747
WNT7B,-0.03648161943963097,-0.03299707517658016
PTMA,0.0425509411070233,-0.02797149923136742
CEACAM1,-0.013668941891159721,-0.0184898886987867
PDAP1,-0.011851441004378233,-0.043002724454038695
QDPR,-0.07607479012822936,-0.06870566335092106
POMC,-0.027505143408881393,-0.025454352702509526
CCL18,,-0.03383626951081908
CCL17,,-0.013117681096020134
VEGFD,-0.013077669691142551,
TNFSF13,,-0.025170859717333762
WNT5A,-0.046295755644993594,-0.039171859035004024
CXCL8,0.16072007714703582,0.11212465918142767
GRN,-0.049121451787821395,-0.016577337863959804
MIA,0.001371308084883387,0.04027849830660038
COL4A4,-0.03976748045523402,0.02860449738299167
TAC1,-0.06309402220140778,
RARRES2,0.05141824566416259,0.11127235149280286
FGF7,0.08031195955585946,-0.02947500225696697
HBEGF,0.1093200343620244,0.006779445383842504
CSF3,0.2015114893775685,0.1230301011624673
PI3,0.14511742588857937,0.07932158088327589
PCSK1N,-0.08795199948841921,-0.07278380085004896
NTS,-0.0035740675190081696,-0.030602184496737263
SFRP1,-0.01491935636823989,-0.04729807268105198
CXCL13,-0.014785272689810038,-0.029465001243119685
MICA,0.0940126659255516,-0.010562782807323926
TG,0.05300561303102612,-0.017430118568376427
ADA,-0.037787428539644535,-0.012854602020112505
LAMC3,-0.02984120988382764,0.02363633850245546
CCL7,0.1682812258834074,0.06834598962032787
NGF,0.176647079441125,-0.022706165347873772
TNFSF15,0.08572037402165986,-0.019166663150746437
HMGB1,-0.07064194664909978,-0.03206099916487556
ITGB3BP,-0.053914682795529925,0.06253394639017482
AANAT,0.10090860609378939,0.007724020435902503
RELN,-0.03936994734330125,
IL15,0.007852136052791224,-0.03159849493337038
UTS2,,-0.014687679734951258
BSG,-0.05610385166145615,0.10850811411908191
ADAMTS3,-0.005301418035499537,-0.05189764483104674
CD34,-0.061774245185446754,-0.03208107029918035
PLAT,-0.001965871829735588,-0.10156917675744678
NTF3,,-0.05451796688993234
CKLF,-0.007766850617957655,-0.023842466456893564
CD24,-0.05749193511247098,-0.04862177149003494
HSP90AA1,-0.06824816189882746,0.06665879656521516
BMP4,-0.025379334205108944,-0.0007280108724814368
SCGB3A1,-0.015573892392288204,-0.02992393000148181
IGFBP4,0.13050599341880728,-0.04066427516176481
RSPO4,-0.017974803437316562,
LEFTY2,-0.02789967348359724,0.08818322382184494
ANGPTL2,-0.05742072869917672,-0.10856554845314263
LRIG2,-0.015524836495543568,-0.007299656407116843
ICOSLG,0.10736001836508258,-0.018635721530302535
WIF1,-0.012032760068213074,
NPPC,0.0448164116864083,-0.029349402403575326
LYZ,0.019131375683830252,0.012978884504441316
EREG,0.11196729746342193,0.0024578784173177486
SPTAN1,-0.09617049266031343,-0.08607012238944632
LIPC,-0.017402568210716993,
COL8A1,-0.05762703351446927,0.03084247121101958
GSTM2,0.008500231055861271,-0.017993578723915587
SPX,-0.03490248966725282,-0.019822501091693194
