,UKF243,UKF248,UKF259,UKF260,UKF269,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015533294189106124,,,,,,,,,,-0.006763009102488202,
BMP1,-0.04819261727496673,0.079066515544026,-0.00945331398350171,0.11564774592718391,0.08016524149226806,0.027133734241820074,0.07154883617448235,0.05843363860014645,-0.00991506366493316,-0.01234072544527835,0.0758141483510174,-0.0021361730544071627,0.0013061450797581759,0.05239711777636638,0.07633509814696243,0.031970119045269606
NDP,0.03792507313897284,0.033744287489228815,0.028295987300418907,0.014906259083710143,0.0166316353421717,0.007104185215232431,0.07310635507849982,0.017816080464035357,-0.06664871677505481,-0.021585923771816454,0.008671875132399217,0.040281924993994286,0.05052895537678446,0.02491439045132996,0.04339093641094815,-0.04639680187572771
TNFSF18,0.023509547929681643,0.020852508805433895,,,-0.023066475548552394,,,,,-0.04352269688758497,,,,,-0.01329461637020287,0.07681346978399119
IL36G,,,,,,,,-0.01579520492969711,,,,,,,,
RTN4,-0.050391395851670184,-0.01204226365217102,-0.0009941243091514753,-0.009878289654340865,-0.038606328195249465,0.018633848673379413,-0.0811837590423451,-0.022521533868828224,-0.03957334590557492,0.020414274215805567,-0.06718810153047307,0.0034156435192252825,-0.045084668132466345,-0.02623360098039058,-0.03974329711458057,0.02695371683417722
HEBP1,0.03632855341272556,0.02484023727650112,0.018790693350104345,-0.08054638580044506,0.05946586529260063,0.023495430092494524,0.03368568713484766,-0.0009799054632894494,0.08144186180418644,0.015186149505104113,-0.010050356652306813,-0.026866430955560718,0.042561541252116496,0.0042725419802881045,0.00493814913651155,-0.007104413528153688
WNT7B,-0.05680636035476207,0.04023633682136361,-0.006316845991550246,-0.01225276679607763,-0.015013360700991409,-0.012031756191589638,0.0564816595439825,-0.01736075047925838,0.007616197715833576,,0.23681759616657888,0.0034691334320244315,0.05202603960770256,-0.011048830370314134,-0.050695005788427394,-0.02178596688299803
PTMA,-0.03518242481373233,0.04447888195127979,0.006344388918735152,0.048817052715557675,-0.08189914562045926,-0.0162548004382364,0.15505829378745092,0.03535540554784324,-0.015302104148101002,-0.0031873078265396925,-0.12711635366551044,-0.018928418963288954,-0.013608597794417457,-0.07391503115586834,0.017149377295444176,0.0704099473386922
FASLG,,,,,,,,,,,,,,,0.055746206299294415,
CEACAM1,,0.0020424225052705523,-0.0031239647170127646,0.13358079674305795,0.035989503377314984,,,,0.027768784487917402,-0.030603842339149787,0.03178063453057574,-0.034908472623479674,-0.00374538660427299,-0.029471345425006738,0.006773755158171447,
PDAP1,0.008416712307680364,0.009975232518427208,-0.01899351550162842,-0.02976498770214644,0.06431428064295804,-0.020702643831388673,0.1217479212910981,0.0032672001017678034,0.00654960862107393,0.01778043221648935,0.05483873847281292,0.022257327906031757,-0.011991109841513121,-0.034552325280891596,-0.02673299170424554,0.010815861981645995
QDPR,0.001455678292193564,-0.0707786804554476,-0.0007384917095942487,-0.028851612324595887,-0.0617373159952142,0.027609671759991714,0.08393835807779562,-0.002398063637533513,-0.010523722980497925,0.0517626226556702,-0.10662628503090091,0.002759850592585171,-0.006492179517031834,0.05087252814535298,0.03922010533755798,-0.050138966906954706
POMC,-0.033213858161473785,0.05274561125759389,0.04340151580299439,-0.029302351846610734,0.004045551970944369,0.13207994173028684,0.021227415882596034,-0.03384139585698989,0.03560635399440957,0.036347246275172225,-0.006755724420932116,-0.05479645350450926,0.04043716379003373,0.015011641647947539,0.07808927578761801,0.1366399640037256
CCL18,0.041059890189154145,-0.03246042446905621,,,,,0.17845785514358645,,-0.046925082088712274,,-0.02348427414445315,-0.048903976965415444,0.06820542065994652,0.009645565337116895,,
CCL17,,,-0.018424766853648338,,,0.11995360711729185,,-0.014429368128994225,,,,-0.0247658717087899,-0.04488861751815618,,0.038840028513539016,
VEGFD,-0.02103978118445412,0.00944766507622854,-0.020527224916817646,-0.013932175263622844,-0.026022434476063575,-0.010923419058336818,0.07318586765145743,-0.015464400749521408,-0.012492003331042554,-0.04160525301274267,,,-0.005173657872439447,,,
TNFSF13,,-0.02449568573178596,0.009586029724582307,,,,,,,,,0.042353902914829426,-0.00545385567582238,-0.03309434566799491,0.1704689086250567,0.021262763092666156
WNT5A,0.004492469518807505,0.0071155427421974934,0.02921659157691051,-0.04601683491882019,0.0074492591712874996,0.05598941520363882,0.052489787013395,0.03591696603233497,0.09002936623273698,-0.09080136688933631,0.08987635159849221,0.03492656113209462,0.07999981176680648,0.013013847140432366,0.041495380799652044,0.15442403310872552
CXCL8,0.06617063314755926,0.05315800046848275,-0.04766220228335415,0.04533427222307874,0.06480500300634914,-0.010172362793174277,0.058604585613896774,0.024057788635863848,0.16176903271207638,0.13186794316400413,-0.02446860997793851,-0.09834396559902876,-0.06527196839191372,-0.024014457299461986,-0.029292069388165008,0.06846498285963006
GRN,-0.012137345512785455,0.08698977270765137,0.01900454836693128,0.028563380047994844,0.02971705705535474,-0.00013693727096167606,0.02333709558103952,-0.012951983648931811,0.11356256815007316,0.07963381477911716,0.10756740383206821,0.0748683487584275,0.07590144904630908,0.08490008642855473,0.09745005978614803,0.08245091583816465
MIA,-0.03189072536547273,-0.026773502513239813,0.018894135158716834,-0.00275261089886541,-0.005723700395662724,-0.012423088728224566,-0.036320905960345554,-0.02117920552222667,-0.04012384161662308,-0.012423509022675236,0.09288967396774457,0.00926689041676867,0.0026609437864964845,0.055621427598134196,-0.00427974363215777,0.004514034819380093
COL4A4,0.028462546381701075,-0.0292582388111625,0.04346532274908614,0.009344615063998632,0.08270281597378205,-0.007053423334251437,,0.19771482184322856,,0.026398508621969286,-0.02969146025687357,-0.02264379273696736,0.020370941194730065,0.02233673808201883,0.1205035347278809,0.11751089301173455
TAC1,-0.03325629786490158,0.031991579992131855,0.014333905677228587,0.024797855986907577,-0.037833549128226326,-0.027814267537969763,,-0.03640935755573723,,,,,,0.030969912504156087,-0.021303854520955953,0.049067994907136044
RARRES2,-0.049157346460068536,-0.0392809284241271,-0.010349843051535421,0.027410920646975888,0.08002456895107393,0.009699374790319685,-0.034249635870091555,-0.020688053127810507,0.07905408986052032,-0.0840778956696313,0.015617847116805507,-0.05468780296352916,-0.0017270453484796824,0.05102132009704811,0.021591867146536336,0.025927459546237437
FGF7,0.023535792682676828,,0.024859507685894237,-0.01274408462568511,-0.006014191088251136,-0.028955105401469318,0.08664315397485119,0.06445799640592027,0.05174133075604076,-0.0440619160016826,0.04317222717853144,0.006156823234244032,0.04285162066698898,-0.022850562859761437,0.04374393491873681,0.05438900082899756
EFNA2,,,,,,,,,,,,,0.02878470666808003,,,
HBEGF,0.033289307272547274,0.1017426586419024,0.029804866308849973,0.057691639937069286,0.008391660400869671,-0.02805238750770851,0.15086332173304812,0.11776668697794387,-0.15290128248673876,-0.058900249271100345,0.10558021353749852,-0.030353003988743466,-0.01072515099020079,0.08256851791068039,0.01594478304052315,0.03567819541259257
CSF3,-0.03702111131749243,,-0.021960715578164317,0.012051961794961432,-0.016194414531400563,,-0.030769130027748268,,,,,-0.006461726577814582,-0.08281040910798847,0.015391493525554212,0.021853625530207206,-0.01775347990260753
PI3,-0.04385702698009308,-0.02375812264449064,-0.030466236002772276,-0.02426816233276833,0.002817636112336515,,,,0.052681532702050386,,,-0.0026623527263106733,-0.059271305917496395,-0.0343719223093291,-0.04428081309447886,0.05330660842440549
PCSK1N,0.01571167584748115,-0.03823076347409716,-0.021982979364303344,-0.06237051105071871,0.0004364642377332595,-0.034711101528096776,0.04437124615874144,-0.038225898042529925,-0.03386839076040208,-0.07950244845848214,0.003877678212144512,-0.035098605027802,-0.006666013311168736,0.03299527224970175,-0.003242505251293869,0.017417803262126937
NTS,,,,0.10400262646525671,-0.01990488350731735,0.008035029838379825,,,,,,0.00018276115286012035,0.050471818422262865,0.0095163171011884,-0.03959400525377895,
SFRP1,-0.001711152766350254,0.019835074127942543,-0.016076321263200986,-0.015894199245875415,0.016677655809345358,-0.014891941477517613,0.0783238634076094,0.037270348854919026,-0.11031696640797967,0.045604649632297864,0.01520451545227343,0.0632472597166058,0.003311404761084147,0.022231464775188454,0.04829370692469117,-0.011419510333569331
CXCL13,,,,0.007354554408979691,,,0.13395618788206023,,,,,-0.05562922557309568,-0.03219135908479646,-0.008240380844078028,,0.06997170091225395
MICA,-0.023269998530997895,0.06883191321023588,-0.006716451714370594,0.0465660786152021,0.02910142638550202,0.04782956744215215,0.02922480864780282,0.06397908445368494,-0.044094150726135505,-0.05104311612241777,0.092612499884445,-0.004476077692182219,0.09438947615719577,0.03461072430880599,0.042849040038849394,-0.06209221977555998
TG,-0.029511734725584583,-0.03805875426282178,0.10048671361733125,-0.03371098665856201,-0.019545209457920053,0.17301782931982315,0.04607812682994893,0.010030188062406022,0.09998372519062736,0.0602673744434573,-0.038237888880120106,0.047039491463663236,0.015477355829860125,-0.013489402134458145,-0.0377237062667492,0.020635221877572742
