,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.015413676383247234,,,,,,,,,,-0.018872400392429517,,0.006238482090046099,
BMP1,-0.001084369798984941,0.023290183234257224,-0.039653694024044325,0.06811254308299856,0.04770659781236474,-0.004786566880905588,-0.02029949090472153,0.028102430275351923,0.015238122002892462,-0.011277356509180991,0.025693295027563443,0.038135177508728565,0.03964176846456698,-0.002657335775258346,-0.05744827628408139,0.0019634070889619553,0.048591780696072485,0.03481705114897507,0.030966173651668344,0.0002522114478571001,0.02385652802496721
NDP,0.0029874511154256347,0.05727262190548754,-0.04788150362437541,-0.013467918240223361,0.0024548584502136735,0.01953356045384902,-0.0036125783343549274,-0.039172830588727295,-0.03021992166769842,-0.001368377866466665,0.06630940002355404,0.03438438651427258,0.041795716843369704,0.08957145407342253,-0.03777429036617204,-0.04415231280327366,0.09491003445020865,-0.043854031296869954,0.002444549248483101,0.04006580515004417,-0.02492178844857789
TNFSF18,-0.018422627514090958,0.03351256457901091,0.0215758054156046,-0.03702537056140117,,,,-0.0004039183318686252,0.11418363175076875,,,,0.02366934047145429,,0.007350148712265543,,,-0.0194627734072833,,0.02920226822517749,0.01906594708072558
RTN4,-0.014216936150391928,0.01254080242255493,0.01010058821246948,-0.002909747047945222,-0.07570455444225935,-0.034258156791754105,-0.01595273817226513,-0.094435763944286,0.017629310190115887,0.04900313443794295,-0.021318820144806617,-0.01692960985191956,0.09419368748711653,0.07148153227839214,-0.028052859958489763,-0.010776121290841377,-0.06342507635270263,-0.013459403248824522,0.06308512174498297,0.043654876294873426,0.09788876367963838
HEBP1,-0.004780716340117091,0.031229309142191367,-0.027520205655306416,0.0283653877748838,0.028525005353484487,0.04375523718429589,0.024471585320620416,-0.0012851860936858117,-0.0037510572244992824,-0.03865569239893547,0.02055434684923096,0.013232350945233173,-0.03330993591587145,-0.026034790447898044,-0.09990646321740745,0.011593174645984625,0.08938445990928397,-0.021343194490529193,0.018362648660916157,0.02831360697399579,0.07198218746848936
WNT7B,0.10166061584031914,-0.04965489166372625,-0.0407842863123984,-0.02764764067265605,-0.03207726054151189,-0.009058322054218675,0.07742022849430723,-0.020058431564857895,0.015296816874688814,0.001672522907284354,,0.012938657582118093,-0.0312783598416724,0.03399112067712321,,0.03104164339468836,-0.03626264655709962,-0.040698233692029066,0.014090716663044,-0.03698052886664483,-0.03134628595565002
PTMA,-0.0007910420604656645,0.00018739251921484794,0.028030535493194345,0.004116022663421387,-0.0775236359842952,0.02028184752892412,0.027686480826482954,-0.020289332348459678,-0.003099654173408306,0.017033844032150344,0.08867356752310457,0.06964561406186032,0.07246577711460922,-0.09283191327324769,0.06629013474235758,-0.016675940356365337,-0.010459681413278887,0.0316157618862052,0.11111869291311222,-0.07059876990758343,0.047043542640794606
FASLG,-0.01622976241528582,,,,,,,,,,,,,,,,,,,0.09708686100213136,
CEACAM1,-0.02253516715142848,,-0.01754054360058975,-0.02121790132265087,,-0.013309419196788082,-0.014122262492033088,0.13783990753066247,0.011908044533143371,,,,,-0.012982170586244518,-0.04088563860128191,0.15385724295620537,-0.01702547423982005,-0.027965973445220154,0.001981300629081387,0.09778610309586538,
PDAP1,0.02754639200380093,-0.029820912295823357,0.02024151629425228,0.11461580873016233,-0.04155672560912909,-0.010571184464412605,0.05026733054459299,0.10160417584343176,0.005146358003711621,0.01835957636942504,0.0037112511151641573,0.0649900987690164,0.013183815554832199,0.03918817709401515,0.11121113582688787,0.002008115662744462,0.0261337717566131,-0.0932088896815103,-0.006775210329290659,0.016160378532200554,-0.016281704382543515
