,MGH258,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
WNT5A,0.07755499965239913,0.027994977721975605,-0.007287856560309357,0.12540421402825158,-0.02103018305389893,0.06926219172430008,-0.10163581353503688,0.062381802381212104,0.02730570287112891,0.03853281992399411,0.031137685639972996,-0.05093390087711868
CXCL8,,-0.008344183214021094,-0.018483340846185012,0.07695330159029148,-0.06913129260694992,0.07647131761571123,0.013794866311101956,-0.02049661790315015,-0.0576209152812871,-0.04164058008321622,-0.024524661635131628,-0.09965293057369735
GRN,-0.08422655744534072,-0.015410212015755403,0.026480311662962237,0.1386188778349287,0.0024384154278961267,0.02646090676602074,0.08753682050235241,0.15030461497263292,-0.017365355019416287,0.1538755362895418,-0.06645879719981525,-0.09633416512938847
MIA,0.04708670519251374,-0.050023585142586785,0.0023784658220034633,0.11463922627810384,-0.05675897489095205,-0.022049510902932133,0.1292550344075777,0.0517713809345488,0.04923254300381305,0.03226395592655273,0.10645386136940795,0.0009685484439420844
COL4A4,-0.02285712924575436,0.05074362472540922,0.04859384654249835,-0.028068023464928555,0.06753338617546785,0.05759102790480282,-0.055808501296810316,-0.04035906702416117,-0.0220236118587876,-0.03259087176430812,-0.010748173181445045,0.0018009628655306482
TAC1,-0.01973636610253111,0.04179115868213945,-0.004658254082302788,-0.08691963225954909,0.038087600425252194,-0.02946673179709149,,,,,-0.03327117817374445,0.03757436073140203
RARRES2,0.08226642132622175,0.03097756647451257,0.0415801921154145,0.14840578262569712,0.05739112810840078,0.004109950107484784,0.03794205578450859,-0.01904898944231862,-0.03353026543049365,0.03662075973736142,0.055809648076151804,-0.02380385071814454
FGF7,0.025521890035408935,0.06865474394707866,-0.013105092604239234,0.0651688199008029,0.03332148227369496,0.002366350318073867,0.04578581419405821,0.04096871764671835,-0.00492020651921762,0.009919543469074647,0.05531337395395014,0.06289084703873646
EFNA2,,,,,,,,,-0.013073032541379103,,,
HBEGF,-0.010391725660283188,0.004951081139780375,0.07520538041162195,0.11494405735554888,-0.02686700869994006,0.03389059863743836,-0.032018215193295785,0.09928262438977245,-0.03285818261819794,-0.029973878392350103,-0.059729380399641006,-0.03847715984374961
CSF3,,-0.028315883830748106,0.00796892900978817,0.026545138140203303,,,,,-0.040390406152107074,,0.03692465788785757,-0.004644567706637385
PI3,,-0.01753578129986471,0.004925825499993046,0.042438810222306424,,,,,-0.059773849369373445,-0.004331621964455183,0.03953251525857344,-0.041296668325352025
PCSK1N,0.10502686011717002,0.00886087005106751,-0.02476585497791414,-0.002552101919984509,-0.025027182562515907,-0.03201993652382354,0.01023419416032256,-0.02028094295321356,0.04565547206738263,0.09900015093208527,0.11096597519339567,-0.031721452152807465
NTS,,,-0.04793679844031123,-0.03649925383278903,-0.03444165090706903,0.004055692273414422,,,-0.01592700936825557,,-0.005865370486750036,
SFRP1,-0.028716911215585592,-0.020728616228116368,-0.020478565868870802,-0.043518388836455535,-0.019263299101694623,-0.03776604959943932,-0.03351764712405486,0.026142322264779663,0.024506892763546066,-0.05872327892011095,-0.03854275893476828,-0.05928991309026676
CXCL13,,,0.015238564340901303,,,,,,0.030239260278210323,,,-0.010632511284100815
MICA,-0.06653109514417158,0.0357857497765923,0.009468074597921492,0.09663236404716741,-0.01272648909396646,-0.005864176249081138,-0.05263632121998018,0.10933142504207509,0.005970539133503299,0.06676915359093201,0.053586824066190565,0.04614011494701817
TG,-0.022857124094812283,0.005056913764348259,-0.03488445874181318,0.01839457793594557,0.028605839337745936,-0.027331125816222417,0.013020665577805584,0.1081143197861431,0.022802130735081624,,0.02209718415673083,-0.042480483854693725
ADA,-0.043876024438298245,0.0835261150475354,0.00016121086596519848,0.11812014065706303,-0.022878355239662588,-0.016345572280138512,0.036501430772219234,0.06809611397027052,0.05944815576729989,0.03175506809215816,0.004717319674683227,-0.0035247440301648084
LAMC3,0.04303306413227454,0.0017747850767342388,0.04901325363805466,0.11767041131225135,0.011504360882044819,-0.00046383915227746507,0.049806952435489764,0.06259808617815263,0.06916261336130036,0.1122937594260371,-0.022068584675231148,-0.017472665108089556
CCL7,,0.14200052944650307,0.09504790816035434,,,,,,,,-0.027922856684134394,-0.08047347599941075
NGF,,0.030290698910386066,-0.01592954189963108,,,,0.013266604570925251,-0.017658504270073375,0.11373352053475433,,-0.05630965908192197,-0.05385918438856835
TNFSF15,,-0.01800952070233391,0.017749173796171986,,,,0.04569387337993452,0.01848431974764971,,,-0.015311402284969704,-0.05259689953423076
HMGB1,0.018278126188383835,-0.0050918633174107785,0.029503475911134083,0.14123667818189425,0.01105289871767465,-0.02042560473245675,-0.10293682251986906,-0.07549547498788935,-0.05973202040524295,-0.08431822825956625,0.0629170415230535,-0.045690309895212534
ITGB3BP,0.05347564014676612,0.015366450489939924,-0.02003797067577227,0.15933967570483143,-0.004795007146611245,0.018739156197837652,0.017413704084674273,0.06510312348323426,-0.04186057517558534,0.034779813969345486,-0.016123379833591134,0.008292704797888508
AANAT,,-0.016386823691077454,0.0021929603734217617,0.01737968845838495,0.04945464227333349,-0.013617577558581206,,-0.030509425731001766,-0.01759276102690588,0.01868908181780979,0.0012434300533104604,0.04358834470445379
RELN,-0.018949161866154956,0.05344889014425176,0.03765546151810835,-0.034421950307910856,-0.010408450349364053,-0.028013272991041324,-0.06944601783123831,,,-0.0453689414387749,,0.053864344245244736
IL15,-0.03449030252718813,0.054888729645498444,0.01916158823671135,0.04699934550090233,0.02005336455554053,0.0719521862914703,0.09045313373003507,0.012045279293599892,0.021959412107065215,0.023758825260223212,0.060523027784888626,-0.013698554564310557
UTS2,,,,0.17427153448094926,,,,,,,,
BSG,0.05442087358565753,-0.00903588396027129,0.023083926421526558,0.016242680908707976,-0.07198898201821338,-0.009583482050510066,0.030300175100097974,0.04600658777954075,0.01796965152256883,0.19709492188454658,0.01027423826696244,-0.03957679468066813
ADAMTS3,0.08536229737097766,0.060587137292521236,0.061940533649768294,0.17678114304442752,0.0009561515473037832,0.018473209776055415,,-0.054806491670617165,0.011696811841808203,0.06313053046001665,0.021860445173658996,-0.019391111595634853
CD34,0.021704865323764262,0.018604440739624698,0.00041483445534416997,0.1616396591888646,0.005715228530479479,0.005444111043209887,-0.04383579144169689,0.0744835320605078,-0.006985888184297001,0.09393013619256237,-0.037727243510641904,-0.04698872473740843
CCL23,,,,-0.030478307254583243,,,,,,,,
PLAT,0.030336011434787726,0.021002740442674667,0.039363813332503585,0.1487772727257933,-0.04743190540222032,-0.039180722999346225,-0.06851598919591226,0.13424443250428839,0.07777039216976306,0.06995070785912008,-0.010930795028963896,0.006271726620568039
NTF3,,,,,,0.034462661814088705,,,0.04579712789823022,,,
LTA,,-0.006495579420072509,,,0.01826730478900438,,,,,,-0.02844242539335795,
CKLF,-0.020734330822367354,-0.0624093127951145,0.029154034358208715,0.11377807829058526,0.02269183463336194,-0.041604972271647264,-0.0615386667936182,0.13860122944688685,0.019116817660681316,0.0522197796880574,0.09367700032025471,0.02736509142736775
CD24,-0.014831492324146468,0.040633882320650974,-0.020183233924053533,-0.0194899694616134,0.07019481239487102,0.0904254810610187,0.08536323613253621,0.08508059421045763,-0.007454991357124881,0.015088978694008746,0.019896891676651308,-0.011029028135335992
HSP90AA1,-0.09027397637930071,0.0008341084935751538,-0.02792143657046875,-0.20944834851255587,0.040329393473258215,-0.03082009564229134,-0.08336107283406194,-0.1286739080722632,-0.07779273936630948,-0.08312249712339172,0.007108275945085322,-0.052167192180545954
BMP4,0.05675203528759412,-0.01709630534953682,0.029628515658152332,-0.03370431832142169,0.012468535111997095,0.034083245157559824,0.03153807622220169,0.06897874390368877,0.007061741384631957,0.026294212479902747,0.046187583561454575,0.07214434979246316
SCGB3A1,,,-0.021376993304424014,,,-0.026574798010578736,0.0122628868687242,,-0.025025143771936317,,-0.029187091045407083,0.019426392532465392
IGFBP4,0.08541650097539254,-0.011582301757583341,0.02720235409364694,0.17247099081106257,-0.012562887833314608,0.02653728113809691,-0.042395078125210206,0.087918631623011,-0.025880065090456702,0.17538459000327583,-0.03985665989649571,-0.07133038355660869
RSPO4,,0.00732995390766471,0.020168145224683017,,0.0005936439427664185,0.018769813417269184,0.04958438824038243,,,,-0.0015575942728904201,0.062456147707476074
LEFTY2,-0.0021428651964733084,0.026497705015212036,0.03850098486654744,0.1836173426005207,-0.004115130418584106,0.019914584188659986,,0.06364307103710747,0.09182848084577093,0.08909145106338272,-0.03985381174534697,0.02564684104783726
PF4,,0.147753308921942,,,,,,,-0.011982339412380754,,-0.028615691461185054,0.04357962957356403
ANGPTL2,-0.040111978134531566,0.04107307060630488,0.012844869224933443,0.1110508265920588,-0.009465705522996392,0.0038861035684635723,-0.015376487782994504,-0.006993370344798144,0.03873692779715275,-0.10144617580679002,-0.002362404697174466,-0.05610519031216592
LRIG2,-0.004756745557482668,0.03809198659215278,-0.009005442815891216,0.10171224959610202,-0.027309526484610613,0.017606727719695577,0.016392701000129573,0.169416128610227,0.0183404367683827,-0.03355786508591271,0.05250583695537382,0.03202367724183254
ICOSLG,-0.00024639155163545096,-0.05196073865808582,0.0241241866229952,0.08750690905526369,0.023139351107701912,-0.027120634010530928,-0.01640735198057089,-0.010505717719612923,-0.010172740280311053,-0.006876469833936737,0.047945558234567795,-0.06573155559541644
WIF1,,,-0.04556090842709184,-0.08856403084239603,-0.022615470721064523,-0.050008260355034584,,,,,,0.01034722555024705
NPPC,0.05215667648136419,0.11231051334659167,0.03835460373225669,-0.02709606576318069,-0.01812086996252838,0.06142540825665852,0.02244464099915656,0.0031093722699875657,-0.022671389464325356,0.010844060057501787,,-0.036016615962561935
LYZ,-0.05124185245946889,0.009746636716253974,-0.008398613367042684,0.12450562740040609,0.050660669621827026,0.02977677389135957,-0.06547394386076788,0.003652045129901842,0.03763745948340534,0.1369060822486222,-0.010611892639612428,-0.1188141583993092
EREG,,,0.018590285728020867,,,,,,-0.038074397583506336,,-0.022944931193214512,-0.033000170240701364
SPTAN1,0.0637266132887256,0.028156899137751053,0.010339359588664136,-0.059368547461117784,-0.013356148654039777,0.02699143793905434,0.06290620313280566,0.13943897565714322,0.03834571873571759,0.012027834474894665,0.11192631178705402,0.05026487468876055
LIPC,0.002565517834164181,0.02011088716768589,-0.02388706527242294,0.061163792072773976,-0.017809798152938427,,0.0039847999409534166,0.07033542326258828,,0.03144584862938562,-0.015786134954638376,-0.007526221472834636
COL8A1,-0.014294904837427963,0.0006619216186404243,0.07954323247809532,0.1011166729190958,-0.05248259157615852,0.016160057351112915,-0.04058918156149623,0.1282231333949254,0.03936936583931418,0.10389728302017105,-0.05423857803250415,0.06925289783530512
GSTM2,0.029841900452496906,-0.04815485547944717,-0.04836769241702277,0.00023202641199465384,0.0023091092893598995,0.06237917384388391,0.029738065550836627,0.047664296550841374,-0.024225415714475222,-0.03539537307646662,0.036803402957678664,-0.03564493956515197
SPX,-0.05859440568451602,-0.004725101010088436,0.01838831891184135,0.007127102083546929,0.016947949105018803,-0.03401868732761331,,-0.06787206919120223,-0.014877605946164439,-0.12291144040530576,0.12340509267947455,0.10952918028379409
MFGE8,0.027429040402052258,-0.018820910424590966,0.050911362731344105,-0.0013394013688336976,0.00014480843533975148,0.032864058866483935,-0.040979219886071803,0.09960672594342948,-0.003427367021355194,0.14644748203858005,-0.011695252883326483,-0.10184627034615093
TGFA,-0.04619970141973004,0.06534380879776533,0.06573224771475322,0.07001454720218932,-0.048970266691790096,0.002138544150135422,0.11129604931172034,0.0371351983800337,0.04998294962361258,-0.06854109276016142,0.09279783893430561,-0.005792128250888505
SLIT2,-0.023523295221276438,0.07631451329115452,-0.004531256377257865,-0.04783200957364832,-0.043154526082357744,0.078450687756916,0.003345364111690038,0.0547890780345935,0.042693796357254565,0.005355567190232197,-0.0895697979609981,-0.06426921734068147
PLTP,-0.0028160516051503495,-0.003661754132969238,0.058539582363148074,0.1916653630361484,0.0664749707455794,0.05244763484395505,0.01710178713258686,0.10561992857464468,0.01505074191302185,0.18718442564167703,0.07835766709303935,0.02151742831915337
APOD,-0.09236309250784272,-0.037686498843895445,-0.00250707522385195,0.0550675162921857,0.010537466623362664,0.02408375456060525,0.0010246396112731846,-0.17994525969073719,0.09839201301556944,-0.18194172555600163,-0.05152957884362612,-0.008045608678279154
B2M,0.06707771677609765,0.0055121206168367775,0.028848364540989647,0.2081978423589529,0.0930171795131536,0.060140695948637496,-0.0029620869025431206,0.0804263896329409,0.009051060261814231,0.15882223101430704,-0.10812984214664574,-0.0777143896841978
OMG,-0.0509644299961067,0.000648889892580516,0.0008218096481412469,-0.07901678538622181,0.026480682369201675,-0.02330814643039852,-0.016416973682165735,-0.0593636426136762,0.07358643699154596,-0.11203575336459565,0.15192884159473433,0.014913402517901948
CXCL3,-0.018406914528116967,-0.001147834950295362,-0.012698422280138113,0.08846999874067794,-0.039430086784218034,-0.028429412420089433,,,-0.04918001007019327,-0.025547585068416742,-0.02407792164250519,-0.04593794860808924
CXCL10,0.02377810537308063,0.027486548122821988,0.003983641841981826,0.16920044687234922,0.05041931900505222,-0.015155545006495111,-0.008460251741584384,-0.043375924922450924,-0.01607179079012265,-0.034418046518225484,0.0026859295905185356,0.14708343872137009
RSPO3,,-0.016386822480276713,-0.008420213458190952,-0.015309810984981857,-0.011428916621995803,0.0017890013033952969,,,0.08280068538534195,,-0.013745054513388769,0.012960569076484789
CORT,-0.022857128877829813,-0.03674870767645421,-0.02899054242737068,-0.053554095898174746,0.10708404900356149,0.06592344496755548,,,0.020204202119452907,,,
NCAN,-0.08684984662754305,-0.03877122262309849,-0.03251856695740872,0.053675661925836005,-0.007145687842991101,-0.03897877646678213,-0.05775553064581468,0.08134110831548867,0.061926681612604936,0.030848579911149268,0.12218653990359549,0.11265253727618307
PRG4,,-0.01617308710668412,-0.017103042431214428,0.0049258385049854745,-0.037453104682955596,,,,-0.01850192780082757,,-0.0345198758445331,-0.015091961439998969
ZG16B,,-0.00281534277972142,,-0.0039123855913640775,-0.020022187967543147,,,0.064479871041432,,,-0.010588054596386917,-0.024452898311271447
TGM2,0.022734966524713004,0.03916569538376158,0.07703482876434399,0.08906342146848707,-0.0009677257666874144,0.06991755241460659,0.03976807751699463,0.05904561293213836,-0.019440848922202814,0.11026631090109304,-0.030635162140962333,-0.01872131597563751
VEGFC,-0.022857130349528118,-0.007932645380541524,-0.026327249702064064,0.04781258487958354,0.014476569465464656,-0.004239108318019006,-0.006495639930905312,0.06320008749908407,-0.025123404085957583,0.04238045243056427,-0.06375288572364685,0.0004870970219000015
WNT6,,0.029620452292005127,0.0084007255944136,-0.03746855977919968,-0.025749771601741293,,,0.016584773687344876,0.048997872508391646,,0.0066850141950929665,-0.025267180354421933
NRG4,,-0.004483921391804327,0.021830837934077887,0.05327092722120061,-0.01582975885323811,-0.03452929656274689,-0.036345800000334015,,,-0.02705875487365214,0.002074146283913321,0.00261669309185422
PMCH,,0.01702957930893275,,,-0.029306937649923745,,,,-0.017592760403031125,,0.01094121748545218,-0.03773447981198842
COL9A1,-0.03637869810653083,-0.02055786096984081,0.01676388331090819,0.04323708706276861,0.05868747483155376,-0.008026929651854454,0.04496249368135141,0.02319605815466252,0.03660066582547567,0.071321046568619,0.08497874231232973,0.007679613927610521
GDF11,0.03179945828548436,-0.0006648035911838169,-0.020551665817112735,0.13356798912934267,-0.012769125295951145,0.005996265009539937,-0.0341303736319683,0.014539051826453616,0.026621639982897724,0.08070740164439853,0.1084884787922142,-0.04129916389329247
RAET1E,,,,,,,,,,,0.06447797410107843,
IL24,,,,,,,,,0.02309554974349449,,,-0.04248045946121411
SORBS1,-0.04561446592244803,-0.016032740820685988,0.0736537061781414,-0.011359784178744371,0.06256393855947752,0.028371312442278508,-0.055741352654963154,0.09785667567446936,0.011400017894760521,-0.09858621441308724,0.07012561350613691,0.012534676716672796
DLL1,-0.023158694601901002,0.024001554499121117,0.005113470210675087,0.09592107766777092,0.008345987287740868,-0.007952236186103193,0.07539228198383226,0.023402288554579865,0.016081273275925463,-0.014155479907654589,0.03201505993768601,-0.026090390706811035
TLN1,-0.022331241141399158,-0.023154334221015448,0.0709104995368777,0.11386139043328583,-0.0116835038733008,-0.0007601601503293666,-0.0025053018973129866,0.09371432502464154,-0.024121318941036224,0.08992717208433942,-0.05071458365949896,-0.09751728695248345
COL2A1,-0.021468689519834428,,0.009337561502482591,0.04782538706574166,,,,,-0.030731701232157006,,-0.0209346672208284,-0.019865241055811663
SHH,,-0.01680649289939102,0.0317928523096659,0.0030704454259932773,-0.06291672933911037,-0.0009302541024279989,,,-0.04163321039795207,0.05882526708782258,0.02194077947015545,-0.04561999686020558
PON2,0.0033518831913332027,-0.052836719320659004,0.01028392975866702,0.14185439777602768,0.03856816744692537,0.07214065237453805,-0.007442878358187085,0.0865964755824831,0.02429223151942715,0.07566150462682723,0.10909431974392839,0.19428687600404865
ICAM5,,-0.02619411204436358,-0.011270687221028254,-0.062120577608431635,0.0931940162924222,-0.03420109884213928,,,0.008377494558398304,,0.0482471665267689,-0.01744869529429697
HPX,-0.024385900339940206,0.04186624520535457,-0.034942005178948014,0.04318837230699497,-0.024198798308213282,-0.02657479530134208,0.013123046130509604,0.0292642796361967,-0.003927244006216399,0.018995031315235476,0.009437886432539205,-0.012550490692105143
SFRP2,,0.07222674497547724,,-0.028068015199915437,-0.007136057703591824,0.006863303896845702,,0.07294009681906993,0.018536225252105153,0.02496041444888442,0.012352715509272036,0.03447343763348312
CFC1,,,,,-0.025198114198902492,,,,,,,0.0263701818551792
CD70,,0.032499861412847005,,,0.001540046410166015,,0.051380766655253124,,0.028444537032689173,,-0.024286817632352062,-0.06675167205051077
HP,-0.020437097659251263,0.018472484126131616,0.07601853760471716,0.08654511675309141,0.04001684137572218,0.06354964536687747,-0.038578212336058196,0.11343584358260016,0.028886842896043312,0.00847814462178867,-0.04238791976599728,-0.044656076940293735
CXCL2,-0.03587756573939793,-0.00137584478648089,0.01662601885494799,0.009023093177623627,-0.0025566956456362228,0.002175390375270952,0.005405462301850106,,-0.052285431148313986,-0.03595368787004273,0.03561800445437469,-0.07707597578593173
NPPB,,-0.004287068601009674,,,0.03083074647766237,,,,-0.03437463661520371,,-0.028743962367018025,
CCK,0.08528601637357662,0.08250876598738083,-0.052269037586211584,-0.13730948616477143,0.06593191888643637,-0.044965250730738204,,-0.014087616559740177,0.028059601933454647,-0.007610296595139737,-0.003159135490783182,-0.029919181787063404
SEMA6A,0.07369698858066755,-0.02294131705075007,0.003920754827502746,0.11063184424555096,-0.01998031997237887,0.04423000848758315,-0.03289776989149884,0.04631806532705741,-0.011116944030012768,-0.0019774557392947213,0.08390369198751063,0.04989744076527672
IRAK4,-0.06633080811106651,-0.03189625049755914,-0.021119418495401707,0.0697147658500036,0.0516871228436791,-0.013309134227066796,-0.003633421295371049,0.06971009821213324,0.027086285727281924,0.02871891199515039,0.08941435923111149,-0.0388572380228739
GSTP1,0.06940368404106861,-0.027730731164011386,-0.0011360498815110745,0.1333708184820234,0.052114214704713745,0.030287805551881267,0.033639926180332035,-0.0433877048256469,0.05866350819896039,-0.031235643619832557,0.11636992149090673,0.045148138000442706
VCAM1,-0.07082392533522731,-0.04019306246677278,0.04683477483641617,0.21329319777272382,0.06460933212092802,0.04410107242125807,0.016829373122659787,0.13949769528913855,-0.017651468771575467,0.0073804044478267905,0.0922214169939389,0.021872987449536425
NXPH3,-0.00564748415109663,0.03317605005893622,0.03262119268533905,0.02856609762798285,0.030489807686633955,0.04685857923108795,0.10518582669755537,0.09508536095459608,0.03418560601340861,0.04489493970629039,0.13366902505223865,0.09466842753462307
MTMR4,-0.019352929875287854,0.07787765289402629,0.00453323605375976,0.00793311486081349,-0.03959225135094691,-0.049970920776729384,-0.038860068249235415,0.06455926185550999,0.013190810783001673,0.0016638878389536953,0.014004545828737704,-0.024362147964185652
LAMC2,,0.02011184411283065,,,0.013175138730624682,,-0.03535222470981456,,-0.015485268537249056,-0.02616163324633739,0.056996768224342256,0.01973855324771906
IL10,-0.023741598622982567,-0.028236087031788402,0.09619133337266607,-0.012376272425572715,0.06755034495850804,,0.07883814382622917,0.07535127574286939,-0.03614055022418233,-0.005397492481385461,-0.0264537562986871,-0.02042478549094777
SEMA4D,-0.06430658979767889,0.03181225928052563,0.03059406728784376,-0.0548261691307433,0.03316318075935082,-0.015452999623504186,0.05086009628203318,-0.06428927595122508,0.08251094557557191,-0.11508506820012136,0.038294192063618414,-0.03036775634451652
TRH,-0.020987231819564262,0.014362634470049299,-0.015032359812278637,0.09537134849820521,-0.01915390816627062,,,,0.02101440690933726,0.1516553431480251,-0.03219516546354717,-0.045834723540561305
SEMA6D,0.002492907154977549,0.029499257943866698,0.009790521573165794,0.11940399087193254,-0.03352284964585769,-0.008999688584493088,-0.021532472074076214,0.05663086811480962,-0.017784390005268342,0.07904934838653051,0.08985748598320858,-0.021519540712755275
CEL,,,0.09924701284874382,,,,0.07499470952478982,0.02118845240796027,0.022128239800815453,-0.010331510593445713,0.02483123077086562,0.028881850225381457
PDCD1LG2,-0.006936553164522679,0.021966064405254348,-0.011757064496633964,0.07389272609109405,0.04381521102458983,-0.0014940495354742209,-0.056765457679826554,0.1161856929369483,0.11709807267892962,-0.007823717674885532,0.06946133723442852,0.013363929509930417
SPINT1,-0.04471279608794187,0.04287525409909536,0.00014967606549675657,-0.021973820608468926,-0.0068362004106996095,-0.0026349992889154994,0.15493277934501504,0.17617091034449142,-0.0022765653607215697,-0.031370526867232296,0.038382122967054996,-0.04046008171105634
CTHRC1,0.06377607438107744,0.018848382745457377,-0.0002265368836294167,0.14624735182776039,-0.04408970274139606,-0.05199503821087344,0.12496307529412488,0.08634330594806541,0.053728490208965377,0.09769278452727442,-0.03357753824408294,-0.009950059939153834
PODXL,0.014471121860936314,0.0056669834269000826,0.06223354617229273,0.1648766367803637,-0.002987598414421194,0.011978789673803447,0.056972208583100425,0.10385009602843588,-0.009393999697935501,0.13901108263065495,0.012818079584487382,-0.0013669550072774406
JAM3,-0.06910005057633853,0.012255581805910099,-0.00936029823803354,0.09585796387743202,0.0066473005873180935,0.025671432806572844,-0.009243899667882676,-0.06694347120140148,-0.020946877319754517,-0.0552208876805945,-0.0619952677378958,-0.02212594474101665
TGFB2,-0.08398530524902527,0.008341842052634623,0.01191821689128952,0.19288974198520648,0.012198173322524831,-2.192437831122038e-05,-0.05323088944591786,0.11646069164524309,0.028444827924692315,0.045078012483257345,0.011191260787871714,0.04417299132686569
COL18A1,-0.004041735111234227,-0.023894002289176004,0.10906450330663285,0.15459430684559503,0.0058566459450553315,0.035504756040611235,-0.03345202518267289,0.07537714796461725,0.005771120509611903,0.11762407102367678,-0.11665652260572063,-0.03514285509434781
NODAL,0.04063796838610674,0.037086177908242784,0.026863450375330233,0.07450136830242343,,,0.032368864200751225,0.0720171675560519,0.06936210459901104,0.0808824690318467,0.026324731754416016,0.0691593885565766
INHBB,-0.050328219161211135,0.03392159240188898,-0.006710903698371514,0.10489931944038987,0.051178467958963095,-0.04553057316302512,0.016524907333189807,0.07559269674827511,-0.042616929976894695,0.037068987470109865,0.1947850734637976,0.07539104952938058
LCN1,,,,0.0461150942388066,,,,,0.10470464286447434,,0.01921689263050089,0.0730605986440812
ARF4,-0.00516539446241281,0.061372963521473735,0.05187444767420072,0.08572835224329403,-0.002078784135571218,0.021498327196964182,0.06602675704281959,0.03936106967957296,0.06174617601063041,0.07623807611728077,-0.0711296706142225,-0.008681169598944154
CXCL14,-0.050390432583338654,0.02814901438531352,0.0005418782891730141,-0.0014922782836057403,-0.01505195079667638,-0.0043596973145167825,0.06651042974687078,0.13413091574629735,-0.07544704105425823,0.16968384346493362,0.041492721379812476,0.1015026130641316
LIF,0.03677989199462448,0.010801289466014538,0.08589142188816015,0.04077321128238886,-0.016158776872175148,-0.03150502652009214,-0.005752823639924865,0.06153094281103146,0.01728715597547562,0.11297560097076638,-0.07513860100760406,-0.057531359359339826
IL17B,,,,0.06991043445169765,,,-0.06476697793412103,,-0.022023613159234623,,0.039463665939796264,0.007414663687467224
MMP1,,,0.009714708550257958,,,,,,-0.022671387994508973,,-0.05636439427060304,-0.06494014757748384
MATN1,,,,-0.007899144502217403,-0.02234160630408558,,-0.04157444087390919,,0.045645600787816175,0.06996967529621263,0.0053400030450068805,-0.026444430749015493
