,MGH258,UKF248,UKF260,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
BMP1,0.0041480013193044545,0.10351999428731877,0.036469565275484984,0.041698034282105154,0.028690485987233085,0.1052261760048757,-0.03275415297588575,0.002783270814166725
NDP,0.022328340771488115,0.03217051275291217,-0.004529064059146514,0.04805935846203618,-0.03671873437287026,-0.037782962701520276,-0.004547579489734593,0.05475236808282847
TNFSF18,-0.018422630021064774,0.04315223617264545,,,,0.03467651767271152,,
RTN4,-0.031749150784583506,-0.032056990718693834,-0.009721081734196925,-0.06427578607171736,-0.05665654383055474,-0.08743785170839705,-0.004915643577240271,0.05702400030178698
HEBP1,-0.05848566767208122,-0.023850814437485737,-0.03820696637087285,-0.017865535182850844,-0.0700727217366401,0.06493464546895183,-0.036222360651311535,0.0009488287206414171
WNT7B,-0.01622976003574027,-0.00723716639957415,0.07218107464986442,0.03495015897064345,0.03288138807673952,,-0.029052866092098163,-0.025133331796205034
PTMA,-0.07614191038981113,-0.0027680158589247477,0.038471596496518504,0.1006352743696728,-0.08012440652634821,0.025063694401516498,-0.10136861683256237,-0.0500415366135406
FASLG,0.10108248198516195,,,,,,,
CEACAM1,-0.022535170218041748,0.07037589320448175,-0.01716092548551544,,-0.04035969093547596,-0.03797085808099322,0.07231028283566544,-0.01769327525711182
PDAP1,-0.026790558076369923,0.006968414668705701,-0.045683840845366155,0.08876755191533132,-0.0059534558937802224,0.10935055536178405,-0.012523439320324374,-0.06851817972489153
QDPR,-0.07202197225169645,0.022175976741874995,0.03227159202924721,0.08430353708208035,0.08943030550231944,0.0683223416895977,0.04835931945650041,0.054729944916824785
POMC,0.010096878209222912,-0.03745709290698404,-0.00254245358406321,0.07170875171898665,0.01712670913461558,0.0726837431074898,0.055636059019821764,0.06245268133452201
CCL18,,-0.0024572398330920176,,0.10820191608866482,-0.05017150835818797,,-0.0008532302751295707,0.04779082761827606
CCL17,,,,,,,-0.01882584225738115,-0.02554135360744526
VEGFD,,-0.019721824781152864,-0.01641860188454134,-0.01837868104613955,-0.05652381240524017,-0.05162054947426436,,-0.01769327525711182
TNFSF13,,-0.01488272184950288,,,,,0.022972544590877605,0.033548932110707856
WNT5A,0.010066433156257283,-0.058798275112200704,-0.07440377863133753,0.027501040496889655,-0.08981165382121103,-0.010456597805866703,0.008217304493988881,0.061163097461837804
CXCL8,,-0.06037828979155913,-0.004708680128994804,0.016700295639388924,-0.037096132305835534,0.1515728769756348,-0.003100092478174423,-0.08463857102974838
GRN,-0.05401161129118412,-0.022023538525050814,0.03223199192143779,-0.025355898396347557,-0.04211185922602337,0.14015573732480244,-0.031871483533281404,0.03042571522835603
MIA,-0.021243362040474525,-0.022303459938452685,-0.035352304171700676,0.03647363436270014,0.07878488383092967,0.0057547086224290205,0.1008692967152877,-0.01580483057044227
COL4A4,-0.01879604502070601,-0.023685743805620017,-0.006844273449880448,,,0.06207533917502533,-0.0027103486228676537,0.07521251598023414
TAC1,-0.016229755793904715,0.023641847562925717,-0.054082514232858245,,,,,
RARRES2,0.05267720385861259,-0.019639667755673267,0.0006509435260442176,-0.036286426904339204,-0.005064774243731856,-0.07212567197327596,-0.015276805319024896,-0.03685903353115525
FGF7,0.05124089180328997,,-0.031436847620189265,0.021286791353363803,-0.0703241734884791,-0.14707701227564765,0.0030834897381195325,-0.0132565442231797
EFNA2,,,,,,,,-0.01681627404345923
HBEGF,0.01382426934052168,-0.0021517590577769395,0.06156558632731548,0.09119636124547968,0.04698273519145491,0.06792336065562336,0.0013194102245209585,0.027420375236203266
CSF3,,,-0.0022728851371278396,0.07550992891126537,,,-0.027939017268873205,-0.06870004505692703
PI3,,-0.020748184587981264,0.017862478134521857,,0.02525164781685195,,-0.07659279486514578,-0.061118164761000855
PCSK1N,0.09036477732011192,-0.008988142308565301,-0.05632742318012987,0.03130191287607933,-0.08371459672473727,-0.051224256516671916,0.01874776976036082,0.02460264506468504
NTS,,,0.09128205116920736,,,,-0.0020067902916884733,0.020457916334798296
SFRP1,-0.023614704640304893,0.0026151402278388747,0.0006860615003536978,0.0426453075122719,0.024726739592612474,0.0018836339640055629,0.047345521037867974,0.025585170409741637
CXCL13,,,-0.018562443599014322,0.07904316318255918,,,0.009024642304478765,-0.04320580183377211
MICA,0.020284244383195805,-0.026696615525779697,-0.034820240670764925,-0.037241800978011094,-0.0524920201901552,0.015988079825957173,0.06869437677756435,0.04710020608529852
TG,-0.018796040784944897,0.038733874657496024,-0.010415953047422592,-0.008940680238609356,0.02209741606353364,0.01748779310612082,0.02825920645438892,0.07180721368256858
ADA,-0.021186913181364793,0.0762474503217773,0.011123269824239385,0.11038880491944122,-0.0827772691846984,0.11018259317547745,0.02746936993154756,0.05903494757341507
LAMC3,0.0021612508846714246,0.03675707797185681,-0.04657919213039344,0.06623340419887408,-0.07907684842056137,0.055656056073470565,0.06137030519897215,0.023407387141524454
CCL7,,-0.012544742632953531,0.03594999888018999,,,,0.03305358714363967,
NGF,,-0.021538700140325016,-0.026269011784788885,0.09463991697584484,,-0.12715940390637503,0.03309877682806293,0.05792127589991082
TNFSF15,,,-0.018221436716539047,0.13460294101717002,,-0.058085912290222474,0.07047820951523587,
HMGB1,0.006401488686085888,-0.0009118629406952831,0.005233414454360818,0.12253952317912603,-0.040514132342576406,0.03502603695958124,-0.06250087404813742,0.07353449879359165
ITGB3BP,0.01720937380958046,-0.006239612929863461,0.025628645965720887,0.046496245499269694,0.060140054711417784,-0.03481885877702951,0.02251291267343269,-0.025359677023310517
AANAT,,0.0011067395651589637,0.07080045371988575,,-0.02963271217474956,,-0.02475304105209055,-0.004384249908228977
RELN,0.044909308661818644,-0.020390207744605895,-0.03416309675238672,,,0.055077378560012,,
IL15,-0.043431917744269966,-0.03966612406370293,-0.02218290542422308,-0.02134014806185918,0.07732581340297194,0.060067961830750596,-0.01550861941000717,0.0012001759194275074
UTS2,,,,,-0.05822664010794993,,-0.02107902607123281,
BSG,0.048520426851296074,-0.025057958643162615,-0.016496472372054025,0.011819075200102521,-0.0348008022539282,0.06385666411974975,0.009250607588886827,-0.0019500630262563952
ADAMTS3,0.11072523036086161,0.006238569202805156,0.009407244499013784,0.0779051798086437,-0.03615678179272919,,-0.002628660855670183,0.05749731522569689
CD34,-0.028181412448325137,0.01073662466481159,-0.014909866947267316,0.038899073890381525,-0.05348478073225827,0.06272508191157422,0.05062639399537666,0.0898042831666531
PLAT,0.08379218870821593,0.01820677853528418,-0.0038642688283415413,0.040327882323403744,0.019269081865667087,0.011607104498568195,0.021890768652099154,0.07713804132576067
NTF3,,,,0.0037595608267109335,,,0.07367887713495005,0.13486434979298045
CKLF,-0.024356485907630752,0.04497596027764768,0.015820934126330895,0.044083128521752044,0.0439005219021304,0.04710289373938356,0.04905120250965892,0.06283534528672859
APELA,,,,-0.03241347316036224,,,,
CD24,0.034899466194392416,0.0003234568018752987,0.028543323154176473,0.05499554020878355,0.06508324340227294,-0.028055383442054115,0.023157031984912316,-0.022313460958878567
HSP90AA1,0.028659842739067774,-0.015674747362093587,0.012761997527953444,-0.05539355477499996,-0.036340885631555526,0.09222924222584479,-0.09603434618179894,-0.10560956373290485
BMP4,-0.019343854690169627,0.0056477674415556945,-0.0318629537409582,-0.040130466128594944,-0.05163995250097953,0.08254868644553962,0.09331694546485433,0.10502563244318086
SCGB3A1,,-0.012544741378496026,-0.019552530765848338,-0.01589419384393719,0.10083816996407603,0.058232582291806834,-0.0015093318103226293,0.019992947738500588
IGFBP4,0.07540654556919674,-0.004289197597991004,-0.03631742032615307,0.04695583989267856,-0.07103619008779984,0.07975668372974108,0.0017792319279175562,0.02308282305622415
RSPO4,,,-0.022566798868614193,,,0.012551470468347195,,
LEFTY2,-0.018610199097672312,-0.010058487711178496,-0.035027160224587184,-0.019881014892077838,0.008803339526936006,,0.012069826666013101,0.0015981643971322462
PF4,,-0.013013155454645703,,,,,,-0.015413279405719316
ANGPTL2,-0.029672275067953457,0.021185579792461055,-0.0013238941720363094,-0.03311442221499524,0.061130765227353674,0.11648698048692008,0.05455792881383049,0.070911777987831
LRIG2,0.06276677217401758,0.02701216539473713,-0.026340317219076488,0.06540071246320289,0.1339493053369584,0.05433744389532663,0.05383178272328307,0.028032496835763036
ICOSLG,-0.023108623387485806,0.00392486484307567,-0.0006761935421264994,-0.012182489549712038,0.04980381408373689,0.09201217703976784,0.09049655102622871,0.06527816162724236
WIF1,,-0.02341506103228574,-0.011053102922043612,,,,,
NPPC,0.033024354441424264,-0.03891714788559766,0.11918439398257871,,-0.07061406430574184,-0.06701720865184838,-0.04212079985430867,-0.02916295794195818
LYZ,-0.04738408490476715,0.007453590584082781,0.02765229433016472,0.027907777537110365,-0.02600182118295998,0.03494082729535381,0.056511710675202845,0.007657072410321225
EREG,,,0.12181972623000513,-0.02324774389418599,,,-0.01754030521725739,-0.006350179593080683
SPTAN1,0.009623015661305016,-0.00402345796961036,-0.046484570306153675,0.08202999040324194,-0.030455923108670218,0.05255653207368254,0.06989277486179583,0.04695274337201994
LIPC,0.13817849758943043,-0.01593152271662311,-0.02184837558742274,-0.029068317348835204,-0.006983147388860805,-0.05740987993256443,,
COL8A1,-0.03206370230437473,-0.006182651660283429,0.031241672144854935,-0.08948178723733395,-0.056522204312965216,0.10142974332901993,0.038883495941202766,0.005830992840393541
GSTM2,0.023363259318848587,0.0052073205460472,-0.04423965431383702,-0.023961720501382438,0.1372563322746069,-0.007196675723020085,-0.02724873030486052,0.014590702275455272
IL4,,,,,0.13158802313935591,,,
SPX,-0.04818378875869752,0.02765718941055884,-0.04381897510487408,,,,-0.02844826581522874,-0.019137556485796604
MFGE8,-0.030381383478398742,0.02480567075466412,-0.04688522470954349,-0.028675808579686116,-0.04918928663732768,0.02513157967870321,0.034036016956285955,-0.010415987988382275
TGFA,-0.05244189992364134,-0.0003106034911372106,0.030803080558023034,0.08262785433255672,0.012518989466193819,-0.01860568024838478,0.03786223610968608,0.026071337282870782
SLIT2,-0.01934385159486279,0.007672877953353739,-0.009632436869978871,-0.028424640118951516,-0.038494585823107864,0.05046617236560254,0.007024582274231759,0.02284389611615013
PLTP,0.024038446465450877,-0.030280260805204372,0.019159107518165668,0.06239222794470847,0.05467544769564337,0.02311572463807762,0.007919163644119605,0.10846333989928073
APOD,-0.0880316514735196,-0.052555119080636585,-0.006200328105494278,0.055960926787858856,0.06274527888286394,-0.004860269088217496,0.08943521399328248,0.06375546082478137
B2M,-0.012178855403281204,0.020018774084434986,0.02021858058671031,0.089202072485188,0.08566091216556242,0.08748183813503903,0.04807521219807546,0.09289866887644402
OMG,-0.012555571795450098,0.005286704540535667,0.004169742785477778,0.14171419353099324,-0.011432506546990946,0.0792099799724419,0.09050865841869839,0.07173012486402701
CXCL3,-0.01513651125838728,-0.03213559561157606,0.035681754264997846,0.15868577679510654,-0.03122408467973513,,0.0030485958087685585,-0.013736730293105183
CXCL10,0.08528313858788793,0.03189346290246275,-0.0038051101086444454,0.13646525324053943,0.18000587547760483,0.027925279921449032,-0.029136224827343956,-0.000503921973825296
RSPO3,,0.1033378967425191,-0.02184836211682742,,,,-0.005929278665793948,0.0009609453811213165
CORT,-0.01879604471815155,-0.03719964362339011,0.028066804739035455,,,,-0.01815009962151371,-0.016129213501144015
NCAN,-0.07257297401983533,0.043116072955317476,-0.031237072437611032,,0.07749954037280629,0.07944160683139873,0.13003569762018163,0.04921419828125847
PRG4,,0.018885544350661268,-0.015643348835999462,,,,0.024291901112929067,-0.023799641532766442
ZG16B,,0.021662575732247762,,-0.026226669352877555,,,,
TGM2,0.04333766194730892,0.0024691530800711493,-0.0006387933068379802,0.044390339726160646,-0.014941112255425965,0.1485157291025465,0.0040517333470376,0.005808250016554494
VEGFC,-0.01879604592836948,0.003764467177540959,-0.024080297563326997,0.023269233818145524,0.004706569570943047,0.014378591576783173,-0.036311853935002546,0.05715238585804076
WNT6,,-0.020240664911688102,0.04729845216754449,-0.02932677732795551,-0.06171094246802943,,0.12231613320997604,0.03882367381938203
NRG4,,-0.011554148379945825,-0.022281904696466726,,,-0.040419862278664814,,
PMCH,,-0.013316777805092599,,,,,0.03309448081921696,0.012743121432509238
COL9A1,0.05230912704615731,0.03789842728500817,-0.03121314243980187,,0.06088028358698093,0.09184040903862643,0.08627918512251385,0.04023752361101415
GDF11,0.006290424899846892,0.021478754689449406,-0.05574480351619374,0.014928621144249296,0.028156814363472088,0.09264389830419871,0.0011775513410317855,0.00993856865699609
IL24,,,,-0.016538447910644384,,,-0.021382530363352144,-0.015167522501994503
SORBS1,-0.003197744910609365,-0.012193924538814816,-0.025497318814681827,-0.030651737703323984,0.060599894302593924,0.08373364276267471,0.023283161515946702,-0.03520492765051218
DLL1,0.01743747054043981,-0.0011824331602865931,-0.002417926900971577,0.054336531425429824,-0.005095651795154769,0.037757936752952026,0.06523687244558968,0.058003621872830355
TLN1,0.02900030670315469,0.023794324914053245,-0.02466844941662248,0.053178579622687294,-0.000699509965404809,0.05202950537245894,-0.01324351735389579,-0.018175425342241765
COL2A1,-0.017654292908429042,0.017961059033596467,-0.013971883634634641,,,,-0.046745014462400036,0.10106991575767546
SHH,,,-0.03541967032484574,,-0.03886814306422508,,-0.03565950812907396,-0.014088808630629451
PON2,0.06018432114011275,0.033847708114515096,-0.05422220857234794,0.08251580366909209,0.05905702223146326,0.0664399383999881,0.058311795069079235,0.09069416444120525
ICAM5,,-0.033810689319163235,-0.03705335595759388,-0.015655673005428934,,,-0.020960686991232227,0.03067875650670167
HPX,-0.02005319547051626,-0.03134725865921178,-0.020888083762917488,0.04447068826996727,-0.043157038783807604,-0.05258244830829817,-0.0376603036810886,0.015910120421186183
SFRP2,,-0.01667826709369396,,0.0774215041064207,-0.0002885982634988103,,0.010908580593194156,0.07824011783912578
CD70,,-0.030470781144144397,,0.08831123251617994,,-0.04386728590119086,-0.04302635700071668,0.013835815075087646
HP,-0.03503004636200172,0.043290660753387694,0.1037628160454501,,0.02916198677758908,0.06995096836196978,0.014972542074349369,0.09543711829866326
CXCL2,0.00967720616859774,0.01820606188815844,-0.012080099838040707,0.05103675185981134,0.09315438821114638,-0.0398200562201953,0.02216141227837267,0.0016193202389881943
NPPB,,-0.016183930516179473,,,,,-0.010227837101592824,0.003465865829754868
CCK,0.06719421026127051,0.03671270960541072,0.029728280871840457,,,,0.033285736154735554,-0.0007232433534366453
SEMA6A,-0.0469222368430781,-0.041915496487631126,0.03389624933900407,-0.036703965642106234,-0.060823251790172964,0.11962241974734969,0.026031293056933576,0.0637568246822918
