,MGH258,UKF248,UKF260,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
IRAK4,0.0015842863835374642,-0.021750526550955374,0.0015937069392763306,0.05620718889301961,-0.012881596024703169,-0.08543886881900549,0.0023607493872782794,0.045279008195536555
GSTP1,0.06645471595045878,-0.009840555174338959,0.026005937021732817,0.01968199653075441,0.07949553651236736,0.056009668883598596,0.05751589239191133,0.03362797923858493
VCAM1,-0.022821390589319646,-0.004565246019780046,0.03966607134613314,-0.0037311471706471706,0.11584252288723569,0.06531463859698083,0.023195752205189057,0.02029595878211201
NXPH3,-0.004613376524132916,0.060313812202180066,0.026045311426757308,0.06872118215588115,0.08250753948148058,-0.048887295592926115,0.13872879725009002,0.027230439456744946
MTMR4,0.03306658464422303,0.032390470544555676,-0.015022137123593257,0.023397036640494744,0.07618955284869061,0.04572140689163489,0.03662251497432319,0.03862166338845766
LAMC2,,0.04158103822793736,,0.05694058405954904,,-0.04041988651056595,0.006495444933563693,0.0008485777141277401
IL10,-0.019523368476555353,-0.026839394512279065,0.02717684652447807,0.07069492229831675,0.027036987440388405,-0.0172519901845509,-0.050035812000939754,0.021969252796339347
SEMA4D,-0.03428948741066148,0.018111713262633444,0.004391780675263148,0.02097465822552532,0.05520973537516579,-0.060777801497923216,0.060174969755953836,0.05345590718291417
TRH,-0.017258377020981163,-0.024642954171854085,-0.013749392794731927,,0.06583236346130271,,0.05882640423109776,0.024254966100851857
SEMA6D,0.00866360214041746,0.0604063479666234,-0.050975932053547966,-0.022286080096281424,-0.022788838457569457,0.024733901588291442,-0.017351947032411004,0.029035793289185974
CEL,,,-0.027126119755825087,,-0.02162369224169736,0.09248539282772958,0.06256569659656377,-0.024762991747379177
PDCD1LG2,-0.024621309313120912,0.04037662916787308,-0.018670952254395797,0.08626257045304857,-0.013973913272782492,0.009320656898453326,-0.01784822133965323,0.009218457272469586
SPINT1,0.0067661876234448755,0.06655788976819185,0.014523084679506524,-0.01904417930142481,-0.0050885215770813865,-0.05645834578594601,0.07065899660293214,0.021958929819583882
CTHRC1,0.056809070690744756,0.0016220253054168839,-0.01733309277082796,-0.05381251706922828,0.03914051442946044,0.09553332515286733,0.05618938614910175,0.0657281912218034
PODXL,-0.012508770265585932,0.005683003931436419,0.0006656519295669908,0.09813768917796838,-0.03328715593749123,0.019098840694109397,0.010958197615141123,0.09679029274848222
JAM3,0.048783985558593125,0.04847486622076693,-0.019289079798197176,0.018055082287449717,-0.07918183060233965,-0.00857373715997213,-0.0012381581437039323,0.03709434555599348
TGFB2,0.00980533089626798,0.001727121664268709,0.007791128472890404,0.05213888156332942,0.028617288180250246,-0.0260887535934735,0.05552288252164482,0.0727940153447447
COL18A1,-0.004288307435753364,0.004605383067842172,-0.061296973360123116,0.10663637760997977,0.010546670377813391,0.06421370109194907,-0.013996387363455438,-0.028034882617345536
NODAL,-0.02730363907548541,0.024833174219859054,0.011409234262445158,,-0.03296150977036253,0.06855264831855559,-0.01814438673107989,-0.01873546319142677
INHBB,-0.0413862765964713,0.03684048759268877,0.033284967057285376,0.06148369886027998,0.0050232463085994475,0.047931380033347695,0.01805374141017656,-0.01506722447781504
LCN1,,0.013484467183812443,,,,,-0.008905811182656317,-0.01769327525711182
ARF4,0.06828218047005269,0.0017833836281763234,0.04703220477402348,0.03295272830816076,0.003930375211956582,-0.06904622938724095,-0.007288089892687454,-0.012029035703596156
CXCL14,-0.07152223287624633,-0.002305784479829184,0.06820084185106534,-0.03615465928486053,0.007733382506717915,0.07607912982575109,0.00704366955594949,0.010506346831942848
LIF,-0.023310681104154025,0.02576329074978081,-0.01122831478070286,0.024932178199656846,0.035468171761689,0.01784804811135611,-0.05538146071219315,-0.027432381281951225
IL17B,,,,-0.009674516211667828,-0.04591676183446628,0.060258896346527514,0.030492640990152795,0.0012868809946778089
MMP1,,0.0014793185017656237,-0.013749389795341547,-0.09309041095077689,-0.038814951967934094,,-0.046745018900109285,-0.029162956051284772
MATN1,,0.04418302348854827,,-0.016538450294468435,,-0.04217414105837328,-0.04278141583779224,-0.03129449615447835
ADAM28,-0.062351701378279105,0.024532478407007195,0.05454846561754161,-0.02063648686854318,-0.04532837820026398,-0.07830319333927879,0.04106114399929703,0.04358455966100365
TCN2,-0.026966934112873545,0.03487503149088087,0.017314118464212512,0.05885412043539712,0.14756759193091706,0.13848294416454063,0.053708771414103434,0.021702473505967667
THPO,,-0.021732475553752354,,,0.015385002459925525,-0.040419906865396586,,
CUBN,-0.007898448900765012,0.026780952580846954,0.0076937165868383225,0.07573352958322355,0.08679434124052582,0.1143693855934759,0.06688116461284528,0.07126977722081612
TIMP3,-0.04404465220379182,0.010434620018311575,-0.02532123462087982,-0.028253476044682656,-0.07573275650360431,-0.06024170146296386,0.040456497485235464,-0.01894058482586261
PIGF,-0.006323465879716141,0.06700662394920785,0.0050453428513155575,0.0365303349624741,0.02181697783072413,0.09432192162799363,0.03582200071489264,0.044817502809009896
CRH,,-0.01488272081047483,-0.01397188619825063,,,,0.04449282047476968,0.02169604291051845
BDNF,,-0.01579960879706365,0.0194695230524321,-0.009678188216879966,-0.009526319530223976,,-0.023456729495597014,-0.007182866371099748
CCL5,-0.05321659048530415,-0.016746656322643143,-0.007769195691079443,0.12484789792733912,0.08286123316969211,0.0039488890567220365,0.05346307624104114,0.06680489094382376
GAD1,-0.02828931982990168,0.03566801414168293,-0.029978488333728386,-0.024776470407725314,0.047615057893994325,-0.04441934213763208,0.009887719042581074,0.06421138531844857
COL14A1,-0.03345681452828304,-0.03010014959258851,0.011091058786227785,-0.017917364615489886,-0.03431155750777459,-0.011412523849772666,-0.02537467667074513,-0.015018929514201928
HLA-A,0.08603673371393446,0.012058585175227303,-0.01265018858368032,-0.030103902419933437,0.0024425936369020813,0.06621471028196878,-0.05764191257809282,-0.046682742843458934
CD5L,-0.03299728985474822,-0.014882719088657393,,,,,,
FGF18,,-0.013466170812705049,-0.019063383487315427,-0.017172387217119,,,-0.03497881801292353,-0.012790002095781012
ADM,-0.013986727025641566,-0.0221491079118228,0.017780556920075793,-0.06186640643072906,-0.013698292271724918,-0.04878507450447817,-0.08119481852310735,-0.105863066028074
CCL15,,0.03013262910410262,,,,,,
GNAI2,0.06439458686987792,0.03603434143273566,-0.0044417061906185905,-0.04531804302703425,0.0665941078420689,0.058136786305947236,-0.013446198844551213,-0.012254097602282986
HDC,,,,,,0.02868367489174013,,
COL11A1,-0.021735676744579515,-0.0011119527645722703,0.005542229338425882,-0.009426393486755485,-0.04594073767693484,,0.007081980651559617,-0.04613238837001682
NUCB2,-0.017931707008175573,-0.04323662387014762,0.06821516674614894,0.03134061171920526,0.0258776579859399,0.04571808562769257,0.038650487521871175,-0.05131695711144705
CXCL1,,0.021323049718503434,0.05009715304015013,0.09569224317322002,-0.046326543068487144,0.042427981545233404,-0.00680884360351621,-0.02367860655945457
VCAN,0.037502834688818834,0.015710325265057893,0.06388765135945633,0.05680905810836195,0.0008990657896999417,0.029899880685454704,0.026374862423623812,0.03144831045263061
MMP7,,-0.02491475044299331,,-0.03404280518507772,-0.037454579491753126,,-0.027324681886028955,-0.005106195707593178
PTPN6,0.0066374572019940355,-0.01487580461401333,-0.02808300752438554,0.012694349747532438,-0.0721932197825333,0.07905237048622397,0.041045439170431304,0.049236740692949865
PTGS2,0.0018447148877675052,-0.03506014959452439,-0.01810479179322578,0.06471675853047286,-0.07339874312943089,-0.038826405140857286,-0.022921099176457616,-0.06967104868404027
XCL1,-0.01685392041741496,-0.016308798195955012,-0.01461997059674352,0.04554562227071004,,,,
CD58,0.05107627887261447,0.027039761840132275,-0.007267621656759554,0.03209575355588657,-0.0030379575095923123,-0.05227918149490265,0.10109666536508616,0.05999756537902258
TNFSF14,-0.02757029978078025,-0.016432795465366076,0.05144367553249429,,-0.0415023222134573,,0.1446166843453036,-0.030110733124381964
CNTN4,,-0.0173968873323147,-0.023184453374730872,,,,0.06545900462481255,-0.04197088482282903
INSL3,,0.07646303373398049,,,,,-0.0026535416733894654,-0.01747789224065595
BTLA,,,0.08098227521266517,,,,,
MFNG,-0.010283331746863309,-0.045930376190793154,0.045836470938152386,0.045983127176452206,-0.07644725896779746,0.08264970987944244,0.044922452106036743,0.03537335475507999
ICAM1,0.011971102554255668,-0.03515960610418505,-0.03489817155817728,0.0023320558071436583,-0.01329026079769251,-0.06743627706532217,-0.027051054102591645,-0.01950214728131227
PROS1,0.0018858401172745453,-0.005729572162371649,0.010802013292719577,0.09382222173781603,-0.027939971267639366,0.0008676286813962866,0.04790596003083423,-0.050781184445116645
CLCF1,0.014000020418193678,-0.002787526928947479,0.035406163195379314,0.0284003875397676,0.045891014564345814,0.009843823008288724,0.021999965640813704,0.006378338141444101
PSAP,-0.06780911386069545,0.012439726239692852,-0.029209732817106766,-0.05800137250936574,0.04367946637923548,0.006845768481020476,-0.023145317600272226,0.025492318821005295
EFEMP1,-0.04762169164728108,0.0029637802786136513,0.005803263952831233,0.028184859543130335,0.03313830974533238,0.01617084350260199,0.027584947216251005,0.06123547930826431
C1QTNF1,0.05810319663195,0.01809750152480058,-0.005024249410116075,0.03029371711277996,-0.12424426879211524,0.01629523557867499,-0.025082087079863924,-0.014324404781834657
ALB,-0.02537318289825975,0.08244533207956663,-0.036002467267475934,-0.01565567815240656,0.002765375377509128,-3.2953398095538015e-05,-0.0260175598977786,0.027391800052065738
CCL13,,,,-0.004646681147161384,,,-0.020771322848173554,
EFNA3,0.02881938615701827,-0.05599818665923534,0.021587187985924673,-0.0006210933115326052,-0.040143834725556674,-0.02458667078291994,0.02365350745867381,-0.041896907500202196
DRAXIN,0.015352606109643422,0.01873236656280289,-0.03622785348351998,0.029765843683784286,0.016658733526670497,-0.07605746062763931,-0.08887707304815384,-0.048689584044345896
RAET1L,,-0.01138107734743244,,,,,,-0.017693263661680097
NPTX2,-0.044101060026154666,0.005327157299961163,-0.010847257068994807,0.04132489009447598,0.015667982161851002,,0.011023582902177306,0.05769232838883849
FGF11,0.05226050009299198,0.007445555411680461,-0.031154437792208334,-0.03643160607936208,0.07492400130317507,-0.058059977311985346,-0.028878704022765392,-0.056046028432995235
CD59,0.004210418819486681,0.0074509767274102525,0.0170336112901999,0.03383532284368745,0.011206170439389346,0.10281079426291506,-0.011519376014258766,0.047258058402948236
COL9A2,-0.025055505651300512,-0.00234439826166185,0.0008380786608674172,0.1066994942987781,0.08682931758399892,0.07345392868459764,0.04981296371871076,0.10491176633992934
DLL3,0.04537846549688435,0.009018105427954773,-0.03828751465978709,-0.020061493399948,0.0752030667600667,-0.020528988093840118,0.09267171353520907,0.04423891023064159
FGF5,,,,0.0337238107986586,,,,
LIN7C,0.06700080554648381,-0.002296937877275367,-0.06318726402209152,0.013646338558315667,-0.06657795223233087,0.05247705798056325,0.04235706657922253,0.03399156919015872
GDF7,-0.01745736860760043,-0.026839399914508653,,,,,,0.20398887975841629
PSPN,0.04109691162212393,0.006633190767560921,-0.02143008013616254,0.07641355472981341,-0.03306133717859733,0.11490789984713663,0.022766360755649185,0.010552520450823947
ANGPT1,0.03376470496644263,0.056300033900142675,0.017232208679284444,0.034093233549926924,0.04557096288180523,-0.07001027278485639,0.02506027250093022,-0.008016449501275747
PNOC,-0.024653433809426445,-0.03824934350111777,-0.029058095852115454,-0.01565567815240656,,,,0.08377484476315751
L1CAM,-0.00842901073954653,0.028817466674820397,0.019879718305541628,0.08450314810699813,-0.05307387205301561,0.0460053945242149,-0.010898778660717543,-0.06642498388148968
APOA1,0.0043341003293391024,-0.032665722266627215,-0.024923565477757904,0.04647382173648879,0.011952457924745846,0.0990721949922555,0.002592193780885255,0.09826114697047647
PSEN1,-0.03399947141729516,-0.0014992500838025588,0.004642491299395162,-0.039189266244622066,-0.019108191075033316,-0.019325119398950437,0.0430227512278314,0.05239408749895113
CALM2,-0.04385924205815469,-0.020357361421878665,0.05598625746531807,0.05365495028038152,-0.024597302657395684,0.022208051787910098,0.07065155794503403,0.03545749723818536
CLEC2B,0.0399428342046569,0.0006423519054136337,0.0350588159002711,0.04595179389261775,0.035447407094500144,0.04832666494544607,0.01057828603578793,-0.01856326533126765
NTNG1,0.005499641591566014,0.020720443271176513,-0.037147822720946716,-0.025655136215130634,-0.07822978966132707,-0.010586149156281999,0.13697022562329042,0.057893721101348466
LRIG1,0.009883124363889245,-0.0006635739313571045,-0.023986713912310345,-0.08555071652683854,0.05918076935339957,0.013130567267043992,0.10295036537662067,0.0601774632544517
CPAMD8,-0.015360986173346332,0.035938685348703495,-0.018562436301829625,,,-0.0481320982252539,,-0.017039491992466273
GHRL,-0.02450734912688352,-0.030322928629426465,-0.03143685159760591,,0.02411657287665315,-0.05004461793984343,,
NPY,-0.022535166227227628,-0.0021607730349078517,0.07326678253790248,,-0.0012992732548835048,,-0.06572478681133241,-0.0013139706125493335
MMP2,-0.01888698480844689,0.028948699919149022,0.02149735788782797,-0.10909644017726423,0.04890121100923792,0.058953875054604817,0.04907215729121155,0.04953515780224027
PPY,,0.05012928057442474,,0.08939639430077911,,,-0.038386022925053456,-0.004878408142327977
ALKAL2,-0.023003203196388315,-0.005731547370433156,,0.03427758172335172,0.04389015852581638,,0.05296730414373194,-0.006477977277754061
