,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.0857790951777332,-0.018357002291099704,,0.04861009788087976,0.055605613820954955,,-0.007427231052759471,-0.03384497113928653,,,-0.06749509282123951,0.10417928459692256,-0.028492819696839485,-0.006652278764126828,-0.02671989813291628,-0.02269517026085573,,
PDAP1,0.0193626238076663,0.027817682321935187,-0.002173107021536983,0.05075935522613963,0.013240620704768282,0.009606160739096543,-0.003673931804980207,-0.016228864823272668,-0.03766680557039973,0.014885376186529537,0.051713082316860295,-0.1081198963842529,-0.06712025914359875,-0.05297915237630661,-0.035080220593605105,0.011000450409309966,0.03608684458993457,-0.026434262627308903,-0.009989796175972813
QDPR,-0.06465753993992068,-0.045187573891071954,0.03274975119544128,-0.016936790134653594,0.026084932056157892,-0.05584164812689159,-0.023679858434549495,0.02520254259285574,0.020309645681802813,0.07135763142091096,-0.015552662598865657,-0.02307119439154894,0.019473108553266224,-0.005744797222995203,0.0157344201104291,-0.04445963655011659,0.020923863334299738,-0.058584814711087986,-0.04056083378970279
POMC,-0.03860156970521377,0.06548561383796397,0.006445160646599064,,-0.002860362809901327,-0.03943869785795876,0.04115658231895734,-0.04088742169142566,-0.02496947024187077,0.06207605514649421,-0.057100843796423294,0.00482742408433926,-0.03858787717856396,0.06049410279419519,0.09409878811230238,-0.01691326421682864,-0.005982774958762771,0.06355936345697948,-0.026768370930800506
CCL18,-0.027417003933244827,-0.012083890691775002,,,,,,,,0.028550253362489158,,0.09466015664396855,0.014525064743010114,-0.020540279169386787,,0.00045674458038753955,,,
CCL17,,,,,0.058696553896112315,,,,0.026563329546915038,,0.07600446895609218,,-0.024987303848774785,0.030346343364197392,0.1469206729175331,,0.28989413636729705,,
VEGFD,0.1006180767211716,-0.03917768726333044,-0.026292722828266873,,0.06918908060963525,-0.01875162968496341,,-0.02742713101634715,-0.01868579333710194,-0.05183714343339304,0.019015484652207464,0.10869717724853585,,0.0007453711394501934,0.032590252996330796,,,,
TNFSF13,,0.008750585109576726,,,-0.011457648769699168,,0.08018161673724844,,,,,,-0.04794688293518023,0.0563215674335091,0.13373831741475983,-0.030004654767950445,0.04640439583393858,0.04590456311132417,
WNT5A,-0.01533472068298584,0.033819459359532546,-0.0186125382389842,0.0208672731461174,0.01907408002594129,-0.035688200411254374,0.029926771247873178,-0.05737911340329844,0.03103996515284847,0.03333885300138783,0.05258784731708463,0.04109035379619723,-0.02831888895852807,0.07410443990357832,-0.02782157360162998,0.015432190065223284,-0.004965074912340367,0.03858423623058968,-0.07016899287891322
CXCL8,0.05976031495841294,0.028116630622164226,-0.024618947237006247,-0.01295208938190847,-0.0023853905378169653,0.05361168641945644,0.04638593274467354,0.008537187327899131,0.010346762126314378,0.035376428589436563,0.04221314640740341,0.05265431201571567,0.059992704441985005,0.0035266534562821803,-0.04400430714625729,0.025214268411004437,0.03786601932432821,0.03731617964956006,0.04559143660405612
GRN,-0.018646588484963804,0.037031293898644714,-0.009392359193682654,-0.053030739337955275,0.08044427756738427,-0.0004886471103684684,0.03711779769953673,-0.08069904272142712,-0.005199796912459424,0.11695049789757984,-0.011734331692034982,0.04870140610572278,0.027684853466164176,0.05409445666090978,0.017146664492207156,-0.009315355021233646,0.03685531252462569,-0.02560111588829705,0.018281645762866755
MIA,-0.04753940433346153,0.11265205019385166,-0.008786146424177998,0.006892138165322064,-0.011751680751349759,0.05557551882179656,0.07433493482649368,0.005085570108652349,0.026751347079857116,,0.006169651941403319,0.032912862376014866,0.08181716876705727,0.04094315358235364,0.024656740693819547,-0.04441219754474681,-0.03860310971336363,0.034706182864056856,
COL4A4,-0.031097132152954548,0.05742412655296474,-0.022938803110410445,-0.05785714775147564,-0.005110284734328351,-0.009152269151473855,-0.015139450275068425,0.0028120744099773306,-0.028020690195523064,,0.009013609781997882,,0.0030281620462918758,-0.036216202786585654,-0.04774329955943034,0.061557074116906876,0.06429195424912276,0.022318526227703167,
TAC1,-0.0389467336591394,0.027531938016695182,0.022227601104353813,0.020899550375681003,0.0015309024895564336,-0.008654043916195741,-0.05399197368584723,0.06497930624227666,-0.06322119331064757,-0.028603039129979017,-0.04373004848828641,,,,,-0.046099436310456675,0.06411180505076738,-0.07021545923664654,-0.023822699274681475
RARRES2,-0.003886340207380235,-0.008720080135314681,0.0027443685469962066,-0.0005364651073891722,0.05378296737470648,0.03541411041217969,0.11788410184752915,-0.04675066637407004,0.011397384659494249,0.02694722136749377,0.05290267906656572,0.07448604061989983,0.09676504968801289,0.05567815509807059,0.006803794890791057,0.01690900163005661,0.0010556363728453143,0.043342198961043535,0.0276574131016803
FGF7,-0.044698141654657415,,0.034926820344392887,0.060478389639556956,0.025354623793810427,-0.02528656168291942,-0.01699509531720811,0.013356137291221436,-0.020274897251978813,-0.016532449688189475,0.07751663176045859,0.0697527928526227,0.013798674282185881,0.004426564561072395,0.051965115447506004,0.029431963434463426,0.05007989256366785,-0.02921003954614372,-0.03104261616717403
EFNA2,,,,,,,,,,,,,,-0.027080518294674356,,,,,
HBEGF,0.015343933968615933,0.011678377270579446,0.033971309455630934,0.09735653273794584,0.009695912392962516,0.08084946685196077,0.016754447884174406,-0.018810532940780025,0.06280993052007093,0.046379516063931224,0.02938035747088239,-0.011974528874279198,-0.04810009778623351,0.0979640152649362,-0.005905193956543258,-0.05202928112465555,0.050656316268702116,0.047904777477736665,0.01259562508661953
CSF3,0.13588317642307557,,,-0.02344868073940536,-0.042143441555691226,0.11653410088576881,,-0.028035665884894072,,,,,0.018543638345605653,0.04596045885739884,,0.012291697526812974,-0.01556592063075592,0.051602858774738275,
PI3,-0.021333209811608012,0.04047736173084786,,-0.04377206520300274,0.059428920578227566,0.04851203382577938,,-0.0072247092839339425,,,,-0.06563328829283528,0.06328849381755658,0.03345957759458972,-0.007680824832324842,-0.0032754187407085483,-0.00873141268526105,0.052735664249434225,
PCSK1N,-0.06493264493232141,0.033872477655811584,0.04154171217889645,0.024999255725231984,0.029519418979111756,-0.04679756905222406,-0.08131013300512194,0.03192139794024022,0.004857352795009568,-0.09819864592664566,-0.021659825564434722,0.04563505394209888,-0.03812273704632451,-0.04738713450450276,-0.016767645906538026,0.034160963827666306,0.02617910328380436,-0.08842811774895533,0.030518459964467417
NTS,,,,,,0.06726390352525773,-0.018481828978949275,-0.034459205821047084,0.020306457194227866,0.05955671262337509,,,-0.05104583107398543,-0.008119896268117325,,-0.009647441076698283,0.08297047549392368,,
SFRP1,-0.04801435580443486,0.03927125351560575,-0.028632803472586506,,0.027258711527691746,0.09744132642219093,0.03583000090365639,0.09213260035814066,0.04558761482556876,0.01922145442311818,-0.03177797046878396,0.026675417177065116,0.011192919546614262,0.023869168979974823,-0.0006569762079386082,0.03722604104523515,-0.0225153588883127,0.017969171568837088,0.09519363409677847
CXCL13,,,0.03692063280430157,-0.03366634466255511,,-0.021200104056634767,,,,,,,-0.03942945679697245,-0.021520394273748838,,-0.031975048267189325,,0.034283295489005286,
MICA,0.06503251687372621,0.004876895167449347,0.04591880619396313,0.02861891913144851,0.013181433140777696,0.039245277809319794,-0.02967293321702578,-0.03714347300584691,0.01368722303290139,0.031855134410578634,-0.0025377631327549877,-0.08374163602399272,-0.0015331860888422504,0.03407179886869393,0.026775953338887812,0.01438306003486002,0.07402622679156133,0.06290216592763632,-0.016795809273399045
TG,0.024053690941699776,0.05423513847610077,0.002090068738661275,,-0.015908464176379342,0.006696698752383858,-0.021332902697170295,0.01428282804661101,-0.02703922261835304,,0.03372534784894343,0.0967281817854745,0.02207850075860095,-0.009705735132316075,,-0.03152694009175753,0.011359791291189107,-0.035720410599642684,
ADA,-0.036659410990723465,-0.010529171398561684,0.05816142603318378,0.030573677545571804,-0.0019079704635669274,0.02138186351823773,0.029574893580407526,-0.03926662235417143,0.009830680036486402,0.1307393286117179,0.11593289378868704,-0.07007840686601655,0.030731952551804585,-0.01962871986330062,-0.060639853952887464,-0.0037976994611553547,0.009037698198751346,0.06120187189719546,-0.06153950811713675
LAMC3,-0.020832607063841706,0.01515899385829244,0.023888708422410504,-0.01653559819713049,-0.010601098108001089,0.025400969762640058,0.02183286859299372,-0.060408294102873156,0.005471755573269285,-0.054626767839056234,-0.030743159927370964,-0.09029127258748532,-0.03313098459541354,0.012820256879933625,0.04247782164005058,0.011828986635157896,-0.0014517540205212065,0.009356877124833319,-0.05690125439574559
CCL7,,0.057829961901187506,,,-0.024070922494035408,0.07384819819442726,,,,,,,0.09415473738937444,,,,-0.01631157594333709,0.01050104514442527,
NGF,0.11063415131921761,0.04066053574703388,,,-0.022402846864477924,-0.017468193899341497,-0.020357311020769875,,,-0.023979520282332793,,,-0.023341234029902104,-0.026716510568923102,,-0.039382480472291946,-0.03173698123018563,0.005039820391975008,
TNFSF15,-0.02216423844932259,,,,-0.004284104801022535,0.014404320967877467,0.01926473592456492,,,,,,0.07394246148974089,,,0.006708913386583894,0.016511936525897535,-0.01321011983802975,
HMGB1,-0.007582311885553172,-0.03502302781739851,-0.01772119288854998,-0.01429042389152574,-0.0017369220980577636,0.0013095124389119845,0.002641997317935771,-0.040413779929505296,-0.025600576964192504,0.06185668314196403,0.011285250484936121,-0.05667217972996818,0.01915742695034619,-0.0764315466209221,-0.011009113947206415,0.011630683017362491,-0.021702936765378607,0.027072890912710465,-0.005190577478828937
ITGB3BP,-0.007081040605048416,-0.057743912648881866,-0.02381673502358697,0.05325507849595323,-0.01928780289342371,0.09762301105392929,-0.04778040477799917,-0.018455436604077925,-0.0183216229988339,0.02558035894458797,0.05189056175302305,-0.039265136436463635,0.0617185035903281,0.02794772016421816,-0.015674762247260134,-0.04438456641754907,0.03859352577072824,0.04195158853251529,-0.01682415726368659
AANAT,-0.014078721379895721,-0.019852159382757747,,,-0.024389037285088105,-0.018751632361864223,,-0.009958189856326318,0.053521563943092265,0.011571721432596278,0.0732609144479076,-0.0018555741563869774,-0.006524490893880925,0.046297152941480346,0.012894539591267512,,-0.01725832757629729,0.016647204892774374,
RELN,-0.030890933826838645,-0.014414846119624972,-0.058577211394580615,-0.019079723185426205,-0.04233390692294255,0.04935578648244459,-0.010707922198592556,0.0330445722876154,0.05722364972614649,-0.08336909557240962,0.02060720565601036,,,,-0.015883352179425825,-0.028733031051865053,,-0.027138344170280264,0.052119140308928225
IL15,-0.03150608236960854,0.04916682838076625,0.012515562704971022,,0.0041312137985277135,-0.005617651936012488,-0.017588496228240758,0.018673015504041855,0.00458164081496414,0.049999265789613494,-0.011631375330067412,0.051904087721743715,0.026277874578857007,0.018635454527811842,-0.04774329350909457,0.0174194217314503,-0.011656665577172121,0.04100601445166964,
UTS2,,,,,,,,0.020488292379803947,,,,-0.02431119387787906,0.10142789054396532,,,,,,
BSG,-0.06819769070549657,-0.0058231732491016526,-0.004952772722406261,-0.05318603388098738,0.04805725159224947,-0.014952357547716486,0.013339736190813101,0.06267358296584848,0.017131325597289516,-0.009731297424144794,0.021573937439770867,0.08352022202226837,0.10729866718946472,0.07678298971487188,0.020816983902956877,-0.03155303160151804,-0.0017335982724355954,0.09793383120885064,0.039826848323616125
ADAMTS3,-0.0015347055515880915,0.06555814381426732,-0.04385973536270479,,0.032890472690564845,-0.0015274033780110212,-0.028329979293202495,-0.0008987682376970541,0.00889499785534825,-0.02451030589980995,-0.00133225549808781,-0.15448017631024905,0.025563699735360705,0.025382385312778255,0.03426843711776453,0.07292285469508354,-0.0007541896739511239,0.09061396014205306,
CD34,-0.02983899319813825,0.02656033133488628,-0.008944019963014528,-0.019142691683269073,0.009145277201172424,-0.03491191027302466,0.0009334438838311212,-0.04262553743359746,0.022013263846124252,0.04167214571352467,-0.022203909483183123,-0.08703413157609678,0.07587194618126565,0.05985062958862145,0.1205627971487101,-0.007936935650625952,0.019469758533849,0.029807662787110587,0.08593714968926612
CCL23,,,,,,,,-0.02877478722097324,,,,,,,,,,,
PLAT,-0.049692027853633365,0.030351149498458855,-0.012557793227476969,0.04385227303993332,-0.0288106777448863,0.02343142245394738,-0.01377633768693155,-0.028817040779244248,0.05755075667329328,0.0030431048607712213,0.04781750621108574,0.016569433624970868,-0.009093940289218897,0.008172784060163725,0.010245221616876268,0.11281286427897831,0.046315129192742645,0.0168383035473011,-0.03296019021588326
NTF3,,,,,,,,,,,,,-0.04225992368028752,0.019472639990845555,,-0.01770085599994669,,,
LTA,,,-0.018357004174856948,,-0.011788531143877621,,,,-0.02341935345326027,,-0.011829129611825471,,,,,,-0.023227108025308776,,
CKLF,0.043497920631916175,-0.03943963780843014,-0.026265315971022628,0.02240575590929271,0.019315797968522543,0.014783728853617496,-0.004024449094837566,-0.07991947574676392,0.059138404585170785,0.17210778781306985,0.04549172616591181,0.07783224798302228,0.09833492014325276,0.06078559886673418,0.029138746549994765,0.030229837198543864,0.042839590316633445,0.04492246406994481,0.007495107921119027
CD24,0.055390306674100775,0.021654494305030605,-0.005594062659891285,0.03463458728759424,-0.024780713654563552,-0.026669223619139436,0.0707628243775441,-0.01099363699967004,0.011494428645489305,0.074525706421274,0.03523653720496553,0.00884126840483222,-0.004161742430812171,-0.043028483378113574,-0.043934564642072994,-0.009086562733720443,0.07741195247143073,0.0004047180392618544,-0.0076274236476306856
HSP90AA1,0.007606738193769391,0.012007955077744272,0.015630881733885858,-0.02471591784077544,-0.012887443119691623,-0.059200443765126946,-0.010015305193995579,0.06803139910496436,0.09457095770377442,-0.11593806337575245,-0.04595521372681902,-0.051809682917319466,-0.025105566091186846,-0.031186752689024166,-0.05981106988472035,-0.012319324679341598,-0.04577002441985228,-0.08741762607903535,0.021660270883052432
BMP4,-0.038774449862178796,0.026609581306566748,-0.019459500513037603,0.07616685617443505,0.024544178909833562,-0.02557237881417,0.012937159233955409,0.004115783817638362,0.0013223030461159814,0.05969956801741075,0.021687474657477696,-0.0392896188311104,0.015869387986372482,0.02663394163829873,0.03328152356241499,-0.02536209321129832,0.07161092326652531,0.031722220580452806,
SCGB3A1,,0.006306180602396942,,-0.029273800954687273,,-0.02233087926142162,-0.022452026511009405,,,-0.004806661810151333,-0.023092990380065626,0.0070854321517732684,0.08684767508077888,0.01581259769676127,,-0.034394990990599686,0.029701542596526853,0.020651159200916168,
IGFBP4,0.04852571349729838,0.01766505592142344,-0.061379934247176984,0.021401292181508172,0.025042707897964027,0.05447968784659277,0.03369395413452533,-0.02144507916579998,0.04819790904419781,0.07425285433915678,0.011686064628291196,0.0230811181961562,-0.022875645846039298,-0.02357169631410442,0.07384846227144909,-0.013180322333432607,0.0168268835625672,0.02894359106742097,0.14472195168876253
RSPO4,-0.021886142410767296,,-0.029676193810682906,,0.03364974526591051,-0.025773464667398254,,,0.003437310937532672,,0.045571537521700234,,,,,0.08925337806280888,0.14997821139693177,-0.000894921052361257,
LEFTY2,-0.0366594301123302,0.06697060674633941,0.01719125193318828,0.10269925341490936,0.0059816761377880275,-0.0025065277092608295,-0.006307017462167372,-0.015341968827313758,-0.019322093608811028,0.0923021025828008,0.0714231880436146,0.004262514412504055,0.10370944528372157,-0.031137730559208647,-0.008851359561102924,-0.0011702896051222307,0.03042404955581414,0.002647920015805921,
PF4,,0.0035662770080865233,-0.016698190274851126,,0.09083655135936915,,,,,,,,,-0.008315987110285451,,,0.06979370559011143,-0.03135097897612764,
ANGPTL2,-0.06744018890597543,-0.02553755522296087,-0.008504079063319049,0.01686399094329947,-0.028842222517504606,0.03361797878107688,0.01988450852640218,0.004639531889778947,-0.03692864524003415,0.02893391343556459,0.019178876101450183,0.04924096496590122,-0.010563410350487844,0.011682000959575748,-0.04482186320940483,0.05892652338547483,0.029363766357882157,0.05971891883841172,-0.008944851234333893
LRIG2,-0.09226713170746716,-0.0034651050231047087,-0.015900869217142673,0.00813735929672451,0.02613345375609462,-0.0049126016596046625,0.047213471198291,0.03901460176782721,0.02924561042752312,0.017360730821633367,0.03519858899173601,0.04891249585794268,0.02810057123601403,0.054524067442709684,-0.060277801877369454,-0.02107389958083055,0.06301102213702693,0.003210368961356244,0.036585166654428895
ICOSLG,0.009373802175057209,0.010865091655507265,-0.03505266200199644,-0.010687728631970367,-0.007468387374415792,0.01278523774660125,0.04412807429270925,-0.044044338306078464,-0.03681264133585075,0.017665750474533642,0.012684834650734798,0.004974173341693117,0.0038663244087544612,0.060641370401253315,0.02257938194229608,0.05432905655036491,0.05865264627929067,-0.019846498296728448,-0.04327940943602016
WIF1,-0.05093255131261236,-0.04151129843958653,,-0.005505604562552514,,-0.016123217694411492,-0.058830323261955114,0.07124954735795615,-0.021019022699738404,-0.083682505040891,-0.0492822712257559,,,,,-0.030926358717812696,,-0.010601532246880385,0.05730955839528038
NPPC,-0.04466643474981918,0.00967578534047272,,-0.011113488814841768,0.029555554375189756,-0.02867602410579224,-0.0068074832325165,0.03135896301010477,-0.0045601463662047976,-0.02368327169543355,0.060829337649789476,-0.08145427822996015,0.05555761669630106,0.034227747569989544,0.04511667539655474,0.04719750274028324,,0.017019587826638413,0.0003397294681476822
LYZ,-0.004213210281955382,0.03990192765041379,0.005278017775589466,0.036972670257578055,-0.004301598163571491,0.027602130212095077,0.009554171972788145,0.019837274842685822,-0.009261558140613298,0.052143732369258386,-0.04394832409692595,0.03056591086734921,0.03369998881360324,-0.05110837993211829,0.004857108679602917,0.04491797840525979,-0.014882497694290767,-0.08380346654101223,-0.0477727948412018
EREG,,,,-0.016845536141226927,,0.09043402862371165,,,,0.01721868274708688,,,0.055048354411114366,-0.0483868217017205,,-0.002390654087983917,-0.02324977020325449,-0.036094263989494293,
SPTAN1,-0.10093045509598664,0.012658927712764643,-0.007375158328552719,-0.014207769840800346,-0.034830609927325784,0.009603600939332338,0.02041272542913506,0.061102621341813684,-0.027115726411154797,-0.0717042482977929,-0.02086465021930485,-0.0007799115453237397,0.016620651934066945,-0.06280308426350578,0.06097854612983615,0.02892850248131779,-0.0318145333510071,-0.010902354654336232,-0.03282467984447209
PTH2,,,,,,,,,,,,,,,,0.005028661859838712,,,
LIPC,-0.0006494766482413827,0.06538130911194873,0.054183955384652746,,-0.0377410900832165,-0.02495295586764214,-0.027275247724267686,0.008442479192472973,-0.022164896895396365,-0.039458779790679,-0.01651385552303061,-0.022573468670995307,,,-0.03249013507789,,0.055027737579734566,0.05603024033043155,
COL8A1,0.027363795410582658,0.056099131769873155,-0.004946094220784037,0.10925714032877136,0.03529641383762311,0.05247715779708769,-0.015003885265944084,0.02653323060139937,0.013390005074637407,0.017585868247680613,0.012689243298932817,-0.022335110921896315,-0.024336528217468838,0.06510882013371813,-0.051004413714546545,-0.043704482766724395,0.09383514664039959,0.04629012617457176,
GSTM2,-0.010327877610591377,0.05955365080751444,-0.03659004770768088,0.06852058935184137,-0.024759688828619213,-0.02158407401877688,-0.014873441897923742,-0.05420565594229824,0.004354966933743978,0.03843777826913799,-0.03695488529948673,0.007147697219087195,0.030582428125262767,0.06932716348179388,0.064218443806163,0.026501684079108568,0.030217696414933378,0.014614387974311947,
IL4,,,,,,,,,,,,-0.05613611189306203,,,,,,,
SPX,-0.053401045785692026,0.046422415088521,0.012134161839915841,,0.05732563039859676,-0.032675597999838206,-0.004886130545213671,0.08967531289467263,-0.00687718585813148,-0.09027300981562689,-0.03211836714861047,,-0.003479200238338374,-0.030818655023676703,-0.04747533269713532,-0.006092791573241547,-0.01795426915752545,0.026549135070448086,0.0758477403660618
MFGE8,0.03878625607928939,0.0643550226761133,-0.007220936964347554,0.022398221447311926,-0.028307053225635634,0.04631418685159762,-0.09222364068017763,0.030700076755534354,0.02571357926298499,-0.07358602781968725,0.06689210491629363,-0.13170484133995952,0.0018951884821621526,0.003374799740475845,0.0017294494465909286,0.004142465413499928,-0.006618515875419453,0.06155638463426876,0.10322490762747047
TGFA,0.041108977048164456,0.021317327191159197,-0.04699022937149049,0.01545923872754896,-0.00196249053279599,-0.04079813388336673,-0.05890169969605944,-0.029710963271534066,0.032593959766134814,0.03569952082121433,0.00972536830697266,-0.024813487792614955,0.05986218280795406,0.03368793672855413,-0.05546612967309176,0.010111734310304979,0.029518696782512358,-0.03785596399214541,-0.040372529002018945
SLIT2,-0.04435374601686121,0.04241363286097033,-0.0028477650602854246,-0.03683602922558243,-0.04058469825397229,0.0069946886836634616,-0.032662579602310816,0.03770311014490408,-0.02573776992752837,-0.032620321101629705,-0.026852605333784477,-0.04704213269524381,0.08315165695621851,0.023091353090146125,-0.01216680254279593,0.023404067402427797,0.04056574628493651,0.07105798435990765,0.0104375999566513
PLTP,-0.02150082409187604,0.0805355515978731,0.008736867750701488,0.06771122418820444,0.01290660285254682,0.10417925590413213,0.05477654159078279,-0.04616383626330694,-0.028251926089854017,0.09889655365013554,0.005125301521680955,0.13749548099283634,0.015288982679910837,0.023158688631696876,-0.016702817211700176,-0.06041014979296925,-0.04815093680729676,0.02800661195093887,-0.029142523949563223
APOD,0.04640223261521565,0.00789014854023889,0.03314382563159175,-0.001247060715116136,0.06111179441556092,-0.06764884542918782,0.04368360837701573,-0.0925549784372389,0.023416870994697504,0.020558322070756516,-0.024470159375877265,0.0836282675459728,0.0200856636712797,0.005114102018069503,-0.03737902792451081,0.022364438953576354,-0.025443763305109016,-0.0037687538376880423,0.004047874623267991
B2M,0.010157120424859986,0.07678057071538312,0.06797899928015949,0.08400261815275287,0.0888698394770037,0.08903395617130756,0.0008162794926891458,-0.0936276373642468,0.02899049539070056,0.15194945452791622,0.03759258943914864,0.10422692789857388,0.12577047048503334,0.06986021254532529,-0.0663309150118626,-0.015558641238573537,0.0019208384271142832,-0.002851763542487566,0.012560748505097313
OMG,-0.1010832874205571,-0.02621115350007878,0.03793144462826475,0.011460797671439177,-0.03626691093763221,-0.05625951057565615,0.03874530994967058,-0.009848010226498326,-0.028808430217420196,0.05187470460115917,-0.004746645165977237,0.013075068253272416,-0.0555098228899492,0.03888012618219531,-0.0337798735386834,0.05224120980046546,0.04755685275800351,-0.04496456254442415,0.004271573466036429
CXCL3,-0.001745401950857231,0.026593814786859394,-0.03432989006816495,0.056574130207188156,-0.023789500106634966,0.06983908003804068,,-0.01062964587360376,0.02633608411454608,0.05786089993027583,0.09482361219616668,0.00827844206582914,0.07806653080199724,0.05313601691259459,0.04578106771355798,0.011037906881753285,0.03689636732218512,0.06950402646491376,
CXCL10,-0.05777360759911813,0.07482705690302421,0.0470742302444072,,0.06300013860834024,-0.027094481171776742,0.05254439724234122,-0.077021835503896,0.07298979765471525,-0.021002368864996943,0.0650871656224263,0.0288395128092553,0.05461273920756006,-0.033292384390728486,-0.0363717865441702,-0.02772969819163339,0.01248692637842803,-0.03700365412193067,
RSPO3,,-0.046498056391187995,,-0.04636482052013802,0.013105895336467274,-0.02495294048292078,0.03633533711863025,0.018050968530549025,-0.014407126325562895,-0.048664743780391755,-0.024906197774936866,,-0.031890585790141084,0.008420848596269414,,-0.02832859103084864,0.13254116400113244,-0.08434513858292403,-0.0424471829547709
CORT,-0.024538221727768858,0.007579437153842383,-0.02982191042478588,-0.045044817781353934,-0.021352969937146426,0.0704669273383591,0.03802773960906332,0.10608196677117453,0.01593959851137479,-0.0103663667269926,0.030264528372833454,,-0.031778914861475736,0.03741019648516138,,-0.05533009458030364,,,-0.045326716271095316
NCAN,-0.07700025180549723,-0.002273759592535378,-0.07036176927415375,-0.014008348714572658,-0.010652512467955845,-0.044175094194663325,0.05561593738002541,-0.011206401223066502,0.03254360417063153,-0.019720425233677452,0.03325796682510813,-0.09793835414045432,-0.015190837168886496,-0.01387625465366075,-0.06727152445590207,0.03368806188326892,-0.012778017657294881,0.0051177983050722554,-0.09433366058053304
PRG4,-0.033488911323923995,0.0283570884543533,,0.024271105402692082,-0.024070926245131363,-0.017866215800113473,,-0.035972592663337584,0.01592492891242871,,0.12795772662861188,,-0.019903449424804126,0.004112890540052355,,-0.007715062315804706,0.10939955268244855,0.03847405810666886,
ZG16B,,-0.03233448787938863,0.012476459265925376,,0.01677159821181822,,,0.0034049696468877243,-0.0186088022919741,,,,,,,,0.019628823037936532,0.04786191610630497,
TGM2,0.09470920663434002,0.015192336114989474,-0.010411237061996204,-0.0022001591434661068,8.901005849071997e-05,0.06365861073702712,-0.048060790527184316,-0.0028052124388345963,0.011496481926624178,0.07829588515294762,-0.008314270978942268,0.06319395694857176,-0.018260008820356208,0.05150253806304776,0.03198225864174039,-0.015753734980583224,0.024569485124230586,0.025609514696751125,0.00411309607012891
VEGFC,0.023039959691372933,0.005281691955680222,-0.025800902344724347,0.0490066851454582,-0.013777613858671505,0.037674450429578996,-0.014070646941496722,0.013091816829490581,-0.03267299568128085,-0.01243522855922842,-0.029717572021138446,0.08824376581607413,0.01569719797614119,0.02514544375892127,0.022384897544835695,-0.008726736042001929,0.043883511603869024,0.028936958377079467,
