,UKF260,UKF304,UKF313,ZH1007inf,ZH916T1,ZH916bulk,ZH916inf
MICA,-0.01651230699504964,0.05423236232231228,0.0366207304136343,0.14577658190384013,0.08599223353667113,-0.0018529225111697978,-0.04494682492086565
TG,-0.02005874710023484,,0.01565080849543945,-0.038084775019107474,0.06201317076270281,-0.010665373195268203,
ADA,-0.04640397159511917,0.11292309399293537,0.02892140454862301,0.06220415384480014,0.16967806955805764,0.016281980318750625,0.08504056341636944
LAMC3,-0.019012221171212925,0.011479683329511346,-0.0019137900254836422,0.11944834003768141,0.1962552384543793,0.05379734473370692,-0.05827821608894765
CCL7,0.006361162647441883,,,,0.016273270643532897,0.06321507482611641,
NGF,-0.025694829511795192,-0.02090659671313857,0.0392217902739827,,0.17127291685193552,-0.026848886299085745,
TNFSF15,-0.01782315656664885,,0.023305353454414188,-0.03510452168387159,0.114764898560429,0.009520809027255944,
HMGB1,-0.06971782977568812,0.04630249278646644,0.07174246443218281,-0.018498927028647062,-0.019097707243132995,-0.10486191133235002,0.004795870812169723
ITGB3BP,0.03425401231489451,-0.017829709271440272,0.06579340401985898,0.10519528042581351,-0.0025723384860172837,0.037199939689385536,-0.052553044944489834
AANAT,-0.016059729993892984,-0.019655275564011566,,,-0.004907642491373976,-0.025852660268734392,
RELN,-0.021176803306982486,-0.03466567280847581,,,,-0.0046107280858059,-0.03233233347035055
IL15,0.0906451903150675,0.11276122787407046,0.07645917520035465,0.11321458606928478,0.05869840506951239,-0.018040409371350805,
UTS2,,,,0.01817627092660293,,,
BSG,-0.023862706597860026,0.023081820184570424,0.03656927379050987,0.04846274503716873,-0.016097784922349326,0.036942339267834766,0.14908423404345383
ADAMTS3,0.01114332064470194,-0.03156175407330522,0.02941456551475038,0.05872465877687069,-0.014355990470998411,-0.024912570326361922,
CD34,0.00438187278099449,0.008176670208765481,0.01603933682534553,0.028172441360647938,0.143248648567688,0.01931173478343957,0.010098367551392953
CCL23,,,,-0.010243434008811298,,,
PLAT,0.049161374531168596,0.021009137866784315,0.008780826794208557,0.031615279460282544,0.07068506312064533,-0.013143186219589579,-0.1103769023215247
NTF3,,,-0.039724448819681464,,,,
LTA,,,,,-0.022356000750180374,,
CKLF,0.09001442492677225,0.08914044047456025,0.0806856521564893,-0.011355376725267463,-0.08399066241155699,-0.0803782354445354,-0.056201950503442476
APELA,,,0.11305782207375566,,,,
CD24,-0.10790187509030479,0.07759301704889673,-0.04519041774934651,-0.0695703936288317,-0.07883482342494502,0.011510449162242899,-0.0038754051143196156
HSP90AA1,0.08792040002011416,-0.1374510779120244,-0.03340090762831972,-0.007263427082422334,0.039509119148898264,-0.011034983721428275,0.07997950628843015
BMP4,0.015726975681275294,-0.03135059102197674,0.06624023513842092,0.18827899962929276,0.10065377359340616,0.10222427963206801,
SCGB3A1,-0.01912515585544479,-0.018971087422373203,0.03018903965043526,-0.02251744012834165,0.05661758483472708,0.09043366054570524,
IGFBP4,0.06561357473087376,0.13537896840164462,0.018388357846643673,0.10141911686426808,0.2415571324046,0.07836481176247365,0.007504618261469915
RSPO4,0.12479308872647801,,,,-0.052773373018005554,-0.01722175455389635,
LEFTY2,-0.022800672829991875,-0.02090659671313857,-0.021086751574726545,-0.013933270930210281,0.06657952721241486,0.04702059846784038,
PF4,,,,,0.04586289935463773,0.054770479195359156,
ANGPTL2,-0.04684133540291525,0.14844428536768828,-0.0652584337647739,0.14618347670340004,0.07773689809214561,0.015345868720389498,-0.005494522218870947
LRIG2,-0.06564641581202697,-0.000348486876322907,0.010354411768211088,0.04958354173288377,0.051359232852525534,-0.01944923321984888,0.09665475038867716
ICOSLG,0.015273404177756354,0.05386805305817507,-0.010685083462319962,0.00361283114377465,0.05796583548625706,-0.04491346310631984,0.03885022783621242
WIF1,-0.02571043056242006,-0.04789108313336335,,,,-0.004206379416535091,-0.07618626881717291
NPPC,0.12371468942799345,-0.051905150079993426,,-0.029267039590797204,,0.04336074484157598,-0.050507950733065604
LYZ,0.13512165527043024,0.11631941239622302,0.12507203744069806,0.09204845385677489,0.08380230861307433,-0.029212958555050243,-0.06608140089402512
EREG,0.13010732135069306,-0.021506778308227722,0.11787124053217309,,-0.008980711612896809,-0.01232613570288715,
SPTAN1,-0.033105929772774566,-0.10864313353514504,0.05546013463118699,-0.008269248170517586,-0.03750498609447577,-0.02757712911840868,0.006666938042395787
LIPC,-0.021370818606643183,-0.0385182479639639,-0.01775618915760751,0.01725581221481975,-0.01179047128307486,-0.027274368240210532,
COL8A1,0.017239299089803466,0.051615412903949,-0.008164283769144094,0.02265486308077726,0.011282749810540026,-0.030633271508938954,
GSTM2,0.02405665661422089,0.046929840682047835,0.03187610538218922,-0.010141331208319065,-0.029382176597625365,-0.0529748469330532,
SPX,-0.008087326076826398,0.03773831994529724,,-0.03879907519580523,-0.03587688613279532,0.07087117659997351,0.013289689308809286
MFGE8,-0.025018192999378627,0.016815821219077966,-0.007527427278268057,0.08304275010581837,0.10175572259194432,0.09439372397627979,0.01649203264882782
TGFA,-0.04991221919641662,-0.02559583276005408,0.049543544519962165,0.03438727483316102,0.02555540625358445,-0.01986053644445824,-0.07633373624673036
SLIT2,0.06380722389834695,-0.031398449169762636,0.01726112783046506,0.08298721808170981,0.03824371111421643,-0.024106606140040468,0.16351329842016502
PLTP,0.06310855236954352,0.1430382050521082,0.017349944522198065,-0.011583161443483817,0.15277121238140293,0.06082562425116177,-0.008149808877246747
APOD,-0.06584649391502173,0.09928413202578837,0.07142131103904499,-0.08265477726140408,0.14208797446768875,0.04154520340699728,-0.10418506871667263
B2M,0.0915236478329519,0.17225981506103963,0.13318947914613238,0.08584708451158661,0.1820066621113788,0.020435202002775803,-0.06243872769016373
OMG,-0.0747374643856446,-0.04368209012065739,-0.015615834567277415,-0.04985839237275276,-0.04879400674667481,-0.05135352414481771,-0.08502802333348507
CXCL3,0.09860248342431338,0.04166977936360805,0.11575578171315233,-0.030162619275418856,0.02563212969613997,0.033956694399507506,
CXCL10,0.0677510765830569,0.014978533366401387,-0.021278174305380357,-0.033851932332075604,-0.024157991147656332,-0.041961544187192154,
RSPO3,-0.003462390472985773,-0.04619013717264568,,,-0.038464524537713915,-0.07066373626552565,0.11637976724451005
CORT,0.002178703927727637,-0.0526266050419878,,,,,0.13185814276840863
NCAN,-0.03329091655469755,-0.04615214734434676,,-0.05408010684997008,-0.11351091515055305,-0.018656892650449498,-0.0009210491713784202
PRG4,-0.015301419963094979,,,,0.07078377408106054,-0.006108693276313027,
ZG16B,,,0.25396287826721997,,0.010054458949471068,0.1370501503041795,
TGM2,0.16856866965970219,0.09158000723852096,0.016310430521927554,0.0503880511288712,0.15855520935800785,0.046146818059079595,-0.02648624293946871
VEGFC,-0.02355395572365102,-0.002932337786954197,0.07155893619270065,0.1344751945947213,0.17162034477239407,0.09584478227945882,
WNT6,-0.02108388357186681,,-0.031105377233450113,,0.09233816528647563,0.10957603806120393,
NRG4,0.011214760509677395,-0.027074496391216205,,,-0.027469468769668527,0.02566593035224626,
PMCH,,,,,0.01739288689912806,0.04955674521338451,
COL9A1,-0.016857631041348745,-0.021208634739519477,,0.11960567066275322,-0.010691188025313738,-0.0629691778776787,0.10989857809057092
GDF11,-0.0035240326202211508,0.034588260731287034,-0.002272860283658913,0.024245178185457586,0.022916854428080547,0.0767376677888845,-0.0167621228320044
RAET1E,,,,,0.11213112858865903,,
IL24,,,-0.017541465786149568,,,0.06055522493177505,
SORBS1,0.009194070246052738,0.03435960787214782,0.0043883762096544095,-0.01012022915478875,-0.08440486749119085,-0.027241897619902485,-0.147456382993708
DLL1,-0.05033685993600281,0.06507522442356573,0.04033964553554428,0.06366092970836155,0.03706041726070794,0.00821599880439552,-0.06457133718385785
TLN1,-0.016359958234432592,0.09051752753939316,0.03827032883854385,0.028222495863683153,0.07128683871377088,0.013585420876032248,-0.07418687388703717
COL2A1,-0.013666489279907398,,,,-0.022440571131886078,0.018227445979577733,
SHH,0.09737669584795279,,,0.05416113475825493,-0.026175500375440384,0.001161654279428559,
PON2,-0.11028459706551016,0.07050555005719297,0.0684442965657278,0.1203748058154655,-0.1530462271116194,-0.03251302810508119,0.02924634708649461
ICAM5,-0.03624345186527111,-0.08322316856737229,-0.01660515266412185,,0.04442699850411523,-0.016853095709111882,0.00586926553963469
HPX,0.0033555584406921575,,-0.009394527063257545,0.15225364087042204,-0.039201729609533685,0.10050102584654085,
SFRP2,,0.06244381962565635,0.0477612499796268,0.015718856778101843,0.14596439287561302,-0.011577828087469903,-0.037367042498017214
CFC1,,-0.02209185516681676,,,,0.0942188325804331,
CD70,,,0.07192274959937961,,0.09716348019926581,0.007292581772595033,
HP,0.10458157521360482,0.06402279108018086,,0.03576727988992192,-0.04241895034350595,-0.0030234167407570604,
CXCL2,0.06549628638868983,0.12189852390715127,0.15613156614586107,-0.054135570892489965,0.11341840792804468,0.0703280539340238,0.09114045092279995
NPPB,,,,,0.009140699420304748,,
CCK,-0.03943086644116106,-0.1323797226562439,,-0.031034724640513083,-0.013814330994026885,-0.058602392647794585,0.10705552049455458
SEMA6A,-0.03938391967455565,0.03902023199554166,0.1444378571467367,0.08245133022460631,-0.05668406757920036,-0.04687694777399501,0.0014406766950901921
IRAK4,-0.033746364348629966,0.000743898260905987,-0.03184129689708658,-0.017050694979219506,0.10104574796564329,-0.04754632679741793,0.14302952115703724
GSTP1,0.004050063716983823,0.12309064916172827,0.015530685827125659,0.011313993194548429,-0.020066283445159646,-0.01147517067877637,0.07465091726394607
VCAM1,0.14725118069462076,0.1571712011535018,0.008128153059158347,-0.020146366800838818,0.049755187093991744,0.02229458550186246,0.008457571980567872
NXPH3,-0.0410384762938655,-0.013591381838085018,-0.03310135224141729,-0.05381983108855291,-0.01909886269569955,-0.048527244128431755,-0.031156821113299493
MTMR4,0.046379137431808305,0.01543123128585572,-0.016949769786884956,-0.004953974612559772,-0.008270863458654062,-0.013677501499852467,0.006928063945210816
LAMC2,,,0.037232532987074206,,0.022939117633466725,-0.00030104691882564346,
IL10,0.019024396502775272,0.10068141446758415,0.06443126857671279,0.02165154464253807,0.09041973803812424,0.03774328068208502,
SEMA4D,0.005459442658507443,0.019399951928854138,0.038477401049946285,-0.04419586793487779,0.03300027360430506,-0.002054226414275397,-0.05198183078200739
TRH,-0.013448861595772486,-0.0344032386452184,,0.03027510974402225,-0.006423241919319949,0.008299788890765226,
SEMA6D,0.03614414624617399,-0.024759078779697963,0.1055651294252815,0.022625593438501387,-0.11880659962586068,-0.06475668842941194,-0.06671956314247435
CEL,-0.026533203005606194,,,,0.000520424443200471,0.023543370165581425,
PDCD1LG2,0.07321827157918398,0.05224115462342095,-0.00595503206397435,-0.061095882070493254,0.0971603988260241,0.005364281517165738,
SPINT1,0.0512141352646179,-0.03341151203691349,0.05056331437204578,0.020579396786576363,-0.022049821180106434,0.01050756105504986,
CTHRC1,0.006484929641699628,0.11615380501809094,-0.12064384633398616,0.08923200635008202,0.1985248193381269,0.10903240684389179,-0.061497300655122676
PODXL,0.06267981767896799,-0.06929995683642244,0.046089266912203095,0.11454618980990759,0.08192387338940615,0.07129583397206489,0.011293960421143437
JAM3,-0.032210074414085854,0.11699042304281558,0.001526360127340486,0.0037070282951171198,0.0016261007076688492,0.01188379757226812,0.14564927581655693
TGFB2,0.029181772837971475,0.014947561696132086,-0.003602386752096893,0.01961705305535868,-0.08571586870501353,-0.11791855094190683,-0.08440388007137885
COL18A1,0.07023371635278425,0.15366302045573596,0.07586262449614098,0.10870757452429541,0.1961923100814636,0.045688883987605296,0.005698829318286833
NODAL,-0.032391513601670495,,,0.09073890724477608,0.016305602692391657,0.025264142936973356,
INHBB,-0.03139403787119796,-0.032005116913336226,0.05947687842530153,-0.042771200001671096,-0.06350689776305313,4.085171228631857e-05,0.013831092973898753
LCN1,,,,0.03730664671698576,0.03208614543641445,-0.02286555644881321,
ARF4,0.020127081942715883,0.07886503813605773,0.0685197574681457,0.10836358821916234,0.05801629950909857,0.07428316035958618,0.02814457164519696
CXCL14,0.1158703057491111,-0.005645241555860011,0.033405791415299146,0.09194198298152355,-0.05638919489000426,-0.027855230992616466,0.03586990779014318
LIF,0.17510319823038883,-0.03005721042038145,0.08527698998449872,0.042002410997456406,-0.012981973347470015,0.05186530720272053,
IL17B,,,-0.04214928239662872,0.017068748570649703,-0.055660114980072,-0.005332581185669105,
MMP1,0.04098229070982721,,-0.0651446402167268,0.12513418011047212,0.09920464538736444,0.07577036051197607,
MATN1,,,0.026241814302512642,,0.04483832962362493,-0.023559784172187202,
ADAM28,0.0761760292437599,0.10904181270582454,-0.008864647527702137,0.03292186781044295,0.01693614978215345,-0.03252073891709228,-0.07806297798514411
TCN2,0.035666292379332123,0.060636954179525304,0.09568632610286816,0.1025291580759977,0.08452419384433618,0.028298640917604645,-0.05112990556091292
THPO,,0.09872727173176246,,,0.0017892961142969724,-0.007316463441516395,
CUBN,0.034078130396637096,-0.0229436877575844,0.022845682716222847,0.08961770966741384,-0.022428463917610983,-0.043290624976587484,
TIMP3,0.04185550115436575,-0.035157626043711754,0.009381453151420404,0.048289983180942894,0.2051851021306092,0.07318687019214053,-0.013048017424349792
PIGF,-0.04804028337225121,0.04087880197305226,0.036333795722871244,-0.01790345121340123,-0.05803705203023437,-0.005733327553837371,0.045748164523194954
CRH,-0.013666491787488433,-0.02559586572707798,,,-0.018395487090132688,0.0075886715455222705,0.14169956545429
BDNF,0.03490699581523583,-0.029615348062453015,-0.0270576816256984,-0.0366206846913355,0.021144155384648523,0.01885506070859036,0.07536418665722888
CCL5,0.04414035685793809,0.105371696227883,0.05971584718276408,0.012727445715221839,0.17408139733821254,0.010432743597524503,
GAD1,0.014035972073853122,-0.08642104364752752,0.04765722835596735,0.016233141792739873,-0.005802268812193362,-0.07954696979786322,0.061929213456712116
COL14A1,-0.01622082108122845,0.08243527934466022,0.04333295408063109,0.007310731938763573,0.20641613923048327,0.014157287297624771,
HLA-A,0.09237998625420006,0.14668627591398153,0.04401173713880714,0.03935645263350972,0.1313173704652135,0.1006566639188098,-0.04853766290175476
CD5L,,-0.031138216472616383,,,,,
FGF18,-0.01864670025037557,,-0.01821385201701605,,0.06272750983898248,0.1562203218122437,
ADM,0.10910172457453014,0.06652122233903346,-0.006606728844498879,-0.018271497358478064,0.008373896619056746,0.05869099456783362,-0.031350901827735915
CCL15,,,,0.14311085609783553,0.05915679937380962,,
GNAI2,0.03660858558336952,0.08479953381461601,-0.002970436690399929,0.015137054543990407,0.14683129830157182,0.019454565881349428,-0.054148278220435796
HDC,,,,,0.025705589656860154,0.08237360355819526,
COL11A1,-0.07470904259046247,0.0236490233296755,-0.0011401972921346872,-0.01519595562557766,0.16298121930113624,0.13235997455891688,-0.05589867455589115
NUCB2,0.003262204166620296,-0.10112729656489326,0.017469794401018826,0.0853618430055357,0.04774447271488462,0.04695131027539338,-0.006566235193537118
FGF16,,,,,,-0.0008519564519987315,
CXCL1,0.03662957299624633,0.03606573311861044,0.16843591910052771,0.08516341834473348,0.005127894040062969,0.08495476277941363,-0.03750867391473053
VCAN,-0.013664278348600453,0.01682544251685345,0.038288047605156916,-0.046629538755210594,0.16421172424271094,-0.016220671679255953,-0.013969257779224632
MMP7,,-0.018324393986028708,0.14245766490265355,0.035661371435237656,0.05981619484164573,-0.008720583254155314,
PTPN6,-0.03422747845048819,0.10662685866297836,0.03532331964026733,-0.010233034381930326,0.00731274816513804,-0.025072620074317674,-0.0940246074364643
PTGS2,0.16525731363696328,-0.0406287486224949,0.05098379379332932,0.17516070993177388,0.020396884865671525,0.02655875895020401,-0.010079753657550152
XCL1,0.010986347114255434,0.06553650843835206,0.13395881075982138,,,0.008940324906729028,
CD58,0.03706130770733012,0.023282843608950093,0.04343656702480013,0.05231163227202242,0.031946161823498964,0.022029858875806708,-0.0011733595812267084
TNFSF14,0.015383812783504718,0.04379330127800488,,0.03808290262930347,-0.005826939950764886,-0.06905624488215735,-0.011191065759320828
CNTN4,-0.03367951041505431,-0.04397101925289226,,0.04454597307832888,0.01495822340799986,-0.015086124841112514,0.10082676482331977
INSL3,,,,,0.08322035307167301,,
BTLA,-0.014908654005448593,,,,-0.05018311025389529,,
MFNG,-0.020971375860109897,-0.00428788806025108,0.13826550912515675,0.064904656475162,0.11336765701566373,0.07995038211619966,-0.05185582795155853
ICAM1,0.15062210147288554,0.09735224766034421,0.08009948328651766,-0.024463503973719478,-0.005511621529952584,0.05147387332840264,-0.02533334293296777
PROS1,0.0827514082434665,0.014037257940169733,-0.010981132119999328,-0.007505688793323156,0.02440088077907236,-0.023893781417168455,0.02586671882266591
CLCF1,0.11487729195037694,0.1326701957509036,0.029536245068618138,-6.556441741061415e-05,-0.00982593761496948,-0.01721837834092154,
PSAP,0.006393314385289028,0.12693517573747148,-0.08621054170404693,-0.04101104640755026,0.03973218803633074,-0.08215652136084521,0.029677592916604458
EFEMP1,0.06486689591528068,0.09656349550117165,0.03993359721447108,0.05457400955875364,-0.07989194099529613,-0.0819817389583868,-0.05192562916762679
C1QTNF1,-0.008144710617567089,0.02179094021467298,0.04354287257525547,0.01600289545101937,-0.030674546906392385,-0.00434021100834768,0.10769549568562986
ALB,-0.03521553326864958,0.039244822728907815,-0.016605158123251532,0.07103431748018726,0.023840151081669952,-0.0183582387215158,-0.027313939412944476
CCL13,,,0.017541020680119392,,,,
EFNA3,0.006439661197224371,-0.07843503101731526,-0.02213883338043404,-0.03394706108624627,-0.03832896194941515,0.05804649029115469,-0.04964870512894986
DRAXIN,0.01275773181925183,0.06217556480638826,0.12133894798739932,-0.02691205558349897,0.09112861893941941,-0.09508277638353348,-0.0296883088439411
NPTX2,-0.02073632539207607,0.09792392925854619,0.06222458848897961,0.09152767127939565,0.06929252874683284,-0.02163777639221805,0.030768395689048076
FGF11,-0.03291125439950033,0.006677693537204638,-0.023169213639926956,0.041979895927346855,-0.044396753924135314,-0.0006756145996052046,0.008348304602790332
CD59,0.09224792534769238,0.05957255743209977,0.02908829790701987,0.04040006602531045,0.17462722791440163,0.033354171484849496,0.005431732842691925
COL9A2,-0.07799766986495607,0.09749373090950628,0.03981780388432377,0.028872915610703074,0.05756528982859703,-0.024565203434079502,-0.019682718555700363
DLL3,-0.03437719507647025,-0.07577822349058741,0.05069694731576261,-0.014131447929325145,-0.08615030180166669,-0.004039589185286525,-0.000526872341671644
FGF5,,-0.017623530609296074,-0.04006137006805896,,-0.018549262528732808,0.03608608075285225,
LIN7C,-0.06986023395458203,0.012456190457734257,-0.013713867629909967,0.01851365918067504,-0.038636707075827434,-0.03402515929287941,-0.14516796974749277
GDF7,,-0.03239479042307695,,,0.06911249352456747,-0.03601425449882772,
PSPN,0.031622975951018914,0.006130091203237064,-0.03182293876661924,0.013546152960388186,0.049739448319548706,0.02746399160615472,0.05414895251010617
ANGPT1,0.022277842858104475,-0.030380315191537142,0.07467152754718831,0.041613565799294296,0.08523872515021796,0.02465302943343757,0.011329460926970677
PNOC,-0.017407928351885742,-0.0493226948358612,-0.016605158123251532,,0.011298356574360686,0.001180772774129656,0.11593200164411908
L1CAM,0.016846882433376828,-0.07544117212361286,0.006320734907702714,-0.012739116933729056,-0.05892972061892074,-0.0592201757116371,0.1465214903619487
APOA1,-0.021606584275614408,0.06008875809426681,0.053867157925813945,0.003752938059565078,0.007697308817063559,0.006014503704291036,-0.03402467631789492
PSEN1,-0.050480279687283,0.02680911703130632,-0.0219286094566686,0.03923781298786111,0.04716447548624276,0.001084101073758978,-0.11475493004200094
CALM2,-0.026637703459519206,-0.10644767690362507,0.061623146398502075,-0.017838144185632062,-0.11053069206726827,-0.03436986193429363,-0.036415317792037175
CLEC2B,0.15192941319483275,0.07069786681957664,0.06289628423998853,0.004070358942323638,0.10774189416610593,0.08070386561549571,-0.06372676606442916
NTNG1,0.030605193453433037,-0.026920867209038912,0.05942995620465018,-0.03190541423694301,-0.06110610489074326,-0.01612602284152918,0.06596824936943471
LRIG1,-0.12433849873688355,0.13444376327879828,-0.05992417529256698,-0.025910930510454535,-0.1366160547357542,-0.04338718150122043,0.050197882048323754
CPAMD8,-0.01815670265812032,0.055844612691858524,,-0.032303308709884015,0.07258486937216972,0.0725121041083631,-0.043520696488693084
GHRL,-0.005200872399138512,-0.019655275735556015,,-0.00853937768536081,0.020518585021175498,0.13201145595317698,
NPY,-0.04471868463726469,-0.04753738100967111,,-0.037723269251675705,0.03426416804820248,0.0028240808373759833,-0.07222491931486971
MMP2,-0.05848886299426846,0.11521177255647058,-0.12196129603101778,0.12876762538633163,0.1493351096223547,-0.023274270475408938,0.018693881204575373
PPY,,,-0.015359030801487074,,0.01457685704707648,-0.04571401218471835,
ALKAL2,,0.0045970893168421016,-0.03915817849320104,-0.021545697823009826,0.0008645784954472985,-0.004360041346695241,0.0009074802497454054
CSF1,0.0834775474453041,0.08046681401183285,0.09251739897902875,0.10253825822172469,-0.0420959465905367,0.01884302335141924,-0.04878166877209421
SEMA4C,0.025732343428364817,-0.012465325343537996,-0.013903373843390016,0.07084027333057284,0.09035706567419481,-0.03917956817559364,-0.031018427523089854
BMP8A,,,,,0.011144775704392712,,
ICAM2,0.01244733224261554,-0.039372579042491126,0.08894324385911598,0.12358249227469496,0.17804769671407458,0.030514837800351434,-0.0421946138189484
SYTL3,0.03995660627710212,-0.039226814951786225,0.07474242674568883,-0.05548751660093759,0.09809751188803784,0.06389715697914017,
IL1A,0.06699234711956327,0.1346137408408273,,-0.02807189689067471,0.041959509528822735,0.03537464840035159,0.06820245625722611
PGF,-0.007221577375409566,0.0056397181301642155,0.061257255353591965,0.11738413299882858,0.11627748584239128,0.11082629017649707,-0.01762017344663653
LGALS8,0.013633745162243603,0.03664935988019526,0.0003740313700827701,0.04706640948248725,0.03921665541908369,-0.04762545798084134,0.09721811185713132
DKK3,-0.06694806926990589,-0.14268940225342708,0.050487489600804916,0.092505909125174,0.029110569528503383,-0.03967545788311497,0.04746417297117019
COL16A1,-0.0799331482471283,0.023753186480677924,0.03578132622276788,0.06704102817437342,0.13191493147167335,0.038818088351613614,-0.056821742935239616
TPH1,-0.017823157373412023,,,,0.055376472497235686,-0.023667403992610924,0.11731155110103515
TNC,0.13977904231568786,0.11918334409578504,-0.07891129965557211,0.03750009999476828,-0.12654598178321472,-0.0385965171509266,-0.03506426562237433
TNFSF9,-0.03387436569583064,-0.05153940152879108,0.0296284949826453,,0.011508104196549481,-0.038995833637116326,0.02271083705513606
C4A,,0.004861742153566102,0.065116693288594,,-0.017807129644357194,,
CNTN2,-0.010616325726940563,0.14713568124509283,0.00027146813147690035,-0.08721899349736058,-0.03144445962426636,-0.011963901378254621,-0.07530238253330886
F7,,,-0.0166051604533695,,,0.0505411523895935,
LUM,0.030744378819342624,0.0839465539179165,-0.010834872895509872,0.09623636299203639,0.1751827214827996,0.026149035825632272,
BTC,0.0124431771214063,0.05596526920510892,,,0.019597561945786903,-0.008138856953537403,
APOC1,-0.11047512576581439,0.1490025479465543,0.09082465349105076,0.01957232694641762,-0.13253023549356294,0.018432714945917868,-0.16102786286218038
PKM,0.128069248345263,-0.07263125259871399,-0.007188139017440681,0.033837335876755935,-0.10421257234368528,-0.023662024139832857,0.14810815254431706
TNF,0.0006328120733911272,0.16723016060100074,0.10480115397339622,0.023250528152921744,0.04097694968735725,0.0987470562677311,-0.008841157298936688
GNAS,-0.1024291461171056,-0.17449219357462048,-0.10749540937353919,0.0948337350939344,-0.09190907708200624,-0.05654441412299528,0.05265246666739965
BMP8B,0.019802256240067154,0.06520506207432289,0.0008374141967290869,0.08541208335688596,-0.014848836094264016,0.04804905707040296,0.047388052398274705
LIPH,,,,,-0.01935592928365238,0.014807235387269045,
CCL28,,-0.02634442420115088,,,0.06182916457205772,-0.010440657499006628,
PTPN11,-0.039711031595166604,0.03899053655549947,0.047202783981996434,0.08314219374234365,-0.025409389244305483,-0.0777342170612122,-0.06461242688734492
ADAM12,0.03684032599842392,-0.032741664594888906,-0.07494203777145125,0.042241083325189166,0.16183278611505575,0.08087104688247666,
EPO,-0.01912515247264366,,-0.01509805263574573,,-0.03846451717316828,,
EDN3,0.05670595811956089,-0.03156175541959362,,,0.02186939081355896,0.10758550956787807,0.10839970492519821
CCL22,,,,,0.006765899486834713,,
