,MGH258,UKF251,UKF255,UKF260,UKF275,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,0.10638009039432011,,0.024748222251007392,
BMP1,-0.016404718870137905,0.0331685894889241,0.056306264277594546,0.0087353764365705,-0.038233890915999436,0.030329418117019686,0.03302088924579839,0.12962168096299537,0.007768628794710643,0.013123918230898273,0.0908434250317936,-0.02183184772579587,0.18395311545354381,-0.06527482730443701
NDP,-0.018986859898742835,0.01855269309134584,-0.021337499111319633,0.07355614954613145,-0.016855289476226398,0.044434846838879744,0.06576206229721072,0.07198211669867344,0.027616139054367727,0.09768540799748207,-0.0005876560606531725,0.05765412418693803,0.018284057983317975,0.09108803549440755
TNFSF18,0.069004501708772,0.025183916758009624,,,-0.01313425182360137,,,0.09412172646400288,,,-0.017122443218036635,,0.0631724714978993,0.04105745947136209
IL36G,,,,,,,-0.017456439723896943,,,,,,,
RTN4,-0.013809412557702166,-0.030704547279835546,0.06721214790010573,0.03383347217588949,-0.03227140153462667,0.03416360422569059,-0.06544305299930149,-0.07201737590110145,0.034159655815988635,-0.00697142671369879,-0.13265965559844986,0.06835146961775841,-0.07911151666540507,0.06920157853207952
HEBP1,-0.005791243518784244,0.007363091782143774,-0.07113141062676565,-0.009685322769963062,-0.031335307502858546,-0.018004693011123424,0.048120864993468807,0.03638722438219462,0.03374258002933327,0.07076047507293727,0.01815982905073307,0.0022735271383271345,0.06801498553708961,-0.059706110951170746
WNT7B,0.04156619448575688,0.024857823437845938,0.02848979640978709,0.018591221287583982,-0.021909822511318656,0.011966864005195569,-0.01918663896110655,-0.03768533389857656,0.03671945987975171,0.05862124774930875,0.0348138400775759,-0.025645390032165552,0.04628483621161821,0.004541258075359257
PTMA,-0.005421864442577238,-0.03689912359843338,-0.003705749662840785,-0.08402769446193514,-0.017634818943498373,0.04161668012967507,0.024039853285592147,0.020369089985935923,-0.005446636669893115,-0.07971142808422864,-0.04678537642954655,0.004358628289475614,0.05427535330089789,-0.0644736723402637
FASLG,-0.021587521844304732,,,,,,,,,,,,0.03468905151665663,
CEACAM1,0.016114858430838295,0.09320177836240347,,0.022422890245715515,0.020659147607670247,,,,-0.038951519129424426,0.01476004053460172,-0.004516353682573334,0.024617593566078195,0.06743973041927627,
PDAP1,0.00024983427547366373,0.0356298811721748,0.03360934592944142,0.0016989143583153628,0.03414822153185626,0.041014699901156,0.02336934798211915,0.008371966727810346,0.005068346302457768,-0.04161899282302296,0.06247820794869702,-0.0029108102706170195,0.023724323118880727,0.052278101006015404
QDPR,-0.0010116713447109076,-0.02843304913230225,-0.01554615222132051,-0.013635856658380673,0.018001040808274305,0.050751816174239676,-0.00012417998963240297,-0.05183822730186441,0.04694982615757394,0.07530130375794775,-0.05068544380129609,-0.04219235866749117,-0.024234528656645365,0.040774476414245496
POMC,0.03187502378850433,-0.021421404630910947,,-0.0359969848405353,-0.015239947183938512,-0.004839857372356272,0.03523253511182028,0.06440030096329694,-0.009822313606912783,0.007233236162982953,0.062218018801120094,-0.004097065468666145,0.04326502472046935,-0.009266664120731469
CCL18,,,,,,0.027853522599062305,,,-0.02341391246941791,-0.034374039282152755,,0.02428857051099534,,
CCL17,,,,,-0.01638096918431513,,-0.015946953275935587,,-0.02763421751580614,0.04718301586746858,0.06788369605372475,,-0.02449592179593711,
VEGFD,,-0.01726765295281577,,-0.01711522352832305,-0.0174525371444517,0.09406519065986932,0.0031574995957285635,,,0.07182549873086537,-0.023087379476398502,,,
TNFSF13,,,,,,,,,-0.0007179804260694178,-0.029417678860043865,-0.023474383041752405,0.024832530563393587,0.02511869059493105,-0.03073432630081065
WNT5A,-0.03535695356750847,0.0008356657804245006,-6.817598980073954e-06,-0.042466358864170335,0.061854015636046845,0.03558407006948993,0.0010550026709084527,0.03001072577180764,0.032657462512939085,0.0056872136999371724,0.051047732180060146,0.08983122134610688,0.09328196065138214,-0.01133797900709579
CXCL8,,-0.016168406738585335,0.0011229819961593045,0.07085393401989157,-0.010369178604764355,0.027244440819785172,0.011411740815701673,,-0.12880865875761163,-0.06254117536437574,-0.013398259515110086,0.014691567360995781,-0.0001677029286602088,-0.1217612449932684
