,ZH8812bulk,ZH916bulk
IGFL3,-0.01777122134636715,
BMP1,0.036200013917066766,0.018147183824002454
NDP,-0.010158694943235605,0.03768037382085941
TNFSF18,-0.018327146894030782,-0.02430873417830757
RTN4,-0.024762107135256946,0.06331738795534804
HEBP1,-0.021119549811679277,0.09613843577874395
WNT7B,-0.03832354678302362,-0.001074922688982964
PTMA,0.060420090065861576,-0.022480144421550385
CEACAM1,0.11135081506461485,
PDAP1,0.006315556763385474,-0.005507197094209149
QDPR,0.018659241015563377,-0.012795816582320438
POMC,0.013385849615625157,0.043226301419556606
CCL17,-0.023430328790244592,
VEGFD,0.16101998839443207,
TNFSF13,0.07747100825794276,-0.026444435395783682
WNT5A,0.03484344068091899,0.020093853643363153
CXCL8,-0.03326595943088949,-0.07527318946138764
GRN,-0.027427803781920716,0.06456655634625032
MIA,0.0775200914173801,-0.048442202350846175
COL4A4,-0.0360925275101371,0.0924264647387902
TAC1,,0.05506108504461424
RARRES2,0.002117435637594725,-0.08663760603988228
FGF7,-0.059084394336775,0.007005542936902572
HBEGF,0.03996233053163405,0.004102103698442168
CSF3,,-0.03108917343431642
PI3,-0.019907885707605547,-0.05745934034492699
PCSK1N,0.061314442377581393,0.10558724922532757
SFRP1,0.07161011411839802,0.004027409828981984
CXCL13,,-0.02521754277505676
MICA,-0.0013016821945077567,-0.035739056197395626
TG,,-0.0277898626373589
ADA,-0.010877551502186172,0.05801256234987393
LAMC3,0.05503568401199772,0.02509460555131459
CCL7,,-0.01398612139472893
NGF,,-0.0058039302620911705
TNFSF15,,-0.03440781461451594
HMGB1,0.026289968177327743,0.10269719119656023
ITGB3BP,0.0018794147787509143,-0.005723605163832381
AANAT,-0.028982565019895927,-0.018983011008054804
RELN,-0.005755873142428046,0.01736005257143311
IL15,-0.021669836191493548,0.0035379791253032627
BSG,0.014096956109054235,0.0058794409935914605
ADAMTS3,0.002989829186507943,-0.012533794052292425
CD34,0.01500011051199267,-0.051043101144509904
PLAT,-0.008131962050826459,0.0947251246672951
CKLF,-0.05182959880802478,-0.09123118856797655
CD24,0.01799733237839321,-0.0020680209881259737
HSP90AA1,0.04499440210432909,0.017490724471532305
BMP4,-0.041344855134250444,-0.029995380311590093
SCGB3A1,,0.01377943940691525
IGFBP4,0.06600781202349369,0.053204247706552465
RSPO4,,-0.023936824946952373
LEFTY2,0.08933414396121844,-0.017253245698193507
PF4,,-0.018751069438741823
ANGPTL2,-0.04355469960071173,0.10295799093466415
LRIG2,0.03234852714135673,0.025082574899134697
ICOSLG,-0.042422339202656326,0.04796523978276818
WIF1,,-0.03440781179083796
NPPC,0.05031771007704183,-0.010111293391193836
LYZ,-0.03259420804270982,0.013836406694558214
EREG,,-0.021588035605607195
SPTAN1,-0.003287748832066748,0.09691700206746219
LIPC,0.05687123940339253,-0.029241170370096266
COL8A1,0.03796114238183776,-0.055641472026148234
GSTM2,-0.0485827679024199,0.007674453174003652
SPX,0.05021084379682571,-0.0106775950854346
MFGE8,-0.07680409862537588,0.005973616447275193
TGFA,0.0065701165520261565,-0.024218632163537552
SLIT2,-0.015317152320666747,0.006509972533713961
PLTP,0.0349922473933243,0.026727897499037097
APOD,0.006477530767933275,-0.006032455976255047
B2M,-0.027944276011824417,0.05147033921298989
OMG,-0.0439675710899133,0.09956925315055945
CXCL3,-0.020409536244325725,-0.008698727506883372
CXCL10,-0.027495998779979602,-0.01771522233656468
RSPO3,,-0.006367835399194113
NCAN,0.03928361333651525,0.10549103261103555
PRG4,,0.05642210914737058
ZG16B,,-0.015996585337397357
TGM2,0.05061335708085299,-0.022677334642636122
VEGFC,0.04761360736007822,0.04376501305111013
WNT6,,-0.016529271975445615
NRG4,-0.021616784398258343,-0.003808970810060219
PMCH,,-0.015928736941329284
COL9A1,0.04322928339643006,0.052608558516223675
GDF11,0.039773474028668286,-0.008863895206330423
