,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
POMC,-0.04068019963595425,0.04107313147602293,-0.02014747163096346,,0.04408480003015384,0.025593183821357293,-0.011564016423798945,-0.058812514531457964,0.026363654584464883,0.012575796417000537,-0.016179285154354225,0.1165108423065713,0.06282730387286108,-0.018534243630425423
CCL18,0.013935270245788507,-0.004881477648817307,,,,,,-0.005054648440426817,,-0.019551325379572496,0.00893949022479656,-0.027958337477267326,,
CCL17,,,,,0.03272518121565061,,-0.003126186328966705,,,-0.03047824655159652,0.029799483748015092,,0.10827440705072133,
VEGFD,0.0059683997213484845,0.05583566833029544,0.023519410424142278,,0.021820048575906255,0.08445808113779528,-0.026952757617993598,-0.04036434096750815,-0.04572200803147665,,-0.02911231761904037,,,
TNFSF13,,-0.021630089916211095,,,0.038125984347868805,,,,,-0.0584831772296479,-0.047429768313251956,0.03578718122171877,-0.025014147679419244,0.037069214358480214
WNT5A,-0.01371997315317776,0.06734965269732694,0.03673164599769569,0.07852326841648027,0.022236926039404817,0.0627310729618796,-0.020840822189771846,0.061291166504848706,-0.05969829937202788,0.034857734872270243,0.005005404864582109,0.0725107494216834,0.01834697656162844,0.06602686446647646
CXCL8,-0.0020052700397773415,0.02110849560408176,-0.015206870030057119,0.012070234846642953,-0.009595751766572992,-0.038562752677816926,-0.02837383220541885,-0.14475295378958475,0.1465401988545469,0.01964131580243121,-0.028958205035939173,0.008914137001507548,-0.045287679943680034,0.030963196263348907
GRN,-0.024487130891992545,0.05755571096638855,0.017726159843863904,-0.007483140557708384,-0.005297109660508864,0.09177824827305081,-0.008100663694630604,-0.009460723995560437,0.10998774160087657,0.07546137839591696,0.02720381952653771,0.005969996409270471,0.02961239342660851,-0.02437291919059952
MIA,-0.03786099056134363,0.013370248407905454,-0.014443381922174314,-0.0037564012769712627,0.05005234814726676,0.09793314215173579,0.02403354328434528,-0.00981668637719968,0.07430221609323773,-0.046508089914990024,0.05393804924689185,0.010421600132746964,0.04768950388945232,0.07741263413111048
COL4A4,0.0018605207401988543,-0.013470787403682898,-0.02428946648184504,-0.0002513601022240027,-0.020627701735112736,-0.016406619843945848,-0.005936014201211587,,-0.03580123274845358,0.014160644864741022,0.028883265339468535,0.06946342674515661,-0.02012246529477398,-0.0171625030948338
TAC1,-0.025145076015294716,-0.010209244825179414,-0.0370814838544755,-0.03739194729147662,0.006174381564096833,-0.08128874447131731,0.030417558546551517,,,,,-0.027552812780148754,-0.029369056567725208,0.01772697009427364
RARRES2,0.10455056363423473,-0.043260851352047915,-0.039554099600496086,0.03709651725449108,-0.0058942992476091185,0.11700012496083131,-0.005542329163944623,-0.0679457034102657,-0.00424633825060277,0.06278382348116823,0.027564889287307277,0.020702825895452703,-0.021445758464375693,-0.0035019409528494277
FGF7,0.006887320149621158,,-0.01833068260788058,0.09629515466829212,0.015992644288609883,0.13143706535190336,0.04704269530396439,0.004963249063208422,-0.07152389106225096,0.007832218097547892,-0.05455214760609418,-0.014658605257200547,0.0348827101776494,0.001794495981194632
EFNA2,,,,,,,,,,,-0.03732673394238083,,,
HBEGF,-0.08303951453593753,0.040186264247081195,0.016674485749583114,-0.03238132042003961,-0.006701363804811726,-0.021785654778508943,0.033547413936753,-0.034884664946693705,-0.030828409297871753,0.032924560667132285,0.10175662598173854,0.05319749385628574,0.0644164511386478,0.024943656246617468
CSF3,-0.032771634734402436,,,0.06948628679664025,0.02412548508288872,-0.017357888006676408,,,,0.025509597092519785,0.043868607199953086,0.016797261704587795,-0.03258723387818405,0.022224631354228645
PI3,0.0880250480704997,-0.0301547729490873,,0.013290361383062298,-0.0399428173296429,0.019647047643715554,,-0.057351395372525586,,0.04951103137960935,-0.02244892343267867,-0.04363656443225758,0.021939839112800223,-0.03642315396327379
PCSK1N,-0.02484284446791947,-0.07555215153476688,0.003715661981010626,0.003429288404785757,-0.03325518081414534,-0.008911922300139178,0.02465421575077051,-0.050406814810909285,0.004083096466040749,0.039109379692734154,-0.051823083882751614,-0.01528065019367101,0.027618368765345954,-0.02540486645441718
NTS,,,,,,-0.021334932364243605,0.02492822516752594,,,-0.017028451630842233,-0.027303623690725313,-0.026650428154342015,0.032848046874371255,
SFRP1,0.0027831752717765897,0.04151838402690645,0.033726821848592714,,-0.025328492493775025,0.037880209909445364,0.015533952998355105,0.030665945905415506,-0.037183813626202884,0.06749230140112791,0.028290017706707294,0.026081158534632422,-0.03714440684815821,0.06027871175946487
CXCL13,,,0.022753526627730076,0.04837811837575345,,,,,,-0.03167944051459105,0.01722731435589423,-0.0193550843752192,,0.04172990974382751
MICA,0.08980472596847154,0.012040749006957502,0.043058179097892696,0.03983022050978108,-0.019978217011730807,0.06724615248953297,0.042519229403588495,0.038859423446460165,-0.029453992470270467,0.005161227869755601,-0.006111958085886448,0.05520011985938434,0.08740673336264733,-0.0600846652884415
TG,-0.02612422362233253,-0.013457198609343376,-0.015418661762597721,,-0.01647151076146486,-0.002083302932300676,0.02955434710302992,-0.05661141738445871,0.06264555357186687,0.026867665389289686,0.007917462340780524,-0.025981151295670545,0.05651645447321928,-0.03122728539712768
ADA,0.019547645454140877,-0.006235958688265081,-0.03185290231938916,-0.017800630303787854,-0.008692350001593947,0.02781911899676727,0.01930751091184618,0.15645747963580928,0.13390820200638925,0.0692252571565223,0.016877380737572355,0.01284818218294704,0.06553399235225162,-0.0010522944356386316
LAMC3,-0.007596467130113855,0.09845864246116667,-0.0020889704943578137,-0.015249059689819254,-0.05069859044856906,0.08367110269073978,-0.04065672802900518,0.11006460327217053,0.10965496901120414,-0.02293916254035512,0.005475231946375028,-0.011150381064038728,0.02240872063026174,0.021245380806404753
CCL7,,0.00026902458845970493,,,0.00932837279557255,,,,,0.03325746039090113,,,0.0030962151128685216,0.058158522822878304
NGF,-0.018880670353313922,0.013116494088675924,,,0.008382365555735018,,,,0.004287385717156367,-0.05275658865679989,-0.01392018811934953,-0.03952511036518992,0.05400564731786616,0.05968281816443555
TNFSF15,-0.023357745599022987,,,,-0.022006003917754126,,,,0.10185339676634327,0.03189815339146262,,-0.019603338611168423,0.03611194264257993,0.014312270287991704
HMGB1,-0.08596574363487769,0.003852229717179398,-0.03806331933581492,-0.008027431320616826,0.04310847564395826,0.07460964860207929,-0.005791086341132352,0.06217955096046305,-0.0014136801911071837,0.05948630618636942,-0.009894593381133424,0.04372126836233687,-0.05866877733118178,0.04188486581959543
ITGB3BP,0.028539005752623664,0.034527481900462134,0.014008107717703779,0.1179786427222546,0.02951748288209756,0.09973061042935924,0.02476062747299358,0.02270146452890713,0.056507306930375194,-0.0008435671523793072,0.011528530259633149,-0.07314853595829933,0.03157022471052617,0.10095269625066315
AANAT,-0.016499246990348458,0.00021264950026563377,,,-0.02002321507082996,0.08219927136182198,0.077196735075337,-0.004636028072747463,,0.04853139570189225,-0.010068175141651117,,0.03929949143897048,-0.02133108429432962
RELN,-0.032554358918909905,0.023957909784520233,0.025437448675405566,-0.02525511326060643,-0.02613026963282462,-0.04594338599829524,-0.015051789456778555,,0.0757956078969863,,,-0.007834611799078612,,-0.023484381261420287
IL15,-0.033202632181286225,-0.00392140407933266,-0.01964313919377562,,-0.0028054877670833918,0.008896226158832522,-0.016058384240779187,0.1336212283252186,0.003602390489758937,0.051260689278301755,0.023090758202802895,-0.031954632318055655,0.036630777478899236,0.029308204598444305
UTS2,,,,,,0.05191712375571117,,-0.08580168301799988,,0.04764902648065532,,,,
BSG,0.027486594994785184,-0.04661952915986706,0.010720200574864124,-0.10342956113969469,-0.03960460110197129,-0.03430680922398755,0.004275968003611709,-0.10955651689689752,0.09004601141318111,0.01548765668682236,0.082438858375492,0.014361940522861966,0.05573658505881396,0.03853838863414014
ADAMTS3,0.034124278814050044,0.04251969734203105,-0.0013309943759332804,,0.017831993179445255,0.10647664593613033,-0.018953190313693212,0.15327895800088312,,0.0502660707772617,0.04518161473617357,-0.012287614750884258,0.060918275178547227,0.021507617884240705
CD34,0.009270743571360748,0.022556121306062618,0.0006230735112159416,0.021026447885673236,-0.02008081772410009,0.06649829439080296,-0.014755639320396516,0.06954477962302703,0.06890995947678423,0.08092380275010287,0.016975843388944253,0.01333483267951308,0.08216335852688444,-0.019525507676474794
CCL23,,,,,,-0.017815504580781745,,,,,,,,
PLAT,-0.03472379825464395,0.11437406280433214,0.007642379281562054,-0.05337288914104614,0.03141527522096045,0.10172666803088011,0.02201430624405095,0.05174154771184144,0.03875793492233919,0.019103515076498906,0.038703850661435495,-0.010810403439491892,0.045330303198652104,0.05020563573366397
NTF3,,,,,,,,,,0.027807518241923252,0.005686600995757933,0.010967372456866563,,
LTA,,,-0.011338932324801211,,-0.02532849130886834,,-0.022074642023033098,,,,,,0.036905253547801636,
CKLF,0.0018515605003218984,-0.0191131330009985,0.01690592066380291,-0.0006456061648536395,0.008902138547160038,0.1578071856630736,0.01656214437138284,0.009984006587258117,0.010919347973097474,0.026908974220315587,0.02496366885554119,0.01688596815803049,0.0017661897727026547,-0.008747822619940988
CD24,0.05432869089995659,0.002416865876918384,-0.02521513910303687,0.034055485963484365,0.03389301754357832,-0.04148929408982175,-0.01363114430716091,0.1437591176796866,-0.09634573127968456,0.011807684898323586,-0.05970627798392725,0.004787411848256642,0.03879332320413714,-0.023396356549605764
HSP90AA1,0.09193111474666046,-0.013576839238392133,0.012100402497893183,-0.0028818891801714315,0.021896364285482545,-0.07536113834325864,-0.01595425497351948,-0.13571245923632216,-0.026805678137366104,0.013435472407133789,-0.04814083223808505,-0.08787083003023605,-0.03318261672361364,-0.014910000899510554
BMP4,0.0193323431477819,0.025098124198203325,0.09486096479039102,0.032722775063299445,0.0037101794268823386,0.010859535499621055,0.003950530180562896,0.11448092701665447,-0.008611451725042123,-0.055365635194606015,-0.04204880898222978,-0.009925467586579154,0.06694371233096233,-0.0014292701916239618
SCGB3A1,,0.056470678594105754,,-0.023971186472474083,,,,0.1263608536496175,-0.027934789977418512,-0.01767573319337707,0.022029163542080867,0.008228528793190526,-0.002234623731077072,0.052183394009759534
IGFBP4,-0.0547922478674737,0.05112125717012744,0.02691245470195373,-0.007535303287140634,-0.028445986359305724,0.08130030890640425,0.07823923695864253,9.497309867231016e-05,0.048789180700383974,0.08022887689292756,-0.07486576397737545,-0.01264442208135975,0.069583129251381,0.014952349181261326
RSPO4,0.07447242185658215,,-0.018330679127801647,,-0.007295581424052312,,-0.014639213906687758,,-0.0014883062750977406,,,0.05560231249751673,0.0787930432832813,-0.0268976523516421
LEFTY2,-0.007867198364192751,0.09555876366879945,-0.01147819166563314,-0.004932567551172972,0.027749060784720943,0.13226313700803347,0.026422444908917014,0.0160788664239091,,0.028775127845488253,-0.023897918793011598,-0.015271027021880216,0.15735904268467957,0.006941169681770047
PF4,,-0.018912919654345446,-0.010314300071496614,,0.09925807640240779,,,,,,-0.03421253590837139,,0.02319151474088071,0.026186614199577296
ANGPTL2,-0.03913891688574919,0.03089231453021176,0.04971056355504724,-0.015526080908495212,0.04085035784897824,0.039595114635963824,0.02008116001407794,0.08334377559335512,0.06056001499257627,-0.0022233140339688842,0.030384931703184914,0.033907489745670434,0.05412185539339907,0.10819451763154384
LRIG2,0.0007639386948091931,0.05849966046936745,0.0017590315809282529,-0.002345373414571164,0.006456804576121013,0.008792825214090846,0.003586571851682414,-0.00029260185997096746,-0.030052137927511175,-0.037239070852315544,0.08893677470493694,-0.00793989904902446,0.09848385212825488,0.01360306703465229
ICOSLG,-0.0222075281685696,-0.026545632825407766,-0.012363688346756361,-0.006143397711730946,-0.018579237477711324,0.01579439575431231,-0.01722293943780499,-0.025782556777919862,0.07965917798984007,0.052247475356039345,0.16733893620987259,0.06164670528773661,0.030840266571986096,0.029568840906975435
WIF1,-0.04077374862064659,-0.03403072909938369,,-0.03887201541212628,,-0.059238844847938524,-0.01981213540744179,,,,,0.004648632257259655,,0.10579330290465717
NPPC,-0.020038991031280845,-0.0254561511781673,,-0.030073837677048177,-0.026746586435754473,0.0869745455561182,0.006810575332656584,0.08466766017245202,-0.06549663594013341,0.02151831359787639,0.00656312000576072,0.042235193539771065,,-0.01978693870267927
LYZ,0.015353015068476064,0.01450728635318577,-0.00364992122432323,0.007188450826546159,-0.004481145657936169,0.019161111584438787,-0.01422707247447624,-0.08696815066704057,-0.028708717630989408,-0.03637012457180896,-0.0326157888036686,-0.000512937953911254,-0.0041696035842208965,-0.004250416385775246
EREG,,,,-0.030228609372913218,,,,,,-0.06255674794417558,0.008214502524888676,0.06743639946192183,-0.030929884921990648,0.018668190133899632
SPTAN1,0.0022705210203603715,0.008628245126275993,0.0010964766205077416,-0.04197081602161016,-0.01969847707887356,-0.0645479116679371,-0.0011391270229606815,0.006791659382704854,0.02924353022113245,0.008886739763265513,-0.016970968848501234,0.034514073278087254,0.004868113258380502,-0.05631146696377106
PTH2,,,,,,,,,,,,0.015071707666040988,,
LIPC,-0.04837431347766891,-0.02315438481934863,0.04690881471263905,,-0.030985149389470116,-0.020986327282753275,0.011677998263860003,-0.03635561734799755,0.05378631106511509,,,,0.058327554394596776,0.04380387819254184
COL8A1,0.0223635658005217,-0.004887439729144924,0.03849956769799457,-0.027999282184455365,-0.037613312069793,-0.01905708198017011,0.08403407554035831,0.09207148161947787,-0.07155920310487861,0.019494949504628947,-0.0031687066646406414,-0.029321149545340864,0.07943779288733506,0.018586556609539673
GSTM2,-0.02535560820108067,-0.021958263811944486,0.0654810598495035,-0.037316505300143805,0.001501104024099779,0.04646848764484966,-0.04557112842815723,-0.09630102676681046,0.038686514429750636,-0.003954764151202633,0.007711814796099123,-0.05820614351066504,0.05982686210982689,-0.028251315703644614
IL4,,,,,,,,0.026906446280751103,,,,,,
SPX,-0.033626936243818635,0.0006857031890444074,-0.03541463332757377,,-0.0019678977055561783,-0.013074475392417875,0.015145178962583924,,,-0.008188146302402284,-0.0002280134680105308,0.008298950243747643,0.01966161851926793,-0.032293810377925274
MFGE8,-0.01024039643950726,0.03530019033365232,0.038456911902422106,-0.05717257408730696,-0.007079127530303345,0.022374098368856173,0.006082805887554373,0.027503094967061315,0.04781972387187984,-0.08474759497740045,0.008037039614854122,0.03681412420973412,0.06335706553919777,-0.032270734450054336
TGFA,0.08559429823775153,-0.03030455685688342,-0.012312433006206467,0.052156863815676156,-0.030338793167333775,0.013617186576116257,0.00609750864647702,-0.027194744217834542,0.05908582557504267,-0.015887597340784366,0.030627038396633683,-0.03458320962577308,0.06633602684149278,0.05082124305539974
SLIT2,-0.04674212101599128,0.007271567950363029,0.022023171407818825,-0.017817068178530297,0.05663352258251102,-0.052026758646994783,-0.022376564749644348,-0.0856529561607375,-0.03735494168406893,0.0790876544567498,-0.039113757651862216,-0.05922537333729951,0.05488510494165411,0.0284906513749584
PLTP,0.03643208419171767,0.013034708191909817,0.025592409197210557,-0.021182991275361277,-0.024691113283439575,0.11035253123410108,-0.030343964312291968,-0.06911150171067112,-0.00743987194059353,-0.006873933668362896,-0.024383098838001892,0.02400076160683834,-0.0010612946638468782,-0.04764997559431882
APOD,0.004938990469726185,-0.05101148454591213,-0.018929647675479208,-0.00040687860534000236,0.0036363541017127715,0.03194780116123693,-0.03602182906982368,0.033467521927195786,0.054194153827580506,-0.032296690285131435,0.07052496200935324,0.02616159377891774,-0.10211697174068358,-0.04804715455296462
B2M,-0.07132857548471173,0.09439976338748338,-0.040178375844877004,-0.05801984234575822,0.056602379626375335,0.13096347662712235,0.010751188949476064,-0.005797836320477327,0.08837464545791798,0.07810841856195211,0.05277500510112959,0.0384947187786062,-0.004571758220713133,0.0501737616121291
OMG,-0.010570962466255308,-0.02493695415136005,-0.02232572323457327,-0.02771449139883849,0.028617270110246985,-0.038675233691290105,0.0013126328716587565,0.12288686675946801,0.04182778713195316,-0.0037615026924623356,0.05881605682701553,0.07490538659727293,0.025634407935321603,-0.007626854058508265
CXCL3,-0.026713003817371864,-0.03075705663727135,-0.021205219353490776,-0.03014908582081611,-0.02855496326507282,0.05280214996330713,0.029283759667151747,-0.03906332576188069,,0.07915203329703487,0.04056302668087487,-0.03280209704235917,-0.04870542699856072,-0.0344566724365581
CXCL10,-0.07754664140811783,-0.033739619146132105,0.05048185445327913,,0.02796740359880688,0.12005769492655982,0.03259313707261956,-0.013790782896628618,-0.07610122885566276,0.049480784461813115,0.08852867696779886,-0.03746201205956934,0.07585722272072927,0.10319632677309873
RSPO3,,0.07501545498450937,,-0.02242601023127943,-0.020023213591341068,-0.02571009172767725,0.0710906765730414,,,-0.0055064777389783335,0.017821357551327268,0.04892105248772014,-0.02226947856166156,0.06462454679524236
CORT,-0.003955056578576599,0.07517987452252864,0.1033966172000472,-0.02976237093621072,-0.004387841069284377,-0.044497073929717856,0.006720306670673817,,,-0.034505319272400095,-0.01087786066469173,0.03631581485616971,,
NCAN,-0.007352775739336359,0.054737960416653825,-0.06405918917373564,-0.05340496628345151,-0.08201725421094211,0.06792641449189178,0.04501750447434513,0.058039123914667756,0.1313744379732938,-0.07900788138259468,0.034735169880312895,0.02305674760942884,0.024638021035233364,-0.06657277575044203
PRG4,-0.003137743519044786,-0.0018977095630516372,,0.015647304032484977,0.08255892174420836,0.08319680479204804,-0.0328105477246012,,,-0.03129654403304341,0.01795939173590888,-0.045843323473111826,0.002343341895669259,0.005367619833603641
ZG16B,,-0.02528247682717279,-0.012411583766991148,,0.041644994547949225,-0.02404612161250073,-0.01754030698979608,,,,,,0.005945798262883425,0.09281830182753323
TGM2,-0.06300081479526978,-0.02710646543069327,0.04555619852343281,0.04141288360876007,0.013729672402237127,-0.015501235846928748,-0.005690995083556772,-0.08606571383401569,0.11327878350803877,-0.031613835909037914,-0.002182040648350853,-0.022963784906974358,-0.00247462167542411,0.009911841271641212
VEGFC,0.02080771422704166,0.03384550872134927,-0.015936951521007867,-0.0017694690461255535,-0.03522126157642004,-0.029364134133669142,0.017635612487021845,-0.01028665506417872,-0.041426307016147815,-0.014799677138129463,0.03638864815255844,0.056541299223706924,0.07301446201639496,-0.004905620911440836
WNT6,0.044687355934494036,-0.004974627204425448,-0.011478191966872579,0.039686005503692626,0.09069331919620512,-0.02190152139375282,0.02663624172787612,-0.04406853354737431,,0.0885245205907714,0.05276316218071209,-0.03638606081634304,-0.00343618798722958,-0.018573833923528887
NRG4,0.0750044974167737,0.003836209208019118,,-0.01680950018826128,-0.024051316830317096,-0.014152867518458186,0.04266497973690407,,0.10512334354634387,,,-0.015167925922213749,0.01884733230620103,-0.009528127010695176
PMCH,,0.22237422089534475,,,0.011404982240379889,,-0.025674151303732514,,,0.011593517797732662,0.10793114657382723,-0.020844820877338643,0.023252112311996326,-0.03577119868106776
COL9A1,-0.02066017071316604,-0.02786437646107631,-0.016573634008998056,-0.02646522687727982,-0.0024057305379751107,0.00898569803455438,0.022877494085824065,0.030408594321302346,-0.02281224415715217,0.0475543616976656,0.06045107869353681,-0.062124535572646834,0.021915605988947425,-0.021227028646389475
GDF11,0.032787250013107914,0.05835189059781123,-0.01764672593335795,0.0450242154691138,0.04384196641404627,0.04220419943606424,-0.011587369793948811,-0.07867823282521731,0.023651281250599693,0.01656796562319354,0.014317352696656918,-0.03406296944202331,0.09136423932949257,0.0019598673747734017
RAET1E,,,,,,,,,,,,,0.05823542781698095,
IL24,,,,,,,,,,-0.03461741702715739,-0.03366703441760522,,,-0.03122726746554873
SORBS1,0.02762091198651772,0.12272421042847945,-0.006859730489646401,-0.01499441769031241,0.004435926365130255,-0.04126161881375193,0.0113000948173684,0.12319770377515299,-0.0782518890953345,0.023922507168667877,0.01370139629882851,-0.017520522192903332,0.05142968886755957,0.0030476491299360696
DLL1,-0.0537406422799358,0.03642146034961728,-0.05387984299925733,0.012604620676225059,0.037015636538936574,0.0288088216195575,0.03009455808960379,0.004441239680077529,0.030202868023241933,-0.006709122717730176,0.030478153401037857,0.057081452635709955,-0.008258490057261132,0.06363594053769119
TLN1,0.007801379919821909,0.05711662894565609,-0.022610045639998962,0.04075030414519043,-0.011511921216255112,0.05437592404339556,0.0020443625094242156,-0.03721177864619511,-0.012449819685502092,-0.06617268729714308,0.0046298818308724045,-0.025392084938704016,0.028103346084040966,0.07181356634509219
COL2A1,0.0232357915344582,-0.031780654826758195,,,,0.054758521870379766,,,,0.06581407101182905,0.09423142521182064,0.04213751024842749,0.010443806110083345,-0.025165410598710615
SHH,,,,,-0.020536012851234645,-0.016160514711562955,0.043900240697232355,-0.08528817328304689,,0.0065197956823490845,0.006674372547497155,-0.04646549049021404,0.07752871711235147,0.10812044485722419
PON2,-0.07519325379813634,0.026353558848138076,0.00014440577429906536,0.002847108272950417,0.03660097483194573,0.0895026713368042,0.03547095212563117,0.12927371626048711,-0.04344537873552725,-0.004830438122485924,0.02829478084428198,0.022177272691845436,0.03499341026518498,0.029651959303424152
ICAM5,-0.015516442823352955,0.016990189742219435,-0.014775010876882433,-0.023971188168912486,-0.0227620412908618,-0.0020930303525464366,0.05856756783567216,,,-0.01766496050040726,-0.035736509931006445,-0.016912291889325557,-0.0034332418971295643,-0.06627734486124126
HPX,-0.03901168648745179,-0.0196907852623586,,0.07290827958423376,-0.049966913037812824,0.04912595688646238,0.08353040942281627,-0.04103475408711138,0.05773234367069159,0.016137846563652056,-0.018484015902944198,-0.0005500440273681818,0.034754159733313555,-0.03152318737768482
SFRP2,-0.03189514719844801,0.06121890939840253,,,-0.023388293152712236,-0.016406615012792405,0.03315703110527278,-0.0347525209282886,,0.03697889823360203,0.027249077198287334,0.004982345403494448,0.08097937198185835,0.030405298261694053
CFC1,,,,,,,0.01577142501808727,,,,,,,-0.024715599764142823
CD70,,-0.011445068719484508,,,-0.03975344373724964,,-0.041176938905352914,,-0.01322716974420588,-0.010786165651504703,0.016934384735479893,-0.02978841366797156,0.031347149894166274,-0.008362085816561317
HP,-0.06981656913628075,0.005566368330384272,,0.001381063584024247,-0.02896639484993004,0.02742652270714985,-0.01575686614232847,0.06612112878775318,0.017609181422130853,0.12094532814897208,-0.018698848827143233,-0.00020025852146783623,0.05869421435134786,0.003345423217533824
CXCL2,0.02366315228486122,0.05781475699785401,0.005726256916643132,0.09111937340421879,-0.05555870655095092,-0.057159229837899166,0.003599088806773289,-0.04920505596783297,-0.03526992542420176,0.08285743495345448,0.0049208521733470146,-0.03319314155893873,0.008029837010022162,0.013619841768609567
NPPB,,-0.008831428173353584,,0.06498121925939258,-0.017692174380661268,,-0.019329455470274363,,,0.07570330367943746,0.02077674353112773,0.029921775332788163,-0.00947926616414977,
CCK,-0.025234308269498854,0.019924021239397464,0.03677397006656431,-0.0598045153521782,0.10403903868862487,-0.04708845242969864,-0.026687176526455914,,,0.011446069064759057,0.09143911348150109,0.03229048921924548,0.002366582610730438,-0.06237503209560094
SEMA6A,0.0021182243120745413,-0.025763023715765693,0.02253696032744454,-0.04750378067205829,-0.034195151132732894,0.046553934620827755,0.005758719178913837,0.028906970399844845,0.05654711367873672,-0.019095695458345247,0.001732930484992933,0.021987287594621527,0.045590996518489454,0.07422384996852614
IRAK4,-0.016784240990918124,0.05700517838414343,0.05326052946962917,-0.05524822192418278,-0.021132691222292638,0.06222243809650427,0.0061073581393629025,0.033220923217687326,0.041930777198707955,0.04791841229628087,-0.03322130341926061,-0.05664981454784202,0.03741394937025384,0.04439981229841346
GSTP1,-0.12797367083498437,-0.042214782289142445,-0.03834198215345373,-0.015597321446917983,-0.006415875817584091,0.1366365107213874,-0.031664035576438654,0.05230543891930248,0.016720337141685953,0.05332664573716376,0.057083332196051724,-0.04579072953431728,-0.03412662937768656,0.025022950942998022
VCAM1,-0.045542211887231454,-0.011456004873773433,0.050161216313193646,0.055690668235242866,-0.018152994549991395,0.11319481099319356,0.03818578434675456,-0.023192281374488033,-0.01710281891709908,0.04481054594404482,-0.047868564754352944,-0.01803587878816082,0.04860191207385978,0.03458390934762275
NXPH3,0.04096582848939356,0.04152342160914592,-0.017488102901807495,-0.04000821250144556,-0.018785954108313758,0.05963206564819904,0.05383354642208454,0.09884571304413624,0.034874132020464826,0.01865676909787443,0.05857346362337076,0.031244761888336112,0.03254473120213647,-0.008934550893334281
MTMR4,-0.014845829284116204,-0.013077565777973154,-0.024197352093845353,-0.04122181315034188,0.06003435762345055,0.013837141065510863,0.009872518777887664,0.0660108768089175,0.03783673527673414,-0.0021475282124087352,0.005542757718456621,-0.005467504697192287,0.016864096046617486,0.007385876759521622
LAMC2,-0.021856543720641886,-0.018461703385755184,,,-2.094300631202259e-06,,-0.02433362796212486,,0.12728988448499604,-0.020140252079459485,0.03794982876901016,-0.02023314999106181,0.041181447325123466,-0.02689766715872734
