,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.036372709521988116,0.09094178605372268,-0.0421282776736585,0.010389080625208078,-0.022692036472111488,0.0010236517927374427,-0.009784643221723958,0.12075857147255885,-0.045051418864837024,0.0030686712461338965,0.06236608729275626,0.028358463784508493,0.07562028046647623,0.0019353473465675902,-0.027645545450805786,0.06546638914285688,0.04763489721699188,-0.03135157345001606,-0.047195479003878,-0.0743746596269972
RARRES2,0.054760077579986265,-0.02505780762568222,0.01981047173648933,0.004291824679041383,0.025020641622093845,0.021224129676529545,-0.06566584257440305,0.15105877570640536,0.047475771990679067,0.016408330411420292,0.03180120005731222,0.12415831365395406,-0.02396456360121067,-0.029207983792865273,-0.06233988573526882,-0.05480504013934788,-0.029353622867687227,0.03382368475329626,0.026076208536729633,-0.014022641761614673
SEMA4A,0.0017128031775967716,-0.02512632617048425,0.005104490530847985,-0.02139171265316862,0.03617711445279816,-0.00844503546677474,0.07087004048001562,0.0473948815155544,0.05123705549038439,0.004439256771136845,0.06216882340953393,-0.020322936097195668,0.04357652800505238,0.13658092072958472,0.00204571909818121,-0.00435492817705025,-0.00030200613795274483,-0.019081712985243315,-0.009999493519442085,-0.10025855076482498
GDF11,0.002612187156198878,0.03903638742110295,-0.011010095265426406,-0.014159998548243078,0.0346592507635789,-0.05908858709678488,-0.04269434839214803,0.10636983515424162,-0.022820266565917437,0.01118237503040528,0.030108206148125476,-0.04940716613914365,-0.0166941892808017,0.0071387289716986204,0.01722960359041498,0.04606942481775585,-0.004188659583930746,-0.011327392157671692,0.06435997350728327,0.03261151455301291
GPC3,-0.023717338805782164,0.003482700771457621,-0.0077524176590535645,-0.017267644398329153,-0.03982064086276549,0.03849757424847824,-0.06499711214321154,0.03965985374201442,-0.009385373487731993,0.06712794537267808,-0.04408741596124951,-0.016269309691641604,-0.012490772365228211,,0.07988163920048173,0.11472320720018414,-0.03438815803350555,0.09569987616411513,0.04552524127094163,0.021974443941920645
OSTN,,,,,-0.016433673732295956,0.038353714966150365,,-0.037252914717009665,0.023009897545048077,0.03361955390689936,,,,,,,-0.03514337092282688,,,0.061853723437569376
GRN,-0.1563143731327727,0.009454622853890822,-0.017555521998372813,-0.035639262617006486,0.04754277953501052,-0.03249376273974357,-0.08333191848742,0.11457760369771262,0.021263319126748358,-0.010176269338801702,-0.05037230920385357,0.038586194546550545,-0.021550360110184852,-0.04785643095976384,0.06601775395143542,0.0755799998069511,0.04658689892623841,-0.025188374734470987,-0.03913655335208525,-0.10068584684551471
CALM1,0.06582408597369371,0.0044604643446863775,-0.042022769033046144,0.024657393106684435,-0.023682999111437363,-0.04594980914453467,0.10247635472178196,-0.15065827486992464,0.010404890175016081,0.05665818972109474,0.1595549452611366,0.006016743489096223,0.05544792392881298,-0.09706222439665689,0.060277002457186576,0.05508305674446745,-0.0342435951527125,0.10025681573713445,0.06633820867045759,-0.15007734901775566
ANGPTL4,0.03973155077403175,-0.11023742092454811,-0.014116437525977627,0.07634013464242471,0.05345796123885366,-0.0031342440740170082,-0.04588283121706355,0.007259362319487829,-0.012891352119160676,-0.05173433986114999,0.0065258560215860776,0.025190591599235253,0.02218306645287424,0.10970027809022262,-0.0958045992578507,-0.1309238989452738,-0.052787842446274685,-0.08295672814937417,0.08896947599891247,0.08162681863464064
BMP8B,0.055098945979430825,0.11213893383937534,-0.028314378672864217,0.038266802512288124,-0.008008881374899034,0.012114104079210167,-0.023785130842275883,0.021979166460281415,0.009036931425614608,0.042044361137680605,-0.031240010511520446,-0.03163559315184047,0.10863502683620942,-0.007197133553594388,0.02291430200428251,0.05812727946231238,-0.015477266794501116,-0.0704767584444963,0.012065991861910071,0.038503171690379485
