,UKF248,UKF266,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
GSTM2,0.04396420191631666,0.12187978476421156,-0.02112089057637139,0.0423801578961627,-0.04988455525886549,0.05708910053283108,-0.029770989880958054,0.003799692679158478,
SPX,-0.028933524990418985,-0.0378272003581684,0.028620836381879077,-0.009682360295464414,0.09952876869941728,-0.01641386876283985,0.0165107705758782,0.03748255416297895,-0.0768010373871565
MFGE8,-0.014881710290809931,0.02751313736468209,-0.0002605430919923512,-0.01388959841573413,-0.03712080891213394,-0.006108767762455506,-0.010737643884404152,0.011809745627840726,-0.007154143111992294
TGFA,-0.003190441556138558,-0.02772472444077772,0.0057222545169004655,-0.06578540625300221,-0.06903486181322577,0.025546731357707405,-0.0064770998776937745,0.01574960191867662,-0.10992190430666599
SLIT2,-0.03181115310289711,-0.013369183714880082,0.016751083134980773,-0.0055253985718313635,0.12221095152945871,0.051004311560515124,0.052098487181243644,0.01115607892377832,0.15022905968668113
PLTP,0.012811944734073943,-0.007088045310380833,-0.02245463929194581,-0.05792317152747761,-0.016537775202490945,0.0011552496950461408,-0.0278471867437013,-0.05003524370757678,-0.061394941767333004
APOD,-0.013898290029874874,-5.718719376694561e-05,-0.03237154054324654,-0.06086157515522582,0.0702615482746842,0.04893754329847985,-0.04899162864144011,0.021809510596376733,-0.2201679607104429
B2M,0.03548431359983727,0.009975288569916481,-0.05397580007888336,-0.07384650729535289,-0.1632381192791507,0.02196041473387037,-0.013132744644185627,0.02764739635702173,-0.16260040971336506
OMG,-0.005071962873046734,0.03385279495262563,-0.007029017092657737,-0.011471154876550892,0.08280294725172456,0.10482233414878003,0.005356968445352982,-0.05022660394884253,-0.1504591607696782
CXCL3,-0.015313420765776718,,-0.01365093343658803,0.09812347118648639,-0.012928283200459273,0.03490309995035999,-0.006993123977278277,0.01994779694781531,
CXCL10,0.05391400551301347,0.02252985646009614,0.06344641302173862,-0.0463704283230526,-0.020544606557418504,0.14507939821018614,0.02078070929057385,0.0329761222298923,
RSPO3,-0.0015777655897539606,0.06105207286169553,-0.024106934826245575,0.03440308312224656,0.03710703898375653,0.045966791161092875,0.04127196955885986,-0.01434106821321345,0.11714999490192114
CORT,-0.025214913500012696,-0.030121311052275813,-0.024447835188624117,0.03074343131525081,-0.01472424500535118,-0.01383367797514211,-0.026079429494930778,,0.1505392940862814
NCAN,-0.02199345774442973,-0.02768115109112323,0.02720605826128219,0.13587218826346462,-0.13642212161318057,0.08500999315124082,-0.03115194006555442,0.011323405322989177,-0.010518243609034542
PRG4,0.01165187305440869,,,,-0.015795197374854433,-0.020412438391044695,-0.05233640210936881,0.027524024636675432,
ZG16B,0.04986729766017028,,,,,,,-0.020338519416082085,
TGM2,-0.022193203176076832,0.029732271577157764,0.014483836168580053,0.023208132079787773,0.05410267046079218,-0.022966312944618362,-0.022988240482628812,0.046316448670503996,-0.07338883309656442
VEGFC,0.0259096342921944,0.0013771022508461102,0.03065883709727719,0.07311124175373758,0.005140532455498492,0.00095854862454454,-0.03745813464441783,-0.0002780336448698622,
WNT6,0.008102858153381624,-0.013428627537261394,,,-0.01406839777658792,-0.02571050883011234,0.01099386993909735,0.07631360468583304,
NRG4,-0.012974186393246484,0.050889585491024326,-0.06103016833364779,-0.02318673196029516,-0.0011586788536809716,,-0.02898221959262561,-0.03160452861988444,
PMCH,-0.014953448036083582,,,,,0.002099725972026431,-0.01668676543404475,0.011665296224553168,
COL9A1,0.02224879069912944,0.05559032619698076,0.015266186348691842,0.11884508005491053,-0.021428336819104086,0.07729891405336502,0.07812478979839467,-0.00687483333714916,0.02127599786250942
GDF11,-0.035851890335562304,0.030837306459416004,-0.02754716285005808,0.030721891414458854,-0.10456213461915724,-0.01010738587825933,-0.03674538092209627,-0.004850141317151621,0.04437115480913906
IL24,,,,,,-0.013008856380903593,,-0.03533281161839778,
SORBS1,-0.0012607927912577925,-0.01774149149622895,-0.018209640755845132,-0.0660771758655008,0.07920636459999075,-0.005159552281067286,-0.014729067325198533,-0.0017450695167456978,-0.05483088817091395
DLL1,0.003649594543867333,-0.0014743293413684237,0.02718388891515248,0.005800763654540045,-0.08566672930898021,0.09313848793096627,0.016865715552664532,0.06291090908983281,-0.02622128410450817
TLN1,0.027699426686007913,0.025387630046854487,0.03172120292153005,-0.05630708494662847,-0.15182889215185852,-0.031115443896430704,-0.014397413267718378,0.05766634714792023,-0.14017853340604178
COL2A1,0.024188493737000886,0.011029749768324614,,,0.012554248489390598,0.11551031301899799,0.03185927515477246,-0.02847398392974467,
SHH,,0.1228811279490645,-0.014651219948255046,,-0.012526272113874954,0.0050543714620138736,0.0747429773243017,0.07525083110271391,
PON2,-0.002895872117874428,-0.03065413890958031,-0.0714949695956738,0.030863970207646696,-0.06622309287240224,0.017088035279607994,-0.04478853491699535,-0.0027290784465249848,-0.022912451434075803
ICAM5,0.06293341196986739,0.03944930631443645,0.02499423201593406,0.07094926175328592,0.10411164314089041,0.01983769153592925,0.043650685310649424,-0.03324642811608105,0.19644751557070156
HPX,-0.035199926761182075,-0.013428628443117095,-0.012760403077948379,,-0.03183928369950839,-0.018639513078055708,-0.04618972709005776,0.015770626613345672,
SFRP2,0.01746526592915572,-0.03174523608022059,0.013652469433285234,0.025009850595574104,0.03348626261860621,0.022304417790559628,-0.014707591646272868,-0.017390700717901473,0.03394208158031036
CFC1,,0.06060143453589689,,0.006330975070912919,,,,-0.02796503509202673,
CD70,-0.03421572764273289,,,,,0.010149232468847979,-0.005897471829011663,0.04182810802536167,
HP,0.0890820498538574,,-0.024249285933275185,0.0035353037261098815,-0.03549547399874266,0.005391628633102835,-0.039103150510867844,0.04182824612300271,
CXCL2,-0.03213116189324696,0.04935678444867917,-0.017733835362745854,0.06748914146088932,-0.024792503133856714,0.011089167583798475,0.009778343467783973,0.014163906028360564,0.03521698489285718
NPPB,0.05924684984966309,,,,0.026927666680988668,0.07563480516266873,0.035188750241229624,,
CCK,-0.009572457102413863,-0.028716638323358763,0.05048126284379472,0.07830042631088838,0.1930662728770421,0.07304020412601976,0.0282176001628447,-0.01483478826923605,0.1989169680737018
SEMA6A,0.012671859857511524,0.0038488022445792827,0.004645844926594095,-0.023970935173940024,-0.13585967843122707,0.059926963500011254,0.03503819609772191,-0.014600480245979628,-0.0806617277350678
IRAK4,0.05781433827349667,-0.015231383312827886,0.0065691606045668455,0.022883006757608265,-0.07386142488193609,0.024709398560368766,0.009064845922503015,0.056334340810205615,0.07267275126773023
GSTP1,0.005791992751448844,0.01663311315917279,-0.005981245688149412,-0.028817041052275696,-0.12436316263459182,0.04234528695632875,-0.004509000994762896,0.01042820927884287,0.006307157389211867
VCAM1,0.017306642035790323,-0.013903666594903021,-0.03904456238013118,-0.046950014551879596,-0.043610315755947975,0.044055051893734216,-0.004613865980759203,0.0508568285015524,-0.06452678460053465
NXPH3,0.030815583784188125,0.0710262158837687,0.0715508162999984,0.06897284854620601,-0.06011402972900482,0.05183324214615925,-0.028155996014067673,0.04137685330221305,0.06071275334827196
MTMR4,-0.004921015578216486,0.02974439613593908,0.036349129607239815,0.03034600702097097,-0.07095951326801482,0.0399640750183789,-0.04156427854254304,0.06346896989017693,0.06824611976461832
LAMC2,-0.014263890683413242,0.06552808303439091,,,,-0.017084278643182297,-0.016197108618944363,0.039947446824059624,
IL10,0.04178180149611056,,,-0.0034082386001093702,-0.014429360308957003,-0.028431699730468843,-0.0010295700833739614,0.021618003228177144,
SEMA4D,-0.002499611650507095,-0.007498639175964273,-0.0305000831386917,-0.027684637637537642,-0.0016382412480214028,0.03782884510071952,0.002356557008507278,0.02898394770516993,-0.20143734684383666
TRH,-0.026676908291695292,0.032738307453468944,,0.030181507846082506,-0.04401657288351493,0.0012155768309834935,-0.061331538262833135,0.034500749676796484,
SEMA6D,0.0436249790892772,-0.009855455770154314,0.05193011107781131,0.03133903382993269,-0.08723841404159681,-0.021795777820291143,-0.005036784263351941,-0.02742289447668668,-0.0044353605545843465
CEL,,,,,,0.05796242935240679,-0.041001697110882945,-0.0168829253550884,
PDCD1LG2,-0.03978624274814822,-0.012920985507120137,-0.014705315038832514,0.023799765784164068,-0.024683134722991412,-0.030571120746861108,-0.030903175701442322,0.007236144742006206,
SPINT1,-0.02632000002373894,-0.016712510021124557,0.007479466308036848,2.6671863080009994e-05,-0.02117919455904791,0.01654492691964962,0.017396601067797692,0.06263341681795744,
CTHRC1,-0.034160405868336935,0.019501245287567935,0.029413103730711276,-0.001015370029668292,-0.055397491785059545,0.0036767552430249264,-0.013938641055289622,0.033129312220482564,0.04010566214694014
PODXL,0.029572057970737933,0.014164561309937698,-0.02014939136314438,-0.0174366244935948,-0.0372471872052968,0.028868412909502646,-0.01121442180490534,-0.01057724616003697,0.14447608384408897
JAM3,0.018265135541909353,0.034482243206321574,-0.0421406442868555,-0.09175467518216826,-0.1333695556260809,0.03994277588861013,-0.0019779314798206537,-0.03460983700851168,-0.08178912141673668
TGFB2,-0.018070485930359266,0.023035282636817044,0.024045683442326594,0.0531887101686857,-0.03747310832839413,-0.0183265593757447,0.04275197014017133,-0.024714616269570815,0.009802511423185762
COL18A1,-0.02486309965466418,-0.0035303806505702228,-0.030995426342917777,0.004885823698975815,-0.009821808051334554,-0.04280940237861258,0.013811601806178995,0.09348068264859238,0.10095640759433507
NODAL,-0.017686615878587917,0.026866442960014676,,,-0.006404750354892884,0.03343372502749388,-0.01852260851136131,-0.02398577559871726,
INHBB,0.018258863043382676,0.004995373475358235,0.008037601689747816,0.021003192754494082,-0.10016114594420798,-0.017204215991359205,-0.010770059548813112,0.07959518667427211,0.0485540898527786
LCN1,-0.014263893892846725,,,,,-0.015175139954286921,,0.026678054739008267,
ARF4,0.0061285703289213275,0.05301689677814627,-0.021365210177766065,-0.01851808314118728,-0.08103897599708955,0.02593455612862143,0.08621287167569402,-0.03302606763053823,-0.006447865876057947
CXCL14,-0.06555377905301435,-0.0028112623187862176,-0.04409786704516285,-0.01693403402729206,0.08129348602042172,-0.02431338259398719,-0.029913754744628863,-0.007221433420168419,0.09777835494756269
LIF,0.021448542190143322,-0.01630086298836011,0.022453535682671517,-0.02867644271889027,-0.02669604002089308,-0.02274937770425579,-0.009335415831651964,-0.05806040723512898,
IL17B,,,,,,0.0803850632352416,-0.02304384614640644,-0.02413554219747858,
MMP1,-0.019665133152896606,,,,,-0.008652361962548311,0.07377769466390376,-0.05401349302544973,
MATN1,-0.01872807656282366,0.31765485850586195,,,-0.01312486003067728,-0.026840613286238078,0.007828039959526677,-0.021994961962777837,
ADAM28,0.07126748583261935,0.021420767506232313,-0.00771993719921136,-0.012703453701144504,-0.06409399245469484,-0.009771793623822581,-0.018172820681535484,0.020666607311280973,-0.07042258231842982
TCN2,-0.030522372308236904,0.0530657219691594,-0.020576417969720116,0.019371922619474277,-0.00848892821121622,0.031097473515785335,-0.010698308780235139,0.018252223731664134,-0.05008946442858144
THPO,-0.024403459203488066,0.12896213486639196,0.03850472200058138,-0.00029053951663380115,-0.013124861538363015,,-0.02060129397209433,0.08669608574628898,
CUBN,0.021821375311646365,-0.02799513959589611,-0.031590955963459406,-0.03205913741402763,-0.01834283040885689,0.0727171293956342,-0.025787295494139547,0.04282793586494631,
TIMP3,0.039838772384805404,-0.0015378638062012318,-0.05186637547088344,-0.00477252414195112,0.02108396184301847,-0.013628420954376346,0.00707762587418293,0.05453986612141009,-0.09596725528026644
PIGF,0.025597565095087628,-0.008014331779066335,-0.026853754523599036,0.012041033167020406,-0.04543924646970124,0.03670787601667796,-0.03690439617794429,0.05386915265787293,-0.040325812961128894
CRH,-0.016711849933387663,-0.013261449878180436,-0.028481616114060186,-0.03576501673337745,0.019456797977860707,0.008999424273337726,-0.026891658529598326,-0.002507502327493975,0.04998878423413131
BDNF,-0.03926113259623877,-0.0001775875342449101,0.019911357863099676,-0.04138142582526146,0.14613776464053627,-0.058960444352002296,-0.008860006071234586,0.01619459918535338,0.15615323055434976
CCL5,0.024558704714453327,0.05530525383223973,0.005535085764094362,0.01700474428748833,0.059347225256352464,0.08007685997433554,0.04183193677798387,-0.014445949837035402,
GAD1,0.005118242183442945,-0.02997721832575234,0.058743535823362364,0.06389500219484547,0.11439715300579023,0.05820008471187876,0.06842517542907701,0.05191394412989983,0.21887931032944577
COL14A1,-0.033799544409232926,-0.020529716789822166,0.021766626576210018,-0.04103537918785632,-0.024905771610921446,0.012065257029345713,0.005390837458031449,0.14599541167154526,
HLA-A,0.026816074037635064,-0.018509281547872732,-0.008939698088731329,-0.0724295119977891,-0.15544704441024668,-0.07834240591347282,0.009692913101572394,0.010899907941326076,-0.0018267855099663537
CD5L,-0.01671184799995392,,,0.07092354887551343,,,,,
FGF18,-0.015121201873309334,0.06527648349202235,,,,0.06466876188805905,-0.028835915779914404,-0.013283129411036489,
ADM,0.022286774977855545,0.07113863075607547,-0.0032046845450214453,-0.047310418874671877,-0.12947986450291582,-0.05865474168529832,0.03037817011449195,0.03770106757057707,-0.0006000930023659325
CCL15,-0.027882238071343105,,-0.03814079137144095,,,,,,
GNAI2,-0.026071233174359467,-0.026245936376776496,-0.03101415279047138,-0.06937263362271823,-0.06904502583689028,0.028825469690092618,-0.03361926020042723,0.05551808374265384,-0.11198117603353042
HDC,,,-0.01916368928012627,,,,,-0.021994952001467734,
COL11A1,-0.029118321444296387,0.05302951638614616,-0.020929602843776797,-0.0012549283728494878,-0.03954613894981358,-0.011469676238665114,0.0050029509124258935,0.020368285762801787,0.09122388957397522
NUCB2,0.019838876891336593,-0.014026533590317284,-0.00115196734396729,0.04549423455422337,-0.04964751519678629,-0.022544076705950575,0.07014307203459924,0.039589370015726835,-0.013907868555961406
FGF16,,,,,,,,0.024926370884262326,
CXCL1,0.017277964290232716,,-0.014325186193902564,0.019688724632028174,-0.017805456033505078,0.02911411440274537,-0.022996470664524375,0.03926129316878851,-0.028821682882865737
VCAN,0.03063790287050033,0.024086889536760935,-0.012357477187623,0.04932758952431534,-0.15253074096149535,0.07420695075746139,0.02139535536545319,0.03998458747778438,-0.1181453659927293
MMP7,-0.026919291070054873,0.028081746518076545,-0.006681064548519055,0.05964905536619633,0.048703481386331106,-0.013747706560489186,-0.0270696986192244,0.014019770283747237,
PTPN6,0.00799064238254062,-0.014393580706767517,0.026068694682401635,-0.00683335396634465,-0.04933597087921268,0.0180238671820789,0.04514393375477321,0.018711487690475967,0.02922796878737782
PTGS2,-0.012288834318640498,0.05481498328436271,-0.0024608951517099864,0.10765501669942913,0.029665435609783863,0.012604613271961137,0.0058368886751932764,-0.0358222309257215,0.1098598016808709
XCL1,0.01892351004062518,,,-0.033585968023636704,,,,0.026093090848161832,
CD58,-0.014659170250177508,0.031661972622597644,-0.03325162370773072,0.11037053038677327,-0.06239808249995559,0.042563065513395615,-0.012825321245067639,0.07315943774403276,-0.0717490744671865
TNFSF14,-0.018452433214359906,,-0.013991937417935871,-0.018497975648392406,,0.05447216109015408,0.10319854576915029,0.07926236235492581,-0.031297274903475114
CNTN4,0.012089651885167984,-0.017815355621294292,0.03603514413028164,0.032474356489388054,0.021851172346662708,0.07261542313327984,0.006437827727720491,0.07697035416864356,0.20581231821471202
INSL3,-0.016405244041068894,,,,,0.012139136179206946,0.03912789185629537,,
BTLA,,,0.04695833710159282,,,,,,
MFNG,0.006451709439342903,0.10156806413915033,-0.01976597043004271,0.00988365326670524,-0.03110440484926766,0.051296226525269606,0.05579501889079454,0.03725103416723811,-0.06299733285137062
ICAM1,0.003386483448365518,0.005103353425102256,-0.04089593755892448,0.019061148606015384,-0.04390947610939572,-0.018304551879158294,0.0011675892836089928,0.028998956766074793,-0.0731165968581009
PROS1,0.042091841402122666,0.0020441646384070167,-0.05070002970713522,0.02131988875822834,0.05268801937015972,-0.022259640630804742,-0.0018649260948263777,-0.017030985648444758,-0.048319221504542396
CLCF1,-0.024415894725572363,-0.015153275705162676,0.05503860857863186,-0.04053274232766794,-0.039086560980612715,0.02960541348423474,0.001757783346914541,0.023841647458660443,
PSAP,0.05778941339629314,-0.018012411923079667,0.02976692819261385,-0.040732849430714695,0.14357017917240805,-0.03997919066544469,-0.04564679587892229,0.05873550680934734,-0.09956644174435371
EFEMP1,-0.001160914851206556,0.08000497054640014,-0.06788316667250809,-0.050386193702019175,-0.15013867350361923,-0.01906122454455797,-0.06590156668549962,0.03557070853397304,-0.0720759105737308
C1QTNF1,0.002262285184537935,-0.0224922138860175,-0.03105121709091656,0.03643225178505795,-0.055096559436678565,-0.056195554978241656,-0.04580816797225479,0.006296513180744975,-0.0052086036052100835
ALB,0.05699123935381935,-0.015592738514179506,-0.015891885707179938,0.010525173666079373,-0.028395615142537654,0.11698212439126086,-0.04033411302225726,0.03327819190596068,-0.005956578409967884
CCL13,,,,,,,-0.027027335448629102,,
EFNA3,0.06096554371491869,0.033108524577021334,-0.01855071414873574,0.051179865478548275,0.02945861700128765,-0.0421211451001277,0.08441224029300225,-0.006789633262151859,0.1898866633518932
DRAXIN,0.01975236999246076,0.09067224537690398,-0.012760404378840875,-0.03505222717682888,-0.07767931675336631,-0.023727821693255335,0.06498294360924677,0.025753119637211653,-0.040679480510366746
RAET1L,-0.012779844433868703,,-0.015283455989569691,,,-0.015175130009135635,-0.029272946710041745,,
NPTX2,0.05848305874210879,-0.03475436240536541,-0.015437209027039999,-0.007483547245572082,-0.08747279835125522,0.030795832170514396,0.008974084819522431,-0.059738504937915306,0.027909868856049742
