,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.018557930372020318,,,,,,,,,0.07791849763871621,,0.010145815512801571,
BMP1,0.004850957912232578,0.027289746122605745,0.011715253684913295,0.033935864208302614,-0.007724928963330116,0.048183170956950724,0.056144367720809954,0.0720183504779489,0.012179652482331025,0.005688377757036865,0.10257682309568228,-0.014580287662668116,0.01834370733858149,0.11021300288823267,0.012827076516863357,-0.02491710845495568,0.040273825718077354,-0.046951764864819744,0.04028694680658942,0.040412677682705414
NDP,0.006471233704528694,0.032666328868958115,0.018204848121733796,-0.042204877193890974,-0.05243475201110505,-0.0209041962234657,0.005974289495990756,0.008021794871336717,-0.034303853452216114,-0.009342258829566399,0.02386989315220067,0.013481069549268967,-0.08553037527188541,0.07837846529268763,-0.013437445110061376,0.061345006798798576,0.059965632068301966,-0.009100046932958834,0.058553064032619284,0.09367409056120649
TNFSF18,-0.02335814195384173,-0.013400439695478841,-0.0277342187591086,,,,-0.012582394645363338,0.05656605994585203,0.01514039311548325,,,,-0.04663385688395152,,,,-0.021163673301205214,,0.008868393583847192,-0.036182616513557184
IL36G,,,,,,,,,,,0.1431006114897563,,,,,,,,,
RTN4,-0.025237152859847466,0.06513951264787303,-0.08276505921472109,-0.03428276400233427,-0.030559270177727648,-0.019196604699825082,0.08747941864249686,-0.1201831207127763,-0.013728946276691228,0.02035655047570308,-0.06115669924785397,0.08895734588748717,0.01714205259770071,-0.09318176722447098,0.016928997951933544,-0.04061086205238127,-0.10849273576070881,0.007855018493860666,-0.022366839661705558,0.019648922533383913
HEBP1,-0.014254435242882765,0.014427029827859709,-0.018036067656089755,0.0508078034774533,-0.0032411902053130193,-0.009511935537505864,-0.01981180362279811,0.0764223766843522,0.000537590795031841,0.012024925237621628,0.03030257792055133,0.04749949677881955,-0.021235509932065334,0.02852649343809581,0.06316260292656847,0.08783726574531558,0.061340909139517286,0.008067170907714805,0.07578525151079957,-0.002494762006106547
WNT7B,-0.020577791463984363,-0.04885930963730216,-0.01722763696686439,-0.028787784242702945,-0.002282443490275376,0.01419331640838783,0.07242103984115073,-0.017440059214285812,0.026602306224599807,0.010098447096415419,-0.02725925210536945,0.023716747906093075,,0.11141630646013127,0.029680621444379718,0.04928741167333586,-0.032113366043518506,-0.021360988735950676,-0.001125002239366323,0.08755497814669153
PTMA,0.012180885844401928,-0.028839671758717093,-0.03339132235145915,-0.016155977609641103,-0.03651010247176955,-0.02689001674363652,-0.014953362141627685,-0.02880917505413281,-0.018973478857612573,-0.04673806488761614,0.058488715894286905,-0.02648474685660897,0.022957133928923987,-0.17354266130772844,-0.06283493362566926,-0.06551975427005592,-0.07462553165205837,0.04735963746565492,-0.10567798121549395,-0.047507122128183935
FASLG,-0.020577797281273295,,,,,,,,,,,,,,,,,,-0.00576437478189577,
CEACAM1,0.0050863903968897915,0.019050645002669113,-0.013221175199477332,,-0.012230823219876728,-0.0287349048511565,,-0.03626471824861798,0.016781499724098557,,,0.10524802745960954,0.14038896923507518,0.1092348227439446,-0.026733029342063955,-0.01147153165648371,0.0508895765345693,-0.027454461634356386,0.03425871088726383,
PDAP1,0.06035258424640361,-0.01965856263487751,0.02187509480652796,0.038145072290437176,0.06003540552694331,0.008228912644796117,0.006903265903365348,0.0788706982832772,0.004814626657220918,-0.017249830851044343,0.0636571712624364,-0.07885014400371493,0.004974264535347776,0.05398402614739384,0.03455087008659105,0.009748338135493334,0.005802392012174131,0.07470221779634355,-0.027672840625853273,-0.029285429907434924
QDPR,-0.006829373619420062,-0.011161501979891311,-0.03307112035442963,-0.009943408774028821,0.010932435578916067,-0.007579559500171235,-0.03190782178914331,-0.13347870482190416,0.030069170000918587,-0.05787073739904612,0.03005765626107901,-0.0083532586363892,-0.06742243872792732,-0.19162992533819306,-0.01456145855142339,0.10893199648593044,0.009997162344537487,0.01568040371585604,0.018962613039993182,0.06004068916649884
POMC,0.01411228545037769,-0.011930945738510501,0.004450347652679832,,-0.014657054868748787,0.04324773617608727,-0.010583861405593498,-0.013456104410110407,-0.012354528249030876,-0.006545826468714501,0.034741715382657,-0.010550360098812597,-0.012055329496156088,-0.054853031941239,0.028985969794269317,0.006851870172966306,0.019021235848863262,0.034609696818015685,-0.0029351086432537563,0.07793831928174565
CCL18,,-0.03556993484142987,,,,,,,,,,0.1480441717155322,,-0.026818245707385883,0.03989314191966281,0.03374251285180503,,0.048545746156173394,,
CCL17,,,,,-0.02361149437087414,,,,0.1310703378909439,-0.024227878830246952,-0.022656496562137057,,,,-0.018965790403203186,-0.03865698196572051,-0.027056684094023745,,-0.029282206598958447,
VEGFD,,-0.015564521942276479,0.13451545019748315,,0.030980117619640014,0.041294910967542356,,0.05633082989381477,0.06348247975986954,0.03150211790314694,0.0602751178884926,0.0021404536719402804,-0.044579347176674805,,,0.11314829588579113,-0.028536450692080353,,,
TNFSF13,,0.02353357628616414,,,-0.016286680376180942,,-0.012202297970412408,,,,,,,,0.03786267642640856,0.0483482595333742,0.07424122771260358,-0.00427005835834334,0.056232758359517354,0.038607233601610606
WNT5A,-0.005770126693775515,0.030798770104266845,0.0743626246724534,0.023236960957233294,0.009584203002422548,0.03692001694300719,0.027244538865596978,0.08019696775521241,-0.016988705386139516,-0.03418996933264475,0.03599446425119385,-0.004118424339895059,-0.04700196204370165,0.07499469217228853,0.07393254446533469,0.04138455498480526,0.022252034842572627,0.03871615536393573,0.039817361719581924,-0.06153360821750915
CXCL8,,0.008311347939021134,-0.01773118559804074,0.06070816162425513,0.06483692864917481,-0.03192041372026252,-0.017356977432168987,-0.020898891158497728,-0.013502471546606998,-0.016549539630169374,0.007744028233560438,0.14668560434471614,-0.0426053539433255,-0.047217743919166416,-0.019095079614039955,-0.12989409696470683,-0.03841459347258229,0.03211548699767725,0.0004605073516145914,-0.09365520475745868
GRN,-0.02714512909647033,0.023550391613679965,0.03238875298871727,-0.01471827689579459,0.013962253266849278,0.028520918318583173,0.024550266960410645,0.09653902005786871,0.024203611004589166,0.022432905924456004,-0.02506533517847249,-0.00646369796141494,0.0660106038571858,0.08549002740652425,0.016498335977712112,-0.013650761677532803,0.020867947428953645,0.004339874377579422,0.003281030827433918,-0.00922681136309569
MIA,0.008421299325264075,0.07076643648061053,0.0021620470603010452,0.0784887742392992,0.1069548922993879,0.02565420425188328,0.012233870132430425,0.060281384437865335,-0.015052269689713354,0.03605982969425483,0.010981460977335416,-0.030078542382069577,0.08668280270840951,-0.0038104202527671376,0.13078388925614298,0.06159611639628828,0.08751463903123466,0.04611856786031415,0.043192926923985964,0.11379128564936289
COL4A4,0.016482612634029163,-0.04271920274715985,-0.02832147821449923,0.01128350967484204,0.04291159988899918,0.07488110222767644,-0.011609947416248673,-0.01828746291614255,-0.013864227203243833,0.008120508196213452,0.044483587708836966,,0.019728224162571566,-0.033906642022742406,0.05600092633858174,0.12457939945182075,0.04469269768605448,0.026299325548885828,-0.03753588931620943,0.004903257150051131
TAC1,0.11476250272297078,0.03720128028732936,-0.03876388477266492,-0.06676927169118753,0.03633929082378417,0.023363046896154246,-0.02560587872685263,-0.061524406782223144,-0.012564077575743102,-0.01629532178553524,-0.02667237898584409,,,,,,,-0.04736676761472195,-0.017118434905283524,0.06246849873150872
