,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CD5L,,-0.01465519461724996,,,,,,-0.05045964846710017,,,,,0.0788526692158442,,,,,,,
FGF18,,-0.009948813807166506,-0.019672913075386912,0.013879637033229432,,-0.01396482059236535,,,,,,,,0.011273262464712257,-0.03048420374198956,,,0.026232984567970435,0.08168604518722175,
ADM,0.0015822338704951525,-0.016003131353743327,-0.13283711797766637,-0.053184227601901765,0.08697187308597143,0.05206108241843723,-0.020343027320390297,-0.010340193730515358,0.017666420929313385,0.07447137552826202,0.053384307077172344,0.05253728289381808,0.04507567755968227,-0.03226942618636019,-0.1241568126861695,0.04697159942340572,0.013434690640623508,-0.009450238105343055,-0.015260023396968017,-0.06689901053934222
CCL15,,-0.037156916274111614,,,,,-0.03187531355540977,,,-0.017735911151145676,,,,,,,,-0.02668326580694845,,
GNAI2,-0.051806093832122944,-0.05386604669449644,-0.011540979896269019,-0.05686857593338554,0.06502916865995675,0.0062575017751777245,0.021581994789838035,-0.11292878744904938,0.015773429654001945,0.05305227024747121,0.08168845080614708,-0.004173786051742034,0.09460282947896388,-0.024970920680565035,-0.01645329051049419,0.027892310949180963,-0.06762756139949642,-0.02186050830059612,-0.03550449613753268,0.061080688091726
HDC,,,,,-0.014149013343698544,,-0.020484882296743532,,,,,0.06505107570287115,,,,,,0.07468997305053979,-0.032127494386583265,
COL11A1,,-0.016538717082838144,0.04355737230599732,-0.0748972049826176,0.04761221910722765,0.025543695967270855,-0.04488025919999922,-0.010074882916475758,-0.006088421327186303,0.10721582991419065,0.05050964719220348,,0.09596233833839822,-0.015470934034573301,-0.0012174754984124185,-0.0072321424288852975,,0.01929174568925308,-0.01162248863360679,-0.07292083496533668
NUCB2,0.011490763351694529,0.05264593324456556,0.001899152507701193,0.0064508684490399955,0.024964765038466546,-0.02638275908487201,0.07628639854303314,0.05481740241278239,-0.009074763980191174,0.02045226667853964,0.021363942907680757,-0.012508757344210907,-0.09146151053675662,0.020953788670152667,-0.03961442173470881,-0.060500909966895264,0.09125803193850288,0.00889938263162897,0.016743115388610372,-0.08084813305201591
FGF16,,,,,,,,,,,,,,,,,,,-0.03165746916981189,
CXCL1,0.0278167121202807,-0.03774840160841779,-0.03565410724789293,,0.017375969502150555,0.007275193326489299,-0.022565504377645502,-0.0064479410813713355,-0.0034148510253493563,-0.004881093370172497,-0.062343004373352245,0.010347728057058506,,-0.03878480140100458,-0.025454628111699806,-0.0407600327774932,-0.05654831807362229,0.00972486906966622,0.005992802049008354,0.02368203414027908
VCAN,-0.017901022946013933,-0.035563461274972084,0.04741791380490747,-0.05554261315875343,0.07520559276356653,-0.05110438623506531,-0.0008567127950104861,0.015399819170547101,0.004893308128700675,-0.09273398438574325,-0.06703949741549645,-0.03129775549501838,-0.026919104740342908,0.040631991296275684,-0.023596005550137092,-0.03322340176197327,0.07003045648955908,-0.13131082561699933,0.07497270545864568,-0.09800517189674579
MMP7,0.042545154457515576,-0.03443534407060173,,0.10618746994836893,0.041960205276397614,-0.012870836821138291,0.10852830317214061,-0.03561193336005042,-0.02302340690265948,0.02491358738386031,-0.050971213443315386,,,0.02434240784509465,-0.03764263260420031,,,-0.10997469728860447,0.06615013466867352,
PTPN6,0.11468922971816357,-0.012432007101187883,-0.03808811135937657,-0.04006103120077976,0.07325710094804566,0.008163415052925746,0.004350717598937558,-0.09033398255172512,0.05586385424576997,0.06988151756381059,0.006407989307285341,0.03298265488189688,-0.001082939884151376,0.03689311635854816,0.05730850308257729,-0.10992073686837549,0.030553704749687473,0.02614640712717798,-0.04316485578679772,-0.04771474246088448
PTGS2,-0.010613414287507518,0.018232524047452448,0.002614159919982704,-0.01136617880237975,-0.05964535067327774,0.027622361107657804,0.0210471265138649,0.09195541427604023,0.015367392853227182,-0.023930955715065077,-0.00019801629439757806,0.0679371049536274,0.028303298655425066,-0.040463135856652975,-0.06667583898119106,-0.0010232780754996528,-0.07093155193312188,-0.016121783630692284,0.005185060743786831,-0.0042331069706332105
XCL1,,0.015626454658836608,-0.015087427208597322,,,0.08495587805257956,,-0.03413894124165938,,,,,,,,,,,0.0020929165042697026,
CD58,0.043849774362294154,0.008758653836309747,0.011068249740826722,0.012590374578050604,0.05505705397609361,-0.005839519048161758,0.0010247204843313795,0.015572068618195179,-0.022139747177448058,-0.028112476605994523,0.04810921641029125,0.027842263013551753,0.07465636043063734,0.039807211177527675,0.03756046021319771,0.009291645573981187,-0.009121059632157877,0.09170196418982338,0.013011772728536986,-0.046444226669517134
TNFSF14,0.15213221749844913,-0.006358034247296696,-0.007754017674699815,,0.040666809013257414,0.0010277803162435477,-0.022040559946827406,-0.03240416902675719,,-0.015443902538588215,0.014942513331752508,,-0.031051387628116864,-0.029008014630390766,-0.025647014941801455,0.006990328385248156,0.0677892317259713,-0.007621629008535908,-0.026006395460441204,0.020087686720617785
CNTN4,0.07853043576176671,-0.001153830192764082,0.04164298064131377,0.011245463898410012,-0.025312776152725737,-0.03565553261494258,0.005666656861249879,0.17931381554515122,-0.038171508380033525,-0.04495858121544553,,,-0.02267264183678794,-0.007399051522332848,-0.026307494247842497,-0.034029087926836545,0.059520989171877835,0.009673186188131712,0.044884871871024565,-0.02485087011651597
INSL3,,0.024405084428389612,,,,-0.014841428553783455,,,,,,,,0.020799020999585437,0.022832101465834368,,,0.1010184038550781,,
BTLA,,,-0.015729145123910153,,,,0.0877238232976835,,,,,,-0.029176078922901208,,,,,0.02732899703455964,,
MFNG,0.047465916889567396,-0.03883530930538112,-0.0050936584701835215,-0.037958588026375854,0.05973357043160392,-0.023863728012490537,-0.04092299487979697,-0.03795789992293328,0.0005647334422366077,0.044512804693392395,-0.07076361750295902,0.04773355618035255,-0.011203058224157602,0.03573838929981242,0.06687884676796775,0.05517107983586647,0.05234675920157353,0.028730085410263343,0.04147329919099064,0.14073882872292234
ICAM1,0.007472965411268526,0.01484877071140809,-0.1088147130238731,-0.033255445794914185,0.08734568770137503,0.02968776922472327,-0.03918178680971058,-0.015351767316895646,-0.004073920559771981,0.1199236035360892,0.11420118058912426,0.0929497266955711,-0.0553323188227476,0.0035772614303211923,0.0074908676092457875,0.009773605328027372,-0.07662821241352409,0.07929453320571277,0.020900003556386368,0.000265123708604088
PROS1,0.07232340772232079,-0.028371645740802073,-0.04318461264747009,-0.022042400778313626,0.056459229560690216,0.01551862678700831,-0.02860751176865922,0.01124436623458383,0.02270452288566828,0.10838901089258327,-0.021872586768224705,-0.04398906937087215,0.03394325345697037,0.013441470377087686,0.0419190775711946,0.03855443272807074,0.09962896958172976,0.0067612340463223735,-0.01688323962090729,0.006614716789001734
CLCF1,0.041836084753594086,0.016332500473550476,-0.07041424619166195,-0.026839360756294364,0.04270813132956483,0.1283794043070689,-0.0334796411686606,-0.06153424956700322,0.04449080526323967,0.0634949923062388,-0.025868659039115772,0.02391047182460512,0.014737711444488063,-0.03268759436047952,-0.012899511846321928,0.018346350612481962,-0.08613216759603956,0.03976076041795337,-0.04783353794007802,
PSAP,0.10037979050427176,-0.05634097687029293,-0.07524302886372967,0.029431529003709694,-0.0002447419052832903,-0.04777545487256503,0.06215217483554787,-0.07207275537407093,0.025756791884379838,0.10921173683641486,-0.09809568492504207,0.02800545445672089,0.013584028221163676,-0.013361871608225113,0.00766850839439392,0.01906146508713637,0.12914847056677253,0.005988196333737302,-0.02791352427884449,-0.03794897774077161
EFEMP1,0.049538583015756754,-0.06352887390530569,-0.08509215937293371,-0.06216088379335266,0.0937303408311149,-0.016037175655738516,-0.007217180760942278,-0.15699523925293737,0.022412773566053784,0.03781297674679762,-0.0024029245744983754,0.09035674019900256,0.012373902376583042,0.05728562357868345,0.11281484293313633,-0.06212425800873026,0.12475830183634004,-0.026058233846116646,4.168431559565873e-05,-0.0038576359557203647
C1QTNF1,-0.017217291813833895,-0.011695732309676245,-0.0053486480748578995,0.011530070668994698,0.042054994911351395,0.02564967497296759,-0.03709854794596221,0.015263610315242501,0.03219924132374262,-0.06852861360842077,-0.011308795591803106,0.021180947440205305,0.08236576481329633,0.018573412398121682,-0.04153144466699429,-0.02919976976947089,0.07328317898019307,0.08088943435552261,0.007287961077722148,-0.03820922768616302
ALB,0.02147165638676994,-0.04130500717380847,0.03246037431076406,-0.027617733769474524,-0.023287254687822185,-0.0162029473071634,-0.025033420972011555,-0.044538551241245956,-0.010868845122935034,0.06278170710629401,-0.01124015478453383,0.1955759237424392,0.043557107648890384,-0.028971280447136216,0.035769879065853126,-0.06589375596909972,0.06178026170703904,-0.03133841546655457,-0.02190370038186038,0.07451969998290993
CCL13,,,,,,,,,,,,,,0.04168045982597664,,,,,,
EFNA3,0.04633566857500633,0.018001465430599998,-0.0641207098230556,0.02736796561779376,-0.089156901386596,-0.01745616375691261,-0.008673050459349893,0.051724648655220064,0.026649688867558582,4.125205933477375e-05,0.002044365849064805,0.06921247969078484,0.015511794069858429,0.008291290671182226,0.029034593308136094,0.025234110230665508,0.05122011492016109,0.024615373702316784,0.04901973572695623,0.011205344422211303
DRAXIN,0.060294271940950765,-0.014314549834171516,-0.020946463468351467,-0.03305763672647333,-0.00848260449419652,0.00472265569835359,0.03679458901430675,-0.048752056434829896,0.06038102587174452,0.11189256130772898,0.08411917418421358,0.0650049752545584,0.03260669685742024,-0.02247108441215752,-0.02441235077440705,0.046420142430404196,0.008553549149467852,0.1231591178917843,0.01665361143865751,0.08838690087499819
RAET1L,,0.011294861283963413,,,,,-0.0007260315663551867,,,,,,,,-0.026094636984866536,,,,,
NPTX2,-0.027584703374955204,0.015635443500261376,0.06944378162014908,0.04519974104725398,-0.08793876822752811,-0.049881365641641986,0.011707920166551363,-0.07719563872497122,0.0454143949903456,0.016716295434988804,-0.004225283189176693,,-0.055976408646598065,0.006601481321754537,0.07498001906994217,-0.002149870387168147,-0.0027129313887928083,0.013033143478635162,-0.007129041541604231,0.0626069036506051
FGF11,-0.013148122382749535,0.015648500732589797,-0.05978623683285307,-0.07426765993514083,0.08184580530311403,0.0157612153188598,0.015151066768976758,-0.014869288946522303,-0.014310715091657189,0.06639096311788953,0.031458442725774256,0.006355716103873701,-0.06944088854325871,-0.010795699513791212,-0.017489989423100875,-0.018174854773263516,0.0210862753428836,0.050515376012658354,0.03672640820501251,0.02936746278001822
CD59,0.05094125211138424,6.64769377027532e-05,-0.013080574707969044,0.03580384124013739,-0.032203373421052076,-0.024196052454639468,0.0037042791612952914,-0.1176425400281134,0.026632990857979714,0.10525974943396356,-0.055762575305384476,-0.039403301934433706,0.05396105385765287,0.027391506736488224,0.029625852131994326,0.023678123233507195,-0.01586555050828944,-0.044829814918653746,0.07764357780628994,0.05019460466204504
COL9A2,0.006917635127963657,-0.03321729206628923,0.03869823981786146,0.0013474515526020834,0.021188931156922716,-0.04325922448236126,0.015847158069576695,-0.03506085747312674,-0.016130149641974116,0.045452027927251726,-0.05774032128775902,0.011670639696124347,-0.00449996219807126,0.03827161562380268,0.0877668962586314,-0.027932673712567135,0.011115121232336373,0.08417968452278923,0.03189227661323612,0.04320430881574811
DLL3,-0.016076719484600554,-0.022405680456924384,0.040990349111495974,-0.07381652081734723,0.02595662951166579,-0.07022830469682151,0.03291882641074516,0.05431643785559188,0.07324494251947482,-0.10126412807195967,-0.09396503456517141,-0.07002626494659564,0.016169784428956238,0.0622681685284016,0.07414598531345072,-0.006933750180437442,0.06350665415149316,0.030420559186214544,0.02847535953658439,-0.03714949730924673
FGF5,,,,,-0.018543509813385546,,,-0.0008226329507780609,,,,,,,,,,-0.030484655310363335,-0.04497268295762888,
LIN7C,0.0064943574375012705,-0.008669170842554785,-0.000777968552015503,0.006040468840092752,0.04788228784000108,0.02617206184345698,0.05008059205465107,0.03867174917859983,0.02623756221033777,0.002193324712615759,0.08810741131651334,-0.028202014839448692,0.09685795902843847,0.01794747788203058,0.011823920087278566,0.09805440893054113,0.02573682823748268,0.013539157971952473,0.037787735990338744,0.11808274690998477
GDF7,0.05861035361848341,-0.020561096096894327,,0.0012314329545585288,-0.03317130874277987,-0.035826655214945186,0.02923635809724644,0.03286369380888672,,,,,-0.033084500713710455,,0.08957470299341289,-0.04430767542401345,,-0.009956346169289353,-0.028622506777676755,
PSPN,0.027454322444147746,0.010645377749638814,0.0747707113488742,0.0027738311958520156,-0.004126468285016349,-0.032368975730162085,-0.03564072613556724,0.09677630801409912,0.00416802268271775,0.022063616730953917,-0.03798392078546368,-0.027473152969132202,-0.020353697891063748,0.016360529017300923,0.02063232073721923,-0.010359910265037103,-0.05224447193775926,0.08749250174760109,0.036922055189595925,0.01030876642284522
ANGPT1,0.0619939315372813,-0.04258409523825541,-0.03918858591133508,-0.0475375516248695,0.021394086734792782,-0.04085046201559413,0.020030171711512453,-0.0049721374751058485,-0.023607571019084107,0.03171541842231475,-0.052731296012265415,-0.06574763990681512,0.05046344545520996,0.006121591396782385,0.02378370500310366,-0.0353384383511185,0.02142639128641615,0.025203754601086877,0.04081545094492528,-0.032019329002861585
PNOC,0.004177707887461426,-0.0190995422389365,0.008702522836031259,0.03212242578474456,-0.020992298815955133,-0.038159026910255196,-0.0207227429542079,0.02400392439667389,-0.01746542101766043,,,,,,-0.023787924319831583,,-0.0030765396789080293,0.038044987348322054,0.011911165995518839,0.04354942162099022
L1CAM,0.0023093647139556784,0.0018486495313730265,-0.040851152920780225,-0.0030037826933635545,-0.05907917603796761,-0.022172841199371008,-0.0020840834766410704,0.09909986709753556,0.041385536520241316,-0.045956576191280296,0.08749726645968328,-0.04119609834521148,-0.01566973351576229,0.02423387092476885,-0.06742365233860098,-0.043288429407239246,-0.0005405449503371132,0.086193750624183,0.03558900625721994,-0.004520189964368889
APOA1,0.03237168468659052,0.03150654158448633,0.0006164159996132546,-0.03842170659948501,0.02000707584948612,-0.019326121760165852,-0.01852486191303105,0.10384529921798755,0.01562475496279662,0.027805691179852918,0.038702772776568216,0.04594847170843658,0.07972962906672311,0.043376912644609834,0.019303514498963597,0.029789154783419272,,0.11208621333632615,-0.03692113426436218,-0.044385807467499816
PSEN1,0.010245008896627598,-0.07219881085163415,-0.029584485202485137,-0.009132994754412614,-0.014410069250863428,0.007313072214596353,0.00651235488866069,0.0017488473705178434,0.01830424162931651,0.0489934836316291,-0.03589863842786234,0.016299145412360674,0.015548392729930508,0.041879340475397445,0.07284604693517452,-0.028514847073573015,0.03685928929692159,0.037172971742238305,0.1086251714402843,0.16175173417658115
CALM2,0.080821712056571,0.032858266740105765,0.09702995394258139,0.05158491967069629,-0.04746082247351993,-0.07078502057003364,0.03638221192455529,0.17596447697521572,0.005000596011021602,-0.04637826307657588,0.00992356317381849,0.02077456960028287,-0.009540959336575833,0.05458677759295886,0.12894610231370907,0.00685727264944298,-0.036147550861813336,0.16325780417675062,0.022214109197525908,0.07182304350626553
CLEC2B,-0.012653480578465659,-0.005707997643733519,-0.07664793199272381,0.0501512934933952,0.031111798928667153,-0.0017014154618108387,-0.030813629822914357,0.013929477407201418,-0.014143783141105344,0.08715248865601109,0.04828700121645086,-0.058787425032460386,-0.034863804329113346,-0.005777681935767641,-0.036176146977704535,0.05361700572558159,0.08416177215407823,-0.032597329562038736,-0.018122700946156266,-0.08313272234053552
NTNG1,0.06878763410214701,-0.005529209187308285,0.011822889065174529,0.024142337466983698,0.09359563252062661,0.008181285319859167,0.061202723957389266,0.007307403942691667,-0.010342981455667635,0.0457405828844079,-0.028605220557425166,0.049560954126572604,-0.02538302603072097,0.027237308081790677,0.05539048350707279,0.08030346778795176,0.08828212507108589,0.041545874599409297,0.00748154960085444,-0.021215148423574363
LRIG1,-0.00030058725799110125,-0.0020417736870741478,0.06217968071969284,0.03207812197177586,0.0588005769214121,-0.011063713447472208,-0.029547688455183914,-0.06586834295366444,-0.015101526544869764,-0.05743646290594473,-0.03636021163453763,-0.02043368913340849,0.07503199168075299,0.07336914145921605,0.06752668152609115,-0.01990619256847648,0.056119238380964366,0.09971951822548275,-0.021206939242041763,0.09374309142075377
CPAMD8,,0.001474887274117921,-0.019155948684360553,0.0029377858220922515,-0.016775100148312003,0.08311662495300952,0.08129226109234211,-0.041054018816012054,-0.02751285659819144,0.09319070000987788,,-0.04520153594884952,-0.004201073119654079,,-0.025130431923249034,0.031275712035044805,0.06654176286069356,0.08258681952390755,-0.005735839811104535,0.0045026245914303485
GHRL,,0.012224829513082937,-0.03244200848475047,-0.016860612835121327,0.042843688687283686,-0.009518871427797962,0.03702447766744326,-0.02311585866311425,-0.019011428864451566,0.06201982107305238,0.09732770984818177,0.019200841192891054,0.03751579526375393,,,-0.023818190938195812,,0.03146742523844517,0.03959031369020215,
NPY,-0.025671347018217182,0.023215298180768958,-0.028792386739559143,0.021544771589739945,-0.04419004147842255,-0.09030381788367266,-0.023470890559406966,0.028425980817913244,0.04405480210432819,-0.04728199749527146,0.17013262140214697,,-0.02945013029507692,-0.015462092639417295,0.05508533344363946,-0.04852553392844116,0.0011988862816232043,0.028279572608377424,-0.006821936846004097,0.012454328714679793
MMP2,-0.01932224473414776,0.0006502443072534622,-0.03749900913355705,-0.06522332396268457,0.032580277379651565,-0.03860600162270741,0.011985045684596327,-0.07279750561238219,0.002455091820215471,0.12543714512612522,-0.09694004274106383,0.026215543505501388,-0.030884889874029896,-0.034271402571846535,0.03091488673883096,-0.02628324450690518,0.027761778367120002,-0.015484726353614304,0.012798488205642842,0.028476432013326745
PPY,,0.01338330486919399,,,,0.07935696633153738,,,,,,,,0.041489279574485144,0.05288320964292779,,,0.06888971446081406,0.026460749998640093,
ALKAL2,0.026003660969974564,0.024161307663332986,,0.036017531760430974,-0.01902017346849229,-0.02902182371634603,0.02925558300710475,-0.10839136866662727,0.05771873990232802,-0.05233178667806839,-0.07169082017634586,,-0.04080137104231861,0.051440516857705856,0.0282204246200193,0.06643827152397984,,0.035038374425330546,0.015392098012253,0.0644327912799104
CSF1,0.0076204199659287986,-0.002545429177478211,-0.036692082374026706,-0.05239059573683242,0.05796389537437299,0.037829684243553964,-0.06454141138626297,-0.06369014507645607,-0.020537991334480133,0.0814518012596663,0.04299608109041638,0.04459101709917849,0.04049529603822437,-0.004405295481392774,0.025609799882347614,0.0016489370165462447,-0.004834117342303633,0.10247634323988218,-0.004771322296056089,-0.03222858906481112
SEMA4C,0.017393514254255744,-0.02240692920662174,-0.019245763180513062,-0.02454992795009453,-0.054698386338714385,-0.013436239691383455,0.024692233412970638,-0.017722181978837695,-0.01599906777744675,0.03900340960311251,-0.046898918104926524,-0.12890014786977233,0.04408205800741655,0.0837577477260028,0.03897615882697284,0.026689999639454984,0.0056164288249835855,0.04120717779525012,0.012698573694126703,0.07548003794338728
BMP8A,,,,,,,,,,,,,,,,,,0.043350022568377986,,
ICAM2,-0.003397580249375938,-0.018991692238460988,0.040662824359575765,0.06692264079323966,0.07805841537264052,-0.03905566217907813,-0.05916557960257722,0.013921768677927267,0.02677059272832657,0.022669515412852212,-0.12247628395002719,-0.06763815579572698,-0.035170812254400656,0.0471630786945901,0.07553539363027045,0.03171960090475814,0.04617236456410355,0.017494358685072313,-0.0001980514915488862,-0.03331417805787616
SYTL3,0.05236723714205185,0.008310286012328671,0.00912901191131217,-0.01802552264682873,0.07848978431020419,5.102089638088925e-05,0.01463171308752392,0.02737536929280934,0.009185378242348568,0.08479457126527512,0.006864854792579144,0.002663861684473161,-0.0532776899532847,-0.0031290723078449124,0.04495849020476888,0.09268248795073941,-0.02513309922393262,0.0056039670173981156,-0.04066690173263513,
IL1A,0.06668281767211187,0.044138917054641645,0.02513526063776702,-0.00018391316089107573,0.03264731498740167,-0.029083542509204155,-0.023937825675556853,-0.05410118571219262,-0.01611466300166202,0.03535064488438484,0.04027062862833439,-0.05754027433596811,0.13969117005111234,-0.02155129887502,-0.02991040767690013,0.012706097268232878,-0.05359389278893132,0.006333452823081148,0.01977183657367176,-0.028464314939383898
HLA-G,-0.01746030816852333,0.011496882784201112,,-0.02130755703392875,,,,,,,0.07233962433132506,0.13960209739148732,,-0.038141770649051464,0.02368563609677155,,,,,
PGF,0.10853368033909097,-0.025840178220157,0.01739235430520593,-0.013069485486991097,0.13342771259867947,0.03541023665747595,-0.019305309934252567,0.03563008552907066,0.03402774267685736,0.04692309435475186,-0.07987565253149884,0.048653592393601945,0.08795621307075162,0.014630363061523613,0.07995743112441422,0.026491296865245664,-0.002171418601522574,-0.012439809689207906,-0.04192480968034379,-0.06122184470110857
LGALS8,0.0969363468311026,0.032571826963210974,-0.04659433299345042,0.04767669415630709,0.04820624358838201,0.011567774196779396,0.00812821698602266,0.0021742072503694336,0.039401372066639934,0.08045571159137609,-0.1267812249373657,-0.05201382414545003,0.023675425259811467,-0.054441997475395444,-0.016008879714305705,-0.017919111062025067,0.043810443606109445,-0.011934337442834965,0.03244864192016694,0.0876467644509066
DKK3,0.0030080332207963055,0.009577408159297033,0.056993816769717494,0.04662004039699216,-0.05677782748609992,-0.0020462053132328387,-0.027113726817904728,0.1906622430753891,0.026047134792807628,0.008621773500073067,-0.06463707931294325,0.015227926583293175,-0.07580566372160677,-0.011412277316670999,0.038654064546602106,-0.057368452787912215,0.06911905634865466,0.04368731781776745,0.0018721503610157047,0.01870082525825149
COL16A1,0.01977197953611677,-0.019918151880784957,0.03914566378316679,-0.03154977020883917,0.025568360892230448,0.005299679718101765,-0.005133348031895244,-0.0036080069903891257,0.0002760969111443783,0.023661142580852244,-0.0669463142532495,-0.0504023590717074,-0.09868626220435803,0.021576150205388257,0.062096141438070095,-0.0648823152758409,0.12351002208528263,0.04162620087500618,-0.004086748449862807,0.07305708943355299
TPH1,-0.0056427637739975,0.03437469586734893,-0.01880404688379188,-0.022578328028741136,0.09673397788497376,-0.01739505804035704,,,-0.017926778353327982,,-0.02238706835087765,0.11612302280268859,,0.0398405913998126,-0.020768725455951546,0.10986105409632713,,-0.024713258024059187,0.04526390217818811,0.16727317454924803
TNC,-0.007435369894006172,-0.013194126770623383,-0.11053634233624003,-0.04127607039558246,0.09204312955993979,0.07882980542150629,0.0008269246575177982,-0.07073664694408299,-0.04043472040981295,0.06600686103042959,0.03390704464168251,-0.011108078230903495,0.04284937274976171,-0.01370995604909703,-0.02520367482294914,0.012903294630411668,0.04539126812653478,-0.02496003654721632,0.06005915314548673,-0.0065163752982242435
TNFSF9,0.0036915920532809496,-0.007233358266655555,-0.035738626291508174,0.039983795067217304,-0.045015725203585426,0.04242278411906877,0.06660987368147359,0.012852224629272954,0.014429271438846985,,,-0.013136481736754926,0.030657491915637446,0.057172466637147576,-0.019516609116452067,0.03408254875627473,-0.051755736227781006,-0.009778676255992972,0.041215322415014785,0.003776706681093289
C4A,,,,,,-0.014262693632750414,,0.01414455406842622,-0.015758319173390926,,-0.03023886358887582,,,0.013937834256351183,,0.00502983111364624,0.04260606009216979,0.05560968990510323,,
CNTN2,0.026425713089129062,-0.034157574943373285,0.04692329440194918,0.006444924023223177,-0.04548889323478847,-0.03693915568131758,-0.01580292470992598,-0.11022850090015583,0.053840263927752874,-0.03917041113996548,0.004980419438664618,-0.05153062351877799,-0.08601569179871575,0.09780278822339028,-0.005592097766739305,0.039106427345117475,-0.028636916219293297,9.243693072146242e-05,0.020331896397080915,0.025803834965831683
F7,,-0.007474970728937269,,0.037151589325206895,-0.016775090398062645,,,,,,,,,0.012306959990381366,,,,,0.05337403577476241,
LUM,-0.04871028094195941,-0.00045710895960693386,0.03611565673026519,-0.03398139511672134,0.12475229474349413,0.04264427751537997,0.009826116965299907,-0.0003606121911115198,0.0396933167352168,0.012885860027260092,-0.0812808410717977,-0.15578271582769085,0.0746486013630749,0.011690140812805718,0.07515289115349692,0.07115775072274919,-0.03314014176018633,-0.04687129650206377,-0.020727279989660664,
BTC,,-0.020812707134008634,-0.007146916918086451,,,,0.043735605131356936,0.014540285624632193,,,,0.04860826431488211,,-0.02185254704894854,-0.014353252703554108,0.13438161101733453,,0.05536739012799775,0.031879836485856086,
APOC1,0.045706524759594566,-0.006925144121774211,0.03421667272290266,-0.06340097369736947,0.08556506622950125,0.027469289076405876,-0.017010205391244825,-0.15551307173566345,-0.012649485012627838,0.18739039245324526,-0.19062461489877075,-0.0806078602809375,-0.02059636527756869,0.033809412360847856,0.07289432206391991,0.027294746295053452,0.09219435783386401,0.027947878370724794,-0.002534853690729345,-0.022161694002534902
PKM,0.04488896976810608,-0.04627236638982642,-0.07047074667299853,0.042027354603514186,0.0918361772667469,0.0349038534594709,0.0005165066032024527,0.06568085027063165,-0.020436086038816456,0.05588212547346017,0.0024854892335103664,0.0847122905555558,0.02159433626789767,-0.027926260083433085,-0.09354001947625624,-0.017333651962486152,0.01733459413203571,-0.002812321507383391,0.024043513871729386,0.011977187730126019
TNF,-0.05873641606775395,-0.026810983130874884,-0.02151597987309834,-0.048174657077771244,-0.024619526676316963,0.12057249076431059,0.03727062122066533,-0.10049851838895897,0.035831561635830955,0.09520093589096668,-0.017851614171662273,0.04006281773567833,0.0024753368241457615,-0.00010538535019574874,0.04012426502185491,,,0.06801633127779257,0.04401224821276596,0.009789521282497047
GNAS,-0.046119025505015794,-0.03508053088678016,0.10559109721795315,0.04995724267156025,-0.06319947939714993,-0.03598476962636518,0.07231516969335106,0.1451064870604329,-0.023332714761765853,0.14162334326039983,0.048275213859690136,-0.09721024444436017,-0.009048103034287033,-0.08289322578170048,-0.003365964221872263,-0.06677708064996733,0.05283191126602412,0.0755016168302224,-0.006404460925232443,-0.024210443659379095
BMP8B,-0.037292079559379916,-0.00887887169480974,0.042318935800814965,0.03170688226004495,-0.053345518714410546,-0.0294318083374375,-0.01951243058563946,-0.09158721587315784,0.024231243992552273,0.06901805264658693,0.04148538525303636,0.007066701117041003,-0.019928887203936804,-0.008410721383532452,0.011695818412955241,0.01563623519468907,0.025964398455922535,-0.00190652914785124,0.044526577528184515,0.17543183030879772
LIPH,0.022519059917771776,-0.023515064833350224,,,,-0.011499630010608655,,,,,0.14846013934983698,,,-0.02153355623620548,0.014696255572841205,,,0.1148940835528588,0.03414128060173848,
CCL28,-0.02771391757550447,-0.03307686379443609,,0.02209529584526536,,-0.01770753840909892,-0.023079085186780257,0.018643285714818103,-0.014216713976079553,,-0.06751754673702569,,,,,-0.025534285989819,,-0.02546346817922306,-0.04080854697282033,
PTPN11,-0.0665401195038161,-0.04989188874992688,-0.015891937607113375,-0.0046153482504242525,0.01755987541693877,-0.02449827777010307,-0.01299139790825013,-0.10433739010772708,0.03979763310251092,-0.004221603663225642,0.08396081941057185,-0.05309948608663687,0.005986646669892409,0.009174727016115995,-0.045943224345457084,0.011787850653763698,0.04131598099867898,-0.03535507605289929,0.00015306082817082554,-0.07166360883283251
ADAM12,-0.008446237047710631,0.0373482071696977,0.01818057285332281,-0.008396200942494079,0.027641109213445602,-0.010210294379587403,-0.02230450111155533,0.011580866815741636,0.04455641368286547,0.07847499792776862,-0.11013779441987212,-0.11859768791603113,0.030214678491580126,0.06303593274663498,0.06037957372501575,-0.035014107075397344,0.10128243162821385,-0.04941333832018857,0.04515007730227381,
EPO,0.04428815921991648,-0.03159660154470943,-0.0020712238605952713,,,-0.012031461609332127,,,-0.017926780985936096,,,-0.05413333127397265,-0.005213413541675682,0.049853060821243134,-0.0032321709948624133,,,0.03471805234810666,,
EDN3,-0.038248388711869245,0.019186301828555054,-0.020671190483847343,-0.014007408465335148,-0.0029036352362321297,-0.018648172104736,-0.032330756251080554,-0.004727273058689532,0.0006630745553064355,,,,-0.022775823325567143,0.043119348086846,0.06966909876155945,0.017276443607479167,,0.07932168205943042,-0.05341914969087428,0.07930594638763006
