,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CXCL8,,0.01435998386015426,-0.025312629812970375,-0.015613102800291098,-0.01049823803737566,-0.007802044027093954,0.023887662163600446,0.10332202873787512,0.017073997205332286,0.02592685278419659,-0.053709697816092146,-0.015518065578207054,-0.09799571175924028,-0.06226755150369013,-0.02530899907144528,-0.1332350959330799,-0.008364904132099824,-0.041787341709426086,-0.02462869672255233,0.06328404610405132,-0.0027067913909113502
GRN,-0.04071622018682747,-0.01622427106996768,0.0047965684575115896,0.03688924005829092,-0.04107229660153349,0.01045136930213279,-0.006929688407533417,0.15305669461838492,0.012110744431298535,0.05302005941356002,-0.06748101472499751,0.026134135825123053,0.0656108265155147,0.06986813058701276,0.01271535651370796,-0.015327087543682814,0.07914812844796831,0.04199822541003761,-0.13136919556070392,-0.021743210910368793,-0.021850738296675463
MIA,3.78692817360651e-05,-0.03743349372397462,-0.001514224012985038,-0.03858058647834827,0.0357794396116574,-0.012169783632115091,-0.03812733711672898,0.1422245592150733,-0.012615631360449709,0.013549108597564344,,-0.02826701324073316,0.04592342753793215,0.11234859794014078,0.051461110093882774,0.1721455859063694,0.03529056518444231,0.08057206843847113,0.13984179668040408,0.09472044114087676,
COL4A4,0.04135306817727341,-0.013844338985401201,0.012376318755450092,0.0269851457386335,-0.030787236161923047,0.046772991917520455,-0.02006228293625189,0.08681287009604413,0.01780475420148517,0.042859071545712724,,-0.02742005152421707,0.03999098580874699,0.03912462227622172,0.0051497420888117216,0.12009026628693469,0.00331284157158378,-0.019806878349052683,-0.013280721631483748,0.03665503329757443,
TAC1,-0.02348936403139286,-0.051792873272252994,-0.0263420068063784,-0.04724477273166227,-0.015356258106517424,-0.043881392366346285,0.04772046167062055,-0.15873229663398675,-0.06719217184533223,-0.01647349254804109,0.05323153938087007,0.16420715409450495,,,,,,-0.039230123134117896,0.0906864998556198,-0.09884957893193536,0.055105967861435894
RARRES2,0.004921184402849825,-0.02866132569094015,-0.04041385357286235,0.025404534564784562,0.002410081129565003,0.010460727274489842,-0.0007782365197471934,0.22709091301890597,0.09416528562714462,0.01138914210309545,-0.020614649833074927,-0.07660552597349314,0.052521778373079864,0.006397876801834994,0.0058459646903223075,-0.03391935257729956,0.018671480287552656,0.019580970435314787,0.07940248856717473,0.0778267225469946,-0.031315350952884166
FGF7,0.06574403641229257,0.04685338343747534,,0.005076868734142282,0.04487564439553282,-0.02427303574543642,0.02540531079311768,0.08169666073132849,0.027177232470902864,0.058888463040502464,0.02227652883533381,0.01842865940590963,-0.047271532356357567,0.054717093298061445,-0.005407307256571726,0.06955292039625141,-0.015518109961114367,0.020698369511154044,0.08197200071988446,0.0035341545486955073,0.023640156842790534
EFNA2,,,,,,,,,,,,,,,,-0.048770973098444845,,,,,
HBEGF,0.08000086643175006,0.05919033446526461,-0.03245999574293512,0.0048161317463275575,0.04354064056588678,0.003564276105141217,-0.0371623614108506,0.09465545619400002,0.020593253159029573,0.02182299643087635,0.03496776712976102,-0.014694078094383426,0.0004699137791969643,0.07805889229225246,-0.0021853405814061286,0.033624473279192095,0.020965890428493852,0.07533699543436821,-0.07787302240270863,0.08647950773139647,-0.028612101340386723
CSF3,,0.029696985091545735,,,0.009948116864137753,-0.03646500651550331,,-0.043653665973656004,,,,,,,-0.01327247364765683,-0.10628057582759128,,-0.003640103319969284,-0.0310096387076584,0.11117806480607534,
PI3,,-0.05629173032953387,0.06447362448190248,,0.001178597778525146,0.02781044138181187,,0.045319374103344336,,,,,,,0.009201570689528704,-0.18385728877975607,-0.0032691975360486284,0.0012719776357554258,-0.025972481801609718,0.0384823903999156,
PCSK1N,0.08676327743447461,0.0475464567508116,0.03103696280754225,-0.05007094147640208,0.016853993240097485,-0.0052664538936612465,0.009052851942113211,-0.08142650901201558,0.02083278579484944,-0.06266119683296018,0.05051288195615519,0.1655702483304787,0.02744294190455964,0.025796415188081658,-0.05049887679268453,-0.0007370299679311983,0.010989225588686365,0.06831590390917539,0.16716003001527208,-0.15544837614934487,0.01390264917647166
NTS,,,,,,0.07322394186844977,-0.024491489150415928,0.07906448469257758,0.03587296548826968,0.08475060328107872,-0.03881081387055372,,,,-0.039542921708900766,-0.05082348745354777,,0.013511115199080973,0.13547127210513635,,
SFRP1,-0.034177618002007526,0.034384856661751846,-0.003273537897864715,0.05313027854213373,-0.006947718927666229,0.02083277628009775,-0.026061284905560176,0.013200954621578767,0.06172285715486478,-0.04882924587834499,-0.028432284444445285,0.014974133286935644,0.021442598252270635,0.05729858391645972,0.010633289265223594,0.0638860738614049,0.007271469416337811,0.012296644008579003,0.03632012090511719,-0.025559665398465124,-0.005139119685023534
CXCL13,,,,-0.03345838522243628,,0.008021825954444802,,,,,,,,,-0.012841520845863506,-0.05692467901524586,,0.061236253845759356,,0.04273043799405236,
MICA,0.019297513357350714,-0.033412521210651476,-0.014371292401796524,-0.05389649514034863,0.028133405720238938,0.004704036442538238,0.04119540593849001,0.13673567875360118,0.033610909640076306,0.018652350715139022,-0.06048401713120737,-0.04228560057880536,0.0936394920449525,0.008407166742540063,0.010179099755899139,0.05006650924461822,0.04813863257614741,-0.031526256947200924,0.023337265942868335,0.11364782193605541,-0.03949598691579266
TG,-0.027203554382025343,0.010089415135453545,-0.04572118171738613,-0.007620495461600043,0.017283532929805983,0.020757673321168048,-0.0282696347612415,0.07922786322807784,0.011602400841428915,0.02990734893366341,,-0.006188903879882278,-0.011618841025464,0.0664674247200068,0.028334300317803398,-0.037403531254681516,,0.03183559150532581,-0.007680133071867968,0.1298210871215363,
ADA,-0.03580051235691981,0.008300695438143414,-0.014844120528397238,0.059895017947836776,-0.031378121496079846,0.05256349348298675,0.009500636262363311,0.1509905482384474,-0.04255013938014527,-0.00589627833263148,0.03318117086679682,0.03035210966583682,-0.06208906374261763,0.05334775358263235,0.05210614824871864,0.06167010653086969,0.08804517722431511,0.031598437009663756,0.012026250610855419,0.052142896738365925,0.07735571660135207
LAMC3,0.05244727684634592,0.03489083319613563,-0.013177916928566912,-0.021532901817309574,-0.06061573413330278,0.04406228919073158,0.01493340658747657,0.19955771508635325,-0.0029085442480316706,0.05671422210883971,-0.05590250549771334,0.03356397650678554,-0.061058798591129816,0.12758034879021352,0.010664474209324138,0.09171635899922023,0.03096272283146548,-0.028427402000196687,-0.07053799845846981,0.03616654060817932,-0.03334200245744584
CCL7,,,0.010976364574664605,,-0.04233377029564932,0.014285158489073446,,,,,,,,,-0.05099398627369361,,,,0.031186841129152054,0.010603264624154297,
NGF,,0.05815901280599448,-0.03642181853641077,,0.009831726499454381,-0.04047833217421724,0.08456756818080245,,,,0.0490200689567262,,-0.01820043624720343,0.04128931037445579,-0.0424209530267916,-0.010775503158318668,,0.08210708817184949,-0.0010616101599747003,0.002438334306290869,
TNFSF15,,-0.04719553809394213,,,-0.0018974495076352908,0.03987430592778564,-0.008942117666980465,,,,,,-0.022887539504069045,0.011657957405051005,0.02850969781119278,,,-0.0390853367956237,0.009754641098078623,0.08572689416405188,
HMGB1,-0.028254990573864356,0.07375655434452502,-0.039065682592471423,-0.011748931867932954,-0.01935749392944989,0.021849096448627366,-0.023703405697351552,0.17297908804225345,-0.031280766232668435,0.062363061831471917,0.01501826563687231,-0.0245614943742886,-0.006688096290933034,0.01528662018901945,0.03584471543683559,-0.02404356384207461,0.017759228654242856,0.02160043244345452,0.005382580423078967,-0.0074686822248027935,0.006744911778471966
ITGB3BP,0.018431200281211313,0.1026603863458749,-0.009877455786398738,0.061623955226852316,0.043353277864993836,0.008612567292114726,-0.012542965548427022,0.13097374187490493,0.007586478273972394,0.0016498200592264946,0.01987427087308337,-0.09093841366180815,-0.06639272491864469,0.06236601273278685,0.05380011886406884,0.056820987175317896,0.02875802852592482,0.001463946753400375,0.050650972371927123,0.09745897074335036,-0.09562322086306169
AANAT,,0.08546318603376836,-0.008048632162930015,,0.053768655990719796,0.0026428623674010286,,0.0026555009399056996,-0.02609413407525233,-0.037818893426778265,-0.0216138003413962,-0.01226911712394095,,-0.035149480668966546,-0.011674311559171032,0.0013335007374450196,-0.06399679689763642,,0.1276330821610608,0.016713055704173394,
RELN,-0.022552467807476398,0.0038560076418763345,0.0738274439759118,-0.016580232734134365,0.06995671248960683,-0.007322944882163155,-0.014127534431811258,-0.10162732299074402,-0.021143413902270754,-0.0382770007992701,0.0006224094772725973,-0.028599521230392062,-0.060469415134981656,,,,0.051551218400940665,-0.014654336099584435,,0.054938150782738254,-0.09831016857538374
IL15,-0.04763003302131952,-0.044802834267570174,0.021490744162337025,-0.038747796993666345,-0.0480129639220229,-0.008929336190097208,-0.02330767507029382,0.15426560016101337,0.013146406946629993,0.0245390721121477,0.014884037008605602,-0.023959047969806233,0.0028053167032441764,0.016600244583217176,0.02552772528623759,0.07705015335358938,0.04951782377913119,0.02987965327900792,0.0652691571292794,0.15995990541748956,
UTS2,,,,,,,,0.10904237330325386,,,,,,,0.057939716495613275,,,,,,
BSG,0.06483201972326808,-0.03445873948228201,0.044159353698287974,0.03216339915119021,-0.02298930037467939,0.004596742626579668,-0.034222176862244505,0.0357603302450615,-0.0658635244844678,0.05849148004031605,0.029263383145105706,-0.059155565251225145,0.12089985316501987,0.05692482941471809,0.053195548304550644,-0.0013238767009801692,0.09570378849332385,0.028482426737665927,0.018607396911438565,0.0810520473030583,-0.020202669560904607
ADAMTS3,-0.0010704267561868755,-0.031807857854395424,-0.022028166064220863,-0.004053619109130701,0.05592038885239991,0.015311723743059967,0.08501970654473291,0.22553591093817024,-0.03626635859981547,-0.00010295146182960555,-0.040376702080986086,-0.003937083394303996,,0.03791412635270659,0.011605385108122132,0.0033393477826309022,0.0713795143091355,0.044692728275465186,0.16154049358888142,0.015246879137607937,
CD34,0.029019324816723417,-0.024900753821969466,0.007235114361567302,-0.027805366838312764,-0.05219831339987134,0.03569006432494134,0.04459466060554879,0.10756452368632215,0.026961847942022582,0.0007429054181907634,-0.06858820856583037,-0.009057846538379283,-0.015460486833684802,0.079461217032492,0.047927588705074,0.05859646291582252,0.1063242939452817,0.10546817528115779,-0.057498004296779856,0.033641247914935904,0.03174913380477891
CCL23,,,,,,,,0.07226173401798866,,,,,,,,,,,,,
PLAT,0.051499419101675596,0.012488811838577136,-0.00476692244066496,0.00010845156463732134,0.020425385248189275,0.027091361253699472,-0.038254425967936385,0.18967654768929573,-0.03752089777117586,0.013826026698082184,0.03549765060286676,-0.046490465594466304,-0.020028467422605785,0.09145816720895125,0.03950792301489495,0.133997843457963,0.04210220417461134,0.007496475578347752,-0.014749390932475506,-0.002899742785458222,-0.02704966524393838
NTF3,,,,,,,,,,-0.029901892028738625,,,,,0.020405320484623197,0.1471069961164139,,0.05144056069263499,,,
LTA,,,,0.013434043892865516,0.0664851131502958,,,,0.07822279223863304,,,-0.023959050927322298,,,,,,,0.045357830444433596,,
CKLF,-0.03555398432627907,0.049391690780579804,0.016740019893425644,0.031121412239953246,0.042503544823726154,0.07289477889559784,0.01756589275899085,0.2150597032640712,0.06799268027943099,0.013687012842749058,-0.07233809157405705,-0.09073688516703865,0.023602727357310633,0.06413098626417411,0.09900117347154011,0.07484590038523975,-0.026262849684213316,0.004682848682517411,0.07052996487487616,0.09064418712303247,0.04836516534801583
CD24,0.022013912657817457,-0.012161552369688414,0.04409886243818664,0.09774715509270462,0.01633408494831061,0.04002824811388126,0.004275844429013498,0.059866867139363435,0.07026755667914106,0.12878837645977217,0.00968012755234718,0.006606465473249126,0.11059962510659227,0.004389655382583861,-0.046489784448296566,0.05321947222918961,-0.02772868614075225,0.042382491824833925,0.11647343521506891,-0.008233532449804962,-0.0002202668086975686
HSP90AA1,0.01975062396403258,0.016959321122539058,0.025453345662410528,0.08013932285132899,-0.04464606169833949,-0.08387904987039194,0.04957244386563305,-0.22034157283883313,0.08332318381668471,0.005881334392057263,0.044896813716226905,0.11824869758415006,0.030012520712601944,-0.04417265496583064,-0.09147934628675469,-0.157747484165864,0.08767967823115004,0.0094992117340535,-0.0298918946383464,-0.08981754198250334,0.007186593624523014
BMP4,0.006695168871148331,-0.006171769663958793,0.04801333197686142,0.06330034587098078,-0.0436650104790495,-0.025911186350086192,-0.03202021404829507,0.014261916258433939,-0.06336089669496124,0.08924222708746007,0.036322794041231087,-0.02041558598688844,-0.013990819778132936,0.04573349414875914,0.003959642803408382,-0.0027049227257041103,0.06670306116365504,-0.04787113670356674,0.07923761374719482,0.00360125666310836,
SCGB3A1,,,-0.021213085798913546,,,0.021821585855925116,0.08676180116310858,,,0.009508966315672,0.030695924796925296,0.10592698075930931,-0.0036307778036702635,,0.028629789581354155,0.14266854197011836,,-0.03689777125777142,-0.0017761768288777364,-0.03098039601424669,
IGFBP4,-0.021330174536482466,0.050881162592427656,-0.019436472667703063,0.01633997742353295,0.01285434919148626,0.02358237555035524,-0.044882263855129036,0.2113737045889062,0.014367130875568736,-0.0006399240035770012,-0.02113604845184271,-0.021052634097561418,0.010714449198060607,-0.017165033330865175,0.028423552174174995,-0.06770288666598268,0.04547991877676625,-0.00231734520782102,-0.10179654845831423,-0.03253880966756212,-0.02187198007091445
RSPO4,,0.03770302997734297,,0.008252371838839291,0.03983337423295484,-0.027006701532925243,,,-0.028732332673140473,-0.01848383453174833,,-0.03323497555340489,-0.010413171005519016,,,,,0.0434990154506036,0.08345695317738484,0.015416063716192203,
LEFTY2,-0.026934585267518178,0.07189035086681735,-0.010830478472684169,0.017118524080206025,0.017964601538500758,-0.010242443088118626,0.04549122440625913,0.18462421428386955,0.008047342624891138,-0.025989057597245947,0.03650479826768878,-0.02957718080385956,,0.030586212635351454,-0.04328811973344057,0.03227208261241512,0.050451892796260146,-0.01728663357289254,0.05231796475566911,-0.021198395191911662,
PF4,,,0.008364658366658322,0.10181082865455851,-0.043479506117589245,,,,,,,,,,,-0.044701973416491514,,,0.042291804447042294,0.01702661048332974,
ANGPTL2,0.07748588040328437,0.009359858192251888,0.03334691568182726,0.022431503794602504,0.0799454849789388,0.0985217516792835,-0.027581348806762315,0.1530773535109987,0.1096800383517151,0.09007231388752787,-0.0695768385698703,-0.1156949478682852,-0.01036048628392147,0.059069349753883824,0.0543119778757923,0.06657806323431598,0.02891369063605173,-0.045859671507919725,-0.04620024346642063,0.004691578538042571,0.07145394838718246
LRIG2,0.011138465718948215,0.011942730220724474,-0.023779709803159424,0.03639276437600753,0.03317145034723544,-0.018367708859138326,0.06667995226202285,0.0915118205226086,0.03778340485264258,0.022730341391264588,0.013084672486429309,-0.06376208840040774,-0.046827567011389605,0.10389832778759195,-0.06012877132586911,0.0731103809607389,0.08622659911682863,0.0021201334779617905,0.03979628207241893,0.01588805882893714,-0.036156411878366
ICOSLG,-0.08426554084806007,0.056203137679267705,0.04872631516093581,0.006645275047724765,0.020757369562508114,0.052390786510644376,-0.030456184876873713,0.08831209079344984,0.02521443033013153,0.005899544562148126,0.007174418534282293,-0.046635612552999695,-0.05920835842540591,0.09721466883532742,-0.0008829022527147962,0.06320871164858279,0.03573609815837829,0.00914557956587796,-0.017367519595381548,0.030642388394031852,0.03985801949897856
WIF1,,-0.017150671254071548,0.04147760316094785,,,0.0021148872609444594,0.02145677181709059,-0.13211614978594127,-0.020203127982483825,0.021577132197181294,-0.025604112704624555,0.17764594304485093,,,,,,0.0020517144898566735,,0.03681696724918471,-0.0738925593723575
NPPC,-0.03428684392416181,0.03636604360964866,0.02317546978999596,,0.01727192697451452,-0.06565968711659541,0.03389525273255135,-0.02454781607305759,-0.016480803644828654,-0.03770235405790806,0.033670768928568365,-0.07599621215119325,0.14149465202462036,-0.07719105008243804,-0.01359314696131446,-0.0018598401732162072,0.02347245482502016,0.11234694475595257,,0.03807657023301488,0.10175754265089917
LYZ,-0.015477813494917867,-0.07031086738481387,-0.0010316472214056736,-0.0038087738739715064,0.0004107302079625226,0.007207517159181369,-0.05579978747671571,0.16234731703986663,-0.032576133233802734,-0.027560995549124924,-0.09022344002968634,-0.010382211312859062,0.07383300291248943,-0.0008910596428411308,0.018211083631998422,0.09485350672662826,-0.0380231343970952,0.04048690012365102,-0.03407816049365612,-0.04721979316779167,-0.04597670460646074
EREG,,,,,,0.03958029641407534,,,,,0.02045987249865455,,,,-0.0033902583135780244,-0.05245882676303339,,0.0020000591495160603,-0.042027266351929334,0.06128737687416359,
SPTAN1,0.01747047867448084,0.009912485877437515,-0.001170941638009105,0.012081746169160495,0.030326205119341212,-0.02301791474230869,0.06115570029648186,-0.06383348680400297,-0.009911787581033607,0.023349715307868443,0.04111694301020494,0.12484575427554288,0.05659015357693171,0.0418549728491745,0.024655522806441205,-0.006176960779678755,0.050713794539774426,0.020643804722555323,0.09408526176750644,-0.05413714151437579,0.023290448436807856
PTH2,,,,,,,,,,,,,,,,,,0.058556461284094224,,,
LIPC,0.04815636815737054,0.006231225952083465,-0.0020198741840252504,-0.010906936540940824,0.025791179833985614,0.09732673200380508,-0.036144227634325087,0.027925164734167347,0.040514793417468144,,0.06906394488577713,-0.018493196097024208,0.016000907965278234,0.1005352263092902,,,-0.005751993734635146,,0.053120417201883464,0.08088493416791274,
COL8A1,-0.02577273914507832,0.006968770112310578,0.001182543550442486,-0.03681099915647484,0.0005431262892318493,0.050127701170656895,-0.07346365879972801,0.07312358374739844,0.013094330342833657,0.004445668959142005,-0.05714242850191,-0.06796861616778774,-0.018541314257754984,-0.005322790269781139,0.08200513423940409,0.09319471131056362,0.019589773058572756,0.04398668597357462,-0.11131380674658138,0.15149979643429703,
GSTM2,0.013928770222504803,0.09413233544836677,-0.00991265164274365,0.046434420534466,0.06987791299719301,0.005803594520353249,-0.01970977771124525,0.11173094932714842,-0.020982858433593456,0.03881224473716201,-0.037190953085461956,-0.017315422576215184,0.06703175486264847,-0.052767006803543924,0.026775408527201675,0.10599446536469999,-0.01606412232140762,0.03585606385948376,0.1158151231151224,0.18950227203754647,
SPX,0.020495493477481183,-0.03459663224729296,-0.008263217364812139,-0.006799393985737891,0.013301581808758877,-0.02455568429208676,0.0026275707266249326,-0.05811597315088765,0.023313799413529394,0.0496139101757286,0.05355949231077337,0.07180862460117157,,0.03222387437588036,-0.051414485968740334,0.07998537936920562,0.008880442394530418,-0.00785764029978051,0.18288526704769456,-0.01602380993579334,0.03447109808328929
MFGE8,0.05368267660277744,-0.0011383651643542567,-0.019892372425501372,0.011953597241550653,-0.0034852677557890913,-0.004198987319064145,0.022605680922904454,0.08103932023652409,-0.022586877428895643,0.009682039886340634,-0.028075832579662462,-0.06496147151702591,-0.01805466384630681,0.06358673697361829,0.026056031878621284,4.184517769582148e-06,0.1254869311980336,0.01509155605436753,-0.07634879588319994,0.03273280698556546,0.10555612874816019
TGFA,0.011644349412523571,0.03486604976366358,-0.0069742594815707755,-0.006850586016017165,0.016382548682948087,0.013051464818451472,-0.03144914347613549,0.05454496726363714,0.00522903512064032,0.05597417081391215,0.03404424442390182,0.014114376366926445,-0.045762720139897725,0.039154562760884186,0.03477149933831548,-0.00048345384282687834,0.04236500843761676,0.09271066355172207,0.15057268527694287,0.09201185627343564,-0.06360947326983855
SLIT2,0.004583084368537246,-0.05829055343524881,-0.036617725616423964,-0.022206272158863238,0.009878767683653158,-0.03542617635790566,0.04918716469125509,-0.06674775503201098,0.02574666487120973,0.06510281320000637,0.04514998515742867,0.17430246354318857,0.035674787446877944,-0.08324696203582294,0.02820301577049211,0.0810425155211169,-0.03474599035285548,0.09177263200375661,0.004975119825416066,0.054064953617312006,0.033945748328944696
PLTP,0.02288696578277221,-0.039093747690376726,-0.00980898518916966,-0.011100543138341861,-0.018160926830633955,0.05439994356051995,0.003901694573590822,0.22691577695641066,0.055499941005110666,0.10069873927908486,-0.03484958423186216,0.018205396752924066,0.11836324530867834,0.035539879790207195,0.0652657892265468,-0.07326264104743929,0.035499764264322664,-0.0011534745158531085,0.050603177919756936,0.06863592329109842,0.05026029256806236
APOD,-0.03986381064886513,0.004074974308705589,0.008547509270317685,-0.016967710770282713,0.012496262675062304,0.006920123076358965,0.01784348603782617,0.048980499532830984,-0.02234082836325817,-0.007880129695181157,-0.017324602866514358,0.020077522819045044,-0.045190613197563526,-0.017474372650777087,0.06428171796786854,0.18191607968489465,-0.005845636860983978,-0.07884233563747019,-0.05528638958532443,-0.08864412582235502,-0.03425194943337457
B2M,-0.06828293599615233,0.016883850516259895,-0.03517121850705563,-0.017531181280849836,-0.04553741584877942,0.050127714904861204,-0.0432026530416998,0.2509036617735419,0.15019173502093092,0.09448721897574446,-0.035042604612565996,-0.15829970474516203,0.061169655593194615,0.07406063595406746,0.16775681460935019,0.06786677379961634,0.09947349850415835,-0.016251422192966956,-0.18388732965456234,-0.02342914997686305,0.03305833600751022
OMG,-0.010355516577194307,0.03496755417692083,0.03507865579890541,0.008677177639495177,0.025043688959454483,0.022763046404714056,-0.009036537900978907,-0.08304125427943411,0.03647884870320569,-0.05237054463317924,0.022140593111879395,0.08856771795213353,0.04743314667506571,0.024350385433606847,0.05767882481427156,0.10407774060862424,-0.0035270876867491106,-0.05794997278404662,0.24625508144072203,-0.07287443043572328,0.03384287368755765
CXCL3,-0.021907108623720962,-0.040054986395116475,0.02293836464819474,0.01144791873313863,0.036996886548569856,-0.03353688552716644,,0.012467250135417149,-0.0986387134967034,-0.01690032621095843,-0.04618618275790652,-0.01725485532569432,,,-0.027067490159467956,-0.04722368433938108,0.047750478903888914,0.008206752961121456,0.06571144834021413,-0.03385434834265997,
